# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_013292|NM_013292	hgnc_symbol|MYLPF|MYLPF
hgnc_symbol|ITGA1|ITGA1
refseq_dna|NM_002203|NM_002203	hgnc_symbol|ITGA2|ITGA2
refseq_dna|NM_000419|NM_000419	hgnc_symbol|ITGA2B|ITGA2B
refseq_dna|NM_002204|NM_002204	hgnc_symbol|ITGA3|ITGA3
refseq_dna|NM_000885|NM_000885	hgnc_symbol|ITGA4|ITGA4
refseq_dna|NM_002205|NM_002205	hgnc_symbol|ITGA5|ITGA5
refseq_dna|NM_000210|NM_000210	hgnc_symbol|ITGA6|ITGA6
refseq_dna|NM_002206|NM_002206	hgnc_symbol|ITGA7|ITGA7
refseq_dna|NM_002207|NM_002207	hgnc_symbol|ITGA9|ITGA9
refseq_dna|NM_002208|NM_002208	hgnc_symbol|ITGAE|ITGAE
refseq_dna|NM_000632|NM_000632	hgnc_symbol|ITGAM|ITGAM
refseq_dna|NM_002210|NM_002210	hgnc_symbol|ITGAV|ITGAV
refseq_dna|NM_002211|NM_002211	hgnc_symbol|ITGB1|ITGB1
refseq_dna|NM_000211|NM_000211	hgnc_symbol|ITGB2|ITGB2
refseq_dna|NM_000212|NM_000212	hgnc_symbol|ITGB3|ITGB3
refseq_dna|NM_000213|NM_000213	hgnc_symbol|ITGB4|ITGB4
refseq_dna|NM_002213|NM_002213	hgnc_symbol|ITGB5|ITGB5
refseq_dna|NM_002214|NM_002214	hgnc_symbol|ITGB8|ITGB8
refseq_dna|NM_004517|NM_004517	hgnc_symbol|ILK|ILK
refseq_dna|NM_002218|NM_002218	hgnc_symbol|ITIH4|ITIH4
refseq_dna|NM_002215|NM_002215	hgnc_symbol|ITIH1|ITIH1
refseq_dna|NM_000201|NM_000201	hgnc_symbol|ICAM1|ICAM1
refseq_dna|NM_000873|NM_000873	hgnc_symbol|ICAM2|ICAM2
refseq_dna|NM_000629|NM_000629	hgnc_symbol|IFNAR1|IFNAR1
refseq_dna|NM_000874|NM_000874	hgnc_symbol|IFNAR2|IFNAR2
refseq_dna|NM_000416|NM_000416	hgnc_symbol|IFNGR1|IFNGR1
refseq_dna|NM_005534|NM_005534	hgnc_symbol|IFNGR2|IFNGR2
refseq_dna|NM_003641|NM_003641	hgnc_symbol|IFITM1|IFITM1
refseq_dna|NM_002198|NM_002198	hgnc_symbol|IRF1|IRF1
refseq_dna|NM_001572|NM_001572	hgnc_symbol|IRF7|IRF7
refseq_dna|NM_002201|NM_002201	hgnc_symbol|ISG20|ISG20
refseq_dna|NM_002038|NM_002038	hgnc_symbol|IFI6|IFI6
refseq_dna|NM_000619|NM_000619	hgnc_symbol|IFNG|IFNG
refseq_dna|NM_005531|NM_005531	hgnc_symbol|IFI16|IFI16
refseq_dna|NM_006332|NM_006332	hgnc_symbol|IFI30|IFI30
refseq_dna|NM_006417|NM_006417	hgnc_symbol|IFI44|IFI44
refseq_dna|NM_001548|NM_001548	hgnc_symbol|IFIT1|IFIT1
refseq_dna|NM_001549|NM_001549	hgnc_symbol|IFIT3|IFIT3
refseq_dna|NM_012275|NM_012275	hgnc_symbol|IL36RN|IL36RN
refseq_dna|NM_000877|NM_000877	hgnc_symbol|IL1R1|IL1R1
refseq_dna|NM_016232|NM_016232	hgnc_symbol|IL1RL1|IL1RL1
refseq_dna|NM_000576|NM_000576	hgnc_symbol|IL1B|IL1B
refseq_dna|NM_000572|NM_000572	hgnc_symbol|IL10|IL10
refseq_dna|NM_000641|NM_000641	hgnc_symbol|IL11|IL11
refseq_dna|NM_000882|NM_000882	hgnc_symbol|IL12A|IL12A
refseq_dna|NM_002188|NM_002188	hgnc_symbol|IL13|IL13
refseq_dna|NM_000585|NM_000585	hgnc_symbol|IL15|IL15
refseq_dna|NM_002189|NM_002189	hgnc_symbol|IL15RA|IL15RA
refseq_dna|NM_004513|NM_004513	hgnc_symbol|IL16|IL16
refseq_dna|NM_002190|NM_002190	hgnc_symbol|IL17A|IL17A
refseq_dna|NM_013371|NM_013371	hgnc_symbol|IL19|IL19
refseq_dna|NM_018724|NM_018724	hgnc_symbol|IL20|IL20
refseq_dna|NM_021803|NM_021803	hgnc_symbol|IL21|IL21
refseq_dna|NM_021798|NM_021798	hgnc_symbol|IL21R|IL21R
refseq_dna|NM_020525|NM_020525	hgnc_symbol|IL22|IL22
refseq_dna|NM_016584|NM_016584	hgnc_symbol|IL23A|IL23A
refseq_dna|NM_006850|NM_006850	hgnc_symbol|IL24|IL24
refseq_dna|NM_018402|NM_018402	hgnc_symbol|IL26|IL26
refseq_dna|NM_000588|NM_000588	hgnc_symbol|IL3|IL3
refseq_dna|NM_000589|NM_000589	hgnc_symbol|IL4|IL4
refseq_dna|NM_000418|NM_000418	hgnc_symbol|IL4R|IL4R
refseq_dna|NM_000879|NM_000879	hgnc_symbol|IL5|IL5
refseq_dna|NM_000600|NM_000600	hgnc_symbol|IL6|IL6
refseq_dna|NM_000565|NM_000565	hgnc_symbol|IL6R|IL6R
refseq_dna|NM_002184|NM_002184	hgnc_symbol|IL6ST|IL6ST
refseq_dna|NM_000880|NM_000880	hgnc_symbol|IL7|IL7
refseq_dna|NM_000584|NM_000584	hgnc_symbol|IL8|IL8
refseq_dna|NM_000590|NM_000590	hgnc_symbol|IL9|IL9
refseq_dna|NM_012218|NM_012218	hgnc_symbol|ILF3|ILF3
refseq_dna|NM_001569|NM_001569	hgnc_symbol|IRAK1|IRAK1
refseq_dna|NM_007199|NM_007199	hgnc_symbol|IRAK3|IRAK3
refseq_dna|NM_032727|NM_032727	hgnc_symbol|INA|INA

refseq_dna|NM_016358|NM_016358	hgnc_symbol|IRX4|IRX4
refseq_dna|NM_002202|NM_002202	hgnc_symbol|ISL1|ISL1
refseq_dna|NM_005530|NM_005530	hgnc_symbol|IDH3A|IDH3A
refseq_dna|NM_004135|NM_004135	hgnc_symbol|IDH3G|IDH3G
refseq_dna|NM_013417|NM_013417	hgnc_symbol|IARS|IARS
refseq_dna|NM_000214|NM_000214	hgnc_symbol|JAG1|JAG1
refseq_dna|NM_002227|NM_002227	hgnc_symbol|JAK1|JAK1
refseq_dna|NM_004972|NM_004972	hgnc_symbol|JAK2|JAK2
refseq_dna|NM_000215|NM_000215	hgnc_symbol|JAK3|JAK3
refseq_dna|NM_003772|NM_003772	hgnc_symbol|JRKL|JRKL
refseq_dna|NM_033626|NM_033626	hgnc_symbol|CCDC120|CCDC120
refseq_dna|NM_007213|NM_007213	hgnc_symbol|PRAF2|PRAF2
refseq_dna|NM_002229|NM_002229	hgnc_symbol|JUNB|JUNB
refseq_dna|NM_018664|NM_018664	hgnc_symbol|BATF3|BATF3
refseq_dna|NM_002776|NM_002776	hgnc_symbol|KLK10|KLK10
refseq_dna|NM_022046|NM_022046	hgnc_symbol|KLK14|KLK14
refseq_dna|NM_001648|NM_001648	hgnc_symbol|KLK3|KLK3
refseq_dna|NM_000892|NM_000892	hgnc_symbol|KLKB1|KLKB1
refseq_dna|NM_002267|NM_002267	hgnc_symbol|KPNA3|KPNA3
refseq_dna|NM_002269|NM_002269	hgnc_symbol|KPNA5|KPNA5
refseq_dna|NM_006854|NM_006854	hgnc_symbol|KDELR2|KDELR2
refseq_dna|NM_014458|NM_014458
refseq_dna|NM_017415|NM_017415	hgnc_symbol|KLHL3|KLHL3
refseq_dna|NM_002274|NM_002274	hgnc_symbol|KRT13|KRT13
refseq_dna|NM_005557|NM_005557	hgnc_symbol|KRT16|KRT16
refseq_dna|NM_000423|NM_000423	hgnc_symbol|KRT2|KRT2
refseq_dna|NM_005556|NM_005556	hgnc_symbol|KRT7|KRT7
refseq_dna|NM_002273|NM_002273	hgnc_symbol|KRT8|KRT8
refseq_dna|NM_000226|NM_000226	hgnc_symbol|KRT9|KRT9
refseq_dna|NM_015141|NM_015141	hgnc_symbol|GPD1L|GPD1L
refseq_dna|NM_014756|NM_014756
refseq_dna|NM_014740|NM_014740	hgnc_symbol|EIF4A3|EIF4A3
refseq_dna|NM_014661|NM_014661	hgnc_symbol|FAM53B|FAM53B
refseq_dna|NM_014773|NM_014773	hgnc_symbol|KIAA0141|KIAA0141
refseq_dna|NM_014761|NM_014761	hgnc_symbol|IST1|IST1
hgnc_symbol|KIAA0232|KIAA0232
hgnc_symbol|KLHDC10|KLHDC10
hgnc_symbol|KHNYN|KHNYN
refseq_dna|NM_014686|NM_014686	hgnc_symbol|KIAA0355|KIAA0355
hgnc_symbol|PRUNE2|PRUNE2
refseq_dna|NM_014684|NM_014684	hgnc_symbol|CEP290|CEP290
refseq_dna|NM_014711|NM_014711	hgnc_symbol|CCP110|CCP110
refseq_dna|NM_014851|NM_014851	hgnc_symbol|KLHL21|KLHL21
refseq_dna|NM_014857|NM_014857	hgnc_symbol|RABGAP1L|RABGAP1L
refseq_dna|NM_014840|NM_014840	hgnc_symbol|NUAK1|NUAK1
hgnc_symbol|SIPA1L3|SIPA1L3
refseq_dna|NM_015046|NM_015046	hgnc_symbol|SETX|SETX
refseq_dna|NM_021647|NM_021647	hgnc_symbol|MFAP3L|MFAP3L
refseq_dna|NM_014645|NM_014645	hgnc_symbol|CEP135|CEP135
hgnc_symbol|PHLDB1|PHLDB1
refseq_dna|NM_014741|NM_014741	hgnc_symbol|ATG13|ATG13
refseq_dna|NM_014700|NM_014700
refseq_dna|NM_015043|NM_015043	hgnc_symbol|TBC1D9B|TBC1D9B
refseq_dna|NM_014796|NM_014796	hgnc_symbol|TESPA1|TESPA1
refseq_dna|NM_014632|NM_014632	hgnc_symbol|MICAL2|MICAL2
refseq_dna|NM_014869|NM_014869	hgnc_symbol|IQSEC1|IQSEC1
refseq_dna|NM_014660|NM_014660	hgnc_symbol|PHF14|PHF14
refseq_dna|NM_014913|NM_014913	hgnc_symbol|ADNP2|ADNP2
hgnc_symbol|DPY19L1|DPY19L1
refseq_dna|NM_014900|NM_014900	hgnc_symbol|COBLL1|COBLL1
refseq_dna|NM_016284|NM_016284	hgnc_symbol|CNOT1|CNOT1
refseq_dna|NM_014939|NM_014939	hgnc_symbol|TRAPPC8|TRAPPC8
refseq_dna|NM_014928|NM_014928	hgnc_symbol|OTUD4|OTUD4
refseq_dna|NM_015455|NM_015455	hgnc_symbol|CNOT6|CNOT6
hgnc_symbol|ESYT2|ESYT2

hgnc_symbol|KIAA1257|KIAA1257
refseq_dna|NM_025081|NM_025081	hgnc_symbol|NYNRIN|NYNRIN
hgnc_symbol|KIAA1324|KIAA1324
hgnc_symbol|NHSL1|NHSL1
hgnc_symbol|HEATR5B|HEATR5B
hgnc_symbol|RANBP10|RANBP10
hgnc_symbol|CAMSAP3|CAMSAP3
hgnc_symbol|UNK|UNK
hgnc_symbol|DCLK3|DCLK3
hgnc_symbol|DOCK7|DOCK7
refseq_dna|XM_050988|XM_050988	hgnc_symbol|LCOR|LCOR
hgnc_symbol|TTBK1|TTBK1
hgnc_symbol|KRBA1|KRBA1
hgnc_symbol|HYDIN|HYDIN
hgnc_symbol|RSPRY1|RSPRY1
refseq_dna|NM_015158|NM_015158	hgnc_symbol|KANK1|KANK1
refseq_dna|NM_002253|NM_002253	hgnc_symbol|KDR|KDR
refseq_dna|NM_004986|NM_004986	hgnc_symbol|KTN1|KTN1
refseq_dna|NM_014875|NM_014875	hgnc_symbol|KIF14|KIF14
refseq_dna|NM_012310|NM_012310	hgnc_symbol|KIF4A|KIF4A
refseq_dna|NM_004984|NM_004984	hgnc_symbol|KIF5A|KIF5A
refseq_dna|NM_014970|NM_014970	hgnc_symbol|KIFAP3|KIFAP3
refseq_dna|NM_020242|NM_020242	hgnc_symbol|KIF15|KIF15
refseq_dna|NM_000893|NM_000893	hgnc_symbol|KNG1|KNG1
refseq_dna|NM_000899|NM_000899	hgnc_symbol|KITLG|KITLG
refseq_dna|NM_016089|NM_016089	hgnc_symbol|ZNF589|ZNF589
refseq_dna|NM_015995|NM_015995	hgnc_symbol|KLF13|KLF13
refseq_dna|NM_001730|NM_001730	hgnc_symbol|KLF5|KLF5
refseq_dna|NM_014592|NM_014592	hgnc_symbol|KCNIP1|KCNIP1
refseq_dna|NM_014591|NM_014591	hgnc_symbol|KCNIP2|KCNIP2
refseq_dna|NM_000425|NM_000425	hgnc_symbol|L1CAM|L1CAM
refseq_dna|NM_005327|NM_005327	hgnc_symbol|HADH|HADH
refseq_dna|NM_005566|NM_005566	hgnc_symbol|LDHA|LDHA
refseq_dna|NM_002300|NM_002300	hgnc_symbol|LDHB|LDHB
refseq_dna|NM_005558|NM_005558	hgnc_symbol|LAD1|LAD1
refseq_dna|NM_005572|NM_005572	hgnc_symbol|LMNA|LMNA
refseq_dna|NM_002295|NM_002295	hgnc_symbol|RPSA|RPSA
hgnc_symbol|LAMA1|LAMA1
refseq_dna|NM_000426|NM_000426	hgnc_symbol|LAMA2|LAMA2
refseq_dna|NM_000227|NM_000227	hgnc_symbol|LAMA3|LAMA3
refseq_dna|NM_002290|NM_002290	hgnc_symbol|LAMA4|LAMA4
refseq_dna|NM_005560|NM_005560	hgnc_symbol|LAMA5|LAMA5
refseq_dna|NM_002291|NM_002291	hgnc_symbol|LAMB1|LAMB1
refseq_dna|NM_000228|NM_000228	hgnc_symbol|LAMB3|LAMB3
hgnc_symbol|LAMB4|LAMB4
refseq_dna|NM_002293|NM_002293	hgnc_symbol|LAMC1|LAMC1
refseq_dna|NM_005562|NM_005562	hgnc_symbol|LAMC2|LAMC2
refseq_dna|NM_006059|NM_006059	hgnc_symbol|LAMC3|LAMC3
refseq_dna|NM_000627|NM_000627	hgnc_symbol|LTBP1|LTBP1
refseq_dna|NM_000428|NM_000428	hgnc_symbol|LTBP2|LTBP2
refseq_dna|NM_003573|NM_003573	hgnc_symbol|LTBP4|LTBP4
refseq_dna|NM_020169|NM_020169	hgnc_symbol|LXN|LXN
refseq_dna|NM_002306|NM_002306	hgnc_symbol|LGALS3|LGALS3
refseq_dna|NM_005567|NM_005567	hgnc_symbol|LGALS3BP|LGALS3BP
refseq_dna|NM_005606|NM_005606	hgnc_symbol|LGMN|LGMN
refseq_dna|NM_018655|NM_018655	hgnc_symbol|LENEP|LENEP
refseq_dna|NM_015907|NM_015907	hgnc_symbol|LAP3|LAP3
refseq_dna|NM_006309|NM_006309	hgnc_symbol|LRRFIP2|LRRFIP2
refseq_dna|NM_032368|NM_032368	hgnc_symbol|LZIC|LZIC
refseq_dna|NM_022145|NM_022145	hgnc_symbol|CENPK|CENPK
refseq_dna|NM_021020|NM_021020	hgnc_symbol|LZTS1|LZTS1
refseq_dna|NM_002309|NM_002309	hgnc_symbol|LIF|LIF
refseq_dna|NM_002310|NM_002310	hgnc_symbol|LIFR|LIFR
refseq_dna|NM_006866|NM_006866	hgnc_symbol|LILRA2|LILRA2
hgnc_symbol|LENG8|LENG8
refseq_dna|NM_002287|NM_002287	hgnc_symbol|LAIR1|LAIR1
refseq_dna|NM_000752|NM_000752	hgnc_symbol|LTB4R|LTB4R
refseq_dna|NM_013236|NM_013236	hgnc_symbol|ATXN10|ATXN10
refseq_dna|NM_017703|NM_017703	hgnc_symbol|FBXL12|FBXL12
refseq_dna|NM_014631|NM_014631	hgnc_symbol|SH3PXD2A|SH3PXD2A
refseq_dna|NM_018049|NM_018049
refseq_dna|NM_030915|NM_030915	hgnc_symbol|LBH|LBH
refseq_dna|NM_021223|NM_021223	hgnc_symbol|MYL7|MYL7
refseq_dna|NM_017514|NM_017514
refseq_dna|NM_014954|NM_014954	hgnc_symbol|RPH3A|RPH3A
refseq_dna|NM_022490|NM_022490	hgnc_symbol|POLR1E|POLR1E
refseq_dna|NM_016261|NM_016261	hgnc_symbol|TUBD1|TUBD1
refseq_dna|NM_144573|NM_144573
refseq_dna|NM_144573|NM_144573
refseq_dna|NM_014583|NM_014583	hgnc_symbol|LMCD1|LMCD1
refseq_dna|NM_004987|NM_004987	hgnc_symbol|LIMS1|LIMS1
refseq_dna|NM_017980|NM_017980	hgnc_symbol|LIMS2|LIMS2
hgnc_symbol|LDB3|LDB3
refseq_dna|NM_005569|NM_005569	hgnc_symbol|LIMK2|LIMK2
refseq_dna|NM_005358|NM_005358	hgnc_symbol|LMO7|LMO7
hgnc_symbol|KIAA0430|KIAA0430
refseq_dna|NM_025140|NM_025140	hgnc_symbol|CCDC92|CCDC92
hgnc_symbol|LIN7A|LIN7A
refseq_dna|NM_020438|NM_020438	hgnc_symbol|DOLPP1|DOLPP1
refseq_dna|NM_006033|NM_006033	hgnc_symbol|LIPG|LIPG
refseq_dna|NM_005357|NM_005357	hgnc_symbol|LIPE|LIPE
refseq_dna|NM_002297|NM_002297	hgnc_symbol|LCN1|LCN1
refseq_dna|NM_022164|NM_022164	hgnc_symbol|TINAGL1|TINAGL1
refseq_dna|NM_005780|NM_005780	hgnc_symbol|LHFP|LHFP

refseq_dna|NM_000427|NM_000427	hgnc_symbol|LOR|LOR
refseq_dna|NM_014622|NM_014622	hgnc_symbol|VWA5A|VWA5A
refseq_dna|NM_002335|NM_002335	hgnc_symbol|LRP5|LRP5
refseq_dna|NM_002332|NM_002332	hgnc_symbol|LRP1|LRP1
refseq_dna|NM_014020|NM_014020	hgnc_symbol|TMEM176B|TMEM176B
refseq_dna|NM_018032|NM_018032	hgnc_symbol|LUC7L|LUC7L
refseq_dna|NM_002345|NM_002345	hgnc_symbol|LUM|LUM
refseq_dna|NM_005475|NM_005475	hgnc_symbol|SH2B3|SH2B3
refseq_dna|NM_025262|NM_025262	hgnc_symbol|LY6G5C|LY6G5C
refseq_dna|NM_002347|NM_002347	hgnc_symbol|LY6H|LY6H
refseq_dna|NM_002339|NM_002339	hgnc_symbol|LSP1|LSP1
refseq_dna|NM_000595|NM_000595	hgnc_symbol|LTA|LTA
refseq_dna|NM_002341|NM_002341	hgnc_symbol|LTB|LTB
refseq_dna|NM_018407|NM_018407	hgnc_symbol|LAPTM4B|LAPTM4B
refseq_dna|NM_005561|NM_005561	hgnc_symbol|LAMP1|LAMP1
refseq_dna|NM_002294|NM_002294	hgnc_symbol|LAMP2|LAMP2
refseq_dna|NM_014713|NM_014713	hgnc_symbol|LAPTM4A|LAPTM4A
refseq_dna|NM_000239|NM_000239	hgnc_symbol|LYZ|LYZ
refseq_dna|NM_002317|NM_002317	hgnc_symbol|LOX|LOX
refseq_dna|NM_002318|NM_002318	hgnc_symbol|LOXL2|LOXL2
refseq_dna|NM_002415|NM_002415	hgnc_symbol|MIF|MIF
refseq_dna|NM_006770|NM_006770	hgnc_symbol|MARCO|MARCO
refseq_dna|NM_020998|NM_020998	hgnc_symbol|MST1|MST1
refseq_dna|NM_005900|NM_005900	hgnc_symbol|SMAD1|SMAD1
refseq_dna|NM_005901|NM_005901	hgnc_symbol|SMAD2|SMAD2
refseq_dna|NM_005359|NM_005359	hgnc_symbol|SMAD4|SMAD4
refseq_dna|NM_005585|NM_005585	hgnc_symbol|SMAD6|SMAD6
refseq_dna|NM_005587|NM_005587	hgnc_symbol|MEF2A|MEF2A
refseq_dna|NM_005919|NM_005919	hgnc_symbol|MEF2B|MEF2B
refseq_dna|NM_002397|NM_002397	hgnc_symbol|MEF2C|MEF2C
refseq_dna|NM_005920|NM_005920	hgnc_symbol|MEF2D|MEF2D
refseq_dna|NM_022149|NM_022149	hgnc_symbol|MAGEF1|MAGEF1
refseq_dna|NM_005516|NM_005516	hgnc_symbol|HLA-E|HLA-E
refseq_dna|NM_033554|NM_033554	hgnc_symbol|HLA-DPA1|HLA-DPA1
refseq_dna|NM_019111|NM_019111	hgnc_symbol|HLA-DRA|HLA-DRA
refseq_dna|NM_012064|NM_012064	hgnc_symbol|MIP|MIP
refseq_dna|NM_017458|NM_017458	hgnc_symbol|MVP|MVP
refseq_dna|NM_005918|NM_005918	hgnc_symbol|MDH2|MDH2
refseq_dna|NM_014623|NM_014623	hgnc_symbol|MEA1|MEA1
refseq_dna|NM_002405|NM_002405	hgnc_symbol|MFNG|MFNG
refseq_dna|NM_002355|NM_002355	hgnc_symbol|M6PR|M6PR
refseq_dna|NM_004870|NM_004870	hgnc_symbol|MPDU1|MPDU1
refseq_dna|NM_006699|NM_006699	hgnc_symbol|MAN1A2|MAN1A2
refseq_dna|NM_006715|NM_006715	hgnc_symbol|MAN2C1|MAN2C1
refseq_dna|NM_002406|NM_002406	hgnc_symbol|MGAT1|MGAT1
refseq_dna|NM_012214|NM_012214	hgnc_symbol|MGAT4A|MGAT4A
refseq_dna|NM_003684|NM_003684	hgnc_symbol|MKNK1|MKNK1
refseq_dna|NM_002376|NM_002376	hgnc_symbol|MARK3|MARK3
refseq_dna|NM_052967|NM_052967	hgnc_symbol|MAS1L|MAS1L
refseq_dna|NM_002380|NM_002380	hgnc_symbol|MATN2|MATN2
refseq_dna|NM_002381|NM_002381	hgnc_symbol|MATN3|MATN3
refseq_dna|NM_003833|NM_003833	hgnc_symbol|MATN4|MATN4
refseq_dna|NM_002425|NM_002425	hgnc_symbol|MMP10|MMP10
refseq_dna|NM_002426|NM_002426	hgnc_symbol|MMP12|MMP12
refseq_dna|NM_002427|NM_002427	hgnc_symbol|MMP13|MMP13
refseq_dna|NM_004995|NM_004995	hgnc_symbol|MMP14|MMP14
refseq_dna|NM_005941|NM_005941	hgnc_symbol|MMP16|MMP16
refseq_dna|NM_004530|NM_004530	hgnc_symbol|MMP2|MMP2
refseq_dna|NM_004771|NM_004771	hgnc_symbol|MMP20|MMP20
refseq_dna|NM_004659|NM_004659	hgnc_symbol|MMP23A|MMP23A
refseq_dna|NM_006690|NM_006690	hgnc_symbol|MMP24|MMP24
refseq_dna|NM_022468|NM_022468	hgnc_symbol|MMP25|MMP25
refseq_dna|NM_021801|NM_021801	hgnc_symbol|MMP26|MMP26
refseq_dna|NM_022122|NM_022122	hgnc_symbol|MMP27|MMP27
refseq_dna|NM_032950|NM_032950	hgnc_symbol|MMP28|MMP28
refseq_dna|NM_002422|NM_002422	hgnc_symbol|MMP3|MMP3
refseq_dna|NM_002423|NM_002423	hgnc_symbol|MMP7|MMP7
refseq_dna|NM_002424|NM_002424	hgnc_symbol|MMP8|MMP8
refseq_dna|NM_004994|NM_004994	hgnc_symbol|MMP9|MMP9
refseq_dna|NM_004142|NM_004142	hgnc_symbol|MMP25|MMP25
refseq_dna|NM_006454|NM_006454	hgnc_symbol|MXD4|MXD4
refseq_dna|NM_002382|NM_002382	hgnc_symbol|MAX|MAX
hgnc_symbol|MCF2L|MCF2L
refseq_dna|NM_024979|NM_024979	hgnc_symbol|MCF2L|MCF2L
refseq_dna|NM_004526|NM_004526	hgnc_symbol|MCM2|MCM2
refseq_dna|NM_002388|NM_002388	hgnc_symbol|MCM3|MCM3
refseq_dna|NM_006739|NM_006739	hgnc_symbol|MCM5|MCM5
refseq_dna|NM_002393|NM_002393	hgnc_symbol|MDM4|MDM4
refseq_dna|NM_000243|NM_000243	hgnc_symbol|MEFV|MEFV
refseq_dna|NM_005913|NM_005913	hgnc_symbol|MC5R|MC5R
refseq_dna|NM_021048|NM_021048	hgnc_symbol|MAGEA10|MAGEA10
refseq_dna|NM_014599|NM_014599	hgnc_symbol|MAGED2|MAGED2
refseq_dna|NM_006500|NM_006500	hgnc_symbol|MCAM|MCAM
refseq_dna|NM_006533|NM_006533	hgnc_symbol|MIA|MIA
refseq_dna|NM_002389|NM_002389	hgnc_symbol|CAPG|CAPG
refseq_dna|NM_005898|NM_005898	hgnc_symbol|CAPRIN1|CAPRIN1
refseq_dna|NM_005899|NM_005899	hgnc_symbol|NBR1|NBR1
refseq_dna|NM_016641|NM_016641	hgnc_symbol|GDE1|GDE1
refseq_dna|NM_002436|NM_002436	hgnc_symbol|MPP1|MPP1
refseq_dna|NM_018835|NM_018835	hgnc_symbol|OR1K1|OR1K1
refseq_dna|NM_004203|NM_004203	hgnc_symbol|PKMYT1|PKMYT1
refseq_dna|NM_021201|NM_021201	hgnc_symbol|MS4A7|MS4A7
refseq_dna|NM_002430|NM_002430	hgnc_symbol|MN1|MN1
refseq_dna|NM_021126|NM_021126	hgnc_symbol|MPST|MPST
refseq_dna|NM_016645|NM_016645
refseq_dna|NM_002402|NM_002402	hgnc_symbol|MEST|MEST
refseq_dna|NM_000245|NM_000245	hgnc_symbol|MET|MET
refseq_dna|NM_005951|NM_005951	hgnc_symbol|MT1H|MT1H
refseq_dna|NM_002450|NM_002450	hgnc_symbol|MT1L|MT1L
refseq_dna|NM_005954|NM_005954	hgnc_symbol|MT3|MT3
refseq_dna|NM_004739|NM_004739	hgnc_symbol|MTA2|MTA2
refseq_dna|NM_004992|NM_004992	hgnc_symbol|MECP2|MECP2
refseq_dna|NM_015847|NM_015847	hgnc_symbol|MBD1|MBD1
refseq_dna|NM_003927|NM_003927	hgnc_symbol|MBD2|MBD2
refseq_dna|NM_006636|NM_006636	hgnc_symbol|MTHFD2|MTHFD2
refseq_dna|NM_005956|NM_005956	hgnc_symbol|MTHFD1|MTHFD1
refseq_dna|NM_000431|NM_000431	hgnc_symbol|MVK|MVK
refseq_dna|NM_003480|NM_003480	hgnc_symbol|MFAP5|MFAP5
refseq_dna|NM_000248|NM_000248	hgnc_symbol|MITF|MITF
refseq_dna|NM_004528|NM_004528	hgnc_symbol|MGST3|MGST3
refseq_dna|NM_003708|NM_003708	hgnc_symbol|RDH16|RDH16
refseq_dna|NM_012090|NM_012090	hgnc_symbol|MACF1|MACF1
refseq_dna|NM_002373|NM_002373	hgnc_symbol|MAP1A|MAP1A
refseq_dna|NM_005909|NM_005909	hgnc_symbol|MAP1B|MAP1B
refseq_dna|NM_002375|NM_002375	hgnc_symbol|MAP4|MAP4
refseq_dna|NM_012325|NM_012325	hgnc_symbol|MAPRE1|MAPRE1
refseq_dna|NM_002391|NM_002391	hgnc_symbol|MDK|MDK
refseq_dna|NM_000381|NM_000381	hgnc_symbol|MID1|MID1
refseq_dna|NM_018116|NM_018116	hgnc_symbol|MSTO1|MSTO1
refseq_dna|NM_015716|NM_015716	hgnc_symbol|MINK1|MINK1
refseq_dna|NM_016069|NM_016069
refseq_dna|NM_016050|NM_016050	hgnc_symbol|MRPL11|MRPL11
refseq_dna|NM_014078|NM_014078	hgnc_symbol|MRPL13|MRPL13
refseq_dna|NM_014175|NM_014175	hgnc_symbol|MRPL15|MRPL15
refseq_dna|NM_016622|NM_016622	hgnc_symbol|MRPL35|MRPL35
refseq_dna|NM_004927|NM_004927	hgnc_symbol|MRPL49|MRPL49
refseq_dna|NM_016034|NM_016034	hgnc_symbol|MRPS2|MRPS2
refseq_dna|NM_021821|NM_021821	hgnc_symbol|MRPS35|MRPS35
refseq_dna|NM_014874|NM_014874	hgnc_symbol|MFN2|MFN2
refseq_dna|NM_002745|NM_002745	hgnc_symbol|MAPK1|MAPK1
refseq_dna|NM_002753|NM_002753	hgnc_symbol|MAPK10|MAPK10
refseq_dna|NM_002751|NM_002751	hgnc_symbol|MAPK11|MAPK11
refseq_dna|NM_002969|NM_002969	hgnc_symbol|MAPK12|MAPK12
refseq_dna|NM_002754|NM_002754	hgnc_symbol|MAPK13|MAPK13
refseq_dna|NM_001315|NM_001315	hgnc_symbol|MAPK14|MAPK14
refseq_dna|NM_002748|NM_002748	hgnc_symbol|MAPK6|MAPK6
refseq_dna|NM_002749|NM_002749	hgnc_symbol|MAPK7|MAPK7
refseq_dna|NM_002750|NM_002750	hgnc_symbol|MAPK8|MAPK8
