Rank	Parametric p-value	FDR	Geom mean of intensities in class 1 (3.75 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
152	0.0000004	0.0000487	35761.10784	16870.59525	2.1197301	A_23_P134176	Homo sapiens superoxide dismutase 2, mitochondrial (SOD2), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_001024465]	SOD2
153	0.0000004	0.0000487	50.2281431	104.7368495	0.4795652	A_23_P404965	Homo sapiens cDNA FLJ37752 fis, clone BRHIP2023309. [AK095071]	LOC285831
154	0.0000004	0.0000487	9.779397	26.0617814	0.375239	A_23_P363472	NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Putative MAPK-activating protein PM04/PM05/PM06/PM07) (Putative NF-kappa-B-activating protein 413). [Source:Uniprot/SWISSPROT;Acc:Q9NV92] [ENST00000377116]	ENST00000377116
155	0.0000004	0.0000487	611.9416349	189.3174097	3.232358	A_23_P34915	Homo sapiens activating transcription factor 3 (ATF3), transcript variant 4, mRNA [NM_001040619]	ATF3
156	0.0000004	0.0000487	22.4100742	10.9478827	2.0469779	A_32_P23154	Unknown	A_32_P23154
157	0.0000004	0.0000487	447.26319	160.9591731	2.7787369	A_24_P916853	Unknown	A_24_P916853
158	0.0000004	0.0000487	9950.960689	18814.68038	0.5288934	A_23_P53476	Homo sapiens lactate dehydrogenase B (LDHB), mRNA [NM_002300]	LDHB
159	0.0000004	0.0000487	244.28434	511.924813	0.4771879	A_23_P21706	Homo sapiens CTP synthase (CTPS), mRNA [NM_001905]	CTPS
160	0.0000004	0.0000487	198.0894193	495.9424923	0.3994201	A_23_P122906	Homo sapiens autism susceptibility candidate 2 (AUTS2), mRNA [NM_015570]	AUTS2
161	0.0000004	0.0000487	1200.378209	453.1763471	2.6488104	A_23_P406616	Homo sapiens hypothetical protein FLJ36031 (FLJ36031), mRNA [NM_175884]	FLJ36031
162	0.0000004	0.0000487	98.3834157	253.7665295	0.3876926	A_24_P945283	Homo sapiens discs, large homolog 3 (neuroendocrine-dlg, Drosophila) (DLG3), transcript variant 1, mRNA [NM_021120]	DLG3
163	0.0000005	0.0000583	124.4068683	267.3904672	0.4652629	A_32_P172114	BE044472 ho46b03.x1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:3040397 3, mRNA sequence [BE044472]	BE044472
164	0.0000005	0.0000583	123.6080677	263.5445496	0.4690215	A_23_P24507	Homo sapiens mRNA; cDNA DKFZp667O0320 (from clone DKFZp667O0320). [AL833655]	AL833655
165	0.0000005	0.0000583	117.5915081	202.2898237	0.5813021	A_32_P1701	Homo sapiens polymerase (DNA directed), alpha 1 (POLA1), mRNA [NM_016937]	POLA1
166	0.0000005	0.0000583	344.9466324	734.0088991	0.4699488	A_23_P58132	Homo sapiens ras homolog gene family, member H (RHOH), mRNA [NM_004310]	RHOH
167	0.0000005	0.0000583	47.0318787	104.6661115	0.4493515	A_23_P37391	Homo sapiens chromosome 14 open reading frame 65, mRNA (cDNA clone MGC:117455 IMAGE:5139193), complete cds. [BC110042]	C14orf65
168	0.0000005	0.0000583	1245.788522	1844.235227	0.6755041	A_23_P95764	Homo sapiens phosphoribosyl pyrophosphate synthetase 1 (PRPS1), mRNA [NM_002764]	PRPS1
169	0.0000005	0.0000583	886.3018708	1761.179929	0.5032432	A_23_P7873	Homo sapiens MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) (MCM3), mRNA [NM_002388]	MCM3
170	0.0000006	0.0000668	148.1508665	322.186142	0.45983	A_23_P217098	Homo sapiens vacuolar protein sorting 13 homolog A (S. cerevisiae) (VPS13A), transcript variant A, mRNA [NM_033305]	VPS13A
171	0.0000006	0.0000668	259.275361	152.1869103	1.703664	A_23_P32233	Homo sapiens Kruppel-like factor 4 (gut) (KLF4), mRNA [NM_004235]	KLF4
172	0.0000006	0.0000668	45.7987574	122.9294967	0.3725612	A_23_P127525	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA [NM_005238]	ETS1
173	0.0000006	0.0000668	284.8776945	481.3812438	0.5917923	A_23_P354297	Homo sapiens CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) (CHTF18), mRNA [NM_022092]	CHTF18
174	0.0000006	0.0000668	360.3723358	803.9014411	0.4482793	A_23_P132874	Homo sapiens chromosome 3 open reading frame 26 (C3orf26), mRNA [NM_032359]	C3orf26
175	0.0000006	0.0000668	335.3857712	835.2753428	0.4015272	A_23_P205738	Homo sapiens B-cell CLL/lymphoma 11B (zinc finger protein) (BCL11B), transcript variant 1, mRNA [NM_138576]	BCL11B
176	0.0000006	0.0000668	123.1920485	253.0202792	0.4868861	A_32_P63848	Homo sapiens 3-oxoacid CoA transferase 1 (OXCT1), nuclear gene encoding mitochondrial protein, mRNA [NM_000436]	OXCT1
177	0.0000006	0.0000668	105.6234767	213.7068542	0.4942447	A_32_P112078	Unknown	THC2538534
178	0.0000007	0.00007	163.2408447	287.1960871	0.5683951	A_23_P306964	Homo sapiens septin 11 (SEPT11), mRNA [NM_018243]	38605
179	0.0000007	0.00007	69.5139633	187.5378619	0.3706663	A_23_P103720	Homo sapiens agmatine ureohydrolase (agmatinase) (AGMAT), mRNA [NM_024758]	AGMAT
180	0.0000007	0.00007	722.6690855	1644.606146	0.4394177	A_24_P169234	Homo sapiens zeta-chain (TCR) associated protein kinase 70kDa (ZAP70), transcript variant 1, mRNA [NM_001079]	ZAP70
181	0.0000007	0.00007	2860.397858	1309.928206	2.1836295	A_24_P88690	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
182	0.0000007	0.00007	433.1269495	815.9085951	0.5308523	A_24_P673968	tetratricopeptide repeat domain 22 [Source:RefSeq_peptide;Acc:NP_060374] [ENST00000371276]	ENST00000371276
183	0.0000007	0.00007	216.9361448	452.0707427	0.4798721	A_23_P212568	Homo sapiens T cell receptor associated transmembrane adaptor 1 (TRAT1), mRNA [NM_016388]	TRAT1
184	0.0000007	0.00007	657.0350414	1698.260026	0.3868872	A_24_P203000	Homo sapiens interleukin 2 receptor, beta (IL2RB), mRNA [NM_000878]	IL2RB
185	0.0000007	0.00007	135.0197047	338.6092783	0.3987478	A_32_P190951	Ig heavy chain V-I region HG3 precursor. [Source:Uniprot/SWISSPROT;Acc:P01743] [ENST00000379884]	ENST00000379884
186	0.0000007	0.00007	723.3198413	1415.134999	0.5111313	A_23_P145694	Homo sapiens asparagine synthetase (ASNS), transcript variant 2, mRNA [NM_001673]	ASNS
187	0.0000007	0.00007	46.0650444	25.5322064	1.8041936	A_24_P333644	Homo sapiens synaptonemal complex protein 2 (SYCP2), mRNA [NM_014258]	SYCP2
188	0.0000007	0.00007	494.7449797	1311.166225	0.377332	A_23_P363399	Homo sapiens solute carrier family 38, member 1 (SLC38A1), transcript variant 1, mRNA [NM_030674]	SLC38A1
189	0.0000007	0.00007	209.7475745	110.9859336	1.8898573	A_32_P69492	Homo sapiens cDNA: FLJ21978 fis, clone HEP06046, highly similar to AF158185 Homo sapiens xeroderma pigmentosum variant RAD30 (RAD30) mRNA. [AK025631]	POLH
190	0.0000007	0.00007	196.5449228	107.9047198	1.8214673	A_24_P128312	Homo sapiens zinc finger protein 79 (ZNF79), mRNA [NM_007135]	ZNF79
191	0.0000007	0.00007	369.7084713	779.4168975	0.4743398	A_23_P68087	Homo sapiens 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase (ATIC), mRNA [NM_004044]	ATIC
192	0.0000007	0.00007	433.2379815	169.8256242	2.5510755	A_23_P251002	Unknown	A_23_P251002
193	0.0000007	0.00007	723.4494889	415.2122094	1.7423608	A_23_P89570	Homo sapiens zinc finger, MYND-type containing 15 (ZMYND15), mRNA [NM_032265]	ZMYND15
194	0.0000007	0.00007	41.5064506	131.6794183	0.3152083	A_32_P57810	Homo sapiens ring finger protein 157 (RNF157), mRNA [NM_052916]	RNF157
195	0.0000007	0.00007	4900.232166	2703.834766	1.8123268	A_23_P145238	Homo sapiens histone cluster 1, H2bk (HIST1H2BK), mRNA [NM_080593]	HIST1H2BK
196	0.0000007	0.00007	1206.388699	701.7095014	1.7192139	A_24_P379765	Homo sapiens MOB1, Mps One Binder kinase activator-like 1B (yeast) (MOBK1B), mRNA [NM_018221]	MOBK1B
197	0.0000007	0.00007	25.6945376	51.879296	0.4952754	A_23_P329212	Homo sapiens v-ets erythroblastosis virus E26 oncogene homolog 1 (avian) (ETS1), mRNA [NM_005238]	ETS1
198	0.0000008	0.0000769	242.1737356	130.9076828	1.8499582	A_23_P348121	Homo sapiens FOS-like antigen 2 (FOSL2), mRNA [NM_005253]	FOSL2
199	0.0000008	0.0000769	1698.467574	994.2034153	1.7083703	A_23_P112634	Homo sapiens chromosome 4 open reading frame 34 (C4orf34), mRNA [NM_174921]	C4orf34
200	0.0000008	0.0000769	470.8983719	269.8924888	1.7447628	A_23_P131771	Homo sapiens tumor protein D52-like 2 (TPD52L2), transcript variant 1, mRNA [NM_199360]	TPD52L2
201	0.0000008	0.0000769	3001.118338	1885.253009	1.5918916	A_23_P62901	Homo sapiens BTG family, member 2 (BTG2), mRNA [NM_006763]	BTG2
202	0.0000008	0.0000769	562.0616633	1184.57249	0.4744848	A_32_P7721	Homo sapiens hypothetical protein LOC283666, mRNA (cDNA clone IMAGE:4415549), partial cds. [BC048264]	LOC283666
203	0.0000008	0.0000769	15913.52252	8994.80641	1.7691901	A_23_P61823	Homo sapiens RAB24, member RAS oncogene family (RAB24), transcript variant 1, mRNA [NM_001031677]	RAB24
204	0.0000008	0.0000769	76.1466205	150.0644034	0.5074263	A_23_P376591	Homo sapiens citrate lyase beta like (CLYBL), transcript variant 2, mRNA [NM_206808]	CLYBL
205	0.0000008	0.0000769	414.6048487	227.6739815	1.8210462	A_24_P54879	Homo sapiens scavenger receptor class B, member 2 (SCARB2), mRNA [NM_005506]	SCARB2
206	0.0000009	0.0000844	316.3066229	174.1661525	1.8161199	A_24_P410363	Homo sapiens egl nine homolog 1 (C. elegans) (EGLN1), mRNA [NM_022051]	EGLN1
207	0.0000009	0.0000844	2923.404151	1684.602965	1.7353669	A_24_P188377	Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), mRNA [NM_000574]	CD55
208	0.0000009	0.0000844	74207.9048	41976.10149	1.7678608	A_23_P120153	Homo sapiens ring finger protein 149 (RNF149), mRNA [NM_173647]	RNF149
209	0.0000009	0.0000844	29.3715618	70.9823402	0.4137869	A_23_P213527	AW901755 QV0-NN1020-170400-192-f12 NN1020 Homo sapiens cDNA, mRNA sequence [AW901755]	AW901755
210	0.0000009	0.0000844	6031.617991	2738.450525	2.202566	A_23_P39665	Homo sapiens solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (SLC11A1), mRNA [NM_000578]	SLC11A1
211	0.000001	0.0000912	267.4050609	567.2385128	0.4714156	A_24_P258073	Homo sapiens progressive external ophthalmoplegia 1 (PEO1), mRNA [NM_021830]	PEO1
212	0.000001	0.0000912	240.729991	414.8685317	0.5802561	A_24_P360078	Homo sapiens LPS-responsive vesicle trafficking, beach and anchor containing (LRBA), mRNA [NM_006726]	LRBA
213	0.000001	0.0000912	296.1122257	729.4103686	0.4059611	A_23_P210176	Homo sapiens integrin, alpha 6 (ITGA6), transcript variant 2, mRNA [NM_000210]	ITGA6
214	0.000001	0.0000912	641.0497352	261.8426879	2.4482247	A_23_P5392	Homo sapiens tumor protein p53 inducible protein 3 (TP53I3), transcript variant 1, mRNA [NM_004881]	TP53I3
215	0.000001	0.0000912	172.4402811	95.8781804	1.7985352	A_23_P303763	Homo sapiens zinc finger protein 79 (ZNF79), mRNA [NM_007135]	ZNF79
216	0.000001	0.0000912	27.7363819	51.0475791	0.5433437	A_23_P215883	Homo sapiens neurocalcin delta (NCALD), transcript variant 7, mRNA [NM_001040630]	NCALD
217	0.0000011	0.0000985	129.3023128	264.3527099	0.489128	A_32_P168756	AA714039 nx81g06.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1268698 3, mRNA sequence [AA714039]	AA714039
218	0.0000011	0.0000985	1397.182625	3091.650135	0.4519213	A_23_P103361	Homo sapiens lymphocyte-specific protein tyrosine kinase (LCK), transcript variant 2, mRNA [NM_005356]	LCK
219	0.0000011	0.0000985	93.4613042	189.7420738	0.4925703	A_23_P92012	Homo sapiens tRNA splicing endonuclease 2 homolog (S. cerevisiae) (TSEN2), mRNA [NM_025265]	TSEN2
220	0.0000011	0.0000985	343.2316709	590.5429279	0.5812138	A_23_P109636	Homo sapiens leucine-rich repeats and immunoglobulin-like domains 1 (LRIG1), mRNA [NM_015541]	LRIG1
221	0.0000012	0.0001065	1184.234072	589.4893263	2.0089152	A_23_P138492	Homo sapiens neuralized homolog (Drosophila) (NEURL), mRNA [NM_004210]	NEURL
222	0.0000012	0.0001065	27.6660593	9.6594596	2.8641415	A_32_P143496	H81180 yu99a12.s1 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGE:241342 3 similar to gb:X57138_rna1 HISTONE H2B.2 (HUMAN);, mRNA sequence [H81180]	H81180
223	0.0000013	0.0001133	117.0652657	195.7001734	0.5981868	A_24_P829107	full-length cDNA clone CS0DL007YK20 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human). [CR620892]	CR620892
224	0.0000013	0.0001133	403.0494772	239.4214379	1.683431	A_24_P20873	Homo sapiens histone cluster 1, H4i (HIST1H4I), mRNA [NM_003495]	HIST1H4I
225	0.0000013	0.0001133	14.2145411	28.9882644	0.490355	A_23_P82738	Homo sapiens RAD54 homolog B (S. cerevisiae) (RAD54B), mRNA [NM_012415]	RAD54B
226	0.0000013	0.0001133	373.8743911	859.3343275	0.4350744	A_23_P200710	Homo sapiens phosphoinositide-3-kinase, class 2, beta polypeptide (PIK3C2B), mRNA [NM_002646]	PIK3C2B
227	0.0000014	0.0001174	190.0222702	477.8502396	0.3976607	A_23_P80528	Homo sapiens V-set and immunoglobulin domain containing 9 (VSIG9), mRNA [NM_173799]	VSIG9
228	0.0000014	0.0001174	126.9155672	263.8697291	0.4809781	A_23_P62764	Homo sapiens coiled-coil domain containing 28B (CCDC28B), mRNA [NM_024296]	CCDC28B
229	0.0000014	0.0001174	163.505282	339.7398464	0.4812661	A_24_P546003	full-length cDNA clone CS0DD006YM23 of Neuroblastoma Cot 50-normalized of Homo sapiens (human). [CR609843]	CR609843
230	0.0000014	0.0001174	568.7611914	1322.346079	0.4301152	A_23_P201731	Homo sapiens TNF receptor-associated factor 5 (TRAF5), transcript variant 1, mRNA [NM_004619]	TRAF5
231	0.0000014	0.0001174	1421.668298	615.5501116	2.3095899	A_23_P156180	Homo sapiens solute carrier family 22 (organic cation transporter), member 4 (SLC22A4), mRNA [NM_003059]	SLC22A4
232	0.0000014	0.0001174	2305.781542	1085.532449	2.1241019	A_23_P139066	Homo sapiens ring finger protein 141 (RNF141), mRNA [NM_016422]	RNF141
233	0.0000014	0.0001174	6372.275171	4200.711721	1.5169513	A_23_P218463	Homo sapiens SERTA domain containing 1 (SERTAD1), mRNA [NM_013376]	SERTAD1
234	0.0000014	0.0001174	285.7492799	166.200298	1.7193067	A_32_P117908	Unknown	A_32_P117908
235	0.0000014	0.0001174	12.1624454	30.928	0.3932503	A_24_P626931	Homo sapiens chromosome 6 open reading frame 157 (C6orf157), mRNA [NM_198920]	C6orf157
236	0.0000015	0.0001237	2375.129526	1349.61111	1.7598622	A_23_P39076	Homo sapiens related RAS viral (r-ras) oncogene homolog (RRAS), mRNA [NM_006270]	RRAS
237	0.0000015	0.0001237	173.3264272	369.1702684	0.4695027	A_23_P354151	Homo sapiens IL2-inducible T-cell kinase (ITK), mRNA [NM_005546]	ITK
238	0.0000015	0.0001237	996.1642506	1824.936448	0.5458624	A_32_P123629	Q96KD8_HUMAN (Q96KD8) Squamous cell carcinoma-related protein-1, partial (38%) [THC2783730]	THC2783730
239	0.0000015	0.0001237	81.876894	35.2134193	2.3251617	A_23_P345820	Homo sapiens WD repeat and FYVE domain containing 3 (WDFY3), transcript variant 1, mRNA [NM_014991]	WDFY3
240	0.0000016	0.0001276	278.3929663	142.6628407	1.9514049	A_23_P345581	Homo sapiens FOS-like antigen 2 (FOSL2), mRNA [NM_005253]	FOSL2
241	0.0000016	0.0001276	442.0469989	225.1924838	1.962974	A_23_P93562	Homo sapiens sestrin 1 (SESN1), mRNA [NM_014454]	SESN1
242	0.0000016	0.0001276	188.6198468	455.0047582	0.4145448	A_24_P97374	Homo sapiens eomesodermin homolog (Xenopus laevis) (EOMES), mRNA [NM_005442]	EOMES
243	0.0000016	0.0001276	865.0493604	1455.281806	0.5944205	A_23_P213153	Homo sapiens heterogeneous nuclear ribonucleoprotein D-like (HNRPDL), transcript variant 2, mRNA [NM_031372]	HNRPDL
244	0.0000016	0.0001276	35.066748	75.4294093	0.4648949	A_23_P405761	Homo sapiens related RAS viral (r-ras) oncogene homolog 2 (RRAS2), mRNA [NM_012250]	RRAS2
245	0.0000016	0.0001276	282.4253618	524.4895327	0.5384766	A_23_P258964	Homo sapiens isoleucine-tRNA synthetase (IARS), transcript variant long, mRNA [NM_013417]	IARS
246	0.0000016	0.0001276	13184.99144	5801.765431	2.2725826	A_32_P9543	Homo sapiens apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A (APOBEC3A), mRNA [NM_145699]	APOBEC3A
247	0.0000016	0.0001276	1408.682077	518.6356149	2.7161306	A_24_P380679	Homo sapiens hypothetical protein FLJ39575 (FLJ39575), mRNA [NM_182597]	FLJ39575
248	0.0000017	0.0001329	332.8201195	562.0482182	0.5921558	A_32_P44274	Homo sapiens CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) (CHTF18), mRNA [NM_022092]	CHTF18
249	0.0000017	0.0001329	986.2202675	553.851937	1.7806569	A_23_P503010	Homo sapiens solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 (SLC24A4), transcript variant 1, mRNA [NM_153646]	SLC24A4
250	0.0000017	0.0001329	185.9358694	62.6098457	2.9697545	A_23_P390157	Homo sapiens advillin (AVIL), mRNA [NM_006576]	AVIL
251	0.0000017	0.0001329	1612.183089	2973.360493	0.5422091	A_23_P200203	Homo sapiens enoyl Coenzyme A hydratase domain containing 2 (ECHDC2), mRNA [NM_018281]	ECHDC2
252	0.0000017	0.0001329	312.6971952	158.2919773	1.9754456	A_32_P144390	Q71RG2_HUMAN (Q71RG2) FP2860, partial (26%) [THC2637686]	THC2637686
253	0.0000018	0.0001391	116.3647821	70.4954794	1.6506701	A_32_P206618	Unknown	THC2656077
254	0.0000018	0.0001391	31.529732	80.7764521	0.3903332	A_23_P93988	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5), mRNA [NM_005435]	ARHGEF5
255	0.0000018	0.0001391	166.9505837	87.2215712	1.9140974	A_24_P152345	PREDICTED: Homo sapiens similar to Histone H2B 291B (LOC391566), mRNA [XR_018583]	LOC391566
256	0.0000019	0.000144	161.7391238	288.1994217	0.5612056	A_23_P420373	Homo sapiens DNA (cytosine-5-)-methyltransferase 3 alpha (DNMT3A), transcript variant 4, mRNA [NM_175630]	DNMT3A
257	0.0000019	0.000144	1019.88781	1957.204931	0.521094	A_23_P114057	Homo sapiens sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C (SEMA4C), mRNA [NM_017789]	SEMA4C
258	0.0000019	0.000144	254.1873017	142.7393114	1.7807799	A_24_P378788	Homo sapiens solute carrier family 35, member E1 (SLC35E1), mRNA [NM_024881]	SLC35E1
259	0.0000019	0.000144	26.2651661	68.301286	0.3845486	A_23_P40453	Homo sapiens carbonyl reductase 3 (CBR3), mRNA [NM_001236]	CBR3
260	0.0000019	0.000144	3285.80637	1570.059344	2.0927912	A_23_P343935	Homo sapiens egl nine homolog 1 (C. elegans) (EGLN1), mRNA [NM_022051]	EGLN1
261	0.000002	0.0001476	37.0759104	21.5009111	1.7243879	A_23_P145786	Homo sapiens MLX interacting protein-like (MLXIPL), transcript variant 1, mRNA [NM_032951]	MLXIPL
262	0.000002	0.0001476	89.4523319	164.5627856	0.5435757	A_23_P431815	Homo sapiens CD7 molecule (CD7), mRNA [NM_006137]	CD7
263	0.000002	0.0001476	113.838675	221.7974802	0.513255	A_24_P64039	Homo sapiens adaptor-related protein complex 3, mu 2 subunit (AP3M2), mRNA [NM_006803]	AP3M2
264	0.000002	0.0001476	211.2382957	716.6682193	0.2947505	A_23_P258088	Homo sapiens protein kinase C and casein kinase substrate in neurons 1 (PACSIN1), mRNA [NM_020804]	PACSIN1
265	0.000002	0.0001476	24459.59349	14951.15352	1.635967	A_23_P208493	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2 (LILRB2), mRNA [NM_005874]	LILRB2
266	0.000002	0.0001476	612.1365414	1003.743979	0.6098533	A_23_P77459	Homo sapiens amyloid beta precursor protein binding protein 1 (APPBP1), transcript variant 2, mRNA [NM_001018159]	APPBP1
267	0.000002	0.0001476	87.2583494	187.6935942	0.4648979	A_23_P1374	Homo sapiens protein kinase C, theta (PRKCQ), mRNA [NM_006257]	PRKCQ
268	0.0000021	0.0001505	267.0313493	588.4024029	0.4538244	A_23_P50678	Homo sapiens megakaryocyte-associated tyrosine kinase (MATK), transcript variant 1, mRNA [NM_139355]	MATK
269	0.0000021	0.0001505	1094.846375	2191.954952	0.499484	A_23_P310421	Homo sapiens carbohydrate (chondroitin 4) sulfotransferase 12 (CHST12), mRNA [NM_018641]	CHST12
270	0.0000021	0.0001505	1607.498975	968.3156604	1.6600981	A_23_P406424	Homo sapiens ras homolog gene family, member C (RHOC), transcript variant 1, mRNA [NM_175744]	RHOC
271	0.0000021	0.0001505	93.9965827	199.3282089	0.4715669	A_23_P402604	Homo sapiens phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) (PFAS), mRNA [NM_012393]	PFAS
272	0.0000021	0.0001505	113.8766481	53.6804578	2.12138	A_23_P257716	Homo sapiens cytochrome P450, family 51, subfamily A, polypeptide 1 (CYP51A1), mRNA [NM_000786]	CYP51A1
273	0.0000021	0.0001505	13045.51427	7286.353668	1.7904037	A_23_P29248	Homo sapiens thiosulfate sulfurtransferase (rhodanese) (TST), nuclear gene encoding mitochondrial protein, mRNA [NM_003312]	TST
274	0.0000021	0.0001505	11135.98771	5861.800917	1.8997554	A_24_P86389	Homo sapiens histone cluster 1, H2am (HIST1H2AM), mRNA [NM_003514]	HIST1H2AM
275	0.0000021	0.0001505	3586.937932	1371.706146	2.6149463	A_23_P210330	galectin-related protein (HSPC159), mRNA [Source:RefSeq_dna;Acc:NM_014181] [ENST00000238875]	HSPC159
276	0.0000022	0.0001565	969.5002081	358.0326722	2.707854	A_23_P53257	Homo sapiens mRNA; cDNA DKFZp779O1812 (from clone DKFZp779O1812). [BX647344]	AVIL
277	0.0000022	0.0001565	672.103562	1250.939055	0.5372792	A_32_P132438	Homo sapiens A kinase (PRKA) anchor protein 1 (AKAP1), nuclear gene encoding mitochondrial protein, mRNA [NM_003488]	AKAP1
278	0.0000023	0.0001624	1372.099838	2860.607064	0.4796534	A_23_P34676	Homo sapiens CD247 molecule (CD247), transcript variant 1, mRNA [NM_198053]	CD247
279	0.0000023	0.0001624	81.1647719	48.4196056	1.6762791	A_24_P798431	Unknown	A_24_P798431
280	0.0000024	0.0001683	246.3359689	472.2060105	0.5216705	A_23_P129466	Homo sapiens activating transcription factor 7 interacting protein 2 (ATF7IP2), mRNA [NM_024997]	ATF7IP2
281	0.0000024	0.0001683	625.7382342	182.5860902	3.427086	A_24_P725998	Unknown	THC2706471
282	0.0000025	0.0001722	359.4539442	600.903917	0.5981887	A_23_P41424	Homo sapiens solute carrier family 39 (zinc transporter), member 8 (SLC39A8), mRNA [NM_022154]	SLC39A8
283	0.0000025	0.0001722	24.7687824	62.2162351	0.398108	A_24_P396753	Homo sapiens tribbles homolog 2 (Drosophila) (TRIB2), mRNA [NM_021643]	TRIB2
284	0.0000025	0.0001722	11668.99144	6588.741215	1.7710502	A_24_P52111	Homo sapiens RAB24, member RAS oncogene family (RAB24), transcript variant 1, mRNA [NM_001031677]	RAB24
285	0.0000025	0.0001722	473.1761763	271.4951372	1.7428532	A_24_P88763	Homo sapiens lysyl oxidase-like 3 (LOXL3), mRNA [NM_032603]	LOXL3
