FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
1.02201E-13	chr16	89045023	89045323	ENSG00000129993	protein_coding	CBFA2T3	-	88941266	89043401	upstream	-1622	1622	130	54	22
1.02201E-13	chr2	10829927	10830227	ENSG00000115761	protein_coding	NOL10	-	10710892	10830101	overlapStart	174	126	98	31	20
1.05963E-13	chr19	57791132	57791432	ENSG00000197714	protein_coding	ZNF460	+	57791853	57805436	upstream	-721	421	142	40	33
1.0603E-13	chr15	41407722	41408022	ENSG00000128908	protein_coding	INO80	-	41271078	41408444	inside	722	422	77	29	17
1.0839E-13	chr22	37881070	37881370	ENSG00000100060	protein_coding	MFNG	-	37865103	37882439	inside	1369	1069	98	46	27
1.08639E-13	chr3	183415715	183416015	ENSG00000163872	protein_coding	YEATS2	+	183415606	183530413	inside	109	109	144	26	12
1.12011E-13	chr1	156710747	156711047	ENSG00000143314	protein_coding	MRPL24	-	156707095	156711382	inside	635	335	151	32	35
1.16046E-13	chr2	15731666	15731966	ENSG00000079785	protein_coding	DDX1	+	15731302	15771225	inside	364	364	78	28	34
1.17684E-13	chr1	156571098	156571398	ENSG00000160818	protein_coding	GPATCH4	-	156564279	156571302	overlapStart	204	96	141	30	53
1.19E-13	chr8	144911263	144911563	ENSG00000179950	protein_coding	PUF60	-	144898549	144911537	overlapStart	274	26	147	18	11
1.19477E-13	chr2	232479374	232479674	ENSG00000177673	protein_coding	C2orf57	+	232457612	232458992	downstream	21762	20382	140	22	15
1.22803E-13	chr19	12775912	12776212	ENSG00000104774	protein_coding	MAN2B1	-	12757325	12777556	inside	1644	1344	74	44	18
1.267E-13	chr1	229761844	229762144	ENSG00000135763	protein_coding	URB2	+	229761981	229795946	overlapStart	-137	137	109	30	21
1.32172E-13	chr22	36924931	36925231	ENSG00000100353	protein_coding	EIF3D	-	36891826	36925483	inside	552	252	72	29	24
1.39867E-13	chr3	184032428	184032728	ENSG00000114867	protein_coding	EIF4G1	+	184032283	184053146	inside	145	145	107	17	17
1.41042E-13	chr17	5372132	5372432	ENSG00000005100	protein_coding	DHX33	-	5344232	5372356	overlapStart	224	76	74	40	36
1.43483E-13	chr12	120632404	120632704	ENSG00000089154	protein_coding	GCN1L1	-	120565016	120632513	overlapStart	109	109	114	34	22
1.43994E-13	chr7	1513717	1514017	ENSG00000225981	processed_transcript	AC_102953.4	+	1499573	1503644	downstream	14144	10073	157	17	21
1.63547E-13	chr16	89627060	89627360	ENSG00000167526	protein_coding	RPL13	+	89627056	89630950	inside	4	4	86	31	29
1.63872E-13	chr2	10260659	10260959	ENSG00000171848	protein_coding	RRM2	+	10262455	10271545	upstream	-1796	1496	98	24	24
1.65527E-13	chr5	137910934	137911234	ENSG00000113013	protein_coding	HSPA9	-	137890571	137911133	overlapStart	199	101	144	20	22
1.7947E-13	chr5	61699511	61699811	ENSG00000086189	protein_coding	DIMT1L	-	61683081	61699766	overlapStart	255	45	70	24	26
1.83281E-13	chr8	145597313	145597613	ENSG00000173137	protein_coding	ADCK5	+	145597731	145618451	upstream	-418	118	170	20	19
1.86837E-13	chr6	90529390	90529690	ENSG00000112159	protein_coding	MDN1	-	90352218	90529442	overlapStart	52	52	109	45	28
1.87907E-13	chr8	103819680	103819980	ENSG00000217620	pseudogene	AP_003356.1	+	103819070	103819607	downstream	610	73	71	26	27
1.89015E-13	chr20	21283811	21284111	ENSG00000088930	protein_coding	XRN2	+	21283942	21370463	overlapStart	-131	131	80	54	21
1.89015E-13	chr16	22308567	22308867	ENSG00000058600	protein_coding	POLR3E	+	22308730	22346424	overlapStart	-163	137	95	30	12
1.90772E-13	chr18	12407846	12408146	ENSG00000141391	protein_coding	SLMO1	+	12407895	12432234	overlapStart	-49	49	110	21	11
1.93709E-13	chr9	86594492	86594792	ENSG00000165119	protein_coding	HNRNPK	-	86582998	86595569	inside	1077	777	118	27	44
1.93709E-13	chr9	136024740	136025040	ENSG00000160271	protein_coding	RALGDS	-	135973107	136024721	upstream	-19	19	117	40	17
1.9612E-13	chr2	217363540	217363840	ENSG00000232485	processed_transcript	AC_098820.3	-	217343753	217363484	upstream	-56	56	98	27	36
1.96282E-13	chr14	96133763	96134063	ENSG00000187621	protein_coding	TCL6	+	96116835	96158965	inside	16928	16928	118	44	20
1.96624E-13	chr12	121734095	121734395	ENSG00000110931	protein_coding	CAMKK2	-	121675497	121736111	inside	2016	1716	110	28	21
2.00294E-13	chr1	26947292	26947592	ENSG00000229247	pseudogene	RP11-492M19.3	-	26966868	26967035	downstream	19743	19276	108	19	9
2.01951E-13	chr16	2059839	2060139	ENSG00000167962	protein_coding	ZNF598	-	2047768	2059763	upstream	-76	76	91	45	27
2.01951E-13	chr1	101491417	101491717	ENSG00000117543	protein_coding	DPH5	-	101455179	101491644	overlapStart	227	73	83	18	15
2.02918E-13	chr8	74205568	74205868	ENSG00000121039	protein_coding	RDH10	+	74207265	74237516	upstream	-1697	1397	61	19	26
2.0432E-13	chr5	131892514	131892814	ENSG00000113525	protein_coding	IL5	-	131877136	131892530	overlapStart	16	16	115	20	22
2.0432E-13	chr11	57508699	57508999	ENSG00000211450	protein_coding	C11orf31	+	57509068	57509689	upstream	-369	69	129	11	25
2.05794E-13	chr20	61569110	61569410	ENSG00000101191	protein_coding	DIDO1	-	61509090	61569304	overlapStart	194	106	92	54	25
2.10292E-13	chr12	57118881	57119181	ENSG00000196531	protein_coding	NACA	-	57094565	57119326	inside	445	145	99	26	27
2.10292E-13	chr3	195808278	195808578	ENSG00000072274	protein_coding	TFRC	-	195754054	195809060	inside	782	482	122	14	16
2.11831E-13	chr3	14165727	14166027	ENSG00000163528	protein_coding	CHCHD4	-	14153580	14166370	inside	643	343	104	41	30
2.14701E-13	chr11	18343749	18344049	ENSG00000110768	protein_coding	GTF2H1	+	18343816	18388590	overlapStart	-67	67	102	42	21
2.17817E-13	chr16	87756844	87757144	ENSG00000205047	protein_coding	AC_010536.1	-	87731749	87739290	upstream	-17554	17554	119	42	17
2.19339E-13	chr3	186490650	186490950	ENSG00000230951	pseudogene	RP11-573D15.6	+	186490378	186491265	inside	272	272	127	9	14
2.42466E-13	chr19	8372788	8373088	ENSG00000167775	protein_coding	CD320	-	8367011	8373239	inside	451	151	104	49	31
2.443E-13	chr17	49243960	49244260	ENSG00000243678	protein_coding	NME2	+	49242796	49249108	inside	1164	1164	145	35	25
2.443E-13	chr2	191884965	191885265	ENSG00000115415	protein_coding	STAT1	-	191829084	191885686	inside	721	421	111	14	20
2.47308E-13	chr6	160147901	160148201	ENSG00000146457	protein_coding	WTAP	+	160146617	160177351	inside	1284	1284	109	31	20
2.48414E-13	chr19	13215229	13215529	ENSG00000104903	protein_coding	LYL1	-	13209848	13213681	upstream	-1548	1548	96	33	11
2.50443E-13	chr7	102985107	102985407	ENSG00000105821	protein_coding	DNAJC2	-	102952921	102985320	overlapStart	213	87	162	20	25
2.50443E-13	chr1	153918389	153918689	ENSG00000198837	protein_coding	DENND4B	-	153901977	153919172	inside	783	483	123	8	16
2.53035E-13	chr1	109642770	109643070	ENSG00000238881	snoRNA	snoU2-25	+	109642815	109643234	overlapStart	-45	45	92	29	38
2.60741E-13	chr12	112847030	112847330	ENSG00000089009	protein_coding	AC_004086.1	-	112842997	112847443	inside	413	113	99	18	25
2.62614E-13	chr7	99036356	99036656	ENSG00000160917	protein_coding	CPSF4	+	99036545	99054994	overlapStart	-189	111	115	6	24
2.78614E-13	chr2	68384893	68385193	ENSG00000115946	protein_coding	PNO1	+	68384976	68403370	overlapStart	-83	83	90	25	26
2.86532E-13	chr17	36908607	36908907	ENSG00000108294	protein_coding	PSMB3	+	36909003	36920483	upstream	-396	96	111	28	17
2.86798E-13	chr17	61777967	61778267	ENSG00000136490	protein_coding	LIMD2	-	61773250	61777519	upstream	-448	448	130	29	15
2.90163E-13	chr14	77279068	77279368	ENSG00000013523	protein_coding	ANGEL1	-	77253588	77279283	overlapStart	215	85	80	21	19
2.93895E-13	chr19	5720127	5720427	ENSG00000196365	protein_coding	LONP1	-	5691845	5720176	overlapStart	49	49	125	46	25
3.03808E-13	chr4	103748508	103748808	ENSG00000246560	processed_transcript	RP11-10L12.4	+	103749212	103765232	upstream	-704	404	112	24	20
3.08488E-13	chr9	131084637	131084937	ENSG00000167113	protein_coding	COQ4	+	131084815	131096351	overlapStart	-178	122	97	19	41
3.09437E-13	chr11	18415804	18416104	ENSG00000134333	protein_coding	LDHA	+	18415935	18429765	overlapStart	-131	131	115	49	21
3.09437E-13	chr4	152020740	152021040	ENSG00000145425	protein_coding	RPS3A	+	152020725	152025804	inside	15	15	92	17	32
3.16896E-13	chr11	62623450	62623750	ENSG00000168003	protein_coding	SLC3A2	+	62623518	62656352	overlapStart	-68	68	159	41	29
3.29306E-13	chr17	38255273	38255573	ENSG00000126368	protein_coding	NR1D1	-	38249040	38256978	inside	1705	1405	92	23	19
3.35282E-13	chr19	797644	797944	ENSG00000011304	protein_coding	PTBP1	+	797392	812327	inside	252	252	97	33	14
3.38208E-13	chr20	55973342	55973642	ENSG00000218018	processed_transcript	RP4-800J21.3	-	55959216	55968118	upstream	-5224	5224	132	36	19
3.40408E-13	chr19	11593344	11593644	ENSG00000196361	protein_coding	ELAVL3	-	11562143	11591803	upstream	-1541	1541	75	55	13
3.53622E-13	chr13	51484072	51484372	ENSG00000136104	protein_coding	RNASEH2B	+	51483814	51544592	inside	258	258	95	19	29
3.57813E-13	chr19	19144532	19144832	ENSG00000105676	protein_coding	ARMC6	+	19144471	19168978	inside	61	61	102	29	15
3.57813E-13	chr1	14057435	14057735	ENSG00000116731	protein_coding	PRDM2	+	14026693	14151569	inside	30742	30742	80	16	31
3.60314E-13	chr5	43120824	43121124	ENSG00000177738	processed_transcript	CTD-2201E18.3	-	43014516	43067521	upstream	-53303	53303	116	36	28
3.73704E-13	chr19	18134748	18135048	ENSG00000105643	protein_coding	ARRDC2	+	18111944	18124903	downstream	22804	9845	141	29	34
3.79219E-13	chr5	156698795	156699095	ENSG00000055163	protein_coding	CYFIP2	+	156693091	156822606	inside	5704	5704	111	25	24
3.87992E-13	chr5	81573840	81574140	ENSG00000186468	protein_coding	RPS23	-	81569177	81574396	inside	556	256	78	25	38
3.94498E-13	chr13	31038551	31038851	ENSG00000236444	pseudogene	RP11-223E19.1	+	31002128	31002592	downstream	36423	35959	78	23	35
3.96175E-13	chr19	1438347	1438647	ENSG00000115268	protein_coding	RPS15	+	1438363	1440492	overlapStart	-16	16	64	29	21
4.1394E-13	chr19	18043384	18043684	ENSG00000007080	protein_coding	CCDC124	+	18043824	18054793	upstream	-440	140	117	44	15
4.14534E-13	chr1	45241089	45241389	ENSG00000225721	processed_transcript	RP11-269F19.2	-	45224709	45241482	inside	393	93	97	34	35
4.14534E-13	chr7	48018958	48019258	ENSG00000136273	protein_coding	HUS1	-	47735328	48019178	overlapStart	220	80	141	19	16
4.14837E-13	chr8	67341180	67341480	ENSG00000246145	lincRNA	AC_009879.1	-	67331824	67341212	overlapStart	32	32	74	15	20
4.2008E-13	chr2	10588014	10588314	ENSG00000115758	protein_coding	ODC1	-	10580094	10588630	inside	616	316	93	20	16
4.25823E-13	chrX	48433065	48433365	ENSG00000204620	protein_coding	AF196972.1	-	48387556	48433275	overlapStart	210	90	115	20	21
4.37947E-13	chr6	44215019	44215319	ENSG00000096384	protein_coding	HSP90AB1	+	44214824	44221620	inside	195	195	97	39	21
4.54471E-13	chr17	8152503	8152803	ENSG00000178921	protein_coding	PFAS	+	8152613	8173809	overlapStart	-110	110	57	41	37
4.73523E-13	chr16	1470703	1471003	ENSG00000059145	protein_coding	UNKL	-	1413206	1464700	upstream	-6003	6003	114	50	30
5.43742E-13	chr9	116172725	116173025	ENSG00000148229	protein_coding	POLE3	-	116169515	116172952	overlapStart	227	73	127	26	30
5.4755E-13	chr1	37420812	37421112	ENSG00000163873	protein_coding	GRIK3	-	37261128	37499730	inside	78918	78618	109	47	28
5.6101E-13	chr2	111878068	111878368	ENSG00000153094	protein_coding	BCL2L11	+	111876955	111926022	inside	1113	1113	63	44	19
5.6101E-13	chr12	49075611	49075911	ENSG00000139620	protein_coding	C12orf41	-	49046997	49076035	inside	424	124	114	18	13
5.6903E-13	chr20	62612177	62612477	ENSG00000101161	protein_coding	PRPF6	+	62612488	62664453	upstream	-311	11	124	45	27
5.6903E-13	chr3	40498839	40499139	ENSG00000188846	protein_coding	RPL14	+	40498783	40503861	inside	56	56	87	23	19
5.71836E-13	chr1	11120105	11120405	ENSG00000116649	protein_coding	SRM	-	11114641	11120081	upstream	-24	24	123	19	24
5.84522E-13	chr9	136203022	136203322	ENSG00000148296	protein_coding	SURF6	-	136197552	136203235	overlapStart	213	87	129	20	15
6.01808E-13	chr11	118972714	118973014	ENSG00000172375	protein_coding	C2CD2L	+	118978093	118987826	upstream	-5379	5079	134	26	51
6.55675E-13	chr13	30169125	30169425	ENSG00000139514	protein_coding	SLC7A1	-	30083547	30169721	inside	596	296	112	39	38
6.55675E-13	chr1	110162217	110162517	ENSG00000116337	protein_coding	AMPD2	+	110162459	110174675	overlapStart	-242	58	72	24	33
6.56004E-13	chr12	122326434	122326734	ENSG00000110801	protein_coding	PSMD9	+	122326646	122355770	overlapStart	-212	88	84	22	22
6.59061E-13	chr6	86388880	86389180	ENSG00000203875	processed_transcript	SNHG5	-	86386725	86388451	upstream	-429	429	118	39	16
6.75508E-13	chr17	76713017	76713317	ENSG00000252391	snRNA	U6	-	76692776	76692879	upstream	-20138	20138	156	31	48
6.93836E-13	chr1	160765742	160766042	ENSG00000122224	protein_coding	LY9	+	160765896	160798045	overlapStart	-154	146	90	24	26
7.21961E-13	chr11	107729170	107729470	ENSG00000240652	pseudogene	RP11-832N8.1	+	107779146	107779490	upstream	-49976	49676	87	31	22
7.32067E-13	chr9	136283061	136283361	ENSG00000148300	protein_coding	REXO4	-	136271186	136283164	overlapStart	103	103	76	21	26
7.41992E-13	chr3	156877981	156878281	ENSG00000163660	protein_coding	CCNL1	-	156864297	156878549	inside	568	268	112	15	15
7.43884E-13	chr19	17970796	17971096	ENSG00000105640	protein_coding	RPL18A	+	17970731	17974124	inside	65	65	86	27	31
7.57163E-13	chr10	71905418	71905718	ENSG00000156521	protein_coding	TYSND1	-	71897737	71906432	inside	1014	714	107	37	12
7.57304E-13	chr7	89975944	89976244	ENSG00000243769	processed_transcript	AC_002064.7	-	89975187	89975532	upstream	-412	412	114	11	31
7.62731E-13	chr14	23025292	23025592	ENSG00000211889	IG_C_gene	AE000662.38	+	23016447	23019607	downstream	8845	5685	79	27	31
7.65226E-13	chr1	27022045	27022345	ENSG00000117713	protein_coding	ARID1A	+	27022522	27108601	upstream	-477	177	83	28	26
7.75195E-13	chr19	1592157	1592457	ENSG00000071655	protein_coding	MBD3	-	1576678	1592710	inside	553	253	103	22	18
7.79903E-13	chr2	71357668	71357968	ENSG00000124383	protein_coding	MPHOSPH10	+	71357444	71377231	inside	224	224	79	27	13
7.79903E-13	chr7	97831840	97832140	ENSG00000180535	protein_coding	BHLHA15	+	97841566	97842271	upstream	-9726	9426	62	21	36
8.18137E-13	chr3	23958657	23958957	ENSG00000174748	protein_coding	RPL15	+	23958036	23963166	inside	621	621	74	12	28
8.30563E-13	chr7	97501456	97501756	ENSG00000070669	protein_coding	ASNS	-	97481440	97501854	inside	398	98	83	5	29
8.461E-13	chr16	89984293	89984593	ENSG00000198211	protein_coding	TUBB3	+	89985667	90002505	upstream	-1374	1074	120	48	8
8.84052E-13	chr3	97690680	97690980	ENSG00000170854	protein_coding	MINA	-	97660661	97691301	inside	621	321	136	31	21
8.84996E-13	chr12	117125759	117126059	ENSG00000250553	lincRNA	AC_125603.1	+	117147983	117150681	upstream	-22224	21924	121	3	52
8.84996E-13	chr21	40685615	40685915	ENSG00000226809	processed_transcript	C21orf87	-	40685887	40686886	overlapEnd	1271	28	112	29	20
8.84996E-13	chr1	166808494	166808794	ENSG00000143157	protein_coding	POGK	+	166808684	166825581	overlapStart	-190	110	104	27	20
8.92051E-13	chr6	31763347	31763647	ENSG00000204394	protein_coding	VARS	-	31745295	31763730	inside	383	83	119	33	19
9.15744E-13	chr10	1034288	1034588	ENSG00000107937	protein_coding	GTPBP4	+	1034338	1065876	overlapStart	-50	50	115	30	31
9.39871E-13	chr2	232574895	232575195	ENSG00000187514	protein_coding	PTMA	+	232571605	232578251	inside	3290	3056	94	26	13
9.39871E-13	chr6	74230474	74230774	ENSG00000229862	processed_transcript	RP11-505P4.7	+	74233341	74280319	upstream	-2867	2567	61	25	26
9.39871E-13	chr21	34144084	34144384	ENSG00000159086	protein_coding	C21orf66	-	34106210	34144169	overlapStart	85	85	70	45	21
9.45093E-13	chr2	118572149	118572449	ENSG00000088205	protein_coding	DDX18	+	118572226	118589955	overlapStart	-77	77	68	26	15
9.45386E-13	chr1	38273331	38273631	ENSG00000196449	protein_coding	YRDC	-	38268616	38273857	inside	526	226	71	25	23
9.56463E-13	chr12	49318524	49318824	ENSG00000134285	protein_coding	FKBP11	-	49315752	49319330	inside	806	506	104	23	14
9.56463E-13	chr7	56019448	56019748	ENSG00000146729	protein_coding	GBAS	+	56019486	56067874	overlapStart	-38	38	93	12	26
9.63713E-13	chr16	3767377	3767677	ENSG00000126602	protein_coding	TRAP1	-	3708038	3767565	overlapStart	188	112	93	20	17
9.88082E-13	chr9	37409092	37409392	ENSG00000137106	protein_coding	GRHPR	+	37422663	37436987	upstream	-13571	13271	74	20	15
9.8825E-13	chr17	55162512	55162812	ENSG00000121057	protein_coding	AKAP1	+	55162551	55198710	overlapStart	-39	39	87	17	19
9.8825E-13	chr3	47517302	47517602	ENSG00000114650	protein_coding	SCAP	-	47455184	47518616	inside	1314	1014	76	28	19
1.05506E-12	chr20	18118392	18118692	ENSG00000149474	protein_coding	CSRP2BP	+	18118499	18169031	overlapStart	-107	107	92	32	17
1.07208E-12	chr7	44836546	44836846	ENSG00000196262	protein_coding	PPIA	+	44836279	44864163	inside	267	267	185	17	17
1.07208E-12	chr3	52029658	52029958	ENSG00000162244	protein_coding	RPL29	-	52027644	52029958	inside	300	0	93	26	29
1.08194E-12	chr16	30596947	30597247	ENSG00000197162	protein_coding	ZNF785	-	30590294	30597092	overlapStart	145	145	84	43	4
1.08389E-12	chr4	1714274	1714574	ENSG00000163950	protein_coding	SLBP	-	1694527	1714282	overlapStart	8	8	98	16	22
1.11274E-12	chr15	83680328	83680628	ENSG00000169609	protein_coding	C15orf40	-	83657253	83680391	overlapStart	63	63	115	20	10
1.13757E-12	chr3	50329377	50329677	ENSG00000214706	protein_coding	IFRD2	-	50325163	50330349	inside	972	672	106	37	27
1.16647E-12	chr19	18682390	18682690	ENSG00000221983	protein_coding	UBA52	+	18682614	18688269	overlapStart	-224	76	93	27	26
1.17694E-12	chr11	130059414	130059714	ENSG00000149418	protein_coding	ST14	+	130029682	130080256	inside	29732	20542	103	0	22
1.19441E-12	chr12	54674786	54675086	ENSG00000135486	protein_coding	HNRNPA1	+	54674488	54679028	inside	298	298	141	24	29
1.20534E-12	chr19	6280070	6280370	ENSG00000130382	protein_coding	MLLT1	-	6212966	6279959	upstream	-111	111	69	49	25
1.22824E-12	chr1	24018402	24018702	ENSG00000142676	protein_coding	RPL11	+	24018269	24022915	inside	133	133	80	12	17
1.22854E-12	chr15	89164446	89164746	ENSG00000181026	protein_coding	AEN	+	89164527	89175513	overlapStart	-81	81	146	11	17
1.24738E-12	chr10	105156285	105156585	ENSG00000148843	protein_coding	PDCD11	+	105156405	105206049	overlapStart	-120	120	93	22	19
1.25238E-12	chr14	104145770	104146070	ENSG00000246451	lincRNA	AL139300.3	-	104146166	104150352	downstream	4582	96	79	8	45
1.2638E-12	chr16	3332778	3333078	ENSG00000006194	protein_coding	ZNF263	+	3333448	3341460	upstream	-670	370	72	31	10
1.26698E-12	chr6	133135272	133135572	ENSG00000112306	protein_coding	RPS12	+	133135681	133138703	upstream	-409	109	107	22	14
1.27991E-12	chr22	31686734	31687034	ENSG00000228839	processed_transcript	RP3-400N23.6	+	31688485	31734007	upstream	-1751	1451	83	24	16
1.29599E-12	chr12	124118122	124118422	ENSG00000111361	protein_coding	EIF2B1	-	124105570	124118247	overlapStart	125	125	84	27	13
1.31122E-12	chr17	42425585	42425885	ENSG00000030582	protein_coding	GRN	+	42422491	42430470	inside	3094	3094	79	25	24
1.3465E-12	chr3	128902001	128902301	ENSG00000169714	protein_coding	CNBP	-	128886661	128902810	inside	809	509	56	37	35
1.36993E-12	chr8	101734683	101734983	ENSG00000070756	protein_coding	PABPC1	-	101715144	101734315	upstream	-368	368	113	16	12
1.36993E-12	chr19	36705961	36706261	ENSG00000196357	protein_coding	ZNF565	-	36673188	36705986	overlapStart	25	25	77	27	32
1.38731E-12	chr5	40835104	40835404	ENSG00000145592	protein_coding	RPL37	-	40825364	40835437	inside	333	33	119	18	24
1.4362E-12	chr8	145514854	145515154	ENSG00000170727	protein_coding	BOP1	-	145486056	145515120	overlapStart	266	34	140	28	13
1.4722E-12	chr21	44299398	44299698	ENSG00000160193	protein_coding	WDR4	-	44263204	44299678	overlapStart	280	20	108	36	25
1.48083E-12	chr8	82192873	82193173	ENSG00000164687	protein_coding	FABP5	+	82192598	82197012	inside	275	275	70	23	25
