AffyID	Gene Title	Gene Symbol	Alignments	Length
203140_at	B-cell CLL/lymphoma 6 (zinc finger protein 51)	BCL6	chr3:188921865-188946169 (-)	24304
205084_at	B-cell receptor-associated protein 29	BCAP29	chr7:107007950-107046335 (+)	38385
200920_s_at	B-cell translocation gene 1, anti-proliferative	BTG1	chr12:91061031-91063887 (-)	2856
200921_s_at	B-cell translocation gene 1, anti-proliferative	BTG1	chr12:91061033-91063751 (-)	2718
221478_at	BCL2/adenovirus E1B 19kDa interacting protein 3-like	BNIP3L	chr8:26296461-26326557 (+)	30096
221479_s_at	BCL2/adenovirus E1B 19kDa interacting protein 3-like	BNIP3L	chr8:26296486-26324344 (+)	27858
202387_at	BCL2-associated athanogene	BAG1	chr9:33245025-33254737 (-)	9712
211475_s_at	BCL2-associated athanogene	BAG1	chr9:33245025-33254687 (-)	9662
217911_s_at	BCL2-associated athanogene 3	BAG3	chr10:121400871-121427286 (+)	26415
201084_s_at	BCL2-associated transcription factor 1	BCLAF1	chr5:110309874-110314622 (-)	4748
201101_s_at	BCL2-associated transcription factor 1	BCLAF1	chr5:110309874-110314622 (-)	4748
206665_s_at	BCL2-like 1	BCL2L1	chr20:29717324-29773816 (-)	56492
215037_s_at	BCL2-like 1	BCL2L1	chr20:29772998-29774486 (-)	1488
208945_s_at	beclin 1 (coiled-coil, myosin-like BCL2 interacting protein)	BECN1	chr17:38215680-38229825 (-)	14145
216231_s_at	beta-2-microglobulin	B2M	chr15:42791008-42797237 (+)	6229
218056_at	bifunctional apoptosis regulator	BFAR	chr16:14634296-14670193 (+)	35897
203772_at	biliverdin reductase A	BLVRA	chr7:43764631-43813466 (-)	48835
201032_at	bladder cancer associated protein	BLCAP	chr20:35579233-35581169 (-)	1936
205289_at	bone morphogenetic protein 2	BMP2	chr20:6696310-6708923 (+)	12613
205290_s_at	bone morphogenetic protein 2	BMP2	chr20:6697206-6707769 (+)	10563
209920_at	bone morphogenetic protein receptor, type II (serine/threonine kinase)	BMPR2	chr2:202950406-203132928 (+)	182522
210214_s_at	bone morphogenetic protein receptor, type II (serine/threonine kinase)	BMPR2	chr2:202950401-203132978 (+)	182577
214452_at	branched chain aminotransferase 1, cytosolic	BCAT1	chr12:24861822-24993363 (-)	131541
210653_s_at	branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	BCKDHB	chr6:80873125-81110396 (+)	237271
203053_at	breast carcinoma amplified sequence 2	BCAS2	chr1:114911707-114925783 (-)	14076
217985_s_at	bromodomain adjacent to zinc finger domain, 1A	BAZ1A	chr14:34291687-34414604 (-)	122917
217986_s_at	bromodomain adjacent to zinc finger domain, 1A	BAZ1A	chr14:34291695-34414604 (-)	122909
211313_s_at	bromodomain adjacent to zinc finger domain, 1B	BAZ1B	chr7:72494455-72574544 (-)	80089
201354_s_at	bromodomain adjacent to zinc finger domain, 2A	BAZ2A	chr12:55275588-55316417 (-)	40829
219280_at	bromodomain and WD repeat domain containing 1	BRWD1	chr21:39489927-39493279 (-)	3352
204520_x_at	bromodomain containing 1	BRD1	chr22:48552941-48604456 (-)	51515
215460_x_at	bromodomain containing 1	BRD1	chr22:48552937-48583958 (-)	31021
214911_s_at	bromodomain containing 2	BRD2	chr6:33048641-33056362 (+)	7721
221776_s_at	bromodomain containing 7	BRD7	chr3:161302066-161303389 (+)	1323
207186_s_at	bromodomain PHD finger transcription factor	BPTF	chr17:63252700-63330434 (+)	77734
217945_at	BTB (POZ) domain containing 1	BTBD1	chr15:81476186-81526990 (-)	50804
210818_s_at	BTB and CNC homology 1, basic leucine zipper transcription factor 1	BACH1	chr21:29593607-29637049 (+)	43442
201236_s_at	BTG family, member 2	BTG2	chr1:201541286-201545350 (+)	4064
205548_s_at	BTG family, member 3	BTG3	chr21:17887924-17906976 (-)	19052
201457_x_at	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3	chr10:124903919-124913522 (+)	9603
205690_s_at	BUD31 homolog (S. cerevisiae)	BUD31	chr7:98844603-98855174 (+)	10571
203944_x_at	butyrophilin, subfamily 2, member A1	BTN2A1	chr6:26566184-26577844 (+)	11660
215493_x_at	butyrophilin, subfamily 2, member A1	BTN2A1	chr6:26566269-26577719 (+)	11450
204821_at	butyrophilin, subfamily 3, member A3	BTN3A3	chr6:26548759-26561618 (+)	12859
38241_at	butyrophilin, subfamily 3, member A3	BTN3A3	chr6:26548759-26561582 (+)	12823
204820_s_at	butyrophilin, subfamily 3, member A3 /// butyrophilin, subfamily 3, member A2	BTN3A2 /// BTN3A3	chr6:26548759-26561618 (+)	12859
219283_at	C1GALT1-specific chaperone 1	C1GALT1C1	chrX:119643813-119647878 (-)	4065
201131_s_at	cadherin 1, type 1, E-cadherin (epithelial)	CDH1	chr16:67328725-67426938 (+)	98213
207172_s_at	cadherin 11, type 2, OB-cadherin (osteoblast)	CDH11	chr16:63538926-63596427 (-)	57501
210815_s_at	calcitonin receptor-like	CALCRL	chr2:187918824-188021179 (-)	102355
210817_s_at	calcium binding and coiled-coil domain 2	CALCOCO2	chr17:44263408-44296220 (+)	32812
216903_s_at	calcium binding atopy-related autoantigen 1	CBARA1	chr10:73797103-73963553 (-)	166450
207993_s_at	calcium binding protein P22	CHP	chr15:39310795-39358911 (+)	48116
214665_s_at	calcium binding protein P22	CHP	chr15:39310727-39361369 (+)	50642
211208_s_at	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	CASK	chrX:41263723-41334148 (-)	70425
201381_x_at	calcyclin binding protein	CACYBP	chr1:173235825-173246142 (+)	10317
201616_s_at	caldesmon 1	CALD1	chr7:134114915-134305231 (+)	190316
212077_at	caldesmon 1	CALD1	chr7:134304538-134306010 (+)	1472
200655_s_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	chr14:89933128-89941690 (+)	8562
211984_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	chr14:89941967-89944365 (+)	2398
211985_s_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	chr14:89941967-89944365 (+)	2398
213688_at	calmodulin 1 (phosphorylase kinase, delta)	CALM1	chr14:89940566-89942140 (+)	1574
200068_s_at	calnexin	CANX	chr5:179058617-179090258 (+)	31641
208853_s_at	calnexin	CANX	chr5:179058618-179088525 (+)	29907
208683_at	calpain 2, (m/II) large subunit	CAPN2	chr1:221966835-222030160 (+)	63325
211890_x_at	calpain 3, (p94)	CAPN3	chr15:40439074-40491263 (+)	52189
203356_at	calpain 7	CAPN7	chr3:15222754-15269427 (+)	46673
207467_x_at	calpastatin	CAST	chr5:96105028-96134871 (+)	29843
208908_s_at	calpastatin	CAST	chr5:96089768-96134279 (+)	44511
212586_at	calpastatin	CAST	chr5:96134635-96142560 (+)	7925
200757_s_at	calumenin	CALU	chr7:128166671-128198763 (+)	32092
204312_x_at	cAMP responsive element binding protein 1	CREB1	chr2:208102908-208171806 (+)	68898
214513_s_at	cAMP responsive element binding protein 1	CREB1	chr2:208102920-208170043 (+)	67123
207630_s_at	cAMP responsive element modulator	CREM	chr10:35477305-35540758 (+)	63453
214508_x_at	cAMP responsive element modulator	CREM	chr10:35524981-35540896 (+)	15915
201237_at	capping protein (actin filament) muscle Z-line, alpha 2	CAPZA2	chr7:116289801-116346635 (+)	56834
218456_at	caprin family member 2	CAPRIN2	chr12:30753754-30759376 (-)	5622
209301_at	carbonic anhydrase II	CA2	chr8:86563521-86580806 (+)	17285
201941_at	carboxypeptidase D	CPD	chr17:25730099-25819823 (+)	89724
201942_s_at	carboxypeptidase D	CPD	chr17:25730088-25816091 (+)	86003
206100_at	carboxypeptidase M	CPM	chr12:67535803-67612889 (-)	77086
217557_s_at	Carboxypeptidase M	CPM	chr12:67534516-67535189 (+)	673
208146_s_at	carboxypeptidase, vitellogenic-like	CPVL	chr7:29001774-29152628 (-)	150854
208865_at	casein kinase 1, alpha 1	CSNK1A1	chr5:148853117-148865357 (-)	12240
208867_s_at	casein kinase 1, alpha 1	CSNK1A1	chr5:148855037-148856643 (-)	1606
213086_s_at	casein kinase 1, alpha 1	CSNK1A1	chr5:148855748-148856501 (-)	753
213860_x_at	casein kinase 1, alpha 1	CSNK1A1	chr5:148855822-148856351 (-)	529
208774_at	casein kinase 1, delta	CSNK1D	chr17:77793836-77824854 (-)	31018
220768_s_at	casein kinase 1, gamma 3	CSNK1G3	chr5:122909226-122979039 (+)	69813
212075_s_at	casein kinase 2, alpha 1 polypeptide	CSNK2A1	chr20:409750-472465 (-)	62715
201390_s_at	casein kinase 2, beta polypeptide	CSNK2B	chr6:31741635-31745822 (+)	4187
208485_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201706003-201733911 (+)	27908
209508_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201689152-201737085 (+)	47933
211316_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201689174-201737247 (+)	48073
211317_s_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201702921-201736855 (+)	33934
211862_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201702833-201733911 (+)	31078
214486_x_at	CASP8 and FADD-like apoptosis regulator	CFLAR	chr2:201713153-201736940 (+)	23787
206011_at	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	CASP1	chr11:104401444-104410640 (-)	9196
209970_x_at	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	CASP1	chr11:104401448-104411067 (-)	9619
211366_x_at	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	CASP1	chr11:104402161-104410412 (-)	8251
211368_s_at	caspase 1, apoptosis-related cysteine peptidase (interleukin 1, beta, convertase)	CASP1	chr11:104402161-104410412 (-)	8251
34449_at	caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	CASP2	chr7:142696811-142713241 (+)	16430
209310_s_at	caspase 4, apoptosis-related cysteine peptidase	CASP4	chr11:104318834-104344510 (-)	25676
207181_s_at	caspase 7, apoptosis-related cysteine peptidase	CASP7	chr10:115429684-115480645 (+)	50961
213373_s_at	caspase 8, apoptosis-related cysteine peptidase	CASP8	chr2:201831085-201860677 (+)	29592
201432_at	catalase	CAT	chr11:34417068-34450183 (+)	33115
211922_s_at	catalase	CAT	chr11:34417136-34449556 (+)	32420
200765_x_at	catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	chr5:138145509-138298419 (+)	152910
210844_x_at	catenin (cadherin-associated protein), alpha 1, 102kDa	CTNNA1	chr5:138117010-138298298 (+)	181288
208407_s_at	catenin (cadherin-associated protein), delta 1	CTNND1	chr11:57285844-57343226 (+)	57382
200838_at	cathepsin B	CTSB	chr8:11739236-11762982 (-)	23746
201487_at	cathepsin C	CTSC	chr11:87666408-87710521 (-)	44113
202295_s_at	cathepsin H	CTSH	chr15:77001170-77024406 (-)	23236
202450_s_at	cathepsin K	CTSK	chr1:149035348-149047361 (-)	12013
202087_s_at	cathepsin L1	CTSL1	chr9:89530853-89536127 (+)	5274
203758_at	cathepsin O	CTSO	chr4:157064721-157094490 (-)	29769
202902_s_at	cathepsin S	CTSS	chr1:148971888-149003863 (-)	31975
203065_s_at	caveolin 1, caveolae protein, 22kDa	CAV1	chr7:115952327-115986843 (+)	34516
213006_at	CCAAT/enhancer binding protein (C/EBP), delta	CEBPD	chr8:48811194-48812788 (-)	1594
203341_at	CCAAT/enhancer binding protein zeta	CEBPZ	chr2:37282369-37312226 (-)	29857
202521_at	CCCTC-binding factor (zinc finger protein)	CTCF	chr16:66153963-66230580 (+)	76617
206158_s_at	CCHC-type zinc finger, nucleic acid binding protein	CNBP	chr3:130371121-130385389 (-)	14268
200860_s_at	CCR4-NOT transcription complex, subunit 1	CNOT1	chr16:57112103-57128530 (-)	16427
217970_s_at	CCR4-NOT transcription complex, subunit 6	CNOT6	chr5:179935540-179936423 (+)	883
218250_s_at	CCR4-NOT transcription complex, subunit 7	CNOT7	chr1:115908481-115909754 (+)	1273
202162_s_at	CCR4-NOT transcription complex, subunit 8	CNOT8	chr5:154218389-154236545 (+)	18156
203645_s_at	CD163 molecule	CD163	chr12:7515042-7547639 (-)	32597
215049_x_at	CD163 molecule	CD163	chr12:7515038-7547639 (-)	32601
208405_s_at	CD164 molecule, sialomucin	CD164	chr6:109794409-109810353 (-)	15944
203799_at	CD302 molecule	CD302	chr2:160333609-160348227 (-)	14618
204489_s_at	CD44 molecule (Indian blood group)	CD44	chr11:35117398-35208149 (+)	90751
212063_at	CD44 molecule (Indian blood group)	CD44	chr11:35208209-35210525 (+)	2316
207549_x_at	CD46 molecule, complement regulatory protein	CD46	chr1:205992096-206033610 (+)	41514
208783_s_at	CD46 molecule, complement regulatory protein	CD46	chr1:205992024-206035474 (+)	43450
211574_s_at	CD46 molecule, complement regulatory protein	CD46	chr1:205992159-206033623 (+)	41464
211075_s_at	CD47 molecule	CD47	chr3:109248616-109292584 (-)	43968
204118_at	CD48 molecule	CD48	chr1:158915300-158948216 (-)	32916
203416_at	CD53 molecule	CD53	chr1:111217317-111244065 (+)	26748
201925_s_at	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	CD55	chr1:205561668-205600469 (+)	38801
200983_x_at	CD59 molecule, complement regulatory protein	CD59	chr11:33686714-33714601 (-)	27887
200984_s_at	CD59 molecule, complement regulatory protein	CD59	chr11:33686714-33714601 (-)	27887
200985_s_at	CD59 molecule, complement regulatory protein	CD59	chr11:33686991-33700589 (-)	13598
212463_at	CD59 molecule, complement regulatory protein	CD59	chr11:33683293-33685857 (-)	2564
200663_at	CD63 molecule	CD63	chr12:54405524-54409061 (-)	3537
209795_at	CD69 molecule	CD69	chr12:9796352-9804756 (-)	8404
201005_at	CD9 molecule	CD9	chr12:6179875-6217686 (+)	37811
202878_s_at	CD93 molecule	CD93	chr20:23007994-23014977 (-)	6983
201029_s_at	CD99 molecule	CD99	chrX:2619279-2669274 (+)	49995
210440_s_at	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	CDC14A	chr1:100590634-100737602 (+)	146968
210743_s_at	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	CDC14A	chr1:100590645-100722874 (+)	132229
201897_s_at	CDC28 protein kinase regulatory subunit 1B	CKS1B	chr1:153213837-153218346 (+)	4509
204170_s_at	CDC28 protein kinase regulatory subunit 2	CKS2	chr9:91115932-91121437 (+)	5505
213595_s_at	CDC42 binding protein kinase alpha (DMPK-like)	CDC42BPA	chr1:225246926-225248241 (-)	1315
209286_at	CDC42 effector protein (Rho GTPase binding) 3	CDC42EP3	chr2:37724419-37752880 (-)	28461
203263_s_at	Cdc42 guanine nucleotide exchange factor (GEF) 9	ARHGEF9	chrX:62771572-62891718 (-)	120146
218157_x_at	CDC42 small effector 1	CDC42SE1	chr1:149290083-149298674 (-)	8591
214683_s_at	CDC-like kinase 1	CLK1	chr2:201425976-201434831 (-)	8855
218740_s_at	CDK5 regulatory subunit associated protein 3	CDK5RAP3	chr17:43403489-43414133 (+)	10644
213977_s_at	CDKN1A interacting zinc finger protein 1	CIZ1	chr9:129968392-129969986 (-)	1594
218929_at	CDKN2A interacting protein	CDKN2AIP	chr4:184602782-184606043 (+)	3261
213929_at	CDNA clone IMAGE:4733238	---	chr11:107881371-107882990 (-)	1619
221973_at	CDNA clone IMAGE:5217021, with apparent retained intron	---	chr2:97316155-97323357 (+)	7202
203812_at	CDNA clone IMAGE:5922621	---	chr5:168021322-168660554 (-)	639232
212444_at	CDNA clone IMAGE:6025865	---	chr12:12959250-13082801 (+)	123551
212534_at	CDNA FLJ11904 fis, clone HEMBB1000048	---	chr18:31166188-31168910 (-)	2722
213705_at	CDNA FLJ30007 fis, clone 3NB692000012	---	chr3:113896940-113897899 (+)	959
205316_at	CDNA FLJ33407 fis, clone BRACE2010535	---	chr3:123095984-123144355 (+)	48371
214857_at	CDNA FLJ37852 fis, clone BRSSN2014513	---	chr10:104199583-104206041 (+)	6458
221877_at	CDNA FLJ38849 fis, clone MESAN2008936	---	chr19:48781928-48783872 (-)	1944
215252_at	CDNA: FLJ21350 fis, clone COL02751	---	chr17:37389849-37391617 (+)	1768
212864_at	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	CDS2	chr20:5055478-5119989 (+)	64511
212010_s_at	CDV3 homolog (mouse)	CDV3	chr3:134775263-134791795 (+)	16532
213548_s_at	CDV3 homolog (mouse)	CDV3	chr3:134776248-134789907 (+)	13659
213554_s_at	CDV3 homolog (mouse)	CDV3	chr3:134776248-134789907 (+)	13659
209032_s_at	cell adhesion molecule 1	CADM1	chr11:114550226-114880325 (-)	330099
200723_s_at	cell cycle associated protein 1	CAPRIN1	chr11:34030503-34078587 (+)	48084
221511_x_at	cell cycle progression 1	CCPG1	chr15:53434336-53487534 (-)	53198
222156_x_at	cell cycle progression 1	CCPG1	chr15:53435134-53487806 (-)	52672
202717_s_at	cell division cycle 16 homolog (S. cerevisiae)	CDC16	chr13:114018637-114056252 (+)	37615
209658_at	cell division cycle 16 homolog (S. cerevisiae)	CDC16	chr13:114018657-114056252 (+)	37595
209659_s_at	cell division cycle 16 homolog (S. cerevisiae)	CDC16	chr13:114018657-114056252 (+)	37595
219343_at	cell division cycle 37 homolog (S. cerevisiae)-like 1	CDC37L1	chr9:4669668-4696501 (+)	26833
203377_s_at	cell division cycle 40 homolog (S. cerevisiae)	CDC40	chr6:110608316-110658224 (+)	49908
213618_at	centaurin, delta 1	CENTD1	chr4:35744020-35843124 (-)	99104
204066_s_at	centaurin, gamma 2	CENTG2	chr2:236067498-236698630 (+)	631132
209194_at	centrin, EF-hand protein, 2	CETN2	chrX:151746589-151749957 (-)	3368
204373_s_at	centrosomal protein 350kDa	CEP350	chr1:178309623-178349138 (+)	39515
213957_s_at	centrosomal protein 350kDa	CEP350	chr1:178232808-178320037 (+)	87229
219242_at	centrosomal protein 63kDa	CEP63	chr3:135687641-135763298 (+)	75657
207971_s_at	centrosomal protein 68kDa	CEP68	chr2:65137102-65164475 (+)	27373
212677_s_at	centrosomal protein 68kDa	CEP68	chr2:65137046-65168350 (+)	31304
219036_at	centrosomal protein 70kDa	CEP70	chr3:139695878-139795769 (-)	99891
204846_at	ceruloplasmin (ferroxidase)	CP	chr3:150374065-150422269 (-)	48204
206861_s_at	CGG triplet repeat binding protein 1	CGGBP1	chr3:88187252-88190803 (-)	3551
218168_s_at	chaperone, ABC1 activity of bc1 complex homolog (S. pombe)	CABC1	chr1:225231727-225241868 (+)	10141
201947_s_at	chaperonin containing TCP1, subunit 2 (beta)	CCT2	chr12:68265511-68281615 (+)	16104
200910_at	chaperonin containing TCP1, subunit 3 (gamma)	CCT3	chr1:154545383-154572303 (-)	26920
200877_at	chaperonin containing TCP1, subunit 4 (delta)	CCT4	chr2:61949067-61969146 (-)	20079
208696_at	chaperonin containing TCP1, subunit 5 (epsilon)	CCT5	chr5:10314665-10318121 (+)	3456
201327_s_at	chaperonin containing TCP1, subunit 6A (zeta 1)	CCT6A	chr7:56086949-56098589 (+)	11640
200873_s_at	chaperonin containing TCP1, subunit 8 (theta)	CCT8	chr1:145141331-145143165 (-)	1834
209687_at	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	CXCL12	chr10:44192586-44200563 (-)	7977
212977_at	chemokine (C-X-C motif) receptor 7	CXCR7	chr2:237143226-237155736 (+)	12510
203450_at	chibby homolog 1 (Drosophila)	CBY1	chr22:37382624-37399802 (+)	17178
201734_at	Chloride channel 3	CLCN3	chr4:170778373-170880911 (+)	102538
209143_s_at	chloride channel, nucleotide-sensitive, 1A	CLNS1A	chr11:77004909-77026437 (-)	21528
201559_s_at	chloride intracellular channel 4	CLIC4	chr1:24944555-25040805 (+)	96250
221881_s_at	chloride intracellular channel 4	CLIC4	chr1:24944525-25041102 (+)	96577
213317_at	chloride intracellular channel 5	CLIC5	chr6:45974171-45976359 (-)	2188
219866_at	chloride intracellular channel 5	CLIC5	chr6:45977492-46091545 (-)	114053
221675_s_at	choline phosphotransferase 1	CHPT1	chr12:100615600-100646960 (+)	31360
209763_at	chordin-like 1	CHRDL1	chrX:109803739-109925649 (-)	121910
218178_s_at	chromatin modifying protein 1B	CHMP1B	chr18:11841466-11842527 (+)	1061
202536_at	chromatin modifying protein 2B	CHMP2B	chr3:87359124-87387339 (+)	28215
202537_s_at	chromatin modifying protein 2B	CHMP2B	chr3:87359164-87385766 (+)	26602
201518_at	chromobox homolog 1 (HP1 beta homolog Drosophila )	CBX1	chr17:43502421-43533799 (-)	31378
209715_at	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	CBX5	chr12:52921677-52960151 (-)	38474
202048_s_at	chromobox homolog 6	CBX6	chr22:37587413-37598170 (-)	10757
201183_s_at	chromodomain helicase DNA binding protein 4	CHD4	chr12:6549508-6586860 (-)	37352
219010_at	chromosome 1 open reading frame 106	C1orf106	chr1:199127291-199151486 (+)	24195
217893_s_at	chromosome 1 open reading frame 108	C1orf108	chr1:39229503-39243566 (+)	14063
219476_at	chromosome 1 open reading frame 116	C1orf116	chr1:205258491-205260493 (-)	2002
212371_at	chromosome 1 open reading frame 121	C1orf121	chr1:242936997-242938954 (+)	1957
222158_s_at	chromosome 1 open reading frame 121	C1orf121	chr1:242883080-242935864 (+)	52784
203197_s_at	chromosome 1 open reading frame 123	C1orf123	chr1:53452358-53458886 (-)	6528
213528_at	chromosome 1 open reading frame 156	C1orf156	chr1:168028298-168030723 (-)	2425
219506_at	chromosome 1 open reading frame 54	C1orf54	chr1:148511821-148519951 (+)	8130
221222_s_at	chromosome 1 open reading frame 56	C1orf56	chr1:149286873-149290493 (+)	3620
202559_x_at	chromosome 1 open reading frame 77	C1orf77	chr1:151883572-151885405 (+)	1833
220199_s_at	chromosome 1 open reading frame 80	C1orf80	chr2:11365448-11366760 (+)	1312
