# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_000148|NM_000148	hgnc_symbol|FUT1|FUT1
refseq_dna|NM_021159|NM_021159	hgnc_symbol|RAP1GDS1|RAP1GDS1
refseq_dna|NM_000437|NM_000437	hgnc_symbol|PAFAH2|PAFAH2
refseq_dna|NM_178502|NM_178502	hgnc_symbol|DTX3|DTX3
refseq_dna|NM_015055|NM_015055	hgnc_symbol|SWAP70|SWAP70
refseq_dna|NM_017966|NM_017966	hgnc_symbol|VPS37C|VPS37C
refseq_dna|NM_007051|NM_007051	hgnc_symbol|FAF1|FAF1
refseq_dna|NM_014281|NM_014281	hgnc_symbol|SIAHBP1|SIAHBP1
refseq_dna|NM_003626|NM_003626	hgnc_symbol|PPFIA1|PPFIA1
refseq_dna|NM_177423|NM_177423	hgnc_symbol|PPFIA1|PPFIA1
refseq_dna|NM_144568|NM_144568	hgnc_symbol|C14orf9|C14orf9
refseq_dna|NM_023937|NM_023937	hgnc_symbol|MRPL34|MRPL34
refseq_dna|NM_006598|NM_006598	hgnc_symbol|SLC12A7|SLC12A7
refseq_dna|NM_004634|NM_004634	hgnc_symbol|BRPF1|BRPF1
refseq_dna|NM_006275|NM_006275	hgnc_symbol|SFRS6|SFRS6
refseq_dna|NM_003906|NM_003906	hgnc_symbol|MCM3AP|MCM3AP
refseq_dna|NM_152640|NM_152640	hgnc_symbol|DCP1B|DCP1B
refseq_dna|NM_030809|NM_030809	hgnc_symbol|C12orf22|C12orf22
refseq_dna|NM_153712|NM_153712	hgnc_symbol|TTL|TTL
refseq_dna|NM_007277|NM_007277	hgnc_symbol|SEC6L1|SEC6L1
refseq_dna|NM_001004417|NM_001004417	hgnc_symbol|FMNL2|FMNL2
refseq_dna|NM_001540|NM_001540	hgnc_symbol|HSPB1|HSPB1
refseq_dna|NM_004134|NM_004134	hgnc_symbol|HSPA9B|HSPA9B
refseq_dna|NM_006006|NM_006006	hgnc_symbol|ZBTB16|ZBTB16
refseq_dna|NM_015339|NM_015339	hgnc_symbol|ADNP|ADNP
refseq_dna|NM_030783|NM_030783	hgnc_symbol|PTDSS2|PTDSS2
refseq_dna|NM_032377|NM_032377	hgnc_symbol|MGC4549|MGC4549
refseq_dna|NM_006026|NM_006026	hgnc_symbol|H1FX|H1FX
refseq_dna|NM_033503|NM_033503	hgnc_symbol|BMF|BMF
refseq_dna|NM_174907|NM_174907	hgnc_symbol|PPP4R2|PPP4R2
refseq_dna|NM_001554|NM_001554	hgnc_symbol|CYR61|CYR61
refseq_dna|NM_025128|NM_025128	hgnc_symbol|MUS81|MUS81
refseq_dna|NM_020899|NM_020899	hgnc_symbol|ZBTB4|ZBTB4
refseq_dna|NM_016936|NM_016936	hgnc_symbol|UBN1|UBN1
refseq_dna|NM_015654|NM_015654	hgnc_symbol|EBSP|EBSP
refseq_dna|NM_004145|NM_004145	hgnc_symbol|MYO9B|MYO9B
refseq_dna|NM_006764|NM_006764	hgnc_symbol|IFRD2|IFRD2
refseq_dna|NM_016343|NM_016343	hgnc_symbol|CENPF|CENPF
refseq_dna|NM_181484|NM_181484	hgnc_symbol|ZGPAT|ZGPAT
refseq_dna|NM_181485|NM_181485	hgnc_symbol|ZGPAT|ZGPAT
refseq_dna|NM_194358|NM_194358	hgnc_symbol|RNF41|RNF41
refseq_dna|NM_015057|NM_015057	hgnc_symbol|MYCBP2|MYCBP2
refseq_dna|NM_024701|NM_024701	hgnc_symbol|ASB13|ASB13
refseq_dna|NM_002314|NM_002314	hgnc_symbol|LIMK1|LIMK1
refseq_dna|NM_007108|NM_007108	hgnc_symbol|TCEB2|TCEB2
refseq_dna|NM_022749|NM_022749	hgnc_symbol|RAI16|RAI16
refseq_dna|NM_002018|NM_002018	hgnc_symbol|FLII|FLII
refseq_dna|NM_004027|NM_004027	hgnc_symbol|INPP4A|INPP4A
refseq_dna|NM_058172|NM_058172	hgnc_symbol|ANTXR2|ANTXR2
refseq_dna|NM_001008493|NM_001008493	hgnc_symbol|ENAH|ENAH
refseq_dna|NM_018212|NM_018212	hgnc_symbol|ENAH|ENAH
refseq_dna|NM_014452|NM_014452	hgnc_symbol|TNFRSF21|TNFRSF21
refseq_dna|NM_004470|NM_004470	hgnc_symbol|FKBP2|FKBP2
entrezgene|BC073964|1911	hgnc_symbol|PHC1|PHC1
refseq_dna|NM_004426|NM_004426	hgnc_symbol|PHC1|PHC1
refseq_dna|NM_015872|NM_015872	hgnc_symbol|ZFP67|ZFP67
refseq_dna|NM_014681|NM_014681	hgnc_symbol|DHX34|DHX34
refseq_dna|NM_144653|NM_144653	hgnc_symbol|BTBD14A|BTBD14A
refseq_dna|NM_005819|NM_005819	hgnc_symbol|STX6|STX6
refseq_dna|NM_006203|NM_006203	hgnc_symbol|PDE4D|PDE4D
entrezgene|BC008390|5144	hgnc_symbol|PDE4D|PDE4D
refseq_dna|NM_031208|NM_031208	hgnc_symbol|FAHD1|FAHD1
refseq_dna|NM_030815|NM_030815	hgnc_symbol|PDRG1|PDRG1
refseq_dna|NM_003297|NM_003297	hgnc_symbol|NR2C1|NR2C1
refseq_dna|NM_001105|NM_001105	hgnc_symbol|ACVR1|ACVR1
refseq_dna|NM_022117|NM_022117	hgnc_symbol|TSPYL2|TSPYL2
entrezgene|AF161431|55761	hgnc_symbol|TTC17|TTC17
refseq_dna|NM_006353|NM_006353	hgnc_symbol|HMGN4|HMGN4
refseq_dna|NM_030811|NM_030811	hgnc_symbol|MRPS26|MRPS26
refseq_dna|NM_005321|NM_005321	hgnc_symbol|HIST1H1E|HIST1H1E
refseq_dna|NM_020441|NM_020441	hgnc_symbol|CORO1B|CORO1B
refseq_dna|NM_005274|NM_005274	hgnc_symbol|GNG5|GNG5
refseq_dna|NM_000505|NM_000505	hgnc_symbol|F12|F12
refseq_dna|NM_020122|NM_020122	hgnc_symbol|KCMF1|KCMF1
refseq_dna|NM_014323|NM_014323	hgnc_symbol|ZNF278|ZNF278
refseq_dna|NM_052822|NM_052822	hgnc_symbol|SCAMP1|SCAMP1
refseq_dna|NM_005572|NM_005572	hgnc_symbol|LMNA|LMNA
refseq_dna|NM_013334|NM_013334	hgnc_symbol|GMPPB|GMPPB
refseq_dna|NM_005746|NM_005746	hgnc_symbol|PBEF1|PBEF1
refseq_dna|NM_014008|NM_014008	hgnc_symbol|CXorf37|CXorf37
refseq_dna|NM_003517|NM_003517	hgnc_symbol|HIST2H2AC|HIST2H2AC
refseq_dna|NM_004125|NM_004125	hgnc_symbol|GNG10|GNG10
refseq_dna|NM_020196|NM_020196	hgnc_symbol|XAB2|XAB2
refseq_dna|NM_002077|NM_002077	hgnc_symbol|GOLGA1|GOLGA1
refseq_dna|NM_024671|NM_024671	hgnc_symbol|FLJ23436|FLJ23436
refseq_dna|NM_002883|NM_002883	hgnc_symbol|RANGAP1|RANGAP1
refseq_dna|NM_138401|NM_138401	hgnc_symbol|LOC93343|LOC93343
refseq_dna|NM_020936|NM_020936	hgnc_symbol|DDX55|DDX55
refseq_dna|NM_018356|NM_018356	hgnc_symbol|FLJ11193|FLJ11193
refseq_dna|NM_005255|NM_005255	hgnc_symbol|GAK|GAK
refseq_dna|NM_021928|NM_021928	hgnc_symbol|SPCS3|SPCS3
refseq_dna|NM_030637|NM_030637	hgnc_symbol|DDHD1|DDHD1
refseq_dna|NM_006427|NM_006427	hgnc_symbol|SIVA|SIVA
refseq_dna|NM_145254|NM_145254	hgnc_symbol|LOC124491|LOC124491
refseq_dna|NM_017645|NM_017645	hgnc_symbol|FAM29A|FAM29A
refseq_dna|NM_015399|NM_015399	hgnc_symbol|BRMS1|BRMS1
refseq_dna|NM_004704|NM_004704	hgnc_symbol|RNU3IP2|RNU3IP2
refseq_dna|NM_024771|NM_024771	hgnc_symbol|FLJ13848|FLJ13848
refseq_dna|NM_016029|NM_016029	hgnc_symbol|DHRS7|DHRS7
refseq_dna|NM_017633|NM_017633	hgnc_symbol|FAM46A|FAM46A
refseq_dna|NM_024523|NM_024523	hgnc_symbol|GCC1|GCC1
refseq_dna|NM_138387|NM_138387	hgnc_symbol|G6PC3|G6PC3
refseq_dna|NM_025161|NM_025161	hgnc_symbol|FLJ22175|FLJ22175
refseq_dna|NM_032558|NM_032558	hgnc_symbol|FLJ14753|FLJ14753
refseq_dna|NM_021809|NM_021809	hgnc_symbol|TGIF2|TGIF2
refseq_dna|NM_003574|NM_003574	hgnc_symbol|VAPA|VAPA
refseq_dna|NM_178580|NM_178580	hgnc_symbol|HM13|HM13
entrezgene|AF426265|257357	hgnc_symbol|C21orf87|C21orf87
refseq_dna|NM_018963|NM_018963	hgnc_symbol|WDR9|WDR9
refseq_dna|NM_005679|NM_005679	hgnc_symbol|TAF1C|TAF1C
refseq_dna|NM_024519|NM_024519	hgnc_symbol|FLJ13725|FLJ13725
refseq_dna|NM_032811|NM_032811	hgnc_symbol|TBRG1|TBRG1
refseq_dna|NM_003633|NM_003633	hgnc_symbol|ENC1|ENC1
refseq_dna|NM_003615|NM_003615	hgnc_symbol|SLC4A7|SLC4A7
refseq_dna|NM_182984|NM_182984	hgnc_symbol|HTF9C|HTF9C
refseq_dna|NM_022752|NM_022752	hgnc_symbol|ZNF574|ZNF574
refseq_dna|NM_016246|NM_016246	hgnc_symbol|DHRS10|DHRS10
refseq_dna|NM_015032|NM_015032	hgnc_symbol|APRIN|APRIN
refseq_dna|NM_004384|NM_004384	hgnc_symbol|CSNK1G3|CSNK1G3
refseq_dna|NM_016289|NM_016289	hgnc_symbol|CAB39|CAB39
refseq_dna|NM_001687|NM_001687	hgnc_symbol|ATP5D|ATP5D
refseq_dna|NM_015525|NM_015525	hgnc_symbol|IBTK|IBTK
refseq_dna|NM_033111|NM_033111	hgnc_symbol|LOC88523|LOC88523
refseq_dna|NM_014887|NM_014887	hgnc_symbol|PFAAP5|PFAAP5
refseq_dna|NM_005817|NM_005817	hgnc_symbol|M6PRBP1|M6PRBP1
refseq_dna|NM_007107|NM_007107	hgnc_symbol|SSR3|SSR3
refseq_dna|NM_003840|NM_003840	hgnc_symbol|TNFRSF10D|TNFRSF10D
refseq_dna|NM_058179|NM_058179	hgnc_symbol|PSAT1|PSAT1
refseq_dna|NM_138959|NM_138959	hgnc_symbol|VANGL1|VANGL1
entrezgene|BC000907|81839	hgnc_symbol|VANGL1|VANGL1
refseq_dna|NM_003903|NM_003903	hgnc_symbol|CDC16|CDC16
refseq_dna|NM_078481|NM_078481	hgnc_symbol|CD97|CD97
refseq_dna|NM_030576|NM_030576	hgnc_symbol|MGC10986|MGC10986
refseq_dna|NM_152295|NM_152295	hgnc_symbol|TARS|TARS
refseq_dna|NM_006196|NM_006196	hgnc_symbol|PCBP1|PCBP1
entrezgene|S72869|8030	hgnc_symbol|CCDC6|CCDC6
refseq_dna|NM_054012|NM_054012	hgnc_symbol|ASS|ASS
refseq_dna|NM_024857|NM_024857	hgnc_symbol|FLJ12735|FLJ12735
refseq_dna|NM_002267|NM_002267	hgnc_symbol|KPNA3|KPNA3
refseq_dna|NM_014607|NM_014607	hgnc_symbol|UBXD2|UBXD2
refseq_dna|NM_000548|NM_000548	hgnc_symbol|TSC2|TSC2
refseq_dna|NM_014703|NM_014703	hgnc_symbol|VprBP|VprBP
refseq_dna|NM_002844|NM_002844	hgnc_symbol|PTPRK|PTPRK
refseq_dna|NM_006087|NM_006087	hgnc_symbol|TUBB4|TUBB4
refseq_dna|NM_014239|NM_014239	hgnc_symbol|EIF2B2|EIF2B2
refseq_dna|NM_015446|NM_015446	hgnc_symbol|ELYS|ELYS
refseq_dna|NM_015239|NM_015239	hgnc_symbol|AGTPBP1|AGTPBP1
refseq_dna|NM_023007|NM_023007	hgnc_symbol|FLJ12517|FLJ12517
refseq_dna|NM_021937|NM_021937	hgnc_symbol|SELB|SELB
refseq_dna|NM_014849|NM_014849	hgnc_symbol|SV2A|SV2A
refseq_dna|NM_004995|NM_004995	hgnc_symbol|MMP14|MMP14
refseq_dna|NM_053023|NM_053023	hgnc_symbol|ZFP91|ZFP91
entrezgene|U09410|7690	hgnc_symbol|ZNF131|ZNF131
refseq_dna|NM_017432|NM_017432	hgnc_symbol|PTOV1|PTOV1
refseq_dna|NM_015936|NM_015936	hgnc_symbol|CGI-04|CGI-04
refseq_dna|NM_006624|NM_006624	hgnc_symbol|ZMYND11|ZMYND11
refseq_dna|NM_014812|NM_014812	hgnc_symbol|KAB|KAB
entrezgene|AB007945|9909	hgnc_symbol|KIAA0476|KIAA0476
refseq_dna|NM_006644|NM_006644	hgnc_symbol|HSPH1|HSPH1
refseq_dna|NM_015412|NM_015412	hgnc_symbol|C3orf17|C3orf17
refseq_dna|NM_020461|NM_020461	hgnc_symbol|TUBGCP6|TUBGCP6
refseq_dna|NM_017824|NM_017824	hgnc_symbol|12:00 AM|12:00 AM
refseq_dna|NM_021242|NM_021242	hgnc_symbol|MID1IP1|MID1IP1
refseq_dna|NM_152892|NM_152892	hgnc_symbol|DKFZp434K1815|DKFZp434K1815
refseq_dna|NM_006037|NM_006037	hgnc_symbol|HDAC4|HDAC4
refseq_dna|NM_033450|NM_033450	hgnc_symbol|ABCC10|ABCC10
refseq_dna|NM_021235|NM_021235	hgnc_symbol|EPS15L1|EPS15L1
refseq_dna|NM_012200|NM_012200	hgnc_symbol|B3GAT3|B3GAT3
refseq_dna|NM_133640|NM_133640	hgnc_symbol|SURF5|SURF5
refseq_dna|NM_001126|NM_001126	hgnc_symbol|ADSS|ADSS
refseq_dna|NM_017641|NM_017641	hgnc_symbol|KIF21A|KIF21A
refseq_dna|NM_005716|NM_005716	hgnc_symbol|RGS19IP1|RGS19IP1
refseq_dna|NM_006010|NM_006010	hgnc_symbol|ARMET|ARMET
refseq_dna|NM_021238|NM_021238	hgnc_symbol|C12orf14|C12orf14
refseq_dna|NM_015229|NM_015229	hgnc_symbol|KIAA0664|KIAA0664
refseq_dna|NM_001643|NM_001643	hgnc_symbol|APOA2|APOA2
refseq_dna|NM_021009|NM_021009	hgnc_symbol|UBC|UBC
refseq_dna|NM_017599|NM_017599	hgnc_symbol|VEZATIN|VEZATIN
refseq_dna|NM_015652|NM_015652	hgnc_symbol|C10orf12|C10orf12
refseq_dna|NM_017859|NM_017859	hgnc_symbol|UCKL1|UCKL1
refseq_dna|NM_018202|NM_018202	hgnc_symbol|FLJ10747|FLJ10747
refseq_dna|NM_012227|NM_012227	hgnc_symbol|GTPBP6|GTPBP6
refseq_dna|NM_022748|NM_022748	hgnc_symbol|TENS1|TENS1
refseq_dna|NM_002613|NM_002613	hgnc_symbol|PDPK1|PDPK1
refseq_dna|NM_153369|NM_153369	hgnc_symbol|KIAA1919|KIAA1919
refseq_dna|NM_012289|NM_012289	hgnc_symbol|KEAP1|KEAP1
refseq_dna|NM_022092|NM_022092	hgnc_symbol|CHTF18|CHTF18
refseq_dna|NM_004067|NM_004067	hgnc_symbol|CHN2|CHN2
refseq_dna|NM_017988|NM_017988	hgnc_symbol|SCYL2|SCYL2
refseq_dna|NM_032833|NM_032833	hgnc_symbol|PPP1R15B|PPP1R15B
refseq_dna|NM_021830|NM_021830	hgnc_symbol|PEO1|PEO1
refseq_dna|NM_003211|NM_003211	hgnc_symbol|TDG|TDG
refseq_dna|NM_145728|NM_145728	hgnc_symbol|DMN|DMN
refseq_dna|NM_080655|NM_080655	hgnc_symbol|MGC17337|MGC17337
refseq_dna|NM_003692|NM_003692	hgnc_symbol|TMEFF1|TMEFF1
refseq_dna|NM_024295|NM_024295	hgnc_symbol|DERL1|DERL1
refseq_dna|NM_133502|NM_133502	hgnc_symbol|ZNF274|ZNF274
refseq_dna|NM_021259|NM_021259	hgnc_symbol|TMEM8|TMEM8
refseq_dna|NM_015518|NM_015518	hgnc_symbol|ULK3|ULK3
refseq_dna|NM_003718|NM_003718	hgnc_symbol|CDC2L5|CDC2L5
refseq_dna|NM_018385|NM_018385	hgnc_symbol|FLJ11301|FLJ11301
refseq_dna|NM_012280|NM_012280	hgnc_symbol|FTSJ1|FTSJ1
refseq_dna|NM_033139|NM_033139	hgnc_symbol|CALD1|CALD1
refseq_dna|NM_024345|NM_024345	hgnc_symbol|WDR32|WDR32
entrezgene|AK098212|55127	hgnc_symbol|FLJ10359|FLJ10359
refseq_dna|NM_024835|NM_024835	hgnc_symbol|ZNF403|ZNF403
refseq_dna|NM_032119|NM_032119	hgnc_symbol|MASS1|MASS1
refseq_dna|NM_013388|NM_013388	hgnc_symbol|PREB|PREB
refseq_dna|NM_014089|NM_014089	hgnc_symbol|NUPL1|NUPL1
refseq_dna|NM_006521|NM_006521	hgnc_symbol|TFE3|TFE3
refseq_dna|NM_002526|NM_002526	hgnc_symbol|NT5E|NT5E
refseq_dna|NM_007204|NM_007204	hgnc_symbol|DDX20|DDX20
refseq_dna|NM_152283|NM_152283	hgnc_symbol|ZFP62|ZFP62
entrezgene|AB011090|23269	hgnc_symbol|MGA|MGA
refseq_dna|NM_014389|NM_014389	hgnc_symbol|PELP1|PELP1
refseq_dna|NM_005415|NM_005415	hgnc_symbol|SLC20A1|SLC20A1
refseq_dna|NM_005080|NM_005080	hgnc_symbol|XBP1|XBP1
refseq_dna|NM_015459|NM_015459	hgnc_symbol|DKFZP564J0863|DKFZP564J0863
refseq_dna|NM_139279|NM_139279	hgnc_symbol|MCFD2|MCFD2
refseq_dna|NM_020385|NM_020385	hgnc_symbol|XPMC2H|XPMC2H
refseq_dna|NM_016039|NM_016039	hgnc_symbol|C14orf166|C14orf166
refseq_dna|NM_002911|NM_002911	hgnc_symbol|RENT1|RENT1
refseq_dna|NM_012099|NM_012099	hgnc_symbol|ASE-1|ASE-1
refseq_dna|NM_018372|NM_018372	hgnc_symbol|RIF1|RIF1
refseq_dna|NM_005224|NM_005224	hgnc_symbol|ARID3A|ARID3A
refseq_dna|NM_004451|NM_004451	hgnc_symbol|ESRRA|ESRRA
embl|ENST00000265539|ENST00000265539	hgnc_symbol|FOSL2|FOSL2
refseq_dna|NM_005253|NM_005253	hgnc_symbol|FOSL2|FOSL2
refseq_dna|NM_014836|NM_014836	hgnc_symbol|RHOBTB1|RHOBTB1
refseq_dna|NM_015443|NM_015443	hgnc_symbol|LOC284058|LOC284058
refseq_dna|NM_015425|NM_015425	hgnc_symbol|POLR1A|POLR1A
refseq_dna|NM_017934|NM_017934	hgnc_symbol|PHIP|PHIP
refseq_dna|NM_005587|NM_005587	hgnc_symbol|MEF2A|MEF2A
refseq_dna|NM_033251|NM_033251	hgnc_symbol|RPL13|RPL13
entrezgene|AL080138|23347	hgnc_symbol|KIAA0650|KIAA0650
refseq_dna|NM_153273|NM_153273	hgnc_symbol|IHPK1|IHPK1
refseq_dna|NM_004176|NM_004176	hgnc_symbol|SREBF1|SREBF1
refseq_dna|NM_203304|NM_203304	hgnc_symbol|RKHD1|RKHD1
refseq_dna|NM_001684|NM_001684	hgnc_symbol|ATP2B4|ATP2B4
refseq_dna|NM_016166|NM_016166	hgnc_symbol|PIAS1|PIAS1
refseq_dna|NM_018269|NM_018269	hgnc_symbol|MTCBP-1|MTCBP-1
refseq_dna|NM_005325|NM_005325	hgnc_symbol|HIST1H1A|HIST1H1A
refseq_dna|NM_000177|NM_000177	hgnc_symbol|GSN|GSN
refseq_dna|NM_002614|NM_002614	hgnc_symbol|PDZK1|PDZK1
refseq_dna|NM_002166|NM_002166	hgnc_symbol|ID2|ID2
entrezgene|AK172861|83999	hgnc_symbol|AK172861|AK172861
refseq_dna|NM_153379|NM_153379	hgnc_symbol|KREMEN1|KREMEN1
refseq_dna|NM_001873|NM_001873	hgnc_symbol|CPE|CPE
refseq_dna|NM_001609|NM_001609	hgnc_symbol|ACADSB|ACADSB
refseq_dna|NM_002317|NM_002317	hgnc_symbol|LOX|LOX
refseq_dna|NM_015008|NM_015008	hgnc_symbol|TMCC1|TMCC1
refseq_dna|NM_024709|NM_024709	hgnc_symbol|FLJ14146|FLJ14146
refseq_dna|NM_004331|NM_004331	hgnc_symbol|BNIP3L|BNIP3L
refseq_dna|NM_032874|NM_032874	hgnc_symbol|KIAA1984|KIAA1984
refseq_dna|NM_006434|NM_006434	hgnc_symbol|SORBS1|SORBS1
refseq_dna|NM_144765|NM_144765	hgnc_symbol|EVA1|EVA1
refseq_dna|NM_000405|NM_000405	hgnc_symbol|GM2A|GM2A
refseq_dna|NM_003105|NM_003105	hgnc_symbol|SORL1|SORL1
refseq_dna|NM_000158|NM_000158	hgnc_symbol|GBE1|GBE1
refseq_dna|NM_005749|NM_005749	hgnc_symbol|TOB1|TOB1
refseq_dna|NM_004490|NM_004490	hgnc_symbol|GRB14|GRB14
refseq_dna|NM_002306|NM_002306	hgnc_symbol|LGALS3|LGALS3
refseq_dna|NM_004889|NM_004889	hgnc_symbol|ATP5J2|ATP5J2
refseq_dna|NM_001034|NM_001034	hgnc_symbol|RRM2|RRM2
refseq_dna|NM_014883|NM_014883	hgnc_symbol|FAM13A1|FAM13A1
entrezgene|BC046362|140738	hgnc_symbol|TMEM37|TMEM37
refseq_dna|NM_000031|NM_000031	hgnc_symbol|ALAD|ALAD
refseq_dna|NM_003883|NM_003883	hgnc_symbol|HDAC3|HDAC3
refseq_dna|NM_004052|NM_004052	hgnc_symbol|BNIP3|BNIP3
refseq_dna|NM_030756|NM_030756	hgnc_symbol|TCF7L2|TCF7L2
refseq_dna|NM_000672|NM_000672	hgnc_symbol|ADH6|ADH6
refseq_dna|NM_000166|NM_000166	hgnc_symbol|GJB1|GJB1
refseq_dna|NM_000917|NM_000917	hgnc_symbol|P4HA1|P4HA1
refseq_dna|NM_001124|NM_001124	hgnc_symbol|ADM|ADM
refseq_dna|NM_000562|NM_000562	hgnc_symbol|C8A|C8A
refseq_dna|NM_001490|NM_001490	hgnc_symbol|GCNT1|GCNT1
refseq_dna|NM_000030|NM_000030	hgnc_symbol|AGXT|AGXT
refseq_dna|NM_001443|NM_001443	hgnc_symbol|FABP1|FABP1
refseq_dna|NM_001461|NM_001461	hgnc_symbol|FMO5|FMO5
refseq_dna|NM_000291|NM_000291	hgnc_symbol|PGK1|PGK1
refseq_dna|NM_014033|NM_014033	hgnc_symbol|DKFZP586A0522|DKFZP586A0522
refseq_dna|NM_003955|NM_003955	hgnc_symbol|SOCS3|SOCS3
refseq_dna|NM_175738|NM_175738	hgnc_symbol|RAB37|RAB37
refseq_dna|NM_004567|NM_004567	hgnc_symbol|PFKFB4|PFKFB4
refseq_dna|NM_170601|NM_170601	hgnc_symbol|CSE-C|CSE-C
refseq_dna|NM_006000|NM_006000	hgnc_symbol|TUBA1|TUBA1
refseq_dna|NM_016133|NM_016133	hgnc_symbol|INSIG2|INSIG2
refseq_dna|NM_000301|NM_000301	hgnc_symbol|PLG|PLG
refseq_dna|NM_003033|NM_003033	hgnc_symbol|ST3GAL1|ST3GAL1
refseq_dna|NM_012258|NM_012258	hgnc_symbol|HEY1|HEY1
refseq_dna|NM_006099|NM_006099	hgnc_symbol|PIAS3|PIAS3
refseq_dna|NM_022137|NM_022137	hgnc_symbol|SMOC1|SMOC1
refseq_dna|NM_021104|NM_021104	hgnc_symbol|RPL41|RPL41
refseq_dna|NM_133265|NM_133265	hgnc_symbol|AMOT|AMOT
refseq_dna|NM_021630|NM_021630	hgnc_symbol|PDLIM2|PDLIM2
refseq_dna|NM_005165|NM_005165	hgnc_symbol|ALDOC|ALDOC
refseq_dna|NM_013349|NM_013349	hgnc_symbol|SCIRP10|SCIRP10
refseq_dna|NM_145236|NM_145236	hgnc_symbol|B3GNT7|B3GNT7
refseq_dna|NM_000045|NM_000045	hgnc_symbol|ARG1|ARG1
refseq_dna|NM_006096|NM_006096	hgnc_symbol|NDRG1|NDRG1
refseq_dna|NM_002309|NM_002309	hgnc_symbol|LIF|LIF
refseq_dna|NM_005518|NM_005518	hgnc_symbol|HMGCS2|HMGCS2
refseq_dna|NM_000100|NM_000100	hgnc_symbol|CSTB|CSTB
refseq_dna|NM_005398|NM_005398	hgnc_symbol|PPP1R3C|PPP1R3C
refseq_dna|NM_013332|NM_013332	hgnc_symbol|HIG2|HIG2
refseq_dna|NM_002824|NM_002824	hgnc_symbol|PTMS|PTMS
refseq_dna|NM_031900|NM_031900	hgnc_symbol|AGXT2|AGXT2
refseq_dna|NM_022648|NM_022648	hgnc_symbol|TNS|TNS
refseq_dna|NM_005379|NM_005379	hgnc_symbol|MYO1A|MYO1A
refseq_dna|NM_003118|NM_003118	hgnc_symbol|SPARC|SPARC
refseq_dna|NM_000799|NM_000799	hgnc_symbol|EPO|EPO
refseq_dna|NM_005143|NM_005143	hgnc_symbol|HP|HP
refseq_dna|NM_020995|NM_020995	hgnc_symbol|HPR|HPR
refseq_dna|NM_177551|NM_177551	hgnc_symbol|GPR109A|GPR109A
refseq_dna|NM_006018|NM_006018	hgnc_symbol|GPR109B|GPR109B
entrezgene|BX248259|256394	hgnc_symbol|SERPINA11|SERPINA11
refseq_dna|NM_144492|NM_144492	hgnc_symbol|CLDN14|CLDN14
refseq_dna|NM_004576|NM_004576	hgnc_symbol|PPP2R2B|PPP2R2B
refseq_dna|NM_024320|NM_024320	hgnc_symbol|MGC11242|MGC11242
refseq_dna|NM_018008|NM_018008	hgnc_symbol|ZNF312|ZNF312
embl|AF159174|AF159174	hgnc_symbol|AQP10|AQP10
refseq_dna|NM_080429|NM_080429	hgnc_symbol|AQP10|AQP10
refseq_dna|NM_004610|NM_004610	hgnc_symbol|TCP10|TCP10
refseq_dna|NM_139018|NM_139018	hgnc_symbol|NKIR|NKIR
refseq_dna|NM_001400|NM_001400	hgnc_symbol|EDG1|EDG1
refseq_dna|NM_138444|NM_138444	hgnc_symbol|KCTD12|KCTD12
refseq_dna|NM_144659|NM_144659	hgnc_symbol|TCP10L|TCP10L
refseq_dna|NM_080552|NM_080552	hgnc_symbol|SLC32A1|SLC32A1
refseq_dna|NM_033214|NM_033214	hgnc_symbol|GK2|GK2
