# Generate Mapping Tables Script: Version 4 11:03 on 02(MM)14(DD)2014(YYYY)
# Image/GenBank Handler Script: Version 2 11:03 on 02(MM)14(DD)2014(YYYY)
# Clone ID to GenBank   lookuptable: IMAGECLONE_UCSC_HG19
# GenBank  to Unigene   lookuptable: GB_TO_UG
# Unigene to EntrezGene lookuptable: UG_TO_ENTREZGENE
# Contig ID to Ensembl Lookuptable: PHRAP_CONTIGS 
refseq_dna|NM_002345|NM_002345	hgnc_symbol|LUM|LUM
entrezgene|AI954041|2194	hgnc_symbol|FASN|FASN
entrezgene|AU158253|152519	hgnc_symbol|NPAL1|NPAL1
entrezgene|AB040955|57648	hgnc_symbol|KIAA1522|KIAA1522
refseq_dna|NM_017410|NM_017410	hgnc_symbol|HOXC13|HOXC13
refseq_dna|NM_002166|NM_002166	hgnc_symbol|ID2|ID2
entrezgene|BF438352|92399	hgnc_symbol|MRRF|MRRF
refseq_dna|NM_015969|NM_015969	hgnc_symbol|MRPS17|MRPS17
refseq_dna|NM_021170|NM_021170	hgnc_symbol|HES4|HES4
refseq_dna|NM_016391|NM_016391	hgnc_symbol|HSPC111|HSPC111
refseq_dna|NM_000676|NM_000676	hgnc_symbol|ADORA2B|ADORA2B
entrezgene|BE788439|10616	hgnc_symbol|C20orf18|C20orf18
refseq_dna|NM_002863|NM_002863	hgnc_symbol|PYGL|PYGL
embl|AI613010|AI613010	hgnc_symbol|FBXL16|FBXL16
refseq_dna|NM_018129|NM_018129	hgnc_symbol|PNPO|PNPO
entrezgene|AI094580|481	hgnc_symbol|NME7|NME7
entrezgene|BF439533|143872	hgnc_symbol|FLJ32810|FLJ32810
embl|BF339445|BF339445	hgnc_symbol|CHN1|CHN1
refseq_dna|NM_018846|NM_018846	hgnc_symbol|KLHL7|KLHL7
entrezgene|AI765006|160335	hgnc_symbol|DKFZp762A217|DKFZp762A217
entrezgene|AW001000|347744	hgnc_symbol|C6orf52|C6orf52
entrezgene|BC002477|55526	hgnc_symbol|DHTKD1|DHTKD1
entrezgene|BC040713|29969	hgnc_symbol|MDFIC|MDFIC
embl|AW274846|AW274846
refseq_dna|NM_018964|NM_018964	hgnc_symbol|SLC37A1|SLC37A1
entrezgene|AB039791|653857	hgnc_symbol|ACTR3B|ACTR3B
entrezgene|AA496034|55971	hgnc_symbol|BAIAP2L1|BAIAP2L1
refseq_dna|NM_002908|NM_002908	hgnc_symbol|REL|REL
refseq_dna|NM_001500|NM_001500	hgnc_symbol|GMDS|GMDS
entrezgene|AK000049|92421	hgnc_symbol|CHMP4C|CHMP4C
embl|AL033377|AL033377	hgnc_symbol|GPR126|GPR126
refseq_dna|NM_004252|NM_004252	hgnc_symbol|SLC9A3R1|SLC9A3R1
entrezgene|AW237404|2653	hgnc_symbol|GCSH|GCSH
refseq_dna|NM_005012|NM_005012	hgnc_symbol|ROR1|ROR1
entrezgene|AI992283|9618	hgnc_symbol|TRAF4|TRAF4
refseq_dna|NM_005435|NM_005435	hgnc_symbol|ARHGEF5|ARHGEF5
entrezgene|AA912711|2036	hgnc_symbol|EPB41L1|EPB41L1
embl|AK024680|AK024680	hgnc_symbol|NRP2|NRP2
entrezgene|BE501253|23762	hgnc_symbol|OSBP2|OSBP2
entrezgene|BC003379|57228	hgnc_symbol|LOC57228|LOC57228
refseq_dna|NM_005863|NM_005863	hgnc_symbol|NET1|NET1
entrezgene|AW299740|1737	hgnc_symbol|DLAT|DLAT
entrezgene|BG106919|140707	hgnc_symbol|BRI3BP|BRI3BP
entrezgene|BF111998|377677	hgnc_symbol|CA13|CA13
entrezgene|AI972419|255104	hgnc_symbol|TMCO4|TMCO4
refseq_dna|NM_019042|NM_019042	hgnc_symbol|FLJ20485|FLJ20485
entrezgene|BE092211|100131262	hgnc_symbol|MGC3234|MGC3234
entrezgene|AL157473|56243	hgnc_symbol|KIAA1217|KIAA1217
entrezgene|AL833150|112724
refseq_dna|NM_021154|NM_021154	hgnc_symbol|PSAT1|PSAT1
entrezgene|AA527080|85462	hgnc_symbol|KIAA1727|KIAA1727
entrezgene|AA532807|80131	hgnc_symbol|LRRC8E|LRRC8E
refseq_dna|NM_005368|NM_005368	hgnc_symbol|MB|MB
entrezgene|AA633203|94240	hgnc_symbol|EPSTI1|EPSTI1
refseq_dna|NM_024779|NM_024779	hgnc_symbol|PIP5K2C|PIP5K2C
entrezgene|AI951454|6697	hgnc_symbol|SPR|SPR
embl|AF256215|AF256215	hgnc_symbol|ARNTL2|ARNTL2
entrezgene|AI861913|10785	hgnc_symbol|WDR4|WDR4
refseq_dna|NM_000024|NM_000024	hgnc_symbol|ADRB2|ADRB2
entrezgene|BF062139|10622	hgnc_symbol|POLR3G|POLR3G
refseq_dna|NM_000050|NM_000050	hgnc_symbol|ASS|ASS
entrezgene|AI885815|440995	hgnc_symbol|LOC440995|LOC440995
entrezgene|AI432488|55314	hgnc_symbol|FLJ11155|FLJ11155
entrezgene|AB051458|85379	hgnc_symbol|KIAA1671|KIAA1671
entrezgene|AI972386|286343	hgnc_symbol|C9orf150|C9orf150
entrezgene|AK026966|205	hgnc_symbol|AK3L1|AK3L1
entrezgene|AL522667|84418	hgnc_symbol|ORF1-FL49|ORF1-FL49
refseq_dna|NM_021732|NM_021732	hgnc_symbol|AVPI1|AVPI1
refseq_dna|NM_006002|NM_006002	hgnc_symbol|UCHL3|UCHL3
entrezgene|AI672101|65987	hgnc_symbol|KCTD14|KCTD14
entrezgene|AW190873|9991	hgnc_symbol|ROD1|ROD1
embl|AA523172|AA523172
entrezgene|BC001811|23212	hgnc_symbol|RRS1|RRS1
entrezgene|AB032966|57217	hgnc_symbol|TTC7A|TTC7A
embl|AF019638|AF019638	hgnc_symbol|GDA|GDA
entrezgene|AI339568|80024	hgnc_symbol|SLC24A6|SLC24A6
refseq_dna|NM_005369|NM_005369	hgnc_symbol|MCF2|MCF2
entrezgene|BC004270|83593	hgnc_symbol|RASSF5|RASSF5
entrezgene|BF111268|818	hgnc_symbol|CAMK2G|CAMK2G
refseq_dna|NM_015140|NM_015140	hgnc_symbol|KIAA0153|KIAA0153
refseq_dna|NM_002394|NM_002394	hgnc_symbol|SLC3A2|SLC3A2
entrezgene|D87469|1952	hgnc_symbol|CELSR2|CELSR2
refseq_dna|NM_001878|NM_001878	hgnc_symbol|CRABP2|CRABP2
refseq_dna|NM_014832|NM_014832	hgnc_symbol|TBC1D4|TBC1D4
entrezgene|AK027160|10018	hgnc_symbol|BCL2L11|BCL2L11
refseq_dna|NM_003364|NM_003364	hgnc_symbol|UPP1|UPP1
embl|BG109230|BG109230
refseq_dna|NM_025135|NM_025135	hgnc_symbol|FHOD3|FHOD3
entrezgene|AL545105|113452	hgnc_symbol|TMEM54|TMEM54
entrezgene|AV729072|116843	hgnc_symbol|C6orf192|C6orf192
entrezgene|AF119841|55825	hgnc_symbol|PECR|PECR
entrezgene|AA115278|284252	hgnc_symbol|KCTD1|KCTD1
entrezgene|BF196943|54532	hgnc_symbol|LOC401151|LOC401151
entrezgene|BC009205|85411	hgnc_symbol|C6orf114|C6orf114
refseq_dna|NM_007016|NM_007016	hgnc_symbol|DUS4L|DUS4L
entrezgene|BG400596|202781	hgnc_symbol|LOC202781|LOC202781
refseq_dna|NM_004844|NM_004844	hgnc_symbol|SH3BP5|SH3BP5
refseq_dna|NM_004710|NM_004710	hgnc_symbol|SYNGR2|SYNGR2
entrezgene|BE786265|113828	hgnc_symbol|FAM83F|FAM83F
entrezgene|AK025063|151354	hgnc_symbol|NSE1|NSE1
refseq_dna|NM_014400|NM_014400	hgnc_symbol|LYPD3|LYPD3
entrezgene|BE542381|92935	hgnc_symbol|MARS2|MARS2
entrezgene|L25541|3914	hgnc_symbol|LAMB3|LAMB3
refseq_dna|NM_005764|NM_005764	hgnc_symbol|PDZK1IP1|PDZK1IP1
entrezgene|AB051487|80824	hgnc_symbol|DUSP16|DUSP16
entrezgene|BC000498|2805	hgnc_symbol|GOT1|GOT1
embl|J05008|J05008	hgnc_symbol|EDN1|EDN1
entrezgene|W46406|85377	hgnc_symbol|MICAL-L1|MICAL-L1
refseq_dna|NM_002014|NM_002014	hgnc_symbol|FKBP4|FKBP4
entrezgene|AK021779|79017	hgnc_symbol|C7orf24|C7orf24
embl|BE857689|BE857689	hgnc_symbol|FLJ22374|FLJ22374
entrezgene|AV705559|23175	hgnc_symbol|LPIN1|LPIN1
refseq_dna|NM_014251|NM_014251	hgnc_symbol|SLC25A13|SLC25A13
refseq_dna|NM_004056|NM_004056	hgnc_symbol|CA8|CA8
refseq_dna|NM_020987|NM_020987	hgnc_symbol|ANK3|ANK3
entrezgene|AK022859|219699	hgnc_symbol|UNC5B|UNC5B
refseq_dna|NM_006997|NM_006997	hgnc_symbol|TACC2|TACC2
entrezgene|AF119873|5265	hgnc_symbol|SERPINA1|SERPINA1
entrezgene|AF114013|8741	hgnc_symbol|TNFSF13 /// TNFSF12-TNFSF13|TNFSF13 /// TNFSF12-TNFSF13
entrezgene|N74607|360	hgnc_symbol|AQP3|AQP3
entrezgene|BE965311|79006	hgnc_symbol|METRN|METRN
refseq_dna|NM_005044|NM_005044	hgnc_symbol|PRKX|PRKX
refseq_dna|NM_000544|NM_000544	hgnc_symbol|TAP2|TAP2
embl|W25881|W25881	hgnc_symbol|MDS028|MDS028
embl|AI674565|AI674565
entrezgene|BF982174|8436	hgnc_symbol|SDPR|SDPR
entrezgene|AA845353|140894	hgnc_symbol|SCAND1|SCAND1
entrezgene|AF279900|4176	hgnc_symbol|MCM7|MCM7
refseq_dna|NM_005020|NM_005020	hgnc_symbol|PDE1C|PDE1C
entrezgene|AA521311|160760	hgnc_symbol|TA-PP2C|TA-PP2C
entrezgene|BC034716|51667	hgnc_symbol|NYREN18|NYREN18
embl|AL137708|AL137708	hgnc_symbol|SYT8|SYT8
entrezgene|AF116682|58527	hgnc_symbol|C6orf115|C6orf115
entrezgene|AW006123|114907	hgnc_symbol|FBXO32|FBXO32
entrezgene|AV753204|4293	hgnc_symbol|MAP3K9|MAP3K9
entrezgene|AA621962|4642	hgnc_symbol|MYO1D|MYO1D
entrezgene|AI871589|57224	hgnc_symbol|NHSL1|NHSL1
refseq_dna|NM_022772|NM_022772	hgnc_symbol|EPS8L2|EPS8L2
entrezgene|AI346445|119559	hgnc_symbol|SFXN4|SFXN4
entrezgene|BE301252|5768	hgnc_symbol|FLJ23867|FLJ23867
entrezgene|BG163591|112724	hgnc_symbol|RDH13|RDH13
entrezgene|AA541479|4214	hgnc_symbol|MAP3K1|MAP3K1
embl|AI784580|AI784580	hgnc_symbol|IMMP2L|IMMP2L
refseq_dna|NM_017947|NM_017947	hgnc_symbol|MOCOS|MOCOS
entrezgene|R48779|89944	hgnc_symbol|LOC89944|LOC89944
refseq_dna|NM_001769|NM_001769	hgnc_symbol|CD9|CD9
refseq_dna|NM_016286|NM_016286	hgnc_symbol|DCXR|DCXR
entrezgene|AI654133|135293	hgnc_symbol|ACY1L2|ACY1L2
entrezgene|AI924025|118881	hgnc_symbol|COMTD1|COMTD1
entrezgene|AB051530|153090	hgnc_symbol|DAB2IP|DAB2IP
embl|BG505096|BG505096	hgnc_symbol|CEBPZ|CEBPZ
entrezgene|AA513737|6183	hgnc_symbol|MRPS12|MRPS12
refseq_dna|NM_024622|NM_024622	hgnc_symbol|FLJ21901|FLJ21901
refseq_dna|NM_018398|NM_018398	hgnc_symbol|CACNA2D3|CACNA2D3
entrezgene|AW003367|254887	hgnc_symbol|ZDHHC23|ZDHHC23
refseq_dna|NM_014278|NM_014278	hgnc_symbol|HSPA4L|HSPA4L
entrezgene|N33167|1028	hgnc_symbol|CDKN1C|CDKN1C
refseq_dna|NM_025151|NM_025151	hgnc_symbol|RAB11FIP1|RAB11FIP1
entrezgene|AI807532|253152	hgnc_symbol|ABHD7|ABHD7
entrezgene|BF343007|7020	hgnc_symbol|TFAP2A|TFAP2A
refseq_dna|NM_017566|NM_017566	hgnc_symbol|KLHDC4|KLHDC4
embl|AK000776|AK000776
refseq_dna|NM_000281|NM_000281	hgnc_symbol|PCBD1|PCBD1
entrezgene|AL359055|346389
refseq_dna|NM_003012|NM_003012	hgnc_symbol|SFRP1|SFRP1
entrezgene|AU145019|23150	hgnc_symbol|FRMD4B|FRMD4B
refseq_dna|NM_002252|NM_002252	hgnc_symbol|KCNS3|KCNS3
entrezgene|AU160041|138162	hgnc_symbol|C9orf116|C9orf116
refseq_dna|NM_005569|NM_005569	hgnc_symbol|LIMK2|LIMK2
entrezgene|BC006332|1212	hgnc_symbol|CLTB|CLTB
entrezgene|U80034|4285	hgnc_symbol|MIPEP|MIPEP
entrezgene|AV716964|80063
refseq_dna|NM_000376|NM_000376	hgnc_symbol|VDR|VDR
refseq_dna|NM_000505|NM_000505	hgnc_symbol|F12|F12
entrezgene|AB033026|57475	hgnc_symbol|PLEKHH1|PLEKHH1
refseq_dna|NM_006665|NM_006665	hgnc_symbol|HPSE|HPSE
entrezgene|BC002690|3861	hgnc_symbol|KRT14|KRT14
entrezgene|AW001250|84331	hgnc_symbol|MGC15416|MGC15416
refseq_dna|NM_025165|NM_025165	hgnc_symbol|ELL3|ELL3
embl|BC042986|BC042986
refseq_dna|NM_001954|NM_001954	hgnc_symbol|DDR1|DDR1
refseq_dna|NM_017912|NM_017912	hgnc_symbol|HERC6|HERC6
embl|AV726540|AV726540
refseq_dna|NM_015677|NM_015677	hgnc_symbol|SH3YL1|SH3YL1
entrezgene|AF027205|10653	hgnc_symbol|SPINT2|SPINT2
entrezgene|AI927208|79148	hgnc_symbol|MMP28|MMP28
refseq_dna|NM_022449|NM_022449	hgnc_symbol|RAB17|RAB17
entrezgene|AI814909|400916	hgnc_symbol|C22orf16|C22orf16
embl|BF055370|BF055370	hgnc_symbol|MGC72075|MGC72075
entrezgene|L23928|6470	hgnc_symbol|SHMT1|SHMT1
entrezgene|U34690|11151	hgnc_symbol|CORO1A|CORO1A
refseq_dna|NM_016292|NM_016292	hgnc_symbol|TRAP1|TRAP1
refseq_dna|NM_001943|NM_001943	hgnc_symbol|DSG2|DSG2
embl|AA156240|AA156240	hgnc_symbol|GPCR5A|GPCR5A
refseq_dna|NM_024308|NM_024308	hgnc_symbol|MGC4172|MGC4172
entrezgene|BC000181|26996	hgnc_symbol|GPR160|GPR160
entrezgene|BE778706|415116	hgnc_symbol|PIM3|PIM3
entrezgene|AV728526|23220	hgnc_symbol|DTX4|DTX4
entrezgene|AL039862|157638	hgnc_symbol|FAM84B|FAM84B
embl|AL161725|AL161725	hgnc_symbol|DOCK8|DOCK8
refseq_dna|NM_004432|NM_004432	hgnc_symbol|ELAVL2|ELAVL2
entrezgene|D60944|10809	hgnc_symbol|STARD10|STARD10
refseq_dna|NM_000346|NM_000346	hgnc_symbol|SOX9|SOX9
entrezgene|BF215996|4430	hgnc_symbol|MYO1B|MYO1B
refseq_dna|NM_021991|NM_021991	hgnc_symbol|JUP|JUP
entrezgene|W93728|2983	hgnc_symbol|GUCY1B3|GUCY1B3
refseq_dna|NM_006749|NM_006749	hgnc_symbol|SLC20A2|SLC20A2
entrezgene|AY028896|29775	hgnc_symbol|CARD10|CARD10
entrezgene|BC003179|7851	hgnc_symbol|MALL|MALL
refseq_dna|NM_006533|NM_006533	hgnc_symbol|MIA|MIA
entrezgene|AW664013|727957	hgnc_symbol|KIAA1833|KIAA1833
refseq_dna|NM_000909|NM_000909	hgnc_symbol|NPY1R|NPY1R
refseq_dna|NM_004079|NM_004079	hgnc_symbol|CTSS|CTSS
refseq_dna|NM_007210|NM_007210	hgnc_symbol|GALNT6|GALNT6
refseq_dna|NM_006720|NM_006720	hgnc_symbol|ABLIM1|ABLIM1
refseq_dna|NM_024884|NM_024884	hgnc_symbol|L2HGDH|L2HGDH
entrezgene|AL834286|84144	hgnc_symbol|SYDE2|SYDE2
entrezgene|AI669535|729680	hgnc_symbol|IL17D|IL17D
refseq_dna|NM_006681|NM_006681	hgnc_symbol|NMU|NMU
entrezgene|L29008|6652	hgnc_symbol|SORD|SORD
entrezgene|Y14330|3714	hgnc_symbol|JAG2|JAG2
embl|AF257099|AF257099	hgnc_symbol|LOC440085|LOC440085
entrezgene|AF053719|11187	hgnc_symbol|PKP3|PKP3
refseq_dna|NM_002888|NM_002888	hgnc_symbol|RARRES1|RARRES1
entrezgene|BF739767|157285	hgnc_symbol|DKFZp761P0423|DKFZp761P0423
entrezgene|AI949095|286077	hgnc_symbol|FLJ46072|FLJ46072
entrezgene|AF047760|8612	hgnc_symbol|PPAP2C|PPAP2C
refseq_dna|NM_018891|NM_018891	hgnc_symbol|LAMC2|LAMC2
refseq_dna|NM_006033|NM_006033	hgnc_symbol|LIPG|LIPG
refseq_dna|NM_018192|NM_018192	hgnc_symbol|LEPREL1|LEPREL1
embl|AI339710|AI339710	hgnc_symbol|LOC58489|LOC58489
embl|BC042959|BC042959
refseq_dna|NM_001562|NM_001562	hgnc_symbol|IL18|IL18
refseq_dna|NM_021083|NM_021083	hgnc_symbol|XK|XK
entrezgene|BC019064|57464	hgnc_symbol|FAM40B|FAM40B
refseq_dna|NM_014395|NM_014395	hgnc_symbol|DAPP1|DAPP1
entrezgene|BE615699|23353	hgnc_symbol|UNC84A|UNC84A
refseq_dna|NM_002570|NM_002570	hgnc_symbol|PCSK6|PCSK6
entrezgene|AW082633|153769	hgnc_symbol|SH3RF2|SH3RF2
refseq_dna|NM_014788|NM_014788	hgnc_symbol|TRIM14|TRIM14
entrezgene|AI953847|255488	hgnc_symbol|IBRDC2|IBRDC2
entrezgene|AI694059|128553	hgnc_symbol|C20orf17|C20orf17
entrezgene|U85658|7022	hgnc_symbol|TFAP2C|TFAP2C
entrezgene|BC005094|84283	hgnc_symbol|MGC13102|MGC13102
embl|AF016004|AF016004	hgnc_symbol|GPM6B|GPM6B
embl|CA442342|CA442342
refseq_dna|NM_000224|NM_000224	hgnc_symbol|KRT18|KRT18
entrezgene|AI889160|91768	hgnc_symbol|CABLES1|CABLES1
entrezgene|AA522681|84333	hgnc_symbol|PCGF5|PCGF5
refseq_dna|NM_001200|NM_001200	hgnc_symbol|BMP2|BMP2
embl|X02189|X02189	hgnc_symbol|ADA|ADA
refseq_dna|NM_002160|NM_002160	hgnc_symbol|TNC|TNC
embl|N73742|N73742
entrezgene|BC005844|622	hgnc_symbol|BDH|BDH
embl|AI873273|AI873273	hgnc_symbol|SLC16A6 /// LOC440459|SLC16A6 /// LOC440459
refseq_dna|NM_024901|NM_024901	hgnc_symbol|DENND2D|DENND2D
refseq_dna|NM_012198|NM_012198	hgnc_symbol|GCA|GCA
entrezgene|AA872583|347735	hgnc_symbol|TDE2L|TDE2L
embl|AB044807|AB044807	hgnc_symbol|INADL|INADL
refseq_dna|NM_024734|NM_024734	hgnc_symbol|CLMN|CLMN
entrezgene|AB011152|116984	hgnc_symbol|CENTD1|CENTD1
refseq_dna|NM_003645|NM_003645	hgnc_symbol|SLC27A2|SLC27A2
refseq_dna|NM_000785|NM_000785	hgnc_symbol|CYP27B1|CYP27B1
refseq_dna|NM_022817|NM_022817	hgnc_symbol|PER2|PER2
refseq_dna|NM_000064|NM_000064	hgnc_symbol|C3|C3
embl|AI343467|AI343467	hgnc_symbol|INHBA|INHBA
refseq_dna|NM_002456|NM_002456	hgnc_symbol|MUC1|MUC1
embl|AF191495|AF191495	hgnc_symbol|F11R|F11R
entrezgene|U90304|10265	hgnc_symbol|IRX5|IRX5
entrezgene|AI928242|29842	hgnc_symbol|TFCP2L1|TFCP2L1
refseq_dna|NM_001723|NM_001723	hgnc_symbol|DST|DST
embl|AI382146|AI382146	hgnc_symbol|SOX9|SOX9
refseq_dna|NM_006536|NM_006536	hgnc_symbol|CLCA2|CLCA2
embl|AB028949|AB028949	hgnc_symbol|KIAA1026|KIAA1026
refseq_dna|NM_002997|NM_002997	hgnc_symbol|SDC1|SDC1
entrezgene|AB011131|27445	hgnc_symbol|PCLO|PCLO
embl|N71923|N71923	hgnc_symbol|FLRT3|FLRT3
entrezgene|AI742358|258010	hgnc_symbol|DKFZp313A2432|DKFZp313A2432
refseq_dna|NM_022898|NM_022898	hgnc_symbol|BCL11B|BCL11B
entrezgene|AI090141|8844	hgnc_symbol|KSR|KSR
refseq_dna|NM_005558|NM_005558	hgnc_symbol|LAD1|LAD1
entrezgene|AI357376|23327	hgnc_symbol|NEDD4L|NEDD4L
entrezgene|U76549|3856	hgnc_symbol|KRT8|KRT8
refseq_dna|NM_022168|NM_022168	hgnc_symbol|IFIH1|IFIH1
entrezgene|BC018208|54509	hgnc_symbol|RHOF|RHOF
embl|U37546|U37546	hgnc_symbol|BIRC3|BIRC3
refseq_dna|NM_014256|NM_014256	hgnc_symbol|B3GNT3|B3GNT3
entrezgene|AI004375|148534	hgnc_symbol|FLJ31842|FLJ31842
entrezgene|BC000795|55620	hgnc_symbol|STAP2|STAP2
refseq_dna|NM_005978|NM_005978	hgnc_symbol|S100A2|S100A2
embl|AW952781|AW952781
refseq_dna|NM_005490|NM_005490	hgnc_symbol|SH2D3A|SH2D3A
refseq_dna|NM_003619|NM_003619	hgnc_symbol|PRSS12|PRSS12
entrezgene|BE222220|93273	hgnc_symbol|LEMD1|LEMD1
refseq_dna|NM_004415|NM_004415	hgnc_symbol|DSP|DSP
entrezgene|BF060667|2707	hgnc_symbol|GJB3|GJB3
refseq_dna|NM_022096|NM_022096	hgnc_symbol|ANKRD5|ANKRD5
refseq_dna|NM_032761|NM_032761	hgnc_symbol|MGC16075|MGC16075
entrezgene|BC005871|84293	hgnc_symbol|C10orf58|C10orf58
entrezgene|AF070448|1515	hgnc_symbol|CTSL2|CTSL2
embl|AI826437|AI826437	hgnc_symbol|BMPR1B|BMPR1B
refseq_dna|NM_153448|NM_153448	hgnc_symbol|ESX1L|ESX1L
entrezgene|BF347089|7078	hgnc_symbol|TIMP3|TIMP3
entrezgene|U73945|1672	hgnc_symbol|DEFB1|DEFB1
entrezgene|AI743792|6480	hgnc_symbol|ST6GAL1|ST6GAL1
entrezgene|BC004492|25840	hgnc_symbol|DKFZP586A0522|DKFZP586A0522
entrezgene|BF939317|389337	hgnc_symbol|FLJ41603|FLJ41603
entrezgene|BC001338|29984	hgnc_symbol|RHOD|RHOD
entrezgene|AK024285|55342	hgnc_symbol|STRBP|STRBP
embl|AW207692|AW207692
refseq_dna|AP_001743|AP_001743	hgnc_symbol|RIPK4|RIPK4
embl|BF437161|BF437161
embl|AK097499|AK097499
entrezgene|L21181|3382	hgnc_symbol|ICA1|ICA1
embl|AU146924|AU146924	hgnc_symbol|NFIB|NFIB
entrezgene|AW083983|124056	hgnc_symbol|NOXO1|NOXO1
embl|Z19574|Z19574	hgnc_symbol|KRT17|KRT17
entrezgene|AI244661|143098	hgnc_symbol|MPP7|MPP7
entrezgene|BE672408|23426
refseq_dna|NM_005461|NM_005461	hgnc_symbol|MAFB|MAFB
embl|AK056897|AK056897
entrezgene|AF091627|8626	hgnc_symbol|TP73L|TP73L
entrezgene|AW080549|2525	hgnc_symbol|FUT3|FUT3
entrezgene|AI025415|55349	hgnc_symbol|CHDH|CHDH
entrezgene|BC000329|2810	hgnc_symbol|SFN|SFN
refseq_dna|NM_003447|NM_003447	hgnc_symbol|ZNF165|ZNF165
embl|J04152|J04152	hgnc_symbol|TACSTD2|TACSTD2
refseq_dna|NM_003914|NM_003914	hgnc_symbol|CCNA1|CCNA1
entrezgene|AI797281|1825	hgnc_symbol|DSC3|DSC3
refseq_dna|NM_005268|NM_005268	hgnc_symbol|GJB5|GJB5
entrezgene|M13436|3624	hgnc_symbol|INHBA|INHBA
refseq_dna|NM_005672|NM_005672	hgnc_symbol|PSCA|PSCA
entrezgene|AA809640|126969	hgnc_symbol|SLC44A3|SLC44A3
entrezgene|AF086401|346389
refseq_dna|NM_003064|NM_003064	hgnc_symbol|SLPI|SLPI
entrezgene|AW131039|3696	hgnc_symbol|ITGB8|ITGB8
refseq_dna|NM_024626|NM_024626	hgnc_symbol|VTCN1|VTCN1
entrezgene|BC000433|5603	hgnc_symbol|MAPK13|MAPK13
entrezgene|U55764|6783	hgnc_symbol|SULT1E1|SULT1E1
entrezgene|AU144565|64097	hgnc_symbol|TIGA1|TIGA1
embl|AL136531|AL136531	hgnc_symbol|SDCBP2|SDCBP2
entrezgene|AV709406|128218	hgnc_symbol|MGC17299|MGC17299
entrezgene|AI202201|56704	hgnc_symbol|JPH1|JPH1
entrezgene|AA394039|573	hgnc_symbol|BAG1|BAG1
entrezgene|AI734993|154141	hgnc_symbol|OACT1|OACT1
entrezgene|M63310|306	hgnc_symbol|ANXA3|ANXA3
refseq_dna|NM_005114|NM_005114	hgnc_symbol|HS3ST1|HS3ST1
entrezgene|AW026379|8792	hgnc_symbol|TNFRSF11A|TNFRSF11A
entrezgene|AL554008|9289	hgnc_symbol|GPR56|GPR56
refseq_dna|NM_002964|NM_002964	hgnc_symbol|S100A8|S100A8
refseq_dna|NM_018000|NM_018000	hgnc_symbol|DSU|DSU
refseq_dna|NM_023915|NM_023915	hgnc_symbol|GPR87|GPR87
entrezgene|AI763378|26298	hgnc_symbol|EHF|EHF
entrezgene|BF589207|254427	hgnc_symbol|C10orf47|C10orf47
entrezgene|AU157049|153346	hgnc_symbol|LOC153346|LOC153346
refseq_dna|NM_017577|NM_017577	hgnc_symbol|DKFZp434C0328|DKFZp434C0328
refseq_dna|NM_005865|NM_005865	hgnc_symbol|PRSS16|PRSS16
entrezgene|AI627262|135932	hgnc_symbol|FLJ90586|FLJ90586
embl|AW009562|AW009562	hgnc_symbol|MARVELD2|MARVELD2
refseq_dna|NM_018265|NM_018265	hgnc_symbol|C1orf106|C1orf106
entrezgene|AB020702|23366	hgnc_symbol|KIAA0895|KIAA0895
refseq_dna|NM_031311|NM_031311	hgnc_symbol|CPVL|CPVL
entrezgene|BC035596|56924	hgnc_symbol|PAK6|PAK6
entrezgene|AF118887|10451	hgnc_symbol|VAV3|VAV3
refseq_dna|NM_022140|NM_022140	hgnc_symbol|EPB41L4A|EPB41L4A
embl|AU144284|AU144284	hgnc_symbol|IRF6|IRF6
refseq_dna|NM_016203|NM_016203	hgnc_symbol|PRKAG2|PRKAG2
entrezgene|BG290908|5205
refseq_dna|NM_018728|NM_018728	hgnc_symbol|MYO5C|MYO5C
refseq_dna|NM_012101|NM_012101	hgnc_symbol|TRIM29|TRIM29
entrezgene|L48516|5446	hgnc_symbol|PON3|PON3
refseq_dna|NM_017412|NM_017412	hgnc_symbol|FZD3|FZD3
refseq_dna|NM_001717|NM_001717	hgnc_symbol|BNC1|BNC1
refseq_dna|NM_002670|NM_002670	hgnc_symbol|PLS1|PLS1
entrezgene|AA706316|93099	hgnc_symbol|ZD52F10|ZD52F10
refseq_dna|NM_005059|NM_005059	hgnc_symbol|RLN2|RLN2
refseq_dna|NM_019027|NM_019027	hgnc_symbol|FLJ20273|FLJ20273
refseq_dna|NM_001085|NM_001085	hgnc_symbol|SERPINA3|SERPINA3
entrezgene|AV691491|161291	hgnc_symbol|TMEM30B|TMEM30B
refseq_dna|NM_000161|NM_000161	hgnc_symbol|GCH1|GCH1
embl|D38503|D38503	hgnc_symbol|PMS2L1|PMS2L1
entrezgene|BE974098|7163	hgnc_symbol|TPD52|TPD52
entrezgene|AI279514|147700	hgnc_symbol|KLC3|KLC3
refseq_dna|NM_005980|NM_005980	hgnc_symbol|S100P|S100P
refseq_dna|NM_024712|NM_024712	hgnc_symbol|ELMO3|ELMO3
entrezgene|BC013103|54933	hgnc_symbol|RHBDL2|RHBDL2
refseq_dna|NM_030797|NM_030797	hgnc_symbol|FAM49A|FAM49A
entrezgene|AA456955|163782	hgnc_symbol|ANKRD38|ANKRD38
refseq_dna|NM_015925|NM_015925	hgnc_symbol|LISCH7|LISCH7
