Probe Set ID	In final signature?	Gene Symbol	Orientation	Description
ADXCRAD_CX870401_x_at	Yes	BAT1 ///SNORD84	Sense	small nucleolar RNA_ C/D box 84 [Source:HGNC Symbol;Acc:32743] /// HLA-B associated transcript 1 Fragment  [Source:UniProtKB/TrEMBL;Acc:B0V2L0] /// small nucleolar RNA_ C/D box 84 [Source:HGNC Symbol;Acc:32743]
ADXCRAD_CX872171_at	Yes	C12orf47	Sense	N/A
ADXCRAD_CX872171_x_at	Yes	C12orf47	Sense	N/A
ADXCRAD_CX872280_s_at	Yes	P4HB	Sense	prolyl 4-hydroxylase_ beta polypeptide [Source:HGNC Symbol;Acc:8548]
ADXCRAD_D81713_at	Yes	LRCH1	Sense	leucine-rich repeats and calponin homology (CH) domain containing 1 [Source:HGNC Symbol;Acc:20309]
ADXCRAD_DN602385_s_at	Yes	MAPK1IP1L	Sense	mitogen-activated protein kinase 1 interacting protein 1-like [Source:HGNC Symbol;Acc:19840]
ADXCRAD_N86095_at	Yes	FLCN	Sense	folliculin [Source:HGNC Symbol;Acc:27310]
ADXCRAD_NM_002260_s_at	Yes	KLRC1 /// KLRC2	Sense	killer cell lectin-like receptor subfamily C_ member 1 [Source:HGNC Symbol;Acc:6374] /// killer cell lectin-like receptor subfamily C_ member 2 [Source:HGNC Symbol;Acc:6375]
ADXCRAD_NM_006932_x_at	Yes	RP3-412A9.10 (Clone_based_vega_gene) /// SMTN	Sense	Putative processed transcript /// smoothelin [Source:HGNC Symbol;Acc:11126]
ADXCRAD_NM_014630_s_at	Yes	ZNF592	Sense	zinc finger protein 592 [Source:HGNC Symbol;Acc:28986]
ADXCRAD_NM_014985_at	Yes	CEP152	Sense	centrosomal protein 152kDa [Source:HGNC Symbol;Acc:29298]
ADXCRAD_NM_021651_at	Yes	EIF3K	Sense	eukaryotic translation initiation factor 3_ subunit K [Source:HGNC Symbol;Acc:24656]
ADXCRAD_NM_021777_at	Yes	ADAM28	Sense	ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:206]
ADXCRAD_NM_022064_s_at	Yes	RNF123	Sense	ring finger protein 123 [Source:HGNC Symbol;Acc:21148]
ADXCRAD_NM_145809_x_at	Yes	AC107983.1 (Clone_based_vega_gene)	Sense	TL132 protein (LOC220594)_ non-coding RNA [Source:RefSeq DNA;Acc:NR_003554]
ADXCRAD_NM_176825_s_at	Yes	SULT1C2	Sense	sulfotransferase family_ cytosolic_ 1C_ member 2 [Source:HGNC Symbol;Acc:11456]
ADXCRAD_R42604_at	Yes	SNTB2	AntiSense	syntrophin_ beta 2 (dystrophin-associated protein A1_ 59kDa_ basic component 2) [Source:HGNC Symbol;Acc:11169]
ADXCRAD_W68180_at	Yes	EEF2K	AntiSense	eukaryotic elongation factor-2 kinase [Source:HGNC Symbol;Acc:24615]
ADXCRAD_XM_374484_at	Yes	PCLO	Sense	piccolo (presynaptic cytomatrix protein) [Source:HGNC Symbol;Acc:13406]
ADXCRAG_AB013384_s_at	Yes	HIP1R	Sense	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:18415]
ADXCRAG_AB045118_at	Yes	FRAT2	Sense	frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:16048]
ADXCRAG_AB049149_s_at	Yes	PPFIBP1	Sense	PTPRF interacting protein_ binding protein 1 (liprin beta 1) [Source:HGNC Symbol;Acc:9249]
ADXCRAG_AB080747_s_at	Yes	FOXP4	Sense	forkhead box P4 [Source:HGNC Symbol;Acc:20842]
ADXCRAG_AB082533_at	Yes	SGK269 (Entrez)	Sense	Tyrosine-protein kinase SgK269 (EC 2.7.10.2)(Sugen kinase 269) [Source:UniProtKB/Swiss-Prot;Acc:Q9H792]
ADXCRAG_AB082533_x_at	Yes	SGK269 (Entrez)	Sense	Tyrosine-protein kinase SgK269 (EC 2.7.10.2)(Sugen kinase 269) [Source:UniProtKB/Swiss-Prot;Acc:Q9H792]
ADXCRAG_AF004231_s_at	Yes	LILRB2	Sense	leukocyte immunoglobulin-like receptor_ subfamily B (with TM and ITIM domains)_ member 2 [Source:HGNC Symbol;Acc:6606]
ADXCRAG_AF109907_at	Yes	NUMB	AntiSense	numb homolog (Drosophila) [Source:HGNC Symbol;Acc:8060]
ADXCRAG_AF132197_x_at	Yes	CYFIP2	Sense	cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:13760]
ADXCRAG_AF136631_at	Yes	NRN1	Sense	neuritin 1 [Source:HGNC Symbol;Acc:17972]
ADXCRAG_AF138861_s_at	Yes	AL138478.1 (Clone_based_ensembl_gene)	Sense	Known long non-coding RNA.
ADXCRAG_AF172269_s_at	Yes	TNIK	Sense	TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:30765]
ADXCRAG_AF176912_at	Yes	CLCF1	Sense	cardiotrophin-like cytokine factor 1 [Source:HGNC Symbol;Acc:17412]
ADXCRAG_AF274048_s_at	Yes	UHRF1	Sense	ubiquitin-like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:12556]
ADXCRAG_AF350251_s_at	Yes	USP32	Sense	ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:19143]
ADXCRAG_AF395751_s_at	Yes	DCLRE1C	Sense	DNA cross-link repair 1C (PSO2 homolog_ S. cerevisiae) [Source:HGNC Symbol;Acc:17642]
ADXCRAG_AJ270778_s_at	Yes	TCF7L2	Sense	transcription factor 7-like 2 (T-cell specific_ HMG-box) [Source:HGNC Symbol;Acc:11641]
ADXCRAG_AJ313524_s_at	Yes	MACC1	Sense	metastasis associated in colon cancer 1 [Source:HGNC Symbol;Acc:30215]
ADXCRAG_AJ420536_at	Yes	TPBG	Sense	trophoblast glycoprotein [Source:HGNC Symbol;Acc:12004]
ADXCRAG_AK091465_at	Yes	LARP1	Sense	La ribonucleoprotein domain family_ member 1 [Source:HGNC Symbol;Acc:29531]
ADXCRAG_AK160379_at	Yes	SP100	Sense	SP100 nuclear antigen [Source:HGNC Symbol;Acc:11206]
ADXCRAG_AL117466_s_at	Yes	LIMK2	Sense	LIM domain kinase 2 [Source:HGNC Symbol;Acc:6614]
ADXCRAG_AL389951_s_at	Yes	NUP50	Sense	nucleoporin 50kDa [Source:HGNC Symbol;Acc:8065]
ADXCRAG_AL832008_at	Yes	FNIP1	Sense	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:29418]
ADXCRAG_AY206718_s_at	Yes	PPARA	Sense	peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232]
ADXCRAG_BC000004_x_at	Yes	HSCB	Sense	HscB iron-sulfur cluster co-chaperone homolog (E. coli) [Source:HGNC Symbol;Acc:28913]
ADXCRAG_BC001557_s_at	Yes	SMC4	Sense	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:14013]
ADXCRAG_BC004542_s_at	Yes	PLXNB2	Sense	plexin B2 [Source:HGNC Symbol;Acc:9104]
ADXCRAG_BC005352_s_at	Yes	TNFAIP8	Sense	tumor necrosis factor_ alpha-induced protein 8 [Source:HGNC Symbol;Acc:17260]
ADXCRAG_BC007608_at	Yes	HMGB3	Sense	high-mobility group box 3 [Source:HGNC Symbol;Acc:5004]
ADXCRAG_BC007608_x_at	Yes	HMGB3	Sense	high-mobility group box 3 [Source:HGNC Symbol;Acc:5004]
ADXCRAG_BC010540_at	Yes	C11orf2	Sense	Protein fat-free homolog (Another new gene 2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9UID3]
ADXCRAG_BC011901_at	Yes	KRT17	Sense	keratin 17 [Source:HGNC Symbol;Acc:6427]
ADXCRAG_BC012165_s_at	Yes	RMND5A	Sense	required for meiotic nuclear division 5 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:25850]
ADXCRAG_BC012866_at	Yes	TNFRSF10A	Sense	tumor necrosis factor receptor superfamily_ member 10a [Source:HGNC Symbol;Acc:11904]
ADXCRAG_BC015714_s_at	Yes	PHF21A	Sense	PHD finger protein 21A [Source:HGNC Symbol;Acc:24156]
ADXCRAG_BC015773_s_at	Yes	PPP1R14C	Sense	protein phosphatase 1_ regulatory (inhibitor) subunit 14C [Source:HGNC Symbol;Acc:14952]
ADXCRAG_BC015816_s_at	Yes	MAST2	Sense	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:19035]
ADXCRAG_BC015928_s_at	Yes	ARRDC3	Sense	arrestin domain containing 3 [Source:HGNC Symbol;Acc:29263]
ADXCRAG_BC015944_s_at	Yes	TIA1	Sense	TIA1 cytotoxic granule-associated RNA binding protein [Source:HGNC Symbol;Acc:11802]
ADXCRAG_BC016467_s_at	Yes	FKBP10	Sense	FK506 binding protein 10_ 65 kDa [Source:HGNC Symbol;Acc:18169]
ADXCRAG_BC017424_s_at	Yes	KIAA1217	Sense	KIAA1217 [Source:HGNC Symbol;Acc:25428]
ADXCRAG_BC021570_x_at	Yes	ZNRF3	Sense	zinc and ring finger 3 [Source:HGNC Symbol;Acc:18126]
ADXCRAG_BC026694_s_at	Yes	TMEM184A	Sense	transmembrane protein 184A [Source:HGNC Symbol;Acc:28797]
ADXCRAG_BC027959_at	Yes	LOC80054	Sense	Homo sapiens hypothetical LOC80054 (LOC80054)_ non-coding RNA.
ADXCRAG_BC028135_s_at	Yes	P2RY2	Sense	purinergic receptor P2Y_ G-protein coupled_ 2 [Source:HGNC Symbol;Acc:8541]
ADXCRAG_BC033465_at	Yes	VDR	Sense	vitamin D (1_25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]
ADXCRAG_BC039833_at	Yes	RNF44	Sense	ring finger protein 44 [Source:HGNC Symbol;Acc:19180]
ADXCRAG_BC049209_at	Yes	C2orf89	Sense	UPF0632 protein C2orf89 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q86V40]
ADXCRAG_BC051650_s_at	Yes	TOM1L2	Sense	target of myb1-like 2 (chicken) [Source:HGNC Symbol;Acc:11984]
ADXCRAG_BC058002_at	Yes	MORC3	Sense	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:23572]
ADXCRAG_BC058002_x_at	Yes	MORC3	Sense	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:23572]
ADXCRAG_BC062348_s_at	Yes	AL136419.1 (Clone_based_ensembl_gene)	Sense	Full-length cDNA clone CS0DF029YN24 of Fetal brain of Homo sapiens (human) Fragment  [Source:UniProtKB/TrEMBL;Acc:Q86U40]
ADXCRAG_BC062632_s_at	Yes	LRRC37B2 /// AC005562.3 (Clone_based_vega_gene)	AntiSense	leucine rich repeat containing 37_ member B2 [Source:HGNC Symbol;Acc:25390] /// Known pseudogene.
ADXCRAG_BC064577_at	Yes	CPNE7	Sense	copine VII [Source:HGNC Symbol;Acc:2320]
ADXCRAG_BC072004_at	Yes	CLCN2	Sense	chloride channel 2 [Source:HGNC Symbol;Acc:2020]
ADXCRAG_BX640630_s_at	Yes	SLC30A7	Sense	solute carrier family 30 (zinc transporter)_ member 7 [Source:HGNC Symbol;Acc:19306]
ADXCRAG_BX647167_s_at	Yes	ANXA4	Sense	annexin A4 [Source:HGNC Symbol;Acc:542]
ADXCRAG_BX647358_x_at	Yes	NPIPL2	Sense	nuclear pore complex interacting protein-like 2 [Source:HGNC Symbol;Acc:34409]
ADXCRAG_BX648499_s_at	Yes	C4orf41	Sense	UPF0636 protein C4orf41  [Source:UniProtKB/Swiss-Prot;Acc:Q7Z392]
ADXCRAG_D50419_s_at	Yes	ZNF175	Sense	zinc finger protein 175 [Source:HGNC Symbol;Acc:12964]
ADXCRAG_NM_000937_s_at	Yes	POLR2A	Sense	polymerase (RNA) II (DNA directed) polypeptide A_ 220kDa [Source:HGNC Symbol;Acc:9187]
ADXCRAG_NM_001909_x_at	Yes	CTSD	Sense	cathepsin D [Source:HGNC Symbol;Acc:2529]
ADXCRAG_NM_001918_s_at	Yes	DBT	Sense	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:2698]
ADXCRAG_NM_001988_at	Yes	EVPL	Sense	envoplakin [Source:HGNC Symbol;Acc:3503]
ADXCRAG_NM_002146_s_at	Yes	HOXB3	Sense	homeobox B3 [Source:HGNC Symbol;Acc:5114]
ADXCRAG_NM_002526_at	Yes	NT5E	Sense	5-nucleotidase_ ecto (CD73) [Source:HGNC Symbol;Acc:8021]
ADXCRAG_NM_003234_s_at	Yes	TFRC	Sense	transferrin receptor (p90_ CD71) [Source:HGNC Symbol;Acc:11763]
ADXCRAG_NM_003376_at	Yes	VEGFA	Sense	vascular endothelial growth factor A [Source:HGNC Symbol;Acc:12680]
ADXCRAG_NM_003890_at	Yes	FCGBP	Sense	Fc fragment of IgG binding protein [Source:HGNC Symbol;Acc:13572]
ADXCRAG_NM_020384_at	Yes	CLDN2	Sense	claudin 2 [Source:HGNC Symbol;Acc:2041]
ADXCRAG_NM_025168_s_at	Yes	LRRC1	Sense	leucine rich repeat containing 1 [Source:HGNC Symbol;Acc:14307]
ADXCRAG_NM_145754_s_at	Yes	KIFC2	Sense	kinesin family member C2 [Source:HGNC Symbol;Acc:29530]
ADXCRAG_NM_173542_s_at	Yes	PLBD2	Sense	phospholipase B domain containing 2 [Source:HGNC Symbol;Acc:27283]
ADXCRAG_NM_194428_at	Yes	DHX34	Sense	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:16719]
ADXCRAG_NM_194428_x_at	Yes	DHX34	Sense	DEAH (Asp-Glu-Ala-His) box polypeptide 34 [Source:HGNC Symbol;Acc:16719]
ADXCRAG_NM_198389_s_at	Yes	PDPN	Sense	podoplanin [Source:HGNC Symbol;Acc:29602]
ADXCRAG_U91543_s_at	Yes	CHD3	Sense	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:1918]
ADXCRAG_X56774_x_at	Yes	IGF1	Sense	insulin-like growth factor 1 (somatomedin C) [Source:HGNC Symbol;Acc:5464]
ADXCRAG_X81197_at	Yes	ARCN1	Sense	archain 1 [Source:HGNC Symbol;Acc:649]
ADXCRAG_XM_040265_s_at	Yes	LARP4B	Sense	La ribonucleoprotein domain family_ member 4B [Source:HGNC Symbol;Acc:28987]
ADXCRAG_XM_290516_x_at	Yes	CDC42BPG	Sense	CDC42 binding protein kinase gamma (DMPK-like) [Source:HGNC Symbol;Acc:29829]
ADXCRAG_XM_374317_s_at	Yes	AC011043.1 (Clone_based_ensembl_gene)	Sense	Putative uncharacterized protein DKFZp667B1610  [Source:UniProtKB/TrEMBL;Acc:Q69YS9]
ADXCRIH.1053.C1_at	Yes	PIGR	Sense	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:8968]
ADXCRIH.1055.C1_s_at	Yes	AC090937.2 (Clone_based_vega_gene)	Sense	Novel processed transcript.
ADXCRIH.1113.C1_x_at	Yes	IGFBP2	Sense	insulin-like growth factor binding protein 2_ 36kDa [Source:HGNC Symbol;Acc:5471]
ADXCRIH.1351.C1_s_at	Yes	SDC4	Sense	syndecan 4 [Source:HGNC Symbol;Acc:10661]
ADXCRIH.1401.C1_s_at	Yes	KRT18	Sense	Keratin_ type I cytoskeletal 18 (Cytokeratin-18)(CK-18)(Keratin-18)(K18)(Cell proliferation-inducing gene 46 protein) [Source:U+E67niProtKB/Swiss-Prot;Acc:P05783]
ADXCRIH.1405.C1_s_at	Yes	CFB	Sense	Complement factor B Precursor (EC 3.4.21.47)(C3/C5 convertase)(Properdin factor B)(Glycine-rich beta glycoprotein)(GBG)(PBF2) [Contains Complement factor B Ba fragment;Complement factor B Bb fragment] [Source:UniProtKB/Swiss-Prot;Acc:P00751]
ADXCRIH.1424.C1_s_at	Yes	TAX1BP1	Sense	Tax1 (human T-cell leukemia virus type I) binding protein 1 [Source:HGNC Symbol;Acc:11575]
ADXCRIH.1483.C1_s_at	Yes	AES	Sense	amino-terminal enhancer of split [Source:HGNC Symbol;Acc:307]
ADXCRIH.1549.C1_at	Yes	ELOVL5	AntiSense	ELOVL family member 5_ elongation of long chain fatty acids (FEN1/Elo2_ SUR4/Elo3-like_ yeast) [Source:HGNC Symbol;Acc:21308]
ADXCRIH.1552.C1_s_at	Yes	ATP2C2	Sense	ATPase_ Ca++ transporting_ type 2C_ member 2 [Source:HGNC Symbol;Acc:29103]
ADXCRIH.157.C4_s_at	Yes	HMGB1	Sense	high-mobility group box 1 [Source:HGNC Symbol;Acc:4983]
ADXCRIH.1654.C3_s_at	Yes	CFTR	Sense	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C_ member 7) [Source:HGNC Symbol;Acc:1884]
ADXCRIH.1727.C1_s_at	Yes	FLNB	Sense	filamin B_ beta [Source:HGNC Symbol;Acc:3755]
ADXCRIH.179.C1_at	Yes	NET1	AntiSense	neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:14592]
ADXCRIH.2039.C1_s_at	Yes	PVR	Sense	poliovirus receptor [Source:HGNC Symbol;Acc:9705]
ADXCRIH.2111.C1_at	Yes	SNHG12	Sense	small nucleolar RNA_ H/ACA box 44 [Source:HGNC Symbol;Acc:32637]
ADXCRIH.2173.C1_at	Yes	IL32	AntiSense	interleukin 32 [Source:HGNC Symbol;Acc:16830]
ADXCRIH.2179.C1_at	Yes	NBN	AntiSense	nibrin [Source:HGNC Symbol;Acc:7652]
ADXCRIH.2217.C1_s_at	Yes	ADIPOR2	Sense	adiponectin receptor 2 [Source:HGNC Symbol;Acc:24041]
ADXCRIH.2218.C1_at	Yes	CAPN12	Sense	calpain 12 [Source:HGNC Symbol;Acc:13249]
ADXCRIH.2331.C1_x_at	Yes	G3BP2	Sense	GTPase activating protein (SH3 domain) binding protein 2 [Source:HGNC Symbol;Acc:30291]
ADXCRIH.2384.C1_s_at	Yes	PHF3	Sense	PHD finger protein 3 [Source:HGNC Symbol;Acc:8921]
ADXCRIH.2554.C1_s_at	Yes	CPEB2	Sense	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:21745]
ADXCRIH.2688.C1_s_at	Yes	ARSE	Sense	arylsulfatase E (chondrodysplasia punctata 1) [Source:HGNC Symbol;Acc:719]
ADXCRIH.278.C1_s_at	Yes	MRPL23	Sense	mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:10322]
ADXCRIH.2819.C2_x_at	Yes	RGPD3 /// RGPD4 /// RGPD5 /// RGPD6	AntiSense	RANBP2-like and GRIP domain containing 3 [Source:HGNC Symbol;Acc:32416] /// RANBP2-like and GRIP domain containing 4 [Source:HGNC Symbol;Acc:32417] /// RANBP2-like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:32418] /// RANBP2-like and GRIP domain
ADXCRIH.2824.C1_s_at	Yes	TBK1	Sense	TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584]
ADXCRIH.283.C1_at	Yes	OLFM4	AntiSense	olfactomedin 4 [Source:HGNC Symbol;Acc:17190]
ADXCRIH.2921.C1_s_at	Yes	CALM3	Sense	calmodulin 3 (phosphorylase kinase_ delta) [Source:HGNC Symbol;Acc:1449]
ADXCRIH.2931.C3_s_at	Yes	STAT1	Sense	signal transducer and activator of transcription 1_ 91kDa [Source:HGNC Symbol;Acc:11362]
ADXCRIH.3022.C1_s_at	Yes	XPC	Sense	xeroderma pigmentosum_ complementation group C [Source:HGNC Symbol;Acc:12816]
ADXCRIH.311.C1_s_at	Yes	ARHGAP12	Sense	Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:16348]
ADXCRIH.3160.C1_s_at	Yes	ATP5G1	Sense	ATP synthase_ H+ transporting_ mitochondrial Fo complex_ subunit C1 (subunit 9) [Source:HGNC Symbol;Acc:841]
ADXCRIH.3322.C1_at	Yes	N/A	No Transcript match	N/A
ADXCRIH.3436.C1_s_at	Yes	USP12	Sense	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:20485]
ADXCRIH.3580.C1_at	Yes	RP11-460N11.2 (Clone_based_vega_gene)	AntiSense	Known pseudogene.
ADXCRIH.3648.C2_at	Yes	NCAPD2	Sense	non-SMC condensin I complex_ subunit D2 [Source:HGNC Symbol;Acc:24305]
ADXCRIH.3717.C1_s_at	Yes	GABARAP	Sense	GABA(A) receptor-associated protein [Source:HGNC Symbol;Acc:4067]
ADXCRIH.3937.C1_at	Yes	SH3D19	AntiSense	SH3 domain containing 19 [Source:HGNC Symbol;Acc:30418]
ADXCRIH.3975.C1_at	Yes	ARSD	Sense	arylsulfatase D [Source:HGNC Symbol;Acc:717]
ADXCRIH.3995.C1_s_at	Yes	TRIM5	Sense	tripartite motif-containing 5 [Source:HGNC Symbol;Acc:16276]
ADXCRIH.481.CB1_at	Yes	RP11-122C9.1 (Clone_based_vega_gene)	AntiSense	Known pseudogene.
ADXCRIH.50.C1_at	Yes	GPRC5A	Sense	G protein-coupled receptor_ family C_ group 5_ member A [Source:HGNC Symbol;Acc:9836]
ADXCRIH.638.C2_at	Yes	CEACAM6	AntiSense	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen) [Source:HGNC Symbol;Acc:1818]
ADXCRIH.766.C1_s_at	Yes	CLPTM1L	Sense	CLPTM1-like [Source:HGNC Symbol;Acc:24308]
ADXCRIH.895.C1_s_at	Yes	LRRC59	Sense	leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:28817]
ADXCRIH.928.C1_s_at	Yes	SORD	Sense	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:11184]
ADXCRIH.949.C1_at	Yes	N/A	No Genome match	N/A
ADXCRIHRC.1844.C1_s_at	Yes	NDRG2	Sense	NDRG family member 2 [Source:HGNC Symbol;Acc:14460]
ADXCRIHRC.2093.C1_s_at	Yes	HSPD1	Sense	heat shock 60kDa protein 1 (chaperonin) [Source:HGNC Symbol;Acc:5261]
ADXCRIHRC.2845.C1_s_at	Yes	RTEL1 /// TNFRSF6B	Sense	regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:15888] /// tumor necrosis factor receptor superfamily_ member 6b_ decoy [Source:HGNC Symbol;Acc:11921]
ADXCRIHRC.2931.C2_s_at	Yes	STAT1	Sense	signal transducer and activator of transcription 1_ 91kDa [Source:HGNC Symbol;Acc:11362]
ADXCRIHRC.3651.C1_s_at	Yes	TRIM31	Sense	Tripartite motif-containing 31 [Source:HGNC Symbol;Acc:16289]
ADXCRPD.10016.C1_at	Yes	SATB2	AntiSense	SATB homeobox 2 [Source:HGNC Symbol;Acc:21637]
ADXCRPD.10116.C1_s_at	Yes	OXSR1	Sense	oxidative-stress responsive 1 [Source:HGNC Symbol;Acc:8508]
ADXCRPD.10174.C1_at	Yes	PEA15	Sense	phosphoprotein enriched in astrocytes 15 [Source:HGNC Symbol;Acc:8822]
ADXCRPD.10195.C1_at	Yes	SLK	Sense	STE20-like kinase (yeast) [Source:HGNC Symbol;Acc:11088]
ADXCRPD.10387.C1_at	Yes	RBM47	Sense	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:30358]
ADXCRPD.1045.C1_s_at	Yes	FBXO45	Sense	F-box protein 45 [Source:HGNC Symbol;Acc:29148]
ADXCRPD.10513.C1_s_at	Yes	NR3C2	Sense	nuclear receptor subfamily 3_ group C_ member 2 [Source:HGNC Symbol;Acc:7979]
ADXCRPD.10737.C1_s_at	Yes	ABR	Sense	active BCR-related gene [Source:HGNC Symbol;Acc:81]
ADXCRPD.10763.C1_s_at	Yes	AC027612.6 (Clone_based_vega_gene)	Sense	lymphocyte-specific protein 1 pseudogene (LOC654342)_ non-coding RNA [Source:RefSeq DNA;Acc:NR_027238]
ADXCRPD.10809.C1_at	Yes	KANK1	AntiSense	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:19309]
ADXCRPD.10820.C1_at	Yes	NOL8	Sense	nucleolar protein 8 [Source:HGNC Symbol;Acc:23387]
ADXCRPD.10843.C1_s_at	Yes	TSR2	Sense	TSR2_ 20S rRNA accumulation_ homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25455]
ADXCRPD.10916.C1_at	Yes	KLRAQ1	AntiSense	KLRAQ motif containing 1 [Source:HGNC Symbol;Acc:30595]
ADXCRPD.10945.C1_at	Yes	AMAC1L1	Sense	acyl-malonyl condensing enzyme 1-like 1 [Source:HGNC Symbol;Acc:31043]
ADXCRPD.10961.C1_at	Yes	RP11-86H7.1 (Clone_based_vega_gene)	Sense	Novel processed transcript.
ADXCRPD.11028.C1_at	Yes	MMP1	AntiSense	matrix metallopeptidase 1 (interstitial collagenase) [Source:HGNC Symbol;Acc:7155]
ADXCRPD.11050.C1_at	Yes	GALNT5	Sense	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) [Source:HGNC Symbol;Acc:4127]
ADXCRPD.11083.C1_at	Yes	DSP	Sense	desmoplakin [Source:HGNC Symbol;Acc:3052]
ADXCRPD.11084.C1_at	Yes	TJP2	Sense	tight junction protein 2 (zona occludens 2) [Source:HGNC Symbol;Acc:11828]
ADXCRPD.11100.C1_at	Yes	AC068491.1 (Clone_based_vega_gene)	Sense	non-protein coding RNA 152 (NCRNA00152)_ transcript variant 2_ non-coding RNA [Source:RefSeq DNA;Acc:NR_024205]
ADXCRPD.11100.C1_x_at	Yes	N/A	Sense	non-protein coding RNA 152 (NCRNA00152)_ transcript variant 2_ non-coding RNA [Source:RefSeq DNA;Acc:NR_024205]
ADXCRPD.11335.C1_at	Yes	RP11-706O15.1 (Clone_based_vega_gene)	AntiSense	HCG1981372_ isoform CRA_cNovel protein ; [Source:UniProtKB/TrEMBL;Acc:B1B108]
ADXCRPD.11405.C1_at	Yes	NAA50	AntiSense	N(alpha)-acetyltransferase 50_ NatE catalytic subunit [Source:HGNC Symbol;Acc:29533]
ADXCRPD.11405.C1_x_at	Yes	NAA50	AntiSense	N(alpha)-acetyltransferase 50_ NatE catalytic subunit [Source:HGNC Symbol;Acc:29533]
ADXCRPD.11413.C1_s_at	Yes	C8orf38	Sense	UPF0551 protein C8orf38_ mitochondrial Precursor (Putative phytoene synthase) [Source:UniProtKB/Swiss-Prot;Acc:Q330K2]
ADXCRPD.11457.C1_at	Yes	RNF43	Sense	ring finger protein 43 [Source:HGNC Symbol;Acc:18505]
ADXCRPD.11491.C1_at	Yes	ATP2B4	Sense	ATPase_ Ca++ transporting_ plasma membrane 4 [Source:HGNC Symbol;Acc:817]
ADXCRPD.11636.C1_at	Yes	RUNX1	AntiSense	runt-related transcription factor 1 [Source:HGNC Symbol;Acc:10471]
ADXCRPD.11659.C1_at	Yes	ARHGAP26	AntiSense	Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:17073]
ADXCRPD.11691.C1_s_at	Yes	NR6A1	AntiSense	nuclear receptor subfamily 6_ group A_ member 1 [Source:HGNC Symbol;Acc:7985]
ADXCRPD.11875.C1_at	Yes	GPRC5A	AntiSense	G protein-coupled receptor_ family C_ group 5_ member A [Source:HGNC Symbol;Acc:9836]
ADXCRPD.12030.C1_at	Yes	POSTN	AntiSense	periostin_ osteoblast specific factor [Source:HGNC Symbol;Acc:16953]
ADXCRPD.12155.C1_at	Yes	AC058791.1 (Clone-based (Vega)	Sense	Novel processed transcript.
ADXCRPD.12198.C1_at	Yes	DSP	AntiSense	desmoplakin [Source:HGNC Symbol;Acc:3052]
ADXCRPD.1233.C1_s_at	Yes	MRPL52	Sense	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:16655]
ADXCRPD.12400.C1_at	Yes	SSFA2	Sense	sperm specific antigen 2 [Source:HGNC Symbol;Acc:11319]
ADXCRPD.12441.C1_s_at	Yes	CCDC55	Sense	coiled-coil domain containing 55 [Source:HGNC Symbol;Acc:25305]
