ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
209325_s_at	RGS16	regulator of G-protein signaling 16	-2.460590127	-5.156023375	0.003811039	0.034721438	-2.04692538	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Calcium_regulation_in_cardiac_cells>Calcium_regulation_in_cardiac_cells</a> /// <a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Sm	visual perception /// regulation of G-protein coupled receptor protein signaling pathway /// negative regulation of signal transduction	signal transducer activity /// GTPase activator activity /// calmodulin binding	---
214303_x_at	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	-2.457646653	-7.248869442	0.000849428	0.015183967	-0.319887693	---	cell adhesion /// digestion /// fibril organization and biogenesis	extracellular matrix structural constituent /// extracellular matrix constituent, lubricant activity	extracellular region /// fibril
209822_s_at	VLDLR	very low density lipoprotein receptor	-2.44243081	-5.177441577	0.003744534	0.034383564	-2.026663743	---	lipid metabolic process /// transport /// lipid transport /// endocytosis /// signal transduction /// nervous system development /// memory /// steroid metabolic process /// cholesterol metabolic process	receptor activity /// low-density lipoprotein receptor activity /// lipid transporter activity /// calcium ion binding	membrane fraction /// plasma membrane /// coated pit /// membrane /// integral to membrane
209230_s_at	NUPR1	nuclear protein 1	-2.438881375	-7.332523794	0.000806259	0.014830109	-0.260092065	---	induction of apoptosis /// cell growth	---	nucleus /// nucleus
225996_at	LONRF2	LON peptidase N-terminal domain and ring finger 2	-2.438599834	-32.12052525	0.000000689	0.00096743	6.834449811	---	ATP-dependent proteolysis	ATP-dependent peptidase activity /// binding /// protein binding /// zinc ion binding /// metal ion binding	---
239794_at	---	---	-2.436120577	-4.489500294	0.006780613	0.049251722	-2.70897261	---	---	---	---
212907_at	SLC30A1	Solute carrier family 30 (zinc transporter), member 1	-2.43300493	-6.19055104	0.001724023	0.021737567	-1.133462058	---	in utero embryonic development /// cation transport /// zinc ion transport /// cellular zinc ion homeostasis	zinc ion transmembrane transporter activity /// zinc ion binding /// cation transmembrane transporter activity	plasma membrane /// membrane /// integral to membrane
206755_at	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6	-2.422483536	-14.91340067	0.0000285	0.00341019	3.447460304	---	oxidation reduction /// oxidation reduction	monooxygenase activity /// monooxygenase activity /// iron ion binding /// electron carrier activity /// oxidoreductase activity /// oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or f	endoplasmic reticulum /// endoplasmic reticulum /// endoplasmic reticulum membrane /// microsome /// microsome /// membrane
238332_at	ANKRD29	ankyrin repeat domain 29	-2.411660121	-14.56578843	0.000032	0.003594703	3.32810992	---	---	---	---
1560019_at	MGC11082	hypothetical LOC84777	-2.403595961	-7.564222803	0.000699642	0.013938517	-0.0976283	---	---	---	---
226333_at	IL6R	interleukin 6 receptor	-2.401573565	-14.81573694	0.0000294	0.003452629	3.414267236	---	immune response /// cell surface receptor linked signal transduction /// multicellular organismal development /// cell proliferation	receptor activity /// hematopoietin/interferon-class (D200-domain) cytokine receptor activity /// interleukin-6 receptor activity /// protein binding /// enzyme binding	extracellular region /// extracellular region /// integral to plasma membrane /// interleukin-6 receptor complex /// membrane /// integral to membrane /// basolateral plasma membrane
227062_at	TncRNA	trophoblast-derived noncoding RNA	-2.381243887	-7.493721604	0.000730205	0.014223056	-0.146579862	---	---	---	---
215913_s_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	-2.347817297	-8.697872912	0.000367604	0.010365091	0.636227208	---	transport /// lipid transport /// phagocytosis /// phagocytosis, engulfment /// phagocytosis, engulfment /// apoptosis /// apoptosis	signal transducer activity /// protein binding	cytoplasm
232150_at	---	---	-2.346884104	-7.085824273	0.000941726	0.016119218	-0.438221587	---	---	---	---
230913_at	---	---	-2.344365705	-5.907745232	0.002118158	0.024368786	-1.370543929	---	---	---	---
203021_at	SLPI	secretory leukocyte peptidase inhibitor	-2.331473498	-5.114084432	0.003945323	0.035430544	-2.08677603	---	---	endopeptidase inhibitor activity /// endopeptidase inhibitor activity /// serine-type endopeptidase inhibitor activity /// peptidase activity /// protease inhibitor activity	extracellular region
204237_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	-2.326962833	-10.47112163	0.000154122	0.00705356	1.615187821	---	transport /// lipid transport /// phagocytosis /// phagocytosis, engulfment /// phagocytosis, engulfment /// apoptosis /// apoptosis	signal transducer activity /// protein binding	cytoplasm
236140_at	GCLM	glutamate-cysteine ligase, modifier subunit	-2.308138369	-11.00335511	0.000121909	0.006285833	1.875998709	---	cysteine metabolic process /// glutamate metabolic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// glutathione biosynthetic process /// response to oxidative stress /// positive regulation of glutamate-cysteine ligase	glutamate-cysteine ligase activity /// glutamate-cysteine ligase activity /// protein binding /// oxidoreductase activity /// ligase activity /// glutamate-cysteine ligase catalytic subunit binding /// protein heterodimerization activity	soluble fraction /// cytosol /// glutamate-cysteine ligase complex
234989_at	TncRNA	trophoblast-derived noncoding RNA	-2.302785821	-7.815452367	0.000602428	0.013027128	0.073479807	---	---	---	---
216268_s_at	JAG1	jagged 1 (Alagille syndrome)	-2.297169081	-13.91815724	0.0000397	0.004009292	3.096461578	---	angiogenesis /// cell fate determination /// morphogenesis of an epithelial sheet /// cell communication /// Notch signaling pathway /// Notch signaling pathway /// multicellular organismal development /// multicellular organismal development /// nervous	Notch binding /// Notch binding /// structural molecule activity /// calcium ion binding /// calcium ion binding /// protein binding /// growth factor activity	extracellular region /// plasma membrane /// integral to plasma membrane /// membrane /// membrane /// integral to membrane
222156_x_at	CCPG1	cell cycle progression 1	-2.293748737	-6.34394976	0.001546718	0.02049985	-1.008543479	---	cell cycle	---	membrane /// integral to membrane
225239_at	---	---	-2.282772403	-15.97879986	0.0000205	0.002947444	3.79326713	---	---	---	---
205892_s_at	FABP1	fatty acid binding protein 1, liver	-2.259881295	-5.514702487	0.002857671	0.029038799	-1.715455999	---	transport /// organ morphogenesis	transporter activity /// binding /// lipid binding	cytoplasm
209099_x_at	JAG1	jagged 1 (Alagille syndrome)	-2.258241937	-15.4198839	0.0000243	0.003105715	3.615489342	---	angiogenesis /// cell fate determination /// morphogenesis of an epithelial sheet /// cell communication /// Notch signaling pathway /// Notch signaling pathway /// multicellular organismal development /// multicellular organismal development /// nervous	Notch binding /// Notch binding /// structural molecule activity /// calcium ion binding /// calcium ion binding /// protein binding /// growth factor activity	extracellular region /// plasma membrane /// integral to plasma membrane /// membrane /// membrane /// integral to membrane
234986_at	---	---	-2.243143854	-12.33285173	0.0000709	0.004943803	2.472481799	---	---	---	---
219959_at	MOCOS	molybdenum cofactor sulfurase	-2.235541888	-10.06435472	0.00018577	0.007615629	1.406342638	---	Mo-molybdopterin cofactor biosynthetic process /// metabolic process /// molybdopterin cofactor metabolic process	catalytic activity /// Mo-molybdopterin cofactor sulfurase activity /// lyase activity /// molybdenum ion binding /// pyridoxal phosphate binding	---
204058_at	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	-2.234476692	-10.40261647	0.000158971	0.007157541	1.580611118	---	carbohydrate metabolic process /// malate metabolic process /// malate metabolic process /// NADP biosynthetic process /// metabolic process /// response to hormone stimulus /// response to hormone stimulus /// response to carbohydrate stimulus /// oxidat	catalytic activity /// malic enzyme activity /// malic enzyme activity /// malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity /// malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity /// malate dehydrogenase (oxaloacetate	cytoplasm /// cytosol /// cytosol
204059_s_at	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	-2.232514432	-12.7945566	0.0000595	0.004643294	2.663212582	---	carbohydrate metabolic process /// malate metabolic process /// malate metabolic process /// NADP biosynthetic process /// metabolic process /// response to hormone stimulus /// response to hormone stimulus /// response to carbohydrate stimulus /// oxidat	catalytic activity /// malic enzyme activity /// malic enzyme activity /// malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity /// malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+) activity /// malate dehydrogenase (oxaloacetate	cytoplasm /// cytosol /// cytosol
221577_x_at	GDF15	growth differentiation factor 15	-2.217977044	-7.298857463	0.000823311	0.014996483	-0.284082683	---	signal transduction /// transforming growth factor beta receptor signaling pathway /// cell-cell signaling	cytokine activity /// cytokine activity /// growth factor activity	extracellular region /// extracellular region /// extracellular space
225701_at	AKNA	AT-hook transcription factor	-2.207178575	-11.7727104	0.0000884	0.005470336	2.230145547	---	transcription /// regulation of transcription, DNA-dependent	DNA binding	nucleus
216470_x_at	PRSS1	protease, serine, 1 (trypsin 1)	-2.201934161	-7.535736792	0.000711805	0.014050366	-0.117356995	---	proteolysis /// digestion /// endothelial cell migration	catalytic activity /// serine-type endopeptidase activity /// calcium ion binding /// peptidase activity /// hydrolase activity /// metal ion binding	extracellular region /// extracellular region
204235_s_at	GULP1	GULP, engulfment adaptor PTB domain containing 1	-2.186984621	-13.32226423	0.000049	0.004372152	2.871912093	---	transport /// lipid transport /// phagocytosis /// phagocytosis, engulfment /// phagocytosis, engulfment /// apoptosis /// apoptosis	signal transducer activity /// protein binding	cytoplasm
231183_s_at	JAG1	Jagged 1 (Alagille syndrome)	-2.18167182	-8.042017405	0.000528273	0.012187433	0.223481295	---	angiogenesis /// cell fate determination /// morphogenesis of an epithelial sheet /// cell communication /// Notch signaling pathway /// Notch signaling pathway /// multicellular organismal development /// multicellular organismal development /// nervous	Notch binding /// Notch binding /// structural molecule activity /// calcium ion binding /// calcium ion binding /// protein binding /// growth factor activity	extracellular region /// plasma membrane /// integral to plasma membrane /// membrane /// membrane /// integral to membrane
233388_at	---	---	-2.177907127	-5.336841437	0.003290201	0.031769655	-1.877759626	---	---	---	---
221865_at	C9orf91	chromosome 9 open reading frame 91	-2.16208367	-9.912536845	0.000199539	0.007888475	1.326156883	---	---	---	membrane /// integral to membrane
212810_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	-2.161421151	-18.77942489	0.00000937	0.002172833	4.57904849	---	transport /// dicarboxylic acid transport /// L-alanine transport /// L-cystine transport /// proline transport /// L-serine transport /// threonine transport /// synaptic transmission, glutamatergic /// cognition	chloride channel activity /// L-alanine transmembrane transporter activity /// L-cystine transmembrane transporter activity /// L-proline transmembrane transporter activity /// L-serine transmembrane transporter activity /// L-threonine transmembrane tran	intermediate filament /// integral to plasma membrane /// membrane /// integral to membrane /// integral to membrane /// melanosome
205767_at	EREG	epiregulin	-2.153200135	-12.98607747	0.0000554	0.004558275	2.740068969	---	angiogenesis /// ovarian cumulus expansion /// ovarian cumulus expansion /// oocyte maturation /// oocyte maturation /// positive regulation of cytokine production /// positive regulation of cytokine production /// female meiosis /// female meiosis /// ep	epidermal growth factor receptor binding /// epidermal growth factor receptor binding /// epidermal growth factor receptor binding /// protein binding /// growth factor activity /// protein heterodimerization activity	extracellular region /// extracellular space /// integral to plasma membrane /// membrane /// integral to membrane
214211_at	FTH1	ferritin, heavy polypeptide 1	-2.150367341	-18.02254434	0.0000114	0.00236419	4.382412268	---	iron ion transport /// cellular iron ion homeostasis /// cellular iron ion homeostasis /// intracellular sequestering of iron ion /// immune response /// immune response /// cell proliferation /// negative regulation of cell proliferation /// negative reg	ferroxidase activity /// binding /// iron ion binding /// iron ion binding /// protein binding /// ferric iron binding /// oxidoreductase activity /// kinase binding /// metal ion binding /// transition metal ion binding	plasma membrane /// ferritin complex
