Order	Parametric p-value	FDR	Geom mean of intensities in class 1 (1.25 Gy)	Geom mean of intensities in class 2 (Control)	Fold-change	Unique id	Description	Gene symbol
611	0.0007015	0.0226225	89.8892113	135.2050041	0.6648364	A_32_P224040	Unknown	A_32_P224040
612	0.0007047	0.0226886	940.3181835	1438.551771	0.6536561	A_24_P920388	O96938_CERCA (O96938) Acidic ribosomal protein, partial (16%) [THC2611140]	THC2611140
613	0.0007078	0.0227512	1752.633288	1229.047492	1.4260094	A_23_P69188	Homo sapiens DPH3, KTI11 homolog (S. cerevisiae) (DPH3), transcript variant 1, mRNA [NM_206831]	DPH3
614	0.000712	0.0228489	314.2595418	227.019868	1.3842821	A_23_P204564	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 12A (PPP1R12A), mRNA [NM_002480]	PPP1R12A
615	0.0007133	0.0228534	57661.70961	41976.10149	1.3736795	A_23_P120153	Homo sapiens ring finger protein 149 (RNF149), mRNA [NM_173647]	RNF149
616	0.0007167	0.0229251	811.2311266	514.5149984	1.5766909	A_23_P99253	Homo sapiens lin-7 homolog A (C. elegans) (LIN7A), mRNA [NM_004664]	LIN7A
617	0.0007222	0.023055	168.7841366	116.2488275	1.4519212	A_24_P4661	Homo sapiens etoposide induced 2.4 mRNA (EI24), transcript variant 1, mRNA [NM_004879]	EI24
618	0.0007231	0.023055	87.1356026	141.8454445	0.6142996	A_24_P307963	Homo sapiens cDNA clone IMAGE:4797878. [BC030106]	BC030106
619	0.0007273	0.0231204	4882.854043	7011.993855	0.6963574	A_23_P13604	Homo sapiens phosphatidylethanolamine binding protein 1 (PEBP1), mRNA [NM_002567]	PEBP1
620	0.0007275	0.0231204	129.017746	172.2614118	0.7489649	A_23_P22143	Homo sapiens phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant) (PDE6B), mRNA [NM_000283]	PDE6B
621	0.0007332	0.023264	868.2244977	506.887969	1.7128528	A_24_P750164	Homo sapiens cDNA FLJ31315 fis, clone LIVER1000303. [AK055877]	LOC151438
622	0.0007349	0.0232805	294.3922839	449.7023894	0.654638	A_32_P28939	Homo sapiens alkB, alkylation repair homolog 2 (E. coli) (ALKBH2), mRNA [NM_001001655]	ALKBH2
623	0.0007364	0.0232906	99.9473286	70.6169747	1.4153442	A_23_P160449	Homo sapiens protein phosphatase 1, regulatory (inhibitor) subunit 15B (PPP1R15B), mRNA [NM_032833]	PPP1R15B
624	0.0007414	0.0234111	150.2764015	232.3044324	0.6468942	A_32_P154121	Unknown	THC2740111
625	0.0007453	0.0234966	255.5172796	356.037369	0.7176698	A_23_P33511	Sequence 47 from Patent WO0220754. [AX721087]	AX721087
626	0.0007481	0.0235472	2955.080871	2221.258516	1.3303633	A_23_P6914	Homo sapiens oxysterol binding protein-like 11 (OSBPL11), mRNA [NM_022776]	OSBPL11
627	0.0007501	0.0235725	595.8104106	409.5054904	1.454951	A_23_P125117	Homo sapiens kelch domain containing 8B (KLHDC8B), mRNA [NM_173546]	KLHDC8B
628	0.000755	0.0236887	146.2798018	198.4673278	0.7370473	A_24_P267452	Homo sapiens CD3e molecule, epsilon associated protein (CD3EAP), mRNA [NM_012099]	CD3EAP
629	0.000757	0.0237137	494.2038082	366.6813498	1.3477746	A_23_P404785	Homo sapiens osteopetrosis associated transmembrane protein 1 (OSTM1), mRNA [NM_014028]	OSTM1
630	0.0007635	0.0238794	1877.086329	1308.813917	1.4341889	A_23_P390172	Homo sapiens ribonuclease L (2,5-oligoisoadenylate synthetase-dependent) (RNASEL), mRNA [NM_021133]	RNASEL
631	0.0007684	0.0239432	1441.48406	2063.246443	0.6986485	A_23_P157495	Homo sapiens protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma) (PPP3CC), mRNA [NM_005605]	PPP3CC
632	0.0007699	0.0239432	61.6810031	96.0967151	0.6418638	A_23_P319583	Homo sapiens regulating synaptic membrane exocytosis 3 (RIMS3), mRNA [NM_014747]	RIMS3
633	0.0007703	0.0239432	84.3573536	131.678398	0.6406317	A_24_P943472	Homo sapiens mRNA; cDNA DKFZp779H1259 (from clone DKFZp779H1259). [BX537786]	NR1D2
634	0.0007704	0.0239432	506.9577081	341.6542038	1.4838328	A_23_P75028	Homo sapiens receptor accessory protein 3 (REEP3), mRNA [NM_001001330]	REEP3
635	0.0007724	0.0239675	84.322194	45.4245232	1.8563143	A_23_P398449	Homo sapiens vanin 3 (VNN3), transcript variant 1, mRNA [NM_018399]	VNN3
636	0.0007773	0.0240816	4527.691562	3513.298241	1.2887296	A_23_P79510	Homo sapiens vacuolar protein sorting 24 homolog (S. cerevisiae) (VPS24), transcript variant 1, mRNA [NM_016079]	VPS24
637	0.0007803	0.0241366	89.858691	31.1991763	2.8801623	A_23_P144668	Homo sapiens carboxymethylenebutenolidase homolog (Pseudomonas) (CMBL), mRNA [NM_138809]	CMBL
638	0.0007854	0.0242563	107.7595086	75.9381641	1.4190428	A_23_P82047	AGENCOURT_10309688 NIH_MGC_71 Homo sapiens cDNA clone IMAGE:6501220 5, mRNA sequence [BU507302]	BU507302
639	0.0007889	0.0242617	158.5496165	376.1685949	0.4214855	A_23_P207201	Homo sapiens CD79b molecule, immunoglobulin-associated beta (CD79B), transcript variant 3, mRNA [NM_001039933]	CD79B
640	0.0007891	0.0242617	11.6508247	22.4073075	0.5199565	A_23_P403195	Homo sapiens microtubule associated monoxygenase, calponin and LIM domain containing 3, mRNA (cDNA clone IMAGE:5540180). [BC064400]	MICAL3
641	0.0007894	0.0242617	314.5248127	539.2790293	0.583232	A_24_P416257	Homo sapiens golgi associated, gamma adaptin ear containing, ARF binding protein 2 (GGA2), mRNA [NM_015044]	GGA2
642	0.0007905	0.0242617	365.9550017	684.9580675	0.5342736	A_23_P406385	Homo sapiens F-box and leucine-rich repeat protein 16 (FBXL16), mRNA [NM_153350]	FBXL16
643	0.000799	0.0244844	143.6387293	98.9413083	1.4517569	A_23_P404667	Homo sapiens BCL2-interacting killer (apoptosis-inducing) (BIK), mRNA [NM_001197]	BIK
644	0.0008005	0.0244923	3332.699187	2352.952282	1.4163905	A_23_P168188	Homo sapiens synaptotagmin-like 3 (SYTL3), mRNA [NM_001009991]	SYTL3
645	0.0008061	0.0246254	90.0879779	159.0295282	0.5664859	A_32_P222060	Unknown	A_32_P222060
646	0.0008151	0.0248064	35.161068	23.5114051	1.4954899	A_24_P767901	PREDICTED: Homo sapiens hypothetical LOC648960 (LOC648960), mRNA [XR_018450]	LOC648960
647	0.0008153	0.0248064	325.3182138	551.5614819	0.5898131	A_32_P122136	Homo sapiens cDNA FLJ33034 fis, clone THYMU2000236. [AK057596]	LOC150759
648	0.0008158	0.0248064	562.0403954	392.6999874	1.4312208	A_24_P216654	Homo sapiens sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1 (SOAT1), transcript variant 688113, mRNA [NM_003101]	SOAT1
649	0.0008174	0.0248167	174.6886311	118.0309808	1.4800235	A_24_P89257	Homo sapiens endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (ERGIC1), transcript variant 1, mRNA [NM_001031711]	ERGIC1
650	0.0008191	0.0248301	3029.697395	2202.865254	1.3753439	A_24_P202978	Homo sapiens myotubularin related protein 3 (MTMR3), transcript variant 3, mRNA [NM_021090]	MTMR3
651	0.0008295	0.0251067	32.4152057	17.4259461	1.8601691	A_24_P921660	Homo sapiens cDNA FLJ32590 fis, clone SPLEN2000448. [AK057152]	AK057152
652	0.0008345	0.0252193	549.5016681	803.9014411	0.6835436	A_23_P132874	Homo sapiens chromosome 3 open reading frame 26 (C3orf26), mRNA [NM_032359]	C3orf26
653	0.0008435	0.0254523	2574.559153	1878.196366	1.3707614	A_23_P204550	Homo sapiens SCY1-like 2 (S. cerevisiae) (SCYL2), mRNA [NM_017988]	SCYL2
654	0.0008522	0.0256755	289.1992412	173.7144183	1.664797	A_23_P207999	Homo sapiens phorbol-12-myristate-13-acetate-induced protein 1 (PMAIP1), mRNA [NM_021127]	PMAIP1
655	0.0008565	0.0257656	479.6644194	345.3190561	1.3890471	A_24_P70002	Serine/threonine-protein kinase LATS2 (EC 2.7.11.1) (Large tumor suppressor homolog 2) (Serine/threonine-protein kinase kpm) (Kinase phosphorylated during mitosis protein) (Warts-like kinase). [Source:Uniprot/SWISSPROT;Acc:Q9NRM7] [ENST00000382592]	LATS2
656	0.0008602	0.0258041	1839.651334	1213.383118	1.5161339	A_23_P95130	Homo sapiens solute carrier family 37 (glycerol-3-phosphate transporter), member 3 (SLC37A3), transcript variant 1, mRNA [NM_207113]	SLC37A3
657	0.0008604	0.0258041	257.3811884	352.2734923	0.7306289	A_24_P126181	Homo sapiens TR4 orphan receptor associated protein TRA16 (TRA16), mRNA [NM_176880]	TRA16
658	0.0008619	0.0258098	3286.045273	2316.231472	1.4187033	A_23_P203743	Homo sapiens GRB2-associated binding protein 2 (GAB2), transcript variant 2, mRNA [NM_012296]	GAB2
659	0.0008741	0.0261355	777.1025518	501.5914576	1.5492739	A_23_P170186	Homo sapiens 5-oxoprolinase (ATP-hydrolysing) (OPLAH), mRNA [NM_017570]	OPLAH
660	0.0008801	0.026275	120.3213105	82.4928947	1.4585657	A_32_P17484	Homo sapiens mRNA; cDNA DKFZp686J0581 (from clone DKFZp686J0581). [BX647685]	BX647685
661	0.0008856	0.0263582	1019.004152	615.7218252	1.6549749	A_32_P9127	Unknown	THC2680948
662	0.0008864	0.0263582	171.2410576	249.9143645	0.6851989	A_24_P409750	PREDICTED: Homo sapiens similar to phosducin-like 3 (LOC644850), mRNA [XR_017480]	LOC644850
663	0.0008869	0.0263582	20.6282224	35.3225695	0.5839955	A_24_P926450	Unknown	THC2537217
664	0.0008887	0.0263719	42.1022577	80.356902	0.5239408	A_23_P113471	Homo sapiens fatty acid amide hydrolase 2 (FAAH2), mRNA [NM_174912]	FAAH2
665	0.0008926	0.0264478	3595.321096	2764.355293	1.3006002	A_24_P9671	Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1), mRNA [NM_001539]	DNAJA1
666	0.0009048	0.026769	181.5396212	128.3392026	1.4145298	A_23_P102037	Homo sapiens coenzyme Q10 homolog B (S. cerevisiae) (COQ10B), mRNA [NM_025147]	COQ10B
667	0.0009086	0.0268412	2971.217997	2062.419793	1.4406466	A_23_P153562	Homo sapiens complement component 5a receptor 1 (C5AR1), mRNA [NM_001736]	C5AR1
668	0.000912	0.026864	47.0517673	33.6758243	1.3971972	A_32_P18357	Homo sapiens cDNA FLJ46718 fis, clone TRACH3018240. [AK128559]	C14orf10
669	0.0009121	0.026864	8.1405672	20.2149469	0.4027004	A_32_P879150	Unknown	THC2527842
670	0.000915	0.0269092	1438.198014	721.4097476	1.9935938	A_23_P25235	Homo sapiens C-type lectin domain family 4, member D (CLEC4D), mRNA [NM_080387]	CLEC4D
671	0.0009199	0.0269942	233.7077465	347.8553275	0.6718533	A_23_P77714	Homo sapiens clusterin associated protein 1 (CLUAP1), transcript variant 2, mRNA [NM_024793]	CLUAP1
672	0.0009217	0.0269942	156.2311867	261.5886946	0.5972398	A_23_P89062	C16orf67 protein. [Source:Uniprot/SPTREMBL;Acc:Q9BW88] [ENST00000254109]	ENST00000254109
673	0.000922	0.0269942	45.3040922	27.1390827	1.6693303	A_24_P942798	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (13%) [THC2766709]	THC2766709
674	0.0009246	0.0270301	797.7230031	583.3240275	1.367547	A_23_P111054	Homo sapiens histone cluster 1, H2bb (HIST1H2BB), mRNA [NM_021062]	HIST1H2BB
675	0.0009262	0.0270368	4784.46858	3170.660886	1.5089815	A_23_P167983	Histone H2A type 1-C. [Source:Uniprot/SWISSPROT;Acc:Q93077] [ENST00000314088]	HIST1H2AC
676	0.000928	0.0270493	404.1610946	258.7934546	1.561713	A_24_P319369	Homo sapiens F11 receptor (F11R), transcript variant 4, mRNA [NM_144503]	F11R
677	0.0009343	0.0271927	26.2014378	16.1585008	1.6215265	A_24_P52921	Homo sapiens branched chain aminotransferase 1, cytosolic (BCAT1), mRNA [NM_005504]	BCAT1
678	0.0009413	0.027356	373.640432	567.2385128	0.6587007	A_24_P258073	Homo sapiens progressive external ophthalmoplegia 1 (PEO1), mRNA [NM_021830]	PEO1
679	0.0009441	0.027397	1820.176846	1300.616219	1.3994727	A_24_P924697	Homo sapiens cDNA FLJ31353 fis, clone MESAN2000264. [AK055915]	AK055915
680	0.0009515	0.0275711	291.4666932	419.2697412	0.695177	A_23_P24997	Homo sapiens cyclin-dependent kinase 4 (CDK4), mRNA [NM_000075]	CDK4
681	0.0009534	0.0275856	170.5444921	277.5040638	0.6145657	A_23_P163955	Homo sapiens phosphatidylethanolamine N-methyltransferase (PEMT), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_007169]	PEMT
682	0.000955	0.0275914	984.463865	1584.148666	0.6214466	A_23_P36888	Homo sapiens family with sequence similarity 113, member B (FAM113B), mRNA [NM_138371]	FAM113B
683	0.0009621	0.0277551	125.7630049	87.7905684	1.4325344	A_24_P265523	Homo sapiens complement component (3b/4b) receptor 1 (Knops blood group) (CR1), transcript variant S, mRNA [NM_000651]	CR1
684	0.0009645	0.0277551	4363.597733	2942.99512	1.4827064	A_23_P84448	Homo sapiens tubulin, alpha 1 (TUBA1), mRNA [NM_006000]	TUBA1
685	0.0009655	0.0277551	673.926822	450.8191465	1.494894	A_23_P219045	Homo sapiens histone cluster 1, H3d (HIST1H3D), mRNA [NM_003530]	HIST1H3D
686	0.0009663	0.0277551	846.2089914	522.19488	1.620485	A_24_P323084	Homo sapiens chromosome 17 open reading frame 55 (C17orf55), mRNA [NM_178519]	C17orf55
687	0.0009702	0.0278265	458.8083846	845.6857024	0.5425283	A_24_P854492	full-length cDNA clone CS0DF028YD24 of Fetal brain of Homo sapiens (human). [CR620293]	CR620293
688	0.000977	0.0279808	89.3142427	124.4519912	0.7176602	A_24_P108281	Unknown	A_24_P108281
689	0.0009829	0.0280789	1042.787008	748.9596858	1.3923139	A_23_P167595	Homo sapiens ubiquitin-conjugating enzyme E2B (RAD6 homolog) (UBE2B), mRNA [NM_003337]	UBE2B
690	0.0009838	0.0280789	389.8847808	554.6683269	0.7029152	A_23_P35099	Homo sapiens mRNA turnover 4 homolog (S. cerevisiae) (MRT4), mRNA [NM_016183]	MRT4
691	0.0009847	0.0280789	86.9166468	50.8411053	1.7095743	A_24_P383788	Homo sapiens DKFZp761E198 protein (DKFZp761E198), mRNA [NM_138368]	DKFZp761E198
692	0.0009862	0.028081	60.9769506	98.0673103	0.6217867	A_24_P359145	Homo sapiens mRNA for KIAA1936 protein, partial cds. [AB067523]	SMYD4
