Accession No.	Gene Symbol	Exon.ID	P.Value	adj.P.Val	Transcript.ID	gene_assignment
NM_001761	CCNF	3644772	2.39E-06	0.013650519	3644764	NM_001761 // CCNF // cyclin F // 16p13.3 // 899 /// NR_003574 // ABCA17P // ATP-binding cassette, sub-family A (ABC1), member 17 (pseudogene) // 16p13.3 // 650655 /// ENST00000293968 // CCNF // cyclin F // 16p13.3 // 899 /// BC012349 // CCNF // cyclin F // 16p13.3 // 899 /// ENST00000397066 // CCNF // cyclin F // 16p13.3 // 899
NM_003620	PPM1D	3729538	2.59E-06	0.014479731	3729528	NM_003620 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// ENST00000305921 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// BC042418 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// ENST00000392995 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493
NM_005030	PLK1	3653085	2.73E-06	0.014858497	3653072	NM_005030 // PLK1 // polo-like kinase 1 (Drosophila) // 16p12.1 // 5347 /// ENST00000300093 // PLK1 // polo-like kinase 1 (Drosophila) // 16p12.1 // 5347 /// ENST00000330792 // PLK1 // polo-like kinase 1 (Drosophila) // 16p12.1 // 5347 /// AB209179 // PLK1 // polo-like kinase 1 (Drosophila) // 16p12.1 // 5347
NM_006622	PLK2	2858052	2.77E-06	0.014858497	2858023	NM_006622 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// ENST00000274289 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769 /// AF059617 // PLK2 // polo-like kinase 2 (Drosophila) // 5q12.1-q13.2 // 10769
NM_031459	SESN2	2327393	2.85E-06	0.01493646	2327391	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
NM_172217	IL16	3604339	3.14E-06	0.015986535	3604287	NM_172217 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// NM_004513 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000360547 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000355368 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000302987 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394653 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394652 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394660 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000329842 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// ENST00000394655 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603 /// AL833554 // IL16 // interleukin 16 (lymphocyte chemoattractant factor) // 15q26.3 // 3603
NM_003620	PPM1D	3729540	3.17E-06	0.015986535	3729528	NM_003620 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// ENST00000305921 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// BC042418 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493 /// ENST00000392995 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform // 17q23.2 // 8493
NM_001042475	C6orf204	2971614	3.32E-06	0.016397416	2971564	NM_001042475 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// NM_206921 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// ENST00000368491 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// ENST00000392500 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// ENST00000360290 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// ENST00000392498 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// ENST00000368488 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119 /// BC036553 // C6orf204 // chromosome 6 open reading frame 204 // 6q22 // 387119
NM_022455	NSD1	2842971	3.54E-06	0.017063946	2842951	NM_022455 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324 /// NM_172349 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324 /// ENST00000355783 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324 /// ENST00000347982 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324 /// AF395588 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324 /// ENST00000361032 // NSD1 // nuclear receptor binding SET domain protein 1 // 5q35.2-q35.3 // 64324
NM_031459	SESN2	2327403	3.58E-06	0.017063946	2327391	NM_031459 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// ENST00000253063 // SESN2 // sestrin 2 // 1p35.3 // 83667 /// AY123223 // SESN2 // sestrin 2 // 1p35.3 // 83667
NM_004628	XPC	2663842	3.80E-06	0.017758852	2663810	NM_004628 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// ENST00000285021 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// D21089 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508
NM_001032290	PSRC1	2426966	3.94E-06	0.018072371	2426951	NM_001032290 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_032636 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_001032291 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_001005290 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369909 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369907 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369904 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// BC056909 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369903 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722
NM_001813	CENPE	2780254	4.06E-06	0.018313824	2780172	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_147188	FBXO22	3602528	4.26E-06	0.018908895	3602526	NM_147188 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// NM_012170 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// ENST00000308275 // FBXO22 // F-box protein 22 // 15q24.2 // 26263 /// BC041691 // FBXO22 // F-box protein 22 // 15q24.2 // 26263
NM_002592	PCNA	3896204	4.51E-06	0.019653205	3896200	NM_002592 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// NM_182649 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379160 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// ENST00000379143 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111 /// BC062439 // PCNA // proliferating cell nuclear antigen // 20pter-p12 // 5111
NM_152524	SGOL2	2522231	4.80E-06	0.020269939	2522212	NM_152524 // SGOL2 // shugoshin-like 2 (S. pombe) // 2q33.1 // 151246 /// ENST00000357799 // SGOL2 // shugoshin-like 2 (S. pombe) // 2q33.1 // 151246 /// ENST00000295774 // SGOL2 // shugoshin-like 2 (S. pombe) // 2q33.1 // 151246 /// AK095291 // SGOL2 // shugoshin-like 2 (S. pombe) // 2q33.1 // 151246
NM_001809	CENPA	2473995	4.81E-06	0.020269939	2473991	NM_001809 // CENPA // centromere protein A // 2p24-p21 // 1058 /// NM_001042426 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000335756 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000233505 // CENPA // centromere protein A // 2p24-p21 // 1058 /// U14518 // CENPA // centromere protein A // 2p24-p21 // 1058
NM_012484	HMMR	2838667	4.96E-06	0.020556885	2838656	NM_012484 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161 /// NM_012485 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161 /// ENST00000358715 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161 /// ENST00000353866 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161 /// AF032862 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161 /// ENST00000393915 // HMMR // hyaluronan-mediated motility receptor (RHAMM) // 5q33.2-qter // 3161
NM_012396	PHLDA3	2450857	5.81E-06	0.02310787	2450855	NM_012396 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367311 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367309 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// BC068273 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612
NM_003569	STX7	2974534	5.84E-06	0.02310787	2974469	NM_003569 // STX7 // syntaxin 7 // 6q23.1 // 8417 /// ENST00000367941 // STX7 // syntaxin 7 // 6q23.1 // 8417 /// ENST00000309255 // STX7 // syntaxin 7 // 6q23.1 // 8417 /// U77942 // STX7 // syntaxin 7 // 6q23.1 // 8417 /// ENST00000367937 // STX7 // syntaxin 7 // 6q23.1 // 8417
NM_001809	CENPA	2474002	5.90E-06	0.02310787	2473991	NM_001809 // CENPA // centromere protein A // 2p24-p21 // 1058 /// NM_001042426 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000335756 // CENPA // centromere protein A // 2p24-p21 // 1058 /// ENST00000233505 // CENPA // centromere protein A // 2p24-p21 // 1058 /// U14518 // CENPA // centromere protein A // 2p24-p21 // 1058
NM_181802	UBE2C	3887052	5.93E-06	0.02310787	3887049	NM_181802 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_007019 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181799 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181800 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181801 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// NM_181803 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000356455 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000372579 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000335046 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000352551 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000372568 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// ENST00000243893 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065 /// BC032677 // UBE2C // ubiquitin-conjugating enzyme E2C // 20q13.12 // 11065
NM_001813	CENPE	2780202	6.23E-06	0.023927135	2780172	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_001032290	PSRC1	2426963	6.42E-06	0.024051012	2426951	NM_001032290 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_032636 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_001032291 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// NM_001005290 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369909 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369907 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369904 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// BC056909 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722 /// ENST00000369903 // PSRC1 // proline/serine-rich coiled-coil 1 // 1p13.3 // 84722
NM_152718	VWCE	3375200	6.45E-06	0.024051012	3375192	NM_152718 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000335613 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// BC077719 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000301770 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001
ENST00000312377	RACGAP1	3451963	7.07E-06	0.025957789	3451960	ENST00000312377 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127 /// BC125190 // RACGAP1P // Rac GTPase activating protein 1 pseudogene // 12q12 // 83956 /// CR533565 // RACGAP1 // Rac GTPase activating protein 1 // 12q13.13 // 29127
NM_182911	TSGA10	2566595	7.24E-06	0.026210524	2566586	NM_182911 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// NM_025244 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// ENST00000355053 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// ENST00000393482 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// ENST00000393483 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// AF254756 // TSGA10 // testis specific, 10 // 2q11.2 // 80705 /// BX647157 // TSGA10 // testis specific, 10 // 2q11.2 // 80705
NM_003617	RGS5	2441393	7.52E-06	0.026864311	2441386	NM_003617 // RGS5 // regulator of G-protein signaling 5 // 1q23.1 // 8490 /// ENST00000313961 // RGS5 // regulator of G-protein signaling 5 // 1q23.1 // 8490 /// BX537427 // RGS5 // regulator of G-protein signaling 5 // 1q23.1 // 8490 /// ENST00000367903 // RGS5 // regulator of G-protein signaling 5 // 1q23.1 // 8490
NM_001813	CENPE	2780198	8.23E-06	0.028995136	2780172	NM_001813 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000265148 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000394771 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062 /// ENST00000380026 // CENPE // centromere protein E, 312kDa // 4q24-q25 // 1062
NM_173596	SLC39A5	3417506	9.30E-06	0.032306528	3417500	NM_173596 // SLC39A5 // solute carrier family 39 (metal ion transporter), member 5 // 12q13.2 // 283375 /// ENST00000266980 // SLC39A5 // solute carrier family 39 (metal ion transporter), member 5 // 12q13.2 // 283375 /// AK172768 // SLC39A5 // solute carrier family 39 (metal ion transporter), member 5 // 12q13.2 // 283375
NM_012112	TPX2	3881468	9.75E-06	0.033217258	3881443	NM_012112 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// ENST00000300403 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// BC004136 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974 /// ENST00000340513 // TPX2 // TPX2, microtubule-associated, homolog (Xenopus laevis) // 20q11.2 // 22974
NM_001010887	ASAH3L	3164329	9.82E-06	0.033217258	3164312	NM_001010887 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000340967 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// BC092487 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000380376 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485
NM_018136	ASPM	2449591	1.01E-05	0.033623276	2449559	NM_018136 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367409 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// AF509326 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000294732 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367408 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266 /// ENST00000367406 // ASPM // asp (abnormal spindle) homolog, microcephaly associated (Drosophila) // 1q31 // 259266
NM_013376	SERTAD1	3862643	1.23E-05	0.04061378	3862640	NM_013376 // SERTAD1 // SERTA domain containing 1 // 19q13.1-q13.2 // 29950 /// ENST00000357949 // SERTAD1 // SERTA domain containing 1 // 19q13.1-q13.2 // 29950 /// AK074652 // SERTAD1 // SERTA domain containing 1 // 19q13.1-q13.2 // 29950
NM_014454	SESN1	2968677	1.26E-05	0.041058064	2968652	NM_014454 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000302071 // SESN1 // sestrin 1 // 6q21 // 27244 /// AF033120 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000356644 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000368971 // SESN1 // sestrin 1 // 6q21 // 27244
NM_005480	TROAP	3413894	1.30E-05	0.041810463	3413875	NM_005480 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// NM_001100620 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// ENST00000257909 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// ENST00000380327 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024 /// U04810 // TROAP // trophinin associated protein (tastin) // 12q13.12 // 10024
NM_014454	SESN1	2968659	1.37E-05	0.04346318	2968652	NM_014454 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000302071 // SESN1 // sestrin 1 // 6q21 // 27244 /// AF033120 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000356644 // SESN1 // sestrin 1 // 6q21 // 27244 /// ENST00000368971 // SESN1 // sestrin 1 // 6q21 // 27244
NM_030919	FAM83D	3884908	1.42E-05	0.044678871	3884892	NM_030919 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610 /// ENST00000217429 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610 /// AK095660 // FAM83D // family with sequence similarity 83, member D // 20q11.22-q12 // 81610
ENST00000376826	FLJ42986	2567693	1.55E-05	0.048010298	2567669	ENST00000376826 // FLJ42986 // FLJ42986 protein // 2q11.2 // 389012 /// AK131289 // FLJ42986 // FLJ42986 protein // 2q11.2 // 389012 /// AK124976 // FLJ42986 // FLJ42986 protein // 2q11.2 // 389012
NM_004336	BUB1	2570676	1.59E-05	0.048737873	2570616	NM_004336 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// ENST00000302759 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699 /// AF053305 // BUB1 // BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast) // 2q14 // 699
NM_012396	PHLDA3	2450856	1.61E-05	0.048737873	2450855	NM_012396 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367311 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367309 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// BC068273 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612
NM_152718	VWCE	3375215	1.70E-05	0.050522069	3375192	NM_152718 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000335613 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// BC077719 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001 /// ENST00000301770 // VWCE // von Willebrand factor C and EGF domains // 11q12.2 // 220001
NM_016343	CENPF	2379890	1.71E-05	0.050522069	2379863	NM_016343 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// ENST00000366955 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// U19769 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063 /// ENST00000391896 // CENPF // centromere protein F, 350/400ka (mitosin) // 1q32-q41 // 1063
NM_005733	KIF20A	2830657	1.75E-05	0.051137345	2830638	NM_005733 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// ENST00000394894 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// ENST00000230902 // KIF20A // kinesin family member 20A // 5q31 // 10112 /// AK025790 // KIF20A // kinesin family member 20A // 5q31 // 10112
NM_004628	XPC	2663855	1.78E-05	0.051311532	2663810	NM_004628 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// ENST00000285021 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// D21089 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508
NM_001040694	INCENP	3333371	1.93E-05	0.054664689	3333358	NM_001040694 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// NM_020238 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// ENST00000278849 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// AF282265 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619 /// ENST00000394818 // INCENP // inner centromere protein antigens 135/155kDa // 11q12-q13 // 3619
