Curated Gene Symbol	FeatureNumber	GeneName	+9hr Wnt	siMLLT10 +9hr Wnt	siDOT1L +9hr Wnt	siBRG1 +9hr Wnt	siP300 +9hr Wnt	Description
	550	A_32_P8971	0.755	-0.575	-0.571	-0.535	-0.346	Unknown
C6orf141	32317	C6orf141	0.755	--		--	--	Homo sapiens chromosome 6 open reading frame 141, mRNA (cDNA clone MGC:46457 IMAGE:5201433), complete cds. [BC036917]
TGFB1	26341	TGFB1	0.754	-0.606	-0.209	-1.206	-0.671	transforming growth factor, beta 1 (TGFB1), mRNA [NM_000660]
EPHX1	10941	EPHX1	0.754	-0.545	-0.512	-0.71	-0.339	epoxide hydrolase 1, microsomal (xenobiotic) (EPHX1), mRNA [NM_000120]
NAV2	16676	NAV2	0.753	-0.645	-0.793	--	--	Homo sapiens partial mRNA for steerin2 protein (STEERIN2 gene), alternative exon 1b. [AJ488203]
ARHGDIB	21134	ARHGDIB	0.753	-0.557	-0.919	-1.367	-1.043	Rho GDP dissociation inhibitor (GDI) beta (ARHGDIB), mRNA [NM_001175]
	16317	AL390143	0.753	-0.854	-0.912	-0.832	-1.1	Homo sapiens mRNA; cDNA DKFZp547N074 (from clone DKFZp547N074) [AL390143]
AHSG	11453	AHSG	0.752	-0.742	-0.839	-1.184	-1.34	alpha-2-HS-glycoprotein (AHSG), mRNA [NM_001622]
HBA2	30478	HBA2	0.752	-0.595	-0.889	-1.148	-0.856	hemoglobin, alpha 2 (HBA2), mRNA [NM_000517]
	25496	AW972815	0.752	-0.02	0.157	0.395	-0.191	EST384910 MAGE resequences, MAGL Homo sapiens cDNA, mRNA sequence [AW972815]
VGLL3	44514	VGLL3	0.751	0.114	0.257	0.084	-0.204	vestigial like 3 (Drosophila) (VGLL3), mRNA [NM_016206]
RLBP1	38445	RLBP1	0.751	-1.33	-0.564	-0.482	-1.577	retinaldehyde binding protein 1 (RLBP1), mRNA [NM_000326]
C8orf4	37040	C8orf4	0.751	-0.935	-0.542	-0.817	-1.73	chromosome 8 open reading frame 4 (C8orf4), mRNA [NM_020130]
	13848	CN430008	0.75	0.498	-0.301	-0.219	0.069	CN430008 17000600067619 GRN_PRENEU Homo sapiens cDNA 5, mRNA sequence [CN430008]
TUBB4A	26751	TUBB4	0.749	-0.003	-0.03	-0.838	-0.214	tubulin, beta 4 (TUBB4), mRNA [NM_006087]
CHP2	12952	CHP2	0.747	0.075	0.398	1.065	--	calcineurin B homologous protein 2 (CHP2), mRNA [NM_022097]
	29152	THC2718172	0.747	-0.193	0.198	-0.382	--	Unknown
CYTL1	39165	CYTL1	0.747	-0.67	-0.926	-1.165	-0.908	cytokine-like 1 (CYTL1), mRNA [NM_018659]
	29551	AF116678	0.746	-0.356	-0.576	-0.922	-0.711	Homo sapiens PRO1995 mRNA, complete cds. [AF116678]
TNFRSF12A	12485	TNFRSF12A	0.746	-0.189	0.376	0.24	-0.616	tumor necrosis factor receptor superfamily, member 12A (TNFRSF12A), mRNA [NM_016639]
	27438	A_24_P703642	0.744	-0.549	-0.743	-1.079	-0.94	Unknown
ERP27	29178	ERP27	0.744	-0.075	0.962	-0.706	0.226	endoplasmic reticulum protein 27 kDa (ERP27), mRNA [NM_152321]
ATF3	25055	ATF3	0.744	-0.374	-0.425	-0.305	-0.337	activating transcription factor 3 (ATF3), transcript variant 4, mRNA [NM_001040619]
DDX17	5486	DDX17	0.743	-0.995	-0.907	-1.142	-1.262	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17 (DDX17), transcript variant 1, mRNA [NM_006386]
F5	34546	F5	0.743	-1.102	-0.83	-1.018	-1.735	coagulation factor V (proaccelerin, labile factor) (F5), mRNA [NM_000130]
ICAM1	5519	ICAM1	0.742	-1.169	-1.416	-1.086	-2.484	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
ARHGEF40	29888	FLJ10357	0.742	-0.317	-0.032	-0.49	-0.968	hypothetical protein FLJ10357 (FLJ10357), mRNA [NM_018071]
	33880	THC2691419	0.741	-1.33	-0.513	-1.206	-1.408	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (5%) [THC2691419]
	13648	AF318318	0.741	-0.195	-0.605	-0.264	-0.273	Homo sapiens pp10394 mRNA, complete cds. [AF318318]
KAZALD1	4623	KAZALD1	0.74	-0.145	-0.147	-1.349	-1.703	Kazal-type serine peptidase inhibitor domain 1 (KAZALD1), mRNA [NM_030929]
LAT	29277	LAT	0.739	-0.282	-1.292	-0.653	-1.279	linker for activation of T cells (LAT), transcript variant 1, mRNA [NM_014387]
MRGPRF	33512	MRGPRF	0.739	-1.121	-1.076	-1.834	-0.54	MAS-related GPR, member F (MRGPRF), transcript variant 2, mRNA [NM_145015]
TCF7	14818	TCF7	0.738	-0.099	0.055	-1.152	-0.175	transcription factor 7 (T-cell specific, HMG-box) (TCF7), transcript variant 1, mRNA [NM_003202]
TUBB4B	4125	TUBB2C	0.738	-0.045	0.037	-0.597	-0.215	tubulin, beta 2C (TUBB2C), mRNA [NM_006088]
PLK3	28193	PLK3	0.738	-0.26	0.066	-0.086	-0.064	polo-like kinase 3 (Drosophila) (PLK3), mRNA [NM_004073]
	25898	XR_019529	0.737	-0.751	-0.769	-0.933	-0.894	PREDICTED: Homo sapiens similar to 60S ribosomal protein L32 (LOC391595), mRNA [XR_019529]
SLC22A4	35708	SLC22A4	0.737	0.238	-0.039	-1.513	0.327	solute carrier family 22 (organic cation/ergothioneine transporter), member 4 (SLC22A4), mRNA [NM_003059]
CFH	4401	CFH	0.737	0.228	-0.114	0.217	0.885	complement factor H (CFH), transcript variant 1, mRNA [NM_000186]
RARRES1	1148	RARRES1	0.737	-0.514	-1.708	-1.82	-2.022	retinoic acid receptor responder (tazarotene induced) 1 (RARRES1), transcript variant 2, mRNA [NM_002888]
LCT	11823	LCT	0.737	-1.006	-1.261	-1.857	-1.062	lactase (LCT), mRNA [NM_002299]
	10949	A_32_P84714	0.736	0.376	-0.103	0.313	0.373	Unknown
TMEM132B	12471	TMEM132B	0.736	-0.67	-0.909	-0.057	-0.777	transmembrane protein 132B (TMEM132B), mRNA [NM_052907]
CCDC40	28418	CCDC40	0.734	0.277	0.02	-0.212	0.008	Homo sapiens cDNA FLJ20753 fis, clone HEP02714. [AK000760]
LRRC32	40588	LRRC32	0.734	-0.514	-0.094	-0.601	--	leucine rich repeat containing 32 (LRRC32), mRNA [NM_005512]
	31581	MGC50722	0.734	-0.871	-1.567	-0.928	-1.07	hypothetical MGC50722 (MGC50722), mRNA [NM_203348]
HSD11B2	195	HSD11B2	0.733	-0.206	-0.124	-0.419	-0.533	hydroxysteroid (11-beta) dehydrogenase 2 (HSD11B2), mRNA [NM_000196]
	29662	hCG_1815504	0.733	--		--	--	AGENCOURT_13976018 NIH_MGC_173 Homo sapiens cDNA 5, mRNA sequence [CD050206]
PRSS21	31150	PRSS21	0.732	-0.659	-0.802	-1.13	-1.059	protease, serine, 21 (testisin) (PRSS21), transcript variant 1, mRNA [NM_006799]
DENND2A	19408	DENND2A	0.732	-0.635	-0.178	-1.557	-1.455	DENN/MADD domain containing 2A (DENND2A), mRNA [NM_015689]
ARHGAP27	15827	ARHGAP27	0.732	-0.204	-0.418	-0.757	-0.294	Rho GTPase activating protein 27 (ARHGAP27), mRNA [NM_199282]
MFSD12	14245	C19orf28	0.73	-0.028	0.073	-0.174	-0.032	chromosome 19 open reading frame 28 (C19orf28), transcript variant 3, mRNA [NM_174983]
	42770	A_32_P32876	0.729	-0.274	-0.643	-0.624	-1.44	Unknown
FGL1	27302	FGL1	0.729	-0.77	-1.032	-1.742	-1.595	fibrinogen-like 1 (FGL1), transcript variant 4, mRNA [NM_201553]
TNFSF13	35914	TNFSF13	0.729	-2.388	-1.909	-0.685	-1.518	tumor necrosis factor (ligand) superfamily, member 13 (TNFSF13), transcript variant gamma, mRNA [NM_172088]
BHMT2	32752	BHMT2	0.727	-1.788	-1.061	-1.891	-0.619	betaine-homocysteine methyltransferase 2 (BHMT2), mRNA [NM_017614]
RUNX1	15536	RUNX1	0.726	-0.474	-0.3	-0.549	-1.392	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene) (RUNX1), transcript variant 2, mRNA [NM_001001890]
LINC00152	7768	C2orf59	0.726	-1.179	-0.721	-2.125	-0.824	Homo sapiens chromosome 2 open reading frame 59, mRNA (cDNA clone MGC:17431 IMAGE:2984883), complete cds. [BC010491]
ABCG1	12414	ABCG1	0.726	-0.326	-0.396	-0.739	-0.631	ATP-binding cassette, sub-family G (WHITE), member 1 (ABCG1), transcript variant 5, mRNA [NM_207627]
ROR1	16456	ROR1	0.726	-0.222	-0.257	-1.119	-0.25	receptor tyrosine kinase-like orphan receptor 1 (ROR1), transcript variant 2, mRNA [NM_001083592]
DDO	44529	DDO	0.725	-1.628	-2.01	-2.768	-2.057	D-aspartate oxidase (DDO), transcript variant 1, mRNA [NM_003649]
IL11	15354	IL11	0.725	-0.519	0.198	-0.084	-0.532	interleukin 11 (IL11), mRNA [NM_000641]
	4999	AK123096	0.725	-0.632	-0.232	-0.211	-0.771	Homo sapiens cDNA FLJ41101 fis, clone BLADE2004670. [AK123096]
C17orf104	43086	FLJ35848	0.724	--	-0.486	1.047	--	Homo sapiens hypothetical protein FLJ35848, mRNA (cDNA clone IMAGE:5402642), partial cds. [BC041481]
	10008	CR594735	0.724	-0.547	-0.307	-0.939	-0.789	full-length cDNA clone CS0DE011YB11 of Placenta of Homo sapiens (human). [CR594735]
HOXA11	7202	HOXA11	0.723	-0.704	-0.412	-0.486	-0.953	homeobox A11 (HOXA11), mRNA [NM_005523]
B4GALNT4	30387	B4GALNT4	0.722	-0.109	0.057	-1.476	-0.099	beta-1,4-N-acetyl-galactosaminyl transferase 4 (B4GALNT4), mRNA [NM_178537]
	42916	BX099483	0.721	-1.774	-1.136	-3.089	-3.15	BX099483 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGp998H034195, mRNA sequence [BX099483]
	36925	XR_017398	0.72	-0.115	0.04	0.473	-0.173	PREDICTED: Homo sapiens similar to DNA-directed RNA polymerase III 32 kDa polypeptide (RNA polymerase III C32 subunit) (LOC647055), mRNA [XR_017398]
	27568	THC2569379	0.72	0.583	0.758	-0.995	0.384	ALU6_HUMAN (P39193) Alu subfamily SP sequence contamination warning entry, partial (24%) [THC2569379]
CD44	14385	CD44	0.72	-0.397	0.201	-3.05	-0.808	CD44 molecule (Indian blood group) (CD44), transcript variant 1, mRNA [NM_000610]
	14418	AK090477	0.72	-0.628	-0.568	-0.437	-0.916	Homo sapiens mRNA for FLJ00399 protein. [AK090477]
	14778	THC2645797	0.719	-1.025	-1.736	0.107	-1.51	ALU1_HUMAN (P39188) Alu subfamily J sequence contamination warning entry, partial (9%) [THC2645797]
THBS1	5290	THBS1	0.719	-2.289	-2.367	--	-2.622	thrombospondin 1 (THBS1), mRNA [NM_003246]
PRUNE2	23630	PRUNE2	0.719	-0.38		-0.782	-0.65	prune homolog 2 (Drosophila) (PRUNE2), transcript variant 2, mRNA [NM_138818]
	34358	THC2737770	0.719	-0.477	-0.154	-0.158	-0.966	Unknown
LEFTY2	6995	LEFTY2	0.717	-1.155	-1.696	-1.613	-0.688	left-right determination factor 2 (LEFTY2), mRNA [NM_003240]
	12541	BC008631	0.717	0.056	0.227	-1.355	-0.458	Homo sapiens cDNA clone IMAGE:4157517, with apparent retained intron. [BC008631]
	2650	A_24_P929650	0.717	-0.044	0.026	-0.586	-0.199	Unknown
	26918	T68867	0.716	-0.499	-0.542	-0.725	-0.354	T68867 yc30e06.s1 Stratagene liver (#937224) Homo sapiens cDNA clone IMAGE:82210 3 similar to gb:X69654 40S RIBOSOMAL PROTEIN S26 (HUMAN);contains PTR7 repetitive element ;, mRNA sequence [T68867]
CLDN3	25695	CLDN3	0.714	-0.611	-0.599	-1.227	-0.858	claudin 3 (CLDN3), mRNA [NM_001306]
LINC00482	36903	C17orf55	0.714	-0.452	-0.56	-1.148	-0.678	chromosome 17 open reading frame 55 (C17orf55), mRNA [NM_178519]
	22904	THC2707284	0.714	-0.131	-0.1	-0.588	-0.242	Q214U3_RHOPA (Q214U3) Penicillin-binding protein 1C precursor, partial (3%) [THC2707284]
SLC15A3	27688	SLC15A3	0.712	-0.1	-0.687	-1.005	-0.759	solute carrier family 15, member 3 (SLC15A3), mRNA [NM_016582]
FLNA	37564	FLNA	0.711	-0.346	0.021	-1.937	-1.028	filamin A, alpha (actin binding protein 280) (FLNA), transcript variant 1, mRNA [NM_001456]
AR	44235	AR	0.711	-0.37	-0.58	-0.168	-0.775	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease) (AR), transcript variant 1, mRNA [NM_000044]
APOL1	9112	APOL1	0.71	-0.571	-0.615	-1.327	-0.407	apolipoprotein L, 1 (APOL1), transcript variant 2, mRNA [NM_145343]
	14448	LOC643783	0.71	0.02	-0.059	0.05	0.084	PREDICTED: Homo sapiens hypothetical LOC643783 (LOC643783), mRNA [XM_931798]
CD1E	5415	CD1E	0.709	-2.358	-1.541	-0.485	-1.278	CD1e molecule (CD1E), transcript variant 2, mRNA [NM_001042583]
COL6A2	2988	COL6A2	0.709	-0.599	-0.316	-1.352	-1.053	collagen, type VI, alpha 2 (COL6A2), transcript variant 2C2, mRNA [NM_001849]
CD44	19644	CD44	0.708	-0.318	0.105	-2.477	-0.93	CD44 molecule (Indian blood group) (CD44), transcript variant 1, mRNA [NM_000610]
DOCK10	16153	DOCK10	0.707	-1.333	-0.495	-2.874	-1.257	dedicator of cytokinesis 10 (DOCK10), mRNA [NM_014689]
SLC45A3	41582	SLC45A3	0.707	-0.27	-0.072	-0.004	-0.185	solute carrier family 45, member 3 (SLC45A3), mRNA [NM_033102]
TFF3	28514	TFF3	0.707	-0.429	-0.695	-1.235	-0.986	trefoil factor 3 (intestinal) (TFF3), mRNA [NM_003226]
	23221	AK055821	0.706	0.589	0.413	0.134	-0.663	Homo sapiens cDNA FLJ31259 fis, clone KIDNE2005798. [AK055821]
SAA4	12696	SAA4	0.706	-1.165	-0.869	-1.669	-0.705	serum amyloid A4, constitutive (SAA4), mRNA [NM_006512]
PDLIM2	17385	PDLIM2	0.706	-0.256		-1.039	--	Homo sapiens mRNA for FLJ00072 protein. [AK074031]
	26899	AK054895	0.706	0.002	-0.739	-0.666	-2.657	Homo sapiens cDNA FLJ30333 fis, clone BRACE2007262. [AK054895]
	40972	BX114023	0.705	-0.569	-0.324	-0.587	-0.771	BX114023 Soares_fetal_liver_spleen_1NFLS_S1 Homo sapiens cDNA clone IMAGp998B10978, mRNA sequence [BX114023]
CPZ	14827	CPZ	0.705	-1.152	-1.162	-2.398	-0.326	carboxypeptidase Z (CPZ), transcript variant 3, mRNA [NM_001014448]
	25003	XR_018087	0.705	-0.766	-0.926	-0.301	-1.105	PREDICTED: Homo sapiens similar to squamous cell carcinoma antigen recognized by T cells 2 (LOC347097), mRNA [XR_018087]
ART3	10208	ART3	0.705	-0.094	-0.013	-1.068	-0.961	ADP-ribosyltransferase 3 (ART3), mRNA [NM_001179]
KCTD12	5183	KCTD12	0.705	0.498	0.401	0.106	0.392	potassium channel tetramerisation domain containing 12 (KCTD12), mRNA [NM_138444]
	12656	LOC729683	0.704	-0.348	-0.306	-0.799	-0.553	full-length cDNA clone CS0DL006YD08 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human). [CR594811]
	2116	A_32_P144381	0.704	-1.247	-0.973	-0.892	-1.293	Unknown
HLA-DQB2	41397	HLA-DQB2	0.704	0.267	-0.062	0.018	0.605	major histocompatibility complex, class II, DQ beta 2 (HLA-DQB2) on chromosome 6 [NR_003937]
	43217	U79293	0.703	-0.964	-0.838	-0.383	-1.225	Human clone 23948 mRNA sequence. [U79293]
CD24	40879	CD24	0.703	0.047	0.359	-0.816	-0.294	Homo sapiens CD24 signal transducer mRNA, complete cds and 3 region. [L33930]
GRIN2A	16187	GRIN2A	0.703	-0.519	-0.719	-0.26	-0.568	Glutamate [NMDA] receptor subunit epsilon-1 precursor (N-methyl D- aspartate receptor subtype 2A) (NR2A) (NMDAR2A) (hNR2A). [Source:Uniprot/SWISSPROT;Acc:Q12879] [ENST00000396573]
	12709	BG216229	0.702	-0.535	-0.488	-0.311	-0.495	BG216229 RST35803 Athersys RAGE Library Homo sapiens cDNA, mRNA sequence [BG216229]
ICAM1	2500	ICAM1	0.702	-1.243	-0.66	-1.519	-0.666	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
SOAT2	15877	SOAT2	0.701	1.981	-0.811	-1.527	-0.954	sterol O-acyltransferase 2 (SOAT2), mRNA [NM_003578]
DNAJA1	1610	DNAJA1	0.701	-0.24	-0.192	0.002	-0.214	DnaJ (Hsp40) homolog, subfamily A, member 1 (DNAJA1), mRNA [NM_001539]
ITGA11	39609	ITGA11	0.7	-0.344	-0.736	-1.164	-1.138	integrin, alpha 11 (ITGA11), mRNA [NM_001004439]
S100A16	28521	S100A16	0.7	-0.563	-0.788	-1.105	-0.916	S100 calcium binding protein A16 (S100A16), mRNA [NM_080388]
	26481	BX111257	0.7	1.204	0.522	--	--	BX111257 Soares fetal liver spleen 1NFLS Homo sapiens cDNA clone IMAGp998B19536, mRNA sequence [BX111257]
	30097	RP13-36C9.6	0.699	-0.346	-0.119	-0.159	0.401	cancer/testis antigen CT45-5 (CT45-5), mRNA [NM_001007551]
	6976	LOC642521	0.699	-0.623	-0.727	-0.617	-0.782	PREDICTED: Homo sapiens similar to hCG1791993 (LOC642521), mRNA [XM_926017]
GABRE	12345	GABRE	0.699	-1.011	-0.732	-2.554	-1.663	gamma-aminobutyric acid (GABA) A receptor, epsilon (GABRE), transcript variant 4, mRNA [NM_021990]
	23929	A_24_P307395	0.698	-0.129	-0.202	-0.644	-0.357	Unknown
PREX1	19723	PREX1	0.698	0.047	-0.061	-0.126	-0.496	phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1 (PREX1), mRNA [NM_020820]
DRAM1	12684	DRAM	0.698	-0.33	-0.178	0.677	-0.14	damage-regulated autophagy modulator (DRAM), mRNA [NM_018370]
LIMD2	38084	LIMD2	0.698	-0.338	-0.308	-0.994	-0.476	LIM domain containing 2 (LIMD2), mRNA [NM_030576]
SAMSN1	17628	SAMSN1	0.698	-0.987	-1.551	-2.302	-1.671	SAM domain, SH3 domain and nuclear localization signals 1 (SAMSN1), mRNA [NM_022136]
THBD	34837	THBD	0.698	0.799	0.983	0.811	0.503	thrombomodulin (THBD), mRNA [NM_000361]
	38334	AK123481	0.697	-0.376	-0.485	-0.684	-0.922	Homo sapiens cDNA FLJ41487 fis, clone BRTHA2004350. [AK123481]
RIPPLY2	14945	C6orf159	0.697	-0.404	-0.858	-0.195	0.263	chromosome 6 open reading frame 159 (C6orf159), mRNA [NM_001009994]
EMR1	26689	EMR1	0.696	-0.044	0.19	-0.918	0.472	egf-like module containing, mucin-like, hormone receptor-like 1 (EMR1), mRNA [NM_001974]
TCF15	27863	TCF15	0.696	-0.689	-0.726	-0.923	-1.336	transcription factor 15 (basic helix-loop-helix) (TCF15), mRNA [NM_004609]
	2496	THC2643233	0.696	-0.728	-0.533	-0.214	-1.021	Q3VNU0_9CHLB (Q3VNU0) DNA/RNA non-specific endonuclease precursor, partial (5%) [THC2643233]
SCGB3A2	10030	SCGB3A2	0.695	-0.633	-0.606	-0.658	-0.873	secretoglobin, family 3A, member 2 (SCGB3A2), mRNA [NM_054023]
	8076	THC2683295	0.695	-0.594	-0.338	0.12	-0.42	Unknown
	1116	BX116720	0.695	-0.467	0.075	0.195	-0.502	BX116720 Soares_testis_NHT Homo sapiens cDNA clone IMAGp998F241782, mRNA sequence [BX116720]
PTPN6	37278	PTPN6	0.694	-0.174	-0.633	-1.876	-0.979	protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 1, mRNA [NM_002831]
	5246	AK022204	0.693	0.758	-0.747	1.021	-0.625	Homo sapiens cDNA FLJ12142 fis, clone MAMMA1000356. [AK022204]
IL1R1	16696	IL1R1	0.693	-0.35	-0.268	-0.704	-0.828	interleukin 1 receptor, type I (IL1R1), mRNA [NM_000877]
PON3	11321	PON3	0.693	-0.845	-1.225	-2.858	-2.393	paraoxonase 3 (PON3), mRNA [NM_000940]
LCK	29055	LCK	0.692	-0.577	-1.224	-1.375	-1.869	lymphocyte-specific protein tyrosine kinase (LCK), transcript variant 2, mRNA [NM_005356]
	36512	AF052115	0.692	-0.401		--	-0.238	Homo sapiens clone 23688 mRNA sequence. [AF052115]
ITGB2	2925	ITGB2	0.692	-0.793	-0.529	-0.663	-0.615	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit) (ITGB2), mRNA [NM_000211]
	42149	AK023104	0.691	--	-1.063	-1.151	-0.508	Homo sapiens cDNA FLJ13042 fis, clone NT2RP3001318. [AK023104]
ALDH1A2	19522	ALDH1A2	0.691	-0.426	-0.479	0.363	-0.927	aldehyde dehydrogenase 1 family, member A2 (ALDH1A2), transcript variant 3, mRNA [NM_170697]
	30410	AK091801	0.691	0.192	0.163	-1.014	-0.196	Homo sapiens cDNA FLJ34482 fis, clone HLUNG2004067. [AK091801]
KLHL35	33121	FLJ33790	0.69	0.037	-0.25	-0.729	-0.512	hypothetical protein FLJ33790 (FLJ33790), mRNA [NM_001039548]
	31063	A_32_P68205	0.69	0.019	0.181	0.226	0.598	Unknown
TEX19	8148	FLJ35767	0.689	0.545	0.168	-2.869	-0.44	FLJ35767 protein (FLJ35767), mRNA [NM_207459]
LDHD	18128	LDHD	0.689	-0.1	-0.874	-1.667	-0.672	lactate dehydrogenase D (LDHD), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_153486]
FUT1	5228	FUT1	0.689	0.45	0.294	-0.598	-1.264	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) (FUT1), mRNA [NM_000148]
RNF183	26252	RNF183	0.688	-0.896		--	-1.537	ring finger protein 183 (RNF183), mRNA [NM_145051]
MBD2	36382	MBD2	0.688	-0.153	-0.789	-0.614	-0.482	methyl-CpG binding domain protein 2 (MBD2), transcript variant testis-specific, mRNA [NM_015832]
MSTO1	7013	MSTO1	0.687	-0.103	-0.274	-0.33	-0.229	misato homolog 1 (Drosophila) (MSTO1), mRNA [NM_018116]
TLR1	1948	TLR1	0.687	-1.134	-0.516	-0.839	-0.239	toll-like receptor 1 (TLR1), mRNA [NM_003263]
	26423	A_32_P220567	0.686	-0.929	-0.718	-1.114	-1.113	Unknown
OLFM1	9551	OLFM1	0.685	0.187	-0.233	-0.625	-0.934	olfactomedin 1 (OLFM1), transcript variant 1, mRNA [NM_014279]
CD40	14283	CD40	0.684	-0.423	-0.356	-0.188	-0.558	CD40 molecule, TNF receptor superfamily member 5 (CD40), transcript variant 1, mRNA [NM_001250]
KIAA1467	3897	KIAA1467	0.683	-0.637	-0.71	-0.775	-0.587	KIAA1467 (KIAA1467), mRNA [NM_020853]
SLC35G5	13661	AMAC1L2	0.683	-0.43	-0.284	-0.458	-0.368	acyl-malonyl condensing enzyme 1-like 2 (AMAC1L2), mRNA [NM_054028]
	27527	AK022390	0.683	0.245	0.124	-0.019	-0.393	Homo sapiens cDNA FLJ12328 fis, clone MAMMA1002145. [AK022390]
CSK	43197	CSK	0.682	0.021	0.204	-0.293	0.186	c-src tyrosine kinase (CSK), mRNA [NM_004383]
IL2RG	13548	IL2RG	0.681	-0.62		--	--	interleukin 2 receptor, gamma (severe combined immunodeficiency) (IL2RG), mRNA [NM_000206]
LNX1	18460	LNX1	0.68	-0.427	-0.576	0.363	-0.615	ligand of numb-protein X 1 (LNX1), mRNA [NM_032622]
DUSP4	28348	DUSP4	0.68	-0.383	-0.25	-0.755	-0.417	dual specificity phosphatase 4 (DUSP4), transcript variant 1, mRNA [NM_001394]
CTCFL	12221	CTCFL	0.68	-0.891	-2.159	-1.201	-2.057	CCCTC-binding factor (zinc finger protein)-like (CTCFL), mRNA [NM_080618]
TLR2	8451	TLR2	0.68	-1.07	-0.559	-1.308	-1.232	toll-like receptor 2 (TLR2), mRNA [NM_003264]
LOXL3	31830	LOXL3	0.679	-0.394	-0.214	-0.492	-0.299	lysyl oxidase-like 3 (LOXL3), mRNA [NM_032603]
RHEBL1	42434	RHEBL1	0.679	-0.41	0.056	-0.233	-0.29	Ras homolog enriched in brain like 1 (RHEBL1), mRNA [NM_144593]
	32263	THC2659646	0.679	-0.448	-0.247	-0.198	-0.821	Unknown
ICAM1	35006	ICAM1	0.678	-0.613	-1.302	-0.896	-1.933	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
EBI3	30940	EBI3	0.678	-0.467	-0.407	-0.969	-0.346	Epstein-Barr virus induced gene 3 (EBI3), mRNA [NM_005755]
C6orf141	33792	C6orf141	0.678	-0.05	0.102	-0.357	-0.032	Homo sapiens chromosome 6 open reading frame 141, mRNA (cDNA clone MGC:46457 IMAGE:5201433), complete cds. [BC036917]
EDNRB	1574	EDNRB	0.677	-0.232	0.441	0.918	0.188	endothelin receptor type B (EDNRB), transcript variant 2, mRNA [NM_003991]
	3785	FLJ22659	0.676	0.243	-0.225	-0.616	0.062	Homo sapiens cDNA: FLJ22659 fis, clone HSI07953. [AK026312]
GGTLC2	19222	GGTLC2	0.676	-0.469	-0.684	-1.03	-0.797	gamma-glutamyltransferase light chain 2 (GGTLC2), transcript variant 1, mRNA [NM_199127]
SLC4A2	7043	SLC4A2	0.675	-0.136	-0.202	-0.524	-0.081	solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1) (SLC4A2), mRNA [NM_003040]
	22335	LOC400456	0.675	-0.632	-0.314	-0.369	-0.226	Homo sapiens hypothetical gene supported by BC040875, mRNA (cDNA clone IMAGE:5721930). [BC040875]
	22097	THC2633447	0.675	-0.585	-0.421	-0.73	-1.044	Unknown
ICAM1	14769	ICAM1	0.675	-0.614	-0.603	-1.14	-0.952	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor (ICAM1), mRNA [NM_000201]
IER3IP1	2894	IER3IP1	0.674	-0.317	-0.194	-0.975	0.351	Homo sapiens PRO2309 mRNA, complete cds. [AF119875]
PAGE2	16653	PAGE2	0.673	-1.022	-1.176	-0.386	-1.107	P antigen family, member 2 (prostate associated) (PAGE2), mRNA [NM_207339]
	31148	A_32_P222241	0.672	-1.987	-0.865	0.196	-1.074	Unknown
TRAF3IP3	11218	TRAF3IP3	0.671	-0.401	-0.226	-0.64	-0.589	TRAF3 interacting protein 3 (TRAF3IP3), mRNA [NM_025228]
ALOX15B	20939	ALOX15B	0.67	0.354		--	--	arachidonate 15-lipoxygenase, type B (ALOX15B), transcript variant d, mRNA [NM_001141]
	8937	AK022044	0.67	-0.754	-0.139	-0.498	-1.242	Homo sapiens cDNA FLJ11982 fis, clone HEMBB1001335. [AK022044]
SYNPO	17398	SYNPO	0.67	-0.647	-0.375	-0.469	-0.741	synaptopodin (SYNPO), transcript variant 1, mRNA [NM_007286]
JUNB	448	JUNB	0.669	-0.257	-0.179	-0.094	-0.1	jun B proto-oncogene (JUNB), mRNA [NM_002229]
UCP2	28264	UCP2	0.669	-0.402	-0.352	-0.642	-0.515	uncoupling protein 2 (mitochondrial, proton carrier) (UCP2), nuclear gene encoding mitochondrial protein, mRNA [NM_003355]
FLNC	6002	FLNC	0.669	0.126	0.28	-0.546	0.107	filamin C, gamma (actin binding protein 280) (FLNC), mRNA [NM_001458]
ZNF784	3361	ZNF784	0.669	-0.491	-0.431	-0.925	-0.451	zinc finger protein 784 (ZNF784), mRNA [NM_203374]
