ID	Gene Symbol	Gene Title	logFC	t	P.Value	adj.P.Val	B	Pathway	go biological process term	go molecular function term	go cellular component term
219306_at	KIF15	kinesin family member 15	2.61733918	6.098168302	0.001842406	0.022595508	-1.209925644	---	microtubule-based movement /// mitosis /// cell proliferation	nucleotide binding /// DNA binding /// motor activity /// motor activity /// microtubule motor activity /// ATP binding	cytoplasm /// centrosome /// spindle /// plus-end kinesin complex /// microtubule /// microtubule associated complex
212021_s_at	MKI67	antigen identified by monoclonal antibody Ki-67	2.614333363	5.911412939	0.002112405	0.024359935	-1.367411321	---	cell cycle /// cell proliferation	nucleotide binding /// protein binding /// ATP binding	nucleus
243840_at	---	---	2.612279989	5.584061519	0.002707387	0.028268258	-1.653236025	---	---	---	---
235456_at	---	---	2.607848325	4.21555552	0.008739924	0.058012828	-2.999655341	---	---	---	---
202589_at	TYMS	thymidylate synthetase	2.600533295	8.420743154	0.000427158	0.011102176	0.465574259	---	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process /// dTMP biosynthetic process /// DNA replication /// DNA repair /// deoxyribonucleoside monophosphate biosynthetic process /// nucleotide biosynthetic process /// phosphoinositide-medi	thymidylate synthase activity /// thymidylate synthase activity /// methyltransferase activity /// transferase activity	cytosol
202338_at	TK1	thymidine kinase 1, soluble	2.591635441	5.73257419	0.002415798	0.026335231	-1.521983388	---	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process /// DNA replication	nucleotide binding /// thymidine kinase activity /// thymidine kinase activity /// ATP binding /// kinase activity /// transferase activity /// nucleoside kinase activity	cytoplasm /// cytosol
228004_at	C20orf56	chromosome 20 open reading frame 56	2.587269621	4.435627065	0.007121822	0.050878395	-2.765255169	---	---	---	---
202580_x_at	FOXM1	forkhead box M1	2.577696072	5.559689694	0.002759109	0.028588116	-1.675031668	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// transcription factor activity /// protein binding /// sequence-specific DNA binding	nucleus
215942_s_at	GTSE1	G-2 and S-phase expressed 1	2.569787811	7.329533639	0.000807757	0.014846251	-0.262218843	---	G2 phase of mitotic cell cycle /// DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest /// microtubule-based process	---	cytoplasm /// microtubule /// cytoplasmic microtubule
202965_s_at	CAPN6	calpain 6	2.568586358	3.274728858	0.022744417	0.105581947	-4.084968903	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Integrin-mediated_cell_adhesion_KEGG>Integrin-mediated_cell_adhesion_KEGG</a>	proteolysis	calcium-dependent cysteine-type endopeptidase activity /// calcium-dependent cysteine-type endopeptidase activity	intracellular
219502_at	NEIL3	nei endonuclease VIII-like 3 (E. coli)	2.555600007	10.4459944	0.00015588	0.007062933	1.602532772	---	DNA repair /// base-excision repair /// nucleotide-excision repair /// response to DNA damage stimulus	nucleic acid binding /// DNA binding /// damaged DNA binding /// DNA-(apurinic or apyrimidinic site) lyase activity /// zinc ion binding /// hydrolase activity, hydrolyzing N-glycosyl compounds /// metal ion binding	intracellular /// nucleus
228788_at	YPEL1	yippee-like 1 (Drosophila)	2.552362646	2.836147821	0.037251784	0.139278375	-4.635191555	---	---	---	nucleus
204817_at	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	2.552020534	5.059564202	0.004128279	0.036493381	-2.13893298	<a target=external href=http://www.wikipathways.org/index.php/Pathway:Homo_sapiens:Cell_cycle_KEGG>Cell_cycle_KEGG</a>	mitotic sister chromatid segregation /// cytokinesis /// proteolysis /// apoptosis /// chromosome segregation /// establishment of mitotic spindle localization /// positive regulation of mitotic metaphase/anaphase transition /// negative regulation of sis	catalytic activity /// protein binding /// peptidase activity /// cysteine-type peptidase activity /// cysteine-type peptidase activity /// hydrolase activity	nucleus /// cytoplasm /// centrosome
217645_at	COX16	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)	2.540777333	5.293869829	0.003405976	0.032425661	-1.917576662	---	---	---	mitochondrion /// membrane /// integral to membrane /// mitochondrial membrane
211519_s_at	KIF2C	kinesin family member 2C	2.535068265	7.183230839	0.000885232	0.015601804	-0.367239153	---	microtubule-based movement /// mitosis /// cell proliferation /// establishment or maintenance of microtubule cytoskeleton polarity	nucleotide binding /// motor activity /// microtubule motor activity /// microtubule motor activity /// protein binding /// ATP binding /// centromeric DNA binding	chromosome, centromeric region /// nucleus /// cytoplasm /// cytoskeleton /// kinesin complex /// microtubule /// microtubule associated complex /// microtubule cytoskeleton
235609_at	---	---	2.534700207	8.169426364	0.000491356	0.011803663	0.306106746	---	---	---	---
224910_at	CARHSP1	calcium regulated heat stable protein 1, 24kDa	2.534000551	25.22612954	0.00000224	0.001283033	5.899948866	---	regulation of transcription, DNA-dependent /// intracellular signaling cascade	nucleic acid binding /// DNA binding /// protein binding /// phosphatase binding	cytoplasm
219978_s_at	NUSAP1	nucleolar and spindle associated protein 1	2.531789598	10.74155842	0.000136627	0.006662694	1.749412312	---	mitotic sister chromatid segregation /// cytokinesis after mitosis /// cell cycle /// mitosis /// mitotic chromosome condensation /// establishment of mitotic spindle localization /// positive regulation of mitosis /// cell division	DNA binding	nucleus /// cytoplasm /// microtubule
205471_s_at	DACH1	dachshund homolog 1 (Drosophila)	2.530592893	5.063770911	0.004113813	0.036384484	-2.134894398	---	transcription /// regulation of transcription, DNA-dependent /// multicellular organismal development	nucleotide binding /// DNA binding /// protein binding	nucleus
228915_at	DACH1	dachshund homolog 1 (Drosophila)	2.530301068	5.55125285	0.002777284	0.028673017	-1.68259374	---	transcription /// regulation of transcription, DNA-dependent /// multicellular organismal development	nucleotide binding /// DNA binding /// protein binding	nucleus
204602_at	DKK1	dickkopf homolog 1 (Xenopus laevis)	2.527206498	11.22146751	0.000111078	0.006081857	1.979041065	---	multicellular organismal development /// Wnt receptor signaling pathway /// negative regulation of Wnt receptor signaling pathway /// embryonic limb morphogenesis	signal transducer activity /// protein binding /// protein binding /// growth factor activity /// low-density lipoprotein receptor binding	extracellular region /// plasma membrane
203744_at	HMGB3	high-mobility group box 3	2.523182462	9.291198901	0.000270287	0.009051957	0.984456311	---	regulation of transcription, DNA-dependent /// multicellular organismal development /// negative regulation of B cell differentiation /// negative regulation of myeloid cell differentiation	DNA binding /// DNA bending activity	chromatin /// nucleus /// chromosome
226592_at	ZNF618	zinc finger protein 618	2.513320976	5.375595392	0.003189739	0.031200705	-1.842053974	---	transcription /// regulation of transcription, DNA-dependent	DNA binding /// zinc ion binding /// metal ion binding /// protein dimerization activity	intracellular /// nucleus
223307_at	CDCA3	cell division cycle associated 3	2.510566905	7.126335862	0.000917725	0.015917872	-0.408595448	---	cell cycle /// mitosis /// cell division	---	cytoplasm
229304_s_at	MLF1IP	MLF1 interacting protein	2.500462973	6.365982317	0.001523064	0.020298732	-0.990807686	---	transcription /// regulation of transcription, DNA-dependent /// signal transduction /// interspecies interaction between organisms	transcription factor activity /// signal transducer activity	chromosome, centromeric region /// condensed chromosome kinetochore /// nucleus /// chromosome /// cytoplasm
220840_s_at	C1orf112	chromosome 1 open reading frame 112	2.486879256	14.20157099	0.0000361	0.003864223	3.199365712	---	---	---	---
204444_at	KIF11	kinesin family member 11	2.482562746	10.94260049	0.000125149	0.006330654	1.846908631	---	microtubule-based movement /// cell cycle /// mitotic spindle organization and biogenesis /// mitosis /// mitosis /// mitotic centrosome separation /// spindle pole body organization and biogenesis /// cell division	nucleotide binding /// motor activity /// microtubule motor activity /// microtubule motor activity /// ATP binding	spindle pole /// spindle /// kinesin complex /// microtubule /// microtubule associated complex /// spindle microtubule
221336_at	ATOH1	atonal homolog 1 (Drosophila)	2.479885011	2.793904404	0.039127224	0.142837126	-4.689462368	---	neuron migration /// transcription /// regulation of transcription, DNA-dependent /// transcription from RNA polymerase II promoter /// apoptosis /// axon guidance /// central nervous system development /// brain development /// inner ear morphogenesis //	DNA binding /// transcription factor activity /// protein binding /// transcription regulator activity /// chromatin DNA binding	nucleus
204135_at	FILIP1L	filamin A interacting protein 1-like	2.478498059	5.869658847	0.00217901	0.02481016	-1.403165537	---	---	---	myosin complex
225687_at	FAM83D	family with sequence similarity 83, member D	2.472889406	6.834833264	0.001108219	0.01723857	-0.625161628	---	---	---	---
204887_s_at	PLK4	polo-like kinase 4 (Drosophila)	2.468077393	6.067498199	0.001883816	0.022954346	-1.235519387	---	protein amino acid phosphorylation /// protein amino acid phosphorylation	nucleotide binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein serine/threonine kinase activity /// protein tyrosine kinase activity /// protein binding /// protein binding /// ATP binding /// kinase activity /// t	---
1552619_a_at	ANLN	anillin, actin binding protein	2.464481057	5.413165249	0.003095773	0.030667333	-1.807622054	---	cytokinesis /// septin ring assembly /// cell cycle /// mitosis /// regulation of exit from mitosis /// cell division	actin binding /// actin binding /// actin binding	nucleus /// cytoplasm /// contractile ring /// cytoskeleton /// actin cytoskeleton
218039_at	NUSAP1	nucleolar and spindle associated protein 1	2.4526431	10.36022085	0.000162064	0.007189552	1.55909375	---	mitotic sister chromatid segregation /// cytokinesis after mitosis /// cell cycle /// mitosis /// mitotic chromosome condensation /// establishment of mitotic spindle localization /// positive regulation of mitosis /// cell division	DNA binding	nucleus /// cytoplasm /// microtubule
220651_s_at	MCM10	minichromosome maintenance complex component 10	2.451639124	5.127425114	0.003902014	0.035217595	-2.074074231	---	DNA replication /// DNA replication	protein binding /// zinc ion binding /// metal ion binding	nucleus /// nucleus /// nucleoplasm
223204_at	C4orf18	chromosome 4 open reading frame 18	2.450485899	3.875518924	0.012157723	0.071488892	-3.376274516	---	---	---	Golgi membrane /// Golgi apparatus /// Golgi apparatus /// membrane /// integral to membrane
209464_at	AURKB	aurora kinase B	2.447048471	6.305465307	0.001589087	0.020797534	-1.039646034	---	cytokinesis /// protein amino acid phosphorylation /// cell cycle /// mitosis /// cell division	nucleotide binding /// magnesium ion binding /// protein kinase activity /// protein serine/threonine kinase activity /// protein binding /// ATP binding /// kinase activity /// transferase activity /// metal ion binding	chromosome, centromeric region /// nucleus /// chromosome /// spindle /// midbody
213658_at	---	---	2.443649824	21.97792209	0.00000437	0.001538289	5.304393892	---	---	---	---
214909_s_at	DDAH2	dimethylarginine dimethylaminohydrolase 2	2.441758569	8.097979369	0.000511665	0.012076143	0.25992347	---	arginine catabolic process /// nitric oxide biosynthetic process /// anti-apoptosis /// defense response /// response to unfolded protein /// nitric oxide mediated signal transduction /// response to nutrient	catalytic activity /// protein binding /// dimethylargininase activity /// hydrolase activity /// hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines /// NF-kappaB binding	cytoplasm /// cytosol /// protein complex
