Gene Symbol	Quies-Cycl	Quies-Diff	Cycl-Diff	Log2Fold Quies-Cycl	Log2Fold Quies-Diff	Log2Fold Cycl-Diff	Gene.Title
MCM5	-1	-1	0	-2.33283558	-2.522640081	-0.189804501	minichromosome maintenance complex component 5
ELAC2	0	-1	0	-0.803534403	-1.329448633	-0.52591423	elaC homolog 2 (E. coli)
SNRPA	-1	-1	0	-1.948238002	-2.20944277	-0.261204768	small nuclear ribonucleoprotein polypeptide A
SCAMP3	-1	-1	0	-1.162619543	-1.069047809	0.093571734	secretory carrier membrane protein 3
NCAPD2	0	-1	0	-0.95720105	-1.181893545	-0.224692494	non-SMC condensin I complex, subunit D2
VARS	0	-1	0	-2.258233753	-3.009803863	-0.751570111	valyl-tRNA synthetase
PRKAG1	0	-1	0	-0.744225438	-1.437798288	-0.69357285	protein kinase, AMP-activated, gamma 1 non-catalytic subunit
EFEMP1	0	0	1	-0.033420567	1.687204907	1.720625474	EGF-containing fibulin-like extracellular matrix protein 1
EFEMP1	0	1	1	0.494383303	2.511059492	2.016676189	EGF-containing fibulin-like extracellular matrix protein 1
BNIP3	0	1	1	0.529894075	2.270670354	1.740776279	BCL2/adenovirus E1B 19kDa interacting protein 3
CAPG	0	-1	0	-1.68347959	-2.610183925	-0.926704336	capping protein (actin filament), gelsolin-like
CDC25B	-1	-1	0	-2.022611992	-2.846149281	-0.823537289	cell division cycle 25 homolog B (S. pombe)
GDI1	0	-1	0	-0.444331285	-1.050924811	-0.606593526	GDP dissociation inhibitor 1
TBL1X	-1	-1	0	-1.062603914	-1.80465054	-0.742046626	transducin (beta)-like 1X-linked
LOC644387 /// MPZL1	-1	0	0	-1.269942339	-0.75740599	0.512536349	myelin protein zero-like 1 /// similar to myelin protein zero-like 1 isoform a
ARAF	0	-1	0	-1.571836968	-1.741214396	-0.169377428	v-raf murine sarcoma 3611 viral oncogene homolog
PSRC1	0	-1	0	-1.773085716	-1.886332109	-0.113246393	proline/serine-rich coiled-coil 1
UQCRC1	-1	-1	0	-1.084085021	-1.337854444	-0.253769422	ubiquinol-cytochrome c reductase core protein I
CTDSPL	0	1	0	0.219244755	1.034653342	0.815408587	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like
FARP1	0	0	1	-0.182831579	0.911118994	1.093950573	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived)
GSPT1	0	-1	0	-0.664796466	-1.036995734	-0.372199267	G1 to S phase transition 1
COASY	0	-1	0	-1.446423982	-1.98145542	-0.535031438	Coenzyme A synthase
GNG10 /// LOC552891	0	1	0	0.431834474	1.037739134	0.60590466	guanine nucleotide binding protein (G protein), gamma 10 /// hypothetical protein LOC552891
DNPEP	0	-1	0	-1.237238849	-1.783317707	-0.546078858	aspartyl aminopeptidase
CPD	0	1	0	0.214870932	1.013618715	0.798747783	carboxypeptidase D
PPP1R12B	0	1	0	0.255353945	1.297800177	1.042446232	protein phosphatase 1, regulatory (inhibitor) subunit 12B
ST14	0	-1	0	-1.16768976	-1.69449908	-0.52680932	suppression of tumorigenicity 14 (colon carcinoma)
PPP1R15A	0	-1	0	-0.487748619	-1.010573957	-0.522825338	protein phosphatase 1, regulatory (inhibitor) subunit 15A
ALDOC	0	-1	0	-0.600797417	-1.363636553	-0.762839136	aldolase C, fructose-bisphosphate
ASNA1	-1	-1	0	-2.397246094	-3.088499706	-0.691253611	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
BCKDK	0	-1	0	-1.481092506	-1.820104229	-0.339011723	branched chain ketoacid dehydrogenase kinase
SFRP1	0	1	0	0.684811382	1.872320178	1.187508796	secreted frizzled-related protein 1
KPNA1	0	-1	0	-0.503403919	-1.209055334	-0.705651415	karyopherin alpha 1 (importin alpha 5)
LDLR	0	-1	0	-1.178797661	-2.012037595	-0.833239934	low density lipoprotein receptor (familial hypercholesterolemia)
LDLR	-1	-1	0	-1.702961073	-1.831174903	-0.128213829	low density lipoprotein receptor (familial hypercholesterolemia)
PLTP	-1	-1	0	-1.66266586	-2.592466036	-0.929800176	phospholipid transfer protein
BIRC5	-1	-1	0	-2.457085505	-1.830043759	0.627041747	baculoviral IAP repeat-containing 5 (survivin)
BIRC5	0	-1	0	-1.928545028	-2.075198061	-0.146653033	baculoviral IAP repeat-containing 5 (survivin)
BRD4	0	-1	0	-1.543727535	-1.727748732	-0.184021197	bromodomain containing 4
SPG7	0	-1	0	-1.661313111	-2.157583284	-0.496270173	spastic paraplegia 7 (pure and complicated autosomal recessive)
MCM2	-1	-1	0	-1.80633733	-1.02784581	0.778491519	minichromosome maintenance complex component 2
PEPD	0	-1	0	-1.061537593	-1.654829358	-0.593291765	peptidase D
NOC2L	0	-1	0	-0.416167763	-1.083392207	-0.667224444	nucleolar complex associated 2 homolog (S. cerevisiae)
AP2S1	0	-1	0	-1.105821955	-1.677770145	-0.571948191	adaptor-related protein complex 2, sigma 1 subunit
M6PRBP1	0	-1	0	-0.89160651	-1.653528793	-0.761922283	mannose-6-phosphate receptor binding protein 1
WWTR1	0	1	0	0.737624938	1.582613326	0.844988388	WW domain containing transcription regulator 1
ACTR1B	0	-1	0	-0.947345377	-1.600347077	-0.653001699	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)
AKR7A2	0	-1	0	-1.707364455	-2.293848938	-0.586484482	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
NEDD9	0	1	1	1.193831413	3.504332983	2.31050157	neural precursor cell expressed, developmentally down-regulated 9
UBAC1	0	-1	0	-0.752705498	-1.183776605	-0.431071108	UBA domain containing 1
TUBB3	0	-1	0	-0.454953265	-1.078428495	-0.62347523	tubulin, beta 3
CUGBP2	0	1	0	0.963731393	1.610481432	0.646750039	CUG triplet repeat, RNA binding protein 2
CUGBP2	1	1	0	1.098236692	1.426931826	0.328695135	CUG triplet repeat, RNA binding protein 2
MMS19	0	-1	0	-1.169326118	-1.535851022	-0.366524904	MMS19 nucleotide excision repair homolog (S. cerevisiae)
VEZF1	0	1	0	0.668033913	1.364066219	0.696032306	vascular endothelial zinc finger 1
VEZF1	0	1	0	0.812086538	1.251969183	0.439882644	vascular endothelial zinc finger 1
KIF22 /// LOC728037	0	-1	0	-1.96083013	-2.379654171	-0.418824042	kinesin family member 22 /// kinesin-like DNA-binding protein pseudogene
PLOD3	0	0	1	-0.885060168	0.742104133	1.627164301	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
NUP93	0	-1	0	-0.907008695	-1.297441829	-0.390433134	nucleoporin 93kDa
PTBP1	-1	0	0	-1.030170865	-0.882243696	0.147927168	polypyrimidine tract binding protein 1
GAS7	0	0	-1	0.26518504	-1.179862543	-1.445047583	growth arrest-specific 7
GAS7	0	-1	-1	-0.093880197	-1.22708363	-1.133203433	growth arrest-specific 7
ARL4C	0	0	1	-0.379605784	1.209383911	1.588989695	ADP-ribosylation factor-like 4C
ARL4C	0	1	1	-0.024064374	1.502464779	1.526529153	ADP-ribosylation factor-like 4C
NFYC	0	-1	0	-0.959436361	-1.429410955	-0.469974594	nuclear transcription factor Y, gamma
CRK	0	-1	0	-1.013970523	-1.117122378	-0.103151855	v-crk sarcoma virus CT10 oncogene homolog (avian)
PLK1	-1	-1	0	-2.158318824	-2.525360552	-0.367041728	polo-like kinase 1 (Drosophila)
CDK4	0	-1	0	-0.796484773	-1.045734482	-0.249249708	cyclin-dependent kinase 4
TOMM40	0	-1	0	-0.581864734	-1.333134685	-0.75126995	translocase of outer mitochondrial membrane 40 homolog (yeast)
BMI1	0	1	0	0.522087599	1.248681604	0.726594005	BMI1 polycomb ring finger oncogene
LAMC2	0	1	1	0.725875944	1.881519617	1.155643673	laminin, gamma 2
G6PD	0	-1	0	-1.520498264	-2.607468699	-1.086970436	glucose-6-phosphate dehydrogenase
HSD17B10	0	-1	0	-0.867651347	-1.395025706	-0.527374359	hydroxysteroid (17-beta) dehydrogenase 10
CDKN1A	0	-1	0	-1.117613874	-2.363588343	-1.245974469	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
RER1	0	-1	0	-0.441550066	-1.325221934	-0.883671868	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
TAP1	-1	-1	0	-1.407420778	-1.368182611	0.039238167	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
SREBF1	-1	-1	0	-2.078846697	-2.928477975	-0.849631278	sterol regulatory element binding transcription factor 1
PMF1	0	-1	0	-1.052845012	-1.609817956	-0.556972945	polyamine-modulated factor 1
TK1	-1	-1	0	-2.143290541	-2.247930769	-0.104640228	thymidine kinase 1, soluble
TRIM2	1	1	0	1.06753131	1.386874558	0.319343248	tripartite motif-containing 2
FABP5 /// LOC728641 /// LOC729163	0	-1	0	-0.712397204	-1.691557437	-0.979160233	fatty acid binding protein 5 (psoriasis-associated) /// similar to Fatty acid-binding protein, epidermal (E-FABP) (Psoriasis-associated fatty acid-binding protein homolog) (PA-FABP)
MATN2	0	1	1	0.619980134	3.639491744	3.01951161	matrilin 2
SEC24C	0	-1	0	-1.558464787	-2.08350933	-0.525044543	SEC24 related gene family, member C (S. cerevisiae)
SPOCK1	0	1	1	0.441588027	2.140470212	1.698882185	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1
TRAM2	0	1	1	-0.248912006	1.002771866	1.251683872	translocation associated membrane protein 2
TCOF1	0	-1	0	-0.891915866	-1.457480742	-0.565564876	Treacher Collins-Franceschetti syndrome 1
HD	0	-1	0	-1.471785703	-1.566885678	-0.095099975	huntingtin (Huntington disease)
BASP1	0	1	1	0.783195817	2.392336196	1.609140379	brain abundant, membrane attached signal protein 1
PRPF31	0	-1	0	-1.509920501	-2.260396332	-0.750475831	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)
IGF2 /// INS-IGF2	0	-1	0	-0.58825531	-3.264562795	-2.676307484	insulin-like growth factor 2 (somatomedin A) /// insulin- insulin-like growth factor 2
HSPBP1	0	-1	0	-0.591874718	-1.427316238	-0.83544152	hsp70-interacting protein
ACSL4	0	1	1	0.753298224	2.564088597	1.810790374	acyl-CoA synthetase long-chain family member 4
RXRA	0	-1	0	-0.834668579	-1.624507913	-0.789839334	retinoid X receptor, alpha
ERBB3	0	-1	0	-0.318331331	-1.260222298	-0.941890967	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)
PRSS23	0	1	0	0.183847546	1.388054229	1.204206683	protease, serine, 23
LPIN2	0	0	1	-0.312460793	1.280603586	1.593064379	lipin 2
LPIN2	0	1	1	0.058455323	2.020181042	1.961725718	lipin 2
PFKFB3	0	1	1	0.17159585	1.297537718	1.125941868	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
CTNNAL1	0	1	1	0.630581343	3.50024555	2.869664207	catenin (cadherin-associated protein), alpha-like 1
IDH3G	0	-1	0	-0.765732963	-1.475089751	-0.709356788	isocitrate dehydrogenase 3 (NAD+) gamma
MPI	0	-1	0	-0.71255007	-1.118664551	-0.406114482	mannose phosphate isomerase
TMEM147	0	-1	0	-0.546063898	-1.279212997	-0.733149098	transmembrane protein 147
TUBGCP2	0	-1	0	-1.304470846	-1.638556199	-0.334085353	tubulin, gamma complex associated protein 2
ATG9A	0	-1	0	-1.432863296	-1.773504064	-0.340640768	ATG9 autophagy related 9 homolog A (S. cerevisiae)
TRIM29	0	-1	0	-1.914440794	-2.192988966	-0.278548173	tripartite motif-containing 29
ATG5	0	1	0	0.643393278	1.096977405	0.453584127	ATG5 autophagy related 5 homolog (S. cerevisiae)
BCL7B	0	-1	0	-0.711447864	-1.279731059	-0.568283195	B-cell CLL/lymphoma 7B
GALE	-1	-1	0	-1.812705775	-2.215887744	-0.403181969	UDP-galactose-4-epimerase
DHFR	0	-1	0	-1.089617674	-1.372502758	-0.282885084	dihydrofolate reductase
DHFR /// LOC643509	0	-1	0	-0.622543207	-1.20327394	-0.580730733	dihydrofolate reductase /// similar to Dihydrofolate reductase
PRKCD	0	-1	0	-1.386580106	-2.379647199	-0.993067092	protein kinase C, delta
CRIM1	0	1	0	0.758262215	1.805550119	1.047287904	cysteine rich transmembrane BMP regulator 1 (chordin-like)
CRIM1	1	1	1	1.061863342	2.165657308	1.103793966	cysteine rich transmembrane BMP regulator 1 (chordin-like)
MCRS1	-1	-1	0	-1.028918857	-1.448240209	-0.419321351	microspherule protein 1
C14orf1	0	-1	0	-0.364010909	-1.003349617	-0.639338707	chromosome 14 open reading frame 1
CRABP2	0	-1	-1	-1.211798417	-3.153820184	-1.942021767	cellular retinoic acid binding protein 2
DDX19A	0	-1	0	-0.72158132	-1.235938246	-0.514356925	DEAD (Asp-Glu-Ala-As) box polypeptide 19A
FOXM1	-1	-1	0	-2.778051186	-2.825035297	-0.046984111	forkhead box M1
POLR2L	0	-1	0	-0.803559096	-1.328643403	-0.525084307	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa
AK1	0	-1	0	-0.711725531	-2.469896634	-1.758171103	adenylate kinase 1
MIR16	0	-1	0	-1.152464613	-1.560088679	-0.407624066	membrane interacting protein of RGS16
CTPS	-1	-1	0	-1.133618124	-1.376729524	-0.2431114	CTP synthase
RANBP3	0	-1	0	-0.524914307	-1.029048426	-0.504134119	RAN binding protein 3
MEN1	0	-1	0	-1.136404015	-1.332954176	-0.196550161	multiple endocrine neoplasia I
SLC39A7	0	-1	0	-0.268090381	-1.077447043	-0.809356662	solute carrier family 39 (zinc transporter), member 7
PDXK	0	-1	0	-1.04714182	-1.982622696	-0.935480876	pyridoxal (pyridoxine, vitamin B6) kinase
SDHB	0	-1	0	-0.496512631	-1.420129974	-0.923617342	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
TMEM63A	0	-1	0	-0.620119054	-1.082333647	-0.462214592	transmembrane protein 63A
TOB1	0	1	0	0.826225526	1.243736201	0.417510674	transducer of ERBB2, 1
CKMT1A /// CKMT1B	0	-1	0	-0.385114978	-1.241667251	-0.856552274	creatine kinase, mitochondrial 1B /// creatine kinase, mitochondrial 1A
LTBP1	0	1	1	0.558270899	1.789426675	1.231155776	latent transforming growth factor beta binding protein 1
ACY1	0	-1	0	-0.746474851	-1.182902446	-0.436427595	aminoacylase 1
PRKACB	0	1	0	0.541997595	1.367013201	0.825015606	protein kinase, cAMP-dependent, catalytic, beta
ITM2A	1	1	1	1.527340866	3.359374502	1.832033636	integral membrane protein 2A
ITM2A	0	1	0	1.435067646	2.507242692	1.072175046	integral membrane protein 2A
GBP2	0	0	-1	0.302212071	-0.769917994	-1.072130065	guanylate binding protein 2, interferon-inducible
CCNG2	0	1	0	0.862162364	1.734059451	0.871897087	cyclin G2
LOC731049 /// UBE2S	-1	-1	0	-1.798004118	-2.417416594	-0.619412476	ubiquitin-conjugating enzyme E2S /// similar to Ubiquitin-conjugating enzyme E2S (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase) (Ubiquitin carrier protein) (E2-EPF5)
SKIP	0	-1	0	-0.783076227	-1.1557929	-0.372716673	skeletal muscle and kidney enriched inositol phosphatase
SKIP	0	-1	0	-0.952198191	-1.233784516	-0.281586325	skeletal muscle and kidney enriched inositol phosphatase
MAPKAPK3	0	-1	0	-0.825535606	-1.268819672	-0.443284066	mitogen-activated protein kinase-activated protein kinase 3
MAPKAPK3	0	-1	0	-0.865346431	-1.106523715	-0.241177284	mitogen-activated protein kinase-activated protein kinase 3
CLDN7	0	-1	0	-1.060801864	-1.867118215	-0.806316351	claudin 7
MBOAT5	-1	0	0	-1.732314784	-1.492909179	0.239405604	membrane bound O-acyltransferase domain containing 5
INPP1	0	-1	0	-0.93642125	-1.206041604	-0.269620354	inositol polyphosphate-1-phosphatase
CLPP	0	-1	0	-1.232275371	-1.909464828	-0.677189457	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)
SLC1A3	0	1	1	0.306810183	1.389550323	1.08274014	solute carrier family 1 (glial high affinity glutamate transporter), member 3
SLC37A4	-1	-1	0	-1.623052939	-1.60270592	0.020347019	solute carrier family 37 (glucose-6-phosphate transporter), member 4
PCK2	0	-1	0	-0.480249476	-1.239916153	-0.759666677	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
RYK	0	1	0	0.401050696	1.385096025	0.98404533	RYK receptor-like tyrosine kinase
OAS1	-1	-1	0	-1.111473942	-1.40640595	-0.294932008	2,5-oligoadenylate synthetase 1, 40/46kDa
CDC20	-1	-1	0	-1.874171289	-2.24391537	-0.369744082	cell division cycle 20 homolog (S. cerevisiae)
NIT1	0	-1	0	-0.632815075	-1.106269105	-0.47345403	nitrilase 1
UNC13B	0	-1	0	-0.96461882	-1.708093184	-0.743474364	unc-13 homolog B (C. elegans)
GCLC	0	1	0	0.252482661	1.201495031	0.949012369	glutamate-cysteine ligase, catalytic subunit
GCLC	0	1	1	0.134524831	1.175768883	1.041244052	glutamate-cysteine ligase, catalytic subunit
PIN1	0	-1	0	-0.433161492	-1.331493802	-0.898332311	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting 1
CTA-126B4.3	0	-1	0	-1.043967711	-2.045057912	-1.001090201	CGI-96 protein
NAGA	-1	-1	0	-1.070770063	-1.059841071	0.010928992	N-acetylgalactosaminidase, alpha-
GSTA4	0	-1	0	-0.919849075	-1.774334576	-0.854485501	glutathione S-transferase A4
FBLN1	0	1	0	0.344358847	1.307915191	0.963556343	fibulin 1
LTBR	0	-1	0	-1.439661586	-2.275177941	-0.835516355	lymphotoxin beta receptor (TNFR superfamily, member 3)
RNASEH2A	-1	-1	0	-1.246054877	-1.826475379	-0.580420501	ribonuclease H2, subunit A
HSPC111	0	-1	0	-0.547280974	-1.162797281	-0.615516307	hypothetical protein HSPC111
ARD1A	0	-1	0	-0.184254307	-1.118181177	-0.93392687	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
MVD	0	-1	0	-0.574760752	-1.166285568	-0.591524816	mevalonate (diphospho) decarboxylase
UROS	0	-1	0	-1.446423917	-2.083788812	-0.637364895	uroporphyrinogen III synthase (congenital erythropoietic porphyria)
MTSS1	0	-1	0	-0.464656963	-1.134800973	-0.67014401	metastasis suppressor 1
PTPRK	0	1	1	0.626764936	1.65804854	1.031283604	protein tyrosine phosphatase, receptor type, K
HMBS	0	-1	0	-0.993272505	-1.159362145	-0.16608964	hydroxymethylbilane synthase
CHSY1	0	1	0	0.496199283	1.437971274	0.941771991	carbohydrate (chondroitin) synthase 1
TIMELESS	-1	0	0	-1.117451569	-0.878677095	0.238774474	timeless homolog (Drosophila)
ARHGEF1	0	-1	0	-0.527202002	-1.10717827	-0.579976268	Rho guanine nucleotide exchange factor (GEF) 1
CAV1	0	1	1	0.151028152	1.401749185	1.250721033	caveolin 1, caveolae protein, 22kDa
GALNAC4S-6ST	0	1	1	-0.041552335	1.436011618	1.477563953	B cell RAG associated protein
ANXA8 /// ANXA8L1 /// ANXA8L2	0	-1	0	-0.791420655	-1.349747046	-0.558326391	annexin A8-like 2 /// annexin A8 /// annexin A8-like 1
THBS2	0	1	1	0.5791937	3.696771004	3.117577304	thrombospondin 2
HTRA2	0	-1	0	-1.096034	-1.550493601	-0.454459602	HtrA serine peptidase 2
TIMM44	0	-1	0	-1.066292309	-1.462624695	-0.396332386	translocase of inner mitochondrial membrane 44 homolog (yeast)
TIMM44	0	-1	0	-1.314858202	-2.203442147	-0.888583945	translocase of inner mitochondrial membrane 44 homolog (yeast)
UBE2M	0	-1	0	-1.45756696	-2.26333047	-0.80576351	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)
PCSK7	0	-1	0	-1.171800177	-1.512505511	-0.340705333	proprotein convertase subtilisin/kexin type 7
CCDC86	0	-1	0	-0.784151844	-1.40607537	-0.621923526	coiled-coil domain containing 86
SPTLC2	0	-1	0	-0.436769287	-1.060038876	-0.62326959	serine palmitoyltransferase, long chain base subunit 2
SPAG5	0	-1	0	-1.560094543	-1.641505073	-0.08141053	sperm associated antigen 5
KATNB1	0	-1	0	-2.65148211	-3.275131628	-0.623649517	katanin p80 (WD repeat containing) subunit B 1
KIAA0409	0	-1	0	-0.681470995	-1.327952335	-0.64648134	KIAA0409
RHOG	0	-1	0	-1.348854566	-1.362344334	-0.013489767	ras homolog gene family, member G (rho G)
SRPK2	0	1	1	0.151469222	1.354449781	1.20298056	SFRS protein kinase 2
NDUFS8	0	-1	0	-1.297295558	-2.416797228	-1.11950167	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
NDUFS8	0	-1	0	-0.595980442	-1.108827852	-0.51284741	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
NUP98	-1	-1	0	-1.283073943	-1.504355793	-0.221281851	nucleoporin 98kDa
CDK9	0	-1	0	-1.49283284	-1.517222968	-0.024390128	cyclin-dependent kinase 9 (CDC2-related kinase)
PMM2	0	-1	0	-1.339792614	-1.858386146	-0.518593533	phosphomannomutase 2
PAFAH1B3	0	-1	0	-1.056207627	-1.254226189	-0.198018563	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa
ATXN1	0	1	0	1.572295576	2.019788264	0.447492688	ataxin 1
THOP1	0	-1	0	-1.397075477	-1.564213931	-0.167138455	thimet oligopeptidase 1
NOTCH3	0	-1	-1	-1.620504314	-3.558889954	-1.93838564	Notch homolog 3 (Drosophila)
PDLIM5	-1	-1	0	-1.144225809	-1.219794178	-0.075568369	PDZ and LIM domain 5
CDK2AP2	0	-1	0	-0.93638305	-1.389155591	-0.452772541	CDK2-associated protein 2
DRG2	-1	-1	0	-1.136136906	-1.726547011	-0.590410106	developmentally regulated GTP binding protein 2
DTYMK /// LOC727761	-1	-1	0	-1.609105778	-1.650742878	-0.0416371	deoxythymidylate kinase (thymidylate kinase) /// similar to deoxythymidylate kinase (thymidylate kinase)
LMNB1	0	-1	0	-0.977463656	-1.76010473	-0.782641075	lamin B1
LAD1	0	-1	0	-1.327116004	-2.47976709	-1.152651086	ladinin 1
TGIF1	0	1	1	0.173555872	1.533054312	1.359498441	TGFB-induced factor homeobox 1
CAV2	0	1	0	0.608880004	1.515779868	0.906899864	caveolin 2
COL5A1	0	1	1	0.043850892	2.386318448	2.342467556	collagen, type V, alpha 1
STX5	0	-1	0	-0.612903641	-1.224594623	-0.611690983	syntaxin 5
DHX8	-1	-1	0	-1.201996229	-1.196045319	0.00595091	DEAH (Asp-Glu-Ala-His) box polypeptide 8
TIMM17B	0	-1	0	-1.109557895	-1.674322315	-0.56476442	translocase of inner mitochondrial membrane 17 homolog B (yeast)
UGDH	0	1	0	0.354420961	1.399818015	1.045397053	UDP-glucose dehydrogenase
RBBP8	0	1	0	0.446782094	1.128522574	0.681740481	retinoblastoma binding protein 8
ETV5	0	1	1	0.931917128	3.114460022	2.182542894	ets variant gene 5 (ets-related molecule)
SOCS2	0	1	0	0.731535714	1.659573977	0.928038263	suppressor of cytokine signaling 2
APOE	0	-1	0	-0.9045837	-2.638037429	-1.733453729	apolipoprotein E
APOE	0	-1	0	-0.766145376	-3.125245761	-2.359100385	apolipoprotein E
HES1	0	0	-1	0.811344011	-0.975991274	-1.787335285	hairy and enhancer of split 1, (Drosophila)
HES1	0	-1	-1	-0.563232502	-1.705881755	-1.142649252	hairy and enhancer of split 1, (Drosophila)
PPL	0	-1	0	-0.91259227	-1.14965535	-0.23706308	periplakin
LMNA	0	-1	0	-1.376467177	-1.947973929	-0.571506752	lamin A/C
RBP1	0	-1	-1	0.39687216	-1.519682429	-1.916554589	retinol binding protein 1, cellular
HEBP2	0	-1	0	-0.382360702	-1.253445375	-0.871084673	heme binding protein 2
VPS16	0	-1	0	-0.643104302	-1.016515812	-0.37341151	vacuolar protein sorting 16 homolog (S. cerevisiae)
