Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000065328	1.44271782	Protein MCM10 homolog (HsMCM10) [Source:UniProtKB/Swiss-Prot;Acc:Q7L590]	MCM10
ENSG00000124743	1.442496578	Kelch-like protein 31 (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL) (BTB and kelch domain-containing protein 6) [Source:UniProtKB/Swiss-Prot;Acc:Q9H511]	KLHL31
ENSG00000123572	1.44182539	Nik-related protein kinase (EC 2.7.11.1) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z2Y5]	NRK
ENSG00000089280	1.441617235	RNA-binding protein FUS (Oncogene FUS) (Oncogene TLS) (Translocated in liposarcoma protein) (POMp75) (75 kDa DNA-pairing protein) [Source:UniProtKB/Swiss-Prot;Acc:P35637]	FUS
ENSG00000182511	1.441567862	Proto-oncogene tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (C-Fes) [Source:UniProtKB/Swiss-Prot;Acc:P07332]	FES
ENSG00000155115	1.439911585	General transcription factor 3C polypeptide 6 (Transcription factor IIIC subunit 6) (TFIIIC 35 kDa subunit) (TFIIIC35) [Source:UniProtKB/Swiss-Prot;Acc:Q969F1]	C6orf51
ENSG00000160318	1.439878742	Claudin domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8NHS1]	CLDND2
ENSG00000165917	1.439850524	43 kDa receptor-associated protein of the synapse (RAPsyn) (Acetylcholine receptor-associated 43 kDa protein) (43 kDa postsynaptic protein) (RING finger protein 205) [Source:UniProtKB/Swiss-Prot;Acc:Q13702]	RAPSN
ENSG00000172733	1.439678893	Purine-rich element-binding protein gamma [Source:UniProtKB/Swiss-Prot;Acc:Q9UJV8]	PURG
ENSG00000108825	1.439555222	Alanyl-tRNA synthetase domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9BTE6]	AARSD1
ENSG00000198774	1.439279372	Ras association domain-containing protein 9 (Peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor) (PAM COOH-terminal interactor protein 1) (P-CIP1) [Source:UniProtKB/Swiss-Prot;Acc:O75901]	RASSF9
ENSG00000006607	1.43914558	FERM, RhoGEF and pleckstrin domain-containing protein 2 (FERM domain including RhoGEF) (FIR) [Source:UniProtKB/Swiss-Prot;Acc:O94887]	FARP2
ENSG00000196361	1.438279931	ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21) [Source:UniProtKB/Swiss-Prot;Acc:Q14576]	ELAVL3
ENSG00000172724	1.43813701	C-C motif chemokine 19 (Small-inducible cytokine A19) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (EBI1-ligand chemokine) (ELC) (Beta chemokine exodus-3) [Source:UniProtKB/Swiss-Prot;Acc:Q99731]	CCL19
ENSG00000012171	1.434679026	Semaphorin-3B Precursor  (Semaphorin V) (Sema V) (Sema A(V)) [Source:UniProtKB/Swiss-Prot;Acc:Q13214]	SEMA3B
ENSG00000198133	1.434334211	Transmembrane protein C14orf83 [Source:UniProtKB/Swiss-Prot;Acc:Q8NBD8]	C14orf83
ENSG00000188050	1.433007801	RING finger protein 133 [Source:UniProtKB/Swiss-Prot;Acc:Q8WVZ7]	RNF133
ENSG00000182025	1.432945792	CDNA FLJ37252 fis, clone BRAMY2007185. [Source:Uniprot/SPTREMBL;Acc:Q8N1Y6]	FLJ37252
ENSG00000130584	1.432769736	Zinc finger and BTB domain-containing protein 46 (BTB/POZ domain-containing protein 4) (Zinc finger protein 340) [Source:UniProtKB/Swiss-Prot;Acc:Q86UZ6]	ZBTB46
ENSG00000205792	1.431709781		ENSG00000205792
ENSG00000130382	1.43122241	Protein ENL (YEATS domain-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q03111]	MLLT1
ENSG00000158435	1.430237158	Uncharacterized protein C2orf29 [Source:UniProtKB/Swiss-Prot;Acc:Q9UKZ1]	C2orf29
ENSG00000197951	1.430196448	Endothelial zinc finger protein induced by tumor necrosis factor alpha (Zinc finger protein 71) [Source:UniProtKB/Swiss-Prot;Acc:Q9NQZ8]	ZNF71
ENSG00000160917	1.430117086	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) [Source:UniProtKB/Swiss-Prot;Acc:O95639]	CPSF4
ENSG00000167996	1.427657994	Ferritin heavy chain (EC 1.16.3.1) (Ferritin H subunit) (Cell proliferation-inducing gene 15 protein) [Source:UniProtKB/Swiss-Prot;Acc:P02794]	FTH1
ENSG00000196304	1.427633738	CDNA FLJ44861 fis, clone BRALZ2008930. [Source:Uniprot/SPTREMBL;Acc:Q6ZT90]	FLJ44861
ENSG00000120253	1.427612324	Nucleoporin Nup43 (p42) [Source:UniProtKB/Swiss-Prot;Acc:Q8NFH3]	NUP43
ENSG00000183707	1.425913593		ENSG00000183707
ENSG00000198730	1.425595534	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6PD62]	CTR9
ENSG00000167676	1.423947185	Protein KIAA1881 (Adipocyte protein S3-12) [Source:UniProtKB/Swiss-Prot;Acc:Q96Q06]	KIAA1881
ENSG00000196338	1.423166064	Neuroligin-3 Precursor  (Gliotactin homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q9NZ94]	NLGN3
ENSG00000186895	1.422879015	INT-2 proto-oncogene protein Precursor  (Fibroblast growth factor 3) (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) [Source:UniProtKB/Swiss-Prot;Acc:P11487]	FGF3
ENSG00000162997	1.421607997	UPF0566 protein [Source:UniProtKB/Swiss-Prot;Acc:A6NEY8]	ENSG00000162997
ENSG00000082515	1.421606237	39S ribosomal protein L22, mitochondrial Precursor  (L22mt) (MRP-L22) (MRP-L25) [Source:UniProtKB/Swiss-Prot;Acc:Q9NWU5]	MRPL22
ENSG00000150867	1.420408798	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (Phosphatidylinositol-5-phosphate 4-kinase type II alpha) (1-phosphatidylinositol-5-phosphate 4-kinase 2-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P48426]	PIP5K2A
ENSG00000127463	1.420312816	Uncharacterized protein KIAA0090 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q8N766]	KIAA0090
ENSG00000162702	1.420234704	Zinc finger protein 281 (Zinc finger DNA-binding protein 99)(Transcription factor ZBP-99)(GC-box-binding zinc finger protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y2X9]	ZNF281
ENSG00000084693	1.419804142	Cytosolic carboxypeptidase-like protein 5 (ATP/GTP-binding protein-like 5) [Source:UniProtKB/Swiss-Prot;Acc:Q8NDL9]	AGBL5
ENSG00000162882	1.419321183	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilic acid dioxygenase) (3-hydroxyanthranilate oxygenase) (3-HAO) [Source:UniProtKB/Swiss-Prot;Acc:P46952]	HAAO
ENSG00000198165	1.418853475		ENSG00000198165
ENSG00000163026	1.418761438	WD repeat-containing protein C2orf44 [Source:UniProtKB/Swiss-Prot;Acc:Q9H6R7]	C2orf44
ENSG00000206485	1.418656102	Uncharacterized protein ENSP00000373067 [Source:UniProtKB/TrEMBL;Acc:A6NCB7]	ENSP00000373067
ENSG00000171873	1.418587972	Alpha-1D adrenergic receptor (Alpha 1D-adrenoreceptor) (Alpha 1D-adrenoceptor) (Alpha-1A adrenergic receptor) (Alpha-adrenergic receptor 1a) [Source:UniProtKB/Swiss-Prot;Acc:P25100]	ADRA1D
ENSG00000011347	1.418119242	Synaptotagmin-7 (Synaptotagmin VII) (SytVII) [Source:UniProtKB/Swiss-Prot;Acc:O43581]	CYT7
ENSG00000207808	1.41799163	hsa-mir-27a [Source:miRBase;Acc:MI0000085]	hsa-mir-27a
ENSG00000199097	1.417149594	hsa-mir-424 [Source:miRBase;Acc:MI0001446]	hsa-mir-424
ENSG00000137413	1.416521931	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8) (Transcription initiation factor TFIID 43 kDa subunit) (TBP-associated factor 43 kDa) (hTAFII43) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z7C8]	TAF8
ENSG00000203729	1.415780798	Putative uncharacterized protein C1orf120 [Source:UniProtKB/Swiss-Prot;Acc:Q5T9Y9]	C1orf120
ENSG00000152977	1.412393042	Zinc finger protein ZIC 1 (Zinc finger protein of the cerebellum 1) [Source:UniProtKB/Swiss-Prot;Acc:Q15915]	ZIC1
ENSG00000170469	1.412297556	CDNA FLJ25874 fis, clone CBR02446. Fragment  [Source:UniProtKB/TrEMBL;Acc:Q8N799]	FLJ25874
ENSG00000001497	1.412206515	LAS1-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q9Y4W2]	LAS1L
ENSG00000139574	1.411779872	FMRFamide-related peptides Precursor  (NPSF) (NPFF) (NPAF)[Neuropeptide SF][Neuropeptide FF][Neuropeptide AF] [Source:UniProtKB/Swiss-Prot;Acc:O15130]	NPFF
ENSG00000168631	1.41137816	diffuse panbronchiolitis critical region 1 protein  [Source:RefSeq_peptide;Acc:NP_543146]	DPCR1
ENSG00000113231	1.410356712	High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B (EC 3.1.4.17) (HSPDE8B) [Source:UniProtKB/Swiss-Prot;Acc:O95263]	PDE8B
ENSG00000116039	1.409811185	Vacuolar ATP synthase subunit B, kidney isoform (EC 3.6.3.14) (V-ATPase subunit B 1) (Vacuolar proton pump subunit B 1) (Endomembrane proton pump 58 kDa subunit) [Source:UniProtKB/Swiss-Prot;Acc:P15313]	ATP6V1B1
ENSG00000104825	1.409328903	NF-kappa-B inhibitor beta (NF-kappa-BIB) (I-kappa-B-beta) (IkappaBbeta) (IkB-beta) (IkB-B) (Thyroid receptor-interacting protein 9) (TR-interacting protein 9) (TRIP-9) [Source:UniProtKB/Swiss-Prot;Acc:Q15653]	NFKBIB
ENSG00000207732	1.408066051	hsa-mir-218-1 [Source:miRBase;Acc:MI0000294]	hsa-mir-218-1
ENSG00000171224	1.407790921	Uncharacterized protein C10orf35  [Source:UniProtKB/Swiss-Prot;Acc:Q96D05]	C10orf35
ENSG00000109270	1.406835908	Mitogen-activated protein kinase kinase 1-interacting protein 1 (MEK-binding partner 1) (Mp1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHA4]	MAP2K1IP1
ENSG00000105048	1.406623394	Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT) [Source:UniProtKB/Swiss-Prot;Acc:P13805]	TNNT1
ENSG00000155087	1.406174426	Outer dense fiber protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q14990]	ODF1
ENSG00000064961	1.406039771	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (HMG box-containing protein 20B) (Structural DNA-binding protein BRAF35) [Source:UniProtKB/Swiss-Prot;Acc:Q9P0W2]	HMG20B
ENSG00000189060	1.405564547	Histone H1.0 (Histone H1(0)) (Histone H1) [Source:UniProtKB/Swiss-Prot;Acc:P07305]	H1F0
ENSG00000166578	1.40428478	IQ motif containing D  [Source:RefSeq_peptide;Acc:NP_612460]	IQCD
ENSG00000148339	1.401897309	Calcium-binding mitochondrial carrier protein SCaMC-2 (Small calcium-binding mitochondrial carrier protein 2) (Mitochondrial ATP-Mg/Pi carrier protein 3) [Source:UniProtKB/Swiss-Prot;Acc:Q6KCM7]	SLC25A25
ENSG00000207809	1.40123759	hsa-mir-139 [Source:miRBase;Acc:MI0000261]	hsa-mir-139
ENSG00000163864	1.400406673	Nicotinamide mononucleotide adenylyltransferase 3 (EC 2.7.7.1) (NMN adenylyltransferase 3) [Source:UniProtKB/Swiss-Prot;Acc:Q96T66]	NMNAT3
ENSG00000163606	1.400213708	Cell surface glycoprotein CD200 receptor 1 Precursor (Cell surface glycoprotein OX2 receptor 1)(CD200 cell surface glycoprotein receptor) [Source:UniProtKB/Swiss-Prot;Acc:Q8TD46]	CD200R1
ENSG00000115677	1.399671566	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00341]	HDLBP
ENSG00000185339	1.399478338	Transcobalamin-2 Precursor  (Transcobalamin II) (TC II) (TCII) [Source:UniProtKB/Swiss-Prot;Acc:P20062]	TCN2
ENSG00000104765	1.399467256	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (NIP3-like protein X) (NIP3L) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (Adenovirus E1B19K-binding protein B5) [Source:UniProtKB/Swiss-Prot;Acc:O60238]	BNIP3L
ENSG00000113272	1.399156159	Probable tRNA(His) guanylyltransferase (EC 2.7.7.-) (tRNA-histidine guanylyltransferase) (Interphase cytoplasmic foci protein 45)	THG1L
ENSG00000153827	1.398788065	Probable E3 ubiquitin-protein ligase TRIP12 (EC 6.3.2.-) (Thyroid receptor-interacting protein 12) (TRIP-12) [Source:UniProtKB/Swiss-Prot;Acc:Q14669]	TRIP12
ENSG00000173875	1.39796195	Zinc finger protein 791 [Source:UniProtKB/Swiss-Prot;Acc:Q3KP31]	ZNF791
ENSG00000140660	1.396855099	RUN domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9HA26]	RUNDC2A
ENSG00000172878	1.396122038	Methionine aminopeptidase 1D, mitochondrial Precursor  (EC 3.4.11.18) [Source:UniProtKB/Swiss-Prot;Acc:Q6UB28]	MAP1D
ENSG00000133997	1.395640287	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6) (hMed6) (Activator-recruited cofactor 33 kDa component) (ARC33) (Renal carcinoma antigen NY-REN-28) [Source:UniProtKB/Swiss-Prot;Acc:O75586]	MED6
ENSG00000187840	1.39518755	Eukaryotic translation initiation factor 4E-binding protein 1 (eIF4E-binding protein 1) (4E-BP1) (Phosphorylated heat- and acid-stable protein regulated by insulin 1) (PHAS-I) [Source:UniProtKB/Swiss-Prot;Acc:Q13541]	EIF4EBP1
ENSG00000167258	1.394482007	Cell division cycle 2-related protein kinase 7 (EC 2.7.11.22) (CDC2-related protein kinase 7) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NYV4]	CRKRS
ENSG00000187901	1.394369343	CDNA FLJ43003 fis, clone BRTHA2013262. [Source:Uniprot/SPTREMBL;Acc:Q6ZV46]	FLJ43003
ENSG00000119660	1.394236327	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:O95431]	ENSG00000119660
ENSG00000141946	1.39418697	Zinc finger imprinted 3 [Source:UniProtKB/Swiss-Prot;Acc:Q96PE6]	ZIM3
ENSG00000204225	1.394094341		ENSG00000204225
ENSG00000081051	1.39391644	Alpha-fetoprotein Precursor  (Alpha-1-fetoprotein) (Alpha-fetoglobulin) [Source:UniProtKB/Swiss-Prot;Acc:P02771]	AFP
ENSG00000091542	1.392841664	Alkylated DNA repair protein alkB homolog 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6P6C2]	ALKBH5
ENSG00000131746	1.39248559	Tensin-4 Precursor  (C-terminal tensin-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8IZW8]	TNS4
ENSG00000166407	1.392382999	Rhombotin-1 (LIM domain only protein 1) (Cysteine-rich protein TTG-1) (T-cell translocation protein 1) [Source:UniProtKB/Swiss-Prot;Acc:P25800]	LMO1
ENSG00000124459	1.39086796	Zinc finger protein 45 (BRC1744) (Zinc finger protein 13) (Zinc finger protein KOX5) [Source:UniProtKB/Swiss-Prot;Acc:Q02386]	ZNF45
ENSG00000123843	1.390393893	C4b-binding protein beta chain Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P20851]	C4BPB
ENSG00000178021	1.389781381	Testis-specific Y-encoded-like protein 6 (TSPY-like protein 6) [Source:UniProtKB/Swiss-Prot;Acc:Q8N831]	TSPYL6
ENSG00000163285	1.389501104	Gamma-aminobutyric acid receptor subunit gamma-1 Precursor  (GABA(A) receptor subunit gamma-1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N1C3]	GABRG1
ENSG00000122140	1.38949512	28S ribosomal protein S2, mitochondrial (S2mt) (MRP-S2) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y399]	MRPS2
ENSG00000036549	1.38886325	ZZ-type zinc finger-containing protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q8IYH5]	ZZZ3
ENSG00000148341	1.388824178	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2) [Source:UniProtKB/Swiss-Prot;Acc:Q9NR46]	SH3GLB2
ENSG00000115461	1.388724034	Insulin-like growth factor-binding protein 5 Precursor  (IGF-binding protein 5) (IGFBP-5) (IBP-5) [Source:UniProtKB/Swiss-Prot;Acc:P24593]	IGFBP5
ENSG00000127377	1.388463055	Gamma-crystallin N (Gamma-N-crystallin) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXF5]	CRYGN
ENSG00000161992	1.387960033	Putative NHL-repeat-containing protein RJD1 [Source:UniProtKB/Swiss-Prot;Acc:Q96S23]	FLJ36208
ENSG00000137478	1.387795441	FCH and double SH3 domains protein 2 (SH3 multiple domains protein 3) (Carom) [Source:UniProtKB/Swiss-Prot;Acc:O94868]	FCHSD2
ENSG00000144550	1.38751155	Copine-9 (Copine IX) [Source:UniProtKB/Swiss-Prot;Acc:Q8IYJ1]	CPNE9
ENSG00000071051	1.387205721	Cytoplasmic protein NCK2 (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta) [Source:UniProtKB/Swiss-Prot;Acc:O43639]	NCK2
ENSG00000167074	1.386129332	Thyrotroph embryonic factor [Source:UniProtKB/Swiss-Prot;Acc:Q10587]	TEF
ENSG00000133639	1.386093941	Protein BTG1 (B-cell translocation gene 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:P62324]	BTG1
ENSG00000127419	1.386088639	Transmembrane protein 175 [Source:UniProtKB/Swiss-Prot;Acc:Q9BSA9]	TMEM175
ENSG00000164663	1.385812639	Ubiquitin carboxyl-terminal hydrolase 49 (EC 3.1.2.15) (Ubiquitin thioesterase 49) (Ubiquitin-specific-processing protease 49) (Deubiquitinating enzyme 49) [Source:UniProtKB/Swiss-Prot;Acc:Q70CQ1]	USP49
ENSG00000135333	1.385381967	Ephrin type-A receptor 7 Precursor  (EC 2.7.10.1) (Tyrosine-protein kinase receptor EHK-3) (EPH homology kinase 3) (Receptor protein-tyrosine kinase HEK11) [Source:UniProtKB/Swiss-Prot;Acc:Q15375]	EPHA7
ENSG00000169372	1.382746915	Death domain-containing protein CRADD (Caspase and RIP adapter with death domain) (RIP-associated protein with a death domain) [Source:UniProtKB/Swiss-Prot;Acc:P78560]	CRADD
ENSG00000132024	1.382527621	Coiled-coil and C2 domain-containing protein 1A (Five repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) [Source:UniProtKB/Swiss-Prot;Acc:Q6P1N0]	CC2D1A
ENSG00000183655	1.382053993	Ectoderm-neural cortex protein 2 (ENC-2) (Kelch-like protein 25) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0H3]	KLHL25
ENSG00000090266	1.381965042	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial Precursor  (NADH-ubiquinone oxidoreductase AGGG subunit) (Complex I-AGGG) (CI-AGGG) [Source:UniProtKB/Swiss-Prot;Acc:O95178]	NDUFB2
ENSG00000111667	1.381514161	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.1.2.15) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5) (Deubiquitinating enzyme 5) (Isopeptidase T) [Source:UniProtKB/Swiss-Prot;Acc:P45974]	USP5
ENSG00000185231	1.380950142	Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R) [Source:UniProtKB/Swiss-Prot;Acc:Q01718]	MC2R
ENSG00000173559	1.380486519	Oligonucleotide/oligosaccharide-binding fold-containing protein 2A [Source:UniProtKB/Swiss-Prot;Acc:Q96AH0]	OBFC2A
ENSG00000155093	1.380231137	Receptor-type tyrosine-protein phosphatase N2 Precursor  (EC 3.1.3.48) (R-PTP-N2) (Islet cell autoantigen-related protein) (ICAAR) (IAR) (Phogrin) [Source:UniProtKB/Swiss-Prot;Acc:Q92932]	PTPRN2
ENSG00000197131	1.380206028	MGC23270 protein. [Source:Uniprot/SPTREMBL;Acc:Q8IW43]	ENSG00000197131
ENSG00000198680	1.380185784	Tumor suppressor candidate gene 1 protein (TSG-9) (TSG9) [Source:UniProtKB/Swiss-Prot;Acc:Q2TAM9]	TUSC1
ENSG00000152487	1.380076016	Putative methyltransferase NSUN6 (EC 2.1.1.-)(NOL1/NOP2/Sun domain family member 6)(NOL1/NOP2/Sun and PUA domain-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8TEA1]	NSUN6
ENSG00000145029	1.379662303	Nicolin-1 (Tubulin polyglutamylase complex subunit 5) (PGs5) (NPCEDRG) [Source:UniProtKB/Swiss-Prot;Acc:Q9BSH3]	NICN1
ENSG00000134247	1.379469657	Prostaglandin F2 receptor negative regulator (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD9 partner 1) (CD9P-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9P2B2]	PTGFRN
ENSG00000188352	1.379305131	Uncharacterized protein KIAA1797 [Source:UniProtKB/Swiss-Prot;Acc:Q5VW36]	KIAA1797
ENSG00000197372	1.378152541	Zinc finger protein 675 (TRAF6-inhibitory zinc finger protein) (TRAF6-binding zinc finger protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TD23]	ZNF675
ENSG00000147647	1.378056606	Dihydropyrimidinase (EC 3.5.2.2) (DHPase) (DHP) (Dihydropyrimidine amidohydrolase) (Hydantoinase) [Source:UniProtKB/Swiss-Prot;Acc:Q14117]	DPYS
ENSG00000169857	1.376233888	Cell death regulator Aven [Source:UniProtKB/Swiss-Prot;Acc:Q9NQS1]	AVEN
ENSG00000155352	1.375754331	WAS protein family homolog 2 (Protein FAM39B) (CXYorf1-like protein on chromosome 2) [Source:UniProtKB/Swiss-Prot;Acc:Q6VEQ5]	WASH2P
ENSG00000079313	1.375687672	RNA exonuclease 1 homolog (EC 3.1.-.-) (Elongin A-binding protein 1) (EloA-BP1) (Transcription elongation factor B polypeptide 3-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8N1G1]	REXO1
ENSG00000100241	1.375684529	Myotubularin-related protein 5 (SET-binding factor 1) (Sbf1) [Source:UniProtKB/Swiss-Prot;Acc:O95248]	SBF1
ENSG00000113240	1.375347052	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4) [Source:UniProtKB/Swiss-Prot;Acc:Q9HAZ1]	CLK4
ENSG00000196488	1.375116063		ENSG00000196488
ENSG00000141959	1.37402595	6-phosphofructokinase, liver type (EC 2.7.1.11) (Phosphofructokinase 1) (Phosphohexokinase) (Phosphofructo-1-kinase isozyme B) (PFK-B) [Source:UniProtKB/Swiss-Prot;Acc:P17858]	PFKL
ENSG00000100151	1.373420197	PRKCA-binding protein (Protein kinase C-alpha-binding protein)(Protein interacting with C kinase 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9NRD5]	PICK1
ENSG00000073009	1.372336264	NF-kappa-B essential modulator (NEMO) (NF-kappa-B essential modifier) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (IkB kinase subunit gamma) (I-kappa-B kinase gamma) (IKK-gamma) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6K9]	IKBKG
ENSG00000153395	1.372293351	1-acylglycerophosphocholine O-acyltransferase 1 (EC 2.3.1.23) (Lung-type acyl-CoA:lysophosphatidylcholine acyltransferase 1) (Lysophosphatidylcholine acyltransferase 1) (Acyltransferase-like 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NF37]	AYTL2
ENSG00000207568	1.37185027	hsa-mir-203 [Source:miRBase;Acc:MI0000283]	hsa-mir-203
ENSG00000177174	1.371663277	Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59) [Source:UniProtKB/Swiss-Prot;Acc:Q8NHC7]	OR5BF1
ENSG00000166507	1.370085696	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Source:UniProtKB/Swiss-Prot;Acc:P52849]	NDST2
ENSG00000204007	1.36964872	Glycosyltransferase 6 domain-containing protein 1 (EC 2.4.1.-) (Galactosyltransferase family 6 domain-containing 1) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z4J2]	GLT6D1
