Gene ID	Description	Functional class	Comment	SG enrichment (log2-fold)
AAEL003608	inositol 1,4,5-trisphosphate receptor	DIV		1.541506779
AAEL010484	vacuolar protein sorting-associated protein (vps13)	DIV		1.541093885
AAEL009719	conserved hypothetical protein	DIV		1.538052584
AAEL009866	conserved hypothetical protein	DIV		1.530154596
AAEL010508	vacuolar protein sorting-associated protein (vps13)	DIV		1.52932015
AAEL006790	hypothetical protein	DIV		1.528914061
AAEL003092	conserved hypothetical protein	DIV		1.526664951
AAEL014367	hypothetical protein	DIV		1.523316492
AAEL015084	hypothetical protein	DIV		1.516815836
AAEL002349	conserved hypothetical protein	DIV		1.51217136
AAEL002871	conserved hypothetical protein	DIV		1.510601993
AAEL007689	phospholipid-transporting atpase 1 (aminophospholipid flippase 1)	DIV		1.508120208
AAEL003505	jun	DIV		1.502560269
AAEL014842	multiple inositol polyphosphate phosphatase	DIV		1.500417184
AAEL005044	hypothetical protein	DIV		1.4997029
AAEL014994	conserved hypothetical protein	DIV		1.496270572
AAEL007494	calcineurin b subunit	DIV		1.491564955
AAEL007902	hypothetical protein	DIV		1.489663527
AAEL010314	f-box/lrr protein, putative	DIV		1.481281417
AAEL008518	conserved hypothetical protein	DIV		1.478209718
AAEL015038	palmitoyl-protein thioesterase	DIV		1.475976898
AAEL000410	glycoprotein 25l	DIV		1.473768044
AAEL013308	odd Oz protein	DIV		1.473727724
AAEL012394	glucosidase ii beta subunit	DIV		1.473690623
AAEL005019	lactosylceramide 4-alpha-galactosyltransferase (alpha- 1,4-galactosyltransferase)	DIV		1.471751639
AAEL000680	hypothetical protein	DIV		1.468089803
AAEL006236	dtdp-glucose 4-6-dehydratase	DIV		1.467220957
AAEL009829	ARL3, putative	DIV		1.467152348
AAEL015009	conserved hypothetical protein	DIV		1.462734701
AAEL005626	exostosin-2	DIV		1.453720814
AAEL008000	golgi reassembly stacking protein 2 (grasp2)	DIV		1.447988758
AAEL005339	hepatocyte growth factorgulated tyrosine kinase substrate (hgs)	DIV		1.437943674
AAEL003773	hypothetical protein	DIV		1.433943103
AAEL004406	conserved hypothetical protein	DIV		1.433390487
AAEL006553	protein disulfide isomerase, putative	DIV		1.433176608
AAEL001793	conserved hypothetical protein	DIV		1.431457518
AAEL008613	TraB, putative	DIV		1.427151601
AAEL001937	selenium-binding protein	DIV		1.426435468
AAEL015418	neuropeptide y receptor (npy-r) (pr4 receptor)	DIV		1.425681484
AAEL012118	slowpoke binding protein	DIV		1.423761028
AAEL006280	juvenile hormone acid methyltransferase, putative	DIV		1.423570875
AAEL015603	ceramide kinase	DIV		1.417377192
AAEL014284	forkhead box protein (AaegFOXD)	DIV		1.416965263
AAEL014339	conserved hypothetical protein	DIV		1.414380377
AAEL012256	lung seven transmembrane receptor	DIV		1.412752849
AAEL000015	phd finger transcription factor	DIV		1.412054098
AAEL009211	conserved hypothetical protein	DIV		1.407318441
AAEL002961	Osiris, putative	DIV		1.40134818
AAEL014634	protein kinase protein	DIV		1.3965274
AAEL003699	conserved hypothetical protein	DIV		1.396028004
AAEL015172	conserved hypothetical protein	DIV		1.395216287
AAEL003278	hypothetical protein	DIV		1.393477999
AAEL002691	conserved hypothetical protein	DIV		1.392272147
AAEL007308	glycosyltransferase	DIV		1.391771789
AAEL005699	membrane protein tms1d	DIV		1.389757447
AAEL006771	conserved hypothetical protein	DIV		1.389493876
AAEL010284	aliphatic nitrilase, putative	DIV		1.389234684
AAEL004466	conserved hypothetical protein	DIV		1.387616272
AAEL004542	ceramide kinase	DIV		1.383502146
AAEL005852	oxysterol-binding protein 1, putative	DIV		1.377583982
AAEL010490	hypothetical protein	DIV		1.377534732
AAEL005353	conserved hypothetical protein	DIV		1.376897206
AAEL005405	hypothetical protein	DIV		1.3768726
AAEL001432	protein disulfide isomerase	DIV		1.373177089
AAEL014872	conserved hypothetical protein	DIV		1.370548629
AAEL005568	hypothetical protein	DIV		1.365372473
AAEL007298	conserved hypothetical protein	DIV		1.36410111
AAEL005639	conserved hypothetical protein	DIV		1.358264477
AAEL011575	conserved hypothetical protein	DIV		1.357859001
AAEL009752	hypothetical protein	DIV		1.350957448
AAEL007059	conserved hypothetical protein	DIV		1.350335586
AAEL015040	multiple inositol polyphosphate phosphatase	DIV		1.348971689
AAEL006322	conserved hypothetical protein	DIV		1.347735366
AAEL007441	translocon-associated protein, gamma subunit	DIV		1.346897772
AAEL007253	conserved hypothetical protein	DIV		1.346707298
AAEL012478	glucose transporter, putative	DIV		1.345599081
AAEL005676	adenosine deaminase	DIV		1.342545552
AAEL013911	conserved hypothetical protein	DIV		1.341761352
AAEL001041	guanine nucleotide-binding protein beta 3 (g protein beta3)	DIV		1.33982375
AAEL013827	hypothetical protein	DIV		1.337834337
AAEL000858	ral guanine nucleotide exchange factor, putative	DIV		1.3372728
AAEL005427	hypothetical protein	DIV		1.334868982
AAEL014486	conserved hypothetical protein	DIV		1.333785094
AAEL000405	odd Oz protein	DIV		1.331431793
AAEL005296	conserved hypothetical protein	DIV		1.330706757
AAEL006498	rhodopsin	DIV		1.329415848
AAEL006794	dicer-1	DIV		1.328310631
AAEL014793	hypothetical protein	DIV		1.3281771
AAEL011106	hypothetical protein	DIV		1.327338614
AAEL005558	conserved hypothetical protein	DIV		1.326396998
AAEL003738	conserved hypothetical protein	DIV		1.321743291
AAEL007320	conserved hypothetical protein	DIV		1.316137467
AAEL013953	RP58 protein, putative	DIV		1.316028825
AAEL007224	conserved hypothetical protein	DIV		1.315783283
AAEL017314	conserved hypothetical protein	DIV		1.31314436
AAEL014302	conserved hypothetical protein	DIV		1.307107864
AAEL002183	oligosaccharyl transferase, subunit, putative	DIV		1.306993085
AAEL001191	conserved hypothetical protein	DIV		1.305899493
AAEL003035	ultraviolet-sensitive opsin	DIV		1.305148739
AAEL004546	coatomer beta subunit	DIV		1.301575052
AAEL004992	lachesin, putative	DIV		1.298455582
AAEL001275	ef-hand protein nucb1	DIV		1.298167511
AAEL004536	conserved hypothetical protein	DIV		1.297747424
AAEL007557	asparagine synthetase	DIV		1.29487037
AAEL009110	smad anchor for receptor activation	DIV		1.291688603
AAEL011836	conserved hypothetical protein	DIV		1.291337313
AAEL000293	ebna2 binding protein P100	DIV		1.290798083
AAEL011580	conserved hypothetical protein	DIV		1.288413911
AAEL002692	beat protein	DIV		1.287251149
AAEL004042	conserved hypothetical protein	DIV		1.287134936
AAEL008502	hypothetical protein	DIV		1.285789997
AAEL007687	transmembrane 9 superfamily protein member 4	DIV		1.283160652
AAEL005459	hypothetical protein	DIV		1.279765815
AAEL002564	conserved hypothetical protein	DIV		1.276858626
AAEL010656	conserved hypothetical protein	DIV		1.276037896
AAEL010057	conserved hypothetical protein	DIV		1.274165048
AAEL006091	rab6	DIV		1.273236886
AAEL000850	tyrosine kinase receptor	DIV		1.271756714
AAEL009615	ultraviolet-sensitive opsin	DIV		1.268352356
AAEL006754	conserved hypothetical protein	DIV		1.263014907
AAEL004688	conserved hypothetical protein	DIV		1.262969141
AAEL013323	conserved hypothetical protein	DIV		1.261503619
AAEL010750	hypothetical protein	DIV		1.260820134
AAEL010784	conserved hypothetical protein	DIV		1.256885772
AAEL002161	conserved hypothetical protein	DIV		1.255119097
AAEL000192	hypothetical protein	DIV		1.247982826
AAEL010761	GRIP and coiled-coil domain-containing protein 1 , putative	DIV		1.246981997
AAEL006904	hypothetical protein	DIV		1.246718023
AAEL004513	neurotransmitter gated ion channel	DIV		1.245949888
AAEL002343	neuronal pas domain protein	DIV		1.240725665
AAEL003571	factor for adipocyte differentiation	DIV		1.238513017
AAEL007241	conserved hypothetical protein	DIV		1.235243341
AAEL010624	Osiris, putative	DIV		1.232722516
AAEL001765	conserved hypothetical protein	DIV		1.232650887
AAEL007026	conserved hypothetical protein	DIV		1.229691664
AAEL013244	conserved hypothetical protein	DIV		1.223719073
AAEL015627	conserved hypothetical protein	DIV		1.221780106
AAEL003015	protein phosphatase 2a, regulatory subunit	DIV		1.220263038
AAEL002175	conserved hypothetical protein	DIV		1.218150075
AAEL000650	conserved hypothetical protein	DIV		1.21175452
AAEL005544	YTH domain protein	DIV		1.211152674
AAEL010259	hypothetical protein	DIV		1.210085881
AAEL008391	ptx1 protein	DIV		1.206946991
AAEL002130	ecdysone inducible protein L2, putative	DIV		1.20665059
AAEL007424	phospholipid scramblase, putative	DIV		1.205239438
AAEL009937	calcium/calmodulin-dependent serine protein kinase membrane-associated guanylate kinase (cask)	DIV		1.204824672
AAEL009594	conserved hypothetical protein	DIV		1.2036965
AAEL001017	tyrosine-protein kinase	DIV		1.202260488
AAEL003082	kinectin, putative	DIV		1.202068474
AAEL002955	conserved hypothetical protein	DIV		1.202005192
AAEL009135	conserved hypothetical protein	DIV		1.200085768
AAEL006589	conserved hypothetical protein	DIV		1.199234929
AAEL008150	hypothetical protein	DIV		1.196683706
AAEL010543	conserved hypothetical protein	DIV		1.194014861
AAEL017428	GPCR Orphan/Putative Class A Family	DIV		1.193221698
AAEL017233	hypothetical protein	DIV		1.19307887
AAEL014741	serine/threonine-protein kinase ripk4	DIV		1.192700161
AAEL000372	myo inositol monophosphatase	DIV		1.192361171
AAEL009886	kidney-specific Na-K-Cl cotransport protein splice isoform A, putative	DIV		1.191388319
AAEL008069	notch	DIV		1.186070705
AAEL005605	adenylsulfate kinase	DIV		1.185559509
AAEL005754	cgmp-dependent protein kinase	DIV		1.184633577
AAEL013793	conserved hypothetical protein	DIV		1.181007957
AAEL010043	calcitonin receptor	DIV		1.180675421
AAEL004954	conserved hypothetical protein	DIV		1.177971661
AAEL006455	calcium-activated potassium channel	DIV		1.173717776
AAEL001796	Nuclear hormone receptor (HR78)	DIV		1.173532276
AAEL004336	hypothetical protein	DIV		1.173084403
AAEL006978	protein-glutamine gamma-glutamyltransferase	DIV		1.172537378
AAEL007185	synbindin	DIV		1.168987587
AAEL012890	hypothetical protein	DIV		1.165887546
AAEL014870	conserved hypothetical protein	DIV		1.165511456
AAEL012417	conserved hypothetical protein	DIV		1.163605851
AAEL013732	mannosyltransferase 1, putative	DIV		1.160210506
AAEL006443	hypothetical protein	DIV		1.159448889
AAEL005540	neuronal calcium sensor, putative	DIV		1.154747894
AAEL009870	conserved hypothetical protein	DIV		1.154458748
AAEL008479	hypothetical protein	DIV		1.152981554
AAEL010123	equilibrative nucleoside transporter	DIV		1.151116066
AAEL005925	geranylgeranyl pyrophosphate synthase	DIV		1.150665347
AAEL013764	wdpeat protein	DIV		1.149557276
AAEL005881	autocrine motility factor receptor, amfr	DIV		1.148657411
AAEL008646	fibrinogen and fibronectin	DIV		1.147705683
AAEL013948	peptidyl-prolyl cis-trans isomerase e, ppie	DIV		1.144347362
AAEL006259	rhodopsin	DIV		1.138764548
AAEL001277	arf gtpase-activating protein	DIV		1.138661219
AAEL003503	raslated protein Rab-7	DIV		1.13769749
AAEL009681	conserved hypothetical protein	DIV		1.137038271
AAEL009032	conserved hypothetical protein	DIV		1.136669324
AAEL007834	conserved hypothetical protein	DIV		1.135188776
AAEL013698	restin (cytoplasmic linker protein-170) (clip-170)	DIV		1.135023879
AAEL000869	zinc finger protein	DIV		1.130584747
AAEL010739	WNT4 precursor, putative	DIV		1.130452791
AAEL010719	ecdysone receptor A isoform, putative	DIV		1.129758541
AAEL011076	reticulocalbin	DIV		1.129413535
AAEL004879	conserved hypothetical protein	DIV		1.128982907
AAEL002340	conserved hypothetical protein	DIV		1.12807161
AAEL014955	tartan protein, putative	DIV		1.127778938
AAEL017030	conserved hypothetical protein	DIV	RNA recognition motif	1.12772002
AAEL013252	raslated protein Rab, putative	DIV		1.126225404
AAEL000882	conserved hypothetical protein	DIV		1.125169672
AAEL012126	f-box/lrr protein, drome	DIV		1.123899287
AAEL012452	conserved hypothetical protein	DIV		1.122001033
AAEL002559	conserved hypothetical protein	DIV		1.121954557
AAEL013279	peptidyl-prolyl cis-trans isomerase (cyclophilin)	DIV		1.119541477
AAEL003937	tyrosine-protein kinase btk29a	DIV		1.119536133
AAEL001440	E1a binding protein P400	DIV		1.119072852
AAEL007390	UDP-glucose 4-epimerase	DIV		1.114997201
AAEL000824	hypothetical protein	DIV		1.112141621
AAEL009189	encore protein	DIV		1.111488906
AAEL005566	hypothetical protein	DIV		1.109631201
AAEL015481	neuronal calcium sensor, putative	DIV		1.108776882
AAEL003454	phocein protein, putative	DIV		1.107611539
AAEL007169	allatostatin receptor	DIV		1.106348704
AAEL005523	selenoprotein G, putative	DIV		1.102740173
AAEL003845	Ets domain-containing protein	DIV		1.101925333
AAEL011405	conserved hypothetical protein	DIV		1.101659378
AAEL004448	torsin a	DIV		1.101594462
AAEL010950	conserved hypothetical protein	DIV		1.101393738
AAEL008135	conserved hypothetical protein	DIV		1.09852155
AAEL008958	forkhead box protein (AaegFOXK1)	DIV		1.097698489
AAEL006438	dolichyl glycosyltransferase	DIV		1.096438541
AAEL005743	conserved hypothetical protein	DIV		1.096209873
AAEL002899	hypothetical protein	DIV		1.094941875
AAEL006460	par-6 gamma	DIV		1.092752745
AAEL017300	tyrosine kinase, putative	DIV		1.09228494
AAEL003928	pdgf/vegf receptor	DIV		1.091051099
AAEL012771	conserved hypothetical protein	DIV		1.087308355
AAEL004971	membralin	DIV		1.087058179
AAEL002977	forkhead box protein (AaegFOXB1)	DIV		1.08539089
AAEL009735	iodotyrosine dehalogenase	DIV		1.082227505
AAEL008838	conserved hypothetical protein	DIV		1.081039776
AAEL014913	pyruvate kinase	DIV		1.080835326
AAEL013119	charged multivesicular body protein	DIV		1.079743944
AAEL002216	5-amp-activated protein kinase, beta subunit	DIV		1.078033103
AAEL009169	synaptotagmin, putative	DIV		1.077346612
AAEL010329	conserved hypothetical protein	DIV		1.077128597
AAEL009867	hypothetical protein	DIV		1.075418902
AAEL005133	tetratricopeptide repeat protein, tpr	DIV		1.075415063
AAEL012904	rab gdp-dissociation inhibitor	DIV		1.073680727
AAEL000960	conserved hypothetical protein	DIV		1.073491205
AAEL010585	spermatogenesis associated factor	DIV		1.072569277
AAEL005795	conserved hypothetical protein	DIV		1.071755586
AAEL012729	nucleoprotein, putative	DIV		1.071462241
AAEL005542	conserved hypothetical protein	DIV		1.071399645
AAEL000270	26S proteasome regulatory subunit 7, psd7	DIV		1.070892691
AAEL014771	conserved hypothetical protein	DIV		1.068129725
AAEL006076	allatostatin receptor	DIV		1.066468066
AAEL004914	conserved hypothetical protein	DIV		1.064658759
AAEL002539	fimbrin/plastin	DIV		1.063970356
AAEL009940	conserved hypothetical protein	DIV		1.063417474
AAEL005423	conserved hypothetical protein	DIV		1.063216583
AAEL007497	conserved hypothetical protein	DIV		1.063001865
AAEL006619	conserved hypothetical protein	DIV		1.062790797
AAEL003468	dolichyl-diphosphooligosaccharide protein glycosyltransferase	DIV		1.061787935
AAEL014589	reticulocalbin	DIV		1.06111652
AAEL002073	expressed protein (FTZF1)	DIV		1.060786653
AAEL010983	hypothetical protein	DIV		1.059296189
AAEL001073	malic enzyme	DIV		1.059061343
AAEL005238	mck1	DIV		1.054385023
AAEL007386	conserved hypothetical protein	DIV		1.054323097
AAEL017251	Nucleic acid binding,	DIV		1.052447355
AAEL011451	conserved hypothetical protein	DIV		1.04830019
AAEL009174	beta-1,3-glucuronyltransferase	DIV		1.047649431
AAEL007595	conserved hypothetical protein	DIV		1.047604727
AAEL007833	hypothetical protein	DIV		1.047411329
AAEL001235	palmitoyl-protein thioesterase	DIV		1.046590605
AAEL015357	conserved hypothetical protein	DIV		1.045219386
AAEL007401	roundabout, putative	DIV		1.044625847
AAEL008641	GTP-binding  protein (o) alpha subunit, gnao	DIV		1.044616389
AAEL006308	px serine/threonine kinase (pxk)	DIV		1.043594976
AAEL002885	protein kinase c zeta and iota isoform	DIV		1.042821305
AAEL007300	syntaxin binding protein-1,2,3	DIV		1.042809853
AAEL007852	hypothetical protein	DIV		1.04027438
AAEL012194	cysteinech venom protein, putative	DIV		1.039915345
AAEL002492	hypothetical protein	DIV		1.039040599
AAEL006012	factor for adipocyte differentiation	DIV		1.038990091
AAEL015372	guanylate cyclase beta 1 subunit	DIV		1.038274674
AAEL005894	diuretic hormone receptor, putative	DIV		1.037344321
AAEL004242	Juvenile hormone-inducible protein, putative	DIV		1.036477493
AAEL009739	cbl-d	DIV		1.033673385
AAEL015631	asparagine synthetase	DIV		1.032867906
AAEL000741	ecdysone-induced protein 74EF (ETS transcription factor E74A)	DIV		1.032586995
AAEL005180	conserved hypothetical protein	DIV		1.03167844
AAEL009661	hypothetical protein	DIV		1.031482249
AAEL000387	hypothetical protein	DIV		1.030478255
AAEL014740	neuronal pas domain protein	DIV		1.030446186
AAEL014319	hypothetical protein	DIV		1.029728408
AAEL007735	conserved hypothetical protein	DIV		1.029333524
AAEL006394	hypothetical protein	DIV		1.028007429
AAEL011272	nmda receptor glutamate-binding chain	DIV		1.027814957
AAEL013941	p19 protein, putative	DIV		1.025620037
AAEL006207	conserved hypothetical protein	DIV		1.02468231
AAEL011517	beta-hexosaminidase	DIV		1.024579639
AAEL014359	conserved hypothetical protein	DIV		1.023861622
AAEL014331	protein phosphatase 2c	DIV		1.02228163
AAEL012623	hypothetical protein	DIV		1.019844297
AAEL012262	conserved hypothetical protein	DIV		1.017318233
AAEL011457	conserved hypothetical protein	DIV		1.015695592
AAEL001859	vesicle protein sorting-associated	DIV		1.014467036
AAEL010396	secreted ferritin G subunit precursor, putative	DIV		1.014234963
AAEL006309	conserved hypothetical protein	DIV		1.009485548
AAEL014666	conserved hypothetical protein	DIV		1.009232967
AAEL003986	conserved hypothetical protein	DIV		1.00869373
AAEL011061	hypothetical protein	DIV		1.008603689
AAEL001013	conserved hypothetical protein	DIV		1.006979672
AAEL001607	galactose-1-phosphate uridylyltransferase	DIV		1.003999962
