gene_assignment	Gene Symbol	RefSeq	p-value(Dose)	p-value(Scan Date)	alt-splicing(Dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
NM_000019 // ACAT1 // acetyl-Coenzyme A acetyltransferase 1 // 11q22.3-q23.1 //	ACAT1	NM_000019	0.214291	0.686061	0.000747356	0.02894455	9.49442	9.53717	9.23919	9.22464	0.157329	1.24189	1.24189	0 up vs 10
NM_004145 // MYO9B // myosin IXB // 19p13.1 // 4650 /// ENST00000319396 // MYO9B	MYO9B	NM_004145	0.510518	0.453512	0.00074754	0.02894455	9.60379	9.59309	9.54285	9.52892	0.51354	1.04548	1.04548	0 up vs 10
NM_033285 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 /	TP53INP1	NM_033285	0.00238918	0.00591108	0.000751065	0.02901598	9.65253	9.80571	10.5297	10.6425	0.00451054	0.559872	-1.78612	0 down vs 10
NM_006795 // EHD1 // EH-domain containing 1 // 11q13 // 10938 /// ENST0000035939	EHD1	NM_006795	0.306879	0.230968	0.000756651	0.02916653	9.0951	9.11076	9.03422	9.0441	0.292459	1.04729	1.04729	0 up vs 10
NM_018109 // PAPD1 // PAP associated domain containing 1 // 10p11.23 // 55149 //	PAPD1	NM_018109	0.174254	0.696983	0.0007813	0.0300496	8.94536	8.94085	8.66819	8.64598	0.173092	1.22677	1.22677	0 up vs 10
NM_001017392 // SFRS14 // splicing factor, arginine/serine-rich 14 // 19p12 // 1	SFRS14	NM_001017392	0.227342	0.182492	0.000801229	0.03074761	9.50146	9.47276	9.40685	9.39826	0.361267	1.05299	1.05299	0 up vs 10
NM_020960 // GPR107 // G protein-coupled receptor 107 // 9q34.11 // 57720 /// EN	GPR107	NM_020960	0.0749747	0.311055	0.000810454	0.03103266	10.0086	10.0462	9.72974	9.74472	0.070421	1.23242	1.23242	0 up vs 10
NM_004817 // TJP2 // tight junction protein 2 (zona occludens 2) // 9q13-q21 //	TJP2	NM_004817	0.4477	0.00150501	0.000820377	0.03134312	9.04138	8.97019	8.95539	8.85451	0.340328	1.08349	1.08349	0 up vs 10
NM_080823 // SRMS // src-related kinase lacking C-terminal regulatory tyrosine a	SRMS	NM_080823	0.558482	0.537561	0.000824753	0.03144075	7.33855	7.34654	7.41878	7.44072	0.51818	0.936804	-1.06746	0 down vs 10
NM_020748 // INTS2 // integrator complex subunit 2 // 17q23.2 // 57508 /// ENST0	INTS2	NM_020748	0.0733959	0.0775853	0.000837515	0.03185693	8.58012	8.52807	8.32486	8.2882	0.106229	1.18088	1.18088	0 up vs 10
NM_003153 // STAT6 // signal transducer and activator of transcription 6, interl	STAT6	NM_003153	0.953773	0.459453	0.000846294	0.03212011	10.9685	10.9922	10.9768	10.991	0.993761	1.00082	1.00082	0 up vs 10
NM_007043 // KRR1 // KRR1, small subunit (SSU) processome component, homolog (ye	KRR1	NM_007043	0.332306	0.611254	0.000851625	0.03225156	9.72724	9.71641	9.54046	9.51735	0.330149	1.14795	1.14795	0 up vs 10
NM_007358 // MTF2 // metal response element binding transcription factor 2 // 1p	MTF2	NM_007358	0.297676	0.000373195	0.000874229	0.03303514	8.74794	8.6471	8.62456	8.50779	0.26953	1.10137	1.10137	0 up vs 10
NM_001042454 // TGFB1I1 // transforming growth factor beta 1 induced transcript	TGFB1I1	NM_001042454	0.724188	0.314807	0.000879822	0.03306236	10.5446	10.5657	10.4962	10.5252	0.780107	1.02853	1.02853	0 up vs 10
NM_012142 // CCNDBP1 // cyclin D-type binding-protein 1 // 15q14-q15 // 23582 //	CCNDBP1	NM_012142	0.620132	0.830306	0.000880382	0.03306236	9.76342	9.77661	9.67875	9.67843	0.58843	1.07042	1.07042	0 up vs 10
NM_003435 // ZNF134 // zinc finger protein 134 // 19q13.4 // 7693 /// ENST000003	ZNF134	NM_003435	0.153086	0.0910558	0.000880693	0.03306236	8.61054	8.64191	8.43021	8.47615	0.209246	1.12176	1.12176	0 up vs 10
NM_017490 // MARK2 // MAP/microtubule affinity-regulating kinase 2 // 11q12-q13	MARK2	NM_017490	0.00657813	0.473451	0.000889854	0.03333382	8.89613	8.89005	8.69604	8.68706	0.00837423	1.15109	1.15109	0 up vs 10
NM_004972 // JAK2 // Janus kinase 2 (a protein tyrosine kinase) // 9p24 // 3717	JAK2	NM_004972	0.0342435	0.00583108	0.000892565	0.03333935	8.47413	8.38021	8.08106	7.97483	0.0383471	1.32444	1.32444	0 up vs 10
NM_030938 // TMEM49 // transmembrane protein 49 // 17q23.1 // 81671 /// NM_00485	TMEM49	NM_030938	0.105027	0.0469005	0.000893863	0.03333935	12.0442	12.0197	11.957	11.9421	0.164488	1.05531	1.05531	0 up vs 10
NM_033028 // BBS4 // Bardet-Biedl syndrome 4 // 15q22.3-q23 // 585 /// ENST00000	BBS4	NM_033028	0.8387	0.702305	0.00090774	0.03366543	8.73524	8.77851	8.69177	8.67744	0.656934	1.07257	1.07257	0 up vs 10
NM_030912 // TRIM8 // tripartite motif-containing 8 // 10q24.3 // 81603 /// ENST	TRIM8	NM_030912	0.240842	0.535211	0.000907939	0.03366543	10.7122	10.7098	10.5335	10.5035	0.204954	1.15366	1.15366	0 up vs 10
NM_021210 // TRAPPC1 // trafficking protein particle complex 1 // 17p13.1 // 584	TRAPPC1	NM_021210	0.604029	0.482093	0.000908454	0.03366543	11.1001	11.1163	11.158	11.1696	0.651923	0.963729	-1.03764	0 down vs 10
NM_000390 // CHM // choroideremia (Rab escort protein 1) // Xq21.2 // 1121 /// E	CHM	NM_000390	0.341805	0.182349	0.000910889	0.03368339	8.58178	8.53759	8.40314	8.35639	0.362283	1.13383	1.13383	0 up vs 10
NM_145307 // RTKN2 // rhotekin 2 // 10q21.2 // 219790 /// ENST00000373789 // RTK	RTKN2	NM_145307	0.0944145	0.0900579	0.000920302	0.0339193	6.66027	6.52676	6.0319	5.93973	0.134089	1.50215	1.50215	0 up vs 10
NM_001033549 // C19orf62 // chromosome 19 open reading frame 62 // 19p13.11 // 2	C19orf62	NM_001033549	0.153156	0.240004	0.000921197	0.0339193	11.1005	11.0955	10.9937	10.9683	0.113404	1.09219	1.09219	0 up vs 10
NM_018229 // C14orf108 // chromosome 14 open reading frame 108 // 14q23.1 // 557	C14orf108	NM_018229	0.118161	0.928492	0.00093917	0.0345075	9.31817	9.33939	8.89166	8.8785	0.112277	1.37639	1.37639	0 up vs 10
NM_017590 // ZC3H7B // zinc finger CCCH-type containing 7B // 22q13.2 // 23264 /	ZC3H7B	NM_017590	0.647161	0.671735	0.000941475	0.03451875	9.9966	10.0035	9.95853	9.96411	0.655411	1.02766	1.02766	0 up vs 10
NM_001488 // TADA2L // transcriptional adaptor 2 (ADA2 homolog, yeast)-like // 1	TADA2L	NM_001488	0.0216989	0.0438515	0.000944456	0.03455468	8.25978	8.21473	7.87176	7.80087	0.021152	1.33225	1.33225	0 up vs 10
NM_000222 // KIT // v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolo	KIT	NM_000222	0.171675	0.119152	0.000954081	0.03483303	9.53893	9.62148	9.1121	9.20455	0.204583	1.33508	1.33508	0 up vs 10
NM_000127 // EXT1 // exostoses (multiple) 1 // 8q24.11-q24.13 // 2131 /// ENST00	EXT1	NM_000127	0.0335782	0.0552495	0.000985636	0.03590917	11.4763	11.5078	11.3369	11.3487	0.0246153	1.11655	1.11655	0 up vs 10
NM_006289 // TLN1 // talin 1 // 9p13 // 7094 /// ENST00000314888 // TLN1 // tali	TLN1	NM_006289	0.501157	0.966576	0.00100485	0.03653212	11.7882	11.7912	11.7321	11.7279	0.474813	1.04487	1.04487	0 up vs 10
NM_015457 // ZDHHC5 // zinc finger, DHHC-type containing 5 // 11q12.1 // 25921 /	ZDHHC5	NM_015457	0.429898	0.488812	0.00100922	0.03658783	10.2816	10.302	10.1993	10.2043	0.378536	1.0701	1.0701	0 up vs 10
NM_017453 // STAU1 // staufen, RNA binding protein, homolog 1 (Drosophila) // 20	STAU1	NM_017453	0.029983	0.490408	0.00101062	0.03658783	10.6026	10.6157	10.4113	10.417	0.0327579	1.14765	1.14765	0 up vs 10
NM_014791 // MELK // maternal embryonic leucine zipper kinase // 9p13.2 // 9833	MELK	NM_014791	0.176744	0.000886943	0.00103054	0.03723095	9.94246	9.68718	9.48171	9.19609	0.174852	1.4055	1.4055	0 up vs 10
NM_002028 // FNTB // farnesyltransferase, CAAX box, beta // 14q23-q24 // 2342 //	FNTB	NM_002028	0.598747	0.0815962	0.00103638	0.03736377	9.20007	9.16236	9.15213	9.12892	0.728055	1.02346	1.02346	0 up vs 10
NM_005777 // RBM6 // RNA binding motif protein 6 // 3p21.3 // 10180 /// ENST0000	RBM6	NM_005777	0.959047	0.907346	0.001044	0.03756007	8.35348	8.36544	8.34938	8.3407	0.770485	1.0173	1.0173	0 up vs 10
NM_138357 // CCDC109A // coiled-coil domain containing 109A // 10q22.1 // 90550	CCDC109A	NM_138357	0.453849	0.470026	0.00104948	0.03767873	9.15249	9.2009	9.00567	9.00727	0.355821	1.14364	1.14364	0 up vs 10
NM_006768 // BRAP // BRCA1 associated protein // 12q24 // 8315 /// NM_020357 //	BRAP	NM_006768	0.332055	0.269312	0.00105188	0.03768655	9.12681	9.16315	8.97071	8.99774	0.332522	1.12148	1.12148	0 up vs 10
NM_176863 // PSME3 // proteasome (prosome, macropain) activator subunit 3 (PA28	PSME3	NM_176863	0.125265	0.456086	0.00105487	0.03771542	10.4503	10.4481	10.3409	10.3253	0.107283	1.08883	1.08883	0 up vs 10
NM_003620 // PPM1D // protein phosphatase 1D magnesium-dependent, delta isoform	PPM1D	NM_003620	0.000021217	0.45522	0.00107728	0.03821686	8.70006	8.71034	9.41551	9.42978	0.000032426	0.607336	-1.64653	0 down vs 10
NM_002789 // PSMA4 // proteasome (prosome, macropain) subunit, alpha type, 4 //	PSMA4	NM_002789	0.12219	0.175601	0.00107749	0.03821686	12.2835	12.2729	12.1103	12.068	0.0894748	1.1526	1.1526	0 up vs 10
NM_001319 // CSNK1G2 // casein kinase 1, gamma 2 // 19p13.3 // 1455 /// ENST0000	CSNK1G2	NM_001319	0.267712	0.0221131	0.00107754	0.03821686	10.2898	10.3331	10.2093	10.2326	0.197754	1.07214	1.07214	0 up vs 10
NM_052903 // TUBGCP5 // tubulin, gamma complex associated protein 5 // 15q11.2 /	TUBGCP5	NM_052903	0.27352	0.305207	0.00107871	0.03821686	8.43489	8.41626	8.20565	8.14872	0.231488	1.20376	1.20376	0 up vs 10
NM_001030007 // AP1G1 // adaptor-related protein complex 1, gamma 1 subunit // 1	AP1G1	NM_001030007	0.0565999	0.738971	0.00107996	0.03821686	11.1815	11.181	10.9962	10.9863	0.0585646	1.14449	1.14449	0 up vs 10
NM_032565 // EBPL // emopamil binding protein-like // 13q12-q13 // 84650 /// ENS	EBPL	NM_032565	0.29244	0.291324	0.00110101	0.03883907	8.27076	8.2711	8.14692	8.19047	0.509782	1.05748	1.05748	0 up vs 10
NM_001001694 // IL17REL // interleukin 17 receptor E-like // 22q13.33 // 400935	IL17REL	NM_001001694	0.245571	0.662654	0.00110369	0.03883907	7.26287	7.26781	7.4791	7.50192	0.236634	0.850212	-1.17618	0 down vs 10
NM_014904 // RAB11FIP2 // RAB11 family interacting protein 2 (class I) // 10q26.	RAB11FIP2	NM_014904	0.166206	0.00649039	0.00110429	0.03883907	9.94054	10.044	9.70349	9.79597	0.17136	1.18761	1.18761	0 up vs 10
NM_007146 // VEZF1 // vascular endothelial zinc finger 1 // 17q22 // 7716 /// EN	VEZF1	NM_007146	0.0645676	0.932096	0.00111565	0.03909835	10.1168	10.1139	9.802	9.80027	0.0793908	1.24283	1.24283	0 up vs 10
NM_018467 // USE1 // unconventional SNARE in the ER 1 homolog (S. cerevisiae) //	USE1	NM_018467	0.787296	3.14067E-05	0.00111619	0.03909835	9.65995	9.75992	9.67805	9.75435	0.937393	1.00387	1.00387	0 up vs 10
NM_015247 // CYLD // cylindromatosis (turban tumor syndrome) // 16q12.1 // 1540	CYLD	NM_015247	0.379893	0.831685	0.00111877	0.03910939	9.16319	9.19337	8.93728	8.92603	0.329767	1.20359	1.20359	0 up vs 10
NM_001466 // FZD2 // frizzled homolog 2 (Drosophila) // 17q21.1 // 2535 /// ENST	FZD2	NM_001466	0.246199	0.00982465	0.00112163	0.03913016	9.17801	9.28212	8.94402	9.0574	0.290453	1.16855	1.16855	0 up vs 10
NM_003390 // WEE1 // WEE1 homolog (S. pombe) // 11p15.3-p15.1 // 7465 /// ENST00	WEE1	NM_003390	0.133114	0.131499	0.00112833	0.03920306	9.19704	9.22148	8.87319	8.96379	0.246801	1.19556	1.19556	0 up vs 10
NM_001930 // DHPS // deoxyhypusine synthase // 19p13.2-p13.1 // 1725 /// NM_0134	DHPS	NM_001930	0.947841	0.553384	0.00112983	0.03920306	9.33756	9.34303	9.34416	9.31732	0.810472	1.01798	1.01798	0 up vs 10
NM_207343 // RNF214 // ring finger protein 214 // 11q23.3 // 257160 /// NM_00107	RNF214	NM_207343	0.0124912	0.734584	0.00113053	0.03920306	8.41961	8.41321	8.12326	8.11787	0.0169361	1.22718	1.22718	0 up vs 10
NM_004094 // EIF2S1 // eukaryotic translation initiation factor 2, subunit 1 alp	EIF2S1	NM_004094	0.0510995	0.0167495	0.00113575	0.03930514	11.4497	11.4122	11.2351	11.1737	0.0428384	1.1798	1.1798	0 up vs 10
AF201935 // C16orf61 // chromosome 16 open reading frame 61 // 16q23.2 // 56942	C16orf61	AF201935	0.0165766	0.00156999	0.00114018	0.03937954	10.4231	10.3489	10.1248	10.0387	0.0182193	1.23982	1.23982	0 up vs 10
NM_024678 // NARS2 // asparaginyl-tRNA synthetase 2, mitochondrial (putative) //	NARS2	NM_024678	0.0297896	0.627832	0.00115219	0.03971491	8.75365	8.78621	8.35678	8.35153	0.0259518	1.35161	1.35161	0 up vs 10
NM_013275 // ANKRD11 // ankyrin repeat domain 11 // 16q24.3 // 29123 /// ENST000	ANKRD11	NM_013275	0.358723	0.000105598	0.00116778	0.0401721	8.67428	8.71565	8.63346	8.68978	0.577513	1.01809	1.01809	0 up vs 10
NM_152313 // SLC36A4 // solute carrier family 36 (proton/amino acid symporter),	SLC36A4	NM_152313	0.164226	0.296051	0.00118487	0.04067897	9.26972	9.24277	9.01955	8.98171	0.170434	1.19836	1.19836	0 up vs 10
NM_016525 // UBAP1 // ubiquitin associated protein 1 // 9p13.3 // 51271 /// ENST	UBAP1	NM_016525	0.434307	0.324278	0.00119055	0.04079287	9.84493	9.886	9.72277	9.73673	0.370423	1.10901	1.10901	0 up vs 10
NM_003667 // LGR5 // leucine-rich repeat-containing G protein-coupled receptor 5	LGR5	NM_003667	0.567789	0.067513	0.00119722	0.04094018	7.23907	7.64548	6.56171	6.9944	0.60403	1.57034	1.57034	0 up vs 10
NM_003439 // ZKSCAN1 // zinc finger with KRAB and SCAN domains 1 // 7q21.3-q22.1	ZKSCAN1	NM_003439	0.38628	0.036613	0.00120377	0.04108281	9.36862	9.40983	9.45005	9.48639	0.440413	0.948315	-1.0545	0 down vs 10
NM_020718 // USP31 // ubiquitin specific peptidase 31 // 16p12.1 // 57478 /// EN	USP31	NM_020718	0.108622	0.0142109	0.0012078	0.04113905	8.61787	8.56448	8.49261	8.47061	0.240002	1.06722	1.06722	0 up vs 10
NM_001619 // ADRBK1 // adrenergic, beta, receptor kinase 1 // 11q13.1 // 156 ///	ADRBK1	NM_001619	0.635054	0.648456	0.00122201	0.04153653	8.84965	8.8531	8.8852	8.89382	0.608573	0.972166	-1.02863	0 down vs 10
NM_017746 // TEX10 // testis expressed 10 // 9q31.1 // 54881 /// ENST00000374902	TEX10	NM_017746	0.0994864	0.855432	0.00122428	0.04153653	9.45949	9.45521	9.14888	9.14195	0.114748	1.24252	1.24252	0 up vs 10
NM_003274 // TRAPPC10 // trafficking protein particle complex 10 // 21q22.3 // 7	TRAPPC10	NM_003274	0.160468	0.685554	0.00123134	0.04169414	9.3199	9.32771	9.18027	9.18596	0.17719	1.10325	1.10325	0 up vs 10
NM_004853 // STX8 // syntaxin 8 // 17p12 // 9482 /// ENST00000306357 // STX8 //	STX8	NM_004853	0.504747	0.940272	0.00123437	0.04170632	9.41224	9.43497	9.24284	9.22676	0.441517	1.15526	1.15526	0 up vs 10
NM_006876 // B3GNT1 // UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransfera	B3GNT1	NM_006876	0.847036	0.00360585	0.00123653	0.04170632	8.20662	8.29324	8.23221	8.32339	0.830365	0.979321	-1.02112	0 down vs 10
NM_015891 // CDC40 // cell division cycle 40 homolog (S. cerevisiae) // 6q21 //	CDC40	NM_015891	0.636702	0.0685436	0.00125277	0.04217171	9.14767	9.12017	9.19746	9.15047	0.78544	0.979212	-1.02123	0 down vs 10
NM_023071 // SPATS2 // spermatogenesis associated, serine-rich 2 // 12q13.12 //	SPATS2	NM_023071	0.0992896	0.741839	0.00126592	0.04253146	9.17781	9.18204	8.99049	8.97402	0.0865004	1.1551	1.1551	0 up vs 10
NM_003611 // OFD1 // oral-facial-digital syndrome 1 // Xp22 // 8481 /// ENST0000	OFD1	NM_003611	0.0194869	0.119265	0.00128962	0.04320123	8.19168	8.23146	7.88317	7.90957	0.0210149	1.24997	1.24997	0 up vs 10
NM_014824 // FCHSD2 // FCH and double SH3 domains 2 // 11q13.4 // 9873 /// AK297	FCHSD2	NM_014824	0.291165	0.144244	0.00129333	0.04320123	9.86483	9.91373	9.71496	9.74162	0.255578	1.12671	1.12671	0 up vs 10
NM_199002 // ARHGEF1 // Rho guanine nucleotide exchange factor (GEF) 1 // 19q13.	ARHGEF1	NM_199002	0.189212	0.890353	0.00129336	0.04320123	9.44609	9.44141	9.51496	9.51721	0.174617	0.948815	-1.05395	0 down vs 10
NM_006796 // AFG3L2 // AFG3 ATPase family gene 3-like 2 (yeast) // 18p11 // 1093	AFG3L2	NM_006796	0.131847	0.274659	0.00130757	0.04359156	9.53022	9.54638	9.39165	9.40988	0.15818	1.09923	1.09923	0 up vs 10
NM_016231 // NLK // nemo-like kinase // 17q11.2 // 51701 /// ENST00000262393 //	NLK	NM_016231	0.491992	0.0162256	0.00131342	0.04370222	8.64367	8.57709	8.57096	8.53168	0.683126	1.03197	1.03197	0 up vs 10
NM_005013 // NUCB2 // nucleobindin 2 // 11p15.1-p14 // 4925 /// ENST00000323688	NUCB2	NM_005013	0.178823	0.339648	0.00132073	0.0437973	10.3985	10.3879	10.1046	10.0434	0.141524	1.26974	1.26974	0 up vs 10
NM_003450 // ZNF174 // zinc finger protein 174 // 16p13.3 // 7727 /// NM_0010322	ZNF174	NM_003450	0.113744	0.227731	0.00132135	0.0437973	7.77431	7.81369	7.56878	7.5831	0.0969038	1.17332	1.17332	0 up vs 10
NM_173834 // YIPF6 // Yip1 domain family, member 6 // Xq12 // 286451 /// ENST000	YIPF6	NM_173834	0.357863	0.417115	0.00132589	0.04386359	10.2244	10.2419	10.1126	10.1298	0.383763	1.08081	1.08081	0 up vs 10
NM_032873 // UBASH3B // ubiquitin associated and SH3 domain containing, B // 11q	UBASH3B	NM_032873	0.408477	0.0828136	0.0013422	0.04419124	9.16995	9.11037	9.03195	8.98173	0.465605	1.09326	1.09326	0 up vs 10
NM_001746 // CANX // calnexin // 5q35 // 821 /// NM_001024649 // CANX // calnexi	CANX	NM_001746	0.279824	0.108061	0.00134366	0.04419124	12.6653	12.6616	12.597	12.5633	0.153154	1.07048	1.07048	0 up vs 10
NM_020367 // PARP11 // poly (ADP-ribose) polymerase family, member 11 // 12p13.3	PARP11	NM_020367	0.4508	0.0907149	0.00134385	0.04419124	7.09073	7.13955	6.99161	7.027	0.420609	1.08114	1.08114	0 up vs 10
NM_004412 // TRDMT1 // tRNA aspartic acid methyltransferase 1 // 10p15.1 // 1787	TRDMT1	NM_004412	0.281706	0.0858552	0.00134603	0.04419124	6.99431	6.9186	6.80856	6.77365	0.421322	1.1057	1.1057	0 up vs 10
NM_024949 // WWC2 // WW and C2 domain containing 2 // 4q35.1 // 80014 /// ENST00	WWC2	NM_024949	0.464299	0.642196	0.00136406	0.04469543	9.419	9.43494	9.2893	9.3022	0.479655	1.09637	1.09637	0 up vs 10
NM_033406 // FBXO3 // F-box protein 3 // 11p13 // 26273 /// NM_012175 // FBXO3 /	FBXO3	NM_033406	0.179552	0.505716	0.00136854	0.04469543	9.5899	9.57496	9.39525	9.37741	0.197197	1.14675	1.14675	0 up vs 10
NM_016333 // SRRM2 // serine/arginine repetitive matrix 2 // 16p13.3 // 23524 //	SRRM2	NM_016333	0.321075	0.673314	0.00137073	0.04469543	10.4906	10.4889	10.4262	10.4374	0.449088	1.03633	1.03633	0 up vs 10
NM_004334 // BST1 // bone marrow stromal cell antigen 1 // 4p15 // 683 /// ENST0	BST1	NM_004334	0.862389	0.489424	0.00137174	0.04469543	10.2713	10.3144	10.3134	10.3305	0.950173	0.988895	-1.01123	0 down vs 10
NM_005845 // ABCC4 // ATP-binding cassette, sub-family C (CFTR/MRP), member 4 //	ABCC4	NM_005845	0.462882	0.396095	0.00137724	0.04475528	9.04475	9.08039	8.87723	8.91042	0.481947	1.12504	1.12504	0 up vs 10
NM_017794 // KIAA1797 // KIAA1797 // 9p21 // 54914 /// ENST00000380249 // KIAA17	KIAA1797	NM_017794	0.666433	0.618724	0.00137876	0.04475528	9.5433	9.53332	9.45735	9.43217	0.632897	1.07262	1.07262	0 up vs 10
NM_005862 // STAG1 // stromal antigen 1 // 3q22.3 // 10274 /// ENST00000383202 /	STAG1	NM_005862	0.111028	0.0182831	0.00138144	0.04475814	9.58819	9.54336	9.34659	9.25236	0.075738	1.22349	1.22349	0 up vs 10
NM_018257 // PCMTD2 // protein-L-isoaspartate (D-aspartate) O-methyltransferase	PCMTD2	NM_018257	0.992274	0.179993	0.00139485	0.04510799	8.98409	9.03471	8.98598	9.0332	0.994199	1.00105	1.00105	0 up vs 10
NM_007118 // TRIO // triple functional domain (PTPRF interacting) // 5p15.2 // 7	TRIO	NM_007118	0.762835	0.02235	0.00141317	0.04561501	10.2766	10.2425	10.2559	10.2254	0.813978	1.01191	1.01191	0 up vs 10
NM_021120 // DLG3 // discs, large homolog 3 (neuroendocrine-dlg, Drosophila) //	DLG3	NM_021120	0.568391	0.827212	0.00144303	0.04649195	6.56234	6.55097	6.4837	6.48451	0.648363	1.04714	1.04714	0 up vs 10
NM_145911 // ZNF23 // zinc finger protein 23 (KOX 16) // 16q22 // 7571 /// ENST0	ZNF23	NM_145911	0.0527402	0.0251171	0.00145534	0.04680124	8.01898	8.06398	7.77441	7.83343	0.0788676	1.17329	1.17329	0 up vs 10
NM_005334 // HCFC1 // host cell factor C1 (VP16-accessory protein) // Xq28 // 30	HCFC1	NM_005334	0.666738	0.0943358	0.00146225	0.04693605	9.54503	9.50464	9.5021	9.47874	0.805853	1.01811	1.01811	0 up vs 10
NM_003562 // SLC25A11 // solute carrier family 25 (mitochondrial carrier; oxoglu	SLC25A11	NM_003562	0.255629	0.132956	0.00146733	0.04701173	10.2269	10.216	10.1368	10.1044	0.18988	1.08041	1.08041	0 up vs 10
NM_207119 // LRRC20 // leucine rich repeat containing 20 // 10q22.1 // 55222 ///	LRRC20	NM_207119	0.393812	0.603989	0.00147064	0.04703052	7.69716	7.71195	7.79707	7.80348	0.459036	0.938525	-1.0655	0 down vs 10
NM_003945 // ATP6V0E1 // ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1	ATP6V0E1	NM_003945	0.382478	0.334207	0.00148539	0.04741442	11.981	12.0041	11.8928	11.9043	0.353104	1.07159	1.07159	0 up vs 10
NM_018979 // WNK1 // WNK lysine deficient protein kinase 1 // 12p13.3 // 65125 /	WNK1	NM_018979	0.157838	0.179524	0.00149185	0.04745954	10.023	10.0429	9.87845	9.90691	0.205157	1.09884	1.09884	0 up vs 10
NM_001769 // CD9 // CD9 molecule // 12p13.3 // 928 /// ENST00000382518 // CD9 //	CD9	NM_001769	0.80532	0.714356	0.0014923	0.04745954	11.4058	11.3811	11.3126	11.2882	0.816961	1.06649	1.06649	0 up vs 10
NM_203307 // ZNF321 // zinc finger protein 321 // 19q13.41 // 399669 /// ENST000	ZNF321	NM_203307	0.187695	0.443383	0.00150171	0.04767101	5.99313	6.0195	5.6964	5.72902	0.22074	1.22305	1.22305	0 up vs 10
NM_016576 // GMPR2 // guanosine monophosphate reductase 2 // 14q12 // 51292 ///	GMPR2	NM_016576	0.0454011	0.00458296	0.00152523	0.0483288	9.25657	9.29868	9.11347	9.15302	0.0529177	1.10624	1.10624	0 up vs 10
NM_014294 // TRAM1 // translocation associated membrane protein 1 // 8q13.3 // 2	TRAM1	NM_014294	0.147615	0.0889537	0.00154228	0.04877955	12.5872	12.6206	12.4512	12.4757	0.145994	1.10562	1.10562	0 up vs 10
NM_025114 // CEP290 // centrosomal protein 290kDa // 12q21.32 // 80184 /// ENST0	CEP290	NM_025114	0.163761	0.126118	0.00154974	0.04892589	7.12218	7.07489	6.80425	6.72658	0.151753	1.27307	1.27307	0 up vs 10
NM_199344 // SFT2D2 // SFT2 domain containing 2 // 1q24.2 // 375035 /// ENST0000	SFT2D2	NM_199344	0.616906	0.288799	0.0015589	0.04912526	11.0682	11.0856	11.1129	11.1299	0.639633	0.969764	-1.03118	0 down vs 10
NM_001039465 // SFRS5 // splicing factor, arginine/serine-rich 5 // 14q24 // 643	SFRS5	NM_001039465	0.350789	0.00488427	0.0015666	0.04925444	11.1686	11.2478	11.0728	11.1212	0.251712	1.09171	1.09171	0 up vs 10
NM_005419 // STAT2 // signal transducer and activator of transcription 2, 113kDa	STAT2	NM_005419	0.961779	0.0130473	0.00157265	0.04925444	10.8977	11.0596	10.8844	11.0168	0.884308	1.03015	1.03015	0 up vs 10
NM_005539 // INPP5A // inositol polyphosphate-5-phosphatase, 40kDa // 10q26.3 //	INPP5A	NM_005539	0.814941	0.929993	0.00157451	0.04925444	9.67392	9.67789	9.63673	9.63769	0.81146	1.02826	1.02826	0 up vs 10
NM_018346 // RSAD1 // radical S-adenosyl methionine domain containing 1 // 17q21	RSAD1	NM_018346	0.134504	0.0470749	0.00157551	0.04925444	8.79712	8.837	8.61602	8.66565	0.176468	1.12611	1.12611	0 up vs 10
NM_007159 // SLMAP // sarcolemma associated protein // 3p21.2-p14.3 // 7871 ///	SLMAP	NM_007159	0.686085	0.663524	0.00157726	0.04925444	8.90658	8.89205	8.85033	8.84344	0.741521	1.03427	1.03427	0 up vs 10
ENST00000330188 // TPM3 // tropomyosin 3 // 1q21.2 // 7170 /// BC006254 // C15or	TPM3	ENST00000330188	0.497028	0.656356	0.00158042	0.04926403	9.26643	9.2497	9.11538	9.09739	0.517998	1.11134	1.11134	0 up vs 10
NM_018480 // TMEM126B // transmembrane protein 126B // 11q14.1 // 55863 /// ENST	TMEM126B	NM_018480	0.248616	0.956737	0.00158895	0.04944068	9.32661	9.33123	9.0941	9.08576	0.250659	1.18548	1.18548	0 up vs 10
NM_024585 // ARMC7 // armadillo repeat containing 7 // 17q25.1 // 79637 /// ENST	ARMC7	NM_024585	0.389976	0.534982	0.00159631	0.04958036	7.60255	7.56435	7.71922	7.72796	0.262977	0.892789	-1.12009	0 down vs 10
