gene_assignment	Gene Symbol	RefSeq	p-value(dose)	p-value(Scan Date)	alt-splicing(dose)	step-up(altsplice-dose)	Mean(0)	LSMean(0)	Mean(10)	LSMean(10)	p-value(0 vs. 10)	Ratio(0 vs. 10)	Fold-Change(0 vs. 10)	Fold-Change(0 vs. 10) (Description)
---		---	0.832716	0.0128187	0.0257309	0.9808604	7.58124	7.6423	7.55069	7.59037	0.730537	1.03666	1.03666	0 up vs 10
NM_000367 // TPMT // thiopurine S-methyltransferase // 6p22.3 // 7172 /// ENST00	TPMT	NM_000367	0.162765	0.705744	0.0257457	0.9808604	8.48192	8.48609	7.96956	8.05739	0.247538	1.34603	1.34603	0 up vs 10
NM_144593 // RHEBL1 // Ras homolog enriched in brain like 1 // 12q13.12 // 12126	RHEBL1	NM_144593	0.0432305	0.0564186	0.0257549	0.9808604	7.81965	7.7756	7.5712	7.56195	0.0789667	1.15961	1.15961	0 up vs 10
NM_017711 // GDPD2 // glycerophosphodiester phosphodiesterase domain containing	GDPD2	NM_017711	0.555346	0.48828	0.0258003	0.9808604	4.64872	4.63336	4.74168	4.71907	0.599667	0.942324	-1.06121	0 down vs 10
NM_173582 // PGM2L1 // phosphoglucomutase 2-like 1 // 11q13.4 // 283209 /// ENST	PGM2L1	NM_173582	0.176662	0.038098	0.0258196	0.9808604	4.66741	4.70304	4.81021	4.82111	0.268938	0.92142	-1.08528	0 down vs 10
NM_018379 // FAM63A // family with sequence similarity 63, member A // 1q21.2 //	FAM63A	NM_018379	0.210325	0.0162151	0.0261157	0.9866756	6.62314	6.61851	6.52881	6.52918	0.248472	1.06388	1.06388	0 up vs 10
NM_003614 // GALR3 // galanin receptor 3 // 22q13.1 // 8484 /// ENST00000249041	GALR3	NM_003614	0.163232	0.158607	0.0261169	0.9866756	7.71196	7.70187	7.90363	7.88561	0.193153	0.880419	-1.13582	0 down vs 10
NM_004615 // TSPAN7 // tetraspanin 7 // Xp11.4 // 7102 /// ENST00000378482 // TS	TSPAN7	NM_004615	0.367767	3.61E-05	0.0261443	0.9866756	5.49009	5.67656	5.6258	5.74893	0.635086	0.951071	-1.05145	0 down vs 10
BC040542 // KIAA0802 // KIAA0802 // 18p11.22 // 23255 /// NM_015210 // KIAA0802	KIAA0802	BC040542	0.02496	0.197952	0.0262562	0.9878453	5.67076	5.64734	5.92654	5.89693	0.0316307	0.841133	-1.18887	0 down vs 10
NM_001807 // CEL // carboxyl ester lipase (bile salt-stimulated lipase) // 9q34.	CEL	NM_001807	0.0337233	0.220866	0.0263425	0.9878453	5.89505	5.89181	6.24915	6.25832	0.0342177	0.775656	-1.28923	0 down vs 10
NM_016257 // HPCAL4 // hippocalcin like 4 // 1p34.2 // 51440 /// ENST00000372844	HPCAL4	NM_016257	0.339878	0.00759541	0.0263957	0.9878453	5.9233	5.84342	5.81773	5.72872	0.320096	1.08275	1.08275	0 up vs 10
NM_001771 // CD22 // CD22 molecule // 19q13.1 // 933 /// ENST00000085219 // CD22	CD22	NM_001771	0.0285752	0.0457354	0.0264044	0.9878453	8.26584	8.31462	7.77235	7.82685	0.0343756	1.40227	1.40227	0 up vs 10
NM_032536 // NTNG2 // netrin G2 // 9q34 // 84628 /// ENST00000372178 // NTNG2 //	NTNG2	NM_032536	0.0830792	0.359606	0.0265183	0.9899591	6.17302	6.15734	6.41227	6.40394	0.0850639	0.842881	-1.18641	0 down vs 10
NM_133326 // ATP6V1G3 // ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3	ATP6V1G3	NM_133326	0.26582	0.344099	0.0266302	0.9900744	3.61425	3.60807	3.76964	3.76587	0.275784	0.896393	-1.11558	0 down vs 10
NM_080738 // EDARADD // EDAR-associated death domain // 1q43 // 128178 /// NM_14	EDARADD	NM_080738	0.223947	0.000500023	0.0266362	0.9900744	6.99154	6.96055	6.88579	6.85354	0.234909	1.07699	1.07699	0 up vs 10
NM_007327 // GRIN1 // glutamate receptor, ionotropic, N-methyl D-aspartate 1 //	GRIN1	NM_007327	0.609461	0.164663	0.0267097	0.9906714	5.61585	5.66497	5.74179	5.70247	0.882406	0.974345	-1.02633	0 down vs 10
NM_015984 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377	UCHL5	NM_015984	0.00986833	0.0153312	0.0269489	0.9973985	8.72599	8.74872	8.39126	8.43442	0.0152308	1.24341	1.24341	0 up vs 10
NM_018933 // PCDHB13 // protocadherin beta 13 // 5q31 // 56123 /// NM_018933 //	PCDHB13	NM_018933	0.295427	0.101798	0.0270128	0.9976226	4.60692	4.68913	4.75181	4.77518	0.536831	0.9421	-1.06146	0 down vs 10
NM_001003841 // SLC6A19 // solute carrier family 6 (neutral amino acid transport	SLC6A19	NM_001003841	0.239844	0.197251	0.0271534	1	6.34211	6.34124	6.54237	6.51204	0.325502	0.888351	-1.12568	0 down vs 10
NM_018043 // ANO1 // anoctamin 1, calcium activated chloride channel // 11q13.3	ANO1	NM_018043	0.195236	0.33038	0.0272988	1	5.19935	5.19582	5.33028	5.30782	0.275428	0.925302	-1.08073	0 down vs 10
NM_002042 // GABRR1 // gamma-aminobutyric acid (GABA) receptor, rho 1 // 6q14-q2	GABRR1	NM_002042	0.526261	0.0916973	0.0274039	1	4.38105	4.36818	4.4558	4.46326	0.441879	0.93622	-1.06813	0 down vs 10
NM_004123 // GIP // gastric inhibitory polypeptide // 17q21.3-q22 // 2695 /// EN	GIP	NM_004123	0.134628	0.0204705	0.0274687	1	4.45704	4.43599	4.56633	4.5272	0.214425	0.938734	-1.06526	0 down vs 10
NM_006859 // LIAS // lipoic acid synthetase // 4p14 // 11019 /// NM_194451 // LI	LIAS	NM_006859	0.285079	0.479192	0.0274961	1	7.40509	7.39369	7.19741	7.20623	0.347428	1.13876	1.13876	0 up vs 10
NM_021643 // TRIB2 // tribbles homolog 2 (Drosophila) // 2p25.1-p24.3 // 28951 /	TRIB2	NM_021643	0.0420289	0.00661738	0.0276091	1	6.55715	6.47887	6.31678	6.2585	0.0634995	1.16503	1.16503	0 up vs 10
NM_003981 // PRC1 // protein regulator of cytokinesis 1 // 15q26.1 // 9055 /// N	PRC1	NM_003981	0.00207257	0.125038	0.0277278	1	9.44552	9.40323	8.71797	8.69251	0.00282104	1.63662	1.63662	0 up vs 10
NM_152526 // PARD3B // par-3 partitioning defective 3 homolog B (C. elegans) //	PARD3B	NM_152526	0.439014	0.0739232	0.0277604	1	5.75789	5.73817	5.82996	5.81274	0.440935	0.949629	-1.05304	0 down vs 10
NM_020707 // HHATL // hedgehog acyltransferase-like // 3p22.1 // 57467 /// ENST0	HHATL	NM_020707	0.949372	0.042104	0.0278508	1	6.5034	6.50718	6.5092	6.5096	0.979627	0.99832	-1.00168	0 down vs 10
NM_031157 // HNRNPA1 // heterogeneous nuclear ribonucleoprotein A1 // 12q13.1 //	HNRNPA1	NM_031157	0.275748	0.0133465	0.0279139	1	9.7889	9.77128	9.88294	9.87787	0.238853	0.928781	-1.07668	0 down vs 10
NM_001113525 // ZNF276 // zinc finger protein 276 // 16q24.3 // 92822 /// NM_152	ZNF276	NM_001113525	0.134335	0.0173482	0.027962	1	8.2755	8.26949	8.19215	8.20395	0.238358	1.04648	1.04648	0 up vs 10
NM_002150 // HPD // 4-hydroxyphenylpyruvate dioxygenase // 12q24-qter // 3242 //	HPD	NM_002150	0.568888	0.512744	0.027997	1	6.06771	6.04739	6.25807	6.24337	0.572394	0.872979	-1.1455	0 down vs 10
NM_022465 // IKZF4 // IKAROS family zinc finger 4 (Eos) // 12q13 // 64375 /// EN	IKZF4	NM_022465	0.0708928	0.597071	0.0280062	1	6.24201	6.25205	6.37494	6.37719	0.0943005	0.916912	-1.09062	0 down vs 10
NM_002938 // RNF4 // ring finger protein 4 // 4p16.3 // 6047 /// NM_003704 // C4	RNF4	NM_002938	0.6583	0.469551	0.0280279	1	8.8622	8.85177	8.81106	8.7981	0.655242	1.0379	1.0379	0 up vs 10
NM_153253 // SIPA1 // signal-induced proliferation-associated gene 1 // 11q13 //	SIPA1	NM_153253	0.250041	0.280737	0.0282419	1	8.6694	8.67583	8.48701	8.50183	0.286826	1.12818	1.12818	0 up vs 10
NM_014978 // SORCS3 // sortilin-related VPS10 domain containing receptor 3 // 10	SORCS3	NM_014978	0.352111	0.35442	0.0282979	1	4.91502	4.87145	5.05891	5.01974	0.355838	0.902318	-1.10826	0 down vs 10
NM_003936 // CDK5R2 // cyclin-dependent kinase 5, regulatory subunit 2 (p39) //	CDK5R2	NM_003936	0.347502	0.108105	0.0284433	1	7.33007	7.32865	7.48373	7.46564	0.415645	0.909414	-1.09961	0 down vs 10
NM_020922 // WNK3 // WNK lysine deficient protein kinase 3 // Xp11.23-p11.21 //	WNK3	NM_020922	0.0776748	0.0691175	0.0286895	1	3.60016	3.57707	3.7121	3.70568	0.0570655	0.91471	-1.09324	0 down vs 10
NM_002379 // MATN1 // matrilin 1, cartilage matrix protein // 1p35 // 4146 /// E	MATN1	NM_002379	0.253971	0.445011	0.0286959	1	6.12537	6.0865	6.30957	6.29113	0.22618	0.86776	-1.15239	0 down vs 10
NM_012207 // HNRNPH3 // heterogeneous nuclear ribonucleoprotein H3 (2H9) // 10q2	HNRNPH3	NM_012207	0.195638	0.524767	0.028781	1	9.49767	9.48828	9.25189	9.29529	0.313447	1.14313	1.14313	0 up vs 10
NM_021064 // HIST1H2AG // histone cluster 1, H2ag // 6p22.1 // 8969 /// ENST0000	HIST1H2AG	NM_021064	0.871239	0.2512	0.028789	1	7.54198	7.5251	7.55418	7.52581	0.992759	0.999509	-1.00049	0 down vs 10
NM_198476 // C19orf54 // chromosome 19 open reading frame 54 // 19q13.2 // 28432	C19orf54	NM_198476	0.00217998	0.00131749	0.0288144	1	7.88285	7.84508	8.06809	8.03649	0.00224316	0.875751	-1.14188	0 down vs 10
AY026504 // WDR87 // WD repeat domain 87 // 19q13.13 // 83889 /// ENST0000030386	WDR87	AY026504	0.247613	0.593238	0.0289026	1	4.61942	4.60844	4.73638	4.72713	0.257663	0.921019	-1.08575	0 down vs 10
NM_017443 // POLE3 // polymerase (DNA directed), epsilon 3 (p17 subunit) // 9q33	POLE3	NM_017443	0.0179372	0.141447	0.0289374	1	7.90362	7.8992	8.15949	8.17423	0.0156189	0.826431	-1.21002	0 down vs 10
NM_024512 // LRRC2 // leucine rich repeat containing 2 // 3p21.31 // 79442 /// N	LRRC2	NM_024512	0.301174	0.275897	0.0291438	1	4.55264	4.53197	4.38979	4.33809	0.242678	1.14383	1.14383	0 up vs 10
NM_014687 // KIAA0226 // KIAA0226 // 3q29 // 9711 /// ENST00000273582 // KIAA022	KIAA0226	NM_014687	0.056114	0.230732	0.0292473	1	9.56175	9.57067	9.40167	9.39476	0.0466677	1.12968	1.12968	0 up vs 10
NM_002822 // TWF1 // twinfilin, actin-binding protein, homolog 1 (Drosophila) //	TWF1	NM_002822	0.0224229	0.0381732	0.0293137	1	7.93986	7.94007	8.16006	8.16091	0.0257366	0.858066	-1.16541	0 down vs 10
NM_020894 // KIAA1530 // KIAA1530 // 4p16.3 // 57654 /// ENST00000389851 // KIAA	KIAA1530	NM_020894	0.142191	0.110673	0.0295809	1	7.34264	7.35243	7.22416	7.21654	0.111602	1.09877	1.09877	0 up vs 10
NM_016121 // KCTD3 // potassium channel tetramerisation domain containing 3 // 1	KCTD3	NM_016121	0.117288	0.15687	0.0296443	1	7.13833	7.14824	6.88802	6.90392	0.136774	1.18454	1.18454	0 up vs 10
AY358690 // UNQ601 // LPPA601 // 8q24.3 // 100130834	UNQ601	AY358690	0.000575946	0.281332	0.0296533	1	5.4299	5.40025	5.90245	5.90176	0.000514436	0.706366	-1.4157	0 down vs 10
NM_145007 // NLRP11 // NLR family, pyrin domain containing 11 // 19q13.42 // 204	NLRP11	NM_145007	0.0328532	0.464713	0.0299981	1	3.68356	3.65552	4.13561	4.10399	0.038807	0.732818	-1.3646	0 down vs 10
NM_001015045 // FAM13A1 // family with sequence similarity 13, member A1 // 4q22	FAM13A1	NM_001015045	0.135901	0.0265759	0.0301274	1	5.71426	5.79698	5.41209	5.47685	0.129748	1.24845	1.24845	0 up vs 10
NM_002126 // HLF // hepatic leukemia factor // 17q22 // 3131 /// ENST00000226067	HLF	NM_002126	0.00875525	0.0139645	0.0301895	1	5.56423	5.60718	5.88476	5.89471	0.0164554	0.819308	-1.22054	0 down vs 10
NM_004810 // GRAP2 // GRB2-related adaptor protein 2 // 22q13.2 // 9402 /// ENST	GRAP2	NM_004810	0.00237652	0.00263281	0.0303401	1	7.31033	7.31199	6.65311	6.65671	0.00291819	1.57492	1.57492	0 up vs 10
NM_003508 // FZD9 // frizzled homolog 9 (Drosophila) // 7q11.23 // 8326 /// ENST	FZD9	NM_003508	0.410755	0.157951	0.0303841	1	7.68897	7.68265	7.81887	7.81517	0.41891	0.912237	-1.09621	0 down vs 10
NM_016270 // KLF2 // Kruppel-like factor 2 (lung) // 19p13.13-p13.11 // 10365 //	KLF2	NM_016270	0.444966	0.394269	0.030522	1	7.93628	7.93264	7.81233	7.81462	0.48224	1.08524	1.08524	0 up vs 10
NM_003615 // SLC4A7 // solute carrier family 4, sodium bicarbonate cotransporter	SLC4A7	NM_003615	0.0614675	0.15811	0.0305249	1	7.78156	7.80405	7.48559	7.512	0.0720925	1.22438	1.22438	0 up vs 10
NM_153449 // SLC2A14 // solute carrier family 2 (facilitated glucose transporter	SLC2A14	NM_153449	0.0521653	0.728051	0.0305791	1	5.94289	5.93861	5.7353	5.73005	0.0582084	1.15553	1.15553	0 up vs 10
NM_024515 // WDR25 // WD repeat domain 25 // 14q32.2 // 79446 /// ENST0000040231	WDR25	NM_024515	0.0808317	0.00354006	0.0307766	1	7.34911	7.31421	7.46474	7.43257	0.0844417	0.921233	-1.0855	0 down vs 10
NM_031455 // CCDC3 // coiled-coil domain containing 3 // 10p13 // 83643 /// ENST	CCDC3	NM_031455	0.493485	0.699675	0.030875	1	4.42665	4.40759	4.52058	4.49719	0.528286	0.939779	-1.06408	0 down vs 10
NM_003854 // IL1RL2 // interleukin 1 receptor-like 2 // 2q12 // 8808 /// ENST000	IL1RL2	NM_003854	0.509031	0.080744	0.0308808	1	4.78076	4.77495	4.86497	4.83967	0.622236	0.956125	-1.04589	0 down vs 10
NM_004784 // NDST3 // N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	NDST3	NM_004784	0.788067	0.0177064	0.0309507	1	4.16673	4.15666	4.18591	4.1788	0.765357	0.98477	-1.01547	0 down vs 10
NM_171998 // RAB39B // RAB39B, member RAS oncogene family // Xq28 // 116442 ///	RAB39B	NM_171998	0.113892	0.165994	0.0310609	1	7.56466	7.53183	7.85927	7.86824	0.0884128	0.79201	-1.26261	0 down vs 10
NM_022579 // CSHL1 // chorionic somatomammotropin hormone-like 1 // 17q24.2 // 1	CSHL1	NM_022579	0.0508012	0.00947389	0.0311855	1	6.59771	6.61786	6.81163	6.81016	0.0797768	0.875213	-1.14258	0 down vs 10
NM_005373 // MPL // myeloproliferative leukemia virus oncogene // 1p34 // 4352 /	MPL	NM_005373	0.225389	0.0512954	0.0313068	1	5.89258	5.91528	6.02685	6.01707	0.362381	0.931875	-1.07311	0 down vs 10
NM_007358 // MTF2 // metal response element binding transcription factor 2 // 1p	MTF2	NM_007358	0.290206	0.557561	0.0315046	1	9.65954	9.6566	9.53907	9.54638	0.346634	1.07939	1.07939	0 up vs 10
AF258587 // LOC645261 // PP565 // 5q14.3 // 645261	LOC645261	AF258587	0.487755	0.697426	0.0315061	1	4.63588	4.58046	4.4671	4.4482	0.59748	1.09601	1.09601	0 up vs 10
NR_002139 // HCG4 // HLA complex group 4 // 6p21.3 // 54435	HCG4	NR_002139	0.669298	0.0998006	0.0315212	1	6.30556	6.31533	6.23422	6.23111	0.628327	1.06012	1.06012	0 up vs 10
NM_002563 // P2RY1 // purinergic receptor P2Y, G-protein coupled, 1 // 3q25.2 //	P2RY1	NM_002563	0.00651651	0.00208456	0.0316144	1	7.05058	6.98821	6.73526	6.67171	0.00763605	1.24531	1.24531	0 up vs 10
NM_012259 // HEY2 // hairy/enhancer-of-split related with YRPW motif 2 // 6q21 /	HEY2	NM_012259	0.0521031	0.0157529	0.0317224	1	5.49448	5.50837	5.15673	5.20622	0.0827073	1.23298	1.23298	0 up vs 10
NM_003673 // TCAP // titin-cap (telethonin) // 17q12 // 8557 /// ENST00000309889	TCAP	NM_003673	0.922386	0.660148	0.0317804	1	6.51878	6.48074	6.53858	6.53121	0.811557	0.965624	-1.0356	0 down vs 10
NR_002191 // PPP1R2P9 // protein phosphatase 1, regulatory (inhibitor) subunit 2	PPP1R2P9	NR_002191	0.638452	0.063229	0.0318909	1	5.78313	5.75058	5.84053	5.80166	0.686679	0.965214	-1.03604	0 down vs 10
NM_152389 // CCDC108 // coiled-coil domain containing 108 // 2q35 // 255101 ///	CCDC108	NM_152389	0.148603	0.547299	0.0318926	1	4.71943	4.71351	4.51649	4.51663	0.172879	1.14621	1.14621	0 up vs 10
NM_175859 // CTPS2 // CTP synthase II // Xp22 // 56474 /// NM_019857 // CTPS2 //	CTPS2	NM_175859	0.691516	0.391051	0.0320613	1	8.17602	8.14052	8.10962	8.08153	0.733967	1.04174	1.04174	0 up vs 10
NM_032108 // SEMA6B // sema domain, transmembrane domain (TM), and cytoplasmic d	SEMA6B	NM_032108	0.0331258	0.109623	0.0325464	1	6.42075	6.41272	6.70009	6.68774	0.0401828	0.826439	-1.21001	0 down vs 10
NM_052875 // VPS26B // vacuolar protein sorting 26 homolog B (S. pombe) // 11q25	VPS26B	NM_052875	0.233756	0.16062	0.0325983	1	6.9294	6.89431	6.77437	6.78151	0.389775	1.08133	1.08133	0 up vs 10
NM_002314 // LIMK1 // LIM domain kinase 1 // 7q11.23 // 3984 /// ENST00000336180	LIMK1	NM_002314	0.36066	0.0421659	0.0325996	1	8.72216	8.73432	8.61358	8.62954	0.393654	1.07534	1.07534	0 up vs 10
NM_004451 // ESRRA // estrogen-related receptor alpha // 11q13 // 2101 /// ENST0	ESRRA	NM_004451	0.549843	0.787344	0.0326261	1	8.40323	8.39787	8.33686	8.35613	0.714745	1.02935	1.02935	0 up vs 10
NM_004768 // SFRS11 // splicing factor, arginine/serine-rich 11 // 1p31 // 9295	SFRS11	NM_004768	0.223385	0.0127774	0.03263	1	10.0492	10.0722	9.92558	9.93867	0.207928	1.09696	1.09696	0 up vs 10
NM_017514 // PLXNA3 // plexin A3 // Xq28 // 55558 /// ENST00000369682 // PLXNA3	PLXNA3	NM_017514	0.202939	0.448288	0.0327331	1	7.57343	7.56427	7.6918	7.67625	0.241036	0.925313	-1.08071	0 down vs 10
NM_018321 // BXDC2 // brix domain containing 2 // 5p13.2 // 55299 /// ENST000003	BXDC2	NM_018321	0.0864187	0.185457	0.0327623	1	9.22646	9.20992	8.98241	9.01461	0.165746	1.14497	1.14497	0 up vs 10
NM_178571 // TBC1D26 // TBC1 domain family, member 26 // 17p11.2 // 353149 /// N	TBC1D26	NM_178571	0.0818061	0.407658	0.0329375	1	3.86004	3.84867	4.12616	4.11091	0.0950203	0.833794	-1.19934	0 down vs 10
NM_183059 // RD3 // retinal degeneration 3 // 1q32.3 // 343035 /// ENST000003670	RD3	NM_183059	0.198079	0.156591	0.032971	1	5.56113	5.53062	5.77241	5.75671	0.186842	0.85495	-1.16966	0 down vs 10
NM_014477 // C20orf10 // chromosome 20 open reading frame 10 // 20q12-q13.12 //	C20orf10	NM_014477	0.499895	0.17077	0.0330243	1	5.68946	5.71488	5.77809	5.7694	0.685771	0.962915	-1.03851	0 down vs 10
NM_022737 // LPPR2 // lipid phosphate phosphatase-related protein type 2 // 19p1	LPPR2	NM_022737	0.467299	0.671421	0.0330808	1	7.2011	7.19476	7.30601	7.28746	0.533957	0.937768	-1.06636	0 down vs 10
NM_017508 // SOX6 // SRY (sex determining region Y)-box 6 // 11p15.3 // 55553 //	SOX6	NM_017508	0.0200106	0.194716	0.0331281	1	5.21101	5.19991	5.49807	5.47009	0.0293428	0.829221	-1.20595	0 down vs 10
NM_152271 // LONRF1 // LON peptidase N-terminal domain and ring finger 1 // 8p23	LONRF1	NM_152271	0.526842	0.419246	0.033181	1	7.81007	7.79523	7.57021	7.57986	0.582877	1.161	1.161	0 up vs 10
NM_002160 // TNC // tenascin C // 9q33 // 3371 /// ENST00000350763 // TNC // ten	TNC	NM_002160	0.027702	0.0760727	0.0333678	1	5.42191	5.37341	5.76475	5.69138	0.0418255	0.802196	-1.24658	0 down vs 10
NM_001122772 // CENTG1 // centaurin, gamma 1 // 12q14.1 // 116986 /// NM_014770	CENTG1	NM_001122772	0.773672	0.0365685	0.0334494	1	7.48888	7.50826	7.46816	7.47433	0.652187	1.0238	1.0238	0 up vs 10
NM_022144 // TNMD // tenomodulin // Xq21.33-q23 // 64102 /// ENST00000373031 //	TNMD	NM_022144	0.567366	0.790811	0.0334968	1	4.22457	4.23373	4.34327	4.33939	0.622896	0.92938	-1.07599	0 down vs 10
NM_024816 // RABEP2 // rabaptin, RAB GTPase binding effector protein 2 // 16p11.	RABEP2	NM_024816	0.206619	0.127848	0.033506	1	8.43933	8.40753	8.35195	8.34524	0.369023	1.04412	1.04412	0 up vs 10
NM_030954 // RNF170 // ring finger protein 170 // 8p11.21 // 81790 /// ENST00000	RNF170	NM_030954	0.352649	0.348713	0.0335108	1	7.12854	7.1489	6.97653	7.00851	0.405116	1.10221	1.10221	0 up vs 10
NM_153618 // SEMA6D // sema domain, transmembrane domain (TM), and cytoplasmic d	SEMA6D	NM_153618	0.290607	0.396802	0.033528	1	4.49394	4.47482	4.60993	4.59194	0.303224	0.922024	-1.08457	0 down vs 10
NM_198471 // KANK3 // KN motif and ankyrin repeat domains 3 // 19p13.2 // 256949	KANK3	NM_198471	0.0724594	0.252568	0.033559	1	6.61333	6.60308	7.0649	7.03517	0.0919787	0.741188	-1.34919	0 down vs 10
NM_001002837 // PIB5PA // phosphatidylinositol (4,5) bisphosphate 5-phosphatase,	PIB5PA	NM_001002837	0.174308	0.380312	0.0336635	1	6.07058	6.04815	6.3132	6.29664	0.17969	0.841776	-1.18796	0 down vs 10
---		---	0.0317974	0.116946	0.0336976	1	6.17622	6.10744	6.53681	6.5066	0.025078	0.7583	-1.31874	0 down vs 10
NM_178120 // DLX1 // distal-less homeobox 1 // 2q32 // 1745 /// NM_001038493 //	DLX1	NM_178120	0.0592	0.0584763	0.0337262	1	6.18558	6.18052	6.41437	6.38937	0.0873794	0.865229	-1.15576	0 down vs 10
NM_001109938 // C6orf136 // chromosome 6 open reading frame 136 // 6p21.33 // 22	C6orf136	NM_001109938	0.167727	0.0443964	0.0337685	1	7.79093	7.80676	7.67712	7.6609	0.101164	1.10639	1.10639	0 up vs 10
NM_176818 // GATC // glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bac	GATC	NM_176818	0.471338	0.0256997	0.0337877	1	9.6625	9.6321	9.70789	9.68519	0.420259	0.963869	-1.03749	0 down vs 10
NM_173680 // ZNF775 // zinc finger protein 775 // 7q36.1 // 285971 /// ENST00000	ZNF775	NM_173680	0.663733	0.115902	0.0339325	1	7.9756	7.95513	7.93716	7.92615	0.751493	1.02029	1.02029	0 up vs 10
NM_001102654 // NTF3 // neurotrophin 3 // 12p13 // 4908 /// NM_002527 // NTF3 //	NTF3	NM_001102654	0.976601	0.148845	0.0339487	1	4.4852	4.4385	4.48087	4.47757	0.799414	0.973285	-1.02745	0 down vs 10
BC132953 // C8orf15 // chromosome 8 open reading frame 15 // 8p23.1 // 439940 //	C8orf15	BC132953	0.64571	0.185896	0.0340595	1	6.50959	6.53821	6.60512	6.64832	0.610907	0.926517	-1.07931	0 down vs 10
NM_001853 // COL9A3 // collagen, type IX, alpha 3 // 20q13.3 // 1299 /// ENST000	COL9A3	NM_001853	0.328285	0.192907	0.0341722	1	7.5288	7.49929	7.67914	7.66389	0.305171	0.892171	-1.12086	0 down vs 10
NM_012431 // SEMA3E // sema domain, immunoglobulin domain (Ig), short basic doma	SEMA3E	NM_012431	0.811179	0.191492	0.0342222	1	4.23811	4.23538	4.20612	4.21229	0.867999	1.01614	1.01614	0 up vs 10
NM_080610 // CST9L // cystatin 9-like // 20p11.21 // 128821 /// ENST00000376979	CST9L	NM_080610	0.44425	0.634891	0.0342763	1	3.60306	3.55328	3.42497	3.47095	0.728216	1.05873	1.05873	0 up vs 10
NM_033446 // FAM125B // family with sequence similarity 125, member B // 9q33.3	FAM125B	NM_033446	0.0441005	0.237301	0.0343077	1	5.22761	5.20869	5.43375	5.42939	0.0397796	0.85815	-1.1653	0 down vs 10
NM_014421 // DKK2 // dickkopf homolog 2 (Xenopus laevis) // 4q25 // 27123 /// EN	DKK2	NM_014421	0.765308	0.125949	0.034456	1	4.75915	4.73153	4.71566	4.67896	0.728747	1.03711	1.03711	0 up vs 10
NM_144964 // RG9MTD3 // RNA (guanine-9-) methyltransferase domain containing 3 /	RG9MTD3	NM_144964	0.270524	0.479335	0.0344682	1	7.01303	7.02939	6.76514	6.79097	0.304298	1.1797	1.1797	0 up vs 10
NM_001113575 // CDKL3 // cyclin-dependent kinase-like 3 // 5q31 // 51265 /// NM_	CDKL3	NM_001113575	0.0716564	0.780445	0.0345414	1	4.3952	4.37301	4.0857	4.1051	0.118746	1.20406	1.20406	0 up vs 10
NM_182920 // ADAMTS9 // ADAM metallopeptidase with thrombospondin type 1 motif,	ADAMTS9	NM_182920	0.172967	0.15168	0.0345919	1	4.99361	4.98789	5.13271	5.11928	0.20946	0.91295	-1.09535	0 down vs 10
NM_018369 // DEPDC1B // DEP domain containing 1B // 5q12.1 // 55789 /// ENST0000	DEPDC1B	NM_018369	0.00109491	0.295096	0.0345983	1	8.88731	8.88795	8.13236	8.0928	0.00102093	1.73525	1.73525	0 up vs 10
NM_152658 // THAP8 // THAP domain containing 8 // 19q13.12 // 199745 /// ENST000	THAP8	NM_152658	0.392669	0.46492	0.0346382	1	6.77676	6.77525	6.93638	6.94004	0.395589	0.892057	-1.121	0 down vs 10
NM_145702 // TIGD1 // tigger transposable element derived 1 // 2q37.1 // 200765	TIGD1	NM_145702	0.0218807	0.498436	0.0348433	1	6.39364	6.39986	5.90817	5.88383	0.0200093	1.43002	1.43002	0 up vs 10
NM_000769 // CYP2C19 // cytochrome P450, family 2, subfamily C, polypeptide 19 /	CYP2C19	NM_000769	0.770879	0.402918	0.0348987	1	4.52039	4.51122	4.49315	4.49986	0.906654	1.00791	1.00791	0 up vs 10
NM_023919 // TAS2R7 // taste receptor, type 2, member 7 // 12p13 // 50837 /// EN	TAS2R7	NM_023919	0.00750192	0.240242	0.0350058	1	3.48098	3.4549	3.87654	3.88155	0.00632927	0.743985	-1.34411	0 down vs 10
NM_005967 // NAB2 // NGFI-A binding protein 2 (EGR1 binding protein 2) // 12q13.	NAB2	NM_005967	0.0706332	0.0619314	0.0350875	1	8.03624	7.97665	7.84542	7.8076	0.110551	1.12432	1.12432	0 up vs 10
NM_002105 // H2AFX // H2A histone family, member X // 11q23.2-q23.3 // 3014 ///	H2AFX	NM_002105	0.166607	0.0746417	0.0350935	1	9.75449	9.7118	9.5223	9.47563	0.174409	1.17787	1.17787	0 up vs 10
NM_005874 // LILRB2 // leukocyte immunoglobulin-like receptor, subfamily B (with	LILRB2	NM_005874	0.775532	0.153109	0.0351219	1	5.64528	5.65983	5.67812	5.65289	0.953604	1.00482	1.00482	0 up vs 10
NM_018072 // HEATR1 // HEAT repeat containing 1 // 1q43 // 55127 /// ENST0000036	HEATR1	NM_018072	0.460663	0.197223	0.0351771	1	8.94836	8.96313	8.77438	8.76326	0.417161	1.1486	1.1486	0 up vs 10
