Curated Gene Symbol	InsermSymbole	Symbole	Nom	RefSeq
BCL2	BCL2___________-1A-1a	BCL2	B-cell CLL/lymphoma 2	NM_000633
BCL7A	BCL7A__________-1A-1a	BCL7A	B-cell CLL/lymphoma 7A	NM_020993
BNIP2	BNIP2__________-1A-1a	BNIP2	BCL2/adenovirus E1B 19kDa interacting protein 2	NM_004330
BAK1	BAK1___________-1A-1a	BAK1	BCL2-antagonist/killer 1	NM_001188
BAX	BAX____________-1A-1a	BAX	BCL2-associated X protein	NM_004324
BCL2L1	BCL2L1_________-1A-1a	BCL2L1	BCL2-like 1	NM_001191
BCL2L10	BCL2L10________-1A-1a	BCL2L10	BCL2-like 10 (apoptosis facilitator)	NM_020396
BCL2L13	BCL2L13________-1A-1a	BCL2L13	BCL2-like 13 (apoptosis facilitator)	NM_015367
B3GAT3	B3GAT3_________-1A-1a	B3GAT3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	NM_012200
B2M	B2M____________-1A-1a	B2M	beta-2-microglobulin	NM_004048
BACE2	BACE2__________-1A-1a	BACE2	beta-site APP-cleaving enzyme 2	NM_012105
CFB	BF_____________-1A-1a	BF	B-factor, properdin	NG_000013
BFAR	BFAR___________-1A-1a	BFAR	bifunctional apoptosis regulator	NM_016561
BGN	BGN____________-1A-1a	BGN	biglycan	NM_001711
BTD	BTD____________-1A-1a	BTD	biotinidase	NM_000060
BMX	BMX____________-1A-1a	BMX	BMX non-receptor tyrosine kinase	NM_001721
BST2	BST2___________-1A-1a	BST2	bone marrow stromal cell antigen 2	NM_004335
BMP10	BMP10__________-1A-1a	BMP10	bone morphogenetic protein 10	NM_014482
BMP4	BMP4___________-1A-1a	BMP4	bone morphogenetic protein 4	NM_001202
BMP6	BMP6___________-1A-1a	BMP6	bone morphogenetic protein 6	NM_001718
BMPR1A	BMPR1A_________-1A-1a	BMPR1A	bone morphogenetic protein receptor, type IA	NM_004329
BMPR2	BMPR2__________-1A-1a	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	NM_001204
BDKRB1	BDKRB1_________-1A-1a	BDKRB1	bradykinin receptor B1	NM_000710
BDKRB2	BDKRB2_________-1A-1a	BDKRB2	bradykinin receptor B2	NM_000623
TPPP3	CGI-38_________-1A-1a	CGI-38	brain specific protein	NM_015964
BDNF	BDNF___________-1A-1a	BDNF	brain-derived neurotrophic factor	NM_001709
BAI2	BAI2___________-1A-1a	BAI2	brain-specific angiogenesis inhibitor 2	NM_001703
BAI3	BAI3___________-1A-1a	BAI3	brain-specific angiogenesis inhibitor 3	NM_001704
BRAP	BRAP___________-1A-1a	BRAP	BRCA1 associated protein	NM_006768
BAP1	BAP1___________-1A-1a	BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	NM_004656
BARD1	BARD1__________-1A-1a	BARD1	BRCA1 associated RING domain 1	NM_000465
BRCA1	BRCA1__________-1A-1a	BRCA1	breast cancer 1, early onset	NM_007294….NM_007306
BRCA2	BRCA2__________-1A-1a	BRCA2	breast cancer 2, early onset	NM_000059
BCAR3	BCAR3__________-1A-1a	BCAR3	breast cancer anti-estrogen resistance 3	NM_003567
BCAS2	BCAS2__________-1A-1a	BCAS2	breast carcinoma amplified sequence 2	NM_005872
BRF1	BRF1___________-1A-1a	BRF1	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)	NM_001519
ARID1B	ELD/OSA1_______-1A-1a	ELD/OSA1	BRG1-binding protein ELD/OSA1	NM_020732
BIN2	BIN2___________-1A-1a	BIN2	bridging integrator 2	NM_016187
BRIX1	BRIX___________-1A-1a	BRIX	BRIX	NM_018321
BRPF1	BRPF1__________-1A-1a	BRPF1	bromodomain and PHD finger containing, 1	NM_004634
BRD3	BRD3___________-1A-1a	BRD3	bromodomain containing 3	NM_007371
CELF5	BRUNOL5________-1A-1a	BRUNOL5	bruno-like 5, RNA binding protein (Drosophila)	NM_021938
BTK	BTK____________-1A-1a	BTK	Bruton agammaglobulinemia tyrosine kinase	NM_000061
BTG2	BTG2___________-1A-1a	BTG2	BTG family, member 2	NM_006763
DST	BPAG1__________-1A-1a	BPAG1	bullous pemphigoid antigen 1, 230/240kDa	NM_001723
MEMO1	CGI-27_________-1A-1a	CGI-27	C21orf19-like protein	NM_015955
BRCC3	C6.1A__________-1A-1a	C6.1A	c6.1A	NM_024332
FAM127A	CXX1___________-1A-1a	CXX1	CAAX box 1	NM_003928
CDH1	CDH1___________-1A-1a	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	NM_004360
CDH10	CDH10__________-1A-1a	CDH10	cadherin 10, type 2 (T2-cadherin)	NM_006727
CDH11	CDH11__________-1A-1a	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	NM_001797
CDH12	CDH12__________-1A-1a	CDH12	cadherin 12, type 2 (N-cadherin 2)	NM_004061
CDH13	CDH13__________-1A-1a	CDH13	cadherin 13, H-cadherin (heart)	NM_001257
CDH15	CDH15__________-1A-1a	CDH15	cadherin 15, M-cadherin (myotubule)	NM_004933
CDH16	CDH16__________-1A-1a	CDH16	cadherin 16, KSP-cadherin	NM_004062
CDH17	CDH17__________-1A-1a	CDH17	cadherin 17, LI cadherin (liver-intestine)	NM_004063
CDH18	CDH18__________-1A-1a	CDH18	cadherin 18, type 2	NM_004934
CDH19	CDH19__________-1A-1a	CDH19	cadherin 19, type 2	NM_021153
CDH2	CDH2___________-1A-1a	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	NM_001792
CDH3	CDH3___________-1A-1a	CDH3	cadherin 3, type 1, P-cadherin (placental)	NM_001793
CDH4	CDH4___________-1A-1a	CDH4	cadherin 4, type 1, R-cadherin (retinal)	NM_001794
CDH5	CDH5___________-1A-1a	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	NM_001795
CDH6	CDH6___________-1A-1a	CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	NM_004932
CDH7	CDH7___________-1A-1a	CDH7	cadherin 7, type 2	NM_004361
CDH8	CDH8___________-1A-1a	CDH8	cadherin 8, type 2	NM_001796
CDH9	CDH9___________-1A-1a	CDH9	cadherin 9, type 2 (T1-cadherin)	NM_016279
CDH23	CDH23__________-1A-1a	CDH23	cadherin related 23	NM_022124
CALCA	CALCA__________-1A-1a	CALCA	calcitonin/calcitonin-related polypeptide, alpha	NM_001741
CACNA1E	CACNA1E________-1A-1a	CACNA1E	calcium channel, voltage-dependent, alpha 1E subunit	NM_000721
CACNA1F	CACNA1F________-1A-1a	CACNA1F	calcium channel, voltage-dependent, alpha 1F subunit	NM_005183
CACNA1G	CACNA1G________-1A-1a	CACNA1G	calcium channel, voltage-dependent, alpha 1G subunit	NM_018896
CACNA1H	CACNA1H________-1A-1a	CACNA1H	calcium channel, voltage-dependent, alpha 1H subunit	NM_021098
CACNA1I	CACNA1I________-1A-1a	CACNA1I	calcium channel, voltage-dependent, alpha 1I subunit	NM_021096
CACNA2D3	CACNA2D3_______-1A-1a	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta 3 subunit	NM_018398
CACNA2D1	CACNA2D1_______-1A-1a	CACNA2D1	calcium channel, voltage-dependent, alpha 2/delta subunit 1	NM_000722
CACNA2D2	CACNA2D2_______-1A-1a	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	NM_006030
CACNB1	CACNB1_________-1A-1a	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	NM_000723
CACNB2	CACNB2_________-1A-1a	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	NM_000724
CACNB3	CACNB3_________-1A-1a	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	NM_000725
CACNB4	CACNB4_________-1A-1a	CACNB4	calcium channel, voltage-dependent, beta 4 subunit	NM_000726
CACNG1	CACNG1_________-1A-1a	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	NM_000727
CACNG2	CACNG2_________-1A-1a	CACNG2	calcium channel, voltage-dependent, gamma subunit 2	NM_006078
CACNG3	CACNG3_________-1A-1a	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	NM_006539
CACNG4	CACNG4_________-1A-1a	CACNG4	calcium channel, voltage-dependent, gamma subunit 4	NM_014405
CACNG5	CACNG5_________-1A-1a	CACNG5	calcium channel, voltage-dependent, gamma subunit 5	NM_014404
CACNG6	CACNG6_________-1A-1a	CACNG6	calcium channel, voltage-dependent, gamma subunit 6	NM_145815
CACNG7	CACNG7_________-1A-1a	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	NM_031896
CACNG8	CACNG8_________-1A-1a	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	NM_031895
CACNG8	CACNG8_________-2A-1a	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	NM_031895
CACNA1B	CACNA1B________-1A-1a	CACNA1B	calcium channel, voltage-dependent, L type, alpha 1B subunit	NM_000718
CACNA1C	CACNA1C________-1A-1a	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	NM_000719
CACNA1D	CACNA1D________-1A-1a	CACNA1D	calcium channel, voltage-dependent, L type, alpha 1D subunit	NM_000720
CACNA1S	CACNA1S________-1A-1a	CACNA1S	calcium channel, voltage-dependent, L type, alpha 1S subunit	NM_000069
CACNA1A	CACNA1A________-1A-1a	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	NM_023035
CARHSP1	CARHSP1________-1A-1a	CARHSP1	calcium regulated heat stable protein 1, 24kDa	NM_014316
CAMK2B	CAMK2B_________-1A-1a	CAMK2B	calcium/calmodulin-dependent protein kinase (CaM kinase) II beta	NM_001220
CAMK2G	CAMK2G_________-1A-1a	CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma
CAMK4	CAMK4__________-1A-1a	CAMK4	calcium/calmodulin-dependent protein kinase IV	NM_001744
CASK	CASK___________-1A-1a	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	NM_003688
CABYR	CABYR__________-1A-1a	CABYR	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2)	NM_012189
CALD1	CALD1__________-1A-1a	CALD1	caldesmon 1	NM_004342
CLGN	CLGN___________-1A-1a	CLGN	calmegin	NM_004362
CALM2	CALM2__________-1A-1a	CALM2	calmodulin 2 (phosphorylase kinase, delta)	NM_001743
CALM3	CALM3__________-1A-1a	CALM3	calmodulin 3 (phosphorylase kinase, delta)	NM_005184
CANX	CANX___________-1A-1a	CANX	calnexin	NM_001746
CNN1	CNN1___________-1A-1a	CNN1	calponin 1, basic, smooth muscle	NM_001299
CNN2	CNN2___________-1A-1a	CNN2	calponin 2	NM_004368
CNN3	CNN3___________-1A-1a	CNN3	calponin 3, acidic	NM_001839
KCNIP3	CSEN___________-1A-1a	CSEN	calsenilin, presenilin binding protein, EF hand transcription factor	NM_013434
CASQ1	CASQ1__________-1A-1a	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	NM_001231
CASQ2	CASQ2__________-1A-1a	CASQ2	calsequestrin 2 (cardiac muscle)	NM_001232
CLSTN1	CLSTN1_________-1A-1a	CLSTN1	calsyntenin 1	NM_014944
CALU	CALU___________-1A-1a	CALU	calumenin	NM_001219
CREB1	CREB1__________-1A-1a	CREB1	cAMP responsive element binding protein 1	NM_004379
CREB1	CREB1__________-2A-1a	CREB1	cAMP responsive element binding protein 1	NM_004379
CREB3	CREB3__________-1A-1a	CREB3	cAMP responsive element binding protein 3 (luman)	NM_006368
ATF6B	CREBL1_________-1A-1a	CREBL1	cAMP responsive element binding protein-like 1	NG_000013
CREM	CREM___________-1A-1a	CREM	cAMP responsive element modulator	NM_001881
CTAG1B	CTAG1__________-1A-1a	CTAG1	cancer/testis antigen 1	NM_001327
CTAG2	CTAG2__________-1A-1a	CTAG2	cancer/testis antigen 2	NM_020994
	LOC57107_______-1A-1a	LOC57107	candidate tumor suppressor protein	NM_020381
CAPZA1	CAPZA1_________-1A-1a	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	NM_006135
CAPG	CAPG___________-1A-1a	CAPG	capping protein (actin filament), gelsolin-like	NM_001747
CHSY1	CHSY1__________-1A-1a	CHSY1	carbohydrate (chondroitin) synthase 1	NM_014918
CHST1	CHST1__________-1A-1a	CHST1	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1	NM_003654
CHST7	CHST7__________-1A-1a	CHST7	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7	NM_019886
CHST2	CHST2__________-1A-1a	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2	NM_004267
CA3	CA3____________-1A-1a	CA3	carbonic anhydrase III, muscle specific	NM_005181
CA7	CA7____________-1A-1a	CA7	carbonic anhydrase VII	NM_005182
CA14	CA14___________-1A-1a	CA14	carbonic anhydrase XIV	NM_012113
CPA2	CPA2___________-1A-1a	CPA2	carboxypeptidase A2 (pancreatic)	NM_001869
CPB1	CPB1___________-1A-1a	CPB1	carboxypeptidase B1 (tissue)	NM_001871
CPZ	CPZ____________-1A-1a	CPZ	carboxypeptidase Z	NM_003652
CLC	CLC____________-1A-1a	CLC	cardiotrophin-like cytokine; neurotrophin-1/B-cell stimulating factor-3	NM_013246
CRAT	CRAT___________-1A-1a	CRAT	carnitine acetyltransferase	NM_000755
CPT1B	CPT1B__________-1A-1a	CPT1B	carnitine palmitoyltransferase 1B (muscle)	NM_004377
CPT2	CPT2___________-1A-1a	CPT2	carnitine palmitoyltransferase II	NM_000098
HAPLN1	CRTL1__________-1A-1a	CRTL1	cartilage linking protein 1	NM_001884
CSNK1E	CSNK1E_________-1A-1a	CSNK1E	casein kinase 1, epsilon	NM_001894
CSNK2A2	CSNK2A2________-1A-1a	CSNK2A2	casein kinase 2, alpha prime polypeptide	NM_001896
CSNK2B	CSNK2B_________-1A-1a	CSNK2B	casein kinase 2, beta polypeptide	NM_001320
CASP1	CASP1__________-1A-1a	CASP1	caspase 1, apoptosis-related cysteine protease (interleukin 1, beta, convertase)	NM_001223
CASP2	CASP2__________-1A-1a	CASP2	caspase 2, apoptosis-related cysteine protease	NM_001224
CASP3	CASP3__________-1A-1a	CASP3	caspase 3, apoptosis-related cysteine protease	NM_004346
CASP4	CASP4__________-1A-1a	CASP4	caspase 4, apoptosis-related cysteine protease	NM_001225
CTNNA1	CTNNA1_________-1A-1a	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	NM_001903
CTNNA2	CTNNA2_________-1A-1a	CTNNA2	catenin (cadherin-associated protein), alpha 2	NM_004389
CTNNB1	CTNNB1_________-1A-1a	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	NM_001904
CTNND1	CTNND1_________-1A-1a	CTNND1	catenin (cadherin-associated protein), delta 1	NM_001331
CTNND2	CTNND2_________-1A-1a	CTNND2	catenin (cadherin-associated protein), delta 2 (neural plakophilin-related arm-repeat protein)	NM_001332
CTSB	CTSB___________-1A-1a	CTSB	cathepsin B	NM_001908
CTSC	CTSC___________-1A-1a	CTSC	cathepsin C	NM_001814
CTSD	CTSD___________-1A-1a	CTSD	cathepsin D (lysosomal aspartyl protease)	NM_001909
CTSF	CTSF___________-1A-1a	CTSF	cathepsin F	NM_003793
CTSK	CTSK___________-1A-1a	CTSK	cathepsin K (pycnodysostosis)	NM_000396
CTSL1	CTSL___________-1A-1a	CTSL	cathepsin L	NM_001912
CTSS	CTSS___________-1A-1a	CTSS	cathepsin S	NM_004079
CAV1	CAV1___________-1A-1a	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753
CAV2	CAV2___________-1A-1a	CAV2	caveolin 2	NM_001233
CAV3	CAV3___________-1A-1a	CAV3	caveolin 3	NM_001234
CIR1	CIR____________-1A-1a	CIR	CBF1 interacting corepressor	NM_004882
CTCF	CTCF___________-1A-1a	CTCF	CCCTC-binding factor (zinc finger protein)	NM_006565
CNOT3	CNOT3__________-1A-1a	CNOT3	CCR4-NOT transcription complex, subunit 3	NM_014516
CD14	CD14___________-1A-1a	CD14	CD14 antigen	NM_000591
CD164	CD164__________-1A-1a	CD164	CD164 antigen, sialomucin	NM_006016
SIVA1	SIVA___________-1A-1a	SIVA	CD27-binding (Siva) protein	NM_006427
CD34	CD34___________-1A-1a	CD34	CD34 antigen	NM_001773
CD36	CD36___________-1A-1a	CD36	CD36 antigen (collagen type I receptor, thrombospondin receptor)	NM_000072
CD44	CD44___________-1A-1a	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610
CD63	CD63___________-1A-1a	CD63	CD63 antigen (melanoma 1 antigen)	NM_001780
CD68	CD68___________-1A-1a	CD68	CD68 antigen	NM_001251
CD79B	CD79B__________-1A-1a	CD79B	CD79B antigen (immunoglobulin-associated beta)	NM_000626
CD83	CD83___________-1A-1a	CD83	CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)	NM_004233
CD9	CD9____________-1A-1a	CD9	CD9 antigen (p24)	NM_001769
CDC14B	CDC14B_________-1A-1a	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	NM_003671
CDC20	CDC20__________-1A-1a	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)	NM_001255
CDC37	CDC37__________-1A-1a	CDC37	CDC37 cell division cycle 37 homolog (S. cerevisiae)	NM_007065
CLK1	CLK1___________-1A-1a	CLK1	CDC-like kinase 1	NM_004071
CLK3	CLK3___________-1A-1a	CLK3	CDC-like kinase 3	NM_003992
CLK4	CLK4___________-1A-1a	CLK4	CDC-like kinase 4	NM_020666
CDK5RAP1	CDK5RAP1_______-1A-1a	CDK5RAP1	CDK5 regulatory subunit associated protein 1	NM_016082
CDK5RAP2	CDK5RAP2_______-1A-1a	CDK5RAP2	CDK5 regulatory subunit associated protein 2	NM_018249
CDS2	CDS2___________-1A-1a	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	NM_003818
NDUFA13	GRIM19_________-1A-1a	GRIM19	cell death-regulatory protein GRIM19	NM_015965
CDK1	CDC2___________-1A-1a	CDC2	cell division cycle 2, G1 to S and G2 to M	NM_001786
CDC25B	CDC25B_________-1A-1a	CDC25B	cell division cycle 25B	NM_004358
CDC42	CDC42__________-1A-1a	CDC42	cell division cycle 42 (GTP binding protein, 25kDa)	NM_044472
CGREF1	CGR11__________-1A-1a	CGR11	cell growth regulatory with EF-hand domain	NM_006569
SPG7	CMAR___________-1A-1a	CMAR	cell matrix adhesion regulator	NM_005200
ADAP2	CENTA2_________-1A-1a	CENTA2	centaurin, alpha 2	NM_018404
AGAP1	CENTG2_________-1A-1a	CENTG2	centaurin, gamma 2	NM_014914
CETN2	CETN2__________-1A-1a	CETN2	centrin, EF-hand protein, 2	NM_004344
GAL3ST1	CST____________-1A-1a	CST	cerebroside (3-phosphoadenylylsulfate:galactosylceramide 3) sulfotransferase	NM_004861
METTL13	CGI-01_________-1A-1a	CGI-01	CGI-01 protein	NM_015935
TRMT6	CGI-09_________-1A-1a	CGI-09	CGI-09 protein	NM_015939
	CGI-110________-1A-1a	CGI-110	CGI-110 protein	NM_016047
MTERFD1	CGI-12_________-1A-1a	CGI-12	CGI-12 protein	NM_015942
FAM96B	CGI-128________-1A-1a	CGI-128	CGI-128 protein	NM_016062
FIS1	CGI-135________-1A-1a	CGI-135	CGI-135 protein	NM_016068
BOLA1	CGI-143________-1A-1a	CGI-143	CGI-143 protein	NM_016074
GET4	CGI-20_________-1A-1a	CGI-20	CGI-20 protein	NM_015949
	CGI-45_________-1A-1a	CGI-45	CGI-45 protein	NM_015999
FAM108B1	CGI-67_________-1A-1a	CGI-67	CGI-67 protein	NM_016014
SLC25A39	CGI-69_________-1A-1a	CGI-69	CGI-69 protein	NM_016016
METTL9	DREV1__________-1A-1a	DREV1	CGI-81 protein
ADCK3	CABC1__________-1A-1a	CABC1	chaperone, ABC1 activity of bc1 complex like (S. pombe)	NM_020247
CCT6A	CCT6A__________-1A-1a	CCT6A	chaperonin containing TCP1, subunit 6A (zeta 1)	NM_001762
XCR1	XCR1___________-1A-1a	XCR1	chemokine (C motif) receptor 1	NM_005283
CCL11	CCL11__________-1A-1a	CCL11	chemokine (C-C motif) ligand 11	NM_002986
CCL13	CCL13__________-1A-1a	CCL13	chemokine (C-C motif) ligand 13	NM_005408
CCL18	CCL18__________-1A-1a	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	NM_002988
CCL21	CCL21__________-1A-1a	CCL21	chemokine (C-C motif) ligand 21	NM_002989
CCL22	CCL22__________-1A-1a	CCL22	chemokine (C-C motif) ligand 22	NM_002990
CCL25	CCL25__________-1A-1a	CCL25	chemokine (C-C motif) ligand 25	NM_005624
CCL28	CCL28__________-1A-1a	CCL28	chemokine (C-C motif) ligand 28	NM_019846
CCL5	CCL5___________-1A-1a	CCL5	chemokine (C-C motif) ligand 5	NM_002985
CCL7	CCL7___________-1A-1a	CCL7	chemokine (C-C motif) ligand 7	NM_006273
CCL8	CCL8___________-1A-1a	CCL8	chemokine (C-C motif) ligand 8	NM_005623
CCR1	CCR1___________-1A-1a	CCR1	chemokine (C-C motif) receptor 1	NM_001295
CCR2	CCR2___________-1A-1a	CCR2	chemokine (C-C motif) receptor 2	NM_000647
CCR3	CCR3___________-1A-1a	CCR3	chemokine (C-C motif) receptor 3	NM_001837
CCR4	CCR4___________-1A-1a	CCR4	chemokine (C-C motif) receptor 4	NM_005508
CCR5	CCR5___________-1A-1a	CCR5	chemokine (C-C motif) receptor 5	NM_000579
CCR6	CCR6___________-1A-1a	CCR6	chemokine (C-C motif) receptor 6	NM_004367
CCR7	CCR7___________-1A-1a	CCR7	chemokine (C-C motif) receptor 7	NM_001838
CCR8	CCR8___________-1A-1a	CCR8	chemokine (C-C motif) receptor 8	NM_005201
CCR9	CCR9___________-1A-1a	CCR9	chemokine (C-C motif) receptor 9	NM_006641
CCRL1	CCRL1__________-1A-1a	CCRL1	chemokine (C-C motif) receptor-like 1	NM_016557
CCRL2	CCRL2__________-1A-1a	CCRL2	chemokine (C-C motif) receptor-like 2	NM_003965
CX3CR1	CX3CR1_________-1A-1a	CX3CR1	chemokine (C-X3-C motif) receptor 1	NM_001337
CXCL1	CXCL1__________-1A-1a	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	NM_001511
CXCL10	CXCL10_________-1A-1a	CXCL10	chemokine (C-X-C motif) ligand 10	NM_001565
CXCL11	CXCL11_________-1A-1a	CXCL11	chemokine (C-X-C motif) ligand 11	NM_005409
CXCL12	CXCL12_________-1A-1a	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	NM_000609
CXCL9	CXCL9__________-1A-1a	CXCL9	chemokine (C-X-C motif) ligand 9	NM_002416
CXCR3	CXCR3__________-1A-1a	CXCR3	chemokine (C-X-C motif) receptor 3	NM_001504
CXCR4	CXCR4__________-1A-1a	CXCR4	chemokine (C-X-C motif) receptor 4	NM_003467
CXCR6	CXCR6__________-1A-1a	CXCR6	chemokine (C-X-C motif) receptor 6	NM_006564
CCBP2	CCBP2__________-1A-1a	CCBP2	chemokine binding protein 2	NM_001296
CMKLR1	CMKLR1_________-1A-1a	CMKLR1	chemokine-like receptor 1	NM_004072
CHIT1	CHIT1__________-1A-1a	CHIT1	chitinase 1 (chitotriosidase)	NM_003465
CHI3L2	CHI3L2_________-1A-1a	CHI3L2	chitinase 3-like 2	NM_004000
CHEK2	CHEK2__________-1A-1a	CHEK2	CHK2 checkpoint homolog (S. pombe)	NM_007194
CLCN1	CLCN1__________-1A-1a	CLCN1	chloride channel 1, skeletal muscle (Thomsen disease, autosomal dominant)	NM_000083
CLCN2	CLCN2__________-1A-1a	CLCN2	chloride channel 2	NM_004366
CLCN3	CLCN3__________-1A-1a	CLCN3	chloride channel 3	NM_001829
CLCN4	CLCN4__________-1A-1a	CLCN4	chloride channel 4	NM_001830
CLCN5	CLCN5__________-1A-1a	CLCN5	chloride channel 5 (nephrolithiasis 2, X-linked, Dent disease)	NM_000084
CLCN6	CLCN6__________-1A-1a	CLCN6	chloride channel 6	NM_001286
CLCNKB	CLCNKB_________-1A-1a	CLCNKB	chloride channel Kb	NM_000085
CLCA1	CLCA1__________-1A-1a	CLCA1	chloride channel, calcium activated, family member 1	NM_001285
CLCA2	CLCA2__________-1A-1a	CLCA2	chloride channel, calcium activated, family member 2	NM_006536
CLCA3P	CLCA3__________-1A-1a	CLCA3	chloride channel, calcium activated, family member 3	NM_004921
CLCA3P	CLCA3__________-2A-1a	CLCA3	chloride channel, calcium activated, family member 3	NM_004921
CLCA4	CLCA4__________-1A-1a	CLCA4	chloride channel, calcium activated, family member 4	NM_012128
CLIC1	CLIC1__________-1A-1a	CLIC1	chloride intracellular channel 1	NM_001288
CLIC2	CLIC2__________-1A-1a	CLIC2	chloride intracellular channel 2	NM_001289
CLIC3	CLIC3__________-1A-1a	CLIC3	chloride intracellular channel 3	NM_004669
CLIC4	CLIC4__________-1A-1a	CLIC4	chloride intracellular channel 4	NM_013943
CLIC5	CLIC5__________-1A-1a	CLIC5	chloride intracellular channel 5	NM_016929
CHRM3	CHRM3__________-1A-1a	CHRM3	cholinergic receptor, muscarinic 3	NM_000740
CHRNE	CHRNE__________-1A-1a	CHRNE	cholinergic receptor, nicotinic, epsilon polypeptide	NM_000080
CHRNG	CHRNG__________-1A-1a	CHRNG	cholinergic receptor, nicotinic, gamma polypeptide	NM_005199
CHAD	CHAD___________-1A-1a	CHAD	chondroadherin	NM_001267
VCAN	CSPG2__________-1A-1a	CSPG2	chondroitin sulfate proteoglycan 2 (versican)	NM_004385
CHAF1B	CHAF1B_________-1A-1a	CHAF1B	chromatin assembly factor 1, subunit B (p60)	NM_005441
CBX5	CBX5___________-1A-1a	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	NM_012117
CHGA	CHGA___________-1A-1a	CHGA	chromogranin A (parathyroid secretory protein 1)	NM_001275
TSEN15	C1ORF19________-1A-1a	C1orf19	chromosome 1 open reading frame 19	NM_052965
FAM129A	C1ORF24________-1A-1a	C1orf24	chromosome 1 open reading frame 24	NM_052966
