Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
NM_001024564	Bos taurus similar to RIKEN cDNA 9430057O19 (FLJ21839)	3.575234561	67.20972121	18.79868861	1.935939137	0.876990961
XM_594088	Bos taurus similar to Homo sapiens transducin (beta)-like 1X-linked (TBL1X)	3.574035321	131.6822767	36.84414531	1.479450493	0.876990961
CB426868	Bos taurus similar to Homo sapiens tumor necrosis factor receptor superfamily, member 19 (TNFRSF19), transcript variant 2	3.570441371	612.3140492	171.4953378	1.722515573	0.876990961
XM_586090	Bos taurus similar to Homo sapiens zinc finger, HIT type 4 (ZNHIT4)	3.569841127	32.39063346	9.073410359	1.936207108	0.983708011
XM_870019	Bos taurus similar to Homo sapiens UBX domain containing 1 (UBXD1)	3.569762895	1156.105971	323.8607171	1.558622186	0.983708011
NM_173916	Bos taurus glucagon (GCG)	3.568110085	7.049472824	1.975688153	1.974473803	0.983708011
XM_869028	PREDICTED: Bos taurus similar to Retinoic acid receptor beta (RAR-beta) (LOC616895), partial mRNA.	3.567978671	14.46756254	4.054834369	2.171584981	0.983708011
NM_001015632	Bos taurus Down syndrome critical region gene 1-like 1 (DSCR1L1)	3.566644493	582.08913	163.2035744	3.037572248	0.983708011
CB455306	Bos taurus similar to Homo sapiens BCL2-associated athanogene 3 (BAG3)	3.566289442	30493.90243	8550.596614	1.601143441	0.983708011
NM_001013003	Bos taurus nei like 2 (E. coli) (NEIL2)	3.56567672	840.273615	235.6561408	2.718915668	0.983708011
NM_001030298	Bos taurus similar to Homo sapiens 5-methyltetrahydrofolate-homocysteine methyltransferase (MTR)	3.564899066	46.31275951	12.9913242	1.995445374	0.983708011
CB421764	Unidentified transcripts	3.56382686	4.55124548	1.277066945	1.584176256	0.983708011
XM_613215	Bos taurus similar to Homo sapiens A kinase (PRKA) anchor protein (yotiao) 9 (AKAP9), transcript variant 1	3.56262669	1515.250203	425.318265	1.790638801	0.983708011
XM_615712	Bos taurus similar to Homo sapiens tubulin, alpha 1 (testis specific) (TUBA1)	3.561328469	88.30107113	24.79441925	3.619588475	0.983708011
XM_582593	Bos taurus similar to Homo sapiens zinc finger protein 555 (ZNF555)	3.56091638	34.69001366	9.741878201	2.415753819	0.983708011
NM_174461	Bos taurus secreted frizzled-related protein 5 (SFRP5)	3.559872184	361.8329587	101.6421208	2.242644214	0.983708011
XM_866182	Bos taurus similar to Homo sapiens olfactory receptor, family 56, subfamily A, member 4 (OR56A4)	3.559450365	3.239801682	0.910197179	1.443012123	0.983708011
CB447065	Bos taurus similar to Homo sapiens KIAA0367 (KIAA0367)	3.557789413	2519.59663	708.191615	2.557622898	0.983708011
NM_001034416	Bos taurus similar to Homo sapiens IMP (inosine monophosphate) dehydrogenase 2 (IMPDH2)	3.557092768	3161.024365	888.6539012	1.400302358	0.983708011
CB530559	Bos taurus similar to Homo sapiens guanine nucleotide binding protein (G protein), alpha 13 (GNA13)	3.556241884	566.0090349	159.1593186	1.630607805	0.983708011
BM106714	Bos taurus similar to Homo sapiens plexin A2 (PLXNA2)	3.555031741	244.0093024	68.63772819	1.59859786	0.983708011
CB452519	Bos taurus similar to Homo sapiens Rho guanine nucleotide exchange factor (GEF) 10 (ARHGEF10)	3.55436872	950.3275557	267.3688721	1.676259174	0.983708011
NM_001034228	Bos taurus similar to Homo sapiens eukaryotic translation initiation factor 4A, isoform 1 (EIF4A1)	3.552731109	5666.480362	1594.964603	1.568829565	0.983708011
XM_873424	Bos taurus similar to Homo sapiens sex comb on midleg homolog 1 (Drosophila) (SCMH1), transcript variant 2	3.549456135	13370.927	3767.035425	1.454095971	0.983708011
AW669709	Unidentified transcripts on BTA18 position 7374514-7373815	3.549439371	45.96664896	12.95039699	2.989676391	0.983708011
NM_174535	Bos taurus similar to Homo sapiens eukaryotic translation elongation factor 1 alpha 1 (EEF1A1)	3.547429613	6068.53019	1710.683749	2.204936158	0.983708011
XM_592388	Bos taurus similar to Homo sapiens KIAA0423 (KIAA0423)	3.547045478	366.1643734	103.2308088	1.646655478	0.983708011
XM_616796	Bos taurus similar to Homo sapiens coiled-coil domain containing 109A (CCDC109A)	3.545269799	3424.92107	966.0537178	1.712024992	0.983708011
XM_866030	Bos taurus similar to Homo sapiens A kinase (PRKA) anchor protein 2 (AKAP2)	3.542308602	7.272450973	2.053025806	1.999906487	0.983708011
AW483774	Bos taurus similar to Homo sapiens KIAA0564 protein (KIAA0564), transcript variant 1	3.542094267	276.7810187	78.14050047	1.68793065	0.983708011
NM_174491	Bos taurus similar to Homo sapiens hippocalcin like 4 (HPCAL4)	3.53908208	9.796341363	2.768045822	2.352003848	0.983708011
CB171018	Bos taurus similar to Homo sapiens SP110 nuclear body protein (SP110), transcript variant b	3.53871603	591.9410475	167.2756566	2.082210031	0.983708011
XM_874910	Bos taurus similar to Homo sapiens ubiquitin specific peptidase 11 (USP11)	3.538135053	3179.34719	898.5940735	1.536974645	0.983708011
XM_615064	PREDICTED: Bos taurus similar to DIX domain containing 1 (LOC541211)	3.537529121	135.8236026	38.39504862	2.446766081	0.983708011
XM_593074	Bos taurus similar to Homo sapiens endothelial differentiation, sphingolipid G-protein-coupled receptor, 5 (EDG5)	3.536247211	34.06517917	9.633144158	2.251618355	0.983708011
NM_001037478	Bos taurus similar to Homo sapiens ATP-binding cassette, sub-family G (WHITE), member 2 (ABCG2)	3.53486034	592.5778949	167.6382765	3.857876462	0.983708011
XM_585645	Bos taurus similar to Homo sapiens dihydrouridine synthase 3-like (S. cerevisiae) (DUS3L)	3.534292207	142.8738428	40.42502272	1.436096827	0.983708011
XM_591461	Bos taurus similar to Homo sapiens serine/threonine kinase 36 (fused homolog, Drosophila) (STK36)	3.531338401	278.3125492	78.81220023	1.556696684	0.983708011
XM_589664	Bos taurus similar to Homo sapiens UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 (B3GALT2)	3.531064056	206.9040454	58.5953815	2.363649693	0.983708011
NM_174456	Bos taurus N-myristoyltransferase 2 (NMT2)	3.530988729	391.2796699	110.8130611	1.948848823	0.983708011
XM_600757	Bos taurus similar to Homo sapiens general transcription factor IIIC, polypeptide 3, 102kDa (GTF3C3)	3.529832168	48.52660035	13.7475659	2.299525392	0.983708011
XM_617946	PREDICTED: Bos taurus similar to Ephrin type-A receptor 6 precursor (Tyrosine-protein kinase receptor EHK-2) (EPH homology kinase 2) (LOC537763)	3.529656017	10.53712716	2.985312765	2.495055183	0.983708011
NM_173959	Bos taurus stearoyl-coenzyme A desaturase (SCD)	3.525686112	459.4914065	130.326805	1.913596818	0.983708011
CB437706	Bos taurus similar to Homo sapiens chromosome 4 open reading frame 22 (C4orf22)	3.524916399	4.981837687	1.413320806	1.682298173	0.983708011
CB444810	Unidentified transcripts	3.523331809	56.99510687	16.17648009	3.595798075	0.983708011
NM_001034457	Bos taurus similar to Homo sapiens Williams Beuren syndrome chromosome region 22 (WBSCR22)	3.521745343	905.0202548	256.9806067	1.462410687	0.983708011
XM_582067	Bos taurus similar to Homo sapiens potassium channel, subfamily V, member 1 (KCNV1)	3.521595639	33.53626715	9.52303177	2.950770549	0.983708011
XM_600246	Bos taurus similar to PREDICTED: Homo sapiens zyg-11 homolog A (C. elegans) (ZYG11A)	3.521402492	18.41069711	5.228228567	1.817838763	0.983708011
XM_614713	Bos taurus similar to Homo sapiens NADPH oxidase 4 (NOX4)	3.520809518	6.995377762	1.986866295	2.040187122	0.983708011
AF451188	Unidentified transcripts on BTA13 position 17411746-17410916	3.516721362	34.58390834	9.83413378	1.903167682	0.983708011
XM_867926	Bos taurus similar to Homo sapiens chromosome 14 open reading frame 112 (C14orf112)	3.514985132	581.8919878	165.5460737	1.594776159	0.983708011
EE934046	Unidentified transcripts on BTA17 position 21285882-21286936	3.51292996	41.00881649	11.67367894	2.766623859	0.983708011
CB453812	Bos taurus similar to Homo sapiens cleavage and polyadenylation specific factor 6, 68kDa (CPSF6)	3.512039921	146.3107888	41.65977384	1.522063059	0.983708011
XM_617051	PREDICTED: Bos taurus similar to chromodomain protein, Y-like 2 (LOC536901)	3.511836628	46.13458167	13.13688151	1.822059488	0.983708011
NM_001035046	Bos taurus similar to Homo sapiens microsomal glutathione S-transferase 3 (MGST3)	3.50958684	28229.00476	8043.398283	1.48945112	0.983708011
XM_612144	Bos taurus similar to Homo sapiens golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1 (GOLGB1)	3.506855826	1154.575975	329.2339443	1.413733511	0.983708011
XM_880953	Bos taurus similar to Homo sapiens ribosomal protein S27 (metallopanstimulin 1) (RPS27)	3.506662043	931.6774105	265.6878248	1.462956567	0.983708011
XM_875169	Bos taurus similar to Homo sapiens polo-like kinase 2 (Drosophila) (PLK2)	3.504355641	22.03122709	6.286812569	2.367343088	0.983708011
XM_876343	PREDICTED: Bos taurus similar to protein kinase C receptor, transcript variant 2 (LOC404068)	3.503908842	181.7959407	51.88375294	1.620324927	0.983708011
XM_869000	Bos taurus similar to Homo sapiens centromere protein Q (CENPQ)	3.502619904	51.18731789	14.61400874	1.722186192	0.983708011
XM_592864	Bos taurus similar to Homo sapiens 5-azacytidine induced 1 (AZI1), transcript variant 1	3.501373817	1651.393738	471.6416538	1.370510378	0.983708011
XM_588049	Bos taurus similar to Homo sapiens pyruvate dehydrogenase kinase, isozyme 3 (PDK3)	3.500240898	3186.908945	910.4827461	3.547607234	0.983708011
NM_174682	Bos taurus butyryl Coenzyme A synthetase 1 (BUCS1)	3.500014787	42.59649419	12.17037549	2.33150395	0.983708011
XM_592001	Bos taurus similar to Homo sapiens YEATS domain containing 2 (YEATS2)	3.49975257	237.7084961	67.92151484	2.105337949	0.983708011
XM_583534	Bos taurus similar to PREDICTED: Homo sapiens ubiquitin specific peptidase 43, transcript variant 1 (USP43)	3.496714182	3.965065016	1.133940268	1.57497314	0.983708011
XM_595298	Bos taurus similar to Homo sapiens chromosome 22 open reading frame 13 (C22orf13)	3.494424407	21345.81225	6108.534557	1.526313149	0.983708011
XM_865061	Bos taurus similar to Homo sapiens protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform (PPP2CB), transcript variant 1	3.493762467	3927.505035	1124.147698	1.389973994	0.983708011
XM_583102	Bos taurus similar to Homo sapiens dickkopf homolog 3 (Xenopus laevis) (DKK3), transcript variant 1	3.49356748	1747.178606	500.1130265	5.047742275	0.983708011
NM_001001174	Bos taurus purinergic G-Protein coupled receptor (p2RY12)	3.49351067	6.35496824	1.819077953	1.949865726	0.983708011
XM_589037	Bos taurus similar to Homo sapiens RWD domain containing 2 (RWDD2)	3.492786231	127.325574	36.45386964	1.556355003	0.983708011
CB442270	Unidentified transcripts on BTA23 position 34925041-34926435	3.491262254	31.95738892	9.153534335	1.487909655	0.983708011
XM_580692	Bos taurus similar to Homo sapiens zinc finger, ZZ-type containing 3 (ZZZ3)	3.491098626	270.842813	77.58096863	1.559472676	0.983708011
XM_613565	PREDICTED: Bos taurus similar to CDC42-binding protein kinase alpha isoform A (LOC533974), partial mRNA.	3.489880773	227.4956745	65.187234	2.177057102	0.983708011
XM_593962	PREDICTED: Bos taurus similar to Retinoic acid receptor gamma-B (RAR-gamma-B), transcript variant 1 (LOC540425)	3.489569577	20.74613236	5.945183755	1.87914125	0.983708011
XM_593452	Bos taurus similar to Homo sapiens heparan sulfate (glucosamine) 3-O-sulfotransferase 5 (HS3ST5)	3.486572051	510.647192	146.4611041	1.81983164	0.983708011
XM_875450	Bos taurus similar to Homo sapiens exocyst complex component 2 (EXOC2)	3.485558618	1936.154078	555.4788457	1.497554728	0.983708011
XM_870843	Bos taurus similar to Homo sapiens olfactory receptor, family 4, subfamily C, member 15 (OR4C15)	3.48408907	9.247372867	2.654172348	2.391537101	0.983708011
XM_867646	Bos taurus similar to Homo sapiens elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2 (ELOVL2)	3.483176307	20.08146182	5.765272858	2.068683843	0.983708011
XM_593656	Bos taurus similar to Homo sapiens hypothetical protein from EUROIMAGE 384293 (LOC56964)	3.482188734	5.381482273	1.545430958	1.723835875	0.983708011
XM_580318	Bos taurus similar to Homo sapiens olfactory receptor, family 2, subfamily A, member 1 (OR2A1)	3.481889266	10.80542633	3.103322795	1.958833992	0.983708011
BM031325	Bos taurus similar to Homo sapiens aquaporin 3 (Gill blood group) (AQP3)	3.480012897	488.5634356	140.3912715	2.025303105	0.983708011
XM_870557	Bos taurus similar to Homo sapiens nucleolar protein with MIF4G domain 1 (NOM1)	3.479146492	3930.366735	1129.692798	1.236071973	0.983708011
XM_870637	Bos taurus similar to Homo sapiens N-methylpurine-DNA glycosylase (MPG), transcript variant 1	3.477413003	2054.657698	590.8581168	1.260515162	0.983708011
XM_608020	PREDICTED: Bos taurus similar to Tumor necrosis factor receptor superfamily member 8 precursor (CD30L receptor) (Lymphocyte activation antigen CD30) (KI-1 antigen) (LOC529569)	3.477160887	19.52885242	5.616321205	1.647450806	0.983708011
NM_001034430	Bos taurus similar to Homo sapiens PDZ and LIM domain 2 (mystique) (PDLIM2), transcript variant 2	3.47658305	105.4928862	30.34384184	5.299420112	0.983708011
NM_176646	Bos taurus serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 (SERPINA5)	3.474259414	189.4741778	54.53656599	2.076081742	0.983708011
CB170148	Bos taurus similar to Homo sapiens formin-like 2 (FMNL2)	3.469761102	695.1833192	200.354808	1.699373519	0.983708011
NM_174647	Bos taurus protein phosphatase 1, regulatory (inhibitor) subunit 1B (PPP1R1B)	3.468120368	164.0076077	47.29005639	2.209377284	0.983708011
XM_589528	Bos taurus similar to Homo sapiens olfactory receptor, family 4, subfamily F, member 29 (OR4F29)	3.467257361	6.491216413	1.872147273	1.968689808	0.983708011
XM_869817	PREDICTED: Bos taurus interferon tau c1 (IFN-tau-c1)	3.467106256	3.907177348	1.126927489	1.489634172	0.983708011
NM_001015569	Bos taurus ATP-dependent Lon protease (PRSS15)	3.466817912	12826.06942	3699.666306	1.334467629	0.983708011
XM_584224	Bos taurus similar to Homo sapiens chromodomain protein, Y-like (CDYL), transcript variant 1	3.465274334	790.7923504	228.2048329	1.412084362	0.983708011
XM_609607	Bos taurus similar to Homo sapiens tubulin tyrosine ligase-like family, member 5 (TTLL5)	3.464830081	4.938401242	1.425293918	1.609736726	0.983708011
XM_875428	Bos taurus similar to Homo sapiens Trf (TATA binding protein-related factor)-proximal homolog (Drosophila) (TRFP)	3.461741684	2.760414766	0.79740634	1.428461336	1.114612404
XM_598706	Bos taurus similar to Homo sapiens SH3-domain binding protein 4 (SH3BP4)	3.461719823	1903.524972	549.8784042	2.252793253	1.114612404
XM_869506	PREDICTED: Bos taurus similar to Epididymis-specific alpha-mannosidase precursor (Mannosidase alpha class 2B member 2) (LOC617278)	3.46123975	746.4627861	215.6634154	2.498756086	1.114612404
XM_586137	Bos taurus similar to Homo sapiens heme binding protein 2 (HEBP2)	3.460632307	15.08269841	4.358364909	2.871631653	1.114612404
XM_584111	Bos taurus similar to Homo sapiens integrin alpha FG-GAP repeat containing 3 (ITFG3)	3.458999147	153.3290886	44.32758786	1.268278164	1.114612404
XM_585127	Bos taurus similar to Homo sapiens engulfment and cell motility 2 (ELMO2), transcript variant 1	3.458443478	16.9193271	4.892179734	1.604609067	1.114612404
NM_174385	Bos taurus latent transforming growth factor beta binding protein 2 (LTBP2)	3.456564188	132.633977	38.37162275	2.716212991	1.114612404
XM_583576	Bos taurus similar to Homo sapiens syntaxin 7 (STX7)	3.451488815	2355.523307	682.4658672	1.629744592	1.114612404
NM_001033989	Bos taurus neurolysin (EP24.16)	3.451393569	314.5707216	91.1431036	2.218284554	1.114612404
CB455831	Unidentified transcripts on BTA5 position 69928003-69929166	3.451047642	11.33582738	3.284749607	2.078898158	1.114612404
NM_001015586	Bos taurus destrin (actin depolymerizing factor) (DSTN)	3.450290549	1378.677673	399.5830651	2.031528988	1.114612404
AU276583	Unidentified transcripts	3.449862488	288.7605193	83.70203748	1.567529594	1.114612404
BF652849	Unidentified transcripts on BTA9 position 20671033-20670107	3.448682655	423.0479489	122.6694339	1.66473363	1.114612404
XM_865504	Bos taurus similar to Homo sapiens ring finger protein 41 (RNF41), transcript variant 1	3.447231452	787.4773941	228.4376332	1.844305704	1.114612404
XM_880567	Bos taurus similar to Homo sapiens glioma-associated oncogene homolog 1 (zinc finger protein) (GLI1)	3.44605556	70.45043937	20.44379092	2.674723822	1.114612404
NM_001038071	Bos taurus similar to Homo sapiens mitogen-activated protein kinase kinase 2 (MAP2K2)	3.445284057	21515.77101	6244.991896	1.425786717	1.114612404
XM_585089	PREDICTED: Bos taurus similar to ATPase, H+ transporting, V1 subunit C, isoform 2, transcript variant 1 (LOC508327)	3.445233385	143.7692132	41.72989087	2.326345755	1.114612404
NM_174065	Bos taurus glial fibrillary acidic protein (GFAP)	3.444814818	136.2130899	39.54148395	3.174824883	1.114612404
BG937994	Bos taurus similar to Homo sapiens RAB33B, member RAS oncogene family (RAB33B)	3.443978424	1297.350641	376.7011523	1.72781423	1.114612404
BI774842	Unidentified transcripts on BTA21 position 14681958-14682532	3.443642229	429.2090045	124.6380942	1.660314592	1.114612404
XM_867578	Bos taurus similar to Homo sapiens heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa) (HSPA5)	3.443148026	7255.372793	2107.191657	1.522767574	1.114612404
