Ensembl ID	Fold Change	Gene Name	Gene Symbol
ENSG00000139797	1.686591706	RING finger protein 113B (Zinc finger protein 183-like 1) [Source:UniProtKB/Swiss-Prot;Acc:Q8IZP6]	RNF113B
ENSG00000071051	1.686130922	Cytoplasmic protein NCK2 (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta) [Source:UniProtKB/Swiss-Prot;Acc:O43639]	NCK2
ENSG00000150867	1.684441071	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha (EC 2.7.1.149) (Phosphatidylinositol-5-phosphate 4-kinase type II alpha) (1-phosphatidylinositol-5-phosphate 4-kinase 2-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P48426]	PIP5K2A
ENSG00000207926	1.684329014	hsa-mir-135a-1 [Source:miRBase;Acc:MI0000452]	hsa-mir-135a-1
ENSG00000111667	1.684272104	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.1.2.15) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5) (Deubiquitinating enzyme 5) (Isopeptidase T) [Source:UniProtKB/Swiss-Prot;Acc:P45974]	USP5
ENSG00000070950	1.684174077	E3 ubiquitin-protein ligase RAD18 (EC 6.3.2.-) (Postreplication repair protein RAD18) (hRAD18) (hHR18) (RING finger protein 73) [Source:UniProtKB/Swiss-Prot;Acc:Q9NS91]	RAD18
ENSG00000180924	1.684063431		ENSG00000180924
ENSG00000207322	1.683300146		ENSG00000207322
ENSG00000185339	1.683215386	Transcobalamin-2 Precursor  (Transcobalamin II) (TC II) (TCII) [Source:UniProtKB/Swiss-Prot;Acc:P20062]	TCN2
ENSG00000180795	1.682374638		ENSG00000180795
ENSG00000159176	1.682217895	Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP1) (CRP) [Source:UniProtKB/Swiss-Prot;Acc:P21291]	CSRP1
ENSG00000120306	1.680721593	UPF0467 protein C5orf32 [Source:UniProtKB/Swiss-Prot;Acc:Q9H1C7]	C5orf32
ENSG00000176318	1.680599545		ENSG00000176318
ENSG00000100804	1.677279351	Proteasome subunit beta type-5 (EC 3.4.25.1) (Proteasome epsilon chain) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome subunit X) [Source:UniProtKB/Swiss-Prot;Acc:P28074]	PSMB5
ENSG00000182103	1.676966302	Uncharacterized protein MGC33846 [Source:UniProtKB/Swiss-Prot;Acc:A6NEQ2]	FAM181B
ENSG00000169836	1.675979817	Neuromedin-K receptor (NKR) (Neurokinin B receptor) (NK-3 receptor) (NK-3R) (Tachykinin receptor 3) [Source:UniProtKB/Swiss-Prot;Acc:P29371]	TACR3
ENSG00000165752	1.672797512	Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (YANK3) [Source:UniProtKB/Swiss-Prot;Acc:Q86UX6]	STK32C
ENSG00000196594	1.669126103		ENSG00000196594
ENSG00000124743	1.667179506	Kelch-like protein 31 (Kelch repeat and BTB domain-containing protein 1) (Kelch-like protein KLHL) (BTB and kelch domain-containing protein 6) [Source:UniProtKB/Swiss-Prot;Acc:Q9H511]	KLHL31
ENSG00000058262	1.667137221	Protein transport protein Sec61 subunit alpha isoform 1 (Sec61 alpha-1) [Source:UniProtKB/Swiss-Prot;Acc:P61619]	SEC61A1
ENSG00000123843	1.665406193	C4b-binding protein beta chain Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P20851]	C4BPB
ENSG00000106617	1.664322609	5-AMP-activated protein kinase subunit gamma-2 (AMPK gamma-2 chain) (AMPK gamma2) (H91620p) [Source:UniProtKB/Swiss-Prot;Acc:Q9UGJ0]	PRKAG2
ENSG00000109270	1.663436256	Mitogen-activated protein kinase kinase 1-interacting protein 1 (MEK-binding partner 1) (Mp1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UHA4]	MAP2K1IP1
ENSG00000100068	1.660851692	Low density lipoprotein receptor-related protein 5-like protein [Source:UniProtKB/Swiss-Prot;Acc:A4QPB2]	LRP5L
ENSG00000183655	1.659273513	Ectoderm-neural cortex protein 2 (ENC-2) (Kelch-like protein 25) [Source:UniProtKB/Swiss-Prot;Acc:Q9H0H3]	KLHL25
ENSG00000188072	1.657164152	CDNA FLJ45478 fis, clone BRSTN2018712. [Source:Uniprot/SPTREMBL;Acc:Q6ZSJ3]	FLJ45478
ENSG00000130288	1.655743546	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (NADH-ubiquinone oxidoreductase B16.6 subunit) (Complex I-B16.6) (CI-B16.6) [Source:UniProtKB/Swiss-Prot;Acc:Q9P0J0]	NDUFA13
ENSG00000113387	1.655228465	Activated RNA polymerase II transcriptional coactivator p15 (SUB1 homolog) (Positive cofactor 4) (PC4) (p14) [Source:UniProtKB/Swiss-Prot;Acc:P53999]	SUB1
ENSG00000166959	1.654334774	Membrane-spanning 4-domains subfamily A member 8B (Four-span transmembrane protein 4) [Source:UniProtKB/Swiss-Prot;Acc:Q9BY19]	MS4A8B
ENSG00000198774	1.654334061	Ras association domain-containing protein 9 (Peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor) (PAM COOH-terminal interactor protein 1) (P-CIP1) [Source:UniProtKB/Swiss-Prot;Acc:O75901]	RASSF9
ENSG00000161652	1.652268199	Uncharacterized protein C19orf41 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q6UXV1]	C19orf41
ENSG00000176710	1.652164128	CDNA FLJ40719 fis, clone THYMU2028379. [Source:Uniprot/SPTREMBL;Acc:Q8N1I2]	C19orf31
ENSG00000100196	1.650479331	ER lumen protein retaining receptor 3 (KDEL endoplasmic reticulum protein retention receptor 3) (KDEL receptor 3) [Source:UniProtKB/Swiss-Prot;Acc:O43731]	KDELR3
ENSG00000203965	1.649490996	EF-hand calcium-binding domain-containing protein 7 [Source:UniProtKB/Swiss-Prot;Acc:A8K855]	EFCAB7
ENSG00000133639	1.649275045	Protein BTG1 (B-cell translocation gene 1 protein) [Source:UniProtKB/Swiss-Prot;Acc:P62324]	BTG1
ENSG00000181763	1.648383515		ENSG00000181763
ENSG00000204733	1.644984904	RNA, U2 small nuclear 1 (RNU2-1) on chromosome 17 [Source:RefSeq_dna;Acc:NR_002716]	RNU2-1
ENSG00000173875	1.644019933	Zinc finger protein 791 [Source:UniProtKB/Swiss-Prot;Acc:Q3KP31]	ZNF791
ENSG00000196581	1.643299419	Adherens junction-associated protein 1 (Membrane protein shrew-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKB5]	AJAP1
ENSG00000066735	1.642525059	Kinesin-like protein KIF26A [Source:UniProtKB/Swiss-Prot;Acc:Q9ULI4]	KIF26A
ENSG00000172724	1.640799079	C-C motif chemokine 19 (Small-inducible cytokine A19) (Macrophage inflammatory protein 3 beta) (MIP-3-beta) (EBI1-ligand chemokine) (ELC) (Beta chemokine exodus-3) [Source:UniProtKB/Swiss-Prot;Acc:Q99731]	CCL19
ENSG00000143067	1.640069787	zinc finger protein 697 (ZNF697), mRNA [Source:RefSeq_dna;Acc:NM_001080470]	ZNF697
ENSG00000140391	1.6392563	Tetraspanin-3 (Tspan-3) (Transmembrane 4 superfamily member 8) (Tetraspanin TM4-A) [Source:UniProtKB/Swiss-Prot;Acc:O60637]	TSPAN3
ENSG00000189068	1.638304391	V-set and transmembrane domain-containing protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q6UX27]	VSTM1
ENSG00000181952	1.637554277		ENSG00000181952
ENSG00000148803	1.63614858	Protein fucU homolog [Source:UniProtKB/Swiss-Prot;Acc:A2VDF0]	C10orf125
ENSG00000100726	1.63594514	Telomere length regulation protein TEL2 homolog (Protein clk-2 homolog) (hCLK2) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y4R8]	TELO2
ENSG00000196304	1.635561278	CDNA FLJ44861 fis, clone BRALZ2008930. [Source:Uniprot/SPTREMBL;Acc:Q6ZT90]	FLJ44861
ENSG00000127377	1.635069795	Gamma-crystallin N (Gamma-N-crystallin) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXF5]	CRYGN
ENSG00000173272	1.635061033	Protein FAM128A [Source:UniProtKB/Swiss-Prot;Acc:Q6P582]	FAM128A
ENSG00000160917	1.635050022	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) [Source:UniProtKB/Swiss-Prot;Acc:O95639]	CPSF4
ENSG00000167050	1.634962958		ENSG00000167050
ENSG00000162997	1.634604974	UPF0566 protein [Source:UniProtKB/Swiss-Prot;Acc:A6NEY8]	ENSG00000162997
ENSG00000198730	1.634569157	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6PD62]	CTR9
ENSG00000181433	1.633599529	Sarcoma antigen 1 (Cancer/testis antigen 14) (CT14) [Source:UniProtKB/Swiss-Prot;Acc:Q9NXZ1]	SAGE1
ENSG00000130584	1.632170635	Zinc finger and BTB domain-containing protein 46 (BTB/POZ domain-containing protein 4) (Zinc finger protein 340) [Source:UniProtKB/Swiss-Prot;Acc:Q86UZ6]	ZBTB46
ENSG00000175518	1.630998957	Ubiquilin-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q8IYU4]	UBQLNL
ENSG00000187713	1.63010564	Transmembrane protein 203 [Source:UniProtKB/Swiss-Prot;Acc:Q969S6]	TMEM203
ENSG00000176958	1.62999834	CDNA FLJ38090 fis, clone CTONG2026513. [Source:Uniprot/SPTREMBL;Acc:Q8N1N7]	FLJ38090
ENSG00000197372	1.628184549	Zinc finger protein 675 (TRAF6-inhibitory zinc finger protein) (TRAF6-binding zinc finger protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8TD23]	ZNF675
ENSG00000197406	1.627888823	Type III iodothyronine deiodinase (EC 1.97.1.11) (Type-III 5-deiodinase) (Type 3 DI) (DIOIII) (5DIII) [Source:UniProtKB/Swiss-Prot;Acc:P55073]	DIO3
ENSG00000183707	1.627443408		ENSG00000183707
ENSG00000146282	1.626378659	Probable arginyl-tRNA synthetase, mitochondrial Precursor  (EC 6.1.1.19) (Arginine--tRNA ligase) (ArgRS) (Arginyl-tRNA synthetase-like) [Source:UniProtKB/Swiss-Prot;Acc:Q5T160]	RARS2
ENSG00000179270	1.625810795	Uncharacterized protein FLJ34931 [Source:UniProtKB/Swiss-Prot;Acc:A6NGG8]	C2orf71
ENSG00000120949	1.625009066	Tumor necrosis factor receptor superfamily member 8 Precursor  (CD30L receptor) (Lymphocyte activation antigen CD30) (KI-1 antigen) (CD30 antigen) [Source:UniProtKB/Swiss-Prot;Acc:P28908]	TNFRSF8
ENSG00000128989	1.624250108	cAMP-regulated phosphoprotein 19 (ARPP-19) [Source:UniProtKB/Swiss-Prot;Acc:P56211]	ARPP19
ENSG00000184108	1.623692758	Tripartite motif family-like protein 1 (RING finger protein 209) [Source:UniProtKB/Swiss-Prot;Acc:Q8N9V2]	TRIML1
ENSG00000183801	1.620105955	Olfactomedin-like protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q6UWY5]	OLFML1
ENSG00000167580	1.619820192	Aquaporin-2 (AQP-2) (Aquaporin-CD) (AQP-CD) (Water channel protein for renal collecting duct) (ADH water channel) (Collecting duct water channel protein) (WCH-CD) [Source:UniProtKB/Swiss-Prot;Acc:P41181]	AQP2
ENSG00000064205	1.619141393	WNT1-inducible-signaling pathway protein 2 Precursor  (WISP-2) (Connective tissue growth factor-like protein) (CTGF-L) (Connective tissue growth factor-related protein 58) [Source:UniProtKB/Swiss-Prot;Acc:O76076]	WISP2
ENSG00000170500	1.617987016	LON peptidase N-terminal domain and RING finger protein 2 (RING finger protein 192) (Neuroblastoma apoptosis-related protease) [Source:UniProtKB/Swiss-Prot;Acc:Q1L5Z9]	LONRF2
ENSG00000054611	1.617711881	TBC1 domain family member 22A [Source:UniProtKB/Swiss-Prot;Acc:Q8WUA7]	TBC1D22A
ENSG00000177764	1.617492402	Zinc finger CCHC domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9NUD5]	ZCCHC3
ENSG00000177042	1.616569121	Transmembrane protein 80 [Source:UniProtKB/Swiss-Prot;Acc:Q96HE8]	TMEM80
ENSG00000162571	1.615448584	Probable tubulin polyglutamylase TTLL10 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 10) [Source:UniProtKB/Swiss-Prot;Acc:Q6ZVT0]	TTLL10
ENSG00000130305	1.615151715	Putative methyltransferase NSUN5 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 5) (NOL1R) (Williams-Beuren syndrome chromosomal region 20A protein) [Source:UniProtKB/Swiss-Prot;Acc:Q96P11]	NSUN5
ENSG00000196153	1.613718439	CDNA FLJ35645 fis, clone SPLEN2012611. [Source:Uniprot/SPTREMBL;Acc:Q8NAB5]	FLJ35645
ENSG00000120057	1.610971983	Secreted frizzled-related protein 5 Precursor  (sFRP-5) (Secreted apoptosis-related protein 3) (SARP-3) (Frizzled-related protein 1b) (FRP-1b) [Source:UniProtKB/Swiss-Prot;Acc:Q5T4F7]	SFRP5
ENSG00000149262	1.610902365	Integrator complex subunit 4 (Int4) [Source:UniProtKB/Swiss-Prot;Acc:Q96HW7]	INTS4
ENSG00000154227	1.610676765	LAG1 longevity assurance homolog 3 [Source:UniProtKB/Swiss-Prot;Acc:Q8IU89]	LASS3
ENSG00000185896	1.610379775	Lysosome-associated membrane glycoprotein 1 Precursor  (LAMP-1) (CD107 antigen-like family member A) (CD107a antigen) [Source:UniProtKB/Swiss-Prot;Acc:P11279]	LAMP1
ENSG00000158435	1.610359177	Uncharacterized protein C2orf29 [Source:UniProtKB/Swiss-Prot;Acc:Q9UKZ1]	C2orf29
ENSG00000104765	1.609905001	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (NIP3-like protein X) (NIP3L) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (Adenovirus E1B19K-binding protein B5) [Source:UniProtKB/Swiss-Prot;Acc:O60238]	BNIP3L
ENSG00000151948	1.609234177	glycosyltransferase 1 domain containing 1  [Source:RefSeq_peptide;Acc:NP_653270]	GLT1D1
ENSG00000121316	1.608276355	Putative phospholipase B-like 1 Precursor  (EC 3.1.1.-) (Lamina ancestor homolog 1) (LAMA-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6P4A8]	FLJ22662
ENSG00000127419	1.60815865	Transmembrane protein 175 [Source:UniProtKB/Swiss-Prot;Acc:Q9BSA9]	TMEM175
ENSG00000153395	1.608027467	1-acylglycerophosphocholine O-acyltransferase 1 (EC 2.3.1.23) (Lung-type acyl-CoA:lysophosphatidylcholine acyltransferase 1) (Lysophosphatidylcholine acyltransferase 1) (Acyltransferase-like 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NF37]	AYTL2
ENSG00000141579	1.60612367	Protein ZNF750 [Source:UniProtKB/Swiss-Prot;Acc:Q32MQ0]	ZNF750
ENSG00000105048	1.605980701	Troponin T, slow skeletal muscle (TnTs) (Slow skeletal muscle troponin T) (sTnT) [Source:UniProtKB/Swiss-Prot;Acc:P13805]	TNNT1
ENSG00000205632	1.605926482	cDNA FLJ42631 fis, clone BRACE3020194 [Source:UniProtKB/TrEMBL;Acc:Q6ZVF7]	FLJ42631
ENSG00000196488	1.605568108		ENSG00000196488
ENSG00000167087	1.602955842	NFAT activation molecule 1 precursor (Calcineurin/NFAT-activating ITAM-containing protein) (NFAT-activating protein with ITAM motif 1). [Source:Uniprot/SWISSPROT;Acc:Q8NET5]	NFAM1
ENSG00000090266	1.602766285	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial Precursor  (NADH-ubiquinone oxidoreductase AGGG subunit) (Complex I-AGGG) (CI-AGGG) [Source:UniProtKB/Swiss-Prot;Acc:O95178]	NDUFB2
ENSG00000148341	1.601420587	Endophilin-B2 (SH3 domain-containing GRB2-like protein B2) [Source:UniProtKB/Swiss-Prot;Acc:Q9NR46]	SH3GLB2
ENSG00000165917	1.599273528	43 kDa receptor-associated protein of the synapse (RAPsyn) (Acetylcholine receptor-associated 43 kDa protein) (43 kDa postsynaptic protein) (RING finger protein 205) [Source:UniProtKB/Swiss-Prot;Acc:Q13702]	RAPSN
ENSG00000073009	1.598524746	NF-kappa-B essential modulator (NEMO) (NF-kappa-B essential modifier) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (IkB kinase subunit gamma) (I-kappa-B kinase gamma) (IKK-gamma) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y6K9]	IKBKG
ENSG00000199069	1.598122995	hsa-mir-323 [Source:miRBase;Acc:MI0000807]	hsa-mir-323
ENSG00000137413	1.59766252	Transcription initiation factor TFIID subunit 8 (TBP-associated factor 8) (Transcription initiation factor TFIID 43 kDa subunit) (TBP-associated factor 43 kDa) (hTAFII43) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z7C8]	TAF8
ENSG00000162755	1.59734183	Kelch domain-containing protein 9 (Kelch/ankyrin repeat-containing cyclin A1-interacting protein) [Source:UniProtKB/Swiss-Prot;Acc:Q8NEP7]	KLHDC9
ENSG00000106049	1.59669494	3-hydroxyisobutyrate dehydrogenase, mitochondrial Precursor  (EC 1.1.1.31) (HIBADH) [Source:UniProtKB/Swiss-Prot;Acc:P31937]	HIBADH
ENSG00000115677	1.596026818	Vigilin (High density lipoprotein-binding protein) (HDL-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00341]	HDLBP
ENSG00000127445	1.594947759	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Rotamase Pin1) (PPIase Pin1) [Source:UniProtKB/Swiss-Prot;Acc:Q13526]	PIN1
ENSG00000168795	1.593667616	Zinc finger and BTB domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:O15062]	ZBTB5
ENSG00000119660	1.593333254	Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:O95431]	ENSG00000119660
ENSG00000172172	1.592099762	39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13) [Source:UniProtKB/Swiss-Prot;Acc:Q9BYD1]	MRPL13
ENSG00000127074	1.591958745	Regulator of G-protein signaling 13 (RGS13) [Source:UniProtKB/Swiss-Prot;Acc:O14921]	RGS13
ENSG00000166507	1.591628923	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 2) (NDST-2) (N-heparan sulfate sulfotransferase 2) (N-HSST 2) [Source:UniProtKB/Swiss-Prot;Acc:P52849]	NDST2
ENSG00000113231	1.591220152	High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8B (EC 3.1.4.17) (HSPDE8B) [Source:UniProtKB/Swiss-Prot;Acc:O95263]	PDE8B
ENSG00000170365	1.589579364	Mothers against decapentaplegic homolog 1 (Mothers against DPP homolog 1) (Mad-related protein 1) (SMAD 1) (hSMAD1) (Transforming growth factor-beta-signaling protein 1) (BSP-1) [Source:UniProtKB/Swiss-Prot;Acc:Q15797]	SMAD1
ENSG00000103495	1.585296195	Myc-associated zinc finger protein (MAZI) (Purine-binding transcription factor) (Pur-1) (ZF87) (ZIF87) [Source:UniProtKB/Swiss-Prot;Acc:P56270]	MAZ
ENSG00000189134	1.584201222	NKAP-like protein [Source:UniProtKB/Swiss-Prot;Acc:Q5M9Q1]	NKAPL
ENSG00000204683	1.583389289	Putative uncharacterized protein C10orf113 [Source:UniProtKB/Swiss-Prot;Acc:Q5VZT2]	C10orf113
ENSG00000178789	1.582740977	CMRF35-like molecule 7 (CLM-7) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Triggering receptor expressed on myeloid cells 5) (TREM-5) [Source:UniProtKB/Swiss-Prot;Acc:A8K4G0]	CD300LB
ENSG00000205045	1.582339572	Schlafen family member 12-like [Source:UniProtKB/Swiss-Prot;Acc:Q6IEE8]	SLFN12L
ENSG00000196361	1.581938228	ELAV-like protein 3 (Hu-antigen C) (HuC) (Paraneoplastic cerebellar degeneration-associated antigen) (Paraneoplastic limbic encephalitis antigen 21) [Source:UniProtKB/Swiss-Prot;Acc:Q14576]	ELAVL3
ENSG00000102265	1.581151689	Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases) (TIMP-1) (Erythroid-potentiating activity) (EPA) (Fibroblast collagenase inhibitor) (Collagenase inhibitor) [Source:UniProtKB/Swiss-Prot;Acc:P01033]	TIMP1
ENSG00000134247	1.580831942	Prostaglandin F2 receptor negative regulator (Prostaglandin F2-alpha receptor regulatory protein) (Prostaglandin F2-alpha receptor-associated protein) (CD9 partner 1) (CD9P-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9P2B2]	PTGFRN
ENSG00000207547	1.580643454	hsa-mir-25 [Source:miRBase;Acc:MI0000082]	hsa-mir-25
ENSG00000130382	1.580547315	Protein ENL (YEATS domain-containing protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q03111]	MLLT1
ENSG00000096060	1.580540388	FK506-binding protein 5 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase) (51 kDa FK506-binding protein) (FKBP-51) [Source:UniProtKB/Swiss-Prot;Acc:Q13451]	FKBP5
ENSG00000072518	1.580250068	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (MAP/microtubule affinity-regulating kinase 2) (ELKL motif kinase) (EMK1) (PAR1 homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q7KZI7]	MARK2
ENSG00000090621	1.580184589	Polyadenylate-binding protein 4 (Poly(A)-binding protein 4) (PABP 4) (Inducible poly(A)-binding protein) (iPABP) (Activated-platelet protein 1) (APP-1) [Source:UniProtKB/Swiss-Prot;Acc:Q13310]	PABPC4
ENSG00000125820	1.579399208	Homeobox protein Nkx-2.2 (Homeobox protein NK-2 homolog B) [Source:UniProtKB/Swiss-Prot;Acc:O95096]	NKX2-2
ENSG00000189060	1.576943856	Histone H1.0 (Histone H1(0)) (Histone H1) [Source:UniProtKB/Swiss-Prot;Acc:P07305]	H1F0
ENSG00000110711	1.576737912	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (Immunophilin homolog ARA9) (HBV X-associated protein 2) (XAP-2) [Source:UniProtKB/Swiss-Prot;Acc:O00170]	AIP
ENSG00000167103	1.576572766	Phosphatidylinositol-4-phosphate 5-kinase-like protein 1 (EC 2.7.1.68) (PtdIns(4)P-5-kinase-like protein 1) (PI(4)P 5-kinase-like protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q5T9C9]	PIP5KL1
ENSG00000050030	1.576368727	Uncharacterized protein KIAA2022 [Source:UniProtKB/Swiss-Prot;Acc:Q5QGS0]	KIAA2022
ENSG00000141401	1.576280843	Inositol monophosphatase 2 (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (IMPase 2) (IMP 2) (Myo-inositol monophosphatase A2) [Source:UniProtKB/Swiss-Prot;Acc:O14732]	IMPA2
ENSG00000120333	1.576259677	28S ribosomal protein S14, mitochondrial (S14mt) (MRP-S14) [Source:UniProtKB/Swiss-Prot;Acc:O60783]	MRPS14
ENSG00000181885	1.576027556	Claudin-7 (CLDN-7) [Source:UniProtKB/Swiss-Prot;Acc:O95471]	CLDN7
ENSG00000196610	1.575532348	HLA class II histocompatibility antigen, DX beta chain Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P05538]	ENSG00000196610
ENSG00000038210	1.573391431	Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) [Source:UniProtKB/Swiss-Prot;Acc:Q8TCG2]	PI4K2B
ENSG00000113088	1.57196941	Granzyme K Precursor  (EC 3.4.21.-) (Granzyme-3) (NK-tryptase-2) (NK-TRYP-2) (Fragmentin-3) [Source:UniProtKB/Swiss-Prot;Acc:P49863]	GZMK
ENSG00000125449	1.57195202	Armadillo repeat-containing protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9H6L4]	ARMC7
ENSG00000184428	1.571748154	DNA topoisomerase I, mitochondrial Precursor  (EC 5.99.1.2) (TOP1mt) [Source:UniProtKB/Swiss-Prot;Acc:Q969P6]	TOP1MT
ENSG00000197013	1.571435448	Zinc finger protein 429 [Source:UniProtKB/Swiss-Prot;Acc:Q86V71]	ZNF429
ENSG00000105669	1.570859576	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP) [Source:UniProtKB/Swiss-Prot;Acc:O14579]	COPE
ENSG00000169220	1.570617899	Regulator of G-protein signaling 14 (RGS14) [Source:UniProtKB/Swiss-Prot;Acc:O43566]	RGS14
ENSG00000189201	1.570340252	Cytochrome c oxidase assembly protein COX19 (hCOX19) [Source:UniProtKB/Swiss-Prot;Acc:Q49B96]	COX19
ENSG00000135315	1.570251636	Protein QN1 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q5TB80]	KIAA1009
ENSG00000182054	1.569042666	Isocitrate dehydrogenase [NADP], mitochondrial Precursor  (EC 1.1.1.42) (IDH) (Oxalosuccinate decarboxylase) (NADP(+)-specific ICDH) (IDP) (ICD-M) [Source:UniProtKB/Swiss-Prot;Acc:P48735]	IDH2
ENSG00000171873	1.568437029	Alpha-1D adrenergic receptor (Alpha 1D-adrenoreceptor) (Alpha 1D-adrenoceptor) (Alpha-1A adrenergic receptor) (Alpha-adrenergic receptor 1a) [Source:UniProtKB/Swiss-Prot;Acc:P25100]	ADRA1D
