hg18.refGene.name	chrom	strand	start	end	gene symbol	E3Diff	E6Diff	E9Diff	E12Diff	E24Diff	E48Diff	?with RNAPII peaks +/- 1Kb around TSS
NM_002859	chr12	-	119132632	119187946	PXN	-0.4992	-0.5022	-0.3389	-0.1132	-0.4736	-0.8915	Yes
NM_002863	chr14	-	50441685	50480998	PYGL	-0.5853	-0.6459	-0.3356	0.1627	0.1245	0.4412	Yes
NM_012413	chr2	+	37425256	37453969	QPCT	-0.3787	-0.2871	-0.2259	-0.6675	-0.4122	-0.3388	Yes
NM_004663	chr15	+	63948849	63968846	RAB11A	-0.0215	-0.7173	-0.2419	-0.4121	-0.2266	0.0986	Yes
NM_032932	chr17	+	26742767	26889352	RAB11FIP4	-0.3537	-0.5033	-0.3056	-0.3291	-0.52	-0.174	No
NM_002870	chr1	-	152220751	152225430	RAB13	-0.3025	-0.5046	-0.2857	-0.4803	-0.2725	0.2749	Yes
NM_020673	chr20	+	56318176	56375969	RAB22A	-0.4411	-0.8987	-0.2199	0.0021	-0.0071	-0.2393	Yes
NM_032846	chr14	-	20997019	21014972	RAB2B	-0.3751	-1.0706	-0.1678	-0.1382	0.1294	0.652	Yes
NM_004283	chr19	-	11296092	11311321	RAB3D	-0.4551	-0.6588	-0.7653	-0.9322	-0.6557	-0.58	Yes
NM_004578	chr1	+	227473501	227507141	RAB4A	-0.3537	-0.4019	-0.225	-0.2632	-0.1675	0.1945	Yes
NM_002868	chr12	+	54654128	54674755	RAB5B	-0.1996	-0.6708	-0.503	-0.5732	-0.5942	-0.3215	Yes
NM_004251	chrX	+	13617261	13637685	RAB9A	-0.8319	-0.9417	-0.4256	-0.403	-0.0846	0.0976	Yes
NM_012197	chr9	+	124743108	124906968	RABGAP1	-0.1818	-0.5131	-0.263	-0.1802	0.0321	0.0922	Yes
NM_022777	chr7	-	100743368	100751813	RABL5	-0.0634	-0.6171	-0.1212	-0.5094	-0.3435	0.1315	Yes
NM_006265	chr8	-	117927354	117956286	RAD21	-0.2967	-0.6036	-0.2	0.1757	0.4162	0.3101	Yes
NM_015106	chr3	+	51550635	51672652	RAD54L2	-0.3383	-0.7883	-0.0233	-0.1381	0.2357	0.2432	No
NM_021785	chrX	-	17728089	17789378	RAI2	-1.1471	-0.9236	-0.0542	-0.3423	-0.3119	-0.1573	Yes
NM_002881	chr2	+	120726883	120768756	RALB	-0.4065	-0.9086	-0.3497	-0.5099	-0.2528	-0.021	Yes
NM_006788	chr18	+	9465529	9528106	RALBP1	-0.2622	-0.3942	-0.2403	-0.0927	0.0133	0.1379	Yes
NM_005493	chr6	-	13729708	13819775	RANBP9	-0.2535	-0.5624	-0.2374	0.0932	0.4124	-0.0131	Yes
NM_005312	chr9	-	133441977	133602746	RAPGEF1	-0.2998	-0.3731	-0.3728	0.1165	-0.2863	-0.6004	No
NM_000966	chr12	-	51890619	51912303	RARG	-0.373	-0.2686	-0.2507	-0.2232	-0.2464	-0.3973	Yes
NM_002890	chr5	+	86599906	86723489	RASA1	-0.2124	-0.5729	-0.1189	0.0726	0.3269	-0.5358	Yes
NM_006989	chr7	-	102007167	102044425	RASA4	-0.6619	-0.2708	-0.0992	-0.3531	-0.2737	0.4648	No
NM_016084	chr17	-	17338477	17340432	RASD1	-0.5264	-0.6433	-0.4424	-0.4575	-0.9837	-2.1144	Yes
NM_178169	chr12	+	63290559	63375459	RASSF3	-0.0498	-0.5533	-0.4337	-0.0897	-0.2297	-0.6491	Yes
NM_182663	chr1	+	204747501	204829239	RASSF5	-0.1496	-0.3543	-0.3132	-0.0427	-0.2192	-0.223	Yes
NM_005611	chr16	+	52025851	52083061	RBL2	-0.1182	-0.7641	-0.5109	-0.4654	-0.1349	-0.1277	Yes
NM_014892	chr6	+	155096203	155196886	RBM16	-0.2167	-0.9965	-0.091	-0.0666	0.3803	0.0986	Yes
NM_006743	chrX	+	48317779	48321748	RBM3	-0.2294	-0.5265	-0.0944	-0.2173	-0.2289	0.5337	Yes
NM_001122826	chr8	+	95722539	95788870	RBM35A	-0.6544	-0.7748	-0.223	-0.4182	-0.182	0.1851	Yes
NM_031492	chr11	-	66189045	66201851	RBM4B	-0.6414	-0.7295	-0.4921	-0.3086	0.0466	0.0688	Yes
NM_005778	chr3	+	50101371	50131396	RBM5	-0.3578	-0.4771	-0.1494	0.0752	0.0123	-0.0797	Yes
NM_002897	chr2	-	160836908	161058564	RBMS1	-0.5762	-0.3713	-0.1768	-0.1736	-0.1091	-0.5544	Yes
NM_013441	chr1	+	24701973	24735014	RCAN3	-0.6867	-0.603	-0.1035	-0.2186	0.0427	0.0497	Yes
NM_020905	chr2	-	18599469	18605440	RDH14	-0.2932	-0.566	-0.1907	0.2125	0.2556	-0.1259	Yes
NM_005669	chr5	-	112239979	112285930	REEP5	-0.2469	-0.449	-0.1913	-0.2537	-0.251	-0.6818	Yes
NM_017750	chr2	-	85422589	85435332	RETSAT	-0.3616	-0.3469	-0.4775	-0.3496	-0.5598	-0.0904	Yes
NM_022457	chr1	-	174180589	174442993	RFWD2	-0.5342	-0.4909	0.0039	-0.2613	0.0037	0.1749	Yes
NM_001025603	chr1	-	149579739	149586393	RFX5	-0.4316	-0.5487	-0.4698	-0.5793	-0.8239	0.3604	Yes
NM_001024455	chrX	-	71263687	71268476	RGAG4	-0.3087	-0.4216	-0.0601	-0.1397	-0.6206	-0.4136	No
NM_015149	chr1	+	181871830	182164289	RGL1	0.0844	-0.7347	-0.6359	-0.2672	-0.6579	-1.015	Yes
NM_022450	chr16	-	48057	62629	RHBDF1	-0.3252	-0.2163	-0.3718	-0.6985	-0.5081	-0.9606	Yes
NM_015178	chr8	+	22913036	22933655	RHOBTB2	-0.3204	-0.1173	-0.4184	-0.2569	-0.3209	-0.452	Yes
NM_018993	chr20	+	19818209	19931100	RIN2	-0.1544	-0.5934	-0.2527	-0.3066	-0.0705	-0.0836	No
NM_003804	chr6	+	3022056	3060420	RIPK1	-0.3931	-0.6855	-0.1592	-0.1823	-0.0301	0.3126	No
NM_020639	chr21	-	42032597	42060318	RIPK4	-0.3846	-0.4678	-0.2172	-0.6012	-0.9409	-1.6404	Yes
NM_006912	chr1	-	154134224	154147801	RIT1	-0.1679	-0.4493	-0.2032	-0.372	-0.2889	-0.2359	Yes
NM_022780	chr2	+	86800924	86858675	RMND5A	-0.6753	-0.5246	-0.2245	-0.0031	0.0812	0.1644	Yes
NM_021133	chr1	-	180809394	180822731	RNASEL	-0.2151	-0.4122	-0.2169	-0.1762	-0.2601	0.2424	No
NM_013235	chr5	-	31436358	31568039	RNASEN	-0.4816	-0.6794	-0.1159	-0.0571	0.2019	0.3748	Yes
NM_005168	chr2	-	151032954	151052426	RND3	-0.3299	-0.3557	-0.5384	-0.4165	-0.704	-1.8079	Yes
NM_014372	chr1	+	51474532	51511707	RNF11	-0.1494	-0.4614	-0.222	-0.1566	-0.0937	0.3428	Yes
NM_183381	chr3	+	151013164	151162615	RNF13	-0.1837	-0.4539	-0.2158	-0.0225	0.2278	0.0505	Yes
NM_183399	chr5	+	141326620	141348938	RNF14	-0.4526	-0.3618	-0.0646	-0.2223	-0.1197	0.0269	No
NM_182757	chr6	+	18495572	18576829	RNF144B	-0.553	-0.3651	-0.4257	-0.3252	-0.6602	-0.597	Yes
NM_030963	chr6	+	127629712	127651197	RNF146	-0.3898	-0.4808	-0.3309	-0.0965	0.022	-0.3742	Yes
NM_173647	chr2	-	101258984	101291584	RNF149	-0.1993	-0.4727	-0.24	0.0722	0.1674	0.078	Yes
NM_001098638	chr11	+	74137560	74231106	RNF169	-0.6209	-0.7189	0.0367	-0.1711	0.0587	0.1233	Yes
NM_183419	chr8	-	101338463	101391503	RNF19A	-0.0769	-0.5908	-0.4522	-0.1978	-0.3229	-0.5987	Yes
NM_153341	chr1	-	33174636	33202873	RNF19B	-0.5324	-0.0586	-0.2443	0.1315	-0.2591	-0.4836	Yes
NM_019592	chr9	+	103335953	103365447	RNF20	-0.3498	-0.5015	-0.3333	-0.2985	-0.2902	0.2614	Yes
NM_207343	chr11	+	116608613	116661614	RNF214	-0.6213	-0.1579	-0.0719	-0.2732	-0.1418	0.3793	Yes
NM_194271	chr12	+	120322284	120346538	RNF34	-0.4501	-0.4605	-0.0675	-0.0702	0.0036	-0.0407	Yes
NM_025236	chr6	-	30146021	30151607	RNF39	-0.3878	-0.4497	-0.2009	-0.058	-0.1577	0.2247	No
NM_017763	chr17	-	53786036	53849930	RNF43	-1.3634	-0.7686	-0.4606	-0.8163	-0.6933	-0.6703	Yes
NM_002941	chr3	-	78729077	79899749	ROBO1	0.0037	-1.0454	-0.0331	-0.0698	0.3614	-0.3629	No
NM_005156	chr9	-	114020538	114135765	ROD1	-0.3921	-0.5994	-0.1294	0.1555	0.4567	0.1915	Yes
NM_019845	chr2	-	154042097	154043568	RPRM	-0.3247	-0.4369	-0.7171	-0.9954	-1.1558	-1.1808	Yes
NM_001025	chr5	-	81604894	81609991	RPS23	-0.5914	-0.5125	0.1344	0.0992	0.3077	0.3198	Yes
NM_021244	chr6	-	90131055	90178714	RRAGD	-0.3914	-0.3951	-0.1488	-0.0035	-0.1311	-0.2996	Yes
NM_018364	chr1	-	114105976	114156593	RSBN1	-0.5434	-0.4374	-0.0793	-0.0852	0.0375	-0.1834	Yes
NM_173079	chr17	+	38386107	38399233	RUNDC1	-0.5694	-0.6232	0.0979	0.0108	-0.1848	0.2931	Yes
NM_033411	chr6	+	83959750	83962975	RWDD2A	-0.8729	-1.0291	-0.3565	-0.9687	-0.6576	-0.8153	Yes
NM_002966	chr1	-	150222009	150233338	S100A10	-0.209	-0.5309	-0.3037	-0.3815	-0.4065	-0.2233	Yes
NM_020672	chr1	-	151853355	151855414	S100A14	-0.4485	-0.307	-0.4104	-0.6956	-0.3381	-0.0679	Yes
NM_020436	chr20	-	49833989	49852455	SALL4	-0.4453	-0.3322	-0.3934	-0.467	-0.4335	-1.1587	Yes
NM_001010971	chr1	+	84536636	84589068	SAMD13	-0.2522	-0.4167	-0.2423	-0.0183	-0.4425	0.0289	Yes
NM_015589	chr14	+	54104386	54329783	SAMD4A	-0.1796	-0.4131	-0.2221	-0.1053	-0.1741	-0.3658	Yes
NM_024545	chr2	-	128415260	128501339	SAP130	-0.3194	-0.4258	-0.0809	-0.057	0.1717	0.3323	Yes
NM_015278	chr6	+	148705421	148914877	SASH1	-0.2889	-0.7836	-0.5548	-0.532	-0.5474	-0.7346	Yes
NM_002970	chrX	+	23711195	23714246	SAT1	-0.2442	-0.5384	-0.2975	-0.3532	-0.7006	-0.8296	Yes
NM_005506	chr4	-	77298917	77354059	SCARB2	-0.2865	-0.5184	-0.2281	-0.0159	-0.0632	0.0599	Yes
NM_016002	chr1	+	244954000	244998062	SCCPDH	-0.2419	-0.7531	-0.2734	-0.2236	-0.1659	-0.3454	Yes
NM_005063	chr10	+	102096761	102114578	SCD	-0.4266	-0.3056	-0.2697	-0.0738	0.3227	0.7403	Yes
NM_014575	chr3	+	160474237	161097833	SCHIP1	-0.8388	-0.6819	0.031	-0.0949	-0.3907	-0.6649	No
NM_014766	chr7	-	29926244	29995950	SCRN1	-0.3869	-0.7017	-0.14	-0.1615	-0.0662	0.0545	Yes
NM_020423	chr1	-	168088427	168129700	SCYL3	-0.3682	-0.8189	-0.4091	-0.466	-0.2004	-0.3002	Yes
NM_001007069	chr8	+	59628281	59657973	SDCBP	-0.3247	-0.6081	-0.2008	-0.1158	0.1065	0.1254	Yes
NM_152744	chr7	+	3307605	4275157	SDK1	-0.4561	-0.5482	0.02	-0.3176	-0.278	-0.2173	Yes
NM_014300	chr15	-	83013778	83060678	SEC11A	-0.1453	-0.5686	-0.0871	-0.0938	0.0891	0.3014	Yes
NM_006364	chr14	-	38570873	38642188	SEC23A	-0.021	-0.7188	-0.3362	-0.0738	0.0296	0.205	Yes
NM_001042734	chr4	+	110574419	110681064	SEC24B	-0.7405	-0.5985	0.0134	-0.2008	0.0921	-0.1057	Yes
NM_024077	chr9	+	91123231	91164381	SECISBP2	-0.3813	-0.463	-0.2317	-0.0834	-0.1698	0.0951	Yes
NM_021237	chr3	-	53894265	53901029	SELK	-0.1798	-0.5442	-0.1368	-0.3129	0.1173	0.3874	Yes
NM_000655	chr1	-	167926431	167947461	SELL	-0.9351	-0.8464	-0.3218	-0.5796	-0.4722	-1.9288	No
NM_004186	chr3	+	50167851	50201512	SEMA3F	-0.3038	-0.2389	-0.2915	-0.2167	-0.2761	-0.3326	Yes
NM_012248	chr16	-	30362452	30364725	SEPHS2	-0.3181	-0.6187	-0.1109	-0.2779	0.0517	0.2546	Yes
NM_198941	chr20	-	42558277	42584140	SERINC3	-0.516	-0.5845	-0.1755	-0.2877	-0.1179	0.0175	Yes
NM_030666	chr6	-	2778732	2787080	SERPINB1	-0.1522	-0.5993	-0.3705	-0.5633	-0.6463	-0.2645	Yes
NM_006216	chr2	-	224548008	224612280	SERPINE2	-0.246	-0.3668	-0.3047	-0.1958	-0.0844	-0.3475	No
NM_014454	chr6	-	109414337	109521970	SESN1	-0.5765	-0.455	0.1963	-0.3111	-0.0899	0.1024	Yes
NM_178123	chr2	-	179674663	179837595	SESTD1	-0.5754	-0.4751	0.1979	0.0518	0.5023	-0.0427	Yes
NM_015559	chr18	+	40514860	40902473	SETBP1	-0.7266	-0.4108	0.0893	0.4817	-0.1538	-0.2043	No
NM_001039465	chr14	+	69303581	69308475	SFRS5	-0.155	-0.7963	-0.402	-0.2565	0.0772	0.2571	Yes
NM_001099401	chr7	-	94052471	94123457	SGCE	-0.3252	-0.7436	-0.2214	-0.2261	0.0055	-0.1965	Yes
NM_000231	chr13	+	22653059	22797304	SGCG	-0.2354	-0.1146	-0.4634	-0.0314	-0.0477	-0.2862	No
NM_147156	chr10	-	51735350	52053743	SGMS1	-0.6285	-0.3865	-0.0972	-0.3174	-0.2377	0.4244	Yes
NM_003901	chr10	+	72245709	72310936	SGPL1	-0.5851	-0.3339	-0.236	-0.2749	-0.3363	-0.094	Yes
NM_005475	chr12	+	110328134	110373809	SH2B3	-0.2813	-0.4297	-0.1329	-0.077	-0.1024	0.0811	Yes
NM_198482	chr2	+	85515428	85517663	SH2D6	-0.1713	-0.2416	-0.4414	-0.022	-0.0098	0.178	No
NM_001001713	chr21	+	39739666	39809303	SH3BGR	-0.3218	-0.3861	-0.2392	-0.3082	-0.037	0.0979	Yes
NM_031469	chr6	+	80397718	80470088	SH3BGRL2	-0.1325	-0.4154	-0.3127	-0.1113	-0.0497	-0.0063	Yes
NM_014521	chr2	+	235525366	235629097	SH3BP4	-1.122	-0.9371	-0.5617	-0.8473	-0.8509	-1.3457	Yes
NM_001018009	chr3	-	15271360	15357905	SH3BP5	-0.0676	-0.5059	-0.2425	-0.0599	-0.0399	-0.3455	No
NM_020870	chr4	-	170251981	170428824	SH3RF1	-0.7189	-0.8295	-0.0551	-0.2652	-0.1716	-0.3933	Yes
NM_001649	chrX	+	9714495	9877481	SHROOM2	-0.2756	-1.0624	0.1211	-0.1623	-0.2232	-0.045	Yes
NM_017699	chr3	+	114733907	114831112	SIDT1	-0.7121	-1.2178	-0.7459	-0.7151	-0.9259	-0.6991	Yes
NM_006928	chr12	-	54634155	54646093	SILV	-0.2978	-0.5356	-0.2629	-0.6586	-1.1392	-0.9577	Yes
NM_020808	chr1	-	230600334	230717866	SIPA1L2	-0.4846	-0.9384	0.0761	0.0593	0.3056	0.421	No
NM_000617	chr12	-	49666043	49706466	SLC11A2	-0.1931	-0.3842	-0.2278	-0.1429	-0.1382	-0.0468	Yes
NM_020708	chr20	+	44091227	44122196	SLC12A5	-0.4747	-0.4154	-0.2821	-0.3668	-0.2272	-0.8407	No
NM_152527	chr2	-	230607941	230641863	SLC16A14	-0.0293	-0.6351	-0.1808	-0.6355	-0.1975	-0.3888	Yes
NM_006517	chrX	+	73557809	73670477	SLC16A2	-0.2467	-0.6469	0.0936	-0.3932	-0.4825	-0.3409	Yes
NM_012434	chr6	-	74359822	74420458	SLC17A5	-0.3437	-0.6904	-0.2518	-0.4013	-0.2242	-0.2142	Yes
NM_000387	chr3	-	48869359	48911406	SLC25A20	-0.2941	-0.5901	-0.1046	-0.575	-0.5751	-0.3385	Yes
NM_145305	chrX	+	118417050	118472461	SLC25A43	-0.5083	-0.6095	-0.5664	0.0124	0.1666	0.6207	Yes
NM_173626	chr17	+	75808831	75841892	SLC26A11	-0.3864	-0.4873	-0.2152	-0.4256	-0.5546	-0.9602	Yes
NM_014031	chr5	+	128329108	128397234	SLC27A6	-0.0926	-0.7862	-0.0493	0.2588	0.1579	0.7754	Yes
NM_030777	chr20	+	44771685	44798392	SLC2A10	-0.304	-0.6802	-0.7511	-0.654	-0.354	0.1902	Yes
NM_001860	chr9	+	114953058	114966243	SLC31A2	-0.6823	-1.1934	-1.0398	-1.2142	-1.267	-1.1368	Yes
NM_004733	chr3	-	157028064	157054861	SLC33A1	-0.2067	-0.6335	-0.0502	-0.1157	0.102	0.441	Yes
NM_006416	chr6	+	88239361	88278776	SLC35A1	-0.2281	-0.5298	-0.3808	-0.1809	-0.2863	-0.4172	Yes
NM_007001	chr9	-	98122809	98185813	SLC35D2	-0.5696	-0.2948	-0.3089	-0.4753	-0.4746	-0.1615	Yes
NM_024881	chr19	-	16521647	16544193	SLC35E1	-0.1495	-0.6221	-0.1849	-0.1469	-0.2699	-0.1041	Yes
NM_001127257	chr2	+	196229776	196310671	SLC39A10	-0.6112	-0.4259	5.00E-04	0.1576	0.2219	-0.8108	Yes
NM_007231	chrX	+	115481801	115506651	SLC6A14	-0.5034	-0.8702	-0.202	-0.5467	0.337	-0.1153	Yes
NM_014228	chr5	+	149549712	149570828	SLC6A7	-0.5188	-0.0855	-0.3273	0.1549	0.111	-0.1321	No
NM_032178	chr16	-	66892020	66902349	SLC7A6OS	-0.3227	-0.4751	-0.0762	-0.3406	0.0088	-0.0794	Yes
NM_003048	chr2	+	102602597	102694241	SLC9A2	-0.607	-0.1691	-0.0167	0.4336	0.6112	-0.1248	Yes
NM_001042537	chrX	+	134895251	134957094	SLC9A6	-0.2789	-1.2386	-0.0102	-0.2591	0.0435	0.7934	Yes
NM_004787	chr4	+	19864332	20229886	SLIT2	-0.5209	-1.3205	-0.5883	-0.3919	0.1697	-0.9767	No
NM_006553	chr18	+	12397894	12422234	SLMO1	-0.1797	-0.4823	-0.3313	-0.0778	-0.002	-0.0047	Yes
NM_001013843	chr15	-	56958535	57013144	SLTM	-0.6832	-0.3401	-0.3757	0.1043	0.9154	-0.6494	Yes
NM_006425	chr5	-	159761225	159778746	SLU7	-0.207	-0.3829	-0.2958	-0.2363	-0.0353	-0.4033	Yes
NM_005902	chr15	+	65145248	65274587	SMAD3	-0.4978	-0.7953	-0.3404	-0.4215	-0.7284	-1.3107	Yes
NM_005904	chr18	-	44700220	44731079	SMAD7	-0.2451	-0.3616	-0.29	0.0926	-0.282	-0.1128	Yes
NM_021940	chr6	+	71434199	71628437	SMAP1	-0.4291	-0.2938	-0.3283	-0.2287	-0.3965	-0.0328	Yes
NM_032560	chr14	-	90993708	91046397	SMEK1	-0.2741	-0.5241	-0.1183	0.303	0.3457	-0.0033	Yes
NM_173156	chr1	+	181708256	181789949	SMG7	-0.5866	-0.3743	0.0038	0.3051	-0.1527	0.1027	Yes
NM_004595	chrX	+	21868762	21922876	SMS	-0.379	-0.5581	0.0485	0.1729	0.2428	0.7317	Yes
NM_020429	chr7	-	98462999	98579659	SMURF1	-0.5642	-0.2	-0.1318	-0.1443	-0.212	-0.2757	Yes
NM_022743	chr1	-	243979266	244647334	SMYD3	-0.2988	-0.4665	-0.0489	-0.6104	-0.4264	0.0015	No
NM_003068	chr8	-	49992793	49996541	SNAI2	-0.4673	-1.0083	-0.4438	-0.813	-0.5946	-1.8148	No
NM_003825	chr15	+	40575126	40612548	SNAP23	-0.1306	-0.2396	-0.4779	-0.2669	-0.1991	0.1932	Yes
NM_004782	chr22	+	19543291	19575499	SNAP29	-0.3329	-0.4727	-0.2498	-0.2226	0.0505	0.3493	Yes
NM_024700	chr1	-	37774728	37792490	SNIP1	-0.0448	-1.0118	-0.1687	-0.1015	-0.3428	0.5394	Yes
NM_003498	chr16	+	11669801	11680509	SNN	-0.2698	-0.544	0.0228	0.0401	-0.1882	-0.3137	Yes
NM_030918	chr1	+	149851285	149938183	SNX27	-0.5625	-0.3554	0.0274	0.1627	0.1693	-0.1212	Yes
NM_001012994	chr9	+	114552954	114677088	SNX30	-0.542	-0.5527	-0.3992	-0.0078	0.3344	0.6789	Yes
NM_152238	chr1	+	98899823	98998644	SNX7	0.0455	-0.5742	-0.4419	-0.3046	0.1351	0.5792	Yes
NM_016224	chr6	+	158164281	158286097	SNX9	-0.5915	-0.383	-0.0944	-0.2112	-0.2834	-0.2023	Yes
NM_003877	chr12	+	92487728	92494109	SOCS2	-0.7464	-0.9954	-0.3373	-0.6764	-0.2164	0.1226	Yes
NM_138927	chr21	+	33837219	33871682	SON	-0.413	-0.6024	-0.1671	0.0696	0.4406	0.096	Yes
NM_002959	chr1	-	109653714	109742086	SORT1	-0.4323	-0.6682	-0.172	-0.1254	0.1345	0.3547	Yes
NM_003106	chr3	+	182912415	182914917	SOX2	-0.3299	-0.5458	-0.3936	-0.2413	-0.1388	0.0385	No
NM_000346	chr17	+	67628755	67634155	SOX9	-1.0715	-0.3514	-0.3908	-0.9474	-1.0699	-1.9342	Yes
NM_138473	chr12	+	52060245	52096493	SP1	-0.3646	-0.466	-0.1125	-0.0281	0.2029	0.2683	Yes
NM_080424	chr2	-	230741889	230793071	SP110	-0.1265	-0.3402	-0.4406	-0.622	-0.5069	-0.2489	Yes
NM_172218	chr8	+	101239438	101323306	SPAG1	-0.6681	-0.597	-0.1124	0.1759	0.1473	-0.7301	Yes
NM_006461	chr17	-	23928709	23950183	SPAG5	-0.2191	-0.486	-0.1148	0.0319	0.5731	1.151	Yes
NM_018418	chr14	+	87921764	87974557	SPATA7	-0.351	-0.3375	-0.3697	-0.3746	-0.023	0.1583	Yes
NM_020148	chr18	-	12436510	12647912	SPIRE1	-0.579	-0.5149	-0.0029	0.0098	0.0577	-0.0859	Yes
NM_003563	chr17	-	45031244	45110524	SPOP	-0.2783	-0.6955	-0.0881	-0.1895	-0.1511	0.1423	Yes
NM_032802	chr15	-	48787028	48845202	SPPL2A	-0.3505	-0.7553	-0.27	-0.0369	0.1901	0.3694	Yes
NM_199327	chr4	+	124537405	124544357	SPRY1	-0.5997	-0.4605	-0.4121	-0.3498	-0.8244	-1.1618	Yes
NM_021199	chr15	+	43714547	43770771	SQRDL	-0.2869	-0.7333	-0.417	-0.9406	-0.4503	0.1724	Yes
NM_001047	chr5	+	6686499	6722675	SRD5A1	-0.3282	-0.499	-0.0858	-0.2872	0.0023	0.138	Yes
NM_020762	chr12	+	62524807	62827880	SRGAP1	-0.2454	-0.5262	-0.1314	-0.1838	-0.0454	-0.1359	Yes
NM_198901	chr7	-	87672367	87694244	SRI	-0.2413	-0.3123	-0.2383	-0.1282	-0.5161	-0.4706	No
NM_182692	chr7	-	104544058	104816577	SRPK2	-0.4131	-0.4644	-0.0772	-0.1077	0.0591	0.1852	Yes
NM_012446	chr5	-	80751427	81082828	SSBP2	-0.3742	-1.2259	-0.0585	-0.4233	-0.4186	0.0393	Yes
NM_001009955	chr1	-	54464782	54644680	SSBP3	-0.3277	-0.3741	-0.1774	-0.0404	-0.5871	-0.2484	Yes
NM_018984	chr12	-	107700595	107775488	SSH1	-0.3715	-0.3194	-0.2085	-0.0166	-0.02	0.0858	Yes
NM_003932	chr22	-	39550546	39582633	ST13	-0.3287	-0.6676	-0.0885	-0.0257	0.0468	0.2996	Yes
NM_173344	chr8	-	134536272	134653365	ST3GAL1	-0.4537	-0.5912	-0.1862	-0.8523	-0.6706	-0.9919	Yes
NM_003896	chr2	-	85919781	85969668	ST3GAL5	-0.2509	-0.619	-0.0103	-0.1058	-0.4548	-0.1981	Yes
NR_002330	chr7	-	116379736	116381624	ST7OT1	-0.5119	-0.3587	-0.3202	-0.212	-0.111	-0.1966	Yes
NM_005668	chr5	-	100170538	100266886	ST8SIA4	-0.1563	-0.541	-0.2765	-0.4581	-0.2641	-0.1521	Yes
NM_007315	chr2	-	191542006	191587221	STAT1	-0.2591	-0.6212	-0.3052	-0.3174	-0.1816	-0.3662	Yes
NM_003151	chr2	-	191602550	191724170	STAT4	-0.463	-0.39	-0.1955	-0.4006	-0.5355	-0.746	No
NM_017452	chr20	-	47163282	47238311	STAU1	-0.2864	-0.4768	-0.063	-0.0023	-0.0726	0.2869	Yes
NM_014393	chr8	-	74624394	74821611	STAU2	-0.1621	-0.5138	-0.1217	-0.1553	0.0016	-0.0296	Yes
NM_006873	chr2	+	48661266	48679539	STON1	-0.4578	-0.519	-0.5358	-0.9693	-0.6741	-0.8976	No
NM_152713	chr11	+	124967948	124996490	STT3A	-0.7692	-0.3821	0.201	0.0411	0.5427	0.1704	Yes
NM_177424	chr1	+	27972280	28023550	STX12	-0.2406	-0.5854	-0.1875	-0.4627	-0.2768	0.1834	Yes
NM_001001433	chr20	+	56659733	56687988	STX16	-0.4087	-0.7588	-0.1043	-0.0422	0.2192	-0.0887	Yes
NM_004177	chr11	+	59279464	59326754	STX3	-0.3756	-0.6796	-0.0218	-0.0096	-0.0192	-0.0226	Yes
NM_005819	chr1	-	179208798	179258669	STX6	-0.2635	-0.4015	-0.1576	-0.0468	-0.0149	0.2027	Yes
NM_001032221	chr9	+	129414306	129494816	STXBP1	-0.6464	-0.1886	-0.2513	-0.1644	-0.0983	-0.0018	Yes
NM_001127715	chr6	+	147567200	147750400	STXBP5	-0.4016	-0.3902	-0.1388	-0.2078	-0.0965	-0.0762	Yes
NM_003848	chr3	-	67507832	67787728	SUCLG2	-0.4222	-0.5687	-0.2644	-0.102	0.0842	0.2785	Yes
NM_022491	chr12	+	117298740	117340223	SUDS3	-0.6317	-0.9053	-0.2152	-0.0981	-0.0902	0.1343	Yes
NM_182760	chr3	-	4377829	4483954	SUMF1	-0.3071	-0.3982	-0.3393	-0.6175	-0.7181	-0.169	Yes
NM_001032387	chr12	+	54677309	54685576	SUOX	-0.3275	-0.6349	-0.596	-0.7803	-0.7678	-0.3992	Yes
NM_003170	chr17	+	24013428	24053376	SUPT6H	-0.4478	-0.4126	-0.001	0.1445	0.0326	0.2604	Yes
NM_022486	chr9	-	113842881	113977377	SUSD1	-0.5322	-0.5198	-0.3198	-0.3768	-0.2313	-0.0293	Yes
NM_025185	chr17	+	58440629	58858799	TANC2	-0.4841	-0.6948	-0.2522	0.0433	-0.0095	-0.4792	No
NM_004180	chr2	+	161701711	161800928	TANK	-0.3496	-0.356	-0.2331	-0.0954	-0.0537	-0.334	No
NM_003190	chr6	-	33375449	33389967	TAPBP	-0.3238	-0.3943	-0.1518	-0.0346	-0.1919	-0.5224	Yes
NM_005646	chr1	-	232593681	232681472	TARBP1	-0.9383	-0.6181	-0.3391	-0.4958	-0.1317	-0.2824	Yes
NM_015130	chr4	-	141761385	141896921	TBC1D9	-0.2767	-0.6959	-0.232	-0.2533	0.0327	0.0489	Yes
NM_001128596	chr14	-	91316019	91403633	TC2N	-0.2262	-0.409	-0.1623	-0.186	-0.0882	-0.303	No
NM_031283	chr2	+	85214244	85391016	TCF7L1	0.0324	-0.5518	-0.6258	-0.6469	-1.0162	-1.0112	Yes
NM_030756	chr10	+	114699998	114917424	TCF7L2	-0.5776	-0.7443	-0.4218	-0.4598	-0.2909	-0.1405	Yes
NM_014290	chr9	+	99214122	99298226	TDRD7	-0.3743	-0.6795	-0.3737	-0.4363	-0.3812	0.0322	Yes
NM_003214	chr6	-	35549351	35572839	TEAD3	-0.4766	-0.5566	-0.4043	-0.4328	-0.6121	-0.6683	Yes
