ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_51_P110914	RIKEN cDNA 1700010D01 gene	1700010D01Rik	NM_029590	Mm.336160	76386	ENSMUST00000096366	7.644	2.837	0	0	10.456	Mus musculus RIKEN cDNA 1700010D01 gene (1700010D01Rik), mRNA [NM_029590]	chrX:91060383-91060151	2.815	-2.971	2.666	-2.898
A_51_P228753	RIKEN cDNA 4631416L12 gene	4631416L12Rik	XM_897631	Mm.153974	622434		9.058	2.832	0.044	0	5.779	PREDICTED: Mus musculus RIKEN cDNA 4631416L12 gene, transcript variant 2 (4631416L12Rik), mRNA [XM_897631]	chr3:62523909-62523968	2.629	-2.676	3.425	-2.599
A_52_P727235	similar to C05G5.5	LOC666048	XM_981216	Mm.331779	666048		8.112	2.799	0.001	0	9.722	PREDICTED: Mus musculus similar to C05G5.5 (LOC666048), mRNA [XM_981216]	chr4:113986686-113986745	2.912	-2.85	2.881	-2.553
A_51_P362013	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	Rexo1	NM_025852	Mm.1116	66932	ENSMUST00000038670	11.13	2.788	0.001	0	9.962	Mus musculus REX1, RNA exonuclease 1 homolog (S. cerevisiae) (Rexo1), transcript variant 1, mRNA [NM_025852]	chr10:80331508-80331449	2.722	-2.881	2.943	-2.607
A_51_P424569	TBC1D12: TBC1 domain family, member 12	Tbc1d12	NM_145952	Mm.391153	209478	ENSMUST00000037302	8.569	2.763	0.073	0	5.245	Mus musculus TBC1D12: TBC1 domain family, member 12 (Tbc1d12), mRNA [NM_145952]	chr19:38617510-38618569	2.159	-3.114	2.978	-2.801
A_52_P323936	TBC1D12: TBC1 domain family, member 12	Tbc1d12	NM_145952	Mm.391153	209478	ENSMUST00000037302	9.444	2.76	0.005	0	8.078	Mus musculus TBC1D12: TBC1 domain family, member 12 (Tbc1d12), mRNA [NM_145952]	chr19:38618737-38618796	2.476	-2.929	3.003	-2.634
A_51_P355852	protein kinase C, eta	Prkch	NM_008856	Mm.341677	18755	ENSMUST00000021527	8.253	2.746	0.18	0	4.265	Mus musculus protein kinase C, eta (Prkch), mRNA [NM_008856]	chr12:71729787-71729846	2.035	-3.123	3.039	-2.787
A_52_P300355	RIKEN cDNA 1700019G17 gene	1700019G17Rik	NM_029331	Mm.24454	75541	ENSMUST00000095757	9.083	2.745	0.004	0	8.185	Mus musculus RIKEN cDNA 1700019G17 gene (1700019G17Rik), mRNA [NM_029331]	chr6:85976513-85976454	2.556	-2.81	3.057	-2.557
A_51_P206683	camello-like 2	Cml2	NM_053096	Mm.24251	93673	ENSMUST00000045008	7.733	2.716	0.219	0	4.046	Mus musculus camello-like 2 (Cml2), mRNA [NM_053096]	chr6:85944162-85943993	1.957	-2.968	2.933	-3.006
A_51_P407248	anthrax toxin receptor 1	Antxr1	NM_054041	Mm.232525	69538	ENSMUST00000042025	8.76	2.705	0.329	0	3.591	Mus musculus anthrax toxin receptor 1 (Antxr1), mRNA [NM_054041]	chr6:87209204-87209145	1.923	-3.069	3.078	-2.751
A_51_P122180	zinc finger protein 451	Zfp451	BC019546	Mm.289103	98403	ENSMUST00000044455	8.638	2.698	0.015	0	6.887	Mus musculus zinc finger protein 451, mRNA (cDNA clone MGC:28438 IMAGE:4038791), complete cds. [BC019546]	chr1:34025205-34025146	2.335	-2.782	3.066	-2.61
A_51_P286798	melanoma antigen, family L, 2	Magel2	AK082944	Mm.45207	27385	ENSMUST00000080403	8.182	2.687	0.073	0	5.242	Mus musculus 12 days embryo spinal cord cDNA, RIKEN full-length enriched library, clone:C530016P18 product:melanoma antigen, family L, 2, full insert sequence. [AK082944]	chr7:58131090-58131149	2.23	-2.941	3.113	-2.463
A_51_P256500	spermatogenic Zip 1	Spz1	NM_030237	Mm.23520	79401	ENSMUST00000050658	7.733	2.685	0.049	0	5.681	Mus musculus spermatogenic Zip 1 (Spz1), mRNA [NM_030237]	chr13:89680893-89680834	2.27	-3.123	2.857	-2.488
A_51_P405513	RIKEN cDNA 2410039M03 gene	2410039M03Rik	AK010645	Mm.417831	70019		9.405	2.641	0.143	0	4.514	Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:2410039M03 product:unclassifiable, full insert sequence. [AK010645]	chr7:10214684-10214743	2.162	-3.108	2.941	-2.351
A_51_P262701	carboxypeptidase B2 (plasma)	Cpb2	NM_019775	Mm.24242	56373	ENSMUST00000022576	9.955	2.636	0.002	0	8.943	Mus musculus carboxypeptidase B2 (plasma) (Cpb2), mRNA [NM_019775]	chr14:69963966-69964025	2.48	-2.498	2.884	-2.681
A_51_P489996	dystonin	Dst	NM_010081	Mm.336625	13518	ENSMUST00000088270	10.265	2.633	0.085	0	5.084	Mus musculus dystonin (Dst), transcript variant e, mRNA [NM_010081]	chr1:34406164-34406223	2.13	-2.864	3.057	-2.48
A_51_P287198	keratin 23	Krt23	NM_033373	Mm.290657	94179	ENSMUST00000006969	8.036	2.616	0.2	0	4.145	Mus musculus keratin complex 1, acidic, gene 23 (Krt1-23), mRNA [NM_033373]	chr11:99587177-99587118	2.061	-3.113	2.902	-2.388
A_52_P259184	gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 1	Gabra1	NM_010250	Mm.338713	14394	ENSMUST00000020707	7.521	2.594	0.103	0	4.872	Mus musculus gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 1 (Gabra1), mRNA [NM_010250]	chr11:42092221-42092162	1.969	-2.753	2.772	-2.883
A_51_P359822	surfactant associated protein D	Sftpd	NM_009160	Mm.1321	20390	ENSMUST00000077136	7.404	2.565	0.032	0	6.118	Mus musculus surfactant associated protein D (Sftpd), mRNA [NM_009160]	chr14:38598764-38598705	2.132	-2.922	2.515	-2.693
A_51_P466448	cDNA sequence BC035295	BC035295	NM_153407	Mm.294969	207785	ENSMUST00000061457	9.355	2.561	0.003	0	8.644	Mus musculus cDNA sequence BC035295 (BC035295), mRNA [NM_153407]	chr15:100467058-100466999	2.674	-2.437	2.775	-2.358
A_52_P211150	olfactory receptor 20	Olfr20	NM_146923	Mm.246526	258925	ENSMUST00000074410	8.435	2.559	0.021	0	6.583	Mus musculus olfactory receptor 20 (Olfr20), mRNA [NM_146923]	chr11:73436078-73436137	2.76	-2.311	2.88	-2.286
A_52_P595954	Wolf-Hirschhorn syndrome candidate 2 (human)	Whsc2	NM_011914	Mm.332320	24116	ENSMUST00000030993	13.357	2.553	0.016	0	6.865	Mus musculus Wolf-Hirschhorn syndrome candidate 2 (human) (Whsc2), mRNA [NM_011914]	chr5:32960796-32960737	2.384	-2.734	2.854	-2.241
A_52_P613358	DnaJ (Hsp40) homolog, subfamily B, member 9	Dnajb9	NM_013760	Mm.27432	27362	ENSMUST00000015049	9.334	2.552	0.004	0	8.21	Mus musculus DnaJ (Hsp40) homolog, subfamily B, member 9 (Dnajb9), mRNA [NM_013760]	chr12:42082965-42082906	2.307	-2.835	2.541	-2.526
A_51_P135622	deubiquitinating enzyme 2	Dub2	NM_010089	Mm.382906	13532	ENSMUST00000079348	7.972	2.546	0.005	0	7.971	Mus musculus deubiquitinating enzyme 2 (Dub2), mRNA [NM_010089]	chr7:99470286-99470345	2.694	-2.585	2.693	-2.212
A_51_P184508	spermatogenesis associated glutamate (E)-rich protein 5, pseudogene 1	Speer5-ps1	AK005695	Mm.87073	70365		7.932	2.534	0.172	0	4.31	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700007C10 product:similar to 4933431D05RIK PROTEIN [Mus musculus], full insert sequence [AK005695]	chr10:44031482-44031541	1.921	-2.896	2.846	-2.474
A_51_P210082	excision repair cross-complementing rodent repair deficiency, complementation group 4	Ercc4	NM_015769	Mm.287837	50505	ENSMUST00000023206	12.709	2.533	0.017	0	6.808	Mus musculus excision repair cross-complementing rodent repair deficiency, complementation group 4 (Ercc4), mRNA [NM_015769]	chr16:12694397-12694456	2.61	-2.616	2.789	-2.118
A_51_P124477	regulatory factor X-associated protein	Rfxap	NM_133231	Mm.185735	170767	ENSMUST00000044373	12.353	2.532	0.062	0	5.427	Mus musculus regulatory factor X-associated protein (Rfxap), mRNA [NM_133231]	chr3:54933765-54933706	2.378	-2.41	3.081	-2.259
A_52_P634250	lectin, galactose binding, soluble 4	Lgals4	NM_010706	Mm.210336	16855	ENSMUST00000066723	9.372	2.511	0.081	0	5.137	Mus musculus lectin, galactose binding, soluble 4 (Lgals4), mRNA [NM_010706]	chr7:25775064-25775315	2.004	-2.87	2.749	-2.42
A_51_P436068	adrenomedullin receptor	Admr	NM_007412	Mm.2857	11536		8.618	2.51	0.382	0.001	3.427	Mus musculus adrenomedullin receptor (Admr), mRNA [NM_007412]	chr10:127251148-127251089	2.409	-3.266	2.198	-2.167
A_51_P291501	uracil DNA glycosylase 2	Ung2	AK053890	Mm.25457	218630	ENSMUST00000038404	11.092	2.505	0.112	0	4.782	Mus musculus 0 day neonate eyeball cDNA, RIKEN full-length enriched library, clone:E130318K11 product:similar to URACIL-DNA GLYCOSYLASE 2 [Homo sapiens], full insert sequence [AK053890]	chr13:110146500-110146559	2.326	-2.635	3.007	-2.052
A_51_P233267			ENSMUST00000090178	Mm.256488	NA	ENSMUST00000090178	9.326	2.486	0.087	0	5.06	PREDICTED: Mus musculus DnaJ (Hsp40) homolog, subfamily B, member 14, transcript variant 1 (Dnajb14), mRNA [XM_131212]	chr3:137710598-137712167	2.04	-2.53	2.979	-2.395
A_52_P299746	calcium binding protein 39	Cab39	NM_133781	Mm.26135	12283	ENSMUST00000097666	12.301	2.483	0.074	0	5.239	Mus musculus calcium binding protein 39 (Cab39), mRNA [NM_133781]	chr1:85750402-85750461	2.204	-2.61	2.959	-2.16
A_51_P487487	spermatogenesis associated glutamate (E)-rich protein 4d	Speer4d	NM_025759	Mm.425235	360220	ENSMUST00000095006	7.583	2.476	0.268	0	3.823	Mus musculus spermatogenesis associated glutamate (E)-rich protein 4d (Speer4d), mRNA [NM_025759]	chr5:14610173-14610975	1.802	-2.819	2.805	-2.477
A_51_P126702	DNA-damage-inducible transcript 4-like	Ddit4l	NM_030143	Mm.250841	73284	ENSMUST00000053855	11.664	2.468	0.021	0	6.594	Mus musculus DNA-damage-inducible transcript 4-like (Ddit4l), mRNA [NM_030143]	chr3:137434651-137434710	2.298	-2.785	2.634	-2.154
A_51_P404779	zinc finger protein 217	Zfp217	NM_001033299	Mm.22858	228913	ENSMUST00000063710	10.632	2.467	0.073	0	5.254	Mus musculus zinc finger protein 217 (Zfp217), mRNA [NM_001033299]	chr2:169903177-169903118	2.376	-2.551	2.919	-2.024
A_52_P552955	dystonin	Dst	AK029396	Mm.336625	13518		10.413	2.463	0.033	0	6.091	Mus musculus 0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833429F11 product:dystonin, full insert sequence. [AK029396]	chr1:34406770-34406829	2.336	-2.709	2.738	-2.07
A_52_P552401			NAP113099-1		NA		12.268	2.463	0.287	0	3.745		chrUn_random:2152569-2152628	2.099	-2.453	3.143	-2.156
A_52_P26409			M32070	Mm.1273	NA		8.502	2.461	0	0	10.273	Mouse retinoic acid receptor gamma 3 mRNA, 5 end. [M32070]	chr15:102228196-102228137	2.376	-2.554	2.368	-2.548
A_52_P203301	cDNA sequence BC061237	BC061237	NM_198677	Mm.293026	385138	ENSMUST00000096899	7.557	2.445	0.47	0.001	3.194	Mus musculus cDNA sequence BC061237 (BC061237), mRNA [NM_198677]	chrUn_random:10614828-10614769	1.676	-2.794	2.728	-2.582
A_52_P460836	RIKEN cDNA B430119L13 gene	B430119L13Rik	NM_177303	Mm.386903	320974	ENSMUST00000049787	8.749	2.437	0.001	0	9.959	Mus musculus RIKEN cDNA B430119L13 gene (B430119L13Rik), mRNA [NM_177303]	chr2:132609666-132609607	2.269	-2.536	2.449	-2.494
A_52_P519086			TC1495159		NA		7.418	2.429	0.005	0	8.116		chr17:60683445-60683386	2.44	-2.218	2.348	-2.707
A_51_P461040	RIKEN cDNA 2300002G24 gene	2300002G24Rik	NM_028798	Mm.35806	74175	ENSMUST00000029521	8.618	2.425	0.008	0	7.523	Mus musculus RIKEN cDNA 2300002G24 gene (2300002G24Rik), mRNA [NM_028798]	chr3:93120366-93120307	2.219	-2.708	2.53	-2.241
A_52_P468068	trichohyalin	Tchh	XM_001000857	Mm.316671	99681		7.572	2.423	0.064	0	5.394	PREDICTED: Mus musculus trichohyalin (Tchh), mRNA [XM_001000857]	chr3:93550647-93550706	1.968	-2.809	2.353	-2.56
A_51_P323770	RIKEN cDNA 1700049M11 gene	1700049M11Rik	NM_183271	Mm.142735	68221	ENSMUST00000063251	7.945	2.421	0.008	0	7.506	Mus musculus RIKEN cDNA 1700049M11 gene (1700049M11Rik), mRNA [NM_183271]	chr2:163940620-163940561	2.738	-2.267	2.216	-2.461
A_52_P130596	activating transcription factor 2	Atf2	NM_009715	Mm.209903	11909	ENSMUST00000100009	9.608	2.417	0.454	0.001	3.232	Mus musculus activating transcription factor 2 (Atf2), transcript variant 2, mRNA [NM_009715]	chr2:73672251-73672192	1.72	-2.804	2.796	-2.347
A_52_P480470	storkhead box 1	Stox1	AK028920	Mm.39821	216021	ENSMUST00000045500	8.566	2.412	0.001	0	9.835	Mus musculus 10 days neonate skin cDNA, RIKEN full-length enriched library, clone:4732470K04 product:weakly similar to CDNA FLJ25135 FIS, CLONE CBR06974 [Homo sapiens], full insert sequence. [AK028920]	chr10:62178170-62178111	2.272	-2.536	2.486	-2.354
A_51_P207028	vomeronasal 1 receptor, E6	V1re6	NM_134195	Mm.377187	171229		7.469	2.407	0.04	0	5.899	Mus musculus vomeronasal 1 receptor, E6 (V1re6), mRNA [NM_134195]	chr17:18912162-18912221	1.947	-2.58	2.673	-2.426
A_52_P667302	preferentially expressed antigen in melanoma like 4	Pramel4	NM_178248	Mm.271697	347709	ENSMUST00000091676	7.92	2.404	0.424	0.001	3.31	Mus musculus preferentially expressed antigen in melanoma like 4 (Pramel4), mRNA [NM_178248]	chr4:143480833-143480892	1.853	-2.821	2.837	-2.104
A_51_P135517	coagulation factor C homolog (Limulus polyphemus)	Coch	NM_007728	Mm.21325	12810	ENSMUST00000085412	8.166	2.398	0.024	0	6.42	Mus musculus coagulation factor C homolog (Limulus polyphemus) (Coch), mRNA [NM_007728]	chr12:49618352-49618411	2.231	-2.831	2.226	-2.303
A_51_P212356	cysteine-rich perinuclear theca 3	Cypt3	NM_173367	Mm.46095	69361	ENSMUST00000056754	7.787	2.39	0.009	0	7.469	Mus musculus cysteine-rich perinuclear theca 3 (Cypt3), mRNA [NM_173367]	chrX:148317876-148317935	2.164	-2.662	2.507	-2.228
A_51_P413302	thyroid peroxidase	Tpo	NM_009417	Mm.4991	22018	ENSMUST00000021005	7.529	2.371	0.007	0	7.754	Mus musculus thyroid peroxidase (Tpo), mRNA [NM_009417]	chr12:27895615-27895556	2.151	-2.663	2.28	-2.392
A_51_P501364	T-box 21	Tbx21	NM_019507	Mm.94519	57765	ENSMUST00000001484	8.379	2.366	0.03	0	6.182	Mus musculus T-box 21 (Tbx21), mRNA [NM_019507]	chr11:97207201-97207142	2.484	-2.395	2.643	-1.943
A_52_P373912	hypothetical protein LOC666415	LOC666415	XM_983688	Mm.425874	666415		7.767	2.347	0.002	0	8.985	PREDICTED: Mus musculus hypothetical protein LOC666415 (LOC666415), mRNA [XM_983688]	chr14:038745869-038745927	2.125	-2.37	2.485	-2.407
A_51_P513311	retinoid X receptor gamma	Rxrg	NM_009107	Mm.3475	20183	ENSMUST00000015987	8.339	2.347	0.135	0	4.575	Mus musculus retinoid X receptor gamma (Rxrg), mRNA [NM_009107]	chr1:167616274-167616333	1.988	-2.867	2.439	-2.096
A_51_P165087	snail homolog 1 (Drosophila)	Snai1	NM_011427	Mm.2093	20613	ENSMUST00000052631	8.657	2.346	0.046	0	5.737	Mus musculus snail homolog 1 (Drosophila) (Snai1), mRNA [NM_011427]	chr2:167283227-167283286	2.027	-2.749	2.453	-2.155
A_51_P247014	gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 1	Gabra1	NM_010250	Mm.338713	14394	ENSMUST00000020707	7.513	2.345	0.016	0	6.825	Mus musculus gamma-aminobutyric acid (GABA-A) receptor, subunit alpha 1 (Gabra1), mRNA [NM_010250]	chr11:42090133-42090074	1.973	-2.573	2.364	-2.468
A_51_P365202	zinc finger protein 560	Zfp560	NM_001004190	Mm.379669	434377		7.31	2.313	0.244	0	3.924	Mus musculus zinc finger protein 560 (Zfp560), mRNA [NM_001004190]	chr9:20219907-20219848	2.226	-2.897	1.846	-2.282
A_52_P1110812			TC1453066		NA		7.389	2.3	0.003	0	8.499		chr6:73726480-73726421	2.09	-2.406	2.473	-2.231
A_52_P511243			TC1479186		NA		7.241	2.297	0.016	0	6.855	SP10_HUMAN (P23497) Nuclear autoantigen Sp-100 (Speckled 100 kDa) (Nuclear dot-associated Sp100 protein) (Lysp100b), partial (3%) [TC1479186]	chr1:85164235-85164176	1.993	-2.386	2.219	-2.591
A_52_P420234			NAP106399-1		NA		7.582	2.292	0.019	0	6.688		chr5:14390636-14390695	2.076	-2.329	2.648	-2.117
A_51_P505521	histone 1, H4i	Hist1h4i	BF467941	Mm.14775	319158		10.83	2.289	0.031	0	6.16	UI-M-CC0-ayb-f-07-0-UI.r1 NIH_BMAP_Ret1 Mus musculus cDNA clone UI-M-CC0-ayb-f-07-0-UI 5. [BF467941]	chr13:21406575-21406569	1.972	-2.5	2.566	-2.116
A_52_P541752	DNA-damage-inducible transcript 4-like	Ddit4l	NM_030143	Mm.250841	73284	ENSMUST00000053855	11.497	2.279	0.013	0	7.061	Mus musculus DNA-damage-inducible transcript 4-like (Ddit4l), mRNA [NM_030143]	chr3:137434611-137434670	1.965	-2.44	2.492	-2.22
A_52_P1052802			AK089990	Mm.360674	NA		7.526	2.274	0.263	0	3.841	Mus musculus RCB-0559 K-1 . F1 cDNA, RIKEN full-length enriched library, clone:G430046J05 product:unclassifiable, full insert sequence. [AK089990]	chr10:126591389-126591330	1.889	-2.863	2.324	-2.021
A_52_P34861	spermatogenesis associated glutamate (E)-rich protein 7, pseudogene 1	Speer7-ps1	AK016255	Mm.425234	75858		8.073	2.272	0.024	0	6.426	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930568L21 product:unclassifiable, full insert sequence [AK016255]		2.136	-2.158	2.68	-2.114
A_52_P362061	retinol dehydrogenase 1 (all trans)	Rdh1	NM_080436	Mm.235814	107605	ENSMUST00000073639	7.366	2.269	0.035	0	6.046	Mus musculus retinol dehydrogenase 1 (all trans) (Rdh1), mRNA [NM_080436]	chr10:127266114-127266173	1.978	-2.635	2.364	-2.097
A_51_P467238	CEA-related cell adhesion molecule 19	Ceacam19	NM_177036	Mm.215839	319930	ENSMUST00000052605	8.131	2.266	0.001	0	9.489	Mus musculus CEA-related cell adhesion molecule 19 (Ceacam19), mRNA [NM_177036]	chr7:17559509-17559450	2.165	-2.331	2.406	-2.163
A_52_P648524	deiodinase, iodothyronine type III	Dio3	NM_172119	Mm.154427	107585		10.426	2.265	0.02	0	6.596	Mus musculus deiodinase, iodothyronine type III (Dio3), mRNA [NM_172119]	chr12:107799167-107799226	2.119	-2.647	2.07	-2.224
A_51_P217336	secretory carrier membrane protein 1	Scamp1	NM_029153	Mm.201455	107767	ENSMUST00000022197	12.328	2.262	0.045	0	5.778	Mus musculus secretory carrier membrane protein 1 (Scamp1), mRNA [NM_029153]	chr13:91264693-91264634	1.864	-2.605	2.242	-2.335
A_51_P343146	RIKEN cDNA 1700023I07 gene	1700023I07Rik	AK133428	Mm.217475	76705	ENSMUST00000063668	6.885	2.254	0.09	0	5.023	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933427K18 product:hypothetical Protein phosphatase inhibitor 2 (IPP-2) containing protein, full insert sequence. [AK133428]	chrX:20895410-20895469	2.164	-2.74	1.905	-2.209
A_51_P474701	fructose bisphosphatase 1	Fbp1	NM_019395	Mm.423078	14121	ENSMUST00000092888	9.564	2.252	0.001	0	9.278	Mus musculus fructose bisphosphatase 1 (Fbp1), mRNA [NM_019395]	chr13_random:822321-822380	2.234	-2.426	2.24	-2.109
A_51_P415395	RIKEN cDNA 3300001A09 gene	3300001A09Rik	BC039571	Mm.105353	75697	ENSMUST00000068526	9.13	2.245	0.053	0	5.586	Mus musculus RIKEN cDNA 3300001A09 gene, mRNA (cDNA clone MGC:48200 IMAGE:1515262), complete cds. [BC039571]	chr9:67791604-67791663	2.197	-2.239	2.656	-1.889
A_51_P360658	olfactory receptor 120	Olfr120	NM_146631	Mm.272073	258624	ENSMUST00000077498	7.016	2.231	0.001	0	9.641	Mus musculus olfactory receptor 120 (Olfr120), mRNA [NM_146631]	chr17:35899315-35899373	2.078	-2.227	2.296	-2.325
A_51_P419768	regulator of G-protein signaling 2	Rgs2	NM_009061	Mm.28262	19735	ENSMUST00000027606	8.638	2.231	0.075	0	5.223	Mus musculus regulator of G-protein signaling 2 (Rgs2), mRNA [NM_009061]	chr1:143927503-143927444	1.943	-2.433	2.595	-1.952
A_51_P380178	inhibitor of DNA binding 3	Id3	NM_008321	Mm.110	15903	ENSMUST00000008016	10.493	2.214	0.004	0	8.203	Mus musculus inhibitor of DNA binding 3 (Id3), mRNA [NM_008321]	chr4:135522597-135522771	2.293	-1.95	2.319	-2.295
A_52_P525207	RIKEN cDNA C130073F10 gene	C130073F10Rik	NM_177731	Mm.34251	242574	ENSMUST00000051043	8.826	2.213	0.002	0	8.78	Mus musculus RIKEN cDNA C130073F10 gene (C130073F10Rik), mRNA [NM_177731]	chr4:101266804-101266745	1.999	-2.34	2.229	-2.283
A_52_P337236	RNA and export factor binding protein 2	Refbp2	NM_019484	Mm.389208	56009	ENSMUST00000081527	14.184	2.206	0.103	0	4.87	Mus musculus RNA and export factor binding protein 2 (Refbp2), mRNA [NM_019484]	chr1:171474304-171474363	1.875	-2.351	2.632	-1.967
A_52_P332788	RIKEN cNDA C130026I21 gene	C130026I21Rik	XM_001006072	Mm.416950	75307		7.236	2.194	0.003	0	8.561	PREDICTED: Mus musculus RIKEN cNDA C130026I21 gene (C130026I21Rik), mRNA [XM_001006072]	chr1:85212617-85212673	2.205	-2.136	2.032	-2.405
A_51_P326555	RIKEN cDNA 1700093K21 gene	1700093K21Rik	AK007052	Mm.87328	67358		7.576	2.186	0.422	0.001	3.313	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700093K21 product:1700093K21RIK PROTEIN homolog [Mus musculus], full insert sequence. [AK007052]	chr11:23468436-23468377	1.652	-2.759	2.17	-2.161
A_52_P320156	RIKEN cDNA E430024C06 gene	E430024C06Rik	AK088706	Mm.347827	319443		7.147	2.179	0.026	0	6.366	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:E430024C06 product:unclassifiable, full insert sequence [AK088706]	chr6:41131149-41131090	1.838	-2.476	2.201	-2.202
A_51_P505400	RIKEN cDNA 9630003H22 gene	9630003H22Rik	AK020669	Mm.338713	78567		7.169	2.178	0.326	0	3.603	Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630003H22 product:unclassifiable, full insert sequence. [AK020669]	chr11:42138105-42138046	1.971	-2.802	2.103	-1.837
A_52_P981301			A_52_P981301		NA		14.209	2.171	1	0.002	0.835			2.899	-1.77	2.559	-1.456
A_52_P430304	hypothetical LOC545136	LOC545136	XM_619361	Mm.324745	545136		7.446	2.17	0.077	0	5.194	PREDICTED: Mus musculus hypothetical LOC545136 (LOC545136), mRNA [XM_619361]	chr15:99256356-99256297	1.871	-2.23	2.602	-1.976
A_52_P52586	RIKEN cDNA 1700065A05 gene	1700065A05Rik	XM_283972	Mm.273718	329877	ENSMUST00000045512	8.863	2.168	0.421	0.001	3.317	PREDICTED: Mus musculus RIKEN cDNA 1700065A05 gene, transcript variant 1 (1700065A05Rik), mRNA [XM_283972]	chr4:86252745-86252804	1.541	-2.606	2.245	-2.281
A_52_P407198	RIKEN cDNA A430060F13 gene	A430060F13Rik	NM_183153	Mm.255799	217122		10.542	2.162	0.109	0	4.809	Mus musculus RIKEN cDNA A430060F13 gene (A430060F13Rik), mRNA [NM_183153]	chr11:94970028-94969969	2.054	-2.105	2.651	-1.836
A_52_P437820			AK043869	Mm.404734	NA		8.066	2.15	0.087	0	5.053	Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830044A12 product:unclassifiable, full insert sequence. [AK043869]	chr1:51816170-51816111	2.122	-2.269	2.496	-1.712
