FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00003505-1	Hspc171	HSPC171 protein	U009744	NM_025486.1	AK002499		4.3429	4.2818	4.6518	3	0.143703348
Z00031551-1	Crim1	cysteine-rich motor neuron 1	U018233	XM_128751.5	AF168680		3.9636	3.9244	4.2943	3	0.132822123
Z00025788-1	Mug2	murinoglobulin 2	U007365	NM_008646.1	BC061166		2.3073	2.2712	2.6401	3	0.13220789
Z00034507-1	Dbt	dihydrolipoamide branched chain transacylase E2	U003771	NM_010022.1	AK075831	MGI:105386	3.6618	3.6815	4.0303	3	0.129184121
Z00010573-1	1110030H10Rik	RIKEN cDNA 1110030H10 gene	U015054	NM_030257.1	AK029514		2.6354	2.6686	3.0037	3	0.137181211
Z00055945-1	2810013E07Rik	RIKEN cDNA 2810013E07 gene	U024843	NM_178112.3	AK012736		2.7457	2.6882	3.0564	3	0.143253189
Z00041812-1	Tmed1	transmembrane emp24 domain containing 1	U030583	NM_010744.1	AK212382	MGI:106201	4.4043	4.3701	4.7381	3	0.132082802
Z00018942-1	Cldn12	claudin 12	U208898	NM_022890.1	AF247664		3.437	3.4733	3.8031	3	0.140754644
Z00036939-1	Bc038479	cDNA sequence BC038479	U030628	NM_153803.1	AK033400		2.9873	2.9622	3.3277	3	0.130194189
Z00019091-1	C030027K23Rik	RIKEN cDNA C030027K23 gene	U015680	XM_127766.3	AK021107		3.1958	3.2575	3.5608	3	0.157493123
Z00028096-1	4933406K04Rik	RIKEN cDNA 4933406K04 gene	U034326		AK015208		2.9604	2.9444	3.309	3	0.127316632
Z00055564-1	Habp2	hyaluronic acid binding protein 2	U019595	NM_146101.1	AK128915		2.2347	2.2615	2.5981	3	0.137269759
Z00006343-1	4930471M23Rik	RIKEN cDNA 4930471M23 gene	U005422	NM_175675.1	AK015555		2.9851	2.9335	3.2967	3	0.14426823
Z00034029-1	Ak220484,Loc381157	cDNA sequence AK220484	U068788	XM_355079.2	AK215054	MGI:3576497	2.5963	2.6349	2.9593	3	0.144553725
Z00036632-1	D7Ertd458E	Mus musculus DNA segment, Chr 7, ERATO Doi 458, expressed (D7Ertd458e), mRNA	U146393	NM_009310.1	AB195430	MGI:1196266	4.1334	4.19	4.4959	3	0.156112482
Z00011083-1	H13	histocompatibility 13	U002650	NM_010376.2	AF017785	MGI:95886	4.3579	4.316	4.678	3	0.140514141
Z00035585-1	Bc011209	cDNA sequence BC011209	U014214	NM_145447.1	AK049494	MGI:2384974	3.1725	3.1233	3.4849	3	0.144367599
Z00063179-1	Ablim1	Mus musculus actin-binding LIM protein 1 (Ablim1), mRNA	U039175	NM_178688.2	AF316037	MGI:1194500	2.8385	2.8755	3.1995	3	0.145150638
Z00036527-1	Pik3C2A	phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide	U029163	NM_011083.1	AK013614		2.721	2.6698	3.0298	3	0.146656474
Z00020444-1	Camk2D	calcium/calmodulin-dependent protein kinase II, delta	U003824	NM_023813.2	AF059029	MGI:1341265	3.7234	3.7339	4.082	3	0.132058269
Z00056809-1	Ttc18	tetratricopeptide repeat domain 18	U035276	XM_127606.4	AK017232		1.6957	1.6595	2.0143	3	0.143741273
Z00005577-1	Fndc3A	fibronectin type III domain containing 3a	U035759	NM_207636.1	AK032733	MGI:1196463	3.3517	3.3867	3.705	3	0.149991848
Z00001939-1	Afg3L1	AFG3(ATPase family gene 3)-like 1 (yeast)	U009941	NM_054070.1	AF329695		3.9049	3.9005	4.2528	3	0.133196346
Z00000626-1	Crry	complement receptor related protein	U022232	NM_013499.2	AK004825	MGI:88513	3.8529	3.8897	4.205	3	0.151992569
Z00010704-1	Jagn1	jagunal homolog 1 (Drosophila)	U007269	NM_026365.1	AK003673		3.3556	3.3828	3.7076	3	0.146508076
Z00033037-1	B230399H06Rik	RIKEN cDNA B230399H06 gene	U051839	XM_358152.2	L09047	MGI:2686371	2.6732	2.6337	2.9834	3	0.149401596
Z00025828-1	Fgf10	fibroblast growth factor 10	U015282	NM_008002.3	AB064594	MGI:1099809	3.2342	3.279	3.5839	3	0.158643245
Z00043494-1	5430416O09Rik	RIKEN cDNA 5430416O09 gene	U004249	NM_027789.2	AK017317		2.2512	2.2661	2.5999	3	0.14234425
Z00062186-1	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	U026939	NM_029438.2	AK015264		3.9571	3.9498	4.2982	3	0.137357663
Z00042052-1	Ai449175	expressed sequence AI449175	U046602	NM_172754.1	AK079745		3.3263	3.3417	3.6728	3	0.144375395
Z00048493-1	Bc020108	cDNA sequence BC020108	U018784		AK020607		3.396	3.4085	3.7408	3	0.144200541
Z00034876-1	B930090D16Rik	RIKEN cDNA B930090D16 gene	U063645	NM_177602.2	CL459022		3.8339	3.7986	4.143	3	0.151813646
Z00013083-1	Rab6Ip2	Rab6 interacting protein 2	U027799	NM_053204.1	AF340028	MGI:2151013	3.3716	3.3652	3.7095	3	0.140380936
Z00024187-1	Slc22A1	solute carrier family 22 (organic cation transporter), member 1	U037425	NM_009202.2	AF010259	MGI:108111	3.3381	3.3323	3.6752	3	0.141312567
Z00022985-1	Tcf23	transcription factor 23	U005432	NM_053085.1	AF142405	MGI:1934960	2.7954	2.7945	3.1368	3	0.14015922
Z00011927-1	Arfgap1	ADP-ribosylation factor GTPase activating protein 1	U002972	NM_145760.2	AJ401461	MGI:2183559	3.8246	3.8185	4.1601	3	0.142473527
Z00003450-1	Letm1	leucine zipper-EF-hand containing transmembrane protein 1	U026091	NM_019694.1	AB041582		1.797	1.8248	2.1376	3	0.155887126
Z00056464-1	Pgm3	Mus musculus phosphoglucomutase 3 (Pgm3), mRNA	U031159	NM_028352.2	AK013402	MGI:97566	3.3435	3.3778	3.6838	3	0.1598193
Z00064629-1	Ifnk	interferon kappa precursor	U056480	NM_199157.1			2.1728	2.1989	2.5112	3	0.156686445
Z00004466-1	Lhfpl2	lipoma HMGIC fusion partner-like 2	U015126	NM_172589.1	AK030103		3.8973	3.8787	4.2155	3	0.151007024
Z00007316-1	9130229H14Rik	RIKEN cDNA 9130229H14 gene	U062618	XM_135706.4	AK078951		3.8138	3.7951	4.1301	3	0.152515599
Z00045102-1	Card6	caspase recruitment domain family, member 6	U035978	XM_139295.2	AK052796		2.1148	2.0952	2.4299	3	0.153115284
Z00018746-1	C78915	expressed sequence C78915	U010990	NM_019704.1	AF134238	MGI:1930765	3.0959	3.0915	3.4247	3	0.148720082
Z00060233-1	Olfr1392	olfactory receptor 1392	U012524	NM_146470.1		MGI:3031226	3.5463	3.5615	3.8771	3	0.156874439
Z00058600-1	Epgn	epithelial mitogen	U104432	NM_053087.1	AJ291391	MGI:1919170	2.8545	2.8456	3.1763	3	0.152335497
Z00006810-1	Gosr2	golgi SNAP receptor complex member 2	U033512	NM_019650.2	AF007550	MGI:1927204	2.8442	2.8365	3.1659	3	0.15296506
Z00015227-1	Acsl5	acyl-CoA synthetase long-chain family member 5	U019587	NM_027976.1	AK006541	MGI:1919129	2.6559	2.6548	2.9828	3	0.151831766
Z00037510-1	4831417L10	Mus musculus hypothetical protein 4831417L10 (4831417L10), mRNA	U030878	NM_177769.2	AK029207		2.5351	2.5383	2.8616	3	0.15424414
Z00038994-1	D1Bwg1363E	DNA segment, Chr 1, Brigham & Womens Genetics 1363 expressed	U021503	NM_001001565.1	AK006466		3.3852	3.3748	3.7008	3	0.156709697
Z00011288-1	Ndel1	nuclear distribution gene E-like homolog 1 (A. nidulans)	U032947	NM_023668.1	AF290472	MGI:1932915	4.076	4.0975	4.4007	3	0.165115748
Z00031395-1	4732487G21Rik	RIKEN cDNA 4732487G21 gene	U034196		BC014690		2.6702	2.6901	2.9939	3	0.165062316
Z00030809-1	0610011I04Rik	RIKEN cDNA 0610011I04 gene	U041332	NM_025326.2	AB063313		4.0686	4.0609	4.38	3	0.161353904
Z00017793-1	Ssr1	signal sequence receptor, alpha	U034695	NM_025965.2	AF326229	MGI:105082	4.3656	4.3514	4.6683	3	0.165548943
Z00018353-1	Wbp5	WW domain binding protein 5	U020222	NM_011712.1	AK002214		4.0887	4.0884	4.4041	3	0.161554865
Z00062802-1	Snx12	sorting nexin 12	U039576	NM_018875.1	AF062484		3.8665	3.8733	4.1816	3	0.165256417
Z00060336-1	Evi5	ecotropic viral integration site 5	U026522	NM_007964.1	AK192278	MGI:104736	3.2847	3.2852	3.5987	3	0.16307478
Z00035318-1	Slc9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1	U004916	NM_016981.1	AK178245	MGI:102462	4.0899	4.0833	4.3929	3	0.168697989
