ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI031F09	TATDN2	TatD DNase domain containing 2	Hs.475401	49404	BX089710	1.23	0.00
HSI041C07	GTF3C3	General transcription factor IIIC, polypeptide 3, 102kDa	Hs.470996	211184	BX106805	1.23	0.00
HSI153E10	C6orf70	Chromosome 6 open reading frame 70	Hs.47546	283453	BX118878	1.23	0.00
HSI015E05	SEC24B	SEC24 related gene family, member B (S. cerevisiae)	Hs.292472	38607	BX110457	1.23	0.00
HSI104D04	ZNF83	Zinc finger protein 83 (HPF1)	Hs.467210	2227572	BX112357	1.23	0.00
HSI049E12	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	Hs.12707	270879	BX117073	1.23	0.00
HSI083C10	AQP9	Aquaporin 9	Hs.104624	1046484	BX105407	1.23	0.00
HSI153C12	KLF7	Kruppel-like factor 7 (ubiquitous)	Hs.471221	282810	BX108534	1.23	0.12
HSI066H01	ZA20D3	Zinc finger, A20 domain containing 3	Hs.306329	471624	BX109037	1.23	0.16
HSI037B10	SEPTIN8	Septin 8	Hs.533017	193337	BX115917	1.23	0.00
HSI152A02	EST	Transcribed locus	Hs.568230	278684	BX112397	1.23	0.00
HSI050H10	WDR26	WD repeat domain 26	Hs.497873	279007	BX118730	1.22	0.00
HSI037F08	ZNF313	Zinc finger protein 313	Hs.144949	197348	BX110198	1.22	0.58
HSI131H12	SATB1	Special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNAs)	Hs.517717	43364	BX090845	1.22	0.00
HSI082A11	SIP1	Survival of motor neuron protein interacting protein 1	Hs.533862	814008	BX109093	1.22	0.00
HSI111A07	FLJ36748	Hypothetical protein FLJ36748	Hs.483793	66333	BX094937	1.22	0.00
HSI075A05	SMPDL3A	Sphingomyelin phosphodiesterase, acid-like 3A	Hs.486357	753444	BX102025	1.22	0.00
HSI038F08	CYP8B1	Cytochrome P450, family 8, subfamily B, polypeptide 1	Hs.447793	203585	BX119155	1.22	0.00
HSI167C11	LNX1	Ligand of numb-protein X 1	Hs.407755	811728	BX115080	1.22	0.00
HSI065G10	CASP3	Caspase 3, apoptosis-related cysteine peptidase	Hs.141125	428165	BX115068	1.22	0.00
HSI070G10	KIAA0999	KIAA0999 protein	Hs.167451	726936	AA398438	1.22	0.00
HSI177G11	LOC388144	Hypothetical LOC388144	Hs.525933	1755628	BX111202	1.22	0.00
HSI014H10	ATG5	ATG5 autophagy related 5 homolog (S. cerevisiae)	Hs.486063	35441	BX099163	1.22	0.00
HSI048B09	TCEAL7	Transcription elongation factor A (SII)-like 7	Hs.21861	265668	BX094143	1.22	0.00
HSI009F01	EST	Transcribed locus	Hs.570590	26562	CR738374	1.22	0.00
HSI164D04	IFNAR1	Interferon (alpha, beta and omega) receptor 1	Hs.529400	755413	BX107594	1.22	0.00
HSI052D06	ARID1A	AT rich interactive domain 1A (SWI- like)	Hs.468972	289719	BX106646	1.22	0.00
HSI068D06	ZFYVE9	Zinc finger, FYVE domain containing 9	Hs.532345	505501	BX096354	1.22	0.00
HSI150A07	HKR1	GLI-Kruppel family member HKR1	Hs.129165	1601854	BX115878	1.22	0.00
HSI057B06	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	Hs.16019	320553	BX109147	1.22	0.00
HSI108H06	BTG3	BTG family, member 3	Hs.473420	2394573	BX101397	1.22	0.00
HSI022F03	CHD2	Chromodomain helicase DNA binding protein 2	Hs.220864	137211	BX114269	1.22	0.00
HSI137H05	EST	Transcribed locus	Hs.548107	198535	BX089745	1.22	0.00
HSI068E05	STARD4	START domain containing 4, sterol regulated	Hs.93842	502758	BX103253	1.22	0.40
HSI022B02	KIAA1546	KIAA1546 protein	Hs.531250	138978	BX113535	1.22	0.00
HSI108C03	ADPGK	ADP-dependent glucokinase	Hs.584982	377677	BX113933	1.22	0.00
HSI159A06	C6orf69	Chromosome 6 open reading frame 69	Hs.188757	346486	W74437	1.22	0.00
HSI019D10	CPD	Carboxypeptidase D	Hs.446079	132638	BX094050	1.22	0.31
HSI133D12	MGC72075	Hypothetical protein MGC72075	Hs.128757	50499	BX106087	1.22	0.00
HSI167G04	CLIC5	Chloride intracellular channel 5	Hs.485489	810727	BX106864	1.22	0.00
HSI005A01	MAN2B2	Mannosidase, alpha, class 2B, member 2	Hs.188464	112501	CR743977	1.22	0.00
HSI164D05	DEPDC2	DEP domain containing 2	Hs.169943	753993	BX108869	1.22	0.00
HSI112A02	KLHL11	Kelch-like 11 (Drosophila)	Hs.13268	22573	BX111062	1.22	0.68
HSI070C07	ZNF333	Zinc finger protein 333	Hs.515215	714034	AA284691	1.22	0.00
HSI076G01	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	Hs.13351	758621	BX096111	1.22	0.82
HSI079E04	JAK2	Janus kinase 2 (a protein tyrosine kinase)	Hs.434374	789379	BX106933	1.22	0.00
HSI036A05	ASB3	Ankyrin repeat and SOCS box-containing 3	Hs.40763	182591	BX115523	1.22	0.00
HSI016H04	UBE3A	Ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	Hs.567354	40417	BX106704	1.22	0.00
HSI151G07	TARSL2	Threonyl-tRNA synthetase-like 2	Hs.6918	276998	BX102842	1.22	0.00
HSI108B06	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	Hs.503716	377319	BX114897	1.22	0.88
HSI047H06	TBK1	TANK-binding kinase 1	Hs.505874	265553	BX107551	1.22	0.00
HSI126F04	ZNF449	Zinc finger protein 449	Hs.28780	140304	BX095255	1.22	0.00
HSI074F09	KLHL7	Kelch-like 7 (Drosophila)	Hs.385861	754167	BX100739	1.22	0.00
HSI059F08	C1orf82	Chromosome 1 open reading frame 82	Hs.444421	321972	BX112953	1.22	0.00
HSI018E03	RCN2	Reticulocalbin 2, EF-hand calcium binding domain	Hs.79088	37917	CR740842	1.22	0.30
HSI158A06	EST	Transcribed locus	Hs.105964	343623	BX106400	1.22	0.00
HSI127H09	EST	Transcribed locus	Hs.163603	142626	BX100393	1.22	0.00
HSI074E05	C14orf149	Chromosome 14 open reading frame 149	Hs.29706	753305	BX112439	1.22	0.00
HSI001F06	EIF1B	Eukaryotic translation initiation factor 1B	Hs.315230	53029	BX103996	1.22	0.00
HSI002B01	PPP3CB	Protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)	Hs.500067	53079	BX102911	1.22	0.00
HSI120B03	C10orf30	Chromosome 10 open reading frame 30	Hs.498740	129074	BX090521	1.22	0.00
HSI016E12	VGLL4	Vestigial like 4 (Drosophila)	Hs.373959	39006	BX112549	1.22	0.00
HSI023F01	B3GNT1	Choline kinase alpha	Hs.173203	143402	BX106672	1.22	0.00
HSI138D11	C3orf59	Chromosome 3 open reading frame 59	Hs.151443	198689	BX106162	1.22	0.00
HSI068F06	ZMYM4	Zinc finger, MYM-type 4	Hs.269211	504640	BX100452	1.22	0.00
HSI098G06	FAM92A1	Chromosome 8 open reading frame 39	Hs.125038	277707	BX094706	1.22	0.18
HSI048F09	MTO1	Mitochondrial translation optimization 1 homolog (S. cerevisiae)	Hs.347614	266712	BX108954	1.22	0.00
HSI037B05	BTBD1	BTB (POZ) domain containing 1	Hs.459149	195569	BX104368	1.21	0.73
HSI167D04	CWF19L2	CWF19-like 2, cell cycle control (S. pombe)	Hs.212140	810888	BX101263	1.21	0.00
HSI063G01	SRP14	Signal recognition particle 14kDa (homologous Alu RNA binding protein)	Hs.533732	362253	BX104554	1.21	0.00
HSI090C09	ZDHHC21	Zinc finger, DHHC-type containing 21	Hs.21388	26520	BX096869	1.21	0.79
HSI135E06	MYO5A	Myosin VA (heavy polypeptide 12, myoxin)	Hs.21213	178647	BX104592	1.21	0.00
HSI134H03	ZNF507	Zinc finger protein 507	Hs.205392	172113	BX093502	1.21	0.00
HSI167C09	TMEM23	Transmembrane protein 23	Hs.386215	810901	BX100591	1.21	0.00
HSI024F04	GALC	Galactosylceramidase	Hs.513439	149411	BX096116	1.21	0.00
HSI075D06	IL18R1	Interleukin 18 receptor 1	Hs.469521	755054	BX092391	1.21	0.00
HSI057A05	SSH2	Slingshot homolog 2 (Drosophila)	Hs.335205	309469	BX107602	1.21	0.00
HSI080H04	AKAP7	A kinase (PRKA) anchor protein 7	Hs.486483	812162	BX094737	1.21	0.00
HSI098B09	AYTL1	Acyltransferase like 1	Hs.460857	146377	BX106619	1.21	0.00
HSI130G10	FVT1	Follicular lymphoma variant translocation 1	Hs.74050	158156	BX118052	1.21	0.00
HSI075A08	CHD6	Chromodomain helicase DNA binding protein 6	Hs.371979	755357	BX112863	1.21	0.00
HSI073D02	CENPA	Centromere protein A, 17kDa	Hs.1594	742816	BX108564	1.21	0.00
HSI068H11	ARIH1	Ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	Hs.268787	713589	BX098511	1.21	0.00
HSI148D04	KCNAB2	Potassium voltage-gated channel, shaker-related subfamily, beta member 2	Hs.440497	251158	H96854	1.21	0.00
HSI039D02	CDC23	CDC23 (cell division cycle 23, yeast, homolog)	Hs.153546	205782	CR748034	1.21	0.00
HSI070F03	LOC390940	Similar to R28379_1	Hs.22049	129665	BX089294	1.21	0.00
HSI110C04	FRMD6	FERM domain containing 6	Hs.434914	2406370	CR744540	1.21	0.00
HSI158B12	SMAD2	SMAD, mothers against DPP homolog 2 (Drosophila)	Hs.12253	341792	BX116178	1.21	0.00
HSI049E09	ZFP91	Zinc finger protein 91 homolog (mouse)	Hs.524920	271088	BX095716	1.21	0.35
HSI084G11	FCRL2	Fc receptor-like 2	Hs.437393	1468910	CR740512	1.21	0.00
HSI045E11	PHF3	PHD finger protein 3	Hs.348921	244970	CR739049	1.21	0.00
HSI077F10	CHMP2B	Chromatin modifying protein 2B	Hs.476930	773656	BX110593	1.21	0.00
HSI112B08	EST	Transcribed locus	Hs.12489	23567	BX091430	1.21	0.00
HSI091F07	PNLIPRP2	Pancreatic lipase-related protein 2	Hs.423598	1874603	BX119488	1.21	0.00
HSI054D10	OR2A9P	Olfactory receptor, family 2, subfamily A, member 9 pseudogene	Hs.561654	297424	BX103817	1.21	0.00
HSI084H01	TTTY6	Testis-specific transcript, Y-linked 6B	Hs.567625	1468924	AA884105	1.21	0.00
HSI116E07	EST	Transcribed locus	Hs.147381	122572	BX099450	1.21	0.54
HSI062H10	CSNK2A2	Casein kinase 2, alpha prime polypeptide	Hs.82201	358746	BX089147	1.21	0.00
HSI005E04	AGA	Aspartylglucosaminidase	Hs.207776	120986	BX090459	1.21	0.35
HSI043F09	ZNF436	Zinc finger protein 436	Hs.293798	229500	BX112093	1.21	0.00
HSI111F03	EST	Transcribed locus	Hs.467627	22787	BX091793	1.21	0.00
HSI025A04	COG6	Component of oligomeric golgi complex 6	Hs.507805	147639	BX114854	1.21	0.76
HSI002H04	MAPK10	Mitogen-activated protein kinase 10	Hs.125503	23173	BX111166	1.21	0.00
HSI068H09	XPO4	Exportin 4	Hs.507452	713087	BX111551	1.21	0.00
HSI120G09	LOC197135	Similar to RIKEN cDNA 4930424G05	Hs.11594	129294	BX092968	1.21	0.00
HSI008G08	MARCO	Macrophage receptor with collagenous structure	Hs.67726	128000	BX117532	1.21	0.00
HSI049D10	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	Hs.498187	273124	BX099733	1.21	0.00
HSI011E02	ZC3H8	Zinc finger CCCH-type containing 8	Hs.418416	1689952	BX119500	1.21	0.00
HSI016A03	OSBPL9	Oxysterol binding protein-like 9	Hs.21938	38596	BX113284	1.21	0.00
HSI041F09	PRPSAP1	Phosphoribosyl pyrophosphate synthetase-associated protein 1	Hs.77498	213701	BX100249	1.21	0.00
HSI018A05	FNTA	Farnesyltransferase, CAAX box, alpha	Hs.370312	37853	BX105205	1.21	0.00
HSI153C05	SLC30A1	Solute carrier family 30 (zinc transporter), member 1	Hs.519469	281998	BX116774	1.21	0.00
HSI123G09	MAP3K2	Mitogen-activated protein kinase kinase kinase 2	Hs.145605	41333	R58959	1.21	0.00
HSI076E04	TEX10	Testis expressed sequence 10	Hs.494648	757953	BX109594	1.21	0.00
HSI068C06	TMEM2	Transmembrane protein 2	Hs.494146	704718	BX092622	1.21	0.00
HSI113D08	KLHDC8B	Kelch domain containing 8B	Hs.13781	108351	BX117590	1.21	0.00
HSI073F10	CUTC	CutC copper transporter homolog (E. coli)	Hs.16606	742832	BX108866	1.21	0.00
HSI046A12	KBTBD2	Kelch repeat and BTB (POZ) domain containing 2	Hs.372541	245223	BX111844	1.21	0.00
HSI030E04	KIAA1191	KIAA1191	Hs.519783	46965	BX094008	1.21	0.49
HSI053F02	BHMT	Betaine-homocysteine methyltransferase	Hs.80756	294688	BX118188	1.20	0.00
HSI122H12	RPS23	Ribosomal protein S23	Hs.567333	38655	R51158	1.20	0.00
HSI043E05	TMEM41B	Transmembrane protein 41B	Hs.501868	235094	BX092235	1.20	0.11
HSI135E05	ABI2	Abl interactor 2	Hs.471156	176757	BX104995	1.20	0.00
HSI062A01	PAK2	P21 (CDKN1A)-activated kinase 2	Hs.518530	346507	BX093105	1.20	0.00
HSI161F09	IQCF2	IQ motif containing F2	Hs.412294	731271	BX094115	1.20	0.00
HSI052C01	SNX2	Sorting nexin 2	Hs.134822	284735	CR743588	1.20	0.00
HSI121F11	LOC399959	Hypothetical gene supported by BX647608	Hs.411391	30077	BX108759	1.20	0.00
HSI126F08	PRKAA1	Protein kinase, AMP-activated, alpha 1 catalytic subunit	Hs.43322	139512	BX094137	1.20	0.00
HSI161C06	KIDINS220	Kinase D-interacting substance of 220 kDa	Hs.9873	731398	BX095325	1.20	0.35
HSI045A08	RINT-1	Rad50-interacting protein 1	Hs.567560	244738	BX109734	1.20	0.00
HSI058D06	GADD45A	Growth arrest and DNA-damage-inducible, alpha	Hs.80409	310141	BX090426	1.20	0.51
HSI050C10	BBS2	Bardet-Biedl syndrome 2	Hs.333738	277895	BX092124	1.20	0.00
HSI152G12	EST	Transcribed locus	Hs.586045	280633	N50432	1.20	0.00
HSI074C09	DPP8	Dipeptidyl-peptidase 8	Hs.458609	746184	AA417708	1.20	0.00
HSI143H04	EST	Transcribed locus	Hs.145500	221097	BX117034	1.20	0.33
HSI011D07	DPY19L1	Dpy-19-like 1 (C. elegans)	Hs.408623	30286	BX105820	1.20	0.00
HSI074C10	HSPA14	Heat shock 70kDa protein 14	Hs.534169	746230	BX117995	1.20	0.00
HSI051A04	RBJ	Ras-associated protein Rap1	Hs.434993	278119	BX112073	1.20	0.00
HSI019B09	SPATA7	Spermatogenesis associated 7	Hs.525518	43059	BX119786	1.20	0.00
HSI138A04	LOC145842	Hypothetical protein LOC145842	Hs.532698	199349	BX101133	1.20	0.21
HSI085G05	SCFD1	Sec1 family domain containing 1	Hs.369168	1556215	CR745178	1.20	0.00
HSI016F01	RAB28	RAB28, member RAS oncogene family	Hs.306899	39506	BX114801	1.20	0.00
HSI118C07	TOP1	Topoisomerase (DNA) I	Hs.472737	125067	BX096989	1.20	0.00
HSI032B08	CAMSAP1	Calmodulin regulated spectrin-associated protein 1	Hs.522493	49228	CR744656	1.20	0.00
HSI045D06	CTBP2	C-terminal binding protein 2	Hs.501345	244943	BX099403	1.20	0.00
HSI131E02	CSTF3	Hypothetical protein LOC283267	Hs.44402	43196	BX103680	1.20	0.50
HSI125A07	KIAA0960	KIAA0960 protein	Hs.120855	134401	BX107271	1.20	0.00
HSI067G11	SIRT1	Sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	Hs.369779	488490	BX105044	1.20	0.23
HSI063B09	DYNC1I2	Dynein, cytoplasmic 1, intermediate chain 2	Hs.546250	1646552	BX091449	1.20	0.00
HSI126A10	MYCL1	V-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	Hs.437922	138917	BX092972	1.20	0.00
HSI042H08	LINS1	Lines homolog 1 (Drosophila)	Hs.105633	229567	BX097716	1.20	0.00
HSI031A05	RBM18	RNA binding motif protein 18	Hs.415842	47547	BX099700	1.20	0.00
HSI139A03	EST	Transcribed locus	Hs.441076	201934	BX109127	1.20	0.00
HSI114A03	KIAA1967	KIAA1967	Hs.433722	109654	BX116327	1.20	0.00
HSI145A02	TNKS	Tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	Hs.370267	229790	BX105254	1.20	0.00
HSI162A08	EST	Transcribed locus	Hs.97798	742554	BX116650	1.20	0.00
HSI104G10	SF3B14	Splicing factor 3B, 14 kDa subunit	Hs.177861	2257504	BX109398	1.20	0.36
HSI098G08	LOC440461	LOC440461	Hs.558987	293759	BX115604	1.20	0.62
HSI010H06	FAM49A	Family with sequence similarity 49, member A	Hs.467769	28465	BX111653	1.19	0.00
HSI050F03	CSTA	Cystatin A (stefin A)	Hs.518198	279217	BX099127	1.19	0.00
HSI109C03	LOC388383	Similar to upstream binding protein 1	Hs.500098	2401108	BX090878	1.19	0.00
HSI057A04	RP11-98F14.6	Hypothetical protein FLJ11305	Hs.508769	309803	BX105119	1.19	0.00
HSI031G02	ARIH2	Ariadne homolog 2 (Drosophila)	Hs.241558	49730	BX115736	1.19	0.00
HSI023B06	CAMSAP1L1	Calmodulin regulated spectrin-associated protein 1-like 1	Hs.23585	145143	BX099345	1.19	0.80
HSI100G04	C5orf21	Chromosome 5 open reading frame 21	Hs.127788	322615	BX107074	1.19	0.00
HSI095G08	SP140	SP140 nuclear body protein	Hs.471576	2319668	BX100832	1.19	0.79
HSI149D04	LOC401307	LOC441197	Hs.552647	264400	BX093064	1.19	0.00
HSI015G09	CSTF2T	Cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa, tau variant	Hs.538493	38833	BX102771	1.19	0.00
HSI099C02	ZNF75	Zinc finger protein 75 (D8C6)	Hs.533540	789152	BX090999	1.19	0.00
HSI039A02	IFT57	Intraflagellar transport 57 homolog (Chlamydomonas)	Hs.412196	201377	BX115850	1.19	0.00
HSI164C09	PRKCI	Protein kinase C, iota	Hs.478199	753957	BX103178	1.19	0.90
HSI138D05	ARNTL	Aryl hydrocarbon receptor nuclear translocator-like	Hs.65734	198989	BX100164	1.19	0.00
HSI073F02	MGC16121	Hypothetical protein MGC16121	Hs.416379	743838	BX114232	1.19	0.00
HSI045H10	FLJ10996	Hypothetical protein FLJ10996	Hs.107845	247467	BX099232	1.19	0.21
HSI116H09	CXorf33	Chromosome X open reading frame 33	Hs.567691	121204	BX118435	1.19	0.00
HSI016H06	ARL8B	ADP-ribosylation factor-like 8B	Hs.250009	39677	BX103678	1.19	0.00
HSI094G10	KIAA0350	KIAA0350 protein	Hs.35490	2239322	CR745269	1.19	0.00
HSI039G10	NEK9	NIMA (never in mitosis gene a)- related kinase 9	Hs.7200	203717	BX091523	1.19	0.00
HSI158H09	INPP4A	Inositol polyphosphate-4-phosphatase, type I, 107kDa	Hs.469386	344958	CR739866	1.19	0.00
HSI002C06	AGGF1	Angiogenic factor with G patch and FHA domains 1	Hs.213393	24506	BX117865	1.19	0.00
HSI072F04	PRCP	GCRG-P224	Hs.523936	739963	BX114652	1.19	0.00
HSI036D04	DUSP22	Dual specificity phosphatase 22	Hs.29106	182999	BX107497	1.19	0.00
HSI016E03	EIF2AK3	Eukaryotic translation initiation factor 2-alpha kinase 3	Hs.434326	38559	BX097214	1.19	0.85
HSI022E08	TNKS2	Tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	Hs.329327	139138	BX103336	1.19	0.20
HSI026F10	WDR20	WD repeat domain 20	Hs.36859	153050	CR746081	1.19	0.00
HSI011F02	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59	Hs.497332	29911	BX114322	1.19	0.00
HSI167G07	MLL5	Myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	Hs.369356	811572	BX102146	1.19	0.00
HSI016B03	LSM14A	LSM14 homolog A (SCD6, S. cerevisiae)	Hs.407368	39586	BX095728	1.19	0.00
HSI133H04	KIAA1324L	KIAA1324-like	Hs.208093	51198	BX102904	1.19	0.48
HSI047H09	HERC4	Hect domain and RLD 4	Hs.51891	259633	BX101413	1.19	0.14
HSI076D10	PITPNB	Phosphatidylinositol transfer protein, beta	Hs.7370	767027	BX107257	1.19	0.05
HSI057G05	F10	Coagulation factor X	Hs.361463	310519	BX094711	1.19	0.00
HSI062E02	FLJ12716	FLJ12716 protein	Hs.443240	357856	BX099715	1.19	0.00
HSI053F08	MYL4	Myosin, light polypeptide 4, alkali; atrial, embryonic	Hs.463300	293573	BX102443	1.19	0.00
HSI030A12	C21orf86	Chromosome 21 open reading frame 86	Hs.11637	47373	BX109157	1.19	0.00
HSI181G04	KIAA1718	KIAA1718 protein	Hs.308710	2316824	AI671992	1.19	0.00
HSI101C04	KIAA0804	KIAA0804	Hs.269263	503614	BX089182	1.19	0.01
HSI099B11	TBC1D23	TBC1 domain family, member 23	Hs.477003	784174	BX100185	1.19	0.00
HSI034F06	DSCR1L1	Down syndrome critical region gene 1-like 1	Hs.440168	173422	BX105095	1.19	0.00
HSI016G03	TCEA2	Transcription elongation factor A (SII), 2	Hs.505004	41477	BX093937	1.19	0.00
HSI175E05	FMNL3	Formin-like 3	Hs.179838	1736149	BX092766	1.19	0.00
HSI034D10	SYNGR3	Synaptogyrin 3	Hs.435277	173148	BX113147	1.19	0.00
HSI025C04	PITPNA	Phosphatidylinositol transfer protein, alpha	Hs.429819	148103	BX104447	1.19	0.00
HSI091A05	SDCCAG1	Serologically defined colon cancer antigen 1	Hs.388584	1839856	BX106817	1.19	0.00
HSI040G11	ADCY9	Adenylate cyclase 9	Hs.391860	210688	BX096607	1.19	0.00
HSI117H06	SRFBP1	Serum response factor binding protein 1	Hs.107622	124153	BX102622	1.18	0.06
HSI033C06	CLASP2	Cytoplasmic linker associated protein 2	Hs.108614	51372	BX100787	1.18	0.00
HSI015C03	SMYD2	SET and MYND domain containing 2	Hs.66170	35905	BX101476	1.18	0.00
HSI115C03	FNDC3B	Fibronectin type III domain containing 3B	Hs.159430	115456	T87544	1.18	0.00
HSI158F08	FOXD3	Forkhead box D3	Hs.546573	341201	BX091397	1.18	0.00
HSI127A09	EST	Transcribed locus	Hs.270571	139653	BX092973	1.18	0.40
HSI005C03	TSC1	Tuberous sclerosis 1	Hs.370854	120107	T95059	1.18	0.00
HSI149G08	C19orf12	Chromosome 19 open reading frame 12	Hs.529094	265440	BX097725	1.18	0.00
HSI149A03	C9orf102	Chromosome 9 open reading frame 102	Hs.494552	259134	BX103226	1.18	0.00
HSI094D06	KSR1	Kinase suppressor of ras 1	Hs.133534	2145403	BX108666	1.18	0.00
HSI087B10	PTPN22	Protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	Hs.535276	1638481	BX099228	1.18	0.00
HSI056G05	C9orf123	Chromosome 9 open reading frame 123	Hs.7517	308003	BX100051	1.18	0.48
HSI056C10	SLC35B4	Solute carrier family 35, member B4	Hs.490181	306492	BX113727	1.18	0.00
HSI136A01	ACVR2A	Activin A receptor, type IIA	Hs.470174	187637	BX089382	1.18	0.00
HSI131C01	MTF1	Metal-regulatory transcription factor 1	Hs.471991	160377	BX118592	1.18	0.42
HSI002C04	APC	Adenomatosis polyposis coli	Hs.158932	22243	BX112661	1.18	0.00
HSI177H11	AASDH	2-aminoadipic 6-semialdehyde dehydrogenase	Hs.104347	1759551	BX116011	1.18	0.00
HSI031A06	GPRASP2	G protein-coupled receptor associated sorting protein 2	Hs.348493	48948	BX111575	1.18	0.58
HSI116F05	SLC30A6	Solute carrier family 30 (zinc transporter), member 6	Hs.23248	121803	BX106660	1.18	0.00
HSI066E09	TEC	Tec protein tyrosine kinase	Hs.479670	454048	BX092226	1.18	0.00
HSI049F04	TANK	TRAF family member-associated NFKB activator	Hs.132257	273653	BX091561	1.18	0.00
HSI065E01	HDAC7A	Histone deacetylase 7A	Hs.200063	127134	BX090643	1.18	0.00
HSI007H03	PEX1	Peroxisome biogenesis factor 1	Hs.164682	125653	BX090754	1.18	0.01
HSI131B03	EST	Transcribed locus	Hs.101539	156874	BX103054	1.18	0.00
HSI050G10	ZNF521	Zinc finger protein 521	Hs.116935	279689	BX115899	1.18	0.00
HSI008D09	ET	Hypothetical protein ET	Hs.73965	127776	BX104922	1.18	0.00
HSI126D10	ARL15	ADP-ribosylation factor-like 15	Hs.482103	139412	BX107833	1.18	0.00
HSI135A03	EST	Transcribed locus	Hs.167721	172230	BX089561	1.18	0.00
HSI014B04	PIGK	Phosphatidylinositol glycan, class K	Hs.293653	33372	BX116279	1.18	0.63
HSI027E06	ZNF26	Zinc finger protein 26 (KOX 20)	Hs.489608	154748	BX089966	1.18	0.81
HSI053B11	RYBP	RING1 and YY1 binding protein	Hs.7910	294874	BX114700	1.18	0.00
HSI156D06	MDFIC	MyoD family inhibitor domain containing	Hs.427236	301627	BX108019	1.18	0.00
HSI022G05	RP11-56A21.1	Similar to KIAA0592 protein	Hs.375174	140020	BX091986	1.18	0.00
HSI142F07	RASGEF1C	RasGEF domain family, member 1C	Hs.190559	1609616	BX103029	1.18	0.00
HSI050G09	MTMR9	Myotubularin related protein 9	Hs.528673	278073	CR748320	1.18	0.00
HSI046E03	SMPD1	Sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	Hs.498173	249710	H85460	1.18	0.11
HSI113G03	TAC4	Tachykinin 4 (hemokinin)	Hs.434138	110794	BX107956	1.18	0.00
HSI098A09	TRSPAP1	TRNA selenocysteine associated protein 1	Hs.533626	44284	BX098848	1.18	0.00
HSI120E04	KIAA1648	KIAA1648 protein	Hs.551018	127694	BX114216	1.18	0.00
HSI063H01	SRP68	Signal recognition particle 68kDa	Hs.514495	365110	BX117688	1.17	1.00
HSI105A07	BLNK	B-cell linker	Hs.444049	2262617	BX113323	1.17	0.00
HSI048D10	CTTNBP2NL	CTTNBP2 N-terminal like	Hs.485899	268825	BX108893	1.17	0.00
HSI045C10	RAB8B	RAB8B, member RAS oncogene family	Hs.389733	247646	CR736878	1.17	0.00
HSI122H07	EST	Transcribed locus	Hs.444083	39685	BX097034	1.17	0.00
HSI151H10	EST	Transcribed locus	Hs.430300	277545	BX115669	1.17	0.00
HSI124C05	CYP2U1	Cytochrome P450, family 2, subfamily U, polypeptide 1	Hs.109087	42394	BX114504	1.17	0.00
HSI036B04	MYD88	Myeloid differentiation primary response gene (88)	Hs.82116	190887	BX115764	1.17	0.00
HSI167E02	DIDO1	Death inducer-obliterator 1	Hs.517172	809791	BX113130	1.17	0.00
HSI115H03	EST	Transcribed locus	Hs.419208	121639	BX093916	1.17	0.00
HSI003F04	SPP2	Secreted phosphoprotein 2, 24kDa	Hs.444488	111637	BX097970	1.17	0.00
HSI063F03	COL9A3	Collagen, type IX, alpha 3	Hs.126248	361204	BX089683	1.17	0.00
HSI069B02	CDCA3	Cell division cycle associated 3	Hs.524216	723998	BX099267	1.17	0.87
HSI158B01	K6IRS4	Keratin 6 irs4	Hs.56255	341068	BX114669	1.17	0.00
HSI156E09	QKI	Quaking homolog, KH domain RNA binding (mouse)	Hs.510324	302915	BX105184	1.17	0.00
HSI023B12	RNF8	Ring finger protein 8	Hs.485278	142728	BX104917	1.17	0.00
HSI114C06	LOC150383	Similar to RIKEN cDNA 2210021J22	Hs.103110	112076	BX101862	1.17	0.43
HSI041D04	RAB33A	RAB33A, member RAS oncogene family	Hs.56294	220467	BX102934	1.17	0.00
HSI151C12	EST	Transcribed locus	Hs.525210	276752	BX096331	1.17	0.92
HSI149B11	EST	Transcribed locus	Hs.571508	262313	CR740906	1.17	0.00
HSI161A10	RSU1	Ras suppressor protein 1	Hs.524161	731299	BX115240	1.17	0.00
