Probe set	UG	Symbol	Title	Fold Increase	P-value	Adj. P-value
161585_at	Mm.3519	Gp5	Glycoprotein 5 (platelet)	1.21	0.0101	0.178
104114_at	Mm.337691	2310050N11Rik	RIKEN cDNA 2310050N11 gene	1.21	0.0175	0.201
162166_f_at	Mm.4766	Vmp	Vesicular membrane protein p24	1.21	0.0336	0.256
96675_at	Mm.27404	Unc50	Unc-50 homolog (C. elegans)	1.21	0.0355	0.246
95596_at	Mm.209750	1110054H05Rik	RIKEN cDNA 1110054H05 gene	1.21	0.0263	0.207
100507_at	Mm.5167	Nov	Nephroblastoma overexpressed gene	1.21	0.0297	0.245
104512_at	Mm.3089	Upk3b	Uroplakin 3B	1.21	0.0047	0.150
104495_f_at	Mm.347454	Klk5	Kallikrein 5	1.21	0.0420	0.180
92802_s_at	Mm.1268	Plp1	Proteolipid protein (myelin) 1	1.21	0.0154	0.159
93862_i_at	Mm.290584	Defcr11	Defensin related cryptdin 12	1.21	0.0338	0.224
93121_at	Mm.16775	Rps24	Ribosomal protein S24	1.21	0.0360	0.257
160438_at	Mm.273403	Cox5a	Cytochrome c oxidase, subunit Va	1.21	0.0114	0.182
101111_at	Mm.757	Rhoa	Ras homolog gene family, member A	1.21	0.0292	0.248
160898_at	Mm.292094	Abt1	Activator of basal transcription	1.21	0.0321	0.256
98053_at	Unknown	Unknown	Unknown	1.21	0.0338	0.255
161526_r_at	Unknown	Unknown	Unknown	1.20	0.0014	0.128
161033_at	Mm.358676	Papolb	Poly (A) polymerase beta (testis specific)	1.20	0.0110	0.149
162484_r_at	Mm.196618	Tmed1	Transmembrane emp24 domain containing 1	1.20	0.0111	0.175
94564_at	Mm.248796	Sult4a1	Sulfotransferase family 4A, member 1	1.20	0.0255	0.228
102362_i_at	Mm.1167	Junb	Jun-B oncogene	1.20	0.0270	0.212
99035_at	Mm.209300	Pcyt1a	Phosphate cytidylyltransferase 1, choline, alpha isoform	1.20	0.0319	0.239
93414_at	Mm.146649	Abcb1b	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	1.20	0.0394	0.242
161929_at	Unknown	Unknown	Unknown	1.20	0.0137	0.195
93818_g_at	Unknown	Unknown	Unknown	1.20	0.0241	0.224
160145_at	Mm.21835	1810010M01Rik	RIKEN cDNA 1810010M01 gene	1.20	0.0299	0.224
161212_r_at	Mm.2679	Agtr2	Angiotensin II receptor, type 2	1.20	0.0408	0.275
94227_at	Unknown	Krtap9-1	Keratin associated protein 9-1	1.20	0.0086	0.162
162218_f_at	Mm.6424	Itgb5	Integrin beta 5	1.20	0.0132	0.179
160505_at	Mm.46114	4922502D21Rik	RIKEN cDNA 4922502D21 gene	1.20	0.0143	0.205
162075_r_at	Mm.3999	Mpeg1	Macrophage expressed gene 1	1.20	0.0335	0.241
99814_at	Mm.57236	Neurog3	Neurogenin 3	1.20	0.0417	0.238
101186_at	Mm.373550	MGI:1349458	Per-pentamer repeat gene	1.20	0.0333	0.259
103507_at	Mm.2254	Emr1	EGF-like module containing, mucin-like, hormone receptor-like sequence 1	1.20	0.0431	0.151
99848_at	Mm.289672	Alox15b	Arachidonate 15-lipoxygenase, second type	1.20	0.0443	0.258
96485_at	Unknown	Unknown	Unknown	1.20	0.0144	0.204
97192_at	Unknown	Unknown	Unknown	1.20	0.0459	0.285
94516_f_at	Mm.2899	Penk1	Preproenkephalin 1	1.20	0.0461	0.289
92358_at	Mm.3959	Nell2	Nel-like 2 homolog (chicken)	1.20	0.0470	0.215
97870_s_at	Mm.323218	LOC434220	Hypothetical gene supported by AK009667; NM_015774	1.20	0.0494	0.296
99415_at	Mm.184289	Fzd8	Frizzled homolog 8 (Drosophila)	1.20	0.0008	0.124
161154_at	Unknown	Unknown	Unknown	1.20	0.0056	0.149
92856_at	Mm.307846	Rpl22	Ribosomal protein L22	1.20	0.0073	0.145
102586_at	Mm.57252	Ror1	Receptor tyrosine kinase-like orphan receptor 1	1.20	0.0103	0.193
95336_at	Mm.354757	Hif3a	Hypoxia inducible factor 3, alpha subunit	1.20	0.0194	0.226
160953_at	Mm.268378	Cacna1h	Calcium channel, voltage-dependent, T type, alpha 1H subunit	1.20	0.0417	0.280
92343_at	Mm.209650	Smarca3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	1.20	0.0436	0.257
100879_at	Mm.5316	Actn3	Actinin alpha 3	1.20	0.0078	0.178
160259_at	Mm.28010	Rnf35	Ring finger protein 35	1.20	0.0126	0.202
98583_at	Mm.104932	Btg4	B-cell translocation gene 4	1.19	0.0006	0.122
94619_at	Mm.121569	Grid1	Glutamate receptor, ionotropic, delta 1	1.19	0.0088	0.185
161252_r_at	Mm.248445	Trim25	Tripartite motif protein 25	1.19	0.0012	0.133
93223_at	Mm.352723	LOC434554	Similar to T-cell receptor alpha chain V region CTL-F3 precursor	1.19	0.0156	0.216
97987_at	Mm.3135	Igfals	Insulin-like growth factor binding protein, acid labile subunit	1.19	0.0201	0.232
161237_at	Mm.23879	Sbno1	Sno, strawberry notch homolog 1 (Drosophila)	1.19	0.0258	0.244
162231_r_at	Mm.117365	Mesdc2	Mesoderm development candiate 2	1.19	0.0320	0.256
101216_at	Mm.367551	Unknown	Transcribed locus	1.19	0.0365	0.231
93637_at	Mm.779	Cd5	CD5 antigen	1.19	0.0087	0.189
161153_r_at	Mm.236969	Renbp	Renin binding protein	1.19	0.0112	0.185
161827_f_at	Mm.3485	Hpxn	Hemopexin	1.19	0.0123	0.197
103395_at	Mm.18709	Sgca	Sarcoglycan, alpha (dystrophin-associated glycoprotein)	1.19	0.0202	0.212
100069_at	Mm.4515	Cyp2f2	Cytochrome P450, family 2, subfamily f, polypeptide 2	1.19	0.0231	0.235
98526_r_at	Unknown	Unknown	Unknown	1.19	0.0304	0.243
101649_at	Mm.217214	Pip5k1a	Phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha	1.19	0.0022	0.132
98559_at	Mm.188516	Smtn	Smoothelin	1.19	0.0025	0.147
102314_at	Mm.10661	Slc2a4	Solute carrier family 2 (facilitated glucose transporter), member 4	1.19	0.0148	0.217
100446_r_at	Mm.140151	Sprr1b	Small proline-rich protein 1B	1.19	0.0211	0.232
94316_at	Mm.358617	Krt2-6b	Keratin complex 2, basic, gene 6b	1.19	0.0389	0.235
162078_at	Mm.371580	Sdh1	Sorbitol dehydrogenase 1	1.19	0.0484	0.244
160436_at	Mm.280459	Sulf2	Sulfatase 2	1.19	0.0083	0.191
98825_at	Mm.4955	Kcne1	Potassium voltage-gated channel, Isk-related subfamily, member 1	1.19	0.0302	0.259
162168_r_at	Mm.16898	Phgdh	3-phosphoglycerate dehydrogenase	1.19	0.0344	0.265
162017_at	Unknown	Unknown	Unknown	1.19	0.0095	0.188
102129_at	Unknown	Unknown	Unknown	1.19	0.0292	0.253
100980_at	Mm.6710	Rock1	Rho-associated coiled-coil forming kinase 1	1.19	0.0346	0.272
97542_at	Mm.337074	Myl6	Myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	1.19	0.0132	0.178
97053_at	Mm.89202	Xcr1	Chemokine (C motif) receptor 1	1.19	0.0168	0.223
161777_f_at	Mm.2213	Ercc5	Excision repair cross-complementing rodent repair deficiency,complementation group 5	1.18	0.0064	0.179
102972_s_at	Mm.289682	Dab1	Disabled homolog 1 (Drosophila)	1.18	0.0073	0.187
102693_f_at	Mm.193443	Klk26	Kallikrein 26	1.18	0.0102	0.108
99974_at	Mm.272239	Kcnj15	Potassium inwardly-rectifying channel, subfamily J, member 15	1.18	0.0350	0.275
92487_at	Mm.42162	Sox7	SRY-box containing gene 7	1.18	0.0376	0.223
100293_at	Mm.359026	Cd59b	CD59b antigen	1.18	0.0037	0.167
98245_at	Mm.51136	Csnk2a2	Casein kinase II, alpha 2, polypeptide	1.18	0.0067	0.165
161167_r_at	Mm.2559	Uck1	Uridine-cytidine kinase 1	1.18	0.0200	0.162
103732_at	Mm.24313	Pib5pa	Phosphatidylinositol (4,5) bisphosphate 5-phosphatase, A	1.18	0.0224	0.223
161136_r_at	Mm.29615	2610001J05Rik	RIKEN cDNA 2610001J05 gene	1.18	0.0035	0.169
100767_at	Unknown	Unknown	Unknown	1.18	0.0053	0.178
96333_g_at	Mm.252171	Snx2	Sorting nexin 2	1.18	0.0073	0.192
92560_g_at	Mm.76649	Vcam1	Vascular cell adhesion molecule 1	1.18	0.0192	0.235
103794_i_at	Mm.234654	Timd2	T-cell immunoglobulin and mucin domain containing 2	1.18	0.0236	0.214
99908_at	Mm.8026	Pax4	Paired box gene 4	1.18	0.0253	0.256
99136_at	Mm.4128	Axl	AXL receptor tyrosine kinase	1.18	0.0329	0.218
162050_at	Mm.27445	Fbxo6b	F-box only protein 6b	1.18	0.0038	0.167
96387_at	Unknown	LOC434581	Hypothetical gene supported by AK047145	1.18	0.0169	0.185
161504_i_at	Mm.254114	D10Ertd214e	DNA segment, Chr 10, ERATO Doi 214, expressed	1.18	0.0277	0.258
98286_at	Mm.246697	A930024F17Rik	RIKEN cDNA A930024F17 gene	1.18	0.0044	0.156
94728_f_at	Mm.201549	Mcpt1	Mast cell protease 1	1.18	0.0276	0.252
101410_at	Mm.7339	Cldn4	Claudin 4	1.18	0.0353	0.280
160868_at	Mm.41580	Rab3b	RAB3B, member RAS oncogene family	1.18	0.0392	0.289
100421_at	Mm.46425	Krt2-4	Keratin complex 2, basic, gene 4	1.18	0.0460	0.224
99965_at	Mm.245084	Vdr	Vitamin D receptor	1.18	0.0020	0.162
161101_r_at	Unknown	Unknown	Unknown	1.18	0.0094	0.187
99089_at	Mm.39040	Mal	Myelin and lymphocyte protein, T-cell differentiation protein	1.18	0.0159	0.227
94568_at	Mm.153013	Rgs6	Regulator of G-protein signaling 6	1.18	0.0178	0.234
98397_at	Mm.33285	Blzf1	Basic leucine zipper nuclear factor 1	1.18	0.0242	0.222
96586_at	Unknown	Crygc	Crystallin, gamma C	1.18	0.0477	0.298
94108_at	Mm.333471	Pik3c2g	Phosphatidylinositol 3-kinase, C2 domain containing, gamma polypeptide	1.18	0.0484	0.293
92932_at	Mm.4880	Cbln1	Cerebellin 1 precursor protein	1.18	0.0004	0.137
100728_at	Mm.153039	Mpdz	Multiple PDZ domain protein	1.18	0.0025	0.165
104323_at	Mm.22451	Khk	Ketohexokinase	1.18	0.0223	0.232
101624_at	Mm.6217	Kcns1	K+ voltage-gated channel, subfamily S, 1	1.18	0.0369	0.286
95805_at	Mm.267410	Cdc2l1	Cell division cycle 2-like 1	1.18	0.0417	0.287
101910_f_at	Mm.371569	Mup3	Major urinary protein 3	1.18	0.0453	0.296
103050_at	Mm.16497	Tcf21	Transcription factor 21	1.18	0.0323	0.271
162018_r_at	Mm.258170	Cryge	Crystallin, gamma F	1.18	0.0357	0.240
161307_f_at	Mm.294315	Capn10	Calpain 10	1.18	0.0432	0.273
162283_r_at	Mm.206404	Eif3s6ip	Eukaryotic translation initiation factor 3, subunit 6 interacting protein	1.18	0.0447	0.298
161199_at	Mm.282029	D4Bwg1540e	DNA segment, Chr 4, Brigham & Womens Genetics 1540 expressed	1.18	0.0476	0.305
162139_r_at	Mm.294759	2310044H10Rik	RIKEN cDNA 2310044H10 gene	1.18	0.0495	0.263
94332_at	Mm.292415	Ets1	E26 avian leukemia oncogene 1, 5 domain	1.17	0.0007	0.125
103224_at	Mm.2015	Rab33a	RAB33A, member of RAS oncogene family	1.17	0.0120	0.159
103623_at	Unknown	Fbn2	Fibrillin 2	1.17	0.0161	0.235
100440_f_at	Mm.334444	Ank1	Ankyrin 1, erythroid	1.17	0.0205	0.239
95854_at	Mm.351861	C76332	Expressed sequence C76332	1.17	0.0317	0.272
161952_r_at	Mm.24765	Rnf20	Ring finger protein 20	1.17	0.0061	0.197
100356_at	Unknown	Unknown	Unknown	1.17	0.0252	0.257
103837_at	Mm.20940	Casp14	Caspase 14	1.17	0.0284	0.270
95585_at	Mm.2786	Proc	Protein C	1.17	0.0461	0.280
98386_s_at	Mm.236039	Cacna1c	Calcium channel, voltage-dependent, L type, alpha 1C subunit	1.17	0.0463	0.280
97096_at	Mm.253102	Prkar2a	Protein kinase, cAMP dependent regulatory, type II alpha	1.17	0.0311	0.277
100296_at	Mm.102407	Tex2	Testis expressed gene 2	1.17	0.0457	0.307
161435_i_at	Mm.27900	1810013D10Rik	RIKEN cDNA 1810013D10 gene	1.17	0.0243	0.258
98802_at	Mm.4791	Ereg	Epiregulin	1.17	0.0248	0.260
97239_at	Mm.27839	D19Ertd721e	DNA segment, Chr 19, ERATO Doi 721, expressed	1.17	0.0400	0.287
161800_r_at	Mm.114116	Ddx50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50	1.17	0.0458	0.263
161820_f_at	Mm.272747	Gata2	GATA binding protein 2	1.17	0.0035	0.183
97140_at	Unknown	Unknown	Unknown	1.17	0.0065	0.201
94755_at	Mm.15534	Il1a	Interleukin 1 alpha	1.17	0.0128	0.227
103928_at	Mm.153202	Sgol1	Shugoshin-like 1 (S. pombe)	1.17	0.0197	0.242
94621_at	Mm.7997	Foxd2	Forkhead box D2	1.17	0.0251	0.247
103844_at	Mm.354720	Gnao1	Guanine nucleotide binding protein, alpha o	1.17	0.0259	0.266
101731_at	Unknown	Unknown	Unknown	1.17	0.0284	0.209
103980_at	Mm.2581	Epha2	Eph receptor A2	1.17	0.0313	0.280
161254_r_at	Mm.18962	Catna1	Catenin alpha 1	1.17	0.0341	0.281
161430_at	Mm.272414	Preb	Prolactin regulatory element binding	1.17	0.0452	0.202
161572_r_at	Mm.36524	Ercc2	Excision repair cross-complementing rodent repair deficiency, complementation group 2	1.17	0.0497	0.308
103896_f_at	Mm.21300	Igfbp1	Insulin-like growth factor binding protein 1	1.17	0.0062	0.204
101349_at	Unknown	Unknown	Unknown	1.17	0.0281	0.194
95743_at	Mm.126534	Paip2	Polyadenylate-binding protein-interacting protein 2	1.17	0.0340	0.220
100141_at	Mm.329631	Fau	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)	1.17	0.0100	0.211
161672_at	Mm.258589	Map3k7	Mitogen activated protein kinase kinase kinase 7	1.17	0.0120	0.227
94743_f_at	Unknown	Unknown	Unknown	1.17	0.0210	0.257
98862_at	Mm.5130	Wnt10a	Wingless related MMTV integration site 10a	1.17	0.0305	0.280
99368_at	Mm.29368	Agtrl1	Angiotensin receptor-like 1	1.17	0.0313	0.279
92232_at	Mm.3468	Socs3	Suppressor of cytokine signaling 3	1.17	0.0439	0.305
161606_f_at	Mm.275583	Tigd5	Tigger transposable element derived 5	1.16	0.0084	0.213
102158_at	Unknown	Unknown	Unknown	1.16	0.0232	0.266
101550_at	Mm.230654	Tes	Testis derived transcript	1.16	0.0273	0.266
96334_f_at	Mm.291698	LOC214362	Similar to Cytochrome P450, family 2, subfamily c, polypeptide 40	1.16	0.0020	0.169
160336_at	Mm.277464	Icmt	Isoprenylcysteine carboxyl methyltransferase	1.16	0.0418	0.308
161963_f_at	Mm.290704	C330007P06Rik	RIKEN cDNA C330007P06 gene	1.16	0.0427	0.222
95164_at	Unknown	Unknown	Unknown	1.16	0.0459	0.296
161783_at	Mm.30250	Aldh7a1	Aldehyde dehydrogenase family 7, member A1	1.16	0.0483	0.303
98358_at	Unknown	Unknown	Unknown	1.16	0.0002	0.137
104338_r_at	Mm.2252	Pkp2	Plakophilin 2	1.16	0.0073	0.217
162085_r_at	Mm.272653	2900086B20Rik	RIKEN cDNA 2900086B20 gene	1.16	0.0252	0.273
96501_at	Mm.262589	F10	Coagulation factor X	1.16	0.0357	0.272
92404_at	Mm.306946	Wnt7b	Wingless-related MMTV integration site 7B	1.16	0.0274	0.259
160458_at	Mm.275003	Mcam	Melanoma cell adhesion molecule	1.16	0.0476	0.243
99337_at	Mm.197534	Baiap2	Brain-specific angiogenesis inhibitor 1-associated protein 2	1.16	0.0057	0.191
100365_at	Mm.182654	Syt7	Synaptotagmin 7	1.16	0.0092	0.223
93033_at	Mm.1485	Ube2e3	Ubiquitin-conjugating enzyme E2E 3, UBC4/5 homolog (yeast)	1.16	0.0210	0.259
99338_at	Mm.203965	D10Ertd516e	DNA segment, Chr 10, ERATO Doi 516, expressed	1.16	0.0364	0.254
97331_at	Mm.294315	Capn10	Calpain 10	1.16	0.0411	0.286
92853_at	Mm.342680	Unknown	Transcribed locus, strongly similar to NP_038588.1 heat shock protein 1 [Mus musculus]	1.16	0.0152	0.252
161559_i_at	Mm.18625	Aqp1	Aquaporin 1	1.16	0.0220	0.235
92474_at	Mm.212039	Pld1	Phospholipase D1	1.16	0.0278	0.236
92635_at	Mm.1155	Tuba4	Tubulin, alpha 4	1.16	0.0488	0.325
98840_at	Mm.504	Bmx	BMX non-receptor tyrosine kinase	1.16	0.0012	0.179
161916_r_at	Mm.279733	Serpinf2	Serine (or cysteine) proteinase inhibitor, clade F, member 2	1.16	0.0421	0.261
92977_s_at	Mm.323562	Hmx3	H6 homeo box 3	1.15	0.0066	0.224
99958_at	Mm.4409	Mcpt2	Mast cell protease 2	1.15	0.0156	0.235
101627_at	Mm.212039	Pld1	Phospholipase D1	1.15	0.0302	0.262
103684_at	Mm.23895	Tekt2	Tektin 2	1.15	0.0086	0.210
103253_at	Mm.20472	Lin7b	Lin 7 homolog b (C. elegans)	1.15	0.0198	0.270
99956_at	Mm.247073	Kit	Kit oncogene	1.15	0.0122	0.246
100313_at	Mm.329997	Itga8	Integrin alpha 8	1.15	0.0144	0.243
103787_at	Mm.40424	Kcna1	Potassium voltage-gated channel, shaker-related subfamily, member 1	1.15	0.0152	0.259
162291_r_at	Mm.254845	8430437G11Rik	RIKEN cDNA 8430437G11 gene	1.15	0.0439	0.322
101294_g_at	Mm.347430	G6pd2	Glucose-6-phosphate dehydrogenase 2	1.15	0.0471	0.306
92315_at	Mm.38192	Slfn4	Schlafen 4	1.15	0.0487	0.334
96272_at	Mm.29855	Ptprf	Protein tyrosine phosphatase, receptor type, F	1.15	0.0489	0.333
161978_r_at	Mm.307620	Cpt2	Carnitine palmitoyltransferase 2	1.15	0.0114	0.246
103963_f_at	Mm.261140	Iigp1	Interferon inducible GTPase 1	1.15	0.0164	0.240
162021_r_at	Mm.25988	Bcl2l10	Bcl2-like 10	1.15	0.0219	0.271
93285_at	Mm.1791	Dusp6	Dual specificity phosphatase 6	1.15	0.0372	0.314
161545_r_at	Mm.297382	Myh4	Myosin, heavy polypeptide 4, skeletal muscle	1.15	0.0375	0.316
103407_at	Mm.18802	1300017J02Rik	RIKEN cDNA 1300017J02 gene	1.15	0.0060	0.224
162394_r_at	Mm.249645	Jak3	Janus kinase 3	1.15	0.0080	0.234
161168_at	Unknown	Unknown	Unknown	1.15	0.0109	0.250
101155_at	Mm.261395	Hsf2	Heat shock factor 2	1.15	0.0120	0.255
93100_at	Mm.213025	Acta2	Actin, alpha 2, smooth muscle, aorta	1.15	0.0011	0.172
102262_r_at	Mm.300931	Col13a1	Procollagen, type XIII, alpha 1	1.15	0.0159	0.257
160671_at	Mm.254027	Cln8	Ceroid-lipofuscinosis, neuronal 8	1.15	0.0367	0.314
96566_at	Mm.2961	Tgm3	Transglutaminase 3, E polypeptide	1.15	0.0100	0.254
94877_at	Mm.71103	Btbd1	BTB (POZ) domain containing 1	1.15	0.0324	0.235
161165_f_at	Mm.227924	Lpin2	Lipin 2	1.15	0.0407	0.303
101668_at	Unknown	Unknown	Unknown	1.15	0.0460	0.298
102351_at	Mm.1135	Cpa3	Carboxypeptidase A3, mast cell	1.14	0.0292	0.302
97942_g_at	Mm.30290	Capn6	Calpain 6	1.14	0.0448	0.327
99993_at	Mm.4487	Anpep	Alanyl (membrane) aminopeptidase	1.14	0.0009	0.202
99427_at	Mm.57124	Hoxd12	Homeo box D12	1.14	0.0139	0.270
161575_f_at	Mm.39253	Mapk10	Mitogen activated protein kinase 10	1.14	0.0322	0.308
161909_r_at	Mm.232	1110062M06Rik	RIKEN cDNA 1110062M06 gene	1.14	0.0353	0.297
96984_at	Mm.88824	Olfr1509	Olfactory receptor 1509	1.14	0.0198	0.289
162124_r_at	Mm.27687	Rusc1	RUN and SH3 domain containing 1	1.14	0.0230	0.280
92229_at	Mm.34644	Zfp312	Zinc finger protein 312	1.14	0.0284	0.300
94391_at	Mm.25652	Gjb6	Gap junction membrane channel protein beta 6	1.14	0.0252	0.306
92741_g_at	Unknown	LOC380797	Similar to immunoglobulin delta-chain	1.14	0.0392	0.278
161926_r_at	Mm.16660	P4hb	Prolyl 4-hydroxylase, beta polypeptide	1.14	0.0422	0.338
101043_f_at	Mm.333022	Try4	Trypsin 4	1.14	0.0195	0.281
97499_at	Mm.3126	Fhl1	Four and a half LIM domains 1	1.14	0.0243	0.303
100026_at	Unknown	Unknown	Unknown	1.14	0.0324	0.312
102143_at	Mm.251322	Eno3	RIKEN cDNA 1700029K24 gene	1.14	0.0354	0.312
92755_f_at	Mm.4723	Sct	Secretin	1.14	0.0363	0.327
161584_r_at	Mm.301204	Elf1	E74-like factor 1	1.14	0.0430	0.341
161159_r_at	Unknown	Unknown	Unknown	1.14	0.0156	0.259
161798_r_at	Mm.26043	Gtf3c4	General transcription factor IIIC, polypeptide 4	1.14	0.0330	0.326
103962_at	Mm.25620	Dntt	Deoxynucleotidyltransferase, terminal	1.14	0.0441	0.343
161801_r_at	Mm.4083	Sema3b	Sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	1.13	0.0188	0.276
161497_f_at	Mm.179747	Itga7	Integrin alpha 7	1.13	0.0203	0.289
102956_at	Mm.1763	Msx2	Homeo box, msh-like 2	1.13	0.0240	0.306
161312_r_at	Unknown	Unknown	Unknown	1.13	0.0371	0.333
98108_at	Mm.34797	Crabp1	Cellular retinoic acid binding protein I	1.13	0.0425	0.340
100719_f_at	Mm.19214	Klk16	Kallikrein 16	1.13	0.0270	0.306
160228_at	Mm.29482	1110019C08Rik	RIKEN cDNA 1110019C08 gene	1.13	0.0410	0.346
104073_at	Mm.29495	Cugbp1	CUG triplet repeat, RNA binding protein 1	1.13	0.0449	0.354
93196_at	Mm.294871	D8Ertd531e	DNA segment, Chr 8, ERATO Doi 531, expressed	1.13	0.0149	0.270
160873_at	Mm.143805	MGI:1930008	Ghrelin	1.13	0.0396	0.340
93659_at	Mm.131530	Camk2a	Calcium/calmodulin-dependent protein kinase II alpha	1.13	0.0291	0.330
161692_r_at	Unknown	Unknown	Unknown	1.13	0.0035	0.258
161546_r_at	Mm.1568	Grn	Granulin	1.13	0.0442	0.361
94934_at	Mm.2679	Agtr2	Angiotensin II receptor, type 2	1.13	0.0472	0.355
95383_at	Mm.329630	Tm7sf2	Transmembrane 7 superfamily member 2	1.12	0.0160	0.302
98354_at	Mm.215173	Ptcra	Pre T-cell antigen receptor alpha	1.12	0.0282	0.329
93051_at	Mm.15295	Ephx2	Epoxide hydrolase 2, cytoplasmic	1.12	0.0283	0.333
103770_at	Mm.295750	2310014L17Rik	RIKEN cDNA 2310014L17 gene	1.12	0.0285	0.334
162076_r_at	Unknown	Unknown	Unknown	1.12	0.0184	0.321
102418_at	Mm.12669	Tex19	Testis expressed gene 19	1.12	0.0192	0.303
92355_at	Mm.39496	Zfpm2	Zinc finger protein, multitype 2	1.12	0.0205	0.306
92961_at	Mm.4965	Lhx1	LIM homeobox protein 1	1.12	0.0348	0.312
101041_at	Mm.6974	Krt1-14	Keratin complex 1, acidic, gene 14	1.12	0.0008	0.249
94491_at	Mm.286622	Pex13	Peroxisomal biogenesis factor 13	1.12	0.0136	0.299
162112_i_at	Mm.19306	Capn2	Calpain 2	1.12	0.0418	0.363
162040_r_at	Unknown	Unknown	Unknown	1.12	0.0231	0.334
162048_r_at	Mm.229141	Arfgef1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	1.12	0.0248	0.321
98424_at	Mm.3414	Ptpn13	Protein tyrosine phosphatase, non-receptor type 13	1.12	0.0198	0.300
99569_at	Mm.42251	Krt2-18	Keratin complex 2, basic, gene 18	1.12	0.0408	0.352
95345_at	Mm.20864	Tpbg	Trophoblast glycoprotein	1.12	0.0040	0.285
102948_at	Mm.17336	Hemt1	Hematopoietic cell transcript 1	1.12	0.0200	0.335
161565_r_at	Mm.22116	Pafah2	Platelet-activating factor acetylhydrolase 2	1.12	0.0402	0.330
161527_r_at	Mm.250419	Ccni	Cyclin I	1.11	0.0473	0.381
161848_r_at	Mm.395	Ptpn22	Protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	1.11	0.0496	0.386
92927_at	Mm.4866	Etv1	Ets variant gene 1	1.11	0.0170	0.326
101413_at	Mm.275426	4432411E13Rik	RIKEN cDNA 4432411E13 gene	1.11	0.0202	0.339
162117_f_at	Mm.274842	Plac1	Placental specific protein 1	1.11	0.0233	0.336
160319_at	Mm.29027	Sparcl1	SPARC-like 1 (mast9, hevin)	1.11	0.0260	0.350
93167_f_at	Unknown	Unknown	Unknown	1.11	0.0240	0.357
99065_at	Mm.296303	Csnk	Casein kappa	1.11	0.0143	0.314
103675_at	Mm.256956	Robo1	Roundabout homolog 1 (Drosophila)	1.11	0.0371	0.366
92742_at	Mm.4686	Ccl11	Small chemokine (C-C motif) ligand 11	1.11	0.0200	0.354
160324_at	Mm.29073	Rpa3	Replication protein A3	1.10	0.0284	0.374
97142_at	Mm.222320	Gpm6b	DNA segment, Chr X, ERATO Doi 242, expressed	1.10	0.0396	0.385
99807_r_at	Mm.57220	Fv1	Friend virus susceptibility 1	1.10	0.0455	0.369
99805_at	Unknown	Unknown	Unknown	1.10	0.0198	0.373
102407_at	Mm.1252	Mcpt5	Mast cell protease 5	1.10	0.0411	0.367
104382_at	Mm.22693	Mcpt4	Mast cell protease 4	1.10	0.0471	0.416
92949_at	Mm.4926	Pacsin1	Protein kinase C and casein kinase substrate in neurons 1	1.10	0.0491	0.406
161884_r_at	Mm.259021	Fxr1h	Fragile X mental retardation gene 1, autosomal homolog	1.10	0.0254	0.366
162446_at	Mm.30264	Chfr	Checkpoint with forkhead and ring finger domains	1.10	0.0340	0.398
92213_at	Mm.293314	Star	Steroidogenic acute regulatory protein	1.10	0.0394	0.373
92732_at	Mm.4669	Adam2	A disintegrin and metalloprotease domain 2	1.10	0.0476	0.363
97771_r_at	Mm.258484	D6Wsu176e	DNA segment, Chr 6, Wayne State University 176, expressed	1.10	0.0127	0.377
161815_f_at	Mm.237772	Mup1	Major urinary protein 1	1.10	0.0339	0.404
162367_f_at	Mm.307315	Seh1l	SEH1-like (S. cerevisiae	1.09	0.0367	0.386
97258_at	Mm.89572	Lactb2	Lactamase, beta 2	1.09	0.0234	0.406
103669_at	Mm.2077	E330034G19Rik	RIKEN cDNA E330034G19 gene	1.09	0.0313	0.416
94712_at	Mm.1402	Vegfc	Vascular endothelial growth factor C	1.09	0.0365	0.427
161829_at	Mm.331129	Nes	Nestin	1.09	0.0358	0.434
101131_at	Mm.221693	Chrna7	Cholinergic receptor, nicotinic, alpha polypeptide 7	1.09	0.0440	0.427
94291_at	Mm.2258	Scgb1a1	Secretoglobin, family 1A, member 1 (uteroglobin)	1.08	0.0165	0.416
98867_at	Unknown	Dlx6as	Distal-less homeobox 6, antisense	1.08	0.0428	0.454
160972_at	Mm.196083	Serpinb9e	Serine (or cysteine) proteinase inhibitor, clade B, member 9e	1.08	0.0367	0.453
161986_f_at	Unknown	Unknown	Unknown	1.08	0.0452	0.442
99355_r_at	Mm.31102	Upf2	UPF2 regulator of nonsense transcripts homolog (yeast)	1.08	0.0243	0.443
160865_at	Mm.4141	Vldlr	Very low density lipoprotein receptor	1.08	0.0344	0.432
94754_at	Mm.15530	Lhx8	LIM homeobox protein 8	1.08	0.0269	0.463
