ID	Name	Symbol	Accession	UniGene	Gene	Ensembl	aveA	P400vsEGFP.M	P400vsEGFP.AdjP	P400vsEGFP.FDR	P400vsEGFP.B	Description	Coordinates	A	D	C	B
A_52_P420504	actin, alpha 2, smooth muscle, aorta	Acta2	NM_007392	Mm.213025	11475	ENSMUST00000039631	9.672	-0.853	0.559	0.001	2.999	Mus musculus actin, alpha 2, smooth muscle, aorta (Acta2), mRNA [NM_007392]	chr19:33942862-33942803	-0.892	0.957	-0.644	0.918
A_51_P247542	tubulin tyrosine ligase-like family, member 6	Ttll6	NM_172799	Mm.249912	237930	ENSMUST00000035282	8.293	-0.851	0.069	0	5.308	Mus musculus tubulin tyrosine ligase-like family, member 6 (Ttll6), mRNA [NM_172799]	chr11:96274404-96274463	-0.85	0.844	-0.814	0.897
A_51_P169087	glutaminase 2 (liver, mitochondrial)	Gls2	NM_001033264	Mm.30102	216456	ENSMUST00000044776	11.957	-0.851	0.568	0.001	2.98	Mus musculus glutaminase 2 (liver, mitochondrial) (Gls2), mRNA [NM_001033264]	chr10:127711271-127711330	-0.647	0.976	-0.889	0.892
A_52_P340669	basic helix-loop-helix domain containing, class B, 8	Bhlhb8	NM_010800	Mm.386767	17341	ENSMUST00000060747	8.231	-0.851	1	0.002	1.157	Mus musculus basic helix-loop-helix domain containing, class B, 8 (Bhlhb8), mRNA [NM_010800]	chr5:143222335-143222394	-0.577	0.773	-1.007	1.048
A_51_P299339	Kruppel-like factor 15	Klf15	NM_023184	Mm.41389	66277	ENSMUST00000032174	7.986	-0.851	1	0.002	1.039	Mus musculus Kruppel-like factor 15 (Klf15), mRNA [NM_023184]	chr6:90552882-90552941	-1.023	0.878	-0.526	0.976
A_51_P165834	doublecortin and CaM kinase-like 2	Dcamkl2	NM_027539	Mm.44490	70762	ENSMUST00000029719	10.899	-0.848	0.432	0.001	3.289	Mus musculus doublecortin and CaM kinase-like 2 (Dcamkl2), mRNA [NM_027539]	chr3:86899081-86899022	-0.677	0.854	-0.871	0.99
A_51_P219385	sine oculis-related homeobox 5 homolog (Drosophila)	Six5	NM_011383	Mm.3410	20475	ENSMUST00000049454	7.958	-0.847	0.252	0	3.888	Mus musculus sine oculis-related homeobox 5 homolog (Drosophila) (Six5), mRNA [NM_011383]	chr7:16780462-16780521	-0.73	0.982	-0.857	0.82
A_52_P417694	RIKEN cDNA 1200009F10 gene	1200009F10Rik	NM_027078	Mm.252843	67454	ENSMUST00000020150	8.317	-0.844	1	0.001	1.974	Mus musculus RIKEN cDNA 1200009F10 gene (1200009F10Rik), transcript variant 2, mRNA [NM_027078]	chr10:90661217-90661276	-0.812	0.756	-1.107	0.702
A_51_P357341	chloride intracellular channel 1	Clic1	NM_033444	Mm.29524	114584	ENSMUST00000007257	13.8	-0.843	0.355	0	3.509	Mus musculus chloride intracellular channel 1 (Clic1), mRNA [NM_033444]	chr17:33155732-33155791	-0.79	0.754	-0.812	1.018
A_52_P293232	mesoderm development candidate 1	Mesdc1	NM_030705	Mm.272998	80889		9.765	-0.841	1	0.002	1.278	Mus musculus mesoderm development candidate 1 (Mesdc1), mRNA [NM_030705]	chr7:79803296-79803237	-0.857	0.599	-1.109	0.798
A_52_P58524	neuraminidase 1	Neu1	NM_010893	Mm.8856	18010	ENSMUST00000007253	11.795	-0.84	0.842	0.001	2.537	Mus musculus neuraminidase 1 (Neu1), mRNA [NM_010893]	chr17:33032250-33032309	-0.671	0.771	-1.035	0.882
A_52_P301223	bromodomain and WD repeat domain containing 1	Brwd1	BC056618	Mm.240871	93871		10.951	-0.839	0.701	0.001	2.744	Mus musculus bromodomain and WD repeat domain containing 1, mRNA (cDNA clone IMAGE:4978279), complete cds. [BC056618]	chr16:96403473-96403414	-0.711	0.763	-1.047	0.834
A_52_P11817	fibronectin 1	Fn1	NM_010233	Mm.193099	14268	ENSMUST00000055226	10.418	-0.836	1	0.003	0.1	Mus musculus fibronectin 1 (Fn1), mRNA [NM_010233]	chr1:71839453-71839394	-0.948	0.503	-0.769	1.124
A_51_P500806	exosome component 8	Exosc8	AK047257	Mm.29253	69639		7.813	-0.833	0.272	0	3.805	Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930042L20 product:unclassifiable, full insert sequence [AK047257]	chr3:54860790-54860731	-0.959	0.812	-0.85	0.71
A_51_P295967	protein C	Proc	NM_008934	Mm.2786	19123	ENSMUST00000025245	8.275	-0.833	1	0.001	1.866	Mus musculus protein C (Proc), mRNA [NM_008934]	chr18:32515299-32515240	-0.573	0.923	-0.849	0.985
A_52_P120037	epithelial membrane protein 1	Emp1	NM_010128	Mm.182785	13730	ENSMUST00000032330	9.773	-0.833	1	0.002	0.909	Mus musculus epithelial membrane protein 1 (Emp1), mRNA [NM_010128]	chr6:135397189-135397248	-1.046	0.68	-1.005	0.603
A_52_P137500			AK046255	Mm.391313	NA		10.023	-0.833	1	0.002	0.695	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230361M20 product:unclassifiable, full insert sequence. [AK046255]	chrX:131798419-131798478	-0.639	0.995	-0.625	1.073
A_51_P181312	dicarbonyl L-xylulose reductase	Dcxr	NM_026428	Mm.231091	67880	ENSMUST00000026144	9.631	-0.832	0.504	0.001	3.116	Mus musculus dicarbonyl L-xylulose reductase (Dcxr), mRNA [NM_026428]	chr11:120835328-120835188	-0.648	0.955	-0.878	0.846
A_52_P473966	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	Kdelr3	NM_134090	Mm.298199	105785	ENSMUST00000010974	10.675	-0.831	1	0.001	1.835	Mus musculus KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 (Kdelr3), mRNA [NM_134090]	chr15:79611290-79611349	-0.617	1.05	-0.772	0.884
A_51_P324442	WD repeat domain 35	Wdr35	NM_172470	Mm.87389	74682	ENSMUST00000085745	12.157	-0.83	0.38	0.001	3.431	Mus musculus WD repeat domain 35 (Wdr35), mRNA [NM_172470]	chr12:9054450-9054509	-0.947	0.905	-0.691	0.777
A_52_P188172	synaptojanin 2	Synj2	NM_011523	Mm.236068	20975	ENSMUST00000061091	7.135	-0.83	1	0.001	1.811	Mus musculus synaptojanin 2 (Synj2), mRNA [NM_011523]	chr17:5989813-5989872	-0.88	0.621	-1.055	0.765
A_51_P120066	RIKEN cDNA 9330151L19 gene	9330151L19Rik	AK034052	Mm.431251	414085	ENSMUST00000063538	8.69	-0.822	0.592	0.001	2.934	Mus musculus adult male diencephalon cDNA, RIKEN full-length enriched library, clone:9330151L19 product:hypothetical Myc-type, helix-loop-helix dimerization domain containing protein, full insert sequence [AK034052]	chr12:67141232-67141291	-0.783	1.017	-0.78	0.708
A_52_P576818	RIKEN cDNA 4921511C04 gene	4921511C04Rik	NM_027580	Mm.148848	70853	ENSMUST00000027289	7.355	-0.821	1	0.001	1.507	Mus musculus RIKEN cDNA 4921511C04 gene (4921511C04Rik), mRNA [NM_027580]	chr1:37428494-37428982	-0.614	1.022	-0.704	0.944
A_51_P509669	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	Uap1l1	NM_001033293	Mm.33797	227620	ENSMUST00000091308	11.476	-0.82	1	0.003	0.241	Mus musculus UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 (Uap1l1), mRNA [NM_001033293]	chr2:25369406-25369016	-0.548	0.917	-1.121	0.694
A_52_P91604	glutathione reductase 1	Gsr	NM_010344	Mm.283573	14782	ENSMUST00000033992	10.247	-0.819	0.117	0	4.736	Mus musculus glutathione reductase 1 (Gsr), mRNA [NM_010344]	chr8:32465775-32465834	-0.765	0.781	-0.881	0.851
A_52_P459505	suppression of tumorigenicity 14 (colon carcinoma)	St14	NM_011176	Mm.243926	19143	ENSMUST00000034478	7.51	-0.819	1	0.001	1.545	Mus musculus suppression of tumorigenicity 14 (colon carcinoma) (St14), mRNA [NM_011176]	chr9:31002440-31000001	-0.922	0.548	-0.83	0.977
A_52_P282500	kinesin family member 21B	Kif21b	NM_001039472	Mm.276135	16565	ENSMUST00000086396	10.543	-0.819	1	0.003	0.087	Mus musculus kinesin family member 21B (Kif21b), mRNA [NM_001039472]	chr1:136064121-136064180	-0.502	0.751	-0.906	1.117
A_52_P286002	expressed sequence AW822216	AW822216	NM_178884	Mm.236454	98733	ENSMUST00000077880	8.117	-0.815	1	0.001	1.886	Mus musculus expressed sequence AW822216 (AW822216), mRNA [NM_178884]	chr1:75724301-75723448	-0.863	0.577	-0.823	0.996
A_52_P85893	RIKEN cDNA 1600021P15 gene	1600021P15Rik	NM_177718	Mm.155887	239796	ENSMUST00000100023	10.26	-0.814	1	0.002	0.415	Mus musculus RIKEN cDNA 1600021P15 gene (1600021P15Rik), mRNA [NM_177718]	chr16:28489564-28489505	-0.772	0.692	-1.164	0.628
A_51_P394014	quinolinate phosphoribosyltransferase	Qprt	NM_133686	Mm.26928	67375		10.781	-0.81	1	0.002	1.252	Mus musculus quinolinate phosphoribosyltransferase (Qprt), mRNA [NM_133686]	chr7:123204578-123204519	-0.63	0.74	-1.096	0.773
A_52_P78033	inositol hexaphosphate kinase 2	Ihpk2	BC060059	Mm.276336	76500	ENSMUST00000085016	10.576	-0.808	1	0.001	1.839	Mus musculus inositol hexaphosphate kinase 2, mRNA (cDNA clone IMAGE:5693072), complete cds. [BC060059]	chr9:108508073-108508132	-0.631	0.727	-1.038	0.834
A_52_P342836	RIKEN cDNA 2610042L04 gene	2610042L04Rik	NM_001024713	Mm.425856	545015	ENSMUST00000090673	12.395	-0.806	0.605	0.001	2.909	Mus musculus RIKEN cDNA 2610042L04 gene (2610042L04Rik), mRNA [NM_001024713]	chr14:5369761-5369702	-0.978	0.683	-0.731	0.833
A_52_P29610	tocopherol (alpha) transfer protein	Ttpa	NM_015767	Mm.24375	50500	ENSMUST00000098245	9.052	-0.804	0.318	0	3.629	Mus musculus tocopherol (alpha) transfer protein (Ttpa), mRNA [NM_015767]	chr4:20065670-20065729	-0.836	0.655	-0.876	0.852
A_52_P535122			TC1415519		NA		11.722	-0.801	1	0.002	0.8		chr12:30692561-30692620	-0.547	1.017	-0.698	0.943
A_51_P421846	enoyl coenzyme A hydratase 1, peroxisomal	Ech1	NM_016772	Mm.291776	51798	ENSMUST00000066264	11.335	-0.801	1	0.002	0.547	Mus musculus enoyl coenzyme A hydratase 1, peroxisomal (Ech1), mRNA [NM_016772]	chr7:25765229-25765389	-0.875	0.949	-0.92	0.46
A_52_P612840			NAP021334-001		NA		10.877	-0.8	0.259	0	3.858		chr4:83107734-83107834	-0.755	0.741	-0.934	0.77
A_52_P438682	WD repeat domain 33	Wdr33	BC064745	Mm.277705	74320	ENSMUST00000082319	7.707	-0.799	1	0.002	1.163	Mus musculus WD repeat domain 33, mRNA (cDNA clone IMAGE:30093795), complete cds. [BC064745]	chr18:32227211-32227270	-1.069	0.599	-0.713	0.816
A_52_P319181	RIKEN cDNA 2610021K21 gene	2610021K21Rik	NM_030172	Mm.235920	78767	ENSMUST00000046485	8.181	-0.797	0.386	0.001	3.415	Mus musculus RIKEN cDNA 2610021K21 gene (2610021K21Rik), mRNA [NM_030172]	chr12:97350347-97349451	-0.753	0.727	-0.958	0.753
A_51_P271425	lipoma HMGIC fusion partner-like protein 4	Lhfpl4	AK220449	Mm.37943	269788		8.816	-0.796	0.772	0.001	2.635	Mus musculus mRNA for mKIAA4027 protein [AK220449]	chr6:113329139-113329080	-0.762	0.729	-0.694	0.999
A_52_P473419	erythrocyte protein band 4.1-like 4a	NA	NM_013512	Mm.3465	13824	ENSMUST00000025234	8.793	-0.794	1	0.002	1.297	Mus musculus erythrocyte protein band 4.1-like 4a (Epb4.1l4a), mRNA [NM_013512]	chr18:34172091-34172032	-0.975	0.554	-0.924	0.724
A_51_P176474	kinase non-catalytic C-lobe domain (KIND) containing 1	Kndc1	NM_177261	Mm.44442	76484	ENSMUST00000097971	9.635	-0.794	1	0.002	0.814	Mus musculus kinase non-catalytic C-lobe domain (KIND) containing 1 (Kndc1), mRNA [NM_177261]	chr7:136355110-136355169	-0.85	0.897	-0.949	0.478
A_52_P247086	RIKEN cDNA 4930535B03 gene	4930535B03Rik	AK154692	Mm.196275	75137		10.607	-0.793	1	0.001	2.282	Mus musculus NOD-derived CD11c +ve dendritic cells cDNA, RIKEN full-length enriched library, clone:F630103I02 product:Hypothetical serine-rich region containing protein homolog [Mus musculus], full insert sequence. [AK154692]	chr3:95646384-95646325	-0.762	0.644	-1.004	0.761
A_51_P289423			NAP057047-1		NA		9.421	-0.793	1	0.001	1.606		chr6:51441733-51441831	-0.677	0.605	-0.973	0.918
A_52_P640413	hypothetical protein MGC30332	MGC30332	NM_145580	Mm.333757	101883	ENSMUST00000043850	9.406	-0.792	1	0.001	1.532	Mus musculus hypothetical protein MGC30332 (MGC30332), mRNA [NM_145580]	chr7:27509047-27509106	-0.542	0.796	-0.972	0.859
A_52_P108607	dystrobrevin alpha	Dtna	NM_207650	Mm.94371	13527		6.852	-0.792	1	0.002	0.632	Mus musculus dystrobrevin alpha (Dtna), transcript variant 1, mRNA [NM_207650]	chr18:24040869-24040928	-0.532	0.975	-0.683	0.979
A_52_P30451	protein phosphatase 1, regulatory (inhibitor) subunit 3C	Ppp1r3c	NM_016854	Mm.24724	53412		7.809	-0.791	1	0.001	2.239	Mus musculus protein phosphatase 1, regulatory (inhibitor) subunit 3C (Ppp1r3c), mRNA [NM_016854]	chr19:36432711-36432652	-0.743	0.599	-0.882	0.941
A_51_P268697	solute carrier family 1 (glial high affinity glutamate transporter), member 3	Slc1a3	NM_148938	Mm.204834	20512	ENSMUST00000005493	8.75	-0.791	1	0.002	0.761	Mus musculus solute carrier family 1 (glial high affinity glutamate transporter), member 3 (Slc1a3), mRNA [NM_148938]	chr15:8463784-8463725	-0.884	0.997	-0.493	0.79
A_52_P377160	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	Galnt6	NM_172451	Mm.22969	207839	ENSMUST00000052069	7.989	-0.79	0.573	0.001	2.971	Mus musculus UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (Galnt6), mRNA [NM_172451]	chr15:100678258-100678199	-0.872	0.635	-0.75	0.903
A_51_P469261			NAP057024-1		NA		11.486	-0.789	1	0.001	1.358		chr4:144204608-144204900	-0.734	0.614	-1.057	0.753
A_52_P508397	RIKEN cDNA 1810026B05 gene	1810026B05Rik	AK140938	Mm.34539	69170		12.137	-0.786	0.244	0	3.923	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130076G01 product:unclassifiable, full insert sequence [AK140938]	chr7:69396875-69396816	-0.674	0.829	-0.862	0.78
A_51_P272553	basic helix-loop-helix domain containing, class B2	Bhlhb2	NM_011498	Mm.2436	20893	ENSMUST00000032194	10.563	-0.784	0.861	0.001	2.511	Mus musculus basic helix-loop-helix domain containing, class B2 (Bhlhb2), mRNA [NM_011498]	chr6:108760353-108760412	-0.829	0.918	-0.797	0.589
A_52_P17146	bone morphogenetic protein receptor, type 1A	Bmpr1a	NM_009758	Mm.237825	12166	ENSMUST00000049005	10.051	-0.784	1	0.002	0.988	Mus musculus bone morphogenetic protein receptor, type 1A (Bmpr1a), mRNA [NM_009758]	chr14:31844558-31844499	-0.522	0.726	-0.934	0.955
A_51_P341571	kelch domain containing 2	Klhdc2	NM_027117	Mm.234368	69554	ENSMUST00000021362	11.571	-0.783	0.134	0	4.586	Mus musculus kelch domain containing 2 (Klhdc2), mRNA [NM_027117]	chr12:67247203-67247336	-0.784	0.757	-0.743	0.85
A_51_P338746	PR domain containing 1, with ZNF domain	Prdm1	NM_007548	Mm.4800	12142	ENSMUST00000039174	8.779	-0.783	1	0.002	1.016	Mus musculus PR domain containing 1, with ZNF domain (Prdm1), mRNA [NM_007548]	chr10:44250858-44250799	-0.651	1.076	-0.752	0.652
A_51_P249594	REV1-like (S. cerevisiae)	Rev1l	NM_019570	Mm.389103	56210	ENSMUST00000027251	10.168	-0.781	0.26	0	3.855	Mus musculus REV1-like (S. cerevisiae) (Rev1l), mRNA [NM_019570]	chr1:38295041-38294565	-0.877	0.716	-0.823	0.706
A_52_P835473			AK052259	Mm.387232	NA		9.016	-0.78	0.924	0.001	2.432	Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330014J04 product:unclassifiable, full insert sequence [AK052259]	chr8:87631399-87631340	-0.837	0.693	-0.95	0.639
A_51_P517843	GLI pathogenesis-related 2	Glipr2	NM_027450	Mm.22213	384009	ENSMUST00000030202	11.726	-0.78	1	0.002	0.483	Mus musculus GLI pathogenesis-related 2 (Glipr2), mRNA [NM_027450]	chr4:43992624-43992683	-0.919	0.786	-0.953	0.461
A_52_P124121	solute carrier family 25, member 36	Slc25a36	AK087750	Mm.228067	192287		9.214	-0.778	0.169	0	4.333	Mus musculus 2 days pregnant adult female ovary cDNA, RIKEN full-length enriched library, clone:E330015J08 product:inferred: Mus musculus, Similar to hypothetical protein FLJ10618, clone IMAGE:3594297, mRNA, partial cds, full insert sequence. [AK087750]	chr9:96716654-96716595	-0.692	0.82	-0.813	0.787
A_52_P251703	chondroitin sulfate proteoglycan 2	Cspg2	D16263	Mm.158700	13003	ENSMUST00000022114	7.491	-0.777	0.171	0	4.319	Mus musculus mRNA for PG-M/versican, complete cds. [D16263]	chr13:86731692-86731633	-0.848	0.71	-0.75	0.801
A_51_P186899	EGL nine homolog 1 (C. elegans)	Egln1	NM_053207	Mm.140619	112405	ENSMUST00000034469	7.823	-0.776	1	0.001	1.505	Mus musculus EGL nine homolog 1 (C. elegans) (Egln1), mRNA [NM_053207]	chr8:123495982-123495970	-0.89	0.834	-0.869	0.512
A_51_P146126	cyclin-dependent kinase inhibitor 1B (P27)	Cdkn1b	AK169586	Mm.2958	12576		8.094	-0.776	1	0.002	0.393	Mus musculus 2 days neonate thymus thymic cells cDNA, RIKEN full-length enriched library, clone:C920025D19 product:hypothetical protein, full insert sequence. [AK169586]	chr6:134939519-134939578	-0.487	0.915	-0.707	0.993
A_52_P180728	kelch repeat and BTB (POZ) domain containing 11	Kbtbd11	BC080858	Mm.46675	74901	ENSMUST00000069399	9.867	-0.774	1	0.001	1.963	Mus musculus kelch repeat and BTB (POZ) domain containing 11, mRNA (cDNA clone IMAGE:6852896), with apparent retained intron. [BC080858]	chr8:15003552-15003611	-0.604	0.798	-0.98	0.717
A_51_P359625	glutathione reductase 1	Gsr	NM_010344	Mm.283573	14782	ENSMUST00000033992	11.533	-0.772	0.274	0	3.795	Mus musculus glutathione reductase 1 (Gsr), mRNA [NM_010344]	chr8:32465796-32465855	-0.842	0.654	-0.812	0.782
A_51_P211793	retinaldehyde binding protein 1	Rlbp1	NM_020599	Mm.41653	19771		8.406	-0.772	0.376	0.001	3.445	Mus musculus retinaldehyde binding protein 1 (Rlbp1), mRNA [NM_020599]	chr7:75243536-75243477	-0.721	0.789	-0.902	0.677
A_52_P113350	F-box only protein 3	Fbxo3	NM_212433	Mm.143768	57443	ENSMUST00000028603	10.129	-0.771	0.172	0	4.314	Mus musculus F-box only protein 3 (Fbxo3), transcript variant 1, mRNA [NM_212433]	chr2:103911548-103911607	-0.728	0.719	-0.801	0.836
A_52_P893440	peroxiredoxin 2	Prdx2	NM_011563	Mm.347009	21672	ENSMUST00000005292	12.378	-0.769	0.2	0	4.148	Mus musculus peroxiredoxin 2 (Prdx2), mRNA [NM_011563]	chr8:83556603-83556662	-0.697	0.855	-0.76	0.765
A_52_P382325	AHNAK nucleoprotein (desmoyokin)	Ahnak	NM_001039959	Mm.203866	66395		8.986	-0.769	0.429	0.001	3.297	Mus musculus AHNAK nucleoprotein (desmoyokin) (Ahnak), transcript variant 3, mRNA [NM_001039959]	chr19:8756858-8756917	-0.897	0.8	-0.722	0.659
A_52_P518422	RIKEN cDNA A630033E08 gene	A630033E08Rik	NM_177358	Mm.390946	240041		9.671	-0.768	0.662	0.001	2.808	Mus musculus RIKEN cDNA A630033E08 gene (A630033E08Rik), mRNA [NM_177358]	chr17:21113578-21113519	-0.875	0.874	-0.657	0.668
A_51_P458839	phosphatidylinositol glycan anchor biosynthesis, class A	Piga	NM_011081	Mm.3781	18700	ENSMUST00000073093	11.332	-0.767	1	0.002	0.73	Mus musculus phosphatidylinositol glycan anchor biosynthesis, class A (Piga), mRNA [NM_011081]	chrX:159208159-159208218	-0.691	0.637	-1.077	0.663
A_52_P556804			TC1466492		NA		10.538	-0.766	0.229	0	3.997	Q8E0H9 (Q8E0H9) Phosphoglycerate mutase family protein, partial (7%) [TC1466492]	chr2:9995377-9995318	-0.679	0.763	-0.852	0.768
A_52_P416272	catenin (cadherin associated protein), alpha-like 1	Ctnnal1	NM_018761	Mm.218891	54366	ENSMUST00000045142	9.881	-0.764	1	0.002	0.428	Mus musculus catenin (cadherin associated protein), alpha-like 1 (Ctnnal1), mRNA [NM_018761]	chr4:56871003-56870944	-0.911	0.861	-0.85	0.435
A_52_P460537	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 4	Edg4	NM_020028	Mm.23253	53978	ENSMUST00000034325	7.69	-0.763	0.943	0.001	2.408	Mus musculus endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor 4 (Edg4), mRNA [NM_020028]	chr8:68285590-68285649	-0.831	0.728	-0.904	0.59
A_51_P268439	melanoma cell adhesion molecule	Mcam	NM_023061	Mm.275003	84004	ENSMUST00000098852	10.173	-0.763	1	0.001	2.309	Mus musculus melanoma cell adhesion molecule (Mcam), mRNA [NM_023061]	chr9:44076783-44076842	-0.955	0.677	-0.777	0.642
A_52_P550034	peroxiredoxin 2	Prdx2	NM_011563	Mm.347009	21672	ENSMUST00000005292	12.122	-0.763	1	0.002	0.767	Mus musculus peroxiredoxin 2 (Prdx2), mRNA [NM_011563]	chr8:83556404-83556554	-0.53	0.882	-0.66	0.98
A_51_P234728	purinergic receptor P2Y, G-protein coupled, 5	P2ry5	NM_175116	Mm.390681	67168		10.136	-0.762	1	0.003	0.122	Mus musculus purinergic receptor P2Y, G-protein coupled, 5 (P2ry5), mRNA [NM_175116]	chr14:67921380-67921439	-0.624	0.756	-1.095	0.574
A_52_P338956	RIKEN cDNA A530050D06 gene	A530050D06Rik	XM_203596	Mm.77133	104816	ENSMUST00000079400	11.139	-0.761	0.189	0	4.21	PREDICTED: Mus musculus RIKEN cDNA A530050D06 gene, transcript variant 1 (A530050D06Rik), mRNA [XM_203596]	chr12:109652429-109652488	-0.783	0.775	-0.676	0.808
A_51_P232128	phosducin-like 2	Pdcl2	NM_023508	Mm.143764	79455		10.348	-0.761	1	0.001	2.338	Mus musculus phosducin-like 2 (Pdcl2), mRNA [NM_023508]	chr5:76244758-76244699	-0.884	0.563	-0.788	0.811
A_51_P339962	CWF19-like 2, cell cycle control (S. pombe)	Cwf19l2	NM_027545	Mm.245482	244672	ENSMUST00000027027	10.373	-0.759	1	0.002	1.276	Mus musculus CWF19-like 2, cell cycle control (S. pombe) (Cwf19l2), mRNA [NM_027545]	chr9:3390111-3390170	-0.769	0.589	-1.008	0.671
A_52_P570122			TC1496338		NA		10.242	-0.757	1	0.001	1.721		chr12:4821041-4820982	-0.633	0.631	-0.972	0.791
A_52_P512847	Janus kinase 3	Jak3	NM_010589	Mm.249645	16453	ENSMUST00000046935	8.037	-0.756	1	0.001	1.87	Mus musculus Janus kinase 3 (Jak3), mRNA [NM_010589]	chr8:70154471-70154796	-0.567	0.691	-0.898	0.867
A_52_P310548	NACHT, leucine rich repeat and PYD containing 4A	Nalp4a	NM_172896	Mm.322356	243880	ENSMUST00000068767	7.764	-0.756	1	0.002	0.508	Mus musculus NACHT, leucine rich repeat and PYD containing 4A (Nalp4a), mRNA [NM_172896]	chr7:23359762-23359821	-1.056	0.617	-0.589	0.761
A_51_P258566	transformed mouse 3T3 cell double minute 4	Mdm4	AK046448	Mm.18706	17248		11.328	-0.754	0.306	0	3.672	Mus musculus adult male corpora quadrigemina cDNA, RIKEN full-length enriched library, clone:B230385P13 product:inferred: transformed mouse 3T3 cell double minute 4, full insert sequence. [AK046448]	chr1:132887988-132887929	-0.872	0.734	-0.688	0.721
