Probe Set ID	Status	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
202052_s_at	Mesenchymal	RAI14	retinoic acid induced 14	NM_015577	5p13.3-p13.2
217788_s_at	Mesenchymal	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	NM_004481	1q41-q42
201564_s_at	Mesenchymal	FSCN1	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)	NM_003088	7p22
233607_at	Mesenchymal		CDNA FLJ11739 fis, clone HEMBA1005497	---
213428_s_at	Mesenchymal	COL6A1	collagen, type VI, alpha 1	NM_001848	21q22.3
214390_s_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
205579_at	Mesenchymal	HRH1	histamine receptor H1	NM_000861	3p25
1553995_a_at	Mesenchymal	NT5E	5-nucleotidase, ecto (CD73)	NM_002526	6q14-q21
204529_s_at	Mesenchymal	TOX	thymus high mobility group box protein TOX	NM_014729	8q12.1
200770_s_at	Mesenchymal	LAMC1	laminin, gamma 1 (formerly LAMB2)	NM_002293	1q31
205798_at	Mesenchymal	IL7R	interleukin 7 receptor	NM_002185	5p13
206571_s_at	Mesenchymal	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	NM_004834 /// NM_145686 /// NM_145687	2q11.2-q12
211139_s_at	Mesenchymal	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	NM_005966	2q32.3-q33
242439_s_at	Mesenchymal	ASXL1	additional sex combs like 1 (Drosophila)	---	20q11.1
202693_s_at	Mesenchymal	STK17A	serine/threonine kinase 17a (apoptosis-inducing)	NM_004760	7p12-p14
229310_at	Mesenchymal	KBTBD9	kelch repeat and BTB (POZ) domain containing 9	XM_496546	2p24.1
209013_x_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
212197_x_at	Mesenchymal	M-RIP	myosin phosphatase-Rho interacting protein	NM_015134 /// NM_201274	17p11.2
212792_at	Mesenchymal	KIAA0877	KIAA0877 protein	XM_371891 /// XM_374422	7p14.3-p14.2
200782_at	Mesenchymal	ANXA5	annexin A5	NM_001154	4q28-q32
225406_at	Mesenchymal	TWSG1	twisted gastrulation homolog 1 (Drosophila)	NM_020648	18p11.3
235391_at	Mesenchymal	LOC137392	similar to CG6405 gene product	NM_145269	8q22.1
213154_s_at	Mesenchymal	BICD2	bicaudal D homolog 2 (Drosophila)	NM_001003800 /// NM_015250	9q22.32
204194_at	Mesenchymal	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	NM_001011545 /// NM_001186 /// NM_206866	21q22.11
224999_at	Mesenchymal		CDNA: FLJ23165 fis, clone LNG09846	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284
203196_at	Mesenchymal	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	NM_005845	13q32
217989_at	Mesenchymal	DHRS8	dehydrogenase/reductase (SDR family) member 8	NM_016245	4q22.1
205992_s_at	Mesenchymal	IL15	interleukin 15	NM_000585 /// NM_172174 /// NM_172175	4q31
201617_x_at	Mesenchymal	CALD1	caldesmon 1	NM_004342 /// NM_033138 /// NM_033139 /// NM_033140 /// NM_033157	7q33
204420_at	Mesenchymal	FOSL1	FOS-like antigen 1	NM_005438	11q13
230175_s_at	Mesenchymal	ESDN	endothelial and smooth muscle cell-derived neuropilin-like protein	---	3q12.2
201983_s_at	Mesenchymal	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284	7p12
203939_at	Mesenchymal	NT5E	5-nucleotidase, ecto (CD73)	NM_002526	6q14-q21
203324_s_at	Mesenchymal	CAV2	caveolin 2	NM_001233 /// NM_198212	7q31.1
58780_s_at	Mesenchymal	FLJ10357	hypothetical protein FLJ10357	NM_018071	14q11.2
204948_s_at	Mesenchymal	FST	follistatin	NM_006350 /// NM_013409	5q11.2
201616_s_at	Mesenchymal	CALD1	caldesmon 1	NM_004342 /// NM_033138 /// NM_033139 /// NM_033140 /// NM_033157	7q33
202305_s_at	Mesenchymal	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	NM_005102	2p21
210517_s_at	Mesenchymal	AKAP12	A kinase (PRKA) anchor protein (gravin) 12	NM_005100 /// NM_144497	6q24-q25
212653_s_at	Mesenchymal	NACSIN	NPF/calponin-like protein	NM_015252	2p15
200931_s_at	Mesenchymal	VCL	vinculin	NM_003373 /// NM_014000	10q22.1-q23
230183_at	Mesenchymal		Transcribed sequences	---
209909_s_at	Mesenchymal	TGFB2	transforming growth factor, beta 2	NM_003238	1q41
203234_at	Mesenchymal	UPP1	uridine phosphorylase 1	NM_003364 /// NM_181597	7p12.3
214577_at	Mesenchymal	MAP1B	microtubule-associated protein 1B	NM_005909 /// NM_032010	5q13
212192_at	Mesenchymal	KCTD12	potassium channel tetramerisation domain containing 12	NM_138444	13q22.1
212237_at	Mesenchymal	ASXL1	additional sex combs like 1 (Drosophila)	NM_015338	20q11.1
208025_s_at	Mesenchymal	HMGA2	high mobility group AT-hook 2	NM_001015886 /// NM_003483 /// NM_003484	12q15
227475_at	Mesenchymal	FOXQ1	forkhead box Q1	NM_033260	6p25
204115_at	Mesenchymal	GNG11	guanine nucleotide binding protein (G protein), gamma 11	NM_004126	7q31-q32
228080_at	Mesenchymal	LOC143903	layilin	NM_178834	11q23.2
203851_at	Mesenchymal	IGFBP6	insulin-like growth factor binding protein 6	NM_002178	12q13
210201_x_at	Mesenchymal	BIN1	bridging integrator 1	NM_004305 /// NM_139343 /// NM_139344 /// NM_139345 /// NM_139346 /// NM_139347 /// NM_139348 /// NM_139349 /// NM_139350 /// NM_139351	2q14
207030_s_at	Mesenchymal	CSRP2	cysteine and glycine-rich protein 2	NM_001321	12q21.1
1555355_a_at	Mesenchymal	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	NM_005238	11q23.3
227628_at	Mesenchymal		MRNA; cDNA DKFZp686G03142 (from clone DKFZp686G03142)	NM_001008397
203499_at	Mesenchymal	EPHA2	EphA2	NM_004431	1p36
212014_x_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
210299_s_at	Mesenchymal	FHL1	four and a half LIM domains 1	NM_001449	xq26
220326_s_at	Mesenchymal	FLJ10357	hypothetical protein FLJ10357	NM_018071	14q11.2
205479_s_at	Mesenchymal	PLAU	plasminogen activator, urokinase	NM_002658	10q24
206805_at	Mesenchymal	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NM_006080	7p12.1
209835_x_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
203085_s_at	Mesenchymal	TGFB1	transforming growth factor, beta 1 (Camurati-Engelmann disease)	NM_000660	19q13.1
213302_at	Mesenchymal	PFAS	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	NM_012393	17p13.1
212188_at	Mesenchymal	KCTD12	potassium channel tetramerisation domain containing 12	NM_138444	13q22.1
225782_at	Mesenchymal	LOC253827	hypothetical protein LOC253827	---	12q14.1
226621_at	Mesenchymal	FGG	fibrinogen, gamma polypeptide	NM_003999	4q28
232541_at	Mesenchymal		CDNA FLJ20099 fis, clone COL04544	NM_005228 /// NM_201282 /// NM_201283 /// NM_201284
1555841_at	Mesenchymal	MGC17337	similar to RIKEN cDNA 5730528L13 gene	NM_003692 /// NM_080655	9q31.1
221011_s_at	Mesenchymal	LBH	likely ortholog of mouse limb-bud and heart gene	NM_030915	2p23.3
209576_at	Mesenchymal	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	NM_002069	7q21
212077_at	Mesenchymal	CALD1	caldesmon 1	NM_004342 /// NM_033138 /// NM_033139 /// NM_033140 /// NM_033157	7q33
203390_s_at	Mesenchymal	KIF3C	kinesin family member 3C	NM_002254	2p23
224964_s_at	Mesenchymal	GNG2	guanine nucleotide binding protein (G protein), gamma 2	NM_053064	14q21
204490_s_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
230147_at	Mesenchymal	F2RL2	coagulation factor II (thrombin) receptor-like 2	NM_004101	5q13
205729_at	Mesenchymal	OSMR	oncostatin M receptor	NM_003999	5p13.2
217890_s_at	Mesenchymal	PARVA	parvin, alpha	NM_018222	11p15.3
226997_at	Mesenchymal		CDNA FLJ10196 fis, clone HEMBA1004776	---
229622_at	Mesenchymal	FLJ37034	hypothetical protein FLJ37034	---	2q37.3
204036_at	Mesenchymal	EDG2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	NM_001401 /// NM_057159	9q32
236565_s_at	Mesenchymal	FLJ11196	acheron	NM_018357 /// NM_197958	15q22.32
204279_at	Mesenchymal	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2)	NM_002800 /// NM_148954	6p21.3
209012_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
213093_at	Mesenchymal	PRKCA	protein kinase C, alpha	NM_002737	17q22-q23.2
226184_at	Mesenchymal	FMNL2	formin-like 2	NM_001004417 /// NM_001004421 /// NM_001004422 /// NM_052905	2q24.1
201162_at	Mesenchymal	IGFBP7	insulin-like growth factor binding protein 7	NM_001553	4q12
1552309_a_at	Mesenchymal	NEXN	nexilin (F actin binding protein)	NM_144573	1p31.1
210916_s_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
211340_s_at	Mesenchymal	MCAM	melanoma cell adhesion molecule	NM_006500	11q23.3
212298_at	Mesenchymal	NRP1	neuropilin 1	NM_003873	10p12
207808_s_at	Mesenchymal	PROS1	protein S (alpha)	NM_000313	3q11.2
208782_at	Mesenchymal	FSTL1	follistatin-like 1	NM_007085	3q13.33
210754_s_at	Mesenchymal	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	NM_002350	8q13
202644_s_at	Mesenchymal	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	NM_006290	6q23
236179_at	Mesenchymal	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	NM_001797 /// NM_033664	16q22.1
209897_s_at	Mesenchymal	SLIT2	slit homolog 2 (Drosophila)	NM_004787	4p15.2
202931_x_at	Mesenchymal	BIN1	bridging integrator 1	NM_004305 /// NM_139343 /// NM_139344 /// NM_139345 /// NM_139346 /// NM_139347 /// NM_139348 /// NM_139349 /// NM_139350 /// NM_139351	2q14
201739_at	Mesenchymal	SGK	serum/glucocorticoid regulated kinase	NM_005627	6q23
202643_s_at	Mesenchymal	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	NM_006290	6q23
209156_s_at	Mesenchymal	COL6A2	collagen, type VI, alpha 2	NM_001849 /// NM_058174 /// NM_058175	21q22.3
208944_at	Mesenchymal	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	---	3p22
202625_at	Mesenchymal	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	NM_002350	8q13
226694_at	Mesenchymal	AKAP2	A kinase (PRKA) anchor protein 2	NM_007203 /// NM_147150	9q31-q33
226218_at	Mesenchymal	IL7R	interleukin 7 receptor	NM_002185	5p13
205100_at	Mesenchymal	GFPT2	glutamine-fructose-6-phosphate transaminase 2	NM_005110	5q34-q35
212607_at	Mesenchymal	AKT3	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	NM_005465 /// NM_181690	1q43-q44
213325_at	Mesenchymal	PVRL3	poliovirus receptor-related 3	NM_015480	3q13
204396_s_at	Mesenchymal	GRK5	G protein-coupled receptor kinase 5	NM_005308	10q24-qter
210135_s_at	Mesenchymal	SHOX2	short stature homeobox 2	NM_003030 /// NM_006884	3q25-q26.1
214439_x_at	Mesenchymal	BIN1	bridging integrator 1	NM_004305 /// NM_139343 /// NM_139344 /// NM_139345 /// NM_139346 /// NM_139347 /// NM_139348 /// NM_139349 /// NM_139350 /// NM_139351	2q14
209651_at	Mesenchymal	TGFB1I1	transforming growth factor beta 1 induced transcript 1	NM_015927	16p11.2
205207_at	Mesenchymal	IL6	interleukin 6 (interferon, beta 2)	NM_000600	7p21
206924_at	Mesenchymal	IL11	interleukin 11	NM_000641	19q13.3-q13.4
1552277_a_at	Mesenchymal	MGC17337	similar to RIKEN cDNA 5730528L13 gene	NM_080655	9q31.1
209160_at	Mesenchymal	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	NM_003739	10p15-p14
202238_s_at	Mesenchymal	NNMT	nicotinamide N-methyltransferase	NM_006169	11q23.1
213010_at	Mesenchymal	PRKCDBP	protein kinase C, delta binding protein	NM_145040	11p15.4
212609_s_at	Mesenchymal	SDCCAG8	serologically defined colon cancer antigen 8	NM_005465 /// NM_181690	1q43-q44
223300_s_at	Mesenchymal	FLJ23518	hypothetical protein FLJ23518	NM_024725	11q21
221004_s_at	Mesenchymal	ITM2C	integral membrane protein 2C	NM_001012514 /// NM_001012516 /// NM_030926	2q37
224694_at	Mesenchymal	ANTXR1	anthrax toxin receptor 1	NM_018153 /// NM_032208 /// NM_053034	2p13.1
1557938_s_at	Mesenchymal	PTRF	polymerase I and transcript release factor	NM_012232	17q21.2
203879_at	Mesenchymal	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	NM_005026	1p36.2
201540_at	Mesenchymal	FHL1	four and a half LIM domains 1	NM_001449	xq26
208790_s_at	Mesenchymal	PTRF	polymerase I and transcript release factor	NM_012232	17q21.31
204037_at	Mesenchymal	EDG2	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	---	9q32
1557905_s_at	Mesenchymal	CD44	CD44 antigen (homing function and Indian blood group system)	NM_000610 /// NM_001001389 /// NM_001001390 /// NM_001001391 /// NM_001001392	11p13
231779_at	Mesenchymal	IRAK2	interleukin-1 receptor-associated kinase 2	NM_001570	3p25.3
230130_at	Mesenchymal	SLIT2	slit homolog 2 (Drosophila)	NM_004787	4p15.2
202626_s_at	Mesenchymal	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	NM_002350	8q13
203695_s_at	Mesenchymal	DFNA5	deafness, autosomal dominant 5	NM_004403	7p15
228737_at	Mesenchymal	C20orf100	chromosome 20 open reading frame 100	NM_032883	20q13.12
229435_at	Mesenchymal	ZNF515	zinc finger protein 515	NM_152629	9p24.2
200600_at	Mesenchymal	MSN	moesin	NM_002444	xq11.2-q12
202759_s_at	Mesenchymal	AKAP2	A kinase (PRKA) anchor protein 2	NM_007203 /// NM_147150	9q31-q33
228367_at	Mesenchymal	HAK	heart alpha-kinase	NM_052947	18q21.31-q21.32
202664_at	Mesenchymal	WASPIP	Wiskott-Aldrich syndrome protein interacting protein	NM_003387	2q31.2
211981_at	Mesenchymal	COL4A1	collagen, type IV, alpha 1	NM_001845	13q34
203323_at	Mesenchymal	CAV2	caveolin 2	NM_001233 /// NM_198212	7q31.1
213429_at	Mesenchymal		MRNA; cDNA DKFZp564B222 (from clone DKFZp564B222)	---
225793_at	Mesenchymal	MGC46719	hypothetical protein MGC46719	NM_153713	1q21.2
202686_s_at	Mesenchymal	AXL	AXL receptor tyrosine kinase	NM_001699 /// NM_021913	19q13.1
207173_x_at	Mesenchymal	CDH11	cadherin 11, type 2, OB-cadherin (osteoblast)	NM_001797 /// NM_033664	16q22.1
203320_at	Mesenchymal	LNK	lymphocyte adaptor protein	NM_005475	12q24
225275_at	Mesenchymal	EDIL3	EGF-like repeats and discoidin I-like domains 3	NM_005711	5q14
235251_at	Mesenchymal		CDNA FLJ42786 fis, clone BRAWH3006761	---
225303_at	Mesenchymal	KIRREL	kin of IRRE like (Drosophila)	NM_018240	1q21-q25
209598_at	Mesenchymal	PNMA2	paraneoplastic antigen MA2	---	8p21.1
201272_at	Mesenchymal	AKR1B1	aldo-keto reductase family 1, member B1 (aldose reductase)	NM_001628	7q35
1554168_a_at	Mesenchymal	SH3KBP1	SH3-domain kinase binding protein 1	NM_031892	xp22.1-p21.3
202760_s_at	Mesenchymal	AKAP2	A kinase (PRKA) anchor protein 2	NM_001004065 /// NM_007203 /// NM_147150	9q31-q33
208789_at	Mesenchymal	PTRF	polymerase I and transcript release factor	NM_012232	17q21.31
202998_s_at	Mesenchymal	LOXL2	lysyl oxidase-like 2	NM_002318	8p21.3-p21.2
204359_at	Mesenchymal	FLRT2	fibronectin leucine rich transmembrane protein 2	NM_013231	14q24-q32
230720_at	Mesenchymal	MGC33993	hypothetical protein MGC33993	NM_152737	6p23
212233_at	Mesenchymal	MAP1B	microtubule-associated protein 1B	NM_005909 /// NM_032010	5q13
223082_at	Mesenchymal	SH3KBP1	SH3-domain kinase binding protein 1	NM_031892	xp22.1-p21.3
212190_at	Mesenchymal	SERPINE2	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	NM_006216	2q33-q35
203819_s_at	Mesenchymal	IMP-3	IGF-II mRNA-binding protein 3	NM_006547	7p11
201163_s_at	Mesenchymal	IGFBP7	insulin-like growth factor binding protein 7	NM_001553	4q12
218717_s_at	Mesenchymal	LEPREL1	leprecan-like 1	NM_018192	3q29
207876_s_at	Mesenchymal	FLNC	filamin C, gamma (actin binding protein 280)	NM_001458	7q32-q35
211964_at	Mesenchymal	COL4A2	collagen, type IV, alpha 2	NM_001846	13q34
224833_at	Mesenchymal	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	NM_005238	11q23.3
238447_at	Mesenchymal	RBMS3	RNA binding motif, single stranded interacting protein	NM_001003792 /// NM_001003793 /// NM_014483	3p24-p23
203729_at	Mesenchymal	EMP3	epithelial membrane protein 3	NM_001425	19q13.3
211966_at	Mesenchymal	COL4A2	collagen, type IV, alpha 2	NM_001846	13q34
202237_at	Mesenchymal	NNMT	nicotinamide N-methyltransferase	NM_006169	11q23.1
225285_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
218854_at	Mesenchymal	SART2	squamous cell carcinoma antigen recognized by T cells 2	NM_013352	6q22
226084_at	Mesenchymal	MAP1B	microtubule-associated protein 1B	NM_005909 /// NM_032010	5q13
206157_at	Mesenchymal	PTX3	pentaxin-related gene, rapidly induced by IL-1 beta	NM_002852	3q25
200824_at	Mesenchymal	GSTP1	glutathione S-transferase pi	NM_000852	11q13
210138_at	Mesenchymal	RGS20	regulator of G-protein signalling 20	NM_003702 /// NM_170587	8q12.1
203065_s_at	Mesenchymal	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753	7q31.1
211980_at	Mesenchymal	COL4A1	collagen, type IV, alpha 1	NM_001845	13q34
226517_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
225045_at	Mesenchymal	KIAA1212	KIAA1212	NM_018084	2p16.3
201426_s_at	Mesenchymal	VIM	vimentin	NM_003380	10p13
232544_at	Mesenchymal		CDNA FLJ11572 fis, clone HEMBA1003373	NM_000938
212097_at	Mesenchymal	CAV1	caveolin 1, caveolae protein, 22kDa	NM_001753	7q31.1
212764_at	Mesenchymal	TCF8	transcription factor 8 (represses interleukin 2 expression)	---	10p11.2
203820_s_at	Mesenchymal	IMP-3	IGF-II mRNA-binding protein 3	NM_006547	7p11
206377_at	Mesenchymal	FOXF2	forkhead box F2	NM_001452	6p25.3
212771_at	Mesenchymal	C10orf38	chromosome 10 open reading frame 38	XM_167709	10p13
