Probe Set ID	Cluster Figure 1	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
217962_at	Ribosomal	NOLA3	nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)	NM_018648	15q14-q15
216274_s_at	Ribosomal	SEC11L1	SEC11-like 1 (S. cerevisiae)	NM_014300	15q25.3
201290_at	Ribosomal	SEC11L1	SEC11-like 1 (S. cerevisiae)	NM_014300	15q25.3
221532_s_at	Ribosomal	REC14	recombination protein REC14	NM_025234	15q25.1
221702_s_at	Ribosomal	BLP2	BBP-like protein 2 /// BBP-like protein 2	NM_025141 /// NM_078474	15q26.3
1552426_a_at	Ribosomal	BLP2	BBP-like protein 2	NM_025141 /// NM_078474	15q26.3
223209_s_at	Ribosomal	SELS	selenoprotein S	NM_018445 /// NM_203472	15q26.3
225951_s_at	Ribosomal		LOC440309	XM_498623	15q26.1
202950_at	Ribosomal	CRYZ	crystallin, zeta (quinone reductase)	NM_001889	1p31-p22
223151_at	Ribosomal	MGC2714	hypothetical protein MGC2714	NM_032299	11q22.3
203647_s_at	Ribosomal	FDX1	ferredoxin 1	NM_004109	11q22
218194_at	Ribosomal	DKFZP566E144	small fragment nuclease	NM_015523	11q23.1-q23.2
202026_at	Ribosomal	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	NM_003002	11q23
214789_x_at	Ribosomal	SRP46	Splicing factor, arginine/serine-rich, 46kD	NM_032102	11q22
230326_s_at	Ribosomal	HSPC138	hypothetical protein HSPC138	NM_016401	11q14.2
205412_at	Ribosomal	ACAT1	acetyl-Coenzyme A acetyltransferase 1 (acetoacetyl Coenzyme A thiolase)	NM_000019	11q22.3-q23.1
214737_x_at	Ribosomal	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	NM_004500 /// NM_031314	14q11.2
212626_x_at	Ribosomal	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	NM_004500 /// NM_031314	14q11.2
208799_at	Ribosomal	PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	NM_002797	14q11.2
203721_s_at	Ribosomal	WDR50	WD repeat domain 50	NM_016001	17q21.33
201577_at	Ribosomal	NME1	non-metastatic cells 1, protein (NM23A) expressed in	NM_000269 /// NM_198175	17q21.3
201268_at	Ribosomal	NME2	non-metastatic cells 2, protein (NM23B) expressed in	NM_002512	17q21.3
224330_s_at	Ribosomal	MRPL27	mitochondrial ribosomal protein L27 /// mitochondrial ribosomal protein L27	NM_016504 /// NM_148570 /// NM_148571	17q21.3-q22
200658_s_at	Ribosomal	PHB	prohibitin	NM_002634	17q21
223156_at	Ribosomal	MRPS23	mitochondrial ribosomal protein S23	NM_016070	17q22-q23
208805_at	Ribosomal	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	NM_002791	14q13
212773_s_at	Ribosomal	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	NM_014765	1q42
228332_s_at	Ribosomal	C11orf31	chromosome 11 open reading frame 31	NM_170746	11q12.1
231045_x_at	Ribosomal	C11orf31	chromosome 11 open reading frame 31	NM_170746	11q12.1
224677_x_at	Ribosomal	C11orf31	chromosome 11 open reading frame 31	NM_170746	11q12.1
1555764_s_at	Ribosomal	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	NM_012456	11q12.1-q12.3
224948_at	Ribosomal	MRPS24	mitochondrial ribosomal protein S24	NM_032014	7p14
202598_at	Ribosomal	S100A13	S100 calcium binding protein A13	NM_005979	1q21
240806_at	Ribosomal	RPL15	Ribosomal protein L15	NM_002948	3p24.2
224415_s_at	Ribosomal	HINT2	histidine triad nucleotide binding protein 2 /// histidine triad nucleotide binding protein 2	NM_032593	9p13.3
217927_at	Ribosomal	SPCS1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	NM_014041	3p21.1
217854_s_at	Ribosomal	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	NM_002695	19p13.3
201106_at	Ribosomal	GPX4	glutathione peroxidase 4 (phospholipid hydroperoxidase)	NM_002085	19p13.3
200819_s_at	Ribosomal	RPS15	ribosomal protein S15	NM_001018	19p13.3
213041_s_at	Ribosomal	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	NM_001001975 /// NM_001687	19p13.3
202217_at	Ribosomal	C21orf33	chromosome 21 open reading frame 33	NM_004649 /// NM_198155	21q22.3
224821_at	Ribosomal	MGC15429	hypothetical protein MGC15429	NM_032750	3p21.2
217846_at	Ribosomal	QARS	glutaminyl-tRNA synthetase	NM_005051	3p21.3-p21.1
201892_s_at	Ribosomal	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2	NM_000884	3p21.2
225795_at	Ribosomal	LOC91689	hypothetical gene supported by AL449243	NM_033318	22q13.2
225794_s_at	Ribosomal	LOC91689	hypothetical gene supported by AL449243	NM_033318	22q13.2
214274_s_at	Ribosomal	ACAA1	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	NM_001607	3p23-p22
225844_at	Ribosomal	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	NM_019896	2p12
1553587_a_at	Ribosomal	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	NM_019896	2p12
218671_s_at	Ribosomal	ATPIF1	ATPase inhibitory factor 1	NM_016311 /// NM_178190 /// NM_178191
202857_at	Ribosomal	TMEM4	transmembrane protein 4	NM_014255	12q15
220960_x_at	Ribosomal	RPL22	ribosomal protein L22	NM_000983	1p36.3-p36.2
221775_x_at	Ribosomal	RPL22	ribosomal protein L22	NM_000983	1p36.3-p36.2
208768_x_at	Ribosomal	RPL22	ribosomal protein L22	NM_000983	1p36.3-p36.2
200010_at	Ribosomal	RPL11	Ribosomal protein L11 /// Ribosomal protein L11	NM_000975	1p36.1-p35
221726_at	Ribosomal	RPL22	ribosomal protein L22	NM_000983	1p36.3-p36.2
214042_s_at	Ribosomal	RPL22	ribosomal protein L22	NM_000983	1p36.3-p36.2
200006_at	Ribosomal	PARK7	Parkinson disease (autosomal recessive, early onset) 7 /// Parkinson disease (autosomal recessive, early onset) 7	NM_007262	1p36.33-p36.12
225182_at	Ribosomal	C21orf4	chromosome 21 open reading frame 4	NM_006134	21q22.11
219600_s_at	Ribosomal	C21orf4	chromosome 21 open reading frame 4	NM_006134	21q22.11
202325_s_at	Ribosomal	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	NM_001003696 /// NM_001003697 /// NM_001003701 /// NM_001003703 /// NM_001685	21q21.1
200642_at	Ribosomal	SOD1	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	NM_000454	21q22.1|21q22.11
202749_at	Ribosomal	WRB	tryptophan rich basic protein	NM_004627	21q22.3
200620_at	Ribosomal	C1orf8	chromosome 1 open reading frame 8	NM_004872	1p36-p31
213357_at	Ribosomal	GTF2H5	general transcription factor IIH, polypeptide 5	NM_207118	6q25.3
201999_s_at	Ribosomal	TCTEL1	t-complex-associated-testis-expressed 1-like 1	NM_006519	6q25.2-q25.3
214288_s_at	Ribosomal	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	NM_002793	6q27
200876_s_at	Ribosomal	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	NM_002793	6q27
200978_at	Ribosomal	MDH1	malate dehydrogenase 1, NAD (soluble)	NM_005917	2p13.3
201256_at	Ribosomal	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	NM_004718	2p21
220741_s_at	Ribosomal	PPA2	inorganic pyrophosphatase 2	NM_006903 /// NM_176866 /// NM_176867 /// NM_176869	4q25
1556285_s_at	Ribosomal	PPA2	inorganic pyrophosphatase 2	NM_006903 /// NM_176866 /// NM_176867 /// NM_176869	4q25
219485_s_at	Ribosomal	PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	NM_002814 /// NM_170750	Xq22.3
213735_s_at	Ribosomal	COX5B	cytochrome c oxidase subunit Vb	NM_001862	2cen-q13
211025_x_at	Ribosomal	COX5B	cytochrome c oxidase subunit Vb /// cytochrome c oxidase subunit Vb	NM_001862	2cen-q13
202343_x_at	Ribosomal	COX5B	cytochrome c oxidase subunit Vb	NM_001862	2cen-q13
202428_x_at	Ribosomal	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	NM_020548	2q12-q21
211070_x_at	Ribosomal	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein) /// diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	NM_020548	2q12-q21
209389_x_at	Ribosomal	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	NM_020548	2q12-q21
224511_s_at	Ribosomal	TXNL5	thioredoxin-like 5 /// thioredoxin-like 5	NM_032731	17p13.1
223416_at	Ribosomal	SF3B14	splicing factor 3B, 14 kDa subunit	NM_016047	2pter-p25.1
208864_s_at	Ribosomal	TXN	thioredoxin	NM_003329	9q31
228053_s_at	Ribosomal	C9orf105	chromosome 9 open reading frame 105	NM_001001790	9p13.1
225036_at	Ribosomal	C9orf105	chromosome 9 open reading frame 105	NM_001001790	9p13.1
217919_s_at	Ribosomal	MRPL42	mitochondrial ribosomal protein L42	NM_014050 /// NM_172177 /// NM_172178	12q22
201524_x_at	Ribosomal	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	NM_003348	12q22
201523_x_at	Ribosomal	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	NM_003348	12q22
201619_at	Ribosomal	PRDX3	peroxiredoxin 3	NM_006793 /// NM_014098	10q25-q26
226896_at	Ribosomal	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	NM_203298	10q22.2
224664_at	Ribosomal	C10orf104	chromosome 10 open reading frame 104	NM_173473	10q22.1
204119_s_at	Ribosomal	ADK	adenosine kinase	NM_001123 /// NM_006721	10q22|10q11-q24
217848_s_at	Ribosomal	PP	pyrophosphatase (inorganic)	NM_021129	10q11.1-q24
209248_at	Ribosomal	GHITM	growth hormone inducible transmembrane protein	NM_014394	10q23.1
209249_s_at	Ribosomal	GHITM	growth hormone inducible transmembrane protein	NM_014394	10q23.1
1554510_s_at	Ribosomal	GHITM	growth hormone inducible transmembrane protein	NM_014394	10q23.1
209080_x_at	Ribosomal	TXNL2	thioredoxin-like 2	NM_006541	6p25.3
209860_s_at	Ribosomal	ANXA7	annexin A7	NM_001156 /// NM_004034	10q21.1-q21.2
225201_s_at	Ribosomal	MRPL14	mitochondrial ribosomal protein L14	NM_032111	6p21.3
223106_at	Ribosomal	TMEM14C	transmembrane protein 14C	NM_016462	6p24.1
223105_s_at	Ribosomal	TMEM14C /// TMEM14B	transmembrane protein 14C /// transmembrane protein 14B	NM_016462 /// NM_030969	6p24.1 /// 6p25.1-p23
223133_at	Ribosomal	TMEM14B	transmembrane protein 14B	NM_030969	6p25.1-p23
221452_s_at	Ribosomal	TMEM14B	transmembrane protein 14B /// transmembrane protein 14B	NM_030969	6p25.1-p23
208967_s_at	Ribosomal	AK2	adenylate kinase 2	NM_001625 /// NM_013411 /// NM_172199	1p34
208756_at	Ribosomal	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa	NM_003757	1p34.1
208827_at	Ribosomal	PSMB6	proteasome (prosome, macropain) subunit, beta type, 6	NM_002798	17p13
214214_s_at	Ribosomal	C1QBP	complement component 1, q subcomponent binding protein	NM_001212	17p13.3
208910_s_at	Ribosomal	C1QBP	complement component 1, q subcomponent binding protein	NM_001212	17p13.3
221263_s_at	Ribosomal	SF3B5	splicing factor 3b, subunit 5, 10kDa /// splicing factor 3b, subunit 5, 10kDa	NM_031287	6q24.2
224867_at	Ribosomal	LOC440574	similar to protein of fungal metazoan origin like (11.1 kD) (2C514)	XM_496352	1p36.13
202675_at	Ribosomal	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	NM_003000	1p36.1-p35
207508_at	Ribosomal	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	NM_001002256 /// NM_001002258 /// NM_001689	2q31.1
207507_s_at	Ribosomal	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	NM_001002256 /// NM_001002258 /// NM_001689	2q31.1
203405_at	Ribosomal	DSCR2	Down syndrome critical region gene 2	NM_003720 /// NM_203433	21q22.3
203430_at	Ribosomal	HEBP2	heme binding protein 2	NM_014320	6q24
204559_s_at	Ribosomal	LSM7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	NM_016199	19p13.3
228690_s_at	Ribosomal	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	NM_175614	19p13.3
225304_s_at	Ribosomal	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa	NM_175614	19p13.3
202785_at	Ribosomal	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	NM_005001	19p13.2
201254_x_at	Ribosomal	RPS6	ribosomal protein S6	NM_001010	9p21
209134_s_at	Ribosomal	RPS6	ribosomal protein S6	NM_001010	9p21
200081_s_at	Ribosomal	RPS6	ribosomal protein S6 /// ribosomal protein S6	NM_001010	9p21
200826_at	Ribosomal	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide 16.5kDa	NM_004597 /// NM_177542	19q13.2
208635_x_at	Ribosomal	NACA	nascent-polypeptide-associated complex alpha polypeptide	NM_005594	12q23-q24.1
200735_x_at	Ribosomal	NACA	nascent-polypeptide-associated complex alpha polypeptide	NM_005594	12q23-q24.1
200034_s_at	Ribosomal	RPL6	ribosomal protein L6 /// ribosomal protein L6	NM_000970	12q24.1
226845_s_at	Ribosomal	LOC150678	helicase/primase complex protein	NM_138336	2q37.3
223064_at	Ribosomal	LOC51255	hypothetical protein LOC51255	NM_016494	2p11.2
218011_at	Ribosomal	UBL5	ubiquitin-like 5	NM_024292	19p13.3
203667_at	Ribosomal	TBCA	tubulin-specific chaperone a	NM_004607	5q14.1
214800_x_at	Ribosomal	BTF3 /// LOC345829	basic transcription factor 3 /// similar to Transcription factor BTF3 (RNA polymerase B transcription factor 3)	NM_001207 /// XM_293984	5q13.2 /// 6q25.1
211939_x_at	Ribosomal	BTF3	basic transcription factor 3	NM_001207	5q13.2
208517_x_at	Ribosomal	BTF3	basic transcription factor 3	NM_001207	5q13.2
201922_at	Ribosomal	TINP1	TGF beta-inducible nuclear protein 1	NM_014886	5q13.3
200715_x_at	Ribosomal	RPL13A	ribosomal protein L13a	NM_012423	19q13.3
200022_at	Ribosomal	RPL18	ribosomal protein L18 /// ribosomal protein L18	NM_000979	19q13
225220_at	Ribosomal		CDNA clone IMAGE:4184613, partial cds
207573_x_at	Ribosomal	ATP5L	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	NM_006476	11q23.3
210453_x_at	Ribosomal	ATP5L	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	NM_006476	11q23.3
208746_x_at	Ribosomal	ATP5L	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g	NM_006476	11q23.3
200091_s_at	Ribosomal	RPS25	ribosomal protein S25 /// ribosomal protein S25	NM_001028	11q23.3
223067_at	Ribosomal	HSPC148	hypothetical protein HSPC148	NM_016403	11q21
218357_s_at	Ribosomal	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B (yeast)	NM_012459	11q23.1-q23.2
201812_s_at	Ribosomal	TOMM7 /// LOC201725	translocase of outer mitochondrial membrane 7 homolog (yeast) /// hypothetical protein LOC201725	NM_001008393 /// NM_019059	7p15.3 /// 4q32.1
200012_x_at	Ribosomal	RPL21	ribosomal protein L21 /// ribosomal protein L21	NM_000982	13q12.2
200926_at	Ribosomal	RPS23	ribosomal protein S23	NM_001025	5q14.2
216520_s_at	Ribosomal	TPT1	tumor protein, translationally-controlled 1	NM_003295	13q12-q14
207783_x_at	Ribosomal
214327_x_at	Ribosomal	TPT1	tumor protein, translationally-controlled 1	NM_003295	13q12-q14
212284_x_at	Ribosomal	TPT1	tumor protein, translationally-controlled 1	NM_003295	13q12-q14
212869_x_at	Ribosomal	TPT1	tumor protein, translationally-controlled 1	NM_003295	13q12-q14
211943_x_at	Ribosomal	TPT1	tumor protein, translationally-controlled 1	NM_003295	13q12-q14
225312_at	Ribosomal	COMMD6	COMM domain containing 6	NM_203495 /// NM_203497
201227_s_at	Ribosomal	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	NM_005004	10q23.2-q23.33
201226_at	Ribosomal	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	NM_005004	10q23.2-q23.33
225523_at	Ribosomal	MRPL53	mitochondrial ribosomal protein L53	NM_053050	2p13.1
218007_s_at	Ribosomal	RPS27L	ribosomal protein S27-like	NM_015920	15q22.2
225413_at	Ribosomal	USMG5	upregulated during skeletal muscle growth 5	NM_032747	10q24.33
201094_at	Ribosomal	RPS29	ribosomal protein S29	NM_001032	14q
201492_s_at	Ribosomal	RPL41	ribosomal protein L41	NM_021104	12q13
208826_x_at	Ribosomal	HINT1	histidine triad nucleotide binding protein 1	NM_005340	5q31.2
207721_x_at	Ribosomal	HINT1	histidine triad nucleotide binding protein 1	NM_005340	5q31.2
200093_s_at	Ribosomal	HINT1	histidine triad nucleotide binding protein 1 /// histidine triad nucleotide binding protein 1	NM_005340	5q31.2
1555961_a_at	Ribosomal	HINT1	histidine triad nucleotide binding protein 1	NM_005340	5q31.2
217491_x_at	Ribosomal	COX7C	cytochrome c oxidase subunit VIIc	NM_001867	5q14
201134_x_at	Ribosomal	COX7C	cytochrome c oxidase subunit VIIc	NM_001867	5q14
223191_at	Ribosomal	C14orf112	chromosome 14 open reading frame 112	NM_016468	14q24.2
210532_s_at	Ribosomal	C14orf2	chromosome 14 open reading frame 2	NM_004894	14q32.33
202090_s_at	Ribosomal	UQCR	ubiquinol-cytochrome c reductase, 6.4kDa subunit	NM_006830	19p13.3
209224_s_at	Ribosomal	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	NM_002488	5q31
201568_at	Ribosomal	QP-C	low molecular mass ubiquinone-binding protein (9.5kD)	NM_014402	5q31.1
210908_s_at	Ribosomal	PFDN5	prefoldin 5	NM_002624 /// NM_145896 /// NM_145897	12q12
207132_x_at	Ribosomal	PFDN5	prefoldin 5	NM_002624 /// NM_145896 /// NM_145897	12q12
206790_s_at	Ribosomal	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	NM_004545	14q32.12
200061_s_at	Ribosomal	RPS24	ribosomal protein S24 /// ribosomal protein S24	NM_001026 /// NM_033022	10q22-q23
219762_s_at	Ribosomal	RPL36	ribosomal protein L36	NM_015414 /// NM_033643	19p13.3
213969_x_at	Ribosomal	RPL29	ribosomal protein L29	NM_000992	3p21.3-p21.2
200823_x_at	Ribosomal	RPL29	ribosomal protein L29	NM_000992	3p21.3-p21.2
216570_x_at	Ribosomal
214271_x_at	Ribosomal	RPL12	ribosomal protein L12	NM_000976	9q34
200809_x_at	Ribosomal	RPL12	ribosomal protein L12	NM_000976	9q34
200088_x_at	Ribosomal	RPL12	ribosomal protein L12 /// ribosomal protein L12	NM_000976	9q34
200705_s_at	Ribosomal	EEF1B2	eukaryotic translation elongation factor 1 beta 2	NM_001959 /// NM_021121	2q33-q34
213080_x_at	Ribosomal	RPL5	ribosomal protein L5	NM_000969	1p22.1
200937_s_at	Ribosomal	RPL5	ribosomal protein L5	NM_000969	1p22.1
200858_s_at	Ribosomal	RPS8	ribosomal protein S8	NM_001012	1p34.1-p32
201049_s_at	Ribosomal	RPS18	ribosomal protein S18	NM_022551	6p21.3
200095_x_at	Ribosomal	RPS10	ribosomal protein S10 /// ribosomal protein S10	NM_001014	6p21.31
211542_x_at	Ribosomal	RPS10	ribosomal protein S10	NM_001014	6p21.31
200817_x_at	Ribosomal	RPS10	ribosomal protein S10	NM_001014	6p21.31
200019_s_at	Ribosomal	FAU	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30 /// Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30	NM_001997	11q13
200038_s_at	Ribosomal	RPL17	ribosomal protein L17 /// ribosomal protein L17	NM_000985	18q21
212537_x_at	Ribosomal	RPL17	ribosomal protein L17	NM_000985	18q21
212270_x_at	Ribosomal	RPL17	ribosomal protein L17	NM_000985	18q21
200963_x_at	Ribosomal	RPL31	ribosomal protein L31	NM_000993	2q11.2
200099_s_at	Ribosomal	RPS3A	ribosomal protein S3A /// ribosomal protein S3A	NM_001006	4q31.2-q31.3
212391_x_at	Ribosomal	RPS3A	ribosomal protein S3A	NM_001006	4q31.2-q31.3
201257_x_at	Ribosomal	RPS3A	ribosomal protein S3A	NM_001006	4q31.2-q31.3
200032_s_at	Ribosomal	RPL9	ribosomal protein L9 /// ribosomal protein L9	NM_000661	4p13
200026_at	Ribosomal	RPL34 /// LOC342994	ribosomal protein L34 /// ribosomal protein L34 /// similar to ribosomal protein L34; 60S ribosomal protein L34 /// similar to ribosomal protein L34; 60S ribosomal protein L34	NM_000995 /// NM_033625 /// XM_292836	4q25 /// 19p12
200781_s_at	Ribosomal	RPS15A /// ARL6IP	ribosomal protein S15a /// ADP-ribosylation factor-like 6 interacting protein	NM_001019 /// NM_015161	16p /// 16p12-p11.2
222229_x_at	Ribosomal	RPL26 /// LOC391126 /// LOC392501 /// LOC400055 /// LOC441073	ribosomal protein L26 /// similar to 60S ribosomal protein L26 /// similar to 60S ribosomal protein L26 /// similar to 60S ribosomal protein L26 /// similar to 60S ribosomal protein L26	NM_000987 /// XM_374987 /// XM_496746 /// XM_497132 /// XM_497721	17p13 /// 1q24.1 /// Xq21.31 /// 12q21.31 /// 5q11.2
208695_s_at	Ribosomal	RPL39	ribosomal protein L39	NM_001000	Xq22-q24
213941_x_at	Ribosomal	RPS7	ribosomal protein S7	NM_001011	2p25
200082_s_at	Ribosomal	RPS7	ribosomal protein S7 /// ribosomal protein S7	NM_001011	2p25
211942_x_at	Ribosomal	RPL13A	ribosomal protein L13a	NM_012423	19q13.3
200716_x_at	Ribosomal	RPL13A	ribosomal protein L13a	NM_012423	19q13.3
212790_x_at	Ribosomal	RPL13A	ribosomal protein L13a	NM_012423	19q13.3
210646_x_at	Ribosomal	RPL13A	ribosomal protein L13a	NM_012423	19q13.3
200031_s_at	Ribosomal	RPS11	ribosomal protein S11 /// ribosomal protein S11	NM_001015	19q13.3
217747_s_at	Ribosomal	RPS9	ribosomal protein S9	NM_001013	19q13.4
214317_x_at	Ribosomal	RPS9	Ribosomal protein S9	NM_001013	19q13.4
229563_s_at	Ribosomal	RPL10A	ribosomal protein L10a	NM_007104	6p21.3-p21.2
200036_s_at	Ribosomal	RPL10A	ribosomal protein L10a /// ribosomal protein L10a	NM_007104	6p21.3-p21.2
200025_s_at	Ribosomal	RPL27	ribosomal protein L27 /// ribosomal protein L27	NM_000988	17q21.1-q21.2
212578_x_at	Ribosomal	RPS17	ribosomal protein S17	NM_001021	15q
211487_x_at	Ribosomal	RPS17	ribosomal protein S17	NM_001021	15q
201665_x_at	Ribosomal	RPS17	ribosomal protein S17	NM_001021	15q
213801_x_at	Ribosomal	RPSA /// LOC388524 /// LOC388654	ribosomal protein SA /// similar to Laminin receptor 1 /// similar to 40S ribosomal protein SA (p40) (34/67 kDa laminin receptor) (Colon carcinoma laminin-binding protein) (NEM/1CHD4) (Multidrug resistance-associated protein MGr1-Ag)	NM_001005472 /// NM_001012321 /// NM_002295 /// XM_371273	3p21.3 /// 19p12 /// 1p21.1
200074_s_at	Ribosomal	RPL14	ribosomal protein L14 /// ribosomal protein L14	NM_003973	3p22-p21.2
221475_s_at	Ribosomal	RPL15	ribosomal protein L15	NM_002948	3p24.2
208646_at	Ribosomal		PRO2640
