Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
1	4.668	FLVCR	feline leukemia virus subgroup C cellular receptor	222906_at	1q32.3	210126
1	3.964	LOC90806	similar to RIKEN cDNA 2610307I21	221825_at	1q32.3	210222
1	3.763	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	218909_at	1q32.3	210502
1	3.908	FLJ10252	hypothetical protein FLJ10252	219078_at	1q41	214660
1	3.882	LOC128153	hypothetical protein BC014608	230763_at	1q41	215031
1	3.881	CGI-115	CGI-115 protein	219037_at	1q41	215560
1	5.189	LYPLAL1	lysophospholipase-like 1	226851_at	1q41	216422
1	4.227	EPRS	glutamyl-prolyl-tRNA synthetase	200842_s_at	1q41	217216
1	4.053	BPNT1	3(2), 5-bisphosphate nucleotidase 1	232103_at	1q41	217287
1	4.222	FLJ10326	mitochondrial isoleucine tRNA synthetase	217900_at	1q41	217375
1	4.224	RAB3-GAP150	rab3 GTPase-activating protein, non-catalytic subunit (150kD)	243851_at	1q41	217394
1	4.7	FLJ20605	hypothetical protein FLJ20605	227417_at	1q41	218013
1	3.994	DUSP10	dual specificity phosphatase 10	221563_at	1q41	218931
1	3.987	UNQ6077	AAAP6077	223641_at	1q41	219891
1	5.065	FLJ39207	C219-reactive peptide	212310_at	1q41	219897
1	6.308	FLJ12806	hypothetical protein FLJ12806	220199_s_at	1q41	219898
1	6.978	FLJ32421	hypothetical protein FLJ32421	226128_at	1q41	219964
1	3.675	FLJ10052	hypothetical protein FLJ10052	223822_at	1q41	220447
1	5.479	CAPN2	calpain 2, (m/II) large subunit	208683_at	1q42.11	220937
1	5.113	TP53BP2	tumor protein p53 binding protein, 2	203120_at	1q42.11	220942
1	8.305	KIAA0483	KIAA0483 protein	202271_at	1q42.11	221323
1	6.716	DEGS	degenerative spermatocyte homolog, lipid desaturase (Drosophila)	209250_at	1q42.11	221355
1	6.653	NVL	nuclear VCP-like	207877_s_at	1q42.11	221389
1	6.965	HSPC163	HSPC163 protein	228306_at	1q42.12	221541
1	7.473	WDR26	WD repeat domain 26	224897_at	1q42.12	221547
1	5.522	MGC27277	hypothetical protein MGC27277	242283_at	1q42.12	222122
1	5.522	ENAH	enabled homolog (Drosophila)	222433_at	1q42.12	222657
1	7.208	SRP9	signal recognition particle 9kDa	201273_s_at	1q42.12	222952
1	4.312	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)	202017_at	1q42.12	223004
1	5.485	P5CR2	pyrroline 5-carboxylate reductase isoform	224855_at	1q42.12	223082
1	5.889	FLJ35382	hypothetical protein FLJ35382	244103_at	1q42.12	223145
1	6.424	ACBD3	acyl-Coenzyme A binding domain containing 3	202324_s_at	1q42.12	223307
1	5.817	ADPRT	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)	208644_at	1q42.12	223523
1	4.486	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	203723_at	1q42.12	223794
1	4.519	PSEN2	presenilin 2 (Alzheimer disease 4)	211373_s_at	1q42.13	224054
1	4.465	CABC1	chaperone, ABC1 activity of bc1 complex like (S. pombe)	218168_s_at	1q42.13	224149
1	4.398	MGC15634	hypothetical protein MGC15634	242923_at	1q42.13	224823
1	5.212	IMAGE3451454	SVAP1 protein	225244_at	1q42.13	224942
1	3.644	ARF1	ADP-ribosylation factor 1	232175_at	1q42.13	225255
1	4.099	C1orf35	chromosome 1 open reading frame 35	219063_at	1q42.13	225263
1	4.495	MRPL55	mitochondrial ribosomal protein L55	225719_s_at	1q42.13	225269
1	4.104	GUK1	guanylate kinase 1 /// guanylate kinase 1	200075_s_at	1q42.13	225309
1	4.922	TRIM11	tripartite motif-containing 11	226566_at	1q42.13	225556
1	4.636	LOC149603	hypothetical protein LOC149603	212155_at	1q42.13	225656
1	5.652	RAB4A	RAB4A, member RAS oncogene family	203581_at	1q42.13	226400
1	4.653	SPHAR	S-phase response (cyclin-related)	206272_at	1q42.13	226401
1	4.509	LOC126731	LOC126731	225904_at	1q42.13	226418
1	6.289	NUP133	nucleoporin 133kDa	202184_s_at	1q42.13	226538
1	6.563	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	223320_s_at	1q42.13	226613
1	3.648	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	213654_at	1q42.13	226690
1	6.538	KIAA0133	KIAA0133 gene product	205284_at	1q42.13	226756
1	7.261	COG2	component of oligomeric golgi complex 2	203073_at	1q42.2	227864
1	5.17	AGT	angiotensinogen (serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 8)	202834_at	1q42.2	227873
1	3.541	CAPN9	calpain 9 (nCL-4)	210641_at	1q42.2	227972
1	4.367	FLJ14525	hypothetical protein FLJ14525	223063_at	1q42.2	228007
1	6.095	TTC13	tetratricopeptide repeat domain 13	219481_at	1q42.2	228077
1	7.682	ARV1	likely ortholog of yeast ARV1	223223_at	1q42.2	228167
1	6.671	DKFZp547B1713	hypothetical protein DKFZp547B1713	226242_at	1q42.2	228394
1	6.618	GNPAT	glyceronephosphate O-acyltransferase	201956_s_at	1q42.2	228446
1	6.217	LOC149371	exocyst complex 84-kDa subunit	227577_at	1q42.2	228503
1	4.56	DKFZP547N043	hypothetical protein DKFZp547N043	223511_at	1q42.2	228524
1	5.53	EGLN1	egl nine homolog 1 (C. elegans)	223046_at	1q42.2	228534
1	5.25	TSNAX	translin-associated factor X	203983_at	1q42.2	228736
1	4.357	SIPA1L2	signal-induced proliferation-associated 1 like 2	225056_at	1q42.2	229618
1	3.916	KIAA1804	mixed lineage kinase 4	228565_at	1q42.2	230604
1	3.918	IRF2BP2	interferon regulatory factor 2 binding protein 2	224571_at	1q42.3	231824
1	3.862	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	200662_s_at	1q42.3	232313
1	4.328	GGPS1	geranylgeranyl diphosphate synthase 1	202321_at	1q42.3	232548
1	4.659	TBCE	tubulin-specific chaperone e	226233_at	1q42.3	232651
1	3.523	FLJ10359	hypothetical protein FLJ10359	218594_at	1q43	233756
1	3.702	OPN3	opsin 3 (encephalopsin, panopsin)	226350_at	1q43	238833
1	4.465	ZNF238	zinc finger protein 238	212774_at	1q44	241166
1	5.808	ADSS	adenylosuccinate synthase	221761_at	1q44	241518
1	6.411	PNAS-4	CGI-146 protein	212371_at	1q44	241818
1	4.506	HOXA7	homeo box A7	206848_at	1q44	241946
1	5.98	LOC116228	hypothetical protein LOC116228	225786_at	1q44	241950
1	5.142	HNRPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	224820_at	1q44	241954
1	5.246	SMYD3	SET and MYND domain containing 3	218788_s_at	1q44	242859
1	6.214	TFB2M	transcription factor B2, mitochondrial	218605_at	1q44	243650
1	4.436	FLJ32001	hypothetical protein FLJ32001	225551_at	1q44	243776
1	3.955	CGI-49	CGI-49 protein	201825_s_at	1q44	243870
1	4.698	ELYS	ELYS transcription factor-like protein TMBS62	226115_at	1q44	243949
2	3.453	LOC129607	hypothetical protein LOC129607	226702_at	2p25.2	7010
2	3.52	cig5	viperin	242625_at	2p25.2	7059
2	5.466	CPSF3	cleavage and polyadenylation specific factor 3, 73kDa	225082_at	2p25.1	9617
2	4.699	LOC285148	hypothetical protein LOC285148	225908_at	2p25.1	9643
2	4.437	ADAM17	a disintegrin and metalloproteinase domain 17 (tumor necrosis factor, alpha, converting enzyme)	230621_at	2p25.1	9651
2	4.762	LBP-32	leader-binding protein 32	222830_at	2p25.1	10163
2	5.257	RRM2	ribonucleotide reductase M2 polypeptide	201890_at	2p25.1	10292
2	3.597	HPCAL1	hippocalcin-like 1	212552_at	2p25.1	10588
2	4.366	ODC1	ornithine decarboxylase 1	200790_at	2p25.1	10602
2	5.719	FLJ14075	hypothetical protein FLJ14075	222684_s_at	2p25.1	10733
2	7.229	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C isoform 2	208638_at	2p25.1	10945
2	6.693	P5	protein disulfide isomerase-related protein	208639_x_at	2p25.1	10945
2	4.658	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	202762_at	2p25.1	11341
2	3.497	E2F6	E2F transcription factor 6	203957_at	2p25.1	11607
2	3.401	LPIN1	lipin 1	212276_at	2p25.1	11988
2	3.569	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	201241_at	2p24.3	15790
2	3.995	FLJ20254	hypothetical protein FLJ20254	217899_at	2p23.3	27238
2	3.786	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	204087_s_at	2p23.3	27397
2	4.386	3-Apr	apoptosis related protein APR-3	219329_s_at	2p23.3	27412
2	5.14	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	202715_at	2p23.3	27440
2	3.644	MPV17	MpV17 transgene, murine homolog, glomerulosclerosis	203466_at	2p23.3	27507
2	4.142	GTF3C2	general transcription factor IIIC, polypeptide 2, beta 110kDa	212429_s_at	2p23.3	27523
2	3.528	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	215482_s_at	2p23.3	27561
2	3.493	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	200913_at	2p23.3	27578
2	4.094	CGI-27	C21orf19-like protein	219065_s_at	2p22.3	32067
2	4.351	SLC30A6	solute carrier family 30 (zinc transporter), member 6	226161_at	2p22.3	32423
2	4.197	BIRC6	baculoviral IAP repeat-containing 6 (apollon)	233093_s_at	2p22.3	32817
2	4.013	FLJ20272	hypothetical protein FLJ20272	244248_at	2p22.3	33016
2	4.318	DKFZP564F0522	DKFZP564F0522 protein	212333_at	2p22.3	33783
2	4.281	ARL6IP2	ADP-ribosylation-like factor 6 interacting protein 2	222700_at	2p22.2	38496
2	3.547	PIGF	phosphatidylinositol glycan, class F	212120_at	2p21	46784
2	3.473	CRIPT	postsynaptic protein CRIPT	227942_s_at	2p21	46818
2	3.485	SOCS5	suppressor of cytokine signaling 5	209647_s_at	2p21	46962
2	4.132	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	209421_at	2p21	47680
2	4.677	MSH6	mutS homolog 6 (E. coli)	202911_at	2p16.3	48007
2	3.697	FBXO11	F-box only protein 11	203255_at	2p16.3	48008
2	3.44	PSME4	proteasome (prosome, macropain) activator subunit 4	212219_at	2p16.2	54066
2	3.761	RPS27A	ribosomal protein S27a	200017_at	2p16.1	55434
2	3.73	MTIF2	mitochondrial translational initiation factor 2	203095_at	2p16.1	55438
2	3.426	PNPT1	polyribonucleotide nucleotidyltransferase 1	225291_at	2p16.1	55837
2	3.608	CCT4	chaperonin containing TCP1, subunit 4 (delta)	200877_at	2p15	62070
2	3.689	MDH1	malate dehydrogenase 1, NAD (soluble)	200978_at	2p15	63806
2	4.11	GMCL	germ cell-less homolog (Drosophila)	218458_at	2p13.3	70081
2	4.353	FLJ13057	hypothetical protein FLJ13057 similar to germ cell-less	239355_at	2p13.3	70082
2	4.502	RY1	putative nucleic acid binding protein RY-1	212440_at	2p13.3	70106
2	3.996	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	201448_at	2p13.3	70411
2	3.439	DCTN1	dynactin 1 (p150, glued homolog, Drosophila)	201082_s_at	2p13.1	74563
2	4.332	MRPL53	mitochondrial ribosomal protein L53	225523_at	2p13.1	74673
2	3.381	NSPC1	likely ortholog of mouse nervous system polycomb 1	210022_at	2p13.1	74706
2	3.707	AUP1	ancient ubiquitous protein 1	220525_s_at	2p13.1	74728
2	3.591	MGC41816	hypothetical protein MGC41816	223532_at	2q11.2	96998
2	3.429	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	46665_at	2q11.2	97010
2	3.466	HMGN1	high-mobility group nucleosome binding domain 1	200943_at	2q11.2	98065
2	3.864	GMH1	geal-6 membrane-associated high-copy suppressor 1	203583_at	2q11.2	98854
2	3.447	LIPT1	lipoyltransferase	205571_at	2q11.2	99400
2	3.478	LOC129531	hypothetical protein BC018453	226329_s_at	2q11.2	99407
2	3.399	MRPL30	mitochondrial ribosomal protein L30	224971_at	2q11.2	99434
2	3.907	APACD	ATP binding protein associated with cell differentiation /// ATP binding protein associated with cell differentiation	211758_x_at	2q11.2	99556
2	4.14	MGC4268	hypothetical protein MGC4268	223297_at	2q14.3	128712
2	3.759	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	225263_at	2q14.3	129116
2	4.315	FLJ20297	hypothetical protein FLJ20297	207856_s_at	2q21.1	131002
2	3.609	MGC12981	hypothetical protein MGC12981	224946_s_at	2q21.1	131189
2	3.445	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	203555_at	2q21.1	131224
2	3.397	FMNL2	formin-like 2	226184_at	2q23.3	153708
2	3.386	NOSTRIN	nitric oxide synthase trafficker	226992_at	2q24.3	169918
2	3.477	MGC22679	hypothetical protein MGC22679	230434_at	2q31.1	170760
2	3.844	KIAA2024	similar to F10G7.10.p	234982_at	2q31.1	171142
2	4.232	FLJ13984	hypothetical protein FLJ13984	220007_at	2q31.1	172382
2	4.191	CYBRD1	cytochrome b reductase 1	222453_at	2q31.1	172616
2	3.824	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	203339_at	2q31.1	172843
2	5.044	HAT1	histone acetyltransferase 1	203138_at	2q31.1	173043
2	4.043	ITGA6	integrin, alpha 6	201656_at	2q31.1	173572
2	3.507	FLJ13946	hypothetical protein FLJ13946	213679_at	2q31.2	178681
2	3.734	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	202351_at	2q32.1	187747
2	3.76	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)	205133_s_at	2q33.1	198567
2	4.293	PREI3	preimplantation protein 3	202919_at	2q33.1	198619
2	4.383	FLJ38973	hypothetical protein FLJ38973	238974_at	2q33.1	200995
2	3.956	FLJ37953	hypothetical protein FLJ37953	241825_at	2q33.1	200996
2	6.321	FLJ22555	hypothetical protein FLJ22555	219176_at	2q33.1	201027
2	4.322	FLJ37818	hypothetical protein FLJ37818	226493_at	2q33.1	201556
2	4.199	TRIPIN	tripin	235425_at	2q33.1	201638
2	5.111	BZW1	basic leucine zipper and W2 domains 1	200777_s_at	2q33.1	201890
2	4.854	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3 /// peptidylprolyl isomerase (cyclophilin)-like 3	224364_s_at	2q33.1	201938
2	5.129	NIF3L1	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	218133_s_at	2q33.1	201964
2	4.273	ORC2L	origin recognition complex, subunit 2-like (yeast)	204853_at	2q33.1	201977
2	4.31	MGC39518	hypothetical protein MGC39518	231874_at	2q33.1	202046
2	5.297	NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	203371_s_at	2q33.1	202139
2	3.634	CASP8	caspase 8, apoptosis-related cysteine protease	213373_s_at	2q33.1	202354
2	3.937	ALS2CR3	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 3	202125_s_at	2q33.1	202444
2	3.617	FLJ38771	hypothetical protein FLJ38771	226431_at	2q33.2	203836
2	3.438	MR-1	myofibrillogenesis regulator 1	225298_at	2q35	219338
2	3.68	RQCD1	RCD1 required for cell differentiation1 homolog (S. pombe)	213179_at	2q35	219663
2	4.253	DNAJB2	DnaJ (Hsp40) homolog, subfamily B, member 2	202500_at	2q35	220353
2	3.631	ALPP	alkaline phosphatase, placental (Regan isozyme)	204664_at	2q37.1	233449
2	4.343	ALPI	alkaline phosphatase, intestinal	207140_at	2q37.1	233526
2	3.569	RAB17	RAB17, member RAS oncogene family	218931_at	2q37.3	238769
2	3.823	MIP-T3	microtubule-interacting protein that associates with TRAF3	238494_at	2q37.3	239595
3	3.603	BHLHB2	basic helix-loop-helix domain containing, class B, 2	201170_s_at	3p26.1	5001
3	3.91	MGC29784	hypothetical protein MGC29784	225743_at	3p25.3	9854
3	3.653	GL009	hypothetical protein GL009	223104_at	3p25.3	9909
3	3.639	LOC51244	hypothetical protein LOC51244	225559_at	3p25.1	14688
3	4.453	ZFYVE20	zinc finger, FYVE domain containing 20	226581_at	3p25.1	15086
3	4.077	CAPN7	calpain 7	203356_at	3p25.1	15268
3	4.048	HPCL2	2-hydroxyphytanoyl-CoA lyase	223211_at	3p25.1	15577
3	4.423	BTD	biotinidase	204167_at	3p25.1	15661
3	4.57	KIAA0379	KIAA0379 protein	226025_at	3p25.1	15685
3	5.698	CKLFSF6	chemokine-like factor super family 6	223047_at	3p23	32494
3	4.942	DNCLI1	dynein, cytoplasmic, light intermediate polypeptide 1	222479_s_at	3p23	32540
3	3.982	CNOT10	CCR4-NOT transcription complex, subunit 10	223219_s_at	3p23	32777
3	4.725	GLB1	galactosidase, beta 1	201576_s_at	3p23	33010
3	3.795	FBXL2	F-box and leucine-rich repeat protein 2	214436_at	3p23	33399
3	5.066	UBP1	upstream binding protein 1 (LBP-1a)	218082_s_at	3p23	33401
3	4.531	CLASP2	cytoplasmic linker associated protein 2	212306_at	3p23	33511
3	4.832	PDCD6IP	programmed cell death 6 interacting protein	222394_at	3p23	33882
3	3.955	EPM2AIP1	EPM2A (laforin) interacting protein 1	227847_at	3p22.3	36990
3	4.207	MLH1	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)	202520_s_at	3p22.3	37049
3	3.85	LRRFIP2	leucine rich repeat (in FLII) interacting protein 2	218364_at	3p22.3	37055
3	4.282	GOLGA4	golgi autoantigen, golgin subfamily a, 4	215203_at	3p22.3	37275
3	3.397	FLJ20551	hypothetical protein FLJ20551	217961_at	3p22.2	39398
3	3.594	OIP106	OGT(O-Glc-NAc transferase)-interacting protein 106 KDa	226013_at	3p22.1	42214
3	3.916	SEC22L3	SEC22 vesicle trafficking protein-like 3 (S. cerevisiae)	225460_at	3p22.1	42550
3	3.744	HIG1	likely ortholog of mouse hypoxia induced gene 1	221896_s_at	3p22.1	42786
3	3.384	FLJ14566	hypothetical protein FLJ14566	225689_at	3p22.1	43081
3	3.414	KIAA1143	KIAA1143 protein	226816_s_at	3p21.31	44750
3	4.176	KIAA0795	KIAA0795 protein	212882_at	3p21.31	47348
3	3.998	PTPN23	protein tyrosine phosphatase, non-receptor type 23	223150_s_at	3p21.31	47415
3	4.764	SCAP	SREBP CLEAVAGE-ACTIVATING PROTEIN	212329_at	3p21.31	47415
3	3.857	FLJ20211	hypothetical protein FLJ20211	223277_at	3p21.31	47497
3	5.015	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	201074_at	3p21.31	47588
3	5.634	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	204355_at	3p21.31	47851
3	4.352	CDC25A	cell division cycle 25A	204695_at	3p21.31	48159
3	3.773	NME6	non-metastatic cells 6, protein expressed in (nucleoside-diphosphate kinase)	205851_at	3p21.31	48296
3	4.467	PLXNB1	plexin B1	215807_s_at	3p21.31	48406
3	6.042	FLJ12436	hypothetical protein FLJ12436	218722_s_at	3p21.31	48434
3	4.705	HSPC016	hypothetical protein HSPC016	221791_s_at	3p21.31	48442
3	3.593	TREX1	three prime repair exonuclease 1	34689_at	3p21.31	48469
3	4.776	SCOTIN	scotin	222986_s_at	3p21.31	48469
3	4.836	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	228499_at	3p21.31	48515
3	5.659	UQCRC1	ubiquinol-cytochrome c reductase core protein I	201903_at	3p21.31	48597
3	3.724	SLC26A6	solute carrier family 26, member 6	221572_s_at	3p21.31	48623
3	4.961	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)	40020_at	3p21.31	48634
3	4.445	AF3P21	SH3 protein interacting with Nck, 90 kDa	218697_at	3p21.31	48671
3	4.633	IHPK2	inositol hexaphosphate kinase 2	218192_at	3p21.31	48685
3	4.963	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	225000_at	3p21.31	48743
3	4.283	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	203658_at	3p21.31	48853
3	6.198	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase	222125_s_at	3p21.31	49002
3	5.461	WDR6	WD repeat domain 6	217734_s_at	3p21.31	49011
3	3.395	FLJ10496	hypothetical protein FLJ10496	218808_at	3p21.31	49012
3	6.501	DKFZP564J0123	nuclear protein E3-3	209177_at	3p21.31	49018
3	5.018	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2	241373_at	3p21.31	49020
3	5.625	QARS	glutaminyl-tRNA synthetase	217846_at	3p21.31	49092
3	5.938	USP19	ubiquitin specific protease 19	226357_at	3p21.31	49104
3	5.693	LAMB2	laminin, beta 2 (laminin S) /// laminin, beta 2 (laminin S)	216264_s_at	3p21.31	49117
3	4.874	MGC35097	hypothetical protein MGC35097	225755_at	3p21.31	49172
3	6.583	FLJ43654	FLJ43654 protein	202681_at	3p21.31	49274
3	5.927	USP4	ubiquitin specific protease 4 (proto-oncogene)	202682_s_at	3p21.31	49274
3	4.062	GPX1	glutathione peroxidase 1	200736_s_at	3p21.31	49353
3	4.894	ARHA	ras homolog gene family, member A	200059_s_at	3p21.31	49356
3	3.398	TCTA	T-cell leukemia translocation altered gene	203054_s_at	3p21.31	49412
3	3.544	AMT	aminomethyltransferase (glycine cleavage system protein T)	204294_at	3p21.31	49413
3	5.285	NICN1	nicolin 1	223442_at	3p21.31	49419
3	4.152	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	205417_s_at	3p21.31	49531
3	4.593	APEH	N-acylaminoacyl-peptide hydrolase	201284_s_at	3p21.31	49679
3	4.088	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	205614_x_at	3p21.31	49680
3	3.974	GMPPB	GDP-mannose pyrophosphorylase B	212439_at	3p21.31	49720
3	4.224	RBM6	RNA binding motif protein 6	228030_at	3p21.31	50058
3	4.124	RBM5	RNA binding motif protein 5	201395_at	3p21.31	50114
3	3.411	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	35666_at	3p21.31	50185
3	3.464	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	203071_at	3p21.31	50273
3	3.419	IFRD2	interferon-related developmental regulator 2	209100_at	3p21.31	50284
3	4.249	PDAP2	PDGFA associated protein 2	203273_s_at	3p21.31	50321
3	5.258	101F6	putative tumor suppressor 101F6	209665_at	3p21.31	50349
3	5.276	PL6	placental protein 6	216267_s_at	3p21.31	50351
3	5.655	HEMK	HEMK homolog 7kb	52159_at	3p21.31	50575
3	5.61	CISH	cytokine inducible SH2-containing protein	223961_s_at	3p21.31	50603
3	5.403	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	202788_at	3p21.31	50645
3	6.226	HUMAGCGB	chromosome 3p21.1 gene sequence	226481_at	3p21.31	51394
3	4.768	VprBP	Vpr-binding protein	226477_at	3p21.31	51394
3	5.411	ZSIG11	putative secreted protein ZSIG11	233350_s_at	3p21.2	51696
3	4.982	RNU3IP2	RNA, U3 small nucleolar interacting protein 2	204133_at	3p21.2	51926
3	3.693	ADPRTL3	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 3	209940_at	3p21.2	51939
3	4.345	MGC15429	hypothetical protein MGC15429	224821_at	3p21.2	51961
3	3.705	DKFZP564O243	DKFZP564O243 protein	210006_at	3p21.2	51972
3	3.956	ACY1	aminoacylase 1	202740_at	3p21.2	51979
3	3.546	ALAS1	aminolevulinate, delta-, synthase 1	205633_s_at	3p21.2	52203
