Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
160218_at	Mm.26792	2310056P07Rik	RIKEN cDNA 2310056P07 gene	2.16	1.11	0.17	0.01	0.56	1.66	PP PPA
95520_at	Mm.182921	2310061B02Rik	RIKEN cDNA 2310061B02 gene	-1.92	-0.94	0.19	0.01	-1.53	-0.35	PP PPP
96352_at	Mm.30003	2400001E08Rik	RIKEN cDNA 2400001E08 gene	-1.9	-0.92	0.11	0	-1.27	-0.58	PP PPP
93986_at	Mm.21714	2410003A14Rik	RIKEN cDNA 2410003A14 gene	1.6	0.68	0.08	0	0.43	0.93	PP PPP
96293_at	Mm.29898	2410015N17Rik	RIKEN cDNA 2410015N17 gene	1.46	0.54	0.05	0	0.37	0.71	PP PPP
101047_at	Mm.260878	2410026K10Rik	RIKEN cDNA 2410026K10 gene	-4.07	-2.03	0.13	0	-2.44	-1.61	PP PPP
160845_at	Mm.3626	2600001J17Rik	RIKEN cDNA 2600001J17 gene	1.52	0.6	0.1	0.01	0.29	0.92	PP PPP
95723_r_at	Mm.142187	2610009E16Rik	RIKEN cDNA 2610009E16 gene	1.54	0.62	0.1	0.01	0.32	0.92	PP PPP
98931_at	Mm.28670	2610016K11Rik	RIKEN cDNA 2610016K11 gene	-4.15	-2.05	0.14	0	-2.5	-1.6	PP PPP
96609_at	Mm.27074	2610019N13Rik	RIKEN cDNA 2610019N13 gene	1.66	0.73	0.09	0	0.44	1.02	PP PPA
161000_i_at	Mm.254298	2610201A12Rik	RIKEN cDNA 2610201A12 gene	2.73	1.45	0.1	0	1.13	1.76	PP PPA
104396_at	Mm.260817	2610209C05Rik	RIKEN cDNA 2610209C05 gene	1.66	0.73	0.1	0.01	0.39	1.06	PP PPP
94008_at	Mm.176927	2610301I15Rik	RIKEN cDNA 2610301I15 gene	1.51	0.6	0.09	0.01	0.31	0.88	AP APA
92268_at	Mm.268092	2700007P21Rik	RIKEN cDNA 2700007P21 gene	1.82	0.86	0.11	0	0.52	1.21	PP PPP
160885_at	Mm.200894	2700010L10Rik	RIKEN cDNA 2700010L10 gene	2.6	1.38	0.1	0	1.05	1.71	PP PPP
94410_f_at	Mm.25941	2700094L05Rik	RIKEN cDNA 2700094L05 gene	-1.53	-0.61	0.1	0.01	-0.94	-0.29	PP PPP
93441_at	Mm.6642	2700099C18Rik	RIKEN cDNA 2700099C18 gene	2.32	1.21	0.19	0.01	0.62	1.8	PP PPA
97374_at	Mm.29721	2810025M15Rik	RIKEN cDNA 2810025M15 gene	-1.58	-0.66	0.1	0.01	-0.99	-0.33	PP PPP
104423_at	Mm.189102	2810047L02Rik	RIKEN cDNA 2810047L02 gene	1.75	0.81	0.12	0.01	0.43	1.19	PP PPA
100116_at	Mm.269025	2810417H13Rik	RIKEN cDNA 2810417H13 gene	4.95	2.31	0.24	0	1.54	3.07	PP PPA
103071_at	Mm.259893	2810429C13Rik	RIKEN cDNA 2810429C13 gene	2.88	1.53	0.21	0.01	0.85	2.2	PP PPA
104193_at	Mm.246174	2810485I05Rik	RIKEN cDNA 2810485I05 gene	1.71	0.77	0.07	0	0.54	1	PP PPA
96784_at	Mm.133240	2900037I21Rik	RIKEN cDNA 2900037I21 gene	4.89	2.29	0.16	0	1.77	2.81	PP PPA
100041_at	Mm.44226	3010027G13Rik	RIKEN cDNA 3010027G13 gene	2.08	1.05	0.12	0	0.66	1.45	PP PPP
93987_f_at	Mm.21724	3110001N18Rik	RIKEN cDNA 3110001N18 gene	2.84	1.5	0.08	0	1.26	1.75	PP PPP
95135_at	Mm.29429	3110038L01Rik	RIKEN cDNA 3110038L01 gene	-1.76	-0.82	0.11	0.01	-1.18	-0.45	PP PPP
96104_at	Mm.156771	3732413I11Rik	RIKEN cDNA 3732413I11 gene	1.72	0.78	0.1	0	0.45	1.12	PP PPA
160183_f_at	Mm.220909	3930401E15Rik	RIKEN cDNA 3930401E15 gene	-1.53	-0.61	0.1	0.01	-0.94	-0.29	PP PPP
94923_f_at	Mm.34348	4930431L18Rik	RIKEN cDNA 4930431L18 gene	1.6	0.68	0.09	0.01	0.39	0.97	PP PPP
97798_at	Mm.100460	4930504E06Rik	RIKEN cDNA 4930504E06 gene	-2	-1	0.15	0.01	-1.47	-0.54	PP PPP
103517_at	Mm.259034	4930565N07Rik	RIKEN cDNA 4930565N07 gene	4.16	2.06	0.18	0	1.48	2.63	PP PPA
103613_at	Mm.20213	4933425L11Rik	RIKEN cDNA 4933425L11 gene	1.66	0.73	0.14	0.01	0.27	1.19	PP PPP
95140_at	Mm.181892	5230400G24Rik	RIKEN cDNA 5230400G24 gene	1.53	0.61	0.06	0	0.4	0.82	PP PPP
160203_at	Mm.2871	5330419I01Rik	RIKEN cDNA 5330419I01 gene	1.6	0.68	0.09	0	0.39	0.96	PP PPP
96855_at	Mm.30043	5730406I15Rik	RIKEN cDNA 5730406I15 gene	-1.51	-0.59	0.1	0.01	-0.91	-0.28	PP PPP
94555_at	Mm.267395	5730408C10Rik	RIKEN cDNA 5730408C10 gene	1.34	0.43	0.05	0	0.27	0.58	PP PPP
103584_at	Mm.172436	5830471E12Rik	RIKEN cDNA 5830471E12 gene	-1.63	-0.71	0.05	0	-0.85	-0.56	PP PPP
94415_at	Mm.26147	6230421P05Rik	RIKEN cDNA 6230421P05 gene	-2.12	-1.08	0.13	0	-1.49	-0.68	PP PPP
94211_at	Mm.22214	6720460F02Rik	RIKEN cDNA 6720460F02 gene	1.91	0.94	0.17	0.01	0.4	1.47	PP PPA
97398_at	Mm.29856	9130022B02Rik	RIKEN cDNA 9130022B02 gene	2.27	1.18	0.17	0.01	0.64	1.72	PP PPP
104215_at	Mm.153315	9130025P16Rik	RIKEN cDNA 9130025P16 gene	2.09	1.06	0.14	0.01	0.6	1.52	PP PPP
102381_at	Mm.12166	9430020A05Rik	RIKEN cDNA 9430020A05 gene	1.75	0.8	0.1	0	0.49	1.12	PP PPA
95303_at	Mm.276440	A330075D07	hypothetical protein A330075D07	-2.17	-1.12	0.23	0.02	-1.86	-0.38	PP PPP
92185_at	Mm.27968	A630084M22Rik	RIKEN cDNA A630084M22 gene	1.9	0.93	0.14	0.01	0.5	1.36	PP PPP
160682_at	Mm.259625	A730008H23	hypothetical protein A730008H23	2.56	1.35	0.12	0	0.97	1.74	PP PPP
95753_at	Mm.29786	A730011O11Rik	RIKEN cDNA A730011O11 gene	1.99	0.99	0.16	0.01	0.49	1.49	PP PPA
103712_at	Mm.274767		Mus musculus mRNA for mKIAA0029 protein	1.58	0.66	0.09	0.01	0.37	0.95	PP PPA
93861_f_at				6.31	2.66	0.21	0	2	3.31	PP PPP
93571_at	Mm.275307		Mus musculus adult female vagina cDNA, RIKEN full-length enriched library, clone:9930031C03 product:beta-spectrin 2, non-erythrocytic, full insert sequence.	-2.25	-1.17	0.12	0	-1.55	-0.79	PP PPP
99849_at	Mm.262607		Mus musculus transcribed sequence	-4.01	-2	0.19	0	-2.61	-1.39	PP PPP
161498_at				1.48	0.57	0.08	0.01	0.31	0.82	PP PPP
161329_f_at				-1.76	-0.81	0.06	0	-1.02	-0.61	PP PPP
160934_s_at				9.63	3.27	0.18	0	2.7	3.83	PP PPA
160366_at	Mm.29866		Mus musculus 8 days embryo whole body cDNA, RIKEN full-length enriched library, clone:5730496F02 product:HYPOTHETICAL 8.0 KDA PROTEIN homolog [Mus musculus], full insert sequence.	-2.51	-1.33	0.11	0	-1.68	-0.98	PP PPP
160316_at	Mm.275896		Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430083K13 product:unknown EST, full insert sequence.	1.94	0.96	0.21	0.02	0.29	1.62	PP PPA
160273_at	Mm.28161		Mus musculus Brf2 gene, 3 UTR	-1.77	-0.83	0.11	0	-1.17	-0.48	PP PPP
93869_s_at				-5.19	-2.38	0.18	0	-2.93	-1.82	PP PPP
104274_at	Mm.28596		Mus musculus ES cells cDNA, RIKEN full-length enriched library, clone:C330006H13 product:unknown EST, full insert sequence.	-1.49	-0.57	0.08	0.01	-0.82	-0.32	PP PPP
93860_i_at				3.6	1.85	0.15	0	1.37	2.33	PP PPP
102914_s_at				-11.48	-3.52	0.18	0	-4.08	-2.96	PP PPP
102895_at	Mm.276121		Mus musculus cDNA clone MGC:67586 IMAGE:6406279, complete cds	1.62	0.69	0.1	0.01	0.38	1.01	AP APA
102161_f_at				-1.73	-0.79	0.11	0.01	-1.13	-0.45	PP PPP
102094_f_at				-2.45	-1.29	0.21	0.01	-1.97	-0.61	PP PPP
101787_f_at				8.8	3.14	0.23	0	2.4	3.87	PP PPP
101350_g_at				1.67	0.74	0.12	0.01	0.34	1.13	PP PPP
101084_f_at	Mm.272927		Mus musculus RIKEN cDNA 1110001H19 gene, mRNA (cDNA clone MGC:48176 IMAGE:1511119), complete cds	1.56	0.64	0.08	0	0.39	0.89	PP PPP
100473_at	Mm.495		Mus musculus RIKEN cDNA 1200006I17 gene, mRNA (cDNA clone IMAGE:3601684), partial cds	1.87	0.9	0.16	0.01	0.38	1.42	PP PPP
100348_at				3.04	1.6	0.15	0	1.13	2.08	PP PPA
104300_at	Mm.221309		Mus musculus 11 days embryo head cDNA, RIKEN full-length enriched library, clone:6230409N14 product:unknown EST, full insert sequence.	-2.08	-1.05	0.09	0	-1.35	-0.76	PP PPP
97197_r_at				7.99	3	0.36	0	1.86	4.13	PP PPA
99778_at	Mm.250030		Mus musculus transcribed sequence with moderate similarity to protein sp:P30050 (H.sapiens) RL12_HUMAN 60S ribosomal protein L12	1.86	0.89	0.11	0	0.55	1.24	PP PPP
98915_at	Mm.273431		Mus musculus goliath-related E3 ubiquitin ligase 4 (Greul4) mRNA, partial cds	-2	-1	0.11	0	-1.34	-0.66	PP PPP
98619_at	Mm.250332		Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530058F10 product:unknown EST, full insert sequence.	1.62	0.69	0.13	0.01	0.27	1.12	PP PPA
98531_g_at	Mm.272492		Mus musculus cDNA clone IMAGE:4500943, partial cds	2.27	1.18	0.19	0.01	0.6	1.77	PP PPP
98369_f_at				4.02	2.01	0.16	0	1.51	2.5	PP PPP
98254_f_at				5	2.32	0.11	0	1.98	2.67	PP PPP
98101_at	Mm.166259		Mus musculus, Similar to general transcription factor IIa, 2 (12kD subunit), clone IMAGE:1495874, mRNA	1.76	0.81	0.11	0.01	0.46	1.16	PP PPP
92402_at				1.78	0.83	0.16	0.01	0.32	1.35	PP PPA
97751_f_at				2.01	1	0.08	0	0.74	1.27	PP PPP
93907_f_at				7.06	2.82	0.13	0	2.42	3.22	PP PPP
97181_f_at				6.07	2.6	0.12	0	2.21	3	PP PPP
94159_at				-2.11	-1.08	0.16	0.01	-1.58	-0.58	PP PPP
93908_f_at				9.13	3.19	0.16	0	2.67	3.71	PP PPP
97911_at	Mm.275844		Mus musculus cDNA clone IMAGE:5683426, partial cds	-1.65	-0.72	0.14	0.01	-1.16	-0.28	PP PPP
93909_f_at				8.5	3.09	0.11	0	2.72	3.45	PP PPP
97013_f_at	Mm.269183		Mus musculus transcribed sequence with weak  similarity to protein pir:A36747 (M.musculus) A36747 neutrophil cytochrome b, 22K polypeptide homolog - mouse  (fragment)	-2.2	-1.14	0.06	0	-1.32	-0.95	PP PPP
94784_at	Mm.1689		Mus musculus, clone MGC:32192 IMAGE:5006129, mRNA, complete cds	2.12	1.09	0.14	0	0.64	1.53	PP PPA
94805_f_at				3.96	1.98	0.13	0	1.56	2.41	PP PPP
94823_at	Mm.22723		Mus musculus, clone IMAGE:3586350, mRNA, partial cds	2.43	1.28	0.12	0	0.9	1.66	PP PPP
95049_at	Mm.29135		Mus musculus, small nuclear ribonucleoprotein D2, clone MGC:57881 IMAGE:5683364, mRNA, complete cds	1.57	0.65	0.1	0.01	0.33	0.97	PP PPP
96215_f_at	Mm.245986		Mus musculus, clone IMAGE:3983821, mRNA, partial cds	1.82	0.87	0.17	0.01	0.33	1.4	PP PPP
96240_at	Mm.196630		Mus musculus, Similar to hypothetical protein MGC5576, clone MGC:54819 IMAGE:6308771, mRNA, complete cds	1.69	0.76	0.09	0	0.48	1.03	PP PPP
96829_at	Mm.276208		Mus musculus, clone IMAGE:4986038, mRNA	-1.82	-0.86	0.08	0	-1.1	-0.62	PP PPP
