Probe Set	Gene Symbol	p-Value	Gene Title	GO Biological Process	GO Molecular Function	GO Cellular Component	Pathway	Pathway Hyperlink	L1.24h._Signal	L3.24h_Signal	L4.24h_Signal	L1.C._Signal	L3.C_Signal	L4.C_Signal
220604_x_at	FTCD	0.004962	formiminotransferase cyclodeaminase	histidine metabolism					0.7	0.15	0.57	-0.54	-0.5	-0.4
220722_s_at	SLC5A7	0.044828	solute carrier family 5 (choline transporter), member 7	transport	transporter activity	membrane fraction			0.81	-0.15	1.57	-0.42	-0.89	-1.14
220746_s_at	RAP80	0.011554	receptor associated protein 80		receptor activity				0.65	0.59	0.29	-0.89	-0.21	-0.4
220752_at	LOC51145	0.041856	erythrocyte transmembrane protein			integral to membrane			1.63	-0.24	0.97	-0.98	-1.07	-0.61
220891_at	FLJ35725	0.012576	hypothetical protein FLJ35725						1.79	0.15	1.08	-1.09	-0.91	-1.31
220911_s_at	KIAA1305	0.01257	KIAA1305						0.22	0.7	0.73	-0.77	-0.16	-0.72
221083_at	KCNQ4	0.041241	potassium voltage-gated channel, KQT-like subfamily, member 4	cation transport	voltage-gated potassium channel activity	membrane fraction			0.9	-0.12	1.99	-1.26	-0.52	-1.41
221088_s_at	PPP1R9A	0.000894	protein phosphatase 1, regulatory (inhibitor) subunit 9A	neurogenesis	actin binding	cytoskeleton			0.71	0.74	1.15	-0.83	-1.12	-0.65
221109_at	DKFZp434C0923	0.027562	hypothetical protein DKFZp434C0923						0.68	0.3	0.17	-0.62	-0.06	-0.46
221148_at	---	0.028248							0.4	0.98	0.49	-1.02	0.02	-0.83
221167_s_at	DKFZP434K1172	0.021631	hypothetical protein DKFZp434K1172						1.13	0.34	0.28	-0.91	-0.59	-0.3
221193_s_at	ZCCHC10	0.02185	zinc finger, CCHC domain containing 10		nucleic acid binding				0.81	0.37	0.57	-0.32	-0.23	-1.13
221234_s_at	BACH2	0.02941	BTB and CNC homology 1, basic leucine zipper transcription factor 2	regulation of transcription, DNA-dependent	DNA binding	nucleus			0.51	0.13	1.89	-0.88	-0.83	-1.23
221271_at	IL21	0.035615	interleukin 21	signal transduction	cytokine activity	nucleus			1.11	1.45	-0.22	-0.98	-0.61	-0.98
221289_at	DLX6	0.011437	distal-less homeo box 6	skeletal development	transcription factor activity	nucleus			1.33	0.66	0.22	-0.58	-0.96	-0.79
221340_at	CDX4	0.026246	caudal type homeo box transcription factor 4	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			0.19	0.51	2.23	-1.14	-1.21	-1.27
221356_x_at	P2RX2	0.004734	purinergic receptor P2X, ligand-gated ion channel, 2	ion transport	receptor activity	integral to membrane			0.97	0.68	0.55	-0.61	-0.4	-1.15
221357_at	CHRM4	0.046291	cholinergic receptor, muscarinic 4	acetyl choline receptor signaling, muscarinic pathway	rhodopsin-like receptor activity	integral to plasma membrane	GPCRs_Class_A_Rhodopsin-like	GENMAPP/KEGG	1.46	-0.22	1.41	-0.3	-1.29	-1.24
221379_at	TLX1	0.022703	T-cell leukemia, homeobox 1	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			0.8	1.25	0.08	-0.95	-0.31	-0.93
221438_s_at	TEX12	0.044928	testis expressed sequence 12						-0.27	1.03	1.15	-0.74	-0.74	-0.59
221446_at	ADAM30	0.002908	a disintegrin and metalloproteinase domain 30	proteolysis and peptidolysis	metalloendopeptidase activity	integral to membrane			1.24	0.5	0.82	-1.15	-0.63	-0.8
221468_at	XCR1	0.038494	chemokine (C motif) receptor 1	chemotaxis	rhodopsin-like receptor activity	integral to plasma membrane			0.39	0.85	0.2	-0.07	-0.43	-0.93
221508_at	JIK	0.030365	STE20-like kinase	protein amino acid phosphorylation	protein serine/threonine kinase activity				0.18	0.5	0.45	0.04	-0.59	-0.56
221519_at	SHFM3	0.007427	split hand/foot malformation (ectrodactyly) type 3	ubiquitin-dependent protein catabolism		ubiquitin ligase complex			0.64	0.56	0.4	-0.66	-0.78	-0.13
221541_at	DKFZP434B044	0.04503	hypothetical protein DKFZp434B044			extracellular			0.71	0.16	0.24	0.01	-0.6	-0.52
221584_s_at	KCNMA1	0.045176	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	cation transport	magnesium ion binding	voltage-gated potassium channel complex			0.47	0.27	1.49	-0.36	-1.46	-0.43
221625_at	ZNF506	0.021948	zinc finger protein 506						0.17	0.46	0.76	-0.81	-0.39	-0.18
221719_s_at	LZTS1	0.049997	leucine zipper, putative tumor suppressor 1	transcription	DNA binding	nucleus			1.7	0.08	0.45	-0.26	-1.14	-1.06
221733_s_at	FLJ20249	0.019699	hypothetical protein FLJ20249						1	0.03	0.86	-0.57	-0.43	-0.94
221774_x_at	P38IP	0.029147	transcription factor (p38 interacting protein)						0.67	-0.07	0.76	-0.32	-0.46	-0.61
221801_x_at	NEFL	0.040316	neurofilament, light polypeptide 68kDa		structural molecule activity	intermediate filament			0.27	0.13	1.39	-0.66	-0.86	-0.45
221890_at	ZNF335	0.018227	zinc finger protein 335	regulation of transcription, DNA-dependent	DNA binding	nucleus			0.45	0.21	0.11	-0.37	-0.32	-0.09
221892_at	H6PD	0.026516	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	carbohydrate metabolism	glucose-6-phosphate 1-dehydrogenase activity	endoplasmic reticulum	Pentose phosphate pathway	GENMAPP/KEGG	0.52	0.31	0.39	-0.77	0.02	-0.45
221928_at	LOC283445	0.011254	hypothetical protein LOC283445						0.1	1.29	1.56	-1.23	-1.07	-0.87
221949_at	LOC222070	0.025266	hypothetical protein LOC222070						1.22	0.46	0.05	-0.63	-0.63	-0.58
222081_at	NOL7	0.002701	nucleolar protein 7, 27kDa						0.9	0.45	0.39	-0.73	-0.51	-0.52
222167_at	---	0.044341	MRNA; cDNA DKFZp686H14239 (from clone DKFZp686H14239)						0.16	0.33	0.36	-0.49	-0.43	0.09
222202_at	---	0.032882	CDNA FLJ14293 fis, clone PLACE1007866						0.28	0.41	1.21	-1.15	-0.22	-0.56
222226_at	SAA3P	0.013763	serum amyloid A3 pseudogene	acute-phase response		extracellular			0.92	0.02	0.79	-0.65	-0.59	-0.55
222321_at	AGTR2	0.040272	angiotensin II receptor, type 2	apoptosis	rhodopsin-like receptor activity	integral to plasma membrane	GPCRs_Class_A_Rhodopsin-like	GENMAPP/KEGG	0.95	0.19	1.19	-0.2	-0.48	-1.53
36004_at	IKBKG	0.045524	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	regulation of transcription, DNA-dependent	nucleic acid binding	nucleus	Apoptosis	GENMAPP/KEGG	0.45	-0.05	1.08	-0.59	-0.7	-0.26
36019_at	STK19	0.016352	serine/threonine kinase 19	protein amino acid phosphorylation	protein serine/threonine kinase activity	nucleus			0.8	0.28	0.75	-0.61	-0.15	-1.03
37145_at	GNLY	0.03835	granulysin	xenobiotic metabolism		extracellular space			0.18	1.2	0.83	-1.13	0.03	-1.06
37831_at	SIPA1L3	0.010333	signal-induced proliferation-associated 1 like 3						0.69	0.47	0.26	-0.4	-0.22	-0.79
38691_s_at	SFTPC	0.006187	surfactant, pulmonary-associated protein C	respiratory gaseous exchange		extracellular space			0.94	0.24	1.12	-0.98	-0.82	-0.56
38766_at	SRCAP	0.04896	Snf2-related CBP activator protein	regulation of transcription, DNA-dependent	DNA binding	nucleus			0.32	0.44	0.3	-0.59	0.15	-0.6
40284_at	FOXA2	0.005491	forkhead box A2	regulation of transcription, DNA-dependent	transcription factor activity	nucleus			0.9	0.21	0.59	-0.61	-0.45	-0.67
41387_r_at	JMJD3	0.019929	jumonji domain containing 3						0.65	0.2	1.01	-0.46	-0.31	-1.08
44617_at	FLJ13491	0.013776	hypothetical protein FLJ13491	protein metabolism	procollagen-lysine 5-dioxygenase activity	endoplasmic reticulum			0.62	0.09	0.28	-0.29	-0.39	-0.32
64488_at	---	0.014614	CDNA FLJ46713 fis, clone TRACH3016885						0.85	0.62	0.3	-0.27	-1.04	-0.43
65438_at	KIAA1609	0.017938	KIAA1609 protein						0.12	1.26	1.03	-1.1	-0.35	-1.02
65635_at	FLJ21865	0.020292	endo-beta-N-acetylglucosaminidase	carbohydrate metabolism	hydrolase activity, acting on glycosyl bonds	intracellular	N-Glycan degradation	GENMAPP/KEGG	0.38	0.22	1.16	-0.58	-0.39	-0.87
65718_at	GPR124	0.027252	G protein-coupled receptor 124	neuropeptide signaling pathway	receptor activity	integral to membrane			0.67	0.62	0.66	-0.39	-0.1	-1.31
