Affy ID	Experiment	Control	T score	P value	fold change	annotation
220239_at	13463.8025	21647.13	-3.591814	0.002085	0.658784	gb:NM_018846.1 /DB_XREF=gi:9055325 /GEN=SBBI26 /FEA=FLmRNA /CNT=20 /TID=Hs.26481.0 /TIER=FL+Stack /STK=12 /UG=Hs.26481 /LL=55975 /DEF=Homo sapiens SBBI26 protein (SBBI26), mRNA. /PROD=SBBI26 protein /FL=gb:NM_018846.1 gb:AF111113.1
219077_s_at	1951.94625	2821.625	-6.079672	0.00001	0.671866	gb:NM_016373.1 /DB_XREF=gi:7706522 /GEN=WWOX /FEA=FLmRNA /CNT=53 /TID=Hs.519.0 /TIER=FL+Stack /STK=27 /UG=Hs.519 /LL=51741 /DEF=Homo sapiens WW domain-containing oxidoreductase (WWOX), mRNA. /PROD=FOR II /FL=gb:NM_016373.1 gb:AF227527.1 gb:AF211943.1
203027_s_at	1247.405	2124.96	-3.449026	0.002863	0.632896	gb:AI189359 /DB_XREF=gi:3740568 /DB_XREF=qd05f07.x1 /CLONE=IMAGE:1722853 /FEA=FLmRNA /CNT=119 /TID=Hs.3828.0 /TIER=Stack /STK=45 /UG=Hs.3828 /LL=4597 /UG_GENE=MVD /UG_TITLE=mevalonate (diphospho) decarboxylase /FL=gb:NM_002461.1 gb:BC000011.1 gb:U49260.1
222607_s_at	4801	6900.675	-3.417573	0.00307	0.692573	Consensus includes gb:AI188190 /FEA=EST /DB_XREF=gi:3739399 /DB_XREF=est:qd66e07.x1 /CLONE=IMAGE:1734468 /UG=Hs.323346 KIAA1008 protein /FL=gb:AB023225.1 gb:NM_014953.1
220350_at	92.65	246.5475	-3.371189	0.003402	0.38371	gb:NM_004234.3 /DB_XREF=gi:12056481 /GEN=ZFP93 /FEA=FLmRNA /CNT=9 /TID=Hs.298089.0 /TIER=FL /STK=0 /UG=Hs.298089 /LL=9310 /DEF=Homo sapiens zinc finger protein homologous to Zfp93 in mouse (ZFP93), mRNA. /PROD=zinc finger protein 270 /FL=gb:NM_004234.3
209362_at	5597.395	11418.7925	-12.695665	0	0.498245	gb:AI688580 /DB_XREF=gi:4899874 /DB_XREF=wd39h05.x1 /CLONE=IMAGE:2330553 /FEA=FLmRNA /CNT=120 /TID=Hs.286145.0 /TIER=Stack /STK=33 /UG=Hs.286145 /LL=9412 /UG_GENE=SURB7 /UG_TITLE=SRB7 (suppressor of RNA polymerase B, yeast) homolog /FL=gb:U46837.1 gb:NM_004264.1 gb:U52960.1
209363_s_at	4394.2925	10144.9175	-12.526614	0	0.474142	gb:U46837.1 /DB_XREF=gi:1197662 /GEN=SRB7 /FEA=FLmRNA /CNT=120 /TID=Hs.286145.0 /TIER=FL /STK=1 /UG=Hs.286145 /LL=9412 /DEF=Human RNA polymerase II holoenzyme component SRB7 (SRB7) mRNA, complete cds. /PROD=SRB7 /FL=gb:U46837.1 gb:NM_004264.1 gb:U52960.1
204240_s_at	4348.6625	7581.6275	-3.254208	0.004404	0.596288	gb:NM_006444.1 /DB_XREF=gi:5453590 /GEN=CAP-E /FEA=FLmRNA /CNT=59 /TID=Hs.119023.0 /TIER=FL /STK=0 /UG=Hs.119023 /LL=10592 /DEF=Homo sapiens structural maintenance of chromosomes (SMC) family member, chromosome-associated protein E (CAP-E), mRNA. /PROD=structural maintenance of chromosomes (SMC)family member, chromosome-associated protein E /FL=gb:NM_006444.1 gb:AF092563.1
209735_at	278.44125	565.0275	-5.015846	0.00009	0.479066	gb:AF098951.2 /DB_XREF=gi:12414050 /GEN=BCRP /FEA=FLmRNA /CNT=72 /TID=Hs.194720.0 /TIER=FL /STK=0 /UG=Hs.194720 /LL=9429 /DEF=Homo sapiens breast cancer resistance protein (BCRP) mRNA, complete cds. /PROD=breast cancer resistance protein /FL=gb:AF098951.2 gb:AB056867.1 gb:NM_004827.1 gb:AF103796.1
209258_s_at	2764.5	4461.2425	-3.24218	0.004523	0.573523	gb:AI373676 /DB_XREF=gi:4153542 /DB_XREF=qz53h11.x1 /CLONE=IMAGE:2030661 /FEA=FLmRNA /CNT=124 /TID=Hs.24485.0 /TIER=Stack /STK=8 /UG=Hs.24485 /LL=9126 /UG_GENE=CSPG6 /UG_TITLE=chondroitin sulfate proteoglycan 6 (bamacan) /FL=gb:AF067163.1 gb:NM_005445.1 gb:AF020043.1
206241_at	629.355	1043.075	-3.213163	0.004821	0.562667	gb:NM_002269.1 /DB_XREF=gi:4504902 /GEN=KPNA5 /FEA=FLmRNA /CNT=16 /TID=Hs.182971.0 /TIER=FL /STK=0 /UG=Hs.182971 /LL=3841 /DEF=Homo sapiens karyopherin alpha 5 (importin alpha 6) (KPNA5), mRNA. /PROD=karyopherin alpha 5 (importin alpha 6) /FL=gb:NM_002269.1 gb:AF005361.1
214540_at	842.35	1416.26375	-3.163882	0.005372	0.618862	gb:NM_003527.2 /DB_XREF=gi:5870894 /GEN=H2BFN /FEA=FLmRNA /CNT=4 /TID=Hs.151506.0 /TIER=FL /STK=0 /UG=Hs.151506 /LL=8348 /DEF=Homo sapiens H2B histone family, member N (H2BFN), mRNA. /PROD=H2B histone family, member N /FL=gb:NM_003527.2
206182_at	675.4625	1042.7975	-3.137703	0.00569	0.677481	gb:NM_003435.1 /DB_XREF=gi:4507982 /GEN=ZNF134 /FEA=FLmRNA /CNT=20 /TID=Hs.357.0 /TIER=FL /STK=0 /UG=Hs.357 /LL=7693 /DEF=Homo sapiens zinc finger protein 134 (clone pHZ-15) (ZNF134), mRNA. /PROD=zinc finger protein 134 (clone pHZ-15) /FL=gb:U09412.1 gb:NM_003435.1
202165_at	2241.435	4273.88	-4.880419	0.00012	0.568734	gb:BF966540 /DB_XREF=gi:12333755 /DB_XREF=602287009T1 /CLONE=IMAGE:4375586 /FEA=FLmRNA /CNT=180 /TID=Hs.267819.0 /TIER=Stack /STK=8 /UG=Hs.267819 /LL=5504 /UG_GENE=PPP1R2 /UG_TITLE=protein phosphatase 1, regulatory (inhibitor) subunit 2 /FL=gb:NM_006241.1
222656_at	1035.6025	1713.205	-2.933307	0.008882	0.610253	Consensus includes gb:AI625741 /FEA=EST /DB_XREF=gi:4650672 /DB_XREF=est:ty65g07.x1 /CLONE=IMAGE:2283996 /UG=Hs.21275 hypothetical protein FLJ11011 /FL=gb:NM_018299.1
205074_at	1796.06625	2855.27	-6.47234	0.000004	0.657746	gb:NM_003060.1 /DB_XREF=gi:4507004 /GEN=SLC22A5 /FEA=FLmRNA /CNT=42 /TID=Hs.15813.0 /TIER=FL+Stack /STK=23 /UG=Hs.15813 /LL=6584 /DEF=Homo sapiens solute carrier family 22 (organic cation transporter), member 5 (SLC22A5), mRNA. /PROD=solute carrier family 22 (organic cationtransporter), member 5 /FL=gb:AB015050.1 gb:NM_003060.1 gb:AF057164.1
204314_s_at	1960.235	3887.345	-5.8372	0.000016	0.523521	gb:NM_004379.1 /DB_XREF=gi:4758053 /GEN=CREB1 /FEA=FLmRNA /CNT=72 /TID=Hs.79194.0 /TIER=FL /STK=2 /UG=Hs.79194 /LL=1385 /DEF=Homo sapiens cAMP responsive element binding protein 1 (CREB1), mRNA. /PROD=cAMP responsive element binding protein 1 /FL=gb:NM_004379.1 gb:M27691.1
207001_x_at	79.58375	210.3	-2.927844	0.008988	0.40458	gb:NM_004089.1 /DB_XREF=gi:4758197 /GEN=DSIPI /FEA=FLmRNA /CNT=7 /TID=Hs.75450.0 /TIER=FL /STK=0 /UG=Hs.75450 /LL=1831 /DEF=Homo sapiens delta sleep inducing peptide, immunoreactor (DSIPI), mRNA. /PROD=delta sleep inducing peptide, immunoreactor /FL=gb:NM_004089.1
208536_s_at	706.12625	1062.19875	-2.771135	0.012591	0.589894	gb:NM_006538.1 /DB_XREF=gi:5729739 /GEN=BCL2L11 /FEA=FLmRNA /CNT=2 /TID=Hs.202657.0 /TIER=FL /STK=0 /UG=Hs.202657 /LL=10018 /DEF=Homo sapiens BCL2-like 11 (apoptosis facilitator) (BCL2L11), mRNA. /PROD=BCL2-like 11 (apoptosis facilitator) /FL=gb:AF032458.1 gb:NM_006538.1
207044_at	1262.41125	1948.4725	-3.841599	0.001195	0.670555	gb:NM_000461.1 /DB_XREF=gi:10835122 /GEN=THRB /FEA=FLmRNA /CNT=7 /TID=Hs.121503.0 /TIER=FL /STK=0 /UG=Hs.121503 /LL=7068 /DEF=Homo sapiens thyroid hormone receptor, beta (avian erythroblastic leukemia viral (v-erb-a) oncogene homolog 2) (THRB), mRNA. /PROD=thyroid hormone receptor, beta (avianerythroblastic leukemia viral (v-erb-a) oncogene homolog2) /FL=gb:NM_000461.1 gb:M26747.1
205386_s_at	617.9125	865.86875	-2.945543	0.00865	0.673517	gb:NM_002392.1 /DB_XREF=gi:4505136 /GEN=MDM2 /FEA=FLmRNA /CNT=34 /TID=Hs.170027.5 /TIER=FL /STK=0 /UG=Hs.170027 /LL=4193 /DEF=Homo sapiens mouse double minute 2, human homolog of; p53-binding protein (MDM2), transcript variant MDM2, mRNA. /PROD=mouse double minute 2, human homolog of, fulllength protein isoform /FL=gb:M92424.1 gb:NM_002392.1
208523_x_at	5583.96	9392.7875	-7.28516	0.000001	0.585897	gb:NM_003525.1 /DB_XREF=gi:4504270 /GEN=H2BFK /FEA=FLmRNA /CNT=3 /TID=Hs.182140.0 /TIER=FL /STK=0 /UG=Hs.182140 /LL=8346 /DEF=Homo sapiens H2B histone family, member K (H2BFK), mRNA. /PROD=H2B histone family, member K /FL=gb:NM_003525.1
201567_s_at	4003.395	7076.65	-2.624362	0.017195	0.567882	gb:NM_002078.2 /DB_XREF=gi:6715599 /GEN=GOLGA4 /FEA=FLmRNA /CNT=212 /TID=Hs.183773.0 /TIER=FL+Stack /STK=36 /UG=Hs.183773 /LL=2803 /DEF=Homo sapiens golgi autoantigen, golgin subfamily a, 4 (GOLGA4), mRNA. /PROD=golgi autoantigen, golgin subfamily a, 4 /FL=gb:NM_002078.2 gb:U41740.1
209259_s_at	7045.155	9859.2	-2.581059	0.018834	0.688822	gb:AF020043.1 /DB_XREF=gi:3089367 /GEN=HCAP /FEA=FLmRNA /CNT=124 /TID=Hs.24485.0 /TIER=FL+Stack /STK=22 /UG=Hs.24485 /LL=9126 /DEF=Homo sapiens chromosome-associated polypeptide (HCAP) mRNA, complete cds. /PROD=chromosome-associated polypeptide /FL=gb:AF067163.1 gb:NM_005445.1 gb:AF020043.1
209257_s_at	7053.055	10474.07	-2.576779	0.019004	0.580797	gb:BF795297 /DB_XREF=gi:12100351 /DB_XREF=602256270F1 /CLONE=IMAGE:4339721 /FEA=FLmRNA /CNT=124 /TID=Hs.24485.0 /TIER=Stack /STK=9 /UG=Hs.24485 /LL=9126 /UG_GENE=CSPG6 /UG_TITLE=chondroitin sulfate proteoglycan 6 (bamacan) /FL=gb:AF067163.1 gb:NM_005445.1 gb:AF020043.1
205428_s_at	362.63625	589.70625	-5.100598	0.000075	0.671562	gb:NM_001740.2 /DB_XREF=gi:6031158 /GEN=CALB2 /FEA=FLmRNA /CNT=36 /TID=Hs.106857.0 /TIER=FL+Stack /STK=15 /UG=Hs.106857 /LL=794 /DEF=Homo sapiens calbindin 2, (29kD, calretinin) (CALB2), transcript variant CALB2, mRNA. /PROD=calbindin 2, full length protein isoform /FL=gb:NM_001740.2
202993_at	1845.77	2788.3925	-5.0291	0.000087	0.675128	gb:NM_006844.1 /DB_XREF=gi:5803041 /GEN=ILVBL /FEA=FLmRNA /CNT=123 /TID=Hs.78880.0 /TIER=FL+Stack /STK=40 /UG=Hs.78880 /LL=10994 /DEF=Homo sapiens ilvB (bacterial acetolactate synthase)-like (ILVBL), mRNA. /PROD=ilvB (bacterial acetolactate synthase)-like /FL=gb:U61263.1 gb:NM_006844.1
208547_at	605.8975	1101.665	-5.52338	0.00003	0.590821	gb:NM_021062.1 /DB_XREF=gi:10800139 /GEN=H2BFF /FEA=FLmRNA /CNT=2 /TID=Hs.248134.0 /TIER=FL /STK=0 /UG=Hs.248134 /LL=3018 /DEF=Homo sapiens H2B histone family, member F (H2BFF), mRNA. /PROD=H2B histone family, member F /FL=gb:NM_021062.1
209782_s_at	895.30875	1261.8025	-2.479605	0.023273	0.67969	gb:U79283.1 /DB_XREF=gi:1710256 /FEA=FLmRNA /CNT=56 /TID=Hs.155402.0 /TIER=FL+Stack /STK=11 /UG=Hs.155402 /LL=1628 /UG_GENE=DBP /DEF=Human albumin D-box binding protein mRNA, complete cds. /PROD=albumin D-box binding protein /FL=gb:D28468.1 gb:NM_001352.1 gb:U06936.1 gb:U79283.1
206307_s_at	398.5175	693.5	-2.456522	0.024412	0.593522	gb:NM_004472.1 /DB_XREF=gi:4758391 /GEN=FOXD1 /FEA=FLmRNA /CNT=15 /TID=Hs.96028.0 /TIER=FL /STK=0 /UG=Hs.96028 /LL=2297 /DEF=Homo sapiens forkhead box D1 (FOXD1), mRNA. /PROD=forkhead box D1 /FL=gb:U59832.1 gb:NM_004472.1
203532_x_at	1324.285	1929.505	-4.24546	0.000487	0.683117	gb:AF017061.1 /DB_XREF=gi:2394273 /GEN=VACM-1 /FEA=FLmRNA /CNT=105 /TID=Hs.101299.0 /TIER=FL /STK=0 /UG=Hs.101299 /LL=8065 /DEF=Homo sapiens vasopressin-activated calcium mobilizing putative receptor protein (VACM-1) mRNA, complete cds. /PROD=vasopressin-activated calcium mobilizingputative receptor protein /FL=gb:AF017061.1 gb:NM_003478.1 gb:AF327710.1
208515_at	391.975	595.34	-2.372329	0.029027	0.687469	gb:NM_003521.1 /DB_XREF=gi:4504262 /GEN=H2BFE /FEA=FLmRNA /CNT=3 /TID=Hs.182432.0 /TIER=FL /STK=0 /UG=Hs.182432 /LL=8342 /DEF=Homo sapiens H2B histone family, member E (H2BFE), mRNA. /PROD=H2B histone family, member E /FL=gb:NM_003521.1
222520_s_at	190.04625	275.625	-2.350725	0.030336	0.685151	gb:AF139576.1 /DEF=Homo sapiens MHS4R2 (MHS4R2) mRNA, complete cds. /FEA=mRNA /GEN=MHS4R2 /PROD=MHS4R2 /DB_XREF=gi:13171100 /UG=Hs.170318 hypothetical protein FLJ10147 /FL=gb:AF139576.1 gb:AF245220.1 gb:NM_018010.1
206175_x_at	325.035	497.5225	-2.345937	0.030633	0.5618	gb:NM_013360.1 /DB_XREF=gi:7019586 /GEN=ZNF222 /FEA=FLmRNA /CNT=22 /TID=Hs.279840.0 /TIER=FL+Stack /STK=12 /UG=Hs.279840 /LL=7673 /DEF=Homo sapiens zinc finger protein 222 (ZNF222), mRNA. /PROD=zinc finger protein 222 /FL=gb:NM_013360.1 gb:AF187988.1
220295_x_at	4211.7675	7096.145	-3.231515	0.00463	0.602242	gb:NM_017779.1 /DB_XREF=gi:8923327 /GEN=FLJ20354 /FEA=FLmRNA /CNT=8 /TID=Hs.133260.0 /TIER=FL /STK=0 /UG=Hs.133260 /LL=55635 /DEF=Homo sapiens hypothetical protein FLJ20354 (FLJ20354), mRNA. /PROD=hypothetical protein FLJ20354 /FL=gb:NM_017779.1
201425_at	5759.1025	9876.085	-4.376774	0.000364	0.5604	gb:NM_000690.1 /DB_XREF=gi:4502032 /GEN=ALDH2 /FEA=FLmRNA /CNT=328 /TID=Hs.195432.0 /TIER=FL+Stack /STK=125 /UG=Hs.195432 /LL=217 /DEF=Homo sapiens aldehyde dehydrogenase 2, mitochondrial (ALDH2), mRNA. /PROD=aldehyde dehydrogenase 2, mitochondrial /FL=gb:BC002967.1 gb:NM_000690.1
205385_at	89.4525	203.3675	-2.496316	0.022479	0.468991	gb:M92424.1 /DB_XREF=gi:338308 /GEN=p53 associated /FEA=FLmRNA /CNT=34 /TID=Hs.170027.5 /TIER=ConsEnd /STK=0 /UG=Hs.170027 /LL=4193 /UG_TITLE=mouse double minute 2, human homolog of; p53-binding protein /DEF=Human p53-associated mRNA, complete cds. /FL=gb:M92424.1 gb:NM_002392.1
209532_at	135.9275	339.0925	-2.102251	0.04987	0.603854	gb:AF083395.1 /DB_XREF=gi:4106817 /FEA=FLmRNA /CNT=83 /TID=Hs.27182.0 /TIER=ConsEnd /STK=0 /UG=Hs.27182 /LL=9373 /UG_GENE=PLAA /DEF=Homo sapiens phospholipase A2-activating protein mRNA, complete cds. /PROD=phospholipase A2-activating protein /FL=gb:NM_004253.1 gb:AF145020.1 gb:AF083395.1
218343_s_at	7104.33	10234.245	-7.033394	0.000001	0.68221	gb:NM_012086.1 /DB_XREF=gi:6912397 /GEN=GTF3C3 /FEA=FLmRNA /CNT=108 /TID=Hs.90847.0 /TIER=FL+Stack /STK=9 /UG=Hs.90847 /LL=9330 /DEF=Homo sapiens general transcription factor IIIC, polypeptide 3 (102kD) (GTF3C3), mRNA. /PROD=general transcription factor IIIC, polypeptide 3(102kD) /FL=gb:AF133123.1 gb:NM_012086.1
214634_at	1642.74875	2678.9675	-3.90386	0.00104	0.612088	gb:AL523073 /DB_XREF=gi:12786566 /DB_XREF=AL523073 /CLONE=CS0DC001YE12 (5 prime) /FEA=FLmRNA /CNT=5 /TID=Hs.248172.0 /TIER=ConsEnd /STK=0 /UG=Hs.248172 /LL=8294 /UG_GENE=H4FM /UG_TITLE=H4 histone family, member M /FL=gb:NM_003495.1
1553675_at	71.84	312.35125	-2.004613	0.060284	0.468603	gb:NM_138343.1 /DB_XREF=gi:19923890 /TID=Hs2.53447.1 /CNT=33 /FEA=FLmRNA /TIER=FL /STK=0 /LL=89953 /UG_GENE=LOC89953 /UG=Hs.53447 /UG_TITLE=hypothetical protein BC012357 /DEF=Homo sapiens hypothetical protein BC012357 (LOC89953), mRNA. /FL=gb:BC012357.1 gb:NM_138343.1
223461_at	9355.2075	13087.74	-8.223711	0	0.692755	gb:AF151073.1 /DEF=Homo sapiens HSPC239 mRNA, complete cds. /FEA=mRNA /PROD=HSPC239 /DB_XREF=gi:7106867 /UG=Hs.8645 hypothetical protein /FL=gb:AF151073.1 gb:NM_016495.1
205158_at	53.13125	211.38625	-1.936823	0.068625	0.436168	gb:NM_002937.1 /DB_XREF=gi:4506556 /GEN=RNASE4 /FEA=FLmRNA /CNT=50 /TID=Hs.283749.0 /TIER=FL /STK=1 /UG=Hs.283749 /LL=6038 /DEF=Homo sapiens ribonuclease, RNase A family, 4 (RNASE4), mRNA. /PROD=ribonuclease, RNase A family, 4 /FL=gb:D37931.1 gb:NM_002937.1
209973_at	931.36125	1391.66375	-1.851608	0.080559	0.695019	gb:AF097419.1 /DB_XREF=gi:5031194 /GEN=NFKBIL1 /FEA=FLmRNA /CNT=46 /TID=Hs.2764.0 /TIER=FL+Stack /STK=13 /UG=Hs.2764 /LL=4795 /DEF=Homo sapiens 10IHW 9022 IkBL protein (NFKBIL1) mRNA, NFKBIL1-+738T allele, complete cds. /PROD=IkBL protein /FL=gb:AF097427.1 gb:AF097426.1 gb:AF097422.1 gb:AF097425.1 gb:AF097419.1 gb:AF097421.1 gb:AF097428.1 gb:AF097423.1 gb:AF097429.1 gb:AF097424.1 gb:AF097420.1 gb:NM_005007.1
208894_at	22.27375	40.31875	-1.850017	0.080798	0.365141	gb:M60334.1 /DB_XREF=gi:188255 /GEN=HLA-DRA /FEA=FLmRNA /CNT=470 /TID=Hs.76807.0 /TIER=FL /STK=0 /UG=Hs.76807 /LL=3122 /DEF=Human MHC class II HLA-DR-alpha mRNA, complete cds. /PROD=cell surface glycoprotein /FL=gb:M60334.1 gb:NM_019111.1
221801_x_at	24.98875	113.9625	-2.380663	0.028536	0.343403	gb:AL566528 /DB_XREF=gi:12918975 /DB_XREF=AL566528 /CLONE=CS0DF020YI15 (3 prime) /FEA=FLmRNA /CNT=134 /TID=Hs.211584.0 /TIER=ConsEnd /STK=1 /UG=Hs.211584 /LL=4747 /UG_GENE=NEFL /UG_TITLE=neurofilament, light polypeptide (68kD) /FL=gb:NM_006158.1
208248_x_at	18586.505	29876.745	-8.063941	0	0.636685	gb:NM_001642.1 /DB_XREF=gi:4502146 /GEN=APLP2 /FEA=FLmRNA /CNT=6 /TID=Hs.279518.0 /TIER=FL /STK=0 /UG=Hs.279518 /LL=334 /DEF=Homo sapiens amyloid beta (A4) precursor-like protein 2 (APLP2), mRNA. /PROD=amyloid beta (A4) precursor-like protein 2 /FL=gb:L27631.1 gb:L09209.1 gb:NM_001642.1 gb:AF168956.1
201709_s_at	7582.6075	10695.62	-7.564852	0.000001	0.679129	gb:NM_003634.1 /DB_XREF=gi:4505398 /GEN=NIPSNAP1 /FEA=FLmRNA /CNT=244 /TID=Hs.173878.0 /TIER=FL+Stack /STK=82 /UG=Hs.173878 /LL=8508 /DEF=Homo sapiens NIPSNAP, C. elegans, homolog 1 (NIPSNAP1), mRNA. /PROD=NIPSNAP, C. elegans, homolog 1 /FL=gb:BC002371.1 gb:NM_003634.1
209524_at	1864.1	2931.8975	-7.492568	0.000001	0.65013	gb:AK001280.1 /DB_XREF=gi:7022435 /FEA=FLmRNA /CNT=92 /TID=Hs.127842.0 /TIER=Stack /STK=16 /UG=Hs.127842 /LL=50810 /UG_GENE=CGI-142 /UG_TITLE=CGI-142 /DEF=Homo sapiens cDNA FLJ10418 fis, clone NT2RP1000130, moderately similar to HEPATOMA-DERIVED GROWTH FACTOR. /FL=gb:NM_016073.1 gb:AF151900.1 gb:AB029156.1
1553321_a_at	133.5575	194.735	-1.616499	0.123377	0.599235	gb:NM_006588.2 /DB_XREF=gi:28830307 /GEN=SULT1C2 /TID=Hs2.312644.1 /CNT=3 /FEA=FLmRNA /TIER=FL /STK=1 /UG=Hs.312644 /DEF=Homo sapiens sulfotransferase family, cytosolic, 1C, member 2 (SULT1C2), mRNA. /PROD=sulfotransferase family, cytosolic, 1C, member2 /FL=gb:NM_006588.2
221089_at	18.685	34.9225	-1.568416	0.134196	0.455479	gb:NM_015718.1 /DB_XREF=gi:11136625 /GEN=NOX3 /FEA=FLmRNA /CNT=3 /TID=Hs.247776.0 /TIER=FL /STK=0 /UG=Hs.247776 /LL=50508 /DEF=Homo sapiens NADPH oxidase 3 (NOX3), mRNA. /PROD=NADPH oxidase 3 /FL=gb:AF190122.1 gb:NM_015718.1
205386_s_at	617.9125	865.86875	-2.945543	0.00865	0.673517	gb:NM_002392.1 /DB_XREF=gi:4505136 /GEN=MDM2 /FEA=FLmRNA /CNT=34 /TID=Hs.170027.5 /TIER=FL /STK=0 /UG=Hs.170027 /LL=4193 /DEF=Homo sapiens mouse double minute 2, human homolog of; p53-binding protein (MDM2), transcript variant MDM2, mRNA. /PROD=mouse double minute 2, human homolog of, fulllength protein isoform /FL=gb:M92424.1 gb:NM_002392.1
205141_at	284.045	388.99625	-1.468707	0.159172	0.693535	gb:NM_001145.1 /DB_XREF=gi:4557312 /GEN=ANG /FEA=FLmRNA /CNT=55 /TID=Hs.154730.0 /TIER=FL+Stack /STK=39 /UG=Hs.154730 /LL=283 /DEF=Homo sapiens angiogenin, ribonuclease, RNase A family, 5 (ANG), mRNA. /PROD=angiogenin, ribonuclease, RNase A family, 5precursor /FL=gb:NM_001145.1
207006_s_at	839.27125	1563.50625	-4.428962	0.000324	0.573524	gb:NM_013301.1 /DB_XREF=gi:9558742 /GEN=HSU79303 /FEA=FLmRNA /CNT=8 /TID=Hs.82482.0 /TIER=FL /STK=0 /UG=Hs.82482 /LL=29903 /DEF=Homo sapiens protein predicted by clone 23882 (HSU79303), mRNA. /PROD=protein predicted by clone 23882 /FL=gb:NM_013301.1 gb:U79303.1
208945_s_at	3430.05	5822.0025	-12.022372	0	0.600243	gb:NM_003766.1 /DB_XREF=gi:4502394 /GEN=BECN1 /FEA=FLmRNA /CNT=207 /TID=Hs.12272.0 /TIER=FL+Stack /STK=13 /UG=Hs.12272 /LL=8678 /DEF=Homo sapiens beclin 1 (coiled-coil, myosin-like BCL2-interacting protein) (BECN1), mRNA. /PROD=beclin 1 (coiled-coil, myosin-likeBCL2-interacting protein) /FL=gb:AF139131.1 gb:NM_003766.1 gb:AF077301.1
208946_s_at	4765.51125	7404.8125	-9.535825	0	0.631266	gb:AF139131.1 /DB_XREF=gi:4680380 /GEN=BECN1 /FEA=FLmRNA /CNT=207 /TID=Hs.12272.0 /TIER=FL+Stack /STK=64 /UG=Hs.12272 /LL=8678 /DEF=Homo sapiens beclin 1 (BECN1) mRNA, complete cds. /PROD=beclin 1 /FL=gb:AF139131.1 gb:NM_003766.1 gb:AF077301.1
210304_at	50.88625	59.21625	-1.406306	0.176663	0.66696	gb:BC000249.1 /DB_XREF=gi:12652976 /FEA=FLmRNA /CNT=17 /TID=Hs.2593.0 /TIER=FL /STK=0 /UG=Hs.2593 /LL=5158 /UG_GENE=PDE6B /DEF=Homo sapiens, phosphodiesterase 6B, cGMP-specific, rod, beta (congenital stationary night blindness 3, autosomal dominant), clone MGC:1689, mRNA, complete cds. /PROD=phosphodiesterase 6B, cGMP-specific, rod, beta(congenital stationary night blindness 3, autosomaldominant) /FL=gb:NM_000283.1 gb:BC000249.1
205496_at	24.87	28.2625	-1.389354	0.181674	0.595271	gb:NM_014702.1 /DB_XREF=gi:7662095 /GEN=KIAA0408 /FEA=FLmRNA /CNT=32 /TID=Hs.118744.0 /TIER=FL /STK=0 /UG=Hs.118744 /LL=9729 /DEF=Homo sapiens KIAA0408 gene product (KIAA0408), mRNA. /PROD=KIAA0408 gene product /FL=gb:AB007868.1 gb:NM_014702.1
217764_s_at	17363.5275	24278.5725	-9.670733	0	0.698664	gb:AF183421.1 /DB_XREF=gi:9963780 /FEA=FLmRNA /CNT=424 /TID=Hs.223025.0 /TIER=FL+Stack /STK=87 /UG=Hs.223025 /LL=11031 /UG_GENE=RAB31 /DEF=Homo sapiens small GTP-binding protein rab22b mRNA, complete cds. /PROD=small GTP-binding protein rab22b /FL=gb:NM_006868.1 gb:U59877.1 gb:U57091.1 gb:BC001148.1 gb:AF183421.1 gb:AF234995.1
219034_at	1905.7025	3165.15	-3.703915	0.001624	0.691949	gb:NM_017851.1 /DB_XREF=gi:8923470 /GEN=FLJ20509 /FEA=FLmRNA /CNT=63 /TID=Hs.30634.0 /TIER=FL+Stack /STK=36 /UG=Hs.30634 /LL=54956 /DEF=Homo sapiens hypothetical protein FLJ20509 (FLJ20509), mRNA. /PROD=hypothetical protein FLJ20509 /FL=gb:NM_017851.1
1552708_a_at	688.9375	1028.6525	-2.757555	0.012962	0.674195	gb:AB038770.1 /DB_XREF=gi:18146955 /TID=Hs2.132237.1 /CNT=20 /FEA=FLmRNA /TIER=FL /STK=1 /LL=142679 /UG_GENE=DUSP19 /UG=Hs.132237 /DEF=Homo sapiens mRNA for protein phosphatase, complete cds. /PROD=protein phosphatase /FL=gb:BC035000.1 gb:AB063186.1 gb:AB038770.1 gb:NM_080876.1
207978_s_at	31.60375	62.5225	-1.284044	0.215409	0.543361	gb:NM_006981.1 /DB_XREF=gi:11276070 /GEN=NR4A3 /FEA=FLmRNA /CNT=3 /TID=Hs.80561.0 /TIER=FL /STK=0 /UG=Hs.80561 /LL=8013 /DEF=Homo sapiens nuclear receptor subfamily 4, group A, member 3 (NR4A3), mRNA. /PROD=nuclear receptor subfamily 4, group A, member 3 /FL=gb:D78579.1 gb:NM_006981.1
201708_s_at	3944.72	6574.0125	-6.779951	0.000002	0.584213	gb:AW083371 /DB_XREF=gi:6038609 /DB_XREF=xc09g02.x1 /CLONE=IMAGE:2583794 /FEA=FLmRNA /CNT=244 /TID=Hs.173878.0 /TIER=Stack /STK=21 /UG=Hs.173878 /LL=8508 /UG_GENE=NIPSNAP1 /UG_TITLE=NIPSNAP, C. elegans, homolog 1 /FL=gb:BC002371.1 gb:NM_003634.1
