ProbeID	Gene Symbol	Gene Description	GenBank	GO	EntrezID	RefSeq	Cluster	p-value	log2(Moil_3h/DMSO)	log2(Moil_6h/DMSO)	log2(Moil_12h/DMSO)	log2(Moil_24h/DMSO)	log2(Moil_48h/DMSO)
scl38677.11_311-S	Csnk1g2	casein kinase 1, gamma 2	NM_134002	GO:0000166; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0006468; GO:0016055; GO:0016301; GO:0016740	103236	NM_134002; NM_134002; NP_598763	1	0.030881684	0.083836344	0.259421851	-0.133727729	-0.045634877	0.175427672
scl38986.7.1_55-S	Zbtb24	zinc finger and BTB domain containing 24	NM_153398	GO:0003676; GO:0003677; GO:0003700; GO:0005515; GO:0005622; GO:0005634; GO:0006350; GO:0006355; GO:0008270; GO:0046872	268294	NM_153398; NM_153398; NP_700447	1	0.048043562	0.084195466	0.26254277	-0.109711887	-0.046955437	-0.003270784
scl39341.19.1_29-S	C630004H02Rik	RIKEN cDNA C630004H02 gene	NM_175454	GO:0016020; GO:0016021	217310	XM_001000299; XM_001000299; XP_001000299; NM_175454; NP_780663	1	0.012021741	-0.106480885	0.71311243	-2.959193117	0.744092583	-0.040458005
scl40113.4_264-S	Akap10	A kinase (PRKA) anchor protein 10	NM_019921	GO:0004871; GO:0005515; GO:0005739; GO:0008104; GO:0008104; GO:0016301; GO:0051018	56697	NM_019921; NM_019921; NP_064305	1	0.022266689	-0.097994522	0.200075267	-0.345723403	0.188923876	-0.006685937
scl40472.8_474-S	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	NM_018861	GO:0006810; GO:0006835; GO:0015175; GO:0015293; GO:0016020; GO:0016021; GO:0017153	55963	NM_018861; NM_018861; NP_061349	1	0.01924512	0.273438395	0.296189988	0.04828514	0.117917533	0.050294769
scl41070.6_518-S	Vezf1	vascular endothelial zinc finger 1	NM_016686	GO:0001525; GO:0001885; GO:0003676; GO:0005622; GO:0005634; GO:0008270; GO:0046872	22344	NM_016686; NM_016686; NP_057895	1	0.038327091	0.098488886	0.294993823	-0.09560759	-0.060349635	-0.123477238
scl41280.17_8-S	Mett10d	methyltransferase 10 domain containing	NM_026197	GO:0008168; GO:0016740	67493	NM_026197; NM_026197; NP_080473	1	0.004390125	0.059812011	0.130101244	-0.304933728	0.129035538	-0.037059332
scl42938.12_138-S	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	NM_010363	GO:0003824; GO:0004364; GO:0005737; GO:0005739; GO:0006559; GO:0006572; GO:0009072; GO:0016034; GO:0016034; GO:0016740; GO:0016853	14874	NM_010363; NM_010363; NP_034493	1	0.041336407	0.087393531	0.110848401	-0.270137191	-0.162772225	0.152139133
scl47261.7_122-S	Lrp12	low density lipoprotein-related protein 12	NM_172814	GO:0004872; GO:0005515; GO:0005624; GO:0005887; GO:0005905; GO:0006897; GO:0016020; GO:0016021	239393	NM_172814; NM_172814; NP_766402	1	0.033816288	0.191337529	0.068473361	-0.19722561	0.216343716	-0.111898432
scl48020.10.1_127-S	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	NM_181588	GO:0003824; GO:0016787	69574	NM_181588; NM_181588; NP_853619	1	0.01872467	0.509306519	-0.323682212	-1.2211347	-0.49044976	0.076328368
scl48614.17_462-S	Leprel1	leprecan-like 1	NM_173379	GO:0005488; GO:0005506; GO:0005783; GO:0016491; GO:0016702; GO:0016706; GO:0019538; GO:0019797; GO:0031418; GO:0046872	210530	NM_173379; NM_173379; NP_775555	1	1.69E-07	0	0	-1.205110241	3.386573965	-0.463354556
scl48662.9.1_15-S	Alg3	asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)	NM_145939	GO:0000030; GO:0005783; GO:0016020; GO:0016021; GO:0016740; GO:0016757	208624	NM_145939; NM_145939; NP_666051	1	0.04166691	-0.115607132	0.161722987	-0.225313281	0.164931031	0.006587531
scl49375.21_69-S	Lztr1	leucine-zipper-like transcriptional regulator, 1	NM_025808	GO:0005515	66863	NM_025808; NM_025808; NP_080084	1	6.05E-05	0.139616078	0.20464508	-0.174911367	-0.064450692	0.042927767
scl49667.33.1_65-S	Ptprm	protein tyrosine phosphatase, receptor type, M	NM_008984	GO:0004721; GO:0004725; GO:0004872; GO:0005615; GO:0005886; GO:0006470; GO:0007185; GO:0016020; GO:0016021; GO:0016787	19274	NM_008984; NM_008984; NP_033010	1	0.022539599	-0.048010503	0.088980066	-0.229767701	0.335574827	0.275655618
scl50281.11.1_88-S	NA	NA	NM_144809	NA	NA	NA	1	0.006136714	3.104726683	3.463790227	-1.299658897	-0.526227935	-0.812909482
scl51087.35.3_20-S	Chd1	chromodomain helicase DNA binding protein 1	NM_007690	GO:0000166; GO:0000785; GO:0003676; GO:0003677; GO:0003682; GO:0004386; GO:0004386; GO:0005524; GO:0005634; GO:0006333; GO:0008026; GO:0016787	12648	NM_007690; NM_007690; NP_031716	1	0.021506414	0.039861608	0.254034339	-0.317972116	0.357052172	-0.161889494
scl51863.38_476-S	Wdr7	WD repeat domain 7	XM_140391	GO:0003674; GO:0005575; GO:0008150	104082	XM_140391; XM_140391; XP_140391; XM_901910; XP_907003; XM_901912; XP_907005; XM_915908; XP_921001; XM_923995; XP_929088; XM_994810; XP_999904	1	0.020530411	0.081590494	-0.332617192	-0.826372449	0.149027892	-0.143524794
scl52528.9.1_3-S	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	NM_013468	GO:0003677; GO:0003700; GO:0003714; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0006357	107765	NM_013468; NM_013468; NP_038496	1	0.040998719	-0.408542475	0.048577804	-1.111199211	-0.033975272	0.132072009
scl52614.18.1_13-S	D19Bwg1357e	DNA segment, Chr 19, Brigham & Womens Genetics 1357 expressed	NM_177474	GO:0003723; GO:0005488; GO:0005634; GO:0005783	52874	NM_177474; NM_177474; NP_803425	1	0.033424657	0.031247646	0.278730455	-0.336072819	0.015102148	-0.147705431
scl53393.10_649-S	Tut1	terminal uridylyl transferase 1, U6 snRNA-specific	NM_197993	GO:0000166; GO:0003676; GO:0003723; GO:0005622; GO:0005634; GO:0008270; GO:0016740; GO:0016779; GO:0050265	70044	NM_197993; NM_197993; NP_932110	1	0.017918349	0.058721375	0.020263468	-0.219842364	0.19285789	-0.020858309
scl53447.10_104-S	Tbc1d10c	TBC1 domain family, member 10c	NM_178650	GO:0006605	108995	NM_178650; NM_178650; NP_848765	1	0.037416093	0.363689338	-0.294967257	-0.910190369	0.336487256	0.730852405
scl55019.13_214-S	Pctk1	PCTAIRE-motif protein kinase 1	NM_011049	GO:0000166; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0006468; GO:0016301; GO:0016740	18555	XM_979502; XM_979502; XP_984596; XM_979538; XP_984632; XM_979577; XP_984671; XM_979653; XP_984747; XM_979686; XP_984780; NM_011049; NP_035179	1	0.038921604	0.302843789	-0.007667448	-0.378209025	0.233108763	-0.005419643
GI_29243945-S	Thnsl1	threonine synthase-like 1 (bacterial)	NM_177588	GO:0003824; GO:0004765; GO:0004795; GO:0005524; GO:0008152; GO:0008652; GO:0009088	208967	NM_001001297; NM_001001297; NP_001001297; NM_177588; NP_808256	2	0.006836968	0.270938135	-0.266672737	0.213946219	0.090267315	-0.288105193
GI_38073911-S	NA	NA	XM_204369	NA	NA	NA	2	0.032971792	0.290028083	-0.121039209	0.501112487	-0.350468796	-4.738767837
GI_38079571-S	NA	NA	XM_193319	NA	NA	NA	2	0.017425512	-0.233823455	-0.071419465	0.178125615	0.110354943	-1.086898596
GI_38083639-S	NA	NA	XM_358516	NA	NA	NA	2	0.020587719	0.51314295	1.27413385	1.580453555	4.715947263	0.208249724
GI_38084812-S	NA	NA	XM_355134	NA	NA	NA	2	0.033335199	-0.278655508	0.215215306	-0.128171712	-0.015500016	-0.575707601
GI_38084949-S	NA	NA	XM_355797	NA	NA	NA	2	0.008206154	-0.198477489	0.265095703	0.350056096	-0.279331249	-0.518536251
GI_38084970-S	Tmf1	TATA element modulatory factor 1	XM_132740	NA	232286	XM_132740; XM_132740; XP_132740; XM_916318; XP_921411; XM_985353; XP_990447; NM_001081111; NP_001074580	2	0.029416354	0.220262235	0.156591788	0.079850804	0.149646861	-0.316433681
GI_38086406-S	NA	NA	XM_135925	NA	NA	NA	2	0.020269724	-0.103074169	-0.309951722	0.372087923	0.174544738	-0.515699645
GI_38090511-S	NA	NA	XM_125658	NA	NA	NA	2	0.005189383	-0.019566853	-0.076072201	0.168503114	0.022497941	-0.862586815
2240-S	Ywhag	3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	AK076615	GO:0003779; GO:0005080; GO:0005080; GO:0005159; GO:0005575; GO:0006469; GO:0006605; GO:0007165; GO:0007242; GO:0008047; GO:0008426; GO:0009966; GO:0019904; GO:0045664; GO:0048167	22628	NM_018871; NM_018871; NP_061359	2	0.006876432	0.026802185	0.475158651	1.284685269	-1.226558105	-3.711494907
1405-S	Gphn	gephyrin	AK017831	GO:0000166; GO:0000287; GO:0003824; GO:0005856; GO:0006605; GO:0006777; GO:0007529; GO:0008092; GO:0019897; GO:0046872	268566	NM_172952; NM_172952; NP_766540	2	0.019698748	0.489592439	-0.228389679	-0.094853435	0.675823142	-1.011057642
2896-S	Tor1aip2	torsin A interacting protein 2	AK038024	GO:0005515; GO:0005783; GO:0016020; GO:0016021	240832	NM_172843; NM_172843; NP_766431	2	0.034412681	0.427064522	0.118994438	-0.68121777	-0.147911141	-2.923298277
1189-S	Terf2	telomeric repeat binding factor 2	AK042508	GO:0000723; GO:0000781; GO:0003677; GO:0005515; GO:0005634; GO:0005694; GO:0007049; GO:0043047; GO:0045449	21750	NM_009353; NM_009353; NP_033379	2	0.01755152	0.49246778	0.003399448	0.700426587	0.676057605	-0.795052902
2501-S	Scap	SREBF chaperone	AK047215	GO:0005515; GO:0005515; GO:0005789; GO:0005789; GO:0008203; GO:0015485; GO:0019217	235623	NM_001001144; NM_001001144; NP_001001144	2	0.028674792	0.290366391	0.422344491	0.26357623	-0.070914196	-0.878126851
3649-S	Crkrs	Cdc2-related kinase, arginine/serine-rich	AK047916	GO:0000166; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0006468; GO:0016301; GO:0016740	69131	NM_026952; NM_026952; NP_081228	2	0.021419623	0.019770555	0.509443716	0.343170724	-0.217779783	-0.794081587
930-S	Phf14	PHD finger protein 14	AK089073	GO:0005515; GO:0006355; GO:0008270; GO:0046872	75725	NM_029404; NM_029404; NP_083680	2	0.040694167	0.350455064	-0.582172699	0.326023593	0.573581979	-0.392583583
scl0001536.1_33-S	Lgals9	lectin, galactose binding, soluble 9	NM_010708	GO:0005529	16859	NM_010708; NM_010708; NP_034838	2	0.001260081	1.142600031	-0.324651392	1.747287116	-1.415364136	-3.70320881
scl000263.1_3-S	Tarsl2	threonyl-tRNA synthetase-like 2	NM_172310	GO:0000166; GO:0004812; GO:0004829; GO:0005524; GO:0006412; GO:0006418; GO:0006435; GO:0016874	272396	NM_172310; NM_172310; NP_758514	2	0.047975415	-0.492157592	-0.048026792	0.055285415	0.321522141	-0.392251644
scl000649.1_4459-S	Otud4	OTU domain containing 4	XM_194424	NA	73945	XM_194424; XM_194424; XP_194424; XM_899841; XP_904934; XM_899848; XP_904941; XM_899855; XP_904948; XM_906505; XP_911598; XM_919880; XP_924973; XM_919891; XP_924984; XM_919907; XP_925000; XM_990734; XP_995828; XM_990758; XP_995852; XM_990783; XP_995877; XM	2	0.021048818	0.342598456	0.213245416	0.019116746	0.21466531	-0.230961269
scl000728.1_50-S	Ubxd6	UBX domain containing 6	AK011496	GO:0016021	108159	NM_178648; NM_178648; NP_848763	2	0.025138152	-0.284106591	-0.309120132	0.251839723	-0.376006326	-1.834442492
scl00107849.1_175-S	Mrpplf4	mitogen regulated protein, proliferin 4	NM_181852	GO:0005179; GO:0005576	107849	XM_001005014; XM_001005014; XP_001005014; NM_181852; NP_862900	2	0.008658753	-0.109830952	-0.010459023	0.407476917	0.508447155	-4.019394188
scl00108155.2_325-S	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	NM_139144	GO:0005515; GO:0005622; GO:0005634; GO:0005829; GO:0006493; GO:0006493; GO:0007165; GO:0007584; GO:0008080; GO:0008375; GO:0016262; GO:0016740; GO:0016757	108155	NM_139144; NM_139144; NP_631883	2	0.036841758	0.249444379	-0.25566115	0.419428613	0.173563307	-0.189593495
scl0014349.2_95-S	Fv1	Friend virus susceptibility 1	NM_010244	GO:0005794; GO:0009615	14349	NM_010244; NM_010244; NP_034374	2	0.014394628	-1.37738718	-0.916087836	-0.453494467	0	-2.892382848
scl0014425.2_292-S	Galnt3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3	NM_015736	GO:0004653; GO:0005509; GO:0005529; GO:0016020; GO:0016021; GO:0016740; GO:0016757; GO:0030145	14425	NM_015736; NM_015736; NP_056551	2	0.043539342	2.749106388	0	3.144548351	0.480236394	-0.231905464
scl0020658.1_193-S	Son	Son cell proliferation protein	NM_178880	GO:0003676; GO:0003677; GO:0003723; GO:0003725; GO:0005515; GO:0005622; GO:0005634; GO:0006916	20658	NM_019973; NM_019973; NP_064357; NM_178880; NP_849211	2	0.025673739	-0.261097438	-0.135992488	0.072402215	-0.19617772	-0.985945191
scl00224617.1_69-S	Tbc1d24	TBC1 domain family, member 24	NM_173186	NA	224617	NM_173186; NM_173186; NP_775278	2	0.014600142	0.904112047	0.019634781	0.590719718	-0.274491602	-1.292880876
scl00232087.1_95-S	Mat2a	methionine adenosyltransferase II, alpha	NM_145569	GO:0000166; GO:0000287; GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0016740; GO:0030955; GO:0046872	232087	NM_145569; NM_145569; NP_663544	2	0.007236486	-0.26941835	-0.061811509	-0.129264226	-0.080597312	-1.078359709
scl0056724.1_273-S	Cript	cysteine-rich PDZ-binding protein	NM_019936	GO:0003674; GO:0005575; GO:0008150	56724	XM_986437; XM_986437; XP_991531; NM_019936; NP_064320	2	0.019574676	-0.055511849	-0.147912717	0.24211557	0.385259077	-2.786444834
scl0058996.1_51-S	Arhgap23	Rho GTPase activating protein 23	NM_021493	GO:0003674; GO:0005575; GO:0005622; GO:0007165; GO:0008150	58996	XM_977838; XM_977838; XP_982932; NM_021493; NP_067468	2	0.015710128	0.084215897	-0.004868754	-0.0835653	0.188853886	-0.213439669
scl0065973.1_101-S	Asph	aspartate-beta-hydroxylase	NM_023066	GO:0004597; GO:0004597; GO:0005488; GO:0005506; GO:0005783; GO:0016020; GO:0016021; GO:0016021; GO:0016491; GO:0016702; GO:0018193; GO:0030176	65973	NM_023066; NM_023066; NP_075553; NM_133723; NP_598484	2	0.040044262	0.100015061	0.189381334	0.225713556	0.126114094	-0.084313363
scl0066645.2_243-S	Pspc1	paraspeckle protein 1	NM_025682	GO:0000166; GO:0003676; GO:0005198; GO:0005515; GO:0007155; GO:0015629	66645	NM_025682; NM_025682; NP_079958	2	0.038951034	0.046390867	-0.29430555	0.363223316	-0.250659689	-0.478714631
scl0067949.2_13-S	Mki67ip	Mki67 (FHA domain) interacting nucleolar phosphoprotein	NM_026472	GO:0000166; GO:0003676; GO:0003723; GO:0003723; GO:0005634; GO:0005730; GO:0005730; GO:0005737; GO:0005737; GO:0008150	67949	NM_026472; NM_026472; NP_080748	2	0.038827949	0.156064896	0.068450014	-0.138322401	0.056709133	-0.390077067
scl0070316.1_255-S	Ndufab1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1	NM_028177	GO:0000036; GO:0005509; GO:0005739; GO:0006633; GO:0008610; GO:0016491; GO:0031177; GO:0048037	70316	NM_028177; NM_028177; NP_082453	2	0.015594531	-0.4072314	0.248975724	0.087452115	-0.633949889	-3.272068244
scl0070465.1_48-S	Wdr77	WD repeat domain 77	NM_027432	NA	70465	NM_027432; NM_027432; NP_081708	2	0.012171951	0.224708815	-0.461434497	0.091286423	1.265464212	-2.108615358
scl0070857.1_31-S	NA	NA	NA	NA	NA	NA	2	0.004639543	0.19048897	-0.172799659	0.553737804	0.181388855	-0.12569838
scl012606.3_81-S	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	NM_007678	GO:0001892; GO:0003677; GO:0003700; GO:0005515; GO:0005634; GO:0005667; GO:0006350; GO:0006355; GO:0007005; GO:0008134; GO:0008285; GO:0019221; GO:0030099; GO:0030225; GO:0030324; GO:0042803; GO:0043565; GO:0045444; GO:0046983; GO:0048469	12606	NM_007678; NM_007678; NP_031704	2	0.035115189	0.079096189	-0.027311188	0.015278662	-0.06691088	-0.222166355
scl016456.11_209-S	F11r	F11 receptor	NM_172647	GO:0005515; GO:0005886; GO:0005923; GO:0007155; GO:0016020; GO:0016021; GO:0030855	16456	NM_172647; NM_172647; NP_766235	2	0.003266404	2.812846906	1.963474124	3.666756592	1.030207481	0.153708637
scl021853.25_130-S	Timeless	timeless homolog (Drosophila)	NM_011589	GO:0002009; GO:0003677; GO:0005515; GO:0005634; GO:0006350; GO:0006355; GO:0007275; GO:0007623; GO:0016481; GO:0030324; GO:0042803; GO:0046982; GO:0048511; GO:0048754	21853	XM_977936; XM_977936; XP_983030; NM_011589; NP_035719	2	0.03478227	0.062260461	0.261562768	0.17985536	-0.325717098	-3.217230716
scl0232087.1_5-S	Mat2a	methionine adenosyltransferase II, alpha	NM_145569	GO:0000166; GO:0000287; GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0016740; GO:0030955; GO:0046872	232087	NM_145569; NM_145569; NP_663544	2	0.013679962	-0.199139326	0.138704028	-0.212937707	-0.074352005	-1.012421658
scl023986.1_240-S	Peci	peroxisomal delta3, delta2-enoyl-Coenzyme A isomerase	NM_011868	GO:0000062; GO:0003824; GO:0004165; GO:0005488; GO:0005777; GO:0007031; GO:0008152; GO:0016853	23986	NM_011868; NM_011868; NP_035998	2	0.032916617	-0.247419865	-0.060361862	0.107538806	0.044756719	-0.762072341
scl0240067.5_178-S	C920016K16Rik	RIKEN cDNA C920016K16 gene	NM_199020	GO:0003676; GO:0005622; GO:0005634; GO:0006355; GO:0008270; GO:0046872	240067	NM_199020; NM_199020; NP_950185; NM_001045559; NP_001039024	2	0.047189762	0.636187636	-0.172367343	0.254768081	1.89711321	-0.513054519
scl0319401.1_141-S	NA	NA	NA	NA	NA	NA	2	0.049204294	0.299627609	0.346363419	0.471749517	0.087065634	-0.56838513
scl0328099.2_58-S	NA	NA	NA	NA	NA	NA	2	0.035002284	0.113891195	-0.09483891	0.15159719	-0.126798828	-0.474649145
scl066225.4_33-S	1190005P17Rik	RIKEN cDNA 1190005P17 gene	NM_025431	NA	66225	NM_025431; NM_025431; NP_079707	2	0.001752873	-0.289090477	-0.358565139	0.517632031	0.091158322	-4.176661646
scl070652.1_1-S	Tmem144	transmembrane protein 144	NM_027495	NA	70652	NM_027495; NM_027495; NP_081771	2	0.002605865	0.260094422	-0.118316155	0.787321739	-0.458945796	-0.674197284
scl071790.1_55-S	Anxa9	annexin A9	NM_023628	GO:0001786; GO:0005509; GO:0005544; GO:0005575; GO:0005829; GO:0008150; GO:0009986; GO:0015464; GO:0016337; GO:0042803	71790	NM_023628; NM_023628; NP_076117	2	0.049218476	-0.607745452	-0.517121022	0.189400011	-0.198025315	-1.858614688
scl16219.11_255-S	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7	NM_021605	GO:0000166; GO:0000287; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0006468; GO:0016301; GO:0016740; GO:0046872	59125	NM_021605; NM_021605; NP_067618	2	0.002696879	-1.504405311	0.60913272	-0.158531488	-2.575279838	-3.619441187
scl16414.9.494_144-S	Fvt1	follicular lymphoma variant translocation 1	XM_203753	GO:0005615; GO:0005783; GO:0008152; GO:0009987; GO:0016020; GO:0016021; GO:0016491; GO:0047560	70750	XM_203753; XM_203753; XP_203753; XM_900177; XP_905270; XM_900183; XP_905276; XM_910823; XP_915916; XM_921787; XP_926880; XM_921793; XP_926886; XM_985103; XP_990197; NM_027534; NP_081810	2	0.009170999	0.17448578	0.157701804	-0.071471015	0.047595923	-0.285384974
scl16460.33_2-S	Hdlbp	high density lipoprotein (HDL) binding protein	NM_133808	GO:0003676; GO:0003723; GO:0005319; GO:0005634; GO:0006629; GO:0006810; GO:0006869; GO:0008202; GO:0008203	110611	NM_133808; NM_133808; NP_598569	2	0.000789312	0.536735119	-0.793317479	0.674041636	1.87175422	-0.915037499
scl16694.1.1331_329-S	NA	NA	NA	NA	NA	NA	2	0.017780842	0.577871362	-0.397390487	0.46911676	0.081746641	-0.588143299
scl17203.1.1252_151-S	NA	NA	NA	NA	NA	NA	2	0.038248684	0.002889975	-0.001039827	-0.015268722	0.150375858	-0.357518755
scl17488.7_66-S	Slc45a3	solute carrier family 45, member 3	NM_145977	GO:0006810; GO:0016020; GO:0016021	212980	NM_145977; NM_145977; NP_666089	2	0.031829441	2.317586973	1.010913181	0.739824571	2.584962501	0.123492918
scl18956.7.1_182-S	Ldlrad3	low density lipoprotein receptor class A domain containing 3	NM_178886	GO:0004872	241576	NM_178886; NM_178886; NP_849217	2	0.013938931	-0.223715294	-0.852490186	0.146417129	1.572311782	-1.847996907
scl20303.17.1_101-S	Rpo1-2	RNA polymerase 1-2	NM_009086	GO:0003677; GO:0003899; GO:0005515; GO:0005634; GO:0005730; GO:0006350; GO:0008270; GO:0016740; GO:0016779; GO:0046872	20017	NM_009086; NM_009086; NP_033112	2	0.018615192	0.203922644	-0.004785639	-0.041849222	0.345907904	-0.065142653
scl20516.20_567-S	Pax6	paired box gene 6	NM_013627	GO:0001709; GO:0001747; GO:0001747; GO:0001764; GO:0003677; GO:0003700; GO:0003700; GO:0005634; GO:0005634; GO:0005667; GO:0006350; GO:0006355; GO:0006355; GO:0007275; GO:0007367; GO:0007409; GO:0007411; GO:0007420; GO:0007435; GO:0008285; GO:0009950; GO:	18508	NM_013627; NM_013627; NP_038655	2	0.037712019	0.277629666	-0.335467862	0.302941758	-0.395024638	-1.148077923
scl21572.18.1_75-S	Usp53	ubiquitin specific peptidase 53	NM_133857	GO:0004221; GO:0004221; GO:0005575; GO:0006511; GO:0008150; GO:0016787	99526	NM_133857; NM_133857; NP_598618	2	0.036545149	0.070035647	0.179882725	-0.001920652	0.184814343	-0.34440849
scl22054.17.1_4-S	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2	XM_203999	GO:0000165; GO:0004871; GO:0005085; GO:0005509; GO:0005515; GO:0005515; GO:0005622; GO:0005887; GO:0007165; GO:0007264; GO:0007264; GO:0016020; GO:0017034; GO:0046582	76089	XM_203999; XM_203999; XP_203999; XM_983626; XP_988720	2	0.045609233	0.022816069	0.039158489	0.243749251	0.349045144	-0.242174739
scl22670.21_1-S	Arhgap29	Rho GTPase activating protein 29	NM_172525	GO:0005622; GO:0007242	214137	NM_172525; NM_172525; NP_766113	2	0.007161804	0.102074767	-0.139523569	0.727643802	0.482325241	-0.14658339
scl26073.20.7_5-S	Ift81	intraflagellar transport 81 homolog (Chlamydomonas)	NM_009879	GO:0007275; GO:0007283; GO:0007283; GO:0030154	12589	NM_009879; NM_009879; NP_034009	2	0.044994259	-0.067084057	-0.225162023	0.24004873	0.06966249	-0.2138003
