RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_004947	Homo sapiens dedicator of cytokinesis 3 (DOCK3), mRNA.	1795	DOCK3	dedicator of cytokinesis 3	KIAA0299|MOCA|PBP	3	1.164	0.0000139	1
NM_002987	Homo sapiens chemokine (C-C motif) ligand 17 (CCL17), mRNA.	6361	CCL17	chemokine (C-C motif) ligand 17	A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC	16	1.162	0.0001	1
NM_015192	Homo sapiens phospholipase C, beta 1 (phosphoinositide-specific) (PLCB1), transcript variant 1, mRNA.	23236	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	FLJ45792|PI-PLC|PLC-154|PLC-I|PLC154	20	1.16	0.000605	1
NM_182734	Homo sapiens phospholipase C, beta 1 (phosphoinositide-specific) (PLCB1), transcript variant 2, mRNA.	23236	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)	FLJ45792|PI-PLC|PLC-154|PLC-I|PLC154	20	1.16	0.000605	1
NM_016201	Homo sapiens angiomotin like 2 (AMOTL2), mRNA.	51421	AMOTL2	angiomotin like 2	LCCP	3	1.159	0.000532	1
NM_006313	Homo sapiens ubiquitin specific peptidase 15 (USP15), mRNA.	9958	USP15	ubiquitin specific peptidase 15	KIAA0529|MGC131982|MGC149838|MGC74854|UNPH4	12	1.159	0.000659	1
NM_002906	Homo sapiens radixin (RDX), mRNA.	5962	RDX	radixin	DFNB24	11	1.156	0.00018	1
NM_006574	Homo sapiens chondroitin sulfate proteoglycan 5 (neuroglycan C) (CSPG5), mRNA.	10675	CSPG5	chondroitin sulfate proteoglycan 5 (neuroglycan C)	MGC44034|NGC	3	1.156	0.000464	1
NM_015335	Homo sapiens mediator complex subunit 13-like (MED13L), mRNA.	23389	MED13L	mediator complex subunit 13-like	DKFZp781D0112|FLJ21627|KIAA1025|PROSIT240|THRAP2|TRAP240L	12	1.155	0.000202	1
NM_003069	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (SMARCA1), transcript variant 1, mRNA.	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	DKFZp686D1623|FLJ41547|ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SWI|SWI2	X	1.154	0.00000017	1
NM_139035	Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (SMARCA1), transcript variant 2, mRNA.	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	DKFZp686D1623|FLJ41547|ISWI|NURF140|SNF2L|SNF2L1|SNF2LB|SWI|SWI2	X	1.154	0.00000017	1
NM_004177	Homo sapiens syntaxin 3 (STX3), mRNA.	6809	STX3	syntaxin 3	STX3A	11	1.152	0.0000269	1
NM_001979	Homo sapiens epoxide hydrolase 2, cytoplasmic (EPHX2), mRNA.	2053	EPHX2	epoxide hydrolase 2, cytoplasmic	CEH|SEH	8	1.15	0.000549	1
NM_006847	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 (LILRB4), transcript variant 1, mRNA.	11006	LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4	CD85K|HM18|ILT3|LILRB5|LIR-5|LIR5	19	1.149	0.000225	1
NM_006211	Homo sapiens proenkephalin (PENK), transcript variant 2, mRNA.	5179	PENK	proenkephalin	-	8	1.149	0.000236	1
NM_005715	Homo sapiens uronyl-2-sulfotransferase (UST), mRNA.	10090	UST	uronyl-2-sulfotransferase	2OST	6	1.148	0.000413	1
NM_078483	Homo sapiens solute carrier family 36 (proton/amino acid symporter), member 1 (SLC36A1), mRNA.	206358	SLC36A1	solute carrier family 36 (proton/amino acid symporter), member 1	LYAAT1|PAT1|TRAMD3	5	1.148	0.00017	1
NM_001001391	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 4, mRNA.	960	CD44	CD44 molecule (Indian blood group)	CDW44|CSPG8|ECMR-III|HCELL|IN|LHR|MC56|MDU2|MDU3|MGC10468|MIC4|MUTCH-I|Pgp1	11	1.144	0.0000487	1
NM_001001392	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 5, mRNA.	960	CD44	CD44 molecule (Indian blood group)	CDW44|CSPG8|ECMR-III|HCELL|IN|LHR|MC56|MDU2|MDU3|MGC10468|MIC4|MUTCH-I|Pgp1	11	1.144	0.0000487	1
NM_020110	Homo sapiens acrosomal vesicle protein 1 (ACRV1), transcript variant 10, mRNA.	56	ACRV1	acrosomal vesicle protein 1	D11S4365|SP-10|SPACA2	11	1.143	0.000852	1
NM_000555	Homo sapiens doublecortin (DCX), transcript variant 1, mRNA.	1641	DCX	doublecortin	DBCN|DC|LISX|SCLH|XLIS	X	1.142	0.000023	1
NM_178151	Homo sapiens doublecortin (DCX), transcript variant 4, mRNA.	1641	DCX	doublecortin	DBCN|DC|LISX|SCLH|XLIS	X	1.142	0.000023	1
NM_178152	Homo sapiens doublecortin (DCX), transcript variant 2, mRNA.	1641	DCX	doublecortin	DBCN|DC|LISX|SCLH|XLIS	X	1.142	0.000023	1
NM_178153	Homo sapiens doublecortin (DCX), transcript variant 3, mRNA.	1641	DCX	doublecortin	DBCN|DC|LISX|SCLH|XLIS	X	1.142	0.000023	1
NM_052847	Homo sapiens guanine nucleotide binding protein (G protein), gamma 7 (GNG7), mRNA.	2788	GNG7	guanine nucleotide binding protein (G protein), gamma 7	FLJ00058	19	1.142	0.0000981	1
NM_001944	Homo sapiens desmoglein 3 (pemphigus vulgaris antigen) (DSG3), mRNA.	1830	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	CDHF6|DKFZp686P23184|PVA	18	1.14	0.000079	1
NM_005261	Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 1, mRNA.	2669	GEM	GTP binding protein overexpressed in skeletal muscle	KIR|MGC26294	8	1.139	0.000808	1
NM_181702	Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 2, mRNA.	2669	GEM	GTP binding protein overexpressed in skeletal muscle	KIR|MGC26294	8	1.139	0.000808	1
NM_016441	Homo sapiens cysteine rich transmembrane BMP regulator 1 (chordin-like) (CRIM1), mRNA.	51232	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)	MGC138194|S52	2	1.139	0.0000232	1
NM_006603	Homo sapiens stromal antigen 2 (STAG2), transcript variant 4, mRNA.	10735	STAG2	stromal antigen 2	DKFZp686P168|DKFZp781H1753|FLJ25871|SA-2|SA2|bA517O1.1	X	1.139	0.0000424	1
NM_000586	Homo sapiens interleukin 2 (IL2), mRNA.	3558	IL2	interleukin 2	IL-2|TCGF|lymphokine	4	1.138	0.000102	1
NM_000778	Homo sapiens cytochrome P450, family 4, subfamily A, polypeptide 11 (CYP4A11), mRNA.	1579	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	CP4Y|CYP4A2|CYP4AII	1	1.136	0.000127	1
NM_002618	Homo sapiens peroxisomal biogenesis factor 13 (PEX13), mRNA.	5194	PEX13	peroxisomal biogenesis factor 13	NALD|ZWS	2	1.135	0.000058	1
NM_001647	Homo sapiens apolipoprotein D (APOD), mRNA.	347	APOD	apolipoprotein D	-	3	1.132	0.000962	1
NM_001903	Homo sapiens catenin (cadherin-associated protein), alpha 1, 102kDa (CTNNA1), mRNA.	1495	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	CAP102|FLJ36832|FLJ52416	5	1.131	0.000253	1
NM_173061	Homo sapiens calpastatin (CAST), transcript variant 3, mRNA.	831	CAST	calpastatin	BS-17|MGC9402	5	1.13	0.00087	1
NM_000878	Homo sapiens interleukin 2 receptor, beta (IL2RB), mRNA.	3560	IL2RB	interleukin 2 receptor, beta	CD122|P70-75	22	1.13	0.000309	1
NM_003814	Homo sapiens ADAM metallopeptidase domain 20 (ADAM20), mRNA.	8748	ADAM20	ADAM metallopeptidase domain 20	-	14	1.128	0.000908	1
NM_000220	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k1, mRNA.	3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	KIR1.1|ROMK|ROMK1	11	1.127	0.000781	1
NM_153764	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k2, mRNA.	3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	KIR1.1|ROMK|ROMK1	11	1.127	0.000781	1
NM_153765	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k3, mRNA.	3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	KIR1.1|ROMK|ROMK1	11	1.127	0.000781	1
NM_153766	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k4, mRNA.	3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	KIR1.1|ROMK|ROMK1	11	1.127	0.000781	1
NM_153767	Homo sapiens potassium inwardly-rectifying channel, subfamily J, member 1 (KCNJ1), transcript variant rom-k5, mRNA.	3758	KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	KIR1.1|ROMK|ROMK1	11	1.127	0.000781	1
NM_003175	Homo sapiens chemokine (C motif) ligand 2 (XCL2), mRNA.	6846	XCL2	chemokine (C motif) ligand 2	SCM-1b|SCM1B|SCYC2	1	1.127	0.000471	1
NM_014945	Homo sapiens actin binding LIM protein family, member 3 (ABLIM3), mRNA.	22885	ABLIM3	actin binding LIM protein family, member 3	HMFN1661	5	1.126	0.000376	1
NM_003837	Homo sapiens fructose-1,6-bisphosphatase 2 (FBP2), mRNA.	8789	FBP2	fructose-1,6-bisphosphatase 2	MGC142192	9	1.126	0.000932	1
NM_018431	Homo sapiens docking protein 5 (DOK5), mRNA.	55816	DOK5	docking protein 5	C20orf180|MGC16926	20	1.125	0.000784	1
NM_177959							1.125	0.000784	1
NM_021961	Homo sapiens TEA domain family member 1 (SV40 transcriptional enhancer factor) (TEAD1), mRNA.	7003	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	AA|REF1|TCF13|TEF-1	11	1.124	0.000899	1
NM_005224	Homo sapiens AT rich interactive domain 3A (BRIGHT-like) (ARID3A), mRNA.	1820	ARID3A	AT rich interactive domain 3A (BRIGHT-like)	BRIGHT|DRIL1|DRIL3|E2FBP1	19	1.123	0.000195	1
NM_002575	Homo sapiens serpin peptidase inhibitor, clade B (ovalbumin), member 2 (SERPINB2), mRNA.	5055	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	HsT1201|PAI|PAI-2|PAI2|PLANH2	18	1.123	0.000028	1
NM_004944	Homo sapiens deoxyribonuclease I-like 3 (DNASE1L3), mRNA.	1776	DNASE1L3	deoxyribonuclease I-like 3	DHP2|DNAS1L3|LSD	3	1.123	0.000356	1
NM_004615	Homo sapiens tetraspanin 7 (TSPAN7), mRNA.	7102	TSPAN7	tetraspanin 7	A15|CCG-B7|CD231|DXS1692E|MRX58|MXS1|TALLA-1|TM4SF2|TM4SF2b	X	1.123	0.000204	1
NM_002048	Homo sapiens growth arrest-specific 1 (GAS1), mRNA.	2619	GAS1	growth arrest-specific 1	-	9	1.122	0.0000379	1
NM_000610	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 1, mRNA.	960	CD44	CD44 molecule (Indian blood group)	CDW44|CSPG8|ECMR-III|HCELL|IN|LHR|MC56|MDU2|MDU3|MGC10468|MIC4|MUTCH-I|Pgp1	11	1.121	0.0000852	1
NM_001001389	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 2, mRNA.	960	CD44	CD44 molecule (Indian blood group)	CDW44|CSPG8|ECMR-III|HCELL|IN|LHR|MC56|MDU2|MDU3|MGC10468|MIC4|MUTCH-I|Pgp1	11	1.121	0.0000852	1
NM_001001390	Homo sapiens CD44 molecule (Indian blood group) (CD44), transcript variant 3, mRNA.	960	CD44	CD44 molecule (Indian blood group)	CDW44|CSPG8|ECMR-III|HCELL|IN|LHR|MC56|MDU2|MDU3|MGC10468|MIC4|MUTCH-I|Pgp1	11	1.121	0.0000852	1
NM_002045	Homo sapiens growth associated protein 43 (GAP43), transcript variant 2, mRNA.	2596	GAP43	growth associated protein 43	B-50|PP46	3	1.121	0.0000185	1
NM_001031692	Homo sapiens leucine rich repeat containing 17 (LRRC17), transcript variant 1, mRNA.	10234	LRRC17	leucine rich repeat containing 17	P37NB	7	1.121	0.000128	1
NM_005824	Homo sapiens leucine rich repeat containing 17 (LRRC17), transcript variant 2, mRNA.	10234	LRRC17	leucine rich repeat containing 17	P37NB	7	1.121	0.000128	1
NM_001015886							1.12	0.000524	1
NM_003483	Homo sapiens high mobility group AT-hook 2 (HMGA2), transcript variant 1, mRNA.	8091	HMGA2	high mobility group AT-hook 2	BABL|HMGI-C|HMGIC|LIPO	12	1.12	0.000524	1
NM_001011515	Homo sapiens PDZ and LIM domain 5 (PDLIM5), transcript variant 4, mRNA.	10611	PDLIM5	PDZ and LIM domain 5	ENH|ENH1|L9|LIM	4	1.12	0.000962	1
NM_001011516	Homo sapiens PDZ and LIM domain 5 (PDLIM5), transcript variant 5, mRNA.	10611	PDLIM5	PDZ and LIM domain 5	ENH|ENH1|L9|LIM	4	1.12	0.000962	1
NM_000053	Homo sapiens ATPase, Cu++ transporting, beta polypeptide (ATP7B), transcript variant 1, mRNA.	540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	PWD|WC1|WD|WND	13	1.117	0.0000311	1
NM_001005918	Homo sapiens ATPase, Cu++ transporting, beta polypeptide (ATP7B), transcript variant 2, mRNA.	540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	PWD|WC1|WD|WND	13	1.117	0.0000311	1
NM_001200	Homo sapiens bone morphogenetic protein 2 (BMP2), mRNA.	650	BMP2	bone morphogenetic protein 2	BMP2A	20	1.117	0.00032	1
NM_006438	Homo sapiens collectin sub-family member 10 (C-type lectin) (COLEC10), mRNA.	10584	COLEC10	collectin sub-family member 10 (C-type lectin)	CLL1|MGC118794|MGC118795	8	1.116	0.000227	1
NM_002753	Homo sapiens mitogen-activated protein kinase 10 (MAPK10), transcript variant 1, mRNA.	5602	MAPK10	mitogen-activated protein kinase 10	FLJ12099|FLJ33785|JNK3|JNK3A|MGC50974|PRKM10|p493F12|p54bSAPK	4	1.116	0.000164	1
NM_138980	Homo sapiens mitogen-activated protein kinase 10 (MAPK10), transcript variant 3, mRNA.	5602	MAPK10	mitogen-activated protein kinase 10	FLJ12099|FLJ33785|JNK3|JNK3A|MGC50974|PRKM10|p493F12|p54bSAPK	4	1.116	0.000164	1
NM_138981	Homo sapiens mitogen-activated protein kinase 10 (MAPK10), transcript variant 4, mRNA.	5602	MAPK10	mitogen-activated protein kinase 10	FLJ12099|FLJ33785|JNK3|JNK3A|MGC50974|PRKM10|p493F12|p54bSAPK	4	1.116	0.000164	1
NM_138982	Homo sapiens mitogen-activated protein kinase 10 (MAPK10), transcript variant 2, mRNA.	5602	MAPK10	mitogen-activated protein kinase 10	FLJ12099|FLJ33785|JNK3|JNK3A|MGC50974|PRKM10|p493F12|p54bSAPK	4	1.116	0.000164	1
NM_005723	Homo sapiens tetraspanin 5 (TSPAN5), mRNA.	10098	TSPAN5	tetraspanin 5	NET-4|TM4SF9|TSPAN-5	4	1.115	0.0000306	1
NM_003811	Homo sapiens tumor necrosis factor (ligand) superfamily, member 9 (TNFSF9), mRNA.	8744	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	4-1BB-L|CD137L	19	1.115	0.000459	1
NM_001004196	Homo sapiens CD200 molecule (CD200), transcript variant 2, mRNA.	4345	CD200	CD200 molecule	MOX1|MOX2|MRC|OX-2	3	1.114	0.000498	1
NM_001004197							1.114	0.000498	1
NM_005944	Homo sapiens CD200 molecule (CD200), transcript variant 1, mRNA.	4345	CD200	CD200 molecule	MOX1|MOX2|MRC|OX-2	3	1.114	0.000498	1
NM_003446	Homo sapiens zinc finger protein 157 (ZNF157), mRNA.	7712	ZNF157	zinc finger protein 157	HZF22	X	1.114	0.0000351	1
NM_001616	Homo sapiens activin A receptor, type IIA (ACVR2A), mRNA.	92	ACVR2A	activin A receptor, type IIA	ACTRII|ACVR2	2	1.114	0.000528	1
NM_004612	Homo sapiens transforming growth factor, beta receptor 1 (TGFBR1), transcript variant 1, mRNA.	7046	TGFBR1	transforming growth factor, beta receptor 1	AAT5|ACVRLK4|ALK-5|ALK5|LDS1A|LDS2A|SKR4|TGFR-1	9	1.113	0.000114	1
NM_002998	Homo sapiens syndecan 2 (SDC2), mRNA.	6383	SDC2	syndecan 2	HSPG|HSPG1|SYND2	8	1.112	0.000241	1
NR_001450		10737	RFPL3S	RFPL3 antisense RNA (non-protein coding)	NCRNA00005|RFPL3ANT|RFPL3AS|dJ149A16.3	22	1.112	0.000696	1
NR_002596		10737	RFPL3S	RFPL3 antisense RNA (non-protein coding)	NCRNA00005|RFPL3ANT|RFPL3AS|dJ149A16.3	22	1.112	0.000696	1
NM_000276	Homo sapiens oculocerebrorenal syndrome of Lowe (OCRL), transcript variant a, mRNA.	4952	OCRL	oculocerebrorenal syndrome of Lowe	INPP5F|LOCR|NPHL2|OCRL1	X	1.112	0.00000236	1
NM_001587	Homo sapiens oculocerebrorenal syndrome of Lowe (OCRL), transcript variant b, mRNA.	4952	OCRL	oculocerebrorenal syndrome of Lowe	INPP5F|LOCR|NPHL2|OCRL1	X	1.112	0.00000236	1
NM_014396	Homo sapiens vacuolar protein sorting 41 homolog (S. cerevisiae) (VPS41), transcript variant 1, mRNA.	27072	VPS41	vacuolar protein sorting 41 homolog (S. cerevisiae)	HVPS41|HVSP41|hVps41p	7	1.111	0.000836	1
XM_375697							1.11	0.0000376	1
XM_939048							1.11	0.0000376	1
NM_004170	Homo sapiens solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 (SLC1A1), mRNA.	6505	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	EAAC1|EAAT3	9	1.11	0.000596	1
NM_003328	Homo sapiens TXK tyrosine kinase (TXK), mRNA.	7294	TXK	TXK tyrosine kinase	BTKL|MGC22473|PSCTK5|PTK4|RLK|TKL	4	1.11	0.000232	1
NM_007106	Homo sapiens ubiquitin-like 3 (UBL3), mRNA.	5412	UBL3	ubiquitin-like 3	DKFZp434K151|FLJ32018|HCG-1|PNSC1	13	1.109	0.00028	1
NM_005245	Homo sapiens FAT tumor suppressor homolog 1 (Drosophila) (FAT1), mRNA.	2195	FAT1	FAT tumor suppressor homolog 1 (Drosophila)	CDHF7|FAT|ME5|hFat1	4	1.109	0.000637	1
NM_000442	Homo sapiens platelet/endothelial cell adhesion molecule (PECAM1), mRNA.	5175	PECAM1	platelet/endothelial cell adhesion molecule	CD31|FLJ58394|PECAM-1	17	1.107	0.000384	1
NM_004991	Homo sapiens myelodysplasia syndrome 1 (MDS1), mRNA.	4197	MDS1	myelodysplasia syndrome 1	MDS1-EVI1|PRDM3	3	1.107	0.000578	1
NM_144710	Homo sapiens septin 10 (SEPT10), transcript variant 1, mRNA.	151011	SEPT10	septin 10	FLJ11619	2	1.107	0.000531	1
NM_178584	Homo sapiens septin 10 (SEPT10), transcript variant 2, mRNA.	151011	SEPT10	septin 10	FLJ11619	2	1.107	0.000531	1
NM_000685	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcript variant 1, mRNA.	185	AGTR1	angiotensin II receptor, type 1	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	1.106	0.000349	1
NM_004835	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcript variant 3, mRNA.	185	AGTR1	angiotensin II receptor, type 1	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	1.106	0.000349	1
NM_009585	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcript variant 2, mRNA.	185	AGTR1	angiotensin II receptor, type 1	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	1.106	0.000349	1
NM_031850	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcript variant 4, mRNA.	185	AGTR1	angiotensin II receptor, type 1	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	1.106	0.000349	1
NM_032049	Homo sapiens angiotensin II receptor, type 1 (AGTR1), transcript variant 5, mRNA.	185	AGTR1	angiotensin II receptor, type 1	AG2S|AGTR1A|AGTR1B|AT1|AT1B|AT1R|AT2R1|AT2R1A|AT2R1B|HAT1R	3	1.106	0.000349	1
NM_004120	Homo sapiens guanylate binding protein 2, interferon-inducible (GBP2), mRNA.	2634	GBP2	guanylate binding protein 2, interferon-inducible	-	1	1.106	0.000169	1
NM_198719	Homo sapiens prostaglandin E receptor 3 (subtype EP3) (PTGER3), transcript variant 9, mRNA.	5733	PTGER3	prostaglandin E receptor 3 (subtype EP3)	EP3|EP3-I|EP3-II|EP3-III|EP3-IV|EP3e|MGC141828|MGC141829|MGC27302	1	1.105	0.000932	1
NM_012156	Homo sapiens erythrocyte membrane protein band 4.1-like 1 (EPB41L1), transcript variant 1, mRNA.	2036	EPB41L1	erythrocyte membrane protein band 4.1-like 1	4.1N|DKFZp686H17242|KIAA0338|MGC11072	20	1.105	0.000938	1
NM_177996	Homo sapiens erythrocyte membrane protein band 4.1-like 1 (EPB41L1), transcript variant 2, mRNA.	2036	EPB41L1	erythrocyte membrane protein band 4.1-like 1	4.1N|DKFZp686H17242|KIAA0338|MGC11072	20	1.105	0.000938	1
NM_006064	Homo sapiens Ras-related GTP binding B (RRAGB), transcript variant RAGBs, mRNA.	10325	RRAGB	Ras-related GTP binding B	RAGB|bA465E19.1	X	1.105	0.000246	1
NM_016656	Homo sapiens Ras-related GTP binding B (RRAGB), transcript variant RAGBl, mRNA.	10325	RRAGB	Ras-related GTP binding B	RAGB|bA465E19.1	X	1.105	0.000246	1
NM_000490	Homo sapiens arginine vasopressin (AVP), mRNA.	551	AVP	arginine vasopressin	ADH|ARVP|AVP-NPII|AVRP|VP	20	1.104	0.00083	1
NM_021110	Homo sapiens collagen, type XIV, alpha 1 (COL14A1), mRNA.	7373	COL14A1	collagen, type XIV, alpha 1	UND	8	1.102	0.0000828	1
NM_006864	Homo sapiens leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3 (LILRB3), transcript variant 2, mRNA.	11025	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	CD85A|HL9|ILT5|LIR-3|LIR3|MGC138403|PIRB	19	1.102	0.000508	1
NM_005279	Homo sapiens G protein-coupled receptor 1 (GPR1), transcript variant 1, mRNA.	2825	GPR1	G protein-coupled receptor 1	-	2	1.102	0.000293	1
NM_005292	Homo sapiens G protein-coupled receptor 18 (GPR18), transcript variant 1, mRNA.	2841	GPR18	G protein-coupled receptor 18	-	13	1.101	0.0000124	1
NM_002981	Homo sapiens chemokine (C-C motif) ligand 1 (CCL1), mRNA.	6346	CCL1	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17	1.101	0.000985	1
NM_003179	Homo sapiens synaptophysin (SYP), mRNA.	6855	SYP	synaptophysin	-	X	1.101	0.000018	1
NM_006618	Homo sapiens jumonji, AT rich interactive domain 1B (JARID1B), mRNA.	10765	JARID1B	jumonji, AT rich interactive domain 1B	FLJ10538|FLJ12459|FLJ12491|FLJ16281|FLJ23670|KDM5B|PLU-1|PUT1|RBBP2H1A	1	1.101	0.000116	1
NM_000124	Homo sapiens excision repair cross-complementing rodent repair deficiency, complementation group 6 (ERCC6), mRNA.	2074	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	ARMD5|CKN2|COFS|COFS1|CSB|RAD26	10	1.101	0.000291	1
NM_004106	Homo sapiens Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide (FCER1G), mRNA.	2207	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	FCRG	1	1.101	0.00084	1
NM_018836	Homo sapiens adherens junctions associated protein 1 (AJAP1), transcript variant 1, mRNA.	55966	AJAP1	adherens junctions associated protein 1	MOT8|RP3-426F10.1|SHREW-1|SHREW1	1	1.1	0.000913	1
NM_001742	Homo sapiens calcitonin receptor (CALCR), mRNA.	799	CALCR	calcitonin receptor	CRT|CTR|CTR1	7	1.1	0.000304	1
NM_004898	Homo sapiens clock homolog (mouse) (CLOCK), mRNA.	9575	CLOCK	clock homolog (mouse)	KAT13D|KIAA0334|bHLHe8	4	1.098	0.0000324	1
NM_030756	Homo sapiens transcription factor 7-like 2 (T-cell specific, HMG-box) (TCF7L2), mRNA.	6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF-4|TCF4	10	1.098	0.0000507	1
NM_001972	Homo sapiens elastase 2, neutrophil (ELA2), mRNA.	1991	ELA2	elastase 2, neutrophil	GE|HLE|HNE|NE|PMN-E	19	1.097	0.0000744	1
NR_002774		93164	HTR7P	5-hydroxytryptamine (serotonin) receptor 7 pseudogene	-	12	1.097	0.000692	1
NM_015859	Homo sapiens general transcription factor IIA, 1, 19/37kDa (GTF2A1), transcript variant 1, mRNA.	2957	GTF2A1	general transcription factor IIA, 1, 19/37kDa	MGC129969|MGC129970|TF2A1|TFIIA	14	1.097	0.000164	1
