Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1416029_at	Tieg1	TGFB inducible early growth response 1	-1.9	0.006277277
1456253_s_at	BC025458	cDNA sequence BC025458	-1.9	0.003344403
1428187_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-1.9	0.006981682
1417565_at	Abhd5	abhydrolase domain containing 5	-1.9	0.01127408
1438155_x_at	Pigo	phosphatidylinositol glycan, class O	-1.9	0.000446068
1457034_at	D14Abb1e	DNA segment, Chr 14, Abbott 1 expressed	-1.9	0.046343737
1423362_at	Sort1	sortilin 1	-1.9	0.000326801
1426926_at	---	---	-1.9	5.77E-05
1454728_s_at	Atp8a1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	-1.9	0.003948176
1420093_s_at	Hnrpdl	heterogeneous nuclear ribonucleoprotein D-like	-1.9	0.000337776
1452733_at	Pank2	pantothenate kinase 2 (Hallervorden-Spatz syndrome)	-1.9	0.006754656
1455083_at	Atp11c	Atpase, class VI, type 11C	-1.9	0.012576301
1424086_at	D130038B21Rik	RIKEN cDNA D130038B21 gene	-1.9	0.01464949
1437436_s_at	Gprk6	G protein-coupled receptor kinase 6	-1.9	0.040737806
1424383_at	BC003277	cDNA sequence BC003277	-2.0	0.003249303
1439965_at	---	---	-2.0	0.013850134
1427075_s_at	5330414D10Rik	RIKEN cDNA 5330414D10 gene	-2.0	0.01470961
1422517_a_at	Znrd1	zinc ribbon domain containing, 1	-2.0	0.003947549
1417589_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine	-2.0	0.002919068
1448509_at	3110001A13Rik	RIKEN cDNA 3110001A13 gene	-2.0	0.009526904
1456599_at	Nxt2	nuclear transport factor 2-like export factor 2	-2.0	0.002337765
1427358_a_at	Dapk1	death associated protein kinase 1	-2.0	0.006233413
1420959_at	Asph	aspartate-beta-hydroxylase	-2.0	0.000122391
1434388_at	5330417K06Rik	RIKEN cDNA 5330417K06 gene	-2.0	0.022218179
1459981_s_at	Rsbn	rosbin, round spermatid basic protein	-2.0	0.003572904
1439113_at	---	---	-2.0	0.010576717
1436338_at	Ppp2r1b	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	-2.0	0.000758278
1435975_at	AI115600	expressed sequence AI115600	-2.0	0.014094289
1451362_at	Rab7l1	RAB7, member RAS oncogene family-like 1	-2.0	0.000537076
1428071_at	1110038D17Rik	RIKEN cDNA 1110038D17 gene	-2.0	0.005880928
1458161_at	---	---	-2.0	0.049206183
1428490_at	2210410E06Rik	RIKEN cDNA 2210410E06 gene	-2.0	0.016586975
1429261_at	---	---	-2.0	0.004419942
1423456_at	Bzw2	basic leucine zipper and W2 domains 2	-2.0	0.001390195
1420478_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.0	0.004062022
1450973_s_at	Mapkbp1	mitogen activated protein kinase binding protein 1	-2.0	0.030521279
1425974_a_at	Trim25	tripartite motif protein 25	-2.0	0.036340691
1424817_at	4931426K16Rik	RIKEN cDNA 4931426K16 gene	-2.0	0.036397015
1434590_at	B230209C24Rik	RIKEN cDNA B230209C24 gene	-2.0	0.021066732
1453303_at	4833417J20Rik	RIKEN cDNA 4833417J20 gene	-2.0	6.08E-05
1426239_s_at	Arrb2	arrestin, beta 2	-2.0	0.000584944
1448689_at	Rras2	related RAS viral (r-ras) oncogene homolog 2	-2.0	0.00013836
1426572_at	Me2	malic enzyme 2, NAD(+)-dependent, mitochondrial	-2.0	0.006494804
1423313_at	Pde7a	phosphodiesterase 7A	-2.0	0.005241289
1416896_at	Rps6ka1	ribosomal protein S6 kinase polypeptide 1	-2.0	0.004819824
1415840_at	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast)	-2.0	0.000103631
1433968_a_at	Egfl5	EGF-like-domain, multiple 5	-2.0	0.034858393
1434794_at	Rhof	ras homolog gene family, member f	-2.0	0.001107289
1452050_at	Camk1d	calcium/calmodulin-dependent protein kinase ID	-2.0	0.007050569
1455567_at	---	---	-2.0	0.019740142
1433490_s_at	Epb4.1l2	erythrocyte protein band 4.1-like 2	-2.0	0.00069251
1441963_at	Prosapip1	ProSAPiP1 protein	-2.0	0.00221739
1417566_at	Abhd5	abhydrolase domain containing 5	-2.0	0.002507639
1417398_at	Rras2	related RAS viral (r-ras) oncogene homolog 2	-2.0	0.000113647
1419283_s_at	Tns	tensin	-2.0	0.02027598
1417768_at	1200006O19Rik	RIKEN cDNA 1200006O19 gene	-2.0	0.000855658
1416892_s_at	3110001A13Rik	RIKEN cDNA 3110001A13 gene	-2.0	0.002814924
1441223_at	BC056494	cDNA sequence BC056494	-2.0	0.003654915
1455990_at	Kif23	kinesin family member 23	-2.0	0.000218685
1417321_at	Zcchc7	zinc finger, CCHC domain containing 7	-2.0	0.00124271
1437945_x_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.0	0.001686696
1428809_at	---	---	-2.0	0.045778129
1437724_x_at	Pitpnm1	phosphatidylinositol membrane-associated 1	-2.0	0.00935982
1452952_at	9030418K01Rik	RIKEN cDNA 9030418K01 gene	-2.0	0.001042402
1434221_at	Mical3	flavoprotein oxidoreductase MICAL3	-2.0	0.033248855
1424156_at	Rbl1	retinoblastoma-like 1 (p107)	-2.0	0.000157609
1437717_x_at	---	---	-2.0	0.006865604
1435134_at	B230106I24Rik	RIKEN cDNA B230106I24 gene	-2.0	1.49E-05
1427990_at	4930550B20Rik	RIKEN cDNA 4930550B20 gene	-2.1	0.011333529
1447308_at	Lass5	longevity assurance homolog 5 (S. cerevisiae)	-2.1	0.001764431
1435244_at	Vav2	Vav2 oncogene	-2.1	0.007133565
1430555_s_at	9430095K15Rik	RIKEN cDNA 9430095K15 gene	-2.1	0.001158021
1428706_at	3110013H01Rik	RIKEN cDNA 3110013H01 gene	-2.1	0.019855456
1423233_at	Cebpd	CCAAT/enhancer binding protein (C/EBP), delta	-2.1	0.004053783
1419879_s_at	Trim25	tripartite motif protein 25	-2.1	0.010954307
1419554_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-2.1	0.000313812
1424750_at	Zbtb1	zinc finger and BTB domain containing 1	-2.1	0.003860985
1440454_at	A530088I07Rik	RIKEN cDNA A530088I07 gene	-2.1	0.016827141
1442050_at	4932417D18Rik	RIKEN cDNA 4932417D18 gene	-2.1	0.019427906
1416992_at	Mfng	manic fringe homolog (Drosophila)	-2.1	0.001268169
1435375_at	BC052328	cDNA sequence BC052328	-2.1	0.001979183
1451259_at	Smfn	small fragment nuclease	-2.1	0.00562876
1429284_at	8430436F23Rik	RIKEN cDNA 8430436F23 gene	-2.1	0.000727574
1433719_at	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), isoform 9	-2.1	0.003318187
1436197_at	BC046418	cDNA sequence BC046418	-2.1	0.045863261
1434033_at	Tle1	transducin-like enhancer of split 1, homolog of Drosophila E(spl)	-2.1	0.003802692
1428517_at	Wdfy3	WD repeat and FYVE domain containing 3	-2.1	3.69E-05
1416646_at	Afp	alpha fetoprotein	-2.1	0.001922213
1444546_at	BC027057	cDNA sequence BC027057	-2.1	0.005817863
1421525_a_at	Birc1e	baculoviral IAP repeat-containing 1e	-2.1	0.000705845
1429064_at	2900024P20Rik	RIKEN cDNA 2900024P20 gene	-2.1	0.000247922
1417372_a_at	Peli1	pellino 1	-2.1	0.049483988
1460694_s_at	Svil	supervillin	-2.1	9.85E-05
1436171_at	6030405P05Rik	RIKEN cDNA 6030405P05 gene	-2.1	4.17E-05
1435554_at	C630016B22Rik	RIKEN cDNA C630016B22 gene	-2.1	0.000739327
1428493_at	2610511M17Rik	RIKEN cDNA 2610511M17 gene	-2.1	0.002571603
1451313_a_at	1110067D22Rik	RIKEN cDNA 1110067D22 gene	-2.1	0.003595487
1421402_at	Mta3	metastasis associated 3	-2.1	0.000511004
1437112_at	Pld1	phospholipase D1	-2.1	0.015830601
1455315_at	---	c(hypothetical gene supported by AK003215,  AK003215)	-2.1	0.002264878
1417373_a_at	Tuba4	tubulin, alpha 4	-2.1	0.024459868
1417751_at	Stk10	serine/threonine kinase 10	-2.1	5.30E-05
1420658_at	Ucp3	uncoupling protein 3, mitochondrial	-2.1	0.000360634
1439032_at	2410007P03Rik	RIKEN cDNA 2410007P03 gene	-2.1	0.021089704
1435283_s_at	---	---	-2.1	0.001921948
1416617_at	Acas2l	acetyl-Coenzyme A synthetase 2 (AMP forming)-like	-2.1	0.00728714
1419249_at	Pftk1	PFTAIRE protein kinase 1	-2.1	0.000572632
1434375_at	B930006L02Rik	RIKEN cDNA B930006L02 gene	-2.1	0.000548021
1456698_s_at	5730442P18Rik	RIKEN cDNA 5730442P18 gene	-2.1	0.004542626
1442416_at	---	---	-2.2	0.001617737
1436097_x_at	Arhgap9	Rho GTPase activating protein 9	-2.2	8.29E-05
1433582_at	1190002N15Rik	RIKEN cDNA 1190002N15 gene	-2.2	0.021815223
1419103_a_at	Abhd6	abhydrolase domain containing 6	-2.2	0.040663013
1418758_a_at	Pscd3	pleckstrin homology, Sec7 and coiled-coil domains 3	-2.2	2.71E-05
1415698_at	Golph2	golgi phosphoprotein 2	-2.2	0.008712396
1443579_s_at	Depdc6	DEP domain containing 6	-2.2	0.001463455
1432435_s_at	C030004A17Rik	RIKEN cDNA C030004A17 gene	-2.2	0.003420086
1417877_at	2310005P05Rik	RIKEN cDNA 2310005P05 gene	-2.2	0.01327891
1439526_at	---	---	-2.2	0.007575213
1459920_at	---	---	-2.2	1.59E-05
1430173_x_at	Cyp4f16	cytochrome P450, family 4, subfamily f, polypeptide 16	-2.2	0.016979382
1452789_at	Snn	stannin	-2.2	0.009888506
1456584_x_at	Phgdh	3-phosphoglycerate dehydrogenase	-2.2	0.018221565
1435631_x_at	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	-2.2	0.000406583
1434352_at	B630005N14Rik	RIKEN cDNA B630005N14 gene	-2.2	0.026917702
1448487_at	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	-2.2	0.000860252
1434833_at	Map4k2	mitogen activated protein kinase kinase kinase kinase 2	-2.2	8.86E-05
1439381_x_at	---	---	-2.2	0.004266089
1424530_at	Sec14l2	SEC14-like 2 (S. cerevisiae)	-2.2	0.002816325
1436316_at	9430029L20Rik	RIKEN cDNA 9430029L20 gene	-2.2	0.001514417
1440840_at	D630004K10Rik	RIKEN cDNA D630004K10 gene	-2.2	1.12E-05
1428633_at	---	---	-2.2	0.02466765
1451987_at	Arrb2	arrestin, beta 2	-2.2	0.008677532
1428647_at	Pbx1	pre B-cell leukemia transcription factor 1	-2.2	0.018042297
1417694_at	Gab1	growth factor receptor bound protein 2-associated protein 1	-2.2	0.000437549
1425747_at	Dock5	dedicator of cytokinesis 5	-2.2	0.003979168
1421411_at	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2	-2.2	0.033663513
1419700_a_at	Prom1	prominin 1	-2.2	0.026356547
1428018_a_at	Igsf7	immunoglobulin superfamily, member 7	-2.2	0.004457246
1437393_at	Prkca	protein kinase C, alpha	-2.2	0.017735416
1455385_at	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	-2.2	0.001575862
1422852_at	Cib2	calcium and integrin binding family member 2	-2.2	0.000730623
1447758_x_at	Myst4	MYST histone acetyltransferase monocytic leukemia 4	-2.2	0.014467618
1436570_at	---	---	-2.2	0.007113998
1445492_at	---	---	-2.2	0.007703856
1422836_at	Mbnl3	muscleblind-like 3 (Drosophila)	-2.2	0.000431282
1439775_at	---	---	-2.2	0.013530134
1420657_at	Ucp3	uncoupling protein 3, mitochondrial	-2.2	0.020804935
1434556_at	---	---	-2.2	0.000274594
1435601_at	---	---	-2.2	2.59E-05
1455337_at	9030023J02Rik	RIKEN cDNA 9030023J02 gene	-2.2	0.005619217
1436085_at	---	gene model 349, (NCBI)	-2.2	0.011849769
1433661_at	BC034204	cDNA sequence BC034204	-2.2	0.003152661
1439497_at	---	---	-2.2	0.001306103
1429144_at	2310032D16Rik	RIKEN cDNA 2310032D16 gene	-2.2	0.000106253
1440220_at	---	---	-2.2	0.003286947
1434329_s_at	Adipor2	adiponectin receptor 2	-2.2	0.002688334
1437424_at	C430017H16Rik	RIKEN cDNA C430017H16 gene	-2.2	0.000580067
1429831_at	Pik3ap1	phosphoinositide-3-kinase adaptor protein 1	-2.2	5.66E-05
1420054_s_at	Slc35c2	solute carrier family 35, member C2	-2.2	0.000324767
1452778_x_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.2	0.000235092
1455885_at	6530401C20Rik	RIKEN cDNA 6530401C20 gene	-2.2	0.027932081
1435542_s_at	BC003236	cDNA sequence BC003236	-2.3	0.014714785
1428749_at	6430411K14Rik	RIKEN cDNA 6430411K14 gene	-2.3	0.00658353
1426706_s_at	Xylb	xylulokinase homolog (H. influenzae)	-2.3	0.00024453
1437508_at	Sp4	trans-acting transcription factor 4	-2.3	0.006095303
1425548_a_at	Lst1	leukocyte specific transcript 1	-2.3	0.001839584
1445671_at	---	---	-2.3	0.000380984
1436095_at	Chd5	chromodomain helicase DNA binding protein 5	-2.3	0.000509875
1450992_a_at	Meis1	myeloid ecotropic viral integration site 1	-2.3	5.17E-05
1438610_a_at	Cryz	crystallin, zeta	-2.3	0.002646896
1428474_at	Ppp3cb	protein phosphatase 3, catalytic subunit, beta isoform	-2.3	7.44E-05
1426677_at	Flna	filamin, alpha	-2.3	0.023425346
1436312_at	Zfpn1a1	zinc finger protein, subfamily 1A, 1 (Ikaros)	-2.3	0.000208713
1420961_a_at	Ivns1abp	influenza virus NS1A binding protein	-2.3	0.000547677
1454889_x_at	C630016B22Rik	RIKEN cDNA C630016B22 gene	-2.3	0.000201202
1455046_a_at	Pogz	pogo transposable element with ZNF domain	-2.3	0.006811234
1459983_at	B430212C06Rik	RIKEN cDNA B430212C06 gene	-2.3	0.000645514
1419006_s_at	Peli2	pellino 2	-2.3	0.000887908
1440878_at	Runx1	runt related transcription factor 1	-2.3	0.006912009
1418483_a_at	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	-2.3	0.000214478
1447363_s_at	Bub1b	budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae)	-2.3	0.031117872
1433725_at	Acvr1b	activin A receptor, type 1B	-2.3	3.96E-05
1438041_at	Pde7a	phosphodiesterase 7A	-2.3	0.003508017
1428784_at	Gmip	Gem-interacting protein	-2.3	0.000252399
1426680_at	Sepn1	selenoprotein N, 1	-2.3	0.008210033
1429227_x_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.3	0.000881214
1436740_at	---	---	-2.3	0.040816314
1424384_a_at	Znrf1	zinc and ring finger 1	-2.3	4.69E-05
1434252_at	C630016B22Rik	RIKEN cDNA C630016B22 gene	-2.3	0.001595097
1418926_at	Zfhx1a	zinc finger homeobox 1a	-2.3	0.006328045
1428650_at	Tns	tensin	-2.3	0.00075999
1426983_at	Fnbp1	formin binding protein 1	-2.3	0.001074234
1460565_at	---	---	-2.3	3.61E-05
1421937_at	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	-2.3	0.002824211
1416050_a_at	Scarb1	scavenger receptor class B, member 1	-2.3	0.00027115
1425718_a_at	Ivns1abp	influenza virus NS1A binding protein	-2.3	0.000349036
1437021_at	---	---	-2.3	9.89E-05
1421936_at	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1	-2.3	0.000753621
1451190_a_at	Sbk	SH3-binding kinase	-2.3	0.008471459
1424249_a_at	Arhgap9	Rho GTPase activating protein 9	-2.3	8.31E-05
1434920_a_at	Evl	Ena-vasodilator stimulated phosphoprotein	-2.3	0.000813297
1434655_at	Foxk1	forkhead box K1	-2.3	1.48E-05
1453210_at	5730507C01Rik	RIKEN cDNA 5730507C01 gene	-2.3	0.00461572
1449514_at	Gprk5	G protein-coupled receptor kinase 5	-2.3	7.92E-06
1424030_at	Tcfcp2l2	transcription factor CP2-like 2	-2.3	4.04E-05
1431038_at	Itih5	inter-alpha (globulin) inhibitor H5	-2.3	0.000272068
1455137_at	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	-2.3	0.016872459
1434069_at	BC067047	cDNA sequence BC067047	-2.3	0.023372871
1442434_at	D8Ertd82e	DNA segment, Chr 8, ERATO Doi 82, expressed	-2.3	7.86E-05
1434014_at	---	---	-2.3	0.006704558
1448839_at	D17Ertd288e	DNA segment, Chr 17, ERATO Doi 288, expressed	-2.3	0.016968793
1448546_at	Rassf3	Ras association (RalGDS/AF-6) domain family 3	-2.4	0.002367095
1422573_at	Ampd3	AMP deaminase 3	-2.4	0.00999468
1460630_at	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	-2.4	0.001757857
1447885_x_at	Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	-2.4	0.011444434
1434211_at	Sh3bgrl2	SH3 domain binding glutamic acid-rich protein like 2	-2.4	0.023237607
1447551_x_at	Lphn3	latrophilin 3	-2.4	0.016361286
1418123_at	Unc119	unc-119 homolog (C. elegans)	-2.4	0.001323515
1419627_s_at	Clecsf10	C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 10	-2.4	1.43E-05
1434515_at	Ncoa1	nuclear receptor coactivator 1	-2.4	0.001183871
1424413_at	Ogfrl1	opioid growth factor receptor-like 1	-2.4	0.000412772
1422499_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.4	0.000105598
1448208_at	Smad1	MAD homolog 1 (Drosophila)	-2.4	0.000295217
1450943_at	2010012C16Rik	RIKEN cDNA 2010012C16 gene	-2.4	0.005223664
1440011_at	---	---	-2.4	0.03611917
1416875_at	Parvg	parvin, gamma	-2.4	3.09E-05
1423169_at	Taf7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor	-2.4	0.003141195
1455746_at	Kif13a	kinesin family member 13A	-2.4	5.70E-05
1436830_at	Marveld1	MARVEL (membrane-associating) domain containing 1	-2.4	0.006182313
1422532_at	Xpc	xeroderma pigmentosum, complementation group C	-2.4	1.33E-05
1450850_at	Vil2	villin 2	-2.4	0.000306429
1423176_at	Tob1	transducer of ErbB-2.1	-2.4	0.003957395
1420477_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.4	4.49E-05
1418772_at	BC016423	cDNA sequence BC016423	-2.4	0.001257321
1450084_s_at	Ivns1abp	influenza virus NS1A binding protein	-2.4	0.001830463
1436702_at	BC034068	cDNA sequence BC034068	-2.4	9.29E-05
1434373_at	B930006L02Rik	RIKEN cDNA B930006L02 gene	-2.4	0.000575772
1437621_x_at	Phgdh	3-phosphoglycerate dehydrogenase	-2.4	0.000255335
1420127_s_at	Pigb	phosphatidylinositol glycan, class B	-2.4	4.44E-05
1444361_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	-2.4	0.003538447
1437956_at	---	---	-2.4	0.005208368
1426915_at	Dapk1	death associated protein kinase 1	-2.5	0.005177455
1434450_s_at	Adrbk2	adrenergic receptor kinase, beta 2	-2.5	0.000161361
1419922_s_at	Atrnl1	attractin like 1	-2.5	5.03E-06
1425006_a_at	Vrk1	vaccinia related kinase 1	-2.5	0.000963766
1435842_at	1110038O08Rik	RIKEN cDNA 1110038O08 gene	-2.5	2.45E-05
1434333_a_at	AI325941	expressed sequence AI325941	-2.5	0.01903557
1433902_at	Takrp	T-cell activation kelch repeat protein	-2.5	0.015865399
1434109_at	Sh3bgrl2	SH3 domain binding glutamic acid-rich protein like 2	-2.5	0.008555306
1439485_at	4932417D18Rik	RIKEN cDNA 4932417D18 gene	-2.5	4.85E-05
1416081_at	Smad1	MAD homolog 1 (Drosophila)	-2.5	0.00278516
1418109_at	Gspt2	G1 to phase transition 2	-2.5	0.006824402
1434045_at	Cdkn1b	cyclin-dependent kinase inhibitor 1B (P27)	-2.5	0.000475553
1434853_x_at	Mkrn1	makorin, ring finger protein, 1	-2.5	1.03E-05
1455497_at	Leng9	leukocyte receptor cluster (LRC) member 9	-2.5	0.000203069
1455665_at	---	---	-2.5	0.000208012
1420476_a_at	Nap1l1	nucleosome assembly protein 1-like 1	-2.5	0.000269784
1417550_a_at	Gsg1	germ cell-specific gene 1	-2.5	0.000488052
1439622_at	Rassf4	Ras association (RalGDS/AF-6) domain family 4	-2.5	7.81E-05
1455588_at	BC034664	cDNA sequence BC034664	-2.5	0.003007269
1427041_at	BC013712	cDNA sequence BC013712	-2.5	0.000141267
1436397_at	BC027057	cDNA sequence BC027057	-2.5	0.001399656
1447460_at	Rpl5	ribosomal protein L5	-2.5	2.90E-06
1419120_at	Lyl1	lymphoblastomic leukemia	-2.5	0.001260951
1437540_at	Mcoln3	mucolipin 3	-2.5	0.024265966
1450478_a_at	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	-2.5	0.001956619
1457278_at	6720489N17Rik	RIKEN cDNA 6720489N17 gene	-2.5	0.035115542
1417307_at	Dmd	dystrophin, muscular dystrophy	-2.5	1.88E-05
1454751_at	G430022H21Rik	RIKEN cDNA G430022H21 gene	-2.5	0.031052384
1459872_x_at	H2-DMa	histocompatibility 2, class II, locus DMa	-2.5	0.031999627
1451348_at	Depdc6	DEP domain containing 6	-2.5	0.01736058
1460440_at	Lphn3	latrophilin 3	-2.6	0.001821671
1434682_at	6430601A21Rik	RIKEN cDNA 6430601A21 gene	-2.6	0.026062467
1457293_at	9230111I22Rik	RIKEN cDNA 9230111I22 gene	-2.6	0.000246157
1418665_at	Impa2	inositol (myo)-1(or 4)-monophosphatase 2	-2.6	7.83E-05
1454236_a_at	C030004A17Rik	RIKEN cDNA C030004A17 gene	-2.6	0.03372543
1448667_x_at	Tob2	transducer of ERBB2, 2	-2.6	0.00016757
1433599_at	BC065123	cDNA sequence BC065123	-2.6	1.28E-05
1457884_at	4732496C06Rik	RIKEN cDNA 4732496C06 gene	-2.6	0.0078674
1434957_at	Cdon	cell adhesion molecule-related/down-regulated by oncogenes	-2.6	9.80E-06
1423626_at	Dst	dystonin	-2.6	0.002440552
1424569_at	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	-2.6	2.38E-05
1439814_at	---	---	-2.6	0.004217152
1454937_at	B630005N14Rik	RIKEN cDNA B630005N14 gene	-2.6	0.000250899
1428547_at	Nt5e	5 nucleotidase, ecto	-2.6	0.047124701
1435727_s_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.6	4.30E-05
1455221_at	Abcg1	ATP-binding cassette, sub-family G (WHITE), member 1	-2.6	3.41E-06
1425216_at	Gpr43	G protein-coupled receptor 43	-2.6	0.004796721
1440355_at	Kctd12b	potassium channel tetramerisation domain containing 12b	-2.6	0.000156334
1424382_at	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	-2.6	0.000492809
1452796_at	Def6	differentially expressed in FDCP 6	-2.6	0.000169406
1422725_at	Mak	male germ cell-associated kinase	-2.6	0.000251949
1451134_a_at	2410018G23Rik	RIKEN cDNA 2410018G23 gene	-2.6	0.000473868
1424571_at	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	-2.6	0.000150284
1437181_at	Peli2	pellino 2	-2.7	0.000633517
1429292_a_at	2310046K01Rik	RIKEN cDNA 2310046K01 gene	-2.7	2.96E-06
1437245_at	9930117H01Rik	RIKEN cDNA 9930117H01 gene	-2.7	0.007107537
1455103_at	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	-2.7	2.82E-07
1421685_at	1810046I24Rik	RIKEN cDNA 1810046I24 gene	-2.7	0.014854459
1427749_at	Galnt3	UDP-N-acetyl-alpha-D-galactosamine	-2.7	0.000751765
1425951_a_at	Clecsf10	C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 10	-2.7	0.005850349
1439665_at	Gpr23	G protein-coupled receptor 23	-2.7	1.40E-05
1416600_a_at	Dscr1	Down syndrome critical region homolog 1 (human)	-2.7	0.019313484
1449300_at	BC003236	cDNA sequence BC003236	-2.7	0.004543624
1448382_at	Ehhadh	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	-2.7	0.000757426
1454628_at	A930037G23Rik	RIKEN cDNA A930037G23 gene	-2.7	6.86E-05
1427325_s_at	AI597013	expressed sequence AI597013	-2.7	5.82E-05
1456153_at	Ssh2	slingshot homolog 2 (Drosophila)	-2.7	7.46E-05
1436082_at	Slc24a5	solute carrier family 24, member 5	-2.7	0.038790301
1438294_at	Sca1	spinocerebellar ataxia 1 homolog (human)	-2.7	0.009980368
1422041_at	Pilrb	paired immunoglobin-like type 2 receptor beta	-2.7	0.0397037
1456480_at	9330186A19Rik	RIKEN cDNA 9330186A19 gene	-2.8	3.69E-05
1420421_s_at	Klrb1b	killer cell lectin-like receptor subfamily B member 1B	-2.8	0.010565336
1454895_at	BC065078	cDNA sequence BC065078	-2.8	3.70E-05
1454799_at	---	---	-2.8	7.62E-05
1455840_at	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	-2.8	0.000159479
1449619_s_at	Gli	GLI-Kruppel family member GLI	-2.8	0.000333775
1426589_at	Gab3	growth factor receptor bound protein 2-associated protein 3	-2.8	0.015395742
1424420_at	Ccpg1	cell cycle progression 1	-2.8	9.64E-05
1458407_s_at	---	---	-2.8	0.001575395
1424714_at	Aldoc	aldolase 3, C isoform	-2.8	0.000122611
1434618_at	Zf	HCF-binding transcription factor Zhangfei	-2.8	0.004170456
1454086_a_at	Lmo2	LIM domain only 2	-2.8	6.79E-06
1442957_at	---	---	-2.8	6.34E-05
1419810_x_at	Gli	GLI-Kruppel family member GLI	-2.8	2.06E-06
1424250_a_at	Arhgef3	Rho guanine nucleotide exchange factor (GEF) 3	-2.8	5.27E-05
1422527_at	H2-DMa	histocompatibility 2, class II, locus DMa	-2.8	0.014530821
1420630_at	8430419L09Rik	RIKEN cDNA 8430419L09 gene	-2.8	1.92E-07
1453266_at	Zbtb4	zinc finger and BTB domain containing 4	-2.8	9.91E-06
1454840_at	Mccc2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	-2.8	2.06E-06
1451566_at	BC005471	cDNA sequence BC005471	-2.8	0.000101485
1429633_at	Mlr2	Mblk1-related protein-2	-2.8	0.003868503
1429359_s_at	Rbpms	RNA binding protein gene with multiple splicing	-2.8	5.83E-05
1418594_a_at	Ncoa1	nuclear receptor coactivator 1	-2.8	8.54E-06
1443167_at	---	---	-2.8	0.007784527
1421276_a_at	Dst	dystonin	-2.8	0.010802518
1423018_at	Kcna3	potassium voltage-gated channel, shaker-related subfamily, member 3	-2.9	0.048975437
1455820_x_at	Scarb1	scavenger receptor class B, member 1	-2.9	0.001848004
1437378_x_at	Scarb1	scavenger receptor class B, member 1	-2.9	0.000119095
1459843_s_at	Smad1	MAD homolog 1 (Drosophila)	-2.9	0.000114954
1417407_at	Fbxl14	F-box and leucine-rich repeat protein 14	-2.9	1.49E-06
1417277_at	Cyp4f16	cytochrome P450, family 4, subfamily f, polypeptide 16	-2.9	9.46E-05
1428682_at	4631426G04Rik	RIKEN cDNA 4631426G04 gene	-2.9	0.016945164
1450629_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.9	7.69E-05
1417391_a_at	Il16	interleukin 16	-2.9	2.56E-05
1417797_a_at	1810019J16Rik	RIKEN cDNA 1810019J16 gene	-2.9	0.000644483
1440343_at	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	-2.9	7.26E-06
1421963_a_at	Cdc25b	cell division cycle 25 homolog B (S. cerevisiae)	-2.9	0.000155723
1419722_at	Prss19	protease, serine, 19 (neuropsin)	-2.9	3.60E-05
1425037_at	Fgd4	FYVE, RhoGEF and PH domain containing 4	-2.9	0.000869083
1437188_at	Gabbr1	gamma-aminobutyric acid (GABA-B) receptor, 1	-2.9	0.000328745
