Probe Set	Identifier	LocusLink	Name	GeneOntology.txt	ProteinDomain.txt	Cytoband	Description
201040_at	NM_002070	2771	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	|7165|7154|7186|7166|7584|7582|157|5886|5622|5623|16020|3924|16818|16817|16787|3824|17076|166|5488|	|503|25|	|3|3p|	gb:NM_002070.1 /DEF=Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (GNAI2), mRNA.  /FEA=mRNA /GEN=GNAI2 /PROD=guanine nucleotide binding protein (G protein),alpha inhibiting activity polypeptide 2 /DB
201048_x_at	NM_002869	5870	RAB6A, member RAS oncogene family	|3924|16818|16817|16787|3824|17076|166|5488|6886|15031|6810|8151|	|71|25|	|2|2q|2q14|	gb:NM_002869.1 /DEF=Homo sapiens RAB6, member RAS oncogene family (RAB6), mRNA. /FEA=mRNA /GEN=RAB6 /PROD=RAB6, member RAS oncogene family /DB_XREF=gi:4506372 /UG=Hs.5636 RAB6A, member RAS oncogene family /FL=gb:BC003617.1 gb:NM_002869.1 gb:AF130986.1 gb
201049_s_at	NM_022551	6222	ribosomal protein S18	|3723|3676|6412|9059|9058|8152|8151|6411|5840|5737|5622|5623|3735|5198|	|416|	|6|6p|6p21|	gb:NM_022551.1 /DEF=Homo sapiens ribosomal protein S18 (RPS18), mRNA. /FEA=mRNA /GEN=RPS18 /PROD=ribosomal protein S18 /DB_XREF=gi:11968181 /UG=Hs.275865 ribosomal protein S18 /FL=gb:NM_022551.1
201050_at	NM_012268	23646	similar to vaccinia virus HindIII K4L ORF	|9406|9405|7582|4630|16792|16788|16787|3824|16302|	|614|	|19|19q|19q13|	gb:NM_012268.1 /DEF=Homo sapiens similar to vaccinia virus HindIII K4L ORF (HU-K4), mRNA.  /FEA=mRNA /GEN=HU-K4 /PROD=similar to vaccinia virus HindIII K4L ORF /DB_XREF=gi:7110640 /UG=Hs.74573 similar to vaccinia virus HindIII K4L ORF /FL=gb:BC000553.1 g
201053_s_at	NM_006814	9491	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)			|20|20p|20p12|	gb:NM_006814.1 /DEF=Homo sapiens proteasome (prosome, macropain) inhibitor subunit 1 (PI31) (PSMF1), mRNA.  /FEA=mRNA /GEN=PSMF1 /PROD=proteasome inhibitor /DB_XREF=gi:5803122 /UG=Hs.75925 proteasome (prosome, macropain) inhibitor subunit 1 (PI31) /FL=gb
201061_s_at	M81635	2040	erythrocyte membrane protein band 7.2 (stomatin)	|5856|5737|5622|5623|5887|5886|16020|16021|	|1145|	|9|9q|9q34|	gb:M81635.1 /DEF=Homo sapiens erythrocyte membrane protein mRNA, complete cds. /FEA=mRNA /GEN=stomatin peptide /PROD=stomatin peptide /DB_XREF=gi:181183 /UG=Hs.160483 erythrocyte membrane protein band 7.2 (stomatin) /FL=gb:M81635.1 gb:NM_004099.1
201063_at	NM_002901	5954	reticulocalbin 1, EF-hand calcium binding domain	|5509|5488|5783|5737|5622|5623|		|11|11p|	gb:NM_002901.1 /DEF=Homo sapiens reticulocalbin 1, EF-hand calcium binding domain (RCN1), mRNA.  /FEA=mRNA /GEN=RCN1 /PROD=reticulocalbin 1 precursor /DB_XREF=gi:4506454 /UG=Hs.167791 reticulocalbin 1, EF-hand calcium binding domain /FL=gb:D42073.1 gb:NM
201087_at	NM_002859	5829	paxillin	|5737|5622|5623|7155|7154|6928|8151|7165|7167|7602|9582|9581|9605|9628|9314|7166|5856|	|412|	|12|12q|	gb:NM_002859.1 /DEF=Homo sapiens paxillin (PXN), mRNA. /FEA=mRNA /GEN=PXN /PROD=paxillin /DB_XREF=gi:4506344 /UG=Hs.102497 paxillin /FL=gb:NM_002859.1 gb:U14588.1
201088_at	NM_002266	3838	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	|5634|5622|5623|5737|5654|6259|6139|8152|8151|5515|5488|278|7049|5646|5643|5635|16020|6310|6605|6411|6913|16482|6810|8139|7102|30471|67|	|1749|514|	|17|17q|17q23|	gb:NM_002266.1 /DEF=Homo sapiens karyopherin alpha 2 (RAG cohort 1, importin alpha 1) (KPNA2), mRNA.  /FEA=mRNA /GEN=KPNA2 /PROD=karyopherin alpha 2 /DB_XREF=gi:4504896 /UG=Hs.159557 karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /FL=gb:NM_002266.1
201105_at	NM_002305	3956	lectin, galactoside-binding, soluble, 1 (galectin 1)	|6915|8219|16265|	|337|	|22|22q|22q13|	gb:NM_002305.2 /DEF=Homo sapiens lectin, galactoside-binding, soluble, 1 (galectin 1) (LGALS1), mRNA.  /FEA=mRNA /GEN=LGALS1 /PROD=beta-galactosidase binding lectin precursor /DB_XREF=gi:6006015 /UG=Hs.227751 lectin, galactoside-binding, soluble, 1 (gale
201126_s_at	NM_002406	4245	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	|5794|5737|5622|5623|9059|9058|8152|8151|9100|6411|19538|6464|5975|16051|6022|16021|16020|16758|16757|16740|3824|		|5|5q|	gb:NM_002406.2 /DEF=Homo sapiens mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (MGAT1), mRNA.  /FEA=mRNA /GEN=MGAT1 /PROD=mannosyl (alpha-1,3-)-glycoproteinbeta-1,2-N-acetylglucosaminyltransferase /DB_XREF=gi:6031182 /UG=Hs.
201131_s_at	NM_004360	999	cadherin 1, type 1, E-cadherin (epithelial)	|5194|8014|	|28|1049|	|16|16q|16q22|	gb:NM_004360.1 /DEF=Homo sapiens cadherin 1, type 1, E-cadherin (epithelial) (CDH1), mRNA.  /FEA=mRNA /GEN=CDH1 /PROD=cadherin 1, type 1, E-cadherin (epithelial) /DB_XREF=gi:4757959 /UG=Hs.194657 cadherin 1, type 1, E-cadherin (epithelial) /FL=gb:L08599.
201147_s_at	BF347089	7078	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	|6508|30163|9057|9056|8152|8151|6411|4866|4857|30234|	|965|	|22|22q|22q12|	Consensus includes gb:BF347089 /FEA=EST /DB_XREF=gi:11294684 /DB_XREF=est:602020842F1 /CLONE=IMAGE:4156354 /UG=Hs.245188 tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory) /FL=gb:U67195.1 gb:U02571.1 gb:U14394.1 gb:NM_0
201148_s_at	AW338933	7078	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	|6508|30163|9057|9056|8152|8151|6411|4866|4857|30234|	|965|	|22|22q|22q12|	Consensus includes gb:AW338933 /FEA=EST /DB_XREF=gi:6835559 /DB_XREF=est:ha68g07.x1 /CLONE=IMAGE:2878908 /UG=Hs.245188 tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory) /FL=gb:U67195.1 gb:U02571.1 gb:U14394.1 gb:NM_000
201149_s_at	U67195	7078	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	|6508|30163|9057|9056|8152|8151|6411|4866|4857|30234|	|965|	|22|22q|22q12|	gb:U67195.1 /DEF=Human tissue inhibitor of metalloproteinase-3 mRNA, complete cds. /FEA=mRNA /PROD=tissue inhibitor of metalloproteinase-3 /DB_XREF=gi:1519557 /UG=Hs.245188 tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammat
201150_s_at	NM_000362	7078	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)	|6508|30163|9057|9056|8152|8151|6411|4866|4857|30234|	|965|	|22|22q|22q12|	gb:NM_000362.2 /DEF=Homo sapiens tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory) (TIMP3), mRNA.  /FEA=mRNA /GEN=TIMP3 /PROD=tissue inhibitor of metalloproteinase 3precursor /DB_XREF=gi:9257248 /UG=Hs.245188 tissue in
201162_at	NM_001553	3490	insulin-like growth factor binding protein 7	|8285|8283|8151|5066|5057|4871|	|50|	|4|4q|	gb:NM_001553.1 /DEF=Homo sapiens insulin-like growth factor binding protein 7 (IGFBP7), mRNA.  /FEA=mRNA /GEN=IGFBP7 /PROD=insulin-like growth factor binding protein 7 /DB_XREF=gi:4504618 /UG=Hs.119206 insulin-like growth factor binding protein 7 /FL=gb:
201168_x_at	NM_004309	396	Rho GDP dissociation inhibitor (GDI) alpha	|5737|5622|5623|5515|5488|7162|30155|7155|7154|5083|5057|4871|7264|7242|7165|		|17|17q|17q25|	gb:NM_004309.1 /DEF=Homo sapiens Rho GDP dissociation inhibitor (GDI) alpha (ARHGDIA), mRNA.  /FEA=mRNA /GEN=ARHGDIA /PROD=Rho GDP dissociation inhibitor (GDI) alpha /DB_XREF=gi:4757767 /UG=Hs.159161 Rho GDP dissociation inhibitor (GDI) alpha /FL=gb:D139
201172_x_at	NM_003945	8992	ATPase, H+ transporting, lysosomal (vacuolar proton pump) 9kD	|5215|6812|6811|6810|8151|5624|267|5623|4002|16887|16818|16817|16787|3824|17076|166|5488|		|5|5q|5q35|	gb:NM_003945.1 /DEF=Homo sapiens ATPase, H+ transporting, lysosomal (vacuolar proton pump) 9kD (ATP6H), mRNA.  /FEA=mRNA /GEN=ATP6H /PROD=ATPase, H+ transporting, lysosomal (vacuolarproton pump) 9kD /DB_XREF=gi:4502318 /UG=Hs.24322 ATPase, H+ transportin
201185_at	NM_002775	5654	protease, serine, 11 (IGF binding)	|5615|5576|4252|8233|16787|3824|8151|	|595|219|50|	|10|10q|10q25|	gb:NM_002775.1 /DEF=Homo sapiens protease, serine, 11 (IGF binding) (PRSS11), mRNA. /FEA=mRNA /GEN=PRSS11 /PROD=protease, serine, 11 (IGF binding) /DB_XREF=gi:4506140 /UG=Hs.75111 protease, serine, 11 (IGF binding) /FL=gb:D87258.1 gb:NM_002775.1
201204_s_at	AA706065	6238	ribosome binding protein 1 homolog 180kD (dog)	|5840|5737|5622|5623|4872|4871|6412|9059|9058|8152|8151|6411|5783|5207|5198|		|20|20p|	Consensus includes gb:AA706065 /FEA=EST /DB_XREF=gi:2715983 /DB_XREF=est:zf44f12.s1 /CLONE=IMAGE:379823 /UG=Hs.98614 ribosome binding protein 1 (dog 180kD homolog) /FL=gb:AF006751.1 gb:NM_004587.1
201212_at	D55696	5641	protease, cysteine, 1 (legumain)	|4197|8233|16787|3824|	|1650|	|14|14q|14q32|	gb:D55696.1 /DEF=Homo sapiens mRNA for cysteine protease, complete cds. /FEA=mRNA /PROD=cysteine protease /DB_XREF=gi:1890049 /UG=Hs.18069 protease, cysteine, 1 (legumain) /FL=gb:BC003061.1 gb:D55696.1 gb:NM_005606.1
201250_s_at	NM_006516	6513	solute carrier family 2 (facilitated glucose transporter), member 1	|16020|5623|15749|8643|6810|8151|5624|267|15145|15144|5215|	|83|	|1|1p|1p35|	gb:NM_006516.1 /DEF=Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 1 (SLC2A1), mRNA.  /FEA=mRNA /GEN=SLC2A1 /PROD=solute carrier family 2 (facilitated glucosetransporter), member 1 /DB_XREF=gi:5730050 /UG=Hs.169902 solute
201253_s_at	NM_006319	10423	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	|5543|8289|5488|		|16|16p|16p12|	gb:NM_006319.1 /DEF=Homo sapiens CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) (CDIPT), mRNA.  /FEA=mRNA /GEN=CDIPT /PROD=CDP-diacylglycerol--inositol3-phosphatidyltransferase (phosphatidylinositol synthase) /DB_X
201261_x_at	BC002416	633	biglycan		|1462|	|X|Xq|	gb:BC002416.1 /DEF=Homo sapiens, biglycan, clone MGC:2298, mRNA, complete cds. /FEA=mRNA /PROD=biglycan /DB_XREF=gi:12803216 /UG=Hs.821 biglycan /FL=gb:BC002416.1 gb:BC004244.1 gb:J04599.1 gb:NM_001711.1
201272_at	NM_001628	231	aldo-keto reductase family 1, member B1 (aldose reductase)	|16614|16491|3824|5615|5576|5489|5488|5975|8152|8151|	|248|	|7|7q|	gb:NM_001628.1 /DEF=Homo sapiens aldo-keto reductase family 1, member B1 (aldose reductase) (AKR1B1), mRNA.  /FEA=mRNA /GEN=AKR1B1 /PROD=aldo-keto reductase family 1, member B1 (aldosereductase) /DB_XREF=gi:4502048 /UG=Hs.75313 aldo-keto reductase family
201278_at	N21202	1601	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	|8283|8151|	|640|	|5|5p|	Consensus includes gb:N21202 /FEA=EST /DB_XREF=gi:1126372 /DB_XREF=est:yx41e12.s1 /CLONE=IMAGE:264334 /UG=Hs.81988 disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein) /FL=gb:U39050.1 gb:U53446.1 gb:BC003064.1 gb:NM_001343.1
201280_s_at	NM_001343	1601	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	|8283|8151|	|640|	|5|5p|	gb:NM_001343.1 /DEF=Homo sapiens disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein) (DAB2), mRNA.  /FEA=mRNA /GEN=DAB2 /PROD=disabled (Drosophila) homolog 2 /DB_XREF=gi:4503250 /UG=Hs.81988 disabled (Drosophila) homolog 2 (mitogen-respon
201286_at	Z48199	6382	syndecan 1	|15026|4872|4871|15029|4888|5887|5886|5622|5623|16020|16021|	|1034|	|2|2p|2p24|	Consensus includes gb:Z48199 /DEF=H.sapiens syndecan-1 gene (exons 2-5) /FEA=mRNA /DB_XREF=gi:666051 /UG=Hs.82109 syndecan 1 /FL=gb:J05392.1 gb:NM_002997.1
201288_at	NM_001175	397	Rho GDP dissociation inhibitor (GDI) beta	|6955|6952|9607|9605|7154|16023|5737|5622|5623|7275|7162|30155|7155|5083|5057|4871|7264|7242|7165|		|12|12p|12p12|	gb:NM_001175.1 /DEF=Homo sapiens Rho GDP dissociation inhibitor (GDI) beta (ARHGDIB), mRNA.  /FEA=mRNA /GEN=ARHGDIB /PROD=Rho GDP dissociation inhibitor (GDI) beta /DB_XREF=gi:10835001 /UG=Hs.83656 Rho GDP dissociation inhibitor (GDI) beta /FL=gb:NM_0011
201290_at	NM_014300	23478	signal peptidase complex (18kD)		|461|	|15|15q|15q25|	gb:NM_014300.1 /DEF=Homo sapiens signal peptidase complex (18kD) (SPC18), mRNA. /FEA=mRNA /GEN=SPC18 /PROD=signal peptidase complex (18kD) /DB_XREF=gi:7657608 /UG=Hs.9534 signal peptidase complex (18kD) /FL=gb:BC000359.1 gb:AF061737.1 gb:AF108945.1 gb:NM
201307_at	AL534972	55752	hypothetical protein FLJ10849		|735|	|4|4q|4q21|	Consensus includes gb:AL534972 /FEA=EST /DB_XREF=gi:12798465 /DB_XREF=est:AL534972 /CLONE=CS0DF007YI02 (5 prime) /UG=Hs.8768 hypothetical protein FLJ10849 /FL=gb:NM_018243.1
201310_s_at	NM_004772	9315	P311 protein			|5|5q|5q21|	gb:NM_004772.1 /DEF=Homo sapiens P311 protein (P311), mRNA. /FEA=mRNA /GEN=P311 /PROD=P311 protein /DB_XREF=gi:4758865 /UG=Hs.142827 P311 protein /FL=gb:U36189.1 gb:NM_004772.1 gb:U30521.1
201315_x_at	NM_006435	10581	interferon induced transmembrane protein 2 (1-8D)	|6955|6952|9607|9605|7154|		|11|11p|11p15|	gb:NM_006435.1 /DEF=Homo sapiens interferon induced transmembrane protein 2 (1-8D) (IFITM2), mRNA.  /FEA=mRNA /GEN=IFITM2 /PROD=interferon induced transmembrane protein 2(1-8D) /DB_XREF=gi:10835237 /UG=Hs.174195 interferon induced transmembrane protein 2
201319_at	NM_006471	10627	myosin, light polypeptide, regulatory, non-sarcomeric (20kD)	|15629|5856|5737|5622|5623|30484|6939|6936|6928|8151|		|18|	gb:NM_006471.1 /DEF=Homo sapiens myosin, light polypeptide, regulatory, non-sarcomeric (20kD) (MLCB), mRNA.  /FEA=mRNA /GEN=MLCB /PROD=myosin, light polypeptide, regulatory,non-sarcomeric (20kD) /DB_XREF=gi:5453739 /UG=Hs.233936 myosin, light polypeptide
201338_x_at	NM_002097	2971	general transcription factor IIIA	|6350|6139|8152|8151|3700|3677|3676|		|13|13q|13q12|	gb:NM_002097.1 /DEF=Homo sapiens general transcription factor IIIA (GTF3A), mRNA. /FEA=mRNA /GEN=GTF3A /PROD=general transcription factor IIIA /DB_XREF=gi:4753158 /UG=Hs.75113 general transcription factor IIIA /FL=gb:D32257.1 gb:NM_002097.1
201360_at	NM_000099	1471	cystatin C (amyloid angiopathy and cerebral hemorrhage)	|4866|4857|30234|	|31|	|20|20p|20p11|	gb:NM_000099.1 /DEF=Homo sapiens cystatin C (amyloid angiopathy and cerebral hemorrhage) (CST3), mRNA.  /FEA=mRNA /GEN=CST3 /PROD=cystatin C (amyloid angiopathy and cerebralhemorrhage) /DB_XREF=gi:4503106 /UG=Hs.135084 cystatin C (amyloid angiopathy and
201361_at	NM_024092	79073	hypothetical protein MGC5508			|11|11q|11q12|	gb:NM_024092.1 /DEF=Homo sapiens hypothetical protein MGC5508 (MGC5508), mRNA. /FEA=mRNA /GEN=MGC5508 /PROD=hypothetical protein MGC5508 /DB_XREF=gi:13129091 /UG=Hs.13662 hypothetical protein MGC5508 /FL=gb:BC001309.1 gb:NM_024092.1
201379_s_at	NM_003288	7165	tumor protein D52-like 2	|8283|8151|		|20|20q|20q13|	gb:NM_003288.1 /DEF=Homo sapiens tumor protein D52-like 2 (TPD52L2), mRNA. /FEA=mRNA /GEN=TPD52L2 /PROD=tumor protein D52-like 2 /DB_XREF=gi:4507642 /UG=Hs.154718 tumor protein D52-like 2 /FL=gb:AF004430.1 gb:NM_003288.1
201389_at	NM_002205	3678	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	|5887|5886|5622|5623|16020|16021|7155|7154|4895|5194|4888|4872|4871|	|1839|	|12|12q|12q11|	gb:NM_002205.1 /DEF=Homo sapiens integrin, alpha 5 (fibronectin receptor, alpha polypeptide) (ITGA5), mRNA.  /FEA=mRNA /GEN=ITGA5 /PROD=integrin alpha 5 precursor /DB_XREF=gi:4504750 /UG=Hs.149609 integrin, alpha 5 (fibronectin receptor, alpha polypeptid
201398_s_at	BC000687	23471	translocating chain-associating membrane protein	|5783|5737|5622|5623|16021|16020|4888|4872|4871|6605|6411|8152|8151|		|8|8q|8q13|	gb:BC000687.1 /DEF=Homo sapiens, translocating chain-associating membrane protein, clone MGC:784, mRNA, complete cds.  /FEA=mRNA /PROD=translocating chain-associating membraneprotein /DB_XREF=gi:12653796 /UG=Hs.4147 translocating chain-associating membra
201426_s_at	AI922599	7431	vimentin	|5737|5622|5623|5198|5856|5200|	|38|	|10|10p|	Consensus includes gb:AI922599 /FEA=EST /DB_XREF=gi:5658563 /DB_XREF=est:wm90b11.x1 /CLONE=IMAGE:2443197 /UG=Hs.297753 vimentin /FL=gb:BC000163.2 gb:NM_003380.1
201427_s_at	NM_005410	6414	selenoprotein P, plasma, 1	|8430|5488|6979|9607|9605|7154|6950|8151|		|5|5q|	gb:NM_005410.1 /DEF=Homo sapiens selenoprotein P, plasma, 1 (SEPP1), mRNA. /FEA=mRNA /GEN=SEPP1 /PROD=selenoprotein P precursor /DB_XREF=gi:4885590 /UG=Hs.3314 selenoprotein P, plasma, 1 /FL=gb:NM_005410.1
201431_s_at	NM_001387	1809	dihydropyrimidinase-like 3	|7399|7398|7397|7345|7275|7165|7154|16810|16787|3824|6139|8152|8151|	|449|1979|744|	|5|5q|	gb:NM_001387.1 /DEF=Homo sapiens dihydropyrimidinase-like 3 (DPYSL3), mRNA. /FEA=mRNA /GEN=DPYSL3 /PROD=dihydropyrimidinase-like 3 /DB_XREF=gi:4503378 /UG=Hs.74566 dihydropyrimidinase-like 3 /FL=gb:D78014.1 gb:NM_001387.1
201438_at	NM_004369	1293	collagen, type VI, alpha 3	|16341|5581|5578|5576|7498|7397|7345|7275|	|92|14|1391|	|2|2q|	gb:NM_004369.1 /DEF=Homo sapiens collagen, type VI, alpha 3 (COL6A3), mRNA. /FEA=mRNA /GEN=COL6A3 /PROD=collagen, type VI, alpha 3 /DB_XREF=gi:4758027 /UG=Hs.80988 collagen, type VI, alpha 3 /FL=gb:NM_004369.1
201439_at	NM_004193	8729	golgi-specific brefeldin A resistance factor 1		|1369|	|10|10q|	gb:NM_004193.1 /DEF=Homo sapiens golgi-specific brefeldin A resistance factor 1 (GBF1), mRNA.  /FEA=mRNA /GEN=GBF1 /PROD=golgi-specific brefeldin A resistance factor 1 /DB_XREF=gi:4758415 /UG=Hs.155499 golgi-specific brefeldin A resistance factor 1 /FL=g
201460_at	AI141802	9261	mitogen-activated protein kinase-activated protein kinase 2	|5634|5622|5623|165|7243|7242|7165|7154|4672|16301|3824|16773|16772|16740|4871|6468|16310|6796|8152|8151|6464|6411|4674|	|69|	|1|1q|	Consensus includes gb:AI141802 /FEA=EST /DB_XREF=gi:3649259 /DB_XREF=est:qa56e05.s1 /CLONE=IMAGE:1690784 /UG=Hs.75074 mitogen-activated protein kinase-activated protein kinase 2 /FL=gb:NM_004759.1 gb:U12779.1
201462_at	NM_014766	9805	KIAA0193 gene product			|7|7p|7p14|	gb:NM_014766.1 /DEF=Homo sapiens KIAA0193 gene product (KIAA0193), mRNA. /FEA=mRNA /GEN=KIAA0193 /PROD=KIAA0193 gene product /DB_XREF=gi:7661983 /UG=Hs.75137 KIAA0193 gene product /FL=gb:D83777.1 gb:NM_014766.1
201470_at	NM_004832	9446	glutathione-S-transferase like; glutathione transferase omega		|43|2798|	|10|10q|10q24|	gb:NM_004832.1 /DEF=Homo sapiens glutathione-S-transferase like; glutathione transferase omega (GSTTLp28), mRNA.  /FEA=mRNA /GEN=GSTTLp28 /PROD=glutathione-S-transferase like /DB_XREF=gi:4758483 /UG=Hs.11465 glutathione-S-transferase like; glutathione tr
201505_at	NM_002291	3912	laminin, beta 1	|5604|5578|5576|5198|	|804|1576|1044|430|769|38|55|1991|53|	|7|7q|	gb:NM_002291.1 /DEF=Homo sapiens laminin, beta 1 (LAMB1), mRNA. /FEA=mRNA /GEN=LAMB1 /PROD=laminin, beta 1 precursor /DB_XREF=gi:4504950 /UG=Hs.82124 laminin, beta 1 /FL=gb:M61916.1 gb:NM_002291.1
201513_at	AI659180	7247	translin	|5634|5622|5623|3677|3676|6310|6259|6139|8152|8151|	|1997|	|2|2q|2q21|	Consensus includes gb:AI659180 /FEA=EST /DB_XREF=gi:4762750 /DB_XREF=est:tu02c06.x1 /CLONE=IMAGE:2249866 /UG=Hs.75066 translin /FL=gb:NM_004622.1
201515_s_at	NM_004622	7247	translin	|5634|5622|5623|3677|3676|6310|6259|6139|8152|8151|	|1997|	|2|2q|2q21|	gb:NM_004622.1 /DEF=Homo sapiens translin (TSN), mRNA. /FEA=mRNA /GEN=TSN /PROD=translin /DB_XREF=gi:4759269 /UG=Hs.75066 translin /FL=gb:NM_004622.1
201522_x_at	NM_003097	6638	small nuclear ribonucleoprotein polypeptide N	|5681|5634|5622|5623|16070|6139|8152|8151|3734|3733|3676|	|1423|	|15|15q|	gb:NM_003097.2 /DEF=Homo sapiens small nuclear ribonucleoprotein polypeptide N (SNRPN), transcript variant 1, mRNA.  /FEA=mRNA /GEN=SNRPN /PROD=small nuclear ribonucleoprotein polypeptide N /DB_XREF=gi:13027651 /UG=Hs.48375 small nuclear ribonucleoprotei
201542_at	AY008268	56909	SAR1 protein		|71|503|25|	|10|10p|10pter|	gb:AY008268.1 /DEF=Homo sapiens GTP-binding protein SAR1 (SAR1) mRNA, complete cds. /FEA=mRNA /GEN=SAR1 /PROD=GTP-binding protein SAR1 /DB_XREF=gi:10445220 /UG=Hs.110796 SAR1 protein /FL=gb:AY008268.1 gb:AL136724.1 gb:AF261717.1 gb:NM_020150.1
201564_s_at	NM_003088	6624	singed-like (fascin homolog, sea urchin) (Drosophila)	|8092|5515|5488|8283|8151|15629|5856|5737|5622|5623|7148|		|7|7p|	gb:NM_003088.1 /DEF=Homo sapiens singed (Drosophila)-like (sea urchin fascin homolog like) (SNL), mRNA.  /FEA=mRNA /GEN=SNL /PROD=singed (Drosophila)-like (sea urchin fascinhomolog like) /DB_XREF=gi:4507114 /UG=Hs.118400 singed (Drosophila)-like (sea urc
201576_s_at	NM_000404	2720	galactosidase, beta 1	|5764|5737|5622|5623|4553|16798|16787|3824|		|3|3p|3p21|	gb:NM_000404.1 /DEF=Homo sapiens galactosidase, beta 1 (GLB1), mRNA. /FEA=mRNA /GEN=GLB1 /PROD=galactosidase, beta 1 /DB_XREF=gi:10834965 /UG=Hs.79222 galactosidase, beta 1 /FL=gb:NM_000404.1 gb:M27507.1 gb:M22590.1 gb:M34423.1
201578_at	NM_005397	5420	podocalyxin-like	|5887|5886|5622|5623|16020|16021|		|7|7q|7q32|	gb:NM_005397.1 /DEF=Homo sapiens podocalyxin-like (PODXL), mRNA. /FEA=mRNA /GEN=PODXL /PROD=podocalyxin-like /DB_XREF=gi:4885556 /UG=Hs.16426 podocalyxin-like /FL=gb:U97519.1 gb:NM_005397.1
201580_s_at	AL544094	56255	hypothetical protein			|20|20p|	Consensus includes gb:AL544094 /FEA=EST /DB_XREF=gi:12876573 /DB_XREF=est:AL544094 /CLONE=CS0DI004YG20 (3 prime) /UG=Hs.169358 hypothetical protein /FL=gb:NM_021156.1
201581_at	BF572868	56255	hypothetical protein			|20|20p|	Consensus includes gb:BF572868 /FEA=EST /DB_XREF=gi:11646580 /DB_XREF=est:602079440F2 /CLONE=IMAGE:4254176 /UG=Hs.169358 hypothetical protein /FL=gb:NM_021156.1
201586_s_at	NM_005066	6421	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	|5634|5622|5623|16070|6139|8152|8151|3729|3723|3676|	|76|	|1|1p|1p34|	gb:NM_005066.1 /DEF=Homo sapiens splicing factor prolineglutamine rich (polypyrimidine tract-binding protein-associated) (SFPQ), mRNA.  /FEA=mRNA /GEN=SFPQ /PROD=splicing factor prolineglutamine rich(polypyrimidine tract-binding protein-associated) /DB_X
201587_s_at	NM_001569	3654	interleukin-1 receptor-associated kinase 1	|6952|9607|9605|7154|7165|6468|16310|6796|8152|8151|6464|6411|4702|4674|4672|16301|3824|16773|16772|16740|5057|4871|	|69|	|X|Xq|	gb:NM_001569.2 /DEF=Homo sapiens interleukin-1 receptor-associated kinase 1 (IRAK1), mRNA.  /FEA=mRNA /GEN=IRAK1 /PROD=interleukin-1 receptor-associated kinase 1 /DB_XREF=gi:4755143 /UG=Hs.182018 interleukin-1 receptor-associated kinase 1 /FL=gb:L76191.1
201601_x_at	NM_003641	8519	interferon induced transmembrane protein 1 (9-27)	|5886|5622|5623|16020|74|7049|8151|5057|4871|8285|8283|7166|7165|7154|		|11|	gb:NM_003641.1 /DEF=Homo sapiens interferon induced transmembrane protein 1 (9-27) (IFITM1), mRNA.  /FEA=mRNA /GEN=IFITM1 /PROD=interferon induced transmembrane protein 1(9-27) /DB_XREF=gi:4504580 /UG=Hs.146360 interferon induced transmembrane protein 1
