Probe Set ID	UniGene ID	Gene Title	Gene Symbol	Tstat	pval	FDR	Chromosomal Location
217879_at	Hs.406631	cell division cycle 27	CDC27	-5.723257775	0.0000555560	0.007548497	chr17q12-17q23.2
228492_at	Hs.371255	ubiquitin specific protease 9, Y-linked (fat facets-like, Drosophila)	USP9Y	-5.723583355	0.0001982272	0.031425421	chrYq11.2
204048_s_at	Hs.102471	phosphatase and actin regulator 2	PHACTR2	-5.728274659	0.0000468242	0.006819494	chr6q24.1
201637_s_at	Hs.408096	fragile X mental retardation, autosomal homolog 1	FXR1	-5.747906327	0.0000391470	0.00628411	chr3q28
212196_at	Hs.71968	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	-5.762639024	0.0015792282	0.043057202	chr5q11
212862_at	Hs.306912	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	CDS2	-5.771709866	0.0000406072	0.006327621	chr20p13
206200_s_at	Hs.75510	annexin A11	ANXA11	-5.772397493	0.0008202289	0.030200223	chr10q23
205912_at	Hs.102876	pancreatic lipase	PNLIP	-5.79521205	0.0000639345	0.008094617	chr10q26.1
219121_s_at	Hs.24743	hypothetical protein FLJ20171	FLJ20171	-5.850518671	0.0001283045	0.011562866	chr8q22.1
203071_at	Hs.82222	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	SEMA3B	-5.855641579	0.0016027937	0.043290971	chr3p21.3
202464_s_at	Hs.195471	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	PFKFB3	-5.866076879	0.0000446376	0.006636254	chr10p14-p15
201176_s_at	Hs.33642	archain 1	ARCN1	-5.875846156	0.0000647627	0.00810575	chr11q23.3
226886_at	Hs.1674	glutamine-fructose-6-phosphate transaminase 1	GFPT1	-5.887810515	0.0000417193	0.017495048	chr2p13
233576_at	Hs.3837	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	HMGCLL1	-5.888841108	0.0003694357	0.038145032	chr6p12.1
209191_at	Hs.274398	tubulin beta MGC4083	MGC4083	-5.89373423	0.0000294982	0.005523608	chr18p11.21
223218_s_at	Hs.390476	molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse	MAIL	-5.89576479	0.0005073182	0.042135808	chr3p12-q12
223322_at	Hs.238730	Ras association (RalGDS/AF-6) domain family 5	RASSF5	-5.90645805	0.0000757787	0.022379539	chr1q32.1
219361_s_at	Hs.436102	hypothetical protein FLJ12484	FLJ12484	-5.912897736	0.0000541282	0.007445298	chr15q26.1
202076_at	Hs.289107	baculoviral IAP repeat-containing 2	BIRC2	-5.91981328	0.0002228198	0.015183774	chr11q22
212783_at	Hs.188553	retinoblastoma binding protein 6	RBBP6	-5.933938298	0.0000274958	0.005374468	chr16p12.2
210174_at	Hs.183123	nuclear receptor subfamily 5, group A, member 2	NR5A2	-5.977642531	0.0006233107	0.026405383	chr1q32.1
202255_s_at	Hs.172180	signal-induced proliferation-associated 1 like 1	SIPA1L1	-5.981323663	0.0001888265	0.014026165	chr14q24.2
215395_x_at	---	trypsinogen C	TRY6	-5.982925695	0.0000717560	0.00845999	chr7q34
225138_at	Hs.26320	zinc finger, RAN-binding domain containing 1	ZRANB1	-5.987957077	0.0000891817	0.022762183	chr10q26.2
204679_at	Hs.376874	potassium channel, subfamily K, member 1	KCNK1	-6.010397121	0.0015768444	0.043057202	chr1q42-q43
222771_s_at	Hs.447521	myelin expression factor 2	MYEF2	-6.026524801	0.0002455628	0.033099817	chr15q21.1
222549_at	Hs.7327	claudin 1	CLDN1	-6.04643557	0.0006351747	0.045980418	chr3q28-q29
201845_s_at	Hs.7910	RING1 and YY1 binding protein	RYBP	-6.065574193	0.0001749090	0.013870094	chr3p13
217848_s_at	Hs.380830	pyrophosphatase (inorganic)	PP	-6.065692041	0.0005189420	0.023842442	chr10q11.1-q24
206212_at	Hs.89717	carboxypeptidase A2 (pancreatic)	CPA2	-6.130127523	0.0000193097	0.004326271	chr7q32
36711_at	Hs.460889	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	MAFF	-6.134542627	0.0003926851	0.020936072	chr22q13.1
201667_at	Hs.74471	gap junction protein, alpha 1, 43kDa (connexin 43)	GJA1	-6.150600483	0.0000194151	0.004326271	chr6q21-q23.2
201870_at	Hs.76927	translocase of outer mitochondrial membrane 34	TOMM34	-6.193460275	0.0000378355	0.006235365	chr20q12-q13.1
203843_at	Hs.188361	ribosomal protein S6 kinase, 90kDa, polypeptide 3	RPS6KA3	-6.19787403	0.0014458849	0.040731545	chrxp22.2-p22.1
218582_at	Hs.343748	ring finger protein 153	RNF153	-6.200523838	0.0005951502	0.025595967	chr10q23.32-q23.33
227140_at	Hs.28792	inhibin, beta A (activin A, activin AB alpha polypeptide)	INHBA	-6.212893437	0.0000176602	0.010254262	chr7p15-p13
222632_s_at	Hs.30824	leucine zipper transcription factor-like 1	LZTFL1	-6.223049727	0.0004276572	0.040351238	chr3p21.3
206446_s_at	Hs.21	elastase 2A	ELA2A	-6.225510555	0.0000910093	0.009749811	chr1p36.21
205615_at	Hs.2879	carboxypeptidase A1 (pancreatic)	CPA1	-6.226527839	0.0000380563	0.006235365	chr7q32
226968_at	Hs.444757	kinesin family member 1B	KIF1B	-6.229907076	0.0000331933	0.015340037	chr1p36.2
232859_s_at	Hs.169441	BAI1-associated protein 1	BAIAP1	-6.238768452	0.0000159464	0.010030734	chr3p14.1
204268_at	Hs.515713	S100 calcium binding protein A2	S100A2	-6.245587082	0.0006318456	0.026564936	chr1q21
217743_s_at	Hs.108530	transmembrane protein 30A	TMEM30A	-6.253317808	0.0015287617	0.042345621	chr6q14.1
223015_at	Hs.378808	eukaryotic translation initiation factor (eIF) 2A	eIF2A	-6.260171135	0.0000171886	0.01024305	chr3q25.1
223054_at	Hs.317192	DnaJ (Hsp40) homolog, subfamily B, member 11	DNAJB11	-6.313816287	0.0002485852	0.033223562	chr3q27.3
212293_at	Hs.12259	homeodomain interacting protein kinase 1	HIPK1	-6.33023327	0.0000294570	0.005523608	chr1p13.2
210094_s_at	Hs.72249	par-3 partitioning defective 3 homolog (C. elegans)	PARD3	-6.334489915	0.0001747435	0.013870094	chr10p11.22-p11.21
206131_at	Hs.1340	colipase, pancreatic	CLPS	-6.36444319	0.0000173602	0.004153333	chr6pter-p21.1
200047_s_at	Hs.388927	YY1 transcription factor /// YY1 transcription factor	YY1	-6.368258562	0.0001690446	0.013730954	chr14q
212119_at	Hs.442989	ras homolog gene family, member Q	RHOQ	-6.38407835	0.0000174874	0.004153333	chr2p21
208924_at	Hs.96334	ring finger protein 11	RNF11	-6.386147932	0.0000593134	0.00781489	chr1pter-p22.1
205566_at	Hs.412022	abhydrolase domain containing 2	ABHD2	-6.395760915	0.0000121151	0.003252541	chr15q26.1
221962_s_at	Hs.372758	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	UBE2H	-6.397180338	0.0000376828	0.006235365	chr7q32
225386_s_at	Hs.404336	hypothetical protein BC008217	LOC92906	-6.411022713	0.0000121481	0.008786092	chr2p22.1
225611_at	Hs.212787	KIAA0303 protein	KIAA0303	-6.422679839	0.0001076513	0.023667615	chr5q12.3
223000_s_at	Hs.506845	F11 receptor	F11R	-6.427246299	0.0000274676	0.013234118	chr1q21.2-q21.3
203725_at	Hs.80409	growth arrest and DNA-damage-inducible, alpha	GADD45A	-6.430473985	0.0018818190	0.046540036	chr1p31.2-p31.1
206374_at	Hs.511898	dual specificity phosphatase 8	DUSP8	-6.486297551	0.0001047510	0.010622058	chr11p15.5
217741_s_at	Hs.406096	zinc finger, A20 domain containing 2	ZA20D2	-6.488051811	0.0005253488	0.024037672	chr9q13-q21
225478_at	Hs.379414	malignant fibrous histiocytoma amplified sequence 1	MFHAS1	-6.489425857	0.0007096158	0.047262502	chr8p23.1
202351_at	Hs.436873	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	ITGAV	-6.522041859	0.0002602492	0.016595006	chr2q31-q32
208934_s_at	Hs.4082	lectin, galactoside-binding, soluble, 8 (galectin 8)	LGALS8	-6.564924318	0.0016985282	0.044345283	chr1q42-q43
223287_s_at	Hs.235860	forkhead box P1	FOXP1	-6.571453987	0.0000088678	0.00803248	chr3p14.1
222547_at	Hs.6631	mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	-6.583487337	0.0000103784	0.008786092	chr2q11.2-q12
222514_at	Hs.110950	Ras-related GTP binding C	RRAGC	-6.598824249	0.0000272634	0.013234118	chr1p34
212295_s_at	Hs.14846	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	SLC7A1	-6.676066599	0.0000141997	0.003636918	chr13q12-q14
201596_x_at	Hs.406013	keratin 18	KRT18	-6.785002528	0.0000077424	0.002500362	chr12q13
205000_at	Hs.99120	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	DDX3Y	-6.843109888	0.0000079224	0.00251055	chryq11
225215_s_at	Hs.225836	mitochondrial translational release factor 1-like	MTRF1L	-6.846561416	0.0000147996	0.009606397	chr6q25-q26
209752_at	Hs.49407	regenerating islet-derived 1 alpha (pancreatic stone protein, pancreatic thread protein)	REG1A	-6.855649754	0.0000112642	0.003137512	chr2p12
218696_at	Hs.102506	eukaryotic translation initiation factor 2-alpha kinase 3	EIF2AK3	-6.863959548	0.0000093751	0.002748748	chr2p12
205266_at	Hs.2250	leukemia inhibitory factor (cholinergic differentiation factor)	LIF	-6.898560619	0.0021603584	0.049656576	chr22q12.2
200670_at	Hs.437638	X-box binding protein 1	XBP1	-6.899750945	0.0000840769	0.009138955	chr22q12.1
205273_s_at	Hs.528300	pitrilysin metalloproteinase 1	PITRM1	-6.903787107	0.0000206570	0.004512741	chr10p15.2
219257_s_at	Hs.68061	sphingosine kinase 1	SPHK1	-6.922842097	0.0020156161	0.047710287	chr17q25.2
202068_s_at	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	-7.00383866	0.0009903203	0.033384731	chr19p13.3
208785_s_at	Hs.356061	microtubule-associated protein 1 light chain 3 beta	MAP1LC3B	-7.029920522	0.0000046674	0.00201318	chr16q24.2
212014_x_at	Hs.306278	CD44 antigen (homing function and Indian blood group system)	CD44	-7.036339809	0.0002898611	0.017503995	chr11p13
234978_at	Hs.292653	solute carrier family 36 (proton/amino acid symporter), member 4	SLC36A4	-7.039259944	0.0005727955	0.044644109	chr11q21
212236_x_at	Hs.2785	keratin 17	KRT17	-7.063043289	0.0006370433	0.026682776	chr17q12-q21
229435_at	Hs.436767	GLIS family zinc finger 3	GLIS3	-7.084258742	0.0000111963	0.008786092	chr9p24.2
210101_x_at	Hs.136309	SH3-domain GRB2-like endophilin B1	SH3GLB1	-7.117903568	0.0000588075	0.007800039	chr1p22
239173_at	Hs.436450	InaD-like protein	INADL	-7.139876411	0.0000410818	0.017495048	chr1p31.3
205886_at	Hs.4158	regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)	REG1B	-7.157311827	0.0000036248	0.001800712	chr2p12
212400_at	Hs.349755	hypothetical protein MGC50853	MGC50853	-7.243277828	0.0004769489	0.023242925	---
232098_at	Hs.443518	dystonin	DST	-7.264618857	0.0000499723	0.0185512	chr6p12-p11
210512_s_at	Hs.73793	vascular endothelial growth factor	VEGF	-7.360409446	0.0000959603	0.009899458	chr6p12
206311_s_at	Hs.992	phospholipase A2, group IB (pancreas)	PLA2G1B	-7.370806322	0.0000032214	0.001800712	chr12q23-q24.1
201510_at	Hs.67928	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	ELF3	-7.409451822	0.0000047983	0.00201318	chr1q32.2
216181_at	Hs.434494	synaptojanin 2	SYNJ2	-7.42670431	0.0000618938	0.007926324	chr6q25.3
218228_s_at	Hs.280776	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	TNKS2	-7.427746188	0.0000055837	0.002145219	chr10q23.3
230669_at	Hs.241548	RAS p21 protein activator 2	RASA2	-7.513110626	0.0000022389	0.003616262	chr3q22-q23
226390_at	Hs.93842	START domain containing 4, sterol regulated	STARD4	-7.575177191	0.0000023954	0.003616262	chr5q22.1
200815_s_at	Hs.77318	platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa	PAFAH1B1	-7.669281861	0.0014940347	0.041781424	chr17p13.3
205402_x_at	Hs.511525	protease, serine, 2 (trypsin 2)	PRSS2	-7.737466461	0.0000012955	0.000910518	chr7q34
225032_at	Hs.299883	FAD104	FAD104	-7.810185711	0.0001153326	0.024607537	chr3q26.31
210554_s_at	Hs.171391	C-terminal binding protein 2	CTBP2	-7.824678969	0.0000072193	0.002474891	chr10q26.13
227334_at	Hs.434502	ubiquitin specific protease 54	USP54	-7.920192143	0.0000013637	0.003088181	chr10q22.2
218847_at	Hs.30299	IGF-II mRNA-binding protein 2	IMP-2	-7.931590561	0.0000009757	0.000821081	chr3q28
225864_at	Hs.124951	breast cancer membrane protein 101	NSE2	-8.037987967	0.0000124246	0.008786092	chr8q24.21
221903_s_at	Hs.386952	cylindromatosis (turban tumor syndrome)	CYLD	-8.040547354	0.0002521517	0.016286074	chr16q12.1
227080_at	Hs.381105	hypothetical protein MGC45731	MGC45731	-8.057602778	0.0000054039	0.00557734	chr1p12
224790_at	Hs.386779	development and differentiation enhancing factor 1	DDEF1	-8.086004848	0.0007461456	0.048553068	chr8q24.1-q24.2
210080_x_at	Hs.471034	elastase 3A, pancreatic (protease E)	ELA3A	-8.092270939	0.0000008744	0.000804809	chr1p36.12
206924_at	Hs.1721	interleukin 11	IL11	-8.102504139	0.0018057104	0.045826692	chr19q13.3-q13.4
212531_at	Hs.204238	lipocalin 2 (oncogene 24p3)	LCN2	-8.104670885	0.0006471763	0.026835112	chr9q34
238846_at	Hs.204044	tumor necrosis factor receptor superfamily, member 11a, activator of NFKB	TNFRSF11A	-8.11619972	0.0001246446	0.02477482	chr18q22.1
204157_s_at	Hs.444909	KIAA0999 protein	KIAA0999	-8.125479441	0.0000125564	0.003330887	chr11q23.3
222975_s_at	Hs.69855	upstream of NRAS	UNR	-8.156542865	0.0000582012	0.019100955	chr1p22
205067_at	Hs.126256	interleukin 1, beta	IL1B	-8.327308569	0.0001107604	0.010689646	chr2q14
218486_at	Hs.12229	TGFB inducible early growth response 2	TIEG2	-8.492439562	0.0000120064	0.003252541	chr2p25
206598_at	Hs.89832	insulin	INS	-8.54657223	0.0000009949	0.000821081	chr11p15.5
225119_at	Hs.399981	chromosome 20 open reading frame 178	C20orf178	-8.572679352	0.0000034619	0.004611415	chr20q11.22
226278_at	Hs.349096	hypothetical protein DKFZp313A2432	DKFZp313A2432	-8.631404124	0.0000003467	0.001308413	chr11p14.2
200992_at	Hs.434408	importin 7	IPO7	-8.82997245	0.0000002541	0.000377527	chr11p15.4
223027_at	Hs.7905	sorting nexin 9	SNX9	-9.067945241	0.0000002292	0.001038054	chr6q25.1-q26
214411_x_at	Hs.74502	chymotrypsinogen B1	CTRB1	-9.105807725	0.0000004371	0.000572931	chr16q23-q24.1
201799_s_at	Hs.24734	oxysterol binding protein	OSBP	-9.175032982	0.0000001538	0.00028699	chr11q12-q13
225569_at	Hs.449415	eukaryotic translation initiation factor 2C, 2	EIF2C2	-9.479651017	0.0001247220	0.02477482	chr8q24
210260_s_at	Hs.17839	tumor necrosis factor, alpha-induced protein 8	TNFAIP8	-9.645863247	0.0001822289	0.014026165	chr5q23.1
222578_s_at	Hs.170737	ubiquitin-activating enzyme E1-domain containing 1	UBE1DC1	-9.770717211	0.0000001779	0.001007271	chr3q22.1
203553_s_at	Hs.246970	mitogen-activated protein kinase kinase kinase kinase 5	MAP4K5	-9.784145085	0.0002324495	0.015461705	chr14q11.2-q21
205430_at	Hs.1104	bone morphogenetic protein 5	BMP5	-10.0532819	0.0010296114	0.034191997	chr6p12.1
201590_x_at	Hs.462864	annexin A2	ANXA2	-10.06478215	0.0000018059	0.001117786	chr15q21-q22
212445_s_at	Hs.3731	neural precursor cell expressed, developmentally down-regulated 4-like	NEDD4L	-10.44453401	0.0000008797	0.000804809	chr18q21
209387_s_at	Hs.351316	transmembrane 4 superfamily member 1	TM4SF1	-10.45381086	0.0003705914	0.020190436	chr3q21-q25
213805_at	Hs.19385	abhydrolase domain containing 5	ABHD5	-10.47004795	0.0005283292	0.024075173	chr3p21
202620_s_at	Hs.41270	procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase) 2	PLOD2	-10.59930282	0.0000258519	0.005189719	chr3q23-q24
202014_at	Hs.76556	protein phosphatase 1, regulatory (inhibitor) subunit 15A	PPP1R15A	-10.61926323	0.0000154443	0.003910752	chr19q13.2
205920_at	Hs.1194	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	SLC6A6	-10.77665073	0.0000596208	0.00781489	chr3p25-p24
201631_s_at	Hs.76095	immediate early response 3	IER3	-10.93411296	0.0000000800	0.000249235	chr6p21.3
203120_at	Hs.44585	tumor protein p53 binding protein, 2	TP53BP2	-11.17721722	0.0000069116	0.002444633	chr1q42.1
221958_s_at	Hs.297792	putative NFkB activating protein 373	FLJ23091	-11.56297817	0.0000000291	0.000108253	chr1p31.2
219681_s_at	Hs.96125	RAB11 family interacting protein 1 (class I)	RAB11FIP1	-12.88307676	0.0001522081	0.01260838	chr8p11.22
206683_at	Hs.55481	zinc finger protein 165	ZNF165	-13.19701623	0.0004952060	0.023428183	chr6p21.3
202286_s_at	Hs.23582	tumor-associated calcium signal transducer 2	TACSTD2	-13.25380064	0.0000001674	0.00028699	chr1p32-p31
