Rank	GO category	GO term	GO description	Unique id	Annotations	Description	GB acc	UG cluster	Gene symbol	Map Location	Parametric p-value	Geom mean of ratios in class 1	Geom mean of ratios in class 2	Ratio of geom means
509	6928	BP	cell motility	A_23_P27472	Info	ATP1A3; ATPase, Na+/K+ transporting, alpha 3 polypeptide	NM_152296	Hs.380447	ATP1A3	chr19 (47,162,573-47,190,185)	0.1672952	0.579	0.782	0.74
510	6928	BP	cell motility	A_23_P114299	Info	CXCR3; chemokine (C-X-C motif) receptor 3	NM_001504	Hs.198252	CXCR3	chrX (69,702,551-69,705,158)	0.1757145	1.455	1.19	1.223
511	6928	BP	cell motility	A_23_P70060	Info	PPAP2A; phosphatidic acid phosphatase type 2A	NM_176895	Hs.528702	PPAP2A	chr5 (54,619,466-54,846,768)	0.1790518	2.517	1.586	1.587
512	6928	BP	cell motility	A_23_P21976	Info	CSPG4; chondroitin sulfate proteoglycan 4 (melanoma-associated)	NM_001897	Hs.436301	CSPG4	chr15 (73,682,478-73,720,994)	0.1905573	0.499	0.361	1.382
513	6928	BP	cell motility	A_23_P417753	Info	OPHN1; oligophrenin 1	NM_002547	Hs.128824	OPHN1	chrX (66,135,018-66,520,547)	0.1945228	1.534	2.019	0.76
514	6928	BP	cell motility	A_24_P119745	Info	FN1; fibronectin 1	NM_002026	Hs.418138	FN1	chr2 (216,428,128-216,503,335)	0.2074821	1.216	0.561	2.168
515	6928	BP	cell motility	A_23_P138706	Info	ADRA2A; adrenergic, alpha-2A-, receptor	NM_000681	Hs.249159	ADRA2A	chr10 (112,501,508-112,505,247)	0.2462697	3.455	2.047	1.688
516	6928	BP	cell motility	A_23_P19663	Info	CTGF; connective tissue growth factor	NM_001901	Hs.410037	CTGF	chr6 (132,249,385-132,253,111)	0.2645871	2.867	2.06	1.392
517	6928	BP	cell motility	A_23_P148879	Info	ATP1A2; ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	NM_000702	Hs.34114	ATP1A2	chr1 (157,300,962-157,330,367)	0.2667875	1.809	0.848	2.133
518	6928	BP	cell motility	A_23_P118061	Info	CKLF; chemokine-like factor	NM_181641	Hs.15159	CKLF	chr16 (66,362,791-66,376,291)	0.2700413	0.55	0.649	0.847
519	6928	BP	cell motility	A_23_P340698	Info	MMP12; matrix metalloproteinase 12 (macrophage elastase)	NM_002426	Hs.1695	MMP12	chr11 (102,271,180-102,283,460)	0.2723867	1.636	2.587	0.632
520	6928	BP	cell motility	A_32_P210642	Info	EGFL7; EGF-like-domain, multiple 7	NM_016215	Hs.91481	EGFL7	chr9 (134,914,620-134,924,423)	0.2829179	0.572	0.441	1.297
521	6928	BP	cell motility	A_24_P260443	Info	THBS4; thrombospondin 4	NM_003248	Hs.415041	THBS4	chr5 (79,415,064-79,463,187)	0.2891749	4.878	2.97	1.642
522	6928	BP	cell motility	A_23_P123608	Info	JAK2; Janus kinase 2 (a protein tyrosine kinase)	NM_004972	Hs.434374	JAK2	chr9 (4,974,915-5,118,182)	0.30586	2.08	1.598	1.302
523	6928	BP	cell motility	A_23_P49338	Info	TNFRSF12A; tumor necrosis factor receptor superfamily, member 12A	NM_016639	Hs.355899	TNFRSF12A	chr16 (3,070,589-3,072,681)	0.3264765	0.466	0.365	1.277
524	6928	BP	cell motility	A_23_P366376	Info	TDGF1; teratocarcinoma-derived growth factor 1	NM_003212	Hs.385870	TDGF1	chr3 (46,579,733-46,584,549)	0.3323116	0.243	0.281	0.865
525	6928	BP	cell motility	A_24_P85539	Info	FN1; fibronectin 1	U42594	Hs.418138	FN1	chr2 (216,436,934-216,461,893)	0.3430905	0.647	0.44	1.47
526	6928	BP	cell motility	A_24_P215804	Info	CKLF; chemokine-like factor	NM_016326	Hs.15159	CKLF	chr16 (66,362,791-66,376,289)	0.3438221	0.557	0.641	0.869
527	6928	BP	cell motility	A_23_P208126	Info		I_960544		SERPINB5	chr18 (59,293,110-59,321,296)	0.3537389	1.032	1.363	0.757
528	6928	BP	cell motility	A_24_P175519	Info	TXN; thioredoxin	NM_003329	Hs.395309	TXN	chr9 (108,385,928-108,398,792)	0.3555422	0.75	0.933	0.804
529	6928	BP	cell motility	A_23_P202881	Info	FEZ1; fasciculation and elongation protein zeta 1 (zygin I)	NM_005103	Hs.79226	FEZ1	chr11 (124,852,859-124,903,850)	0.3572652	0.429	0.345	1.243
530	6928	BP	cell motility	A_23_P31041	Info	MYLIP; myosin regulatory light chain interacting protein	NM_013262	Hs.443793	MYLIP		0.3619384	0.665	0.765	0.869
531	6928	BP	cell motility	A_23_P206396	Info	CKLF; chemokine-like factor	NM_016951	Hs.15159	CKLF	chr16 (66,362,552-66,376,298)	0.3692396	0.691	0.796	0.868
532	6928	BP	cell motility	A_24_P279203	Info	C16orf3; chromosome 16 open reading frame 3	NM_001481	Hs.431792	GAS8	chr16 (89,831,187-89,853,598)	0.3736593	0.874	1.073	0.815
533	6928	BP	cell motility	A_23_P157580	Info	SDCBP; syndecan binding protein (syntenin)	NM_005625	Hs.164067	SDCBP	chr8 (59,515,689-59,545,380)	0.3740196	1.021	0.809	1.262
534	6928	BP	cell motility	A_23_P1072	Info	ATP1A1; ATPase, Na+/K+ transporting, alpha 1 polypeptide	NM_000701	Hs.371889	ATP1A1	chr1 (116,262,194-116,294,165)	0.3830648	0.881	1.073	0.821
535	6928	BP	cell motility	A_23_P73589	Info	MSN; moesin	NM_002444	Hs.170328	MSN	chrX (63,754,280-63,828,589)	0.3839595	0.841	0.651	1.292
536	6928	BP	cell motility	A_24_P319364	Info	F11R; F11 receptor	NM_144503	Hs.506845	F11R	chr1 (158,182,777-158,207,803)	0.4020877	2.11	2.795	0.755
537	6928	BP	cell motility	A_23_P78867	Info	RYR1; ryanodine receptor 1 (skeletal)	NM_000540	Hs.195101	RYR1	chr19 (43,616,180-43,770,012)	0.4070131	1.205	1.684	0.716
538	6928	BP	cell motility	A_23_P94501	Info	ANXA1; annexin A1	NM_000700	Hs.287558	ANXA1	chr9 (71,223,744-71,242,482)	0.4102023	1.68	1.128	1.489
539	6928	BP	cell motility	A_24_P319369	Info	F11R; F11 receptor	NM_144503	Hs.506845	F11R	chr1 (158,182,777-158,207,803)	0.4201701	1.347	1.708	0.789
540	6928	BP	cell motility	A_24_P408704	Info	DOCK2; dedicator of cytokinesis 2	NM_004946	Hs.17211	DOCK2	chr5 (169,045,188-169,491,508)	0.4459229	0.887	0.779	1.139
541	6928	BP	cell motility	A_24_P398572	Info	IGF1; insulin-like growth factor 1 (somatomedin C)	NM_000618	Hs.308053	IGF1	chr12 (101,297,970-101,376,811)	0.4624848	7.539	11.126	0.678
542	6928	BP	cell motility	A_23_P347632	Info	MTSS1; metastasis suppressor 1	NM_014751	Hs.77694	MTSS1	chr8 (125,519,618-125,697,295) chr8 (125,519,619-125,528,429)	0.4630633	2.159	2.679	0.806
543	6928	BP	cell motility	A_23_P60248	Info	TXN; thioredoxin	NM_003329	Hs.395309	TXN	chr9 (108,385,928-108,398,792)	0.4718853	0.649	0.758	0.856
544	6928	BP	cell motility	A_23_P167096	Info	VEGFC; vascular endothelial growth factor C	NM_005429	Hs.79141	VEGFC	chr4 (178,300,572-178,409,785)	0.4859438	0.59	0.52	1.135
545	6928	BP	cell motility	A_23_P13382	Info	LSP1; lymphocyte-specific protein 1	NM_002339	Hs.56729	LSP1	chr11 (1,838,500-1,877,843)	0.4904238	1.64	1.376	1.192
546	6928	BP	cell motility	A_24_P303091	Info	CXCL10; chemokine (C-X-C motif) ligand 10	NM_001565	Hs.413924	CXCL10	chr4 (77,400,659-77,403,272)	0.4937422	6.72	5.099	1.318
547	6928	BP	cell motility	A_23_P152838	Info	CCL5; chemokine (C-C motif) ligand 5	NM_002985	Hs.489044	CCL5	chr17 (34,343,995-34,353,050)	0.4948769	2.533	2.146	1.18
548	6928	BP	cell motility	A_23_P140427	Info	EVL; Enah/Vasp-like	NM_016337	Hs.241471	EVL	chr14 (98,521,703-98,600,615)	0.5006602	1.152	0.961	1.199
549	6928	BP	cell motility	A_23_P103522	Info	SELL; selectin L (lymphocyte adhesion molecule 1)	BC020758	Hs.82848	SELL	chr1 (166,847,176-166,868,219)	0.5056104	1.827	1.484	1.231
550	6928	BP	cell motility	A_24_P135322	Info	NRP1; neuropilin 1	BC007533	Hs.173548	NRP1	chr10 (33,470,413-33,627,604)	0.5171928	1.17	0.976	1.199
551	6928	BP	cell motility	A_23_P73593	Info	MSN; moesin	NM_002444	Hs.170328	MSN	chrX (63,754,280-63,828,589)	0.5342585	0.993	0.88	1.128
552	6928	BP	cell motility	A_23_P122724	Info	VNN2; vanin 2	NM_004665	Hs.293130	VNN2	chr6 (133,045,573-133,059,661)	0.5504561	2.155	1.876	1.149
553	6928	BP	cell motility	A_24_P941441	Info	GNA13; guanine nucleotide binding protein (G protein), alpha 13	NM_006572	Hs.9691	GNA13	chr17 (63,555,478-63,602,952)	0.6173878	0.81	0.743	1.09
554	6928	BP	cell motility	A_23_P141005	Info	AMFR; autocrine motility factor receptor	NM_001144	Hs.295137	AMFR	chr16 (56,170,850-56,234,745)	0.6592715	1.027	0.928	1.107
555	6928	BP	cell motility	A_24_P135444	Info	AMFR; autocrine motility factor receptor	NM_001144	Hs.295137	AMFR	chr16 (56,170,850-56,234,745)	0.6722753	1.014	0.938	1.081
556	6928	BP	cell motility	A_23_P96568	Info	FLNA; filamin A, alpha (actin binding protein 280)	NM_001456	Hs.195464	FLNA	chrX (152,044,801-152,070,827)	0.6726809	0.528	0.582	0.907
557	6928	BP	cell motility	A_23_P329573	Info	ITGB2; integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	NM_000211	Hs.375957	ITGB2	chr21 (45,162,056-45,204,835)	0.6817425	7.302	6.414	1.138
558	6928	BP	cell motility	A_23_P373017	Info	CCL3; chemokine (C-C motif) ligand 3	NM_002983	Hs.73817	CCL3	chr17 (34,561,109-34,563,060)	0.6930081	3.21	2.903	1.106
559	6928	BP	cell motility	A_23_P37727	Info	CX3CL1; chemokine (C-X3-C motif) ligand 1	NM_002996	Hs.80420	CX3CL1	chr16 (57,181,772-57,194,360)	0.6942494	2.266	2.719	0.833
560	6928	BP	cell motility	A_23_P160377	Info	DNALI1; dynein, axonemal, light intermediate polypeptide 1	NM_003462	Hs.406050	DNALI1	chr1 (37,450,182-37,489,230)	0.6989184	2.458	2.053	1.197
561	6928	BP	cell motility	A_23_P306203	Info	SAA2; serum amyloid A2	NM_030754	Hs.1955	SAA2	chr11 (18,231,078-18,234,526)	0.7546869	11.836	10.178	1.163
562	6928	BP	cell motility	A_23_P16469	Info	PLAUR; plasminogen activator, urokinase receptor	NM_002659	Hs.179657	PLAUR	chr19 (48,844,561-48,866,539)	0.7604096	0.589	0.55	1.071
563	6928	BP	cell motility	A_23_P307940	Info	CAPZA2; capping protein (actin filament) muscle Z-line, alpha 2	NM_006136	Hs.369579	CAPZA2	chr7 (116,057,064-116,113,902)	0.7737109	0.844	0.891	0.947
564	6928	BP	cell motility	A_23_P206212	Info	THBS1; thrombospondin 1	X04665	Hs.164226	THBS1	chr15 (37,589,186-37,605,723)	0.8021483	2.414	2.55	0.947
565	6928	BP	cell motility	A_23_P76364	Info	CD9; CD9 antigen (p24)	NM_001769	Hs.387579	CD9	chr12 (6,179,757-6,217,740)	0.8074901	1.072	1.161	0.923
566	6928	BP	cell motility	A_23_P207564	Info	CCL4; chemokine (C-C motif) ligand 4	NM_002984	Hs.75703	CCL4	chr17 (34,576,632-34,578,623)	0.808628	4.854	4.483	1.083
567	6928	BP	cell motility	A_23_P429950	Info	KAL1; Kallmann syndrome 1 sequence	NM_000216	Hs.380850	KAL1	chrX (7,908,249-8,111,645)	0.8257956	1.713	1.801	0.951
568	6928	BP	cell motility	A_23_P132718	Info	SEMA3B; sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	NM_004636	Hs.82222	SEMA3B	chr3 (50,264,009-50,273,996)	0.846466	0.374	0.35	1.069
569	6928	BP	cell motility	A_24_P234921	Info	CCR6; chemokine (C-C motif) receptor 6	NM_031409	Hs.46468	CCR6	chr6 (167,445,545-167,462,472)	0.8547459	1.285	1.233	1.042
570	6928	BP	cell motility	A_23_P7313	Info	SPP1; secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	NM_000582	Hs.313	SPP1	chr4 (89,355,218-89,362,958)	0.8752571	1.431	1.639	0.873
571	6928	BP	cell motility	A_24_P231513	Info	ACTR3; ARP3 actin-related protein 3 homolog (yeast)	NM_005721	Hs.433512	ACTR3	chr2 (114,742,682-114,811,574)	0.8883217	1.285	1.251	1.027
572	6928	BP	cell motility	A_23_P27795	Info	SPINT2; serine protease inhibitor, Kunitz type, 2	NM_021102	Hs.31439	SPINT2	chr19 (43,446,782-43,474,948)	0.8917967	3.622	3.852	0.94
573	6928	BP	cell motility	A_24_P105771	Info	ACTR3; ARP3 actin-related protein 3 homolog (yeast)	NM_005721	Hs.433512	ACTR3	chr2 (114,742,682-114,811,574)	0.898271	1.236	1.266	0.976
574	6928	BP	cell motility	A_23_P67391	Info	KPTN; kaptin (actin binding protein)	NM_007059	Hs.25441	KPTN	chr19 (52,670,209-52,679,314)	0.9193935	0.654	0.664	0.985
575	6928	BP	cell motility	A_23_P89780	Info	LAMA3; laminin, alpha 3	NM_000227	Hs.83450	LAMA3	chr18 (19,704,977-19,787,022)	0.9404808	1.775	1.741	1.02
576	6928	BP	cell motility	A_24_P79403	Info	PF4; platelet factor 4 (chemokine (C-X-C motif) ligand 4)	NM_002619	Hs.81564	PF4	chr4 (75,313,041-75,314,093)	0.9714157	1.405	1.423	0.987
577	40011	BP	locomotion	A_23_P14798	Info	NEO1; neogenin homolog 1 (chicken)	NM_002499	Hs.388613	NEO1	chr15 (71,060,692-71,311,903)	0.0122176	0.822	1.19	0.691
578	40011	BP	locomotion	A_23_P121533	Info	SPON2; spondin 2, extracellular matrix protein	NM_012445	Hs.435953	SPON2	chr4 (1,150,544-1,156,831)	0.0162924	5.012	2.083	2.406
579	40011	BP	locomotion	A_23_P213562	Info	F2R; coagulation factor II (thrombin) receptor	NM_001992	Hs.128087	F2R	chr5 (76,095,824-76,115,667)	0.0176519	0.863	0.553	1.561
580	40011	BP	locomotion	A_23_P215461	Info	LIMK1; LIM domain kinase 1	NM_002314	Hs.36566	LIMK1	chr7 (72,910,253-72,949,038)	0.0294524	2.155	1.409	1.529
581	40011	BP	locomotion	A_23_P252471	Info	PECAM1; platelet/endothelial cell adhesion molecule (CD31 antigen)	NM_000442	Hs.78146	PECAM1	chr17 (62,873,201-62,937,382)	0.0328886	19.854	12.559	1.581
582	40011	BP	locomotion	A_23_P144348	Info	SLIT2; slit homolog 2 (Drosophila)	NM_004787	Hs.29802	SLIT2	chr4 (20,005,704-20,371,676)	0.0503232	4.456	2.35	1.896
583	40011	BP	locomotion	A_23_P210763	Info	JAG1; jagged 1 (Alagille syndrome)	NM_000214	Hs.409202	JAG1	chr20 (10,613,332-10,649,755)	0.0743507	2.055	1.279	1.607
584	40011	BP	locomotion	A_24_P116805	Info	STAT3; signal transducer and activator of transcription 3 (acute-phase response factor)	BC000627	Hs.421342	STAT3	chr17 (40,838,503-40,913,688)	0.0759483	0.859	1.112	0.772
585	40011	BP	locomotion	A_23_P502312	Info	CD97; CD97 antigen	NM_078481	Hs.3107	CD97	chr19 (14,353,182-14,380,533)	0.1006393	0.874	0.629	1.39
586	40011	BP	locomotion	A_23_P70719	Info	LAMA2; laminin, alpha 2 (merosin, congenital muscular dystrophy)	NM_000426	Hs.445120	LAMA2	chr6 (129,184,912-129,818,286)	0.1168695	2.039	1.456	1.4
587	40011	BP	locomotion	A_23_P133656	Info	LAMA4; laminin, alpha 4	NM_002290	Hs.437536	LAMA4	chr6 (112,475,526-112,621,372)	0.1595078	2.235	1.324	1.688
588	40011	BP	locomotion	A_24_P252945	Info	BLR1; Burkitt lymphoma receptor 1, GTP binding protein (chemokine (C-X-C motif) receptor 5)	NM_032966	Hs.113916	BLR1	chr11 (118,292,213-118,316,969)	0.1620577	2.831	1.814	1.561
589	40011	BP	locomotion	A_23_P27472	Info	ATP1A3; ATPase, Na+/K+ transporting, alpha 3 polypeptide	NM_152296	Hs.380447	ATP1A3	chr19 (47,162,573-47,190,185)	0.1672952	0.579	0.782	0.74
590	40011	BP	locomotion	A_23_P114299	Info	CXCR3; chemokine (C-X-C motif) receptor 3	NM_001504	Hs.198252	CXCR3	chrX (69,702,551-69,705,158)	0.1757145	1.455	1.19	1.223
591	40011	BP	locomotion	A_23_P70060	Info	PPAP2A; phosphatidic acid phosphatase type 2A	NM_176895	Hs.528702	PPAP2A	chr5 (54,619,466-54,846,768)	0.1790518	2.517	1.586	1.587
592	40011	BP	locomotion	A_23_P21976	Info	CSPG4; chondroitin sulfate proteoglycan 4 (melanoma-associated)	NM_001897	Hs.436301	CSPG4	chr15 (73,682,478-73,720,994)	0.1905573	0.499	0.361	1.382
593	40011	BP	locomotion	A_23_P417753	Info	OPHN1; oligophrenin 1	NM_002547	Hs.128824	OPHN1	chrX (66,135,018-66,520,547)	0.1945228	1.534	2.019	0.76
594	40011	BP	locomotion	A_24_P119745	Info	FN1; fibronectin 1	NM_002026	Hs.418138	FN1	chr2 (216,428,128-216,503,335)	0.2074821	1.216	0.561	2.168
595	40011	BP	locomotion	A_23_P138706	Info	ADRA2A; adrenergic, alpha-2A-, receptor	NM_000681	Hs.249159	ADRA2A	chr10 (112,501,508-112,505,247)	0.2462697	3.455	2.047	1.688
596	40011	BP	locomotion	A_23_P19663	Info	CTGF; connective tissue growth factor	NM_001901	Hs.410037	CTGF	chr6 (132,249,385-132,253,111)	0.2645871	2.867	2.06	1.392
597	40011	BP	locomotion	A_23_P148879	Info	ATP1A2; ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	NM_000702	Hs.34114	ATP1A2	chr1 (157,300,962-157,330,367)	0.2667875	1.809	0.848	2.133
598	40011	BP	locomotion	A_23_P118061	Info	CKLF; chemokine-like factor	NM_181641	Hs.15159	CKLF	chr16 (66,362,791-66,376,291)	0.2700413	0.55	0.649	0.847
599	40011	BP	locomotion	A_23_P340698	Info	MMP12; matrix metalloproteinase 12 (macrophage elastase)	NM_002426	Hs.1695	MMP12	chr11 (102,271,180-102,283,460)	0.2723867	1.636	2.587	0.632
600	40011	BP	locomotion	A_32_P210642	Info	EGFL7; EGF-like-domain, multiple 7	NM_016215	Hs.91481	EGFL7	chr9 (134,914,620-134,924,423)	0.2829179	0.572	0.441	1.297
601	40011	BP	locomotion	A_24_P260443	Info	THBS4; thrombospondin 4	NM_003248	Hs.415041	THBS4	chr5 (79,415,064-79,463,187)	0.2891749	4.878	2.97	1.642
602	40011	BP	locomotion	A_23_P123608	Info	JAK2; Janus kinase 2 (a protein tyrosine kinase)	NM_004972	Hs.434374	JAK2	chr9 (4,974,915-5,118,182)	0.30586	2.08	1.598	1.302
603	40011	BP	locomotion	A_23_P49338	Info	TNFRSF12A; tumor necrosis factor receptor superfamily, member 12A	NM_016639	Hs.355899	TNFRSF12A	chr16 (3,070,589-3,072,681)	0.3264765	0.466	0.365	1.277
604	40011	BP	locomotion	A_23_P366376	Info	TDGF1; teratocarcinoma-derived growth factor 1	NM_003212	Hs.385870	TDGF1	chr3 (46,579,733-46,584,549)	0.3323116	0.243	0.281	0.865
605	40011	BP	locomotion	A_24_P85539	Info	FN1; fibronectin 1	U42594	Hs.418138	FN1	chr2 (216,436,934-216,461,893)	0.3430905	0.647	0.44	1.47
606	40011	BP	locomotion	A_24_P215804	Info	CKLF; chemokine-like factor	NM_016326	Hs.15159	CKLF	chr16 (66,362,791-66,376,289)	0.3438221	0.557	0.641	0.869
607	40011	BP	locomotion	A_23_P208126	Info		I_960544		SERPINB5	chr18 (59,293,110-59,321,296)	0.3537389	1.032	1.363	0.757
608	40011	BP	locomotion	A_24_P175519	Info	TXN; thioredoxin	NM_003329	Hs.395309	TXN	chr9 (108,385,928-108,398,792)	0.3555422	0.75	0.933	0.804
609	40011	BP	locomotion	A_23_P202881	Info	FEZ1; fasciculation and elongation protein zeta 1 (zygin I)	NM_005103	Hs.79226	FEZ1	chr11 (124,852,859-124,903,850)	0.3572652	0.429	0.345	1.243
610	40011	BP	locomotion	A_23_P31041	Info	MYLIP; myosin regulatory light chain interacting protein	NM_013262	Hs.443793	MYLIP		0.3619384	0.665	0.765	0.869
611	40011	BP	locomotion	A_23_P206396	Info	CKLF; chemokine-like factor	NM_016951	Hs.15159	CKLF	chr16 (66,362,552-66,376,298)	0.3692396	0.691	0.796	0.868
612	40011	BP	locomotion	A_24_P279203	Info	C16orf3; chromosome 16 open reading frame 3	NM_001481	Hs.431792	GAS8	chr16 (89,831,187-89,853,598)	0.3736593	0.874	1.073	0.815
613	40011	BP	locomotion	A_23_P157580	Info	SDCBP; syndecan binding protein (syntenin)	NM_005625	Hs.164067	SDCBP	chr8 (59,515,689-59,545,380)	0.3740196	1.021	0.809	1.262
614	40011	BP	locomotion	A_23_P1072	Info	ATP1A1; ATPase, Na+/K+ transporting, alpha 1 polypeptide	NM_000701	Hs.371889	ATP1A1	chr1 (116,262,194-116,294,165)	0.3830648	0.881	1.073	0.821
615	40011	BP	locomotion	A_23_P73589	Info	MSN; moesin	NM_002444	Hs.170328	MSN	chrX (63,754,280-63,828,589)	0.3839595	0.841	0.651	1.292
616	40011	BP	locomotion	A_24_P319364	Info	F11R; F11 receptor	NM_144503	Hs.506845	F11R	chr1 (158,182,777-158,207,803)	0.4020877	2.11	2.795	0.755
617	40011	BP	locomotion	A_23_P78867	Info	RYR1; ryanodine receptor 1 (skeletal)	NM_000540	Hs.195101	RYR1	chr19 (43,616,180-43,770,012)	0.4070131	1.205	1.684	0.716
618	40011	BP	locomotion	A_23_P94501	Info	ANXA1; annexin A1	NM_000700	Hs.287558	ANXA1	chr9 (71,223,744-71,242,482)	0.4102023	1.68	1.128	1.489
619	40011	BP	locomotion	A_24_P319369	Info	F11R; F11 receptor	NM_144503	Hs.506845	F11R	chr1 (158,182,777-158,207,803)	0.4201701	1.347	1.708	0.789
620	40011	BP	locomotion	A_24_P408704	Info	DOCK2; dedicator of cytokinesis 2	NM_004946	Hs.17211	DOCK2	chr5 (169,045,188-169,491,508)	0.4459229	0.887	0.779	1.139
621	40011	BP	locomotion	A_24_P398572	Info	IGF1; insulin-like growth factor 1 (somatomedin C)	NM_000618	Hs.308053	IGF1	chr12 (101,297,970-101,376,811)	0.4624848	7.539	11.126	0.678
622	40011	BP	locomotion	A_23_P347632	Info	MTSS1; metastasis suppressor 1	NM_014751	Hs.77694	MTSS1	chr8 (125,519,618-125,697,295) chr8 (125,519,619-125,528,429)	0.4630633	2.159	2.679	0.806
623	40011	BP	locomotion	A_23_P60248	Info	TXN; thioredoxin	NM_003329	Hs.395309	TXN	chr9 (108,385,928-108,398,792)	0.4718853	0.649	0.758	0.856
624	40011	BP	locomotion	A_23_P167096	Info	VEGFC; vascular endothelial growth factor C	NM_005429	Hs.79141	VEGFC	chr4 (178,300,572-178,409,785)	0.4859438	0.59	0.52	1.135
625	40011	BP	locomotion	A_23_P13382	Info	LSP1; lymphocyte-specific protein 1	NM_002339	Hs.56729	LSP1	chr11 (1,838,500-1,877,843)	0.4904238	1.64	1.376	1.192
626	40011	BP	locomotion	A_24_P303091	Info	CXCL10; chemokine (C-X-C motif) ligand 10	NM_001565	Hs.413924	CXCL10	chr4 (77,400,659-77,403,272)	0.4937422	6.72	5.099	1.318
627	40011	BP	locomotion	A_23_P152838	Info	CCL5; chemokine (C-C motif) ligand 5	NM_002985	Hs.489044	CCL5	chr17 (34,343,995-34,353,050)	0.4948769	2.533	2.146	1.18
628	40011	BP	locomotion	A_23_P140427	Info	EVL; Enah/Vasp-like	NM_016337	Hs.241471	EVL	chr14 (98,521,703-98,600,615)	0.5006602	1.152	0.961	1.199
629	40011	BP	locomotion	A_23_P103522	Info	SELL; selectin L (lymphocyte adhesion molecule 1)	BC020758	Hs.82848	SELL	chr1 (166,847,176-166,868,219)	0.5056104	1.827	1.484	1.231
630	40011	BP	locomotion	A_24_P135322	Info	NRP1; neuropilin 1	BC007533	Hs.173548	NRP1	chr10 (33,470,413-33,627,604)	0.5171928	1.17	0.976	1.199
631	40011	BP	locomotion	A_23_P73593	Info	MSN; moesin	NM_002444	Hs.170328	MSN	chrX (63,754,280-63,828,589)	0.5342585	0.993	0.88	1.128
632	40011	BP	locomotion	A_23_P122724	Info	VNN2; vanin 2	NM_004665	Hs.293130	VNN2	chr6 (133,045,573-133,059,661)	0.5504561	2.155	1.876	1.149
633	40011	BP	locomotion	A_24_P941441	Info	GNA13; guanine nucleotide binding protein (G protein), alpha 13	NM_006572	Hs.9691	GNA13	chr17 (63,555,478-63,602,952)	0.6173878	0.81	0.743	1.09
634	40011	BP	locomotion	A_23_P141005	Info	AMFR; autocrine motility factor receptor	NM_001144	Hs.295137	AMFR	chr16 (56,170,850-56,234,745)	0.6592715	1.027	0.928	1.107
635	40011	BP	locomotion	A_24_P135444	Info	AMFR; autocrine motility factor receptor	NM_001144	Hs.295137	AMFR	chr16 (56,170,850-56,234,745)	0.6722753	1.014	0.938	1.081
636	40011	BP	locomotion	A_23_P96568	Info	FLNA; filamin A, alpha (actin binding protein 280)	NM_001456	Hs.195464	FLNA	chrX (152,044,801-152,070,827)	0.6726809	0.528	0.582	0.907
637	40011	BP	locomotion	A_23_P329573	Info	ITGB2; integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	NM_000211	Hs.375957	ITGB2	chr21 (45,162,056-45,204,835)	0.6817425	7.302	6.414	1.138
638	40011	BP	locomotion	A_23_P373017	Info	CCL3; chemokine (C-C motif) ligand 3	NM_002983	Hs.73817	CCL3	chr17 (34,561,109-34,563,060)	0.6930081	3.21	2.903	1.106
639	40011	BP	locomotion	A_23_P37727	Info	CX3CL1; chemokine (C-X3-C motif) ligand 1	NM_002996	Hs.80420	CX3CL1	chr16 (57,181,772-57,194,360)	0.6942494	2.266	2.719	0.833
640	40011	BP	locomotion	A_23_P160377	Info	DNALI1; dynein, axonemal, light intermediate polypeptide 1	NM_003462	Hs.406050	DNALI1	chr1 (37,450,182-37,489,230)	0.6989184	2.458	2.053	1.197
641	40011	BP	locomotion	A_23_P306203	Info	SAA2; serum amyloid A2	NM_030754	Hs.1955	SAA2	chr11 (18,231,078-18,234,526)	0.7546869	11.836	10.178	1.163
642	40011	BP	locomotion	A_23_P16469	Info	PLAUR; plasminogen activator, urokinase receptor	NM_002659	Hs.179657	PLAUR	chr19 (48,844,561-48,866,539)	0.7604096	0.589	0.55	1.071
643	40011	BP	locomotion	A_23_P307940	Info	CAPZA2; capping protein (actin filament) muscle Z-line, alpha 2	NM_006136	Hs.369579	CAPZA2	chr7 (116,057,064-116,113,902)	0.7737109	0.844	0.891	0.947
644	40011	BP	locomotion	A_23_P206212	Info	THBS1; thrombospondin 1	X04665	Hs.164226	THBS1	chr15 (37,589,186-37,605,723)	0.8021483	2.414	2.55	0.947
645	40011	BP	locomotion	A_23_P76364	Info	CD9; CD9 antigen (p24)	NM_001769	Hs.387579	CD9	chr12 (6,179,757-6,217,740)	0.8074901	1.072	1.161	0.923
646	40011	BP	locomotion	A_23_P207564	Info	CCL4; chemokine (C-C motif) ligand 4	NM_002984	Hs.75703	CCL4	chr17 (34,576,632-34,578,623)	0.808628	4.854	4.483	1.083
647	40011	BP	locomotion	A_23_P429950	Info	KAL1; Kallmann syndrome 1 sequence	NM_000216	Hs.380850	KAL1	chrX (7,908,249-8,111,645)	0.8257956	1.713	1.801	0.951
