Affymetrix ID	Symbol	Gene Name	Fold difference	P.Value
1429106_at	4921509J17Rik	RIKEN cDNA 4921509J17 gene	-1.8	0.039341824
1447602_x_at	Sulf2	sulfatase 2	-1.8	0.029512274
1456629_at	D17Ertd288e	DNA segment, Chr 17, ERATO Doi 288, expressed	-1.8	0.007795043
1458374_at	C79407	expressed sequence C79407	-1.8	0.005916134
1418712_at	Cdc42ep5	CDC42 effector protein (Rho GTPase binding) 5	-1.8	0.01489403
1447694_x_at	Neo1	neogenin	-1.8	0.02760282
1419659_s_at	Chic2	cysteine-rich hydrophobic domain 2	-1.8	0.000773752
1437309_a_at	Rpa1	replication protein A1	-1.8	0.034570597
1431038_at	Itih5	inter-alpha (globulin) inhibitor H5	-1.8	0.020746225
1452011_a_at	Uxs1	UDP-glucuronate decarboxylase 1	-1.8	0.009611792
1456063_at	---	---	-1.8	0.04645244
1438352_at	---	---	-1.8	0.037306409
1418216_at	Ggtla1	gamma-glutamyltransferase-like activity 1	-1.8	0.007000656
1426369_at	3732409C05Rik	RIKEN cDNA 3732409C05 gene	-1.8	0.046515712
1437142_a_at	Pigo	phosphatidylinositol glycan, class O	-1.8	0.007438385
1450058_at	Asph	aspartate-beta-hydroxylase	-1.8	0.008091314
1448878_at	Mxd3	Max dimerization protein 3	-1.8	0.045107385
1442347_at	AI848122	expressed sequence AI848122	-1.8	0.000675661
1429868_at	1700020N01Rik	RIKEN cDNA 1700020N01 gene	-1.8	0.020017058
1428249_at	Pygo2	pygopus 2	-1.8	0.038961482
1419354_at	Klf7	Kruppel-like factor 7 (ubiquitous)	-1.8	0.001967186
1418479_at	Vps54	vacuolar protein sorting 54 (yeast)	-1.8	0.000331182
1417175_at	Csnk1e	casein kinase 1, epsilon	-1.8	0.002290712
1421402_at	Mta3	metastasis associated 3	-1.8	0.00785914
1460004_x_at	Stx6	syntaxin 6	-1.8	0.000830092
1443785_x_at	---	---	-1.8	0.030393791
1426236_a_at	Glul	glutamate-ammonia ligase (glutamine synthase)	-1.8	0.009451302
1427358_a_at	Dapk1	death associated protein kinase 1	-1.8	0.021231239
1418071_s_at	Cdyl	chromodomain protein, Y chromosome-like	-1.8	0.001997036
1434153_at	Shb	src homology 2 domain-containing transforming protein B	-1.8	0.004617319
1444254_at	9930017A07Rik	RIKEN cDNA 9930017A07 gene	-1.8	0.033671984
1442003_at	---	---	-1.8	0.005854482
1453381_at	C030033M12Rik	RIKEN cDNA C030033M12 gene	-1.8	0.006667376
1429261_at	---	---	-1.8	0.016394599
1435334_at	Ttc7	tetratricopeptide repeat domain 7	-1.8	0.03448622
1455871_s_at	Tax1bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3	-1.8	0.008020966
1443051_at	---	---	-1.8	0.003395975
1428071_at	1110038D17Rik	RIKEN cDNA 1110038D17 gene	-1.8	0.01987383
1425177_at	Shmt1	serine hydroxymethyl transferase 1 (soluble)	-1.8	0.015670813
1455227_at	B230106I24Rik	RIKEN cDNA B230106I24 gene	-1.8	0.000430247
1451132_at	Pbxip1	pre-B-cell leukemia transcription factor interacting protein 1	-1.8	0.043905917
1457252_x_at	Pld2	phospholipase D2	-1.8	0.002250265
1430257_at	Card11	caspase recruitment domain family, member 11	-1.8	0.016388597
1428493_at	2610511M17Rik	RIKEN cDNA 2610511M17 gene	-1.8	0.026984584
1420959_at	Asph	aspartate-beta-hydroxylase	-1.8	0.000377147
1436723_at	Fshprh1	FSH primary response 1	-1.8	0.027687383
1417114_at	Gcl	germ cell-less homolog (Drosophila)	-1.8	0.002987563
1428254_at	Purb	purine rich element binding protein B	-1.9	0.00750375
1452823_at	Gstk1	glutathione S-transferase kappa 1	-1.9	0.001213961
1421632_at	Kcnn3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	-1.9	0.002612618
1449229_a_at	Cdkl2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	-1.9	0.013814477
1417321_at	Zcchc7	zinc finger, CCHC domain containing 7	-1.9	0.005816337
1443870_at	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	-1.9	0.003001823
1444546_at	BC027057	cDNA sequence BC027057	-1.9	0.04848399
1436049_at	Mettl3	methyltransferase-like 3	-1.9	0.001019537
1418337_at	Rpia	ribose 5-phosphate isomerase A	-1.9	0.000347466
1455739_at	6430704N06	hypothetical protein 6430704N06	-1.9	0.029417749
1458820_at	---	---	-1.9	0.038494771
1435889_at	Mark2	MAP/microtubule affinity-regulating kinase 2	-1.9	0.004416551
1439959_at	Fgf11	fibroblast growth factor 11	-1.9	0.007134989
1415878_at	Rrm1	ribonucleotide reductase M1	-1.9	0.005727924
1448627_s_at	Pbk	PDZ binding kinase	-1.9	0.025264785
1456307_s_at	Adcy7	adenylate cyclase 7	-1.9	0.013399932
1444626_at	---	---	-1.9	0.01522634
1448919_at	1110055L24Rik	RIKEN cDNA 1110055L24 gene	-1.9	0.001021358
1437113_s_at	Pld1	phospholipase D1	-1.9	0.002080015
1419169_at	Mapk6	mitogen-activated protein kinase 6	-1.9	0.00190025
1428029_a_at	H2afv	H2A histone family, member V	-1.9	0.003626393
1442145_at	---	gene model 542, (NCBI)	-1.9	0.001270372
1417162_at	2310061B02Rik	RIKEN cDNA 2310061B02 gene	-1.9	0.00018237
1437370_at	Sgol2	shugoshin-like 2 (S. pombe)	-1.9	0.001546157
1442590_at	---	---	-1.9	0.016213683
1418295_s_at	Dgat1	diacylglycerol O-acyltransferase 1	-1.9	0.03979804
1433943_at	BC063749	cDNA sequence BC063749	-1.9	0.042622999
1439113_at	---	---	-1.9	0.023155771
1431143_x_at	Amid	apoptosis-inducing factor (AIF)-like mitochondrion-associated inducer of death	-1.9	0.021107826
1455134_at	D730040F13Rik	RIKEN cDNA D730040F13 gene	-1.9	0.000977498
1428650_at	Tns	tensin	-1.9	0.021498567
1418325_at	Sephs2	selenophosphate synthetase 2	-1.9	0.010056664
1423796_at	---	---	-1.9	0.040626438
1419829_a_at	---	---	-1.9	0.000118114
1435378_at	2210020M01Rik	RIKEN cDNA 2210020M01 gene	-1.9	0.000399426
1449278_at	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3	-1.9	0.006373954
1424413_at	Ogfrl1	opioid growth factor receptor-like 1	-1.9	0.01567219
1451237_s_at	Rbm7	RNA binding motif protein 7	-1.9	0.013730314
1450479_x_at	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	-1.9	0.014129739
1435556_at	---	gene model 1244, (NCBI)	-1.9	0.00073979
1458302_at	---	---	-1.9	0.032717815
1435469_at	Qscn6l1	quiescin Q6-like 1	-1.9	0.000415355
1434432_at	Lig3	ligase III, DNA, ATP-dependent	-1.9	0.001963286
1417391_a_at	Il16	interleukin 16	-1.9	0.011275472
1425129_a_at	Taldo1	transaldolase 1	-1.9	0.001836607
1423275_at	Ddx26	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26	-1.9	0.000114385
1418154_at	BC004022	cDNA sequence BC004022	-1.9	0.000731076
1430214_a_at	2610020H08Rik	RIKEN cDNA 2610020H08 gene	-1.9	0.001064034
1418594_a_at	Ncoa1	nuclear receptor coactivator 1	-1.9	0.003383507
1455437_at	BC033915	cDNA sequence BC033915	-1.9	0.001665524
1448487_at	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	-1.9	0.008681978
1420004_s_at	Pom121	nuclear pore membrane protein 121	-1.9	0.00302904
1419270_a_at	Dutp	deoxyuridine triphosphatase	-1.9	0.010236434
1433885_at	A630053O10	hypothetical protein A630053O10	-1.9	0.037394252
1439859_at	9630033F20Rik	RIKEN cDNA 9630033F20 gene	-1.9	0.006757907
1416875_at	Parvg	parvin, gamma	-1.9	0.001142147
1460273_a_at	Birc1b	baculoviral IAP repeat-containing 1b	-1.9	0.000202299
1457672_at	Chd9	chromodomain helicase DNA binding protein 9	-1.9	0.001249662
1420171_s_at	Myh9	myosin heavy chain IX	-1.9	0.007963754
1417307_at	Dmd	dystrophin, muscular dystrophy	-1.9	0.001636744
1448404_at	Scamp2	secretory carrier membrane protein 2	-1.9	0.005873793
1455244_at	Daam1	dishevelled associated activator of morphogenesis 1	-1.9	0.000685803
1420655_at	Adpn	adiponutrin	-1.9	0.007683112
1431055_a_at	Snx10	sorting nexin 10	-1.9	0.000692528
1454937_at	B630005N14Rik	RIKEN cDNA B630005N14 gene	-1.9	0.023034408
1417329_at	Slc23a2	solute carrier family 23 (nucleobase transporters), member 2	-1.9	6.16E-05
1418100_at	A030009H04Rik	RIKEN cDNA A030009H04 gene	-1.9	0.006012947
1435937_at	Sptlc2	serine palmitoyltransferase, long chain base subunit 2	-1.9	0.001388387
1435315_s_at	3732409C05Rik	RIKEN cDNA 3732409C05 gene	-1.9	0.007696698
1448547_at	Rassf3	Ras association (RalGDS/AF-6) domain family 3	-1.9	0.024513992
1459042_at	Rims3	regulating synaptic membrane exocytosis 3	-1.9	0.049655779
1449010_at	Osp94	osmotic stress protein	-1.9	0.005776963
1433991_x_at	Dbi	diazepam binding inhibitor	-1.9	0.000337211
1416544_at	Ezh2	enhancer of zeste homolog 2 (Drosophila)	-1.9	0.018494593
1436725_at	E130306D19Rik	RIKEN cDNA E130306D19 gene	-1.9	0.000406543
1437716_x_at	Kif22	kinesin family member 22	-1.9	0.032279849
1419554_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-1.9	0.000998728
1420630_at	8430419L09Rik	RIKEN cDNA 8430419L09 gene	-1.9	5.45E-05
1451362_at	Rab7l1	RAB7, member RAS oncogene family-like 1	-1.9	0.000662156
1455488_at	6230416J20Rik	RIKEN cDNA 6230416J20 gene	-1.9	0.02087684
1436186_at	4432406C08Rik	RIKEN cDNA 4432406C08 gene	-1.9	0.015479518
1439495_at	---	---	-2	0.006149219
1437626_at	Zfp36l2	zinc finger protein 36, C3H type-like 2	-2	0.006554985
1429270_a_at	1700013H19Rik	RIKEN cDNA 1700013H19 gene	-2	0.008320867
1437133_x_at	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	-2	0.001017673
1419552_at	Echdc1	enoyl Coenzyme A hydratase domain containing 1	-2	0.00151437
1455103_at	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	-2	3.54E-05
1455353_at	3632431M01Rik	RIKEN cDNA 3632431M01 gene	-2	0.000616307
1440840_at	D630004K10Rik	RIKEN cDNA D630004K10 gene	-2	7.31E-05
1459920_at	---	---	-2	8.04E-05
1459546_s_at	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	-2	0.009882833
1434626_at	AI527266	expressed sequence AI527266	-2	0.003817911
1439347_at	9930017A07Rik	RIKEN cDNA 9930017A07 gene	-2	0.002839589
1417255_at	AI661311	expressed sequence AI661311	-2	0.000162234
1437494_at	MapKapk3	mitogen-activated protein kinase-activated protein kinase 3	-2	0.000628417
1437724_x_at	Pitpnm1	phosphatidylinositol membrane-associated 1	-2	0.015826549
1422430_at	Fignl1	fidgetin-like 1	-2	0.044110194
1428796_at	Bbx	bobby sox homolog (Drosophila)	-2	0.000912399
1434655_at	Foxk1	forkhead box K1	-2	0.000213984
1433725_at	Acvr1b	activin A receptor, type 1B	-2	0.000459539
1419838_s_at	Plk4	polo-like kinase 4 (Drosophila)	-2	0.00144796
1434557_at	Hip1	huntingtin interacting protein 1	-2	0.00045437
1450731_s_at	Tnfrsf21	tumor necrosis factor receptor superfamily, member 21	-2	0.000705311
1455327_at	Senp2	SUMO/sentrin specific protease 2	-2	0.000155244
1447308_at	Lass5	longevity assurance homolog 5 (S. cerevisiae)	-2	0.003026689
1416260_a_at	Snx1	sorting nexin 1	-2	0.000181142
1435777_at	---	---	-2	1.69E-05
1445492_at	---	---	-2	0.041527874
1434294_at	BC031748	cDNA sequence BC031748	-2	0.037360762
1451361_a_at	BC027342	cDNA sequence BC027342	-2	6.89E-05
1426658_x_at	Phgdh	3-phosphoglycerate dehydrogenase	-2	0.000440044
1434704_at	Srpk2	serine/arginine-rich protein specific kinase 2	-2	0.003498001
1447838_x_at	Eml4	echinoderm microtubule associated protein like 4	-2	0.045915543
1439489_at	Gpr120	G protein-coupled receptor 120	-2	0.034843793
1455172_at	---	---	-2	0.005868792
1437508_at	Sp4	trans-acting transcription factor 4	-2	0.035111802
1426315_a_at	6330416G13Rik	RIKEN cDNA 6330416G13 gene	-2	0.002670871
1436033_at	BC031353	cDNA sequence BC031353	-2	0.032672667
1457707_at	---	---	-2	0.011740463
1423169_at	Taf7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor	-2	0.036047848
1420756_at	Fut7	fucosyltransferase 7	-2	0.003632843
1441667_s_at	Smyd1	SET and MYND domain containing 1	-2	0.043902051
1434920_a_at	Evl	Ena-vasodilator stimulated phosphoprotein	-2	0.007162351
1417566_at	Abhd5	abhydrolase domain containing 5	-2	0.00233706
1455428_at	A930008G19Rik	RIKEN cDNA A930008G19 gene	-2	0.005122547
1416398_at	Mesdc1	mesoderm development candidate 1	-2	0.001401129
1449040_a_at	Sephs2	selenophosphate synthetase 2	-2	0.033364066
1429491_s_at	D2Ertd145e	DNA segment, Chr 2, ERATO Doi 145, expressed	-2	0.020129884
1458616_at	---	---	-2	0.000223002
1446354_at	C130098B18Rik	RIKEN cDNA C130098B18 gene	-2	0.005094138
1451176_at	D430028G21Rik	RIKEN cDNA D430028G21 gene	-2	0.0070599
1458440_at	B230396K10Rik	RIKEN cDNA B230396K10 gene	-2	0.001765077
1437745_at	Chd7	chromodomain helicase DNA binding protein 7	-2	0.008956677
1452351_at	C030027K23Rik	RIKEN cDNA C030027K23 gene	-2	0.00068252
1455746_at	Kif13a	kinesin family member 13A	-2	0.000657441
1439088_at	Slc18a2	solute carrier family 18 (vesicular monoamine), member 2	-2	0.020768804
1416324_s_at	2410004N11Rik	RIKEN cDNA 2410004N11 gene	-2	0.001287227
1435363_at	Plekhg1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	-2	0.022307945
1442743_at	---	---	-2	0.000321622
1426008_a_at	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	-2	0.015054246
1430555_s_at	9430095K15Rik	RIKEN cDNA 9430095K15 gene	-2	0.001227888
1450626_at	Manba	mannosidase, beta A, lysosomal	-2	1.22E-05
1416892_s_at	3110001A13Rik	RIKEN cDNA 3110001A13 gene	-2	0.002306462
1428784_at	Gmip	Gem-interacting protein	-2.1	0.001573688
1429064_at	2900024P20Rik	RIKEN cDNA 2900024P20 gene	-2.1	0.000396423
1428517_at	Wdfy3	WD repeat and FYVE domain containing 3	-2.1	5.57E-05
1429239_a_at	Stard4	StAR-related lipid transfer (START) domain containing 4	-2.1	0.006643439
1427171_at	9230110M18Rik	RIKEN cDNA 9230110M18 gene	-2.1	3.58E-05
1422517_a_at	Znrd1	zinc ribbon domain containing, 1	-2.1	0.001677367
1438041_at	Pde7a	phosphodiesterase 7A	-2.1	0.01875432
1446957_s_at	BC004022	cDNA sequence BC004022	-2.1	0.007159405
1418929_at	Esrrbl1	estrogen-related receptor beta like 1	-2.1	0.00308271
1417854_at	Map2k5	mitogen activated protein kinase kinase 5	-2.1	0.000948167
1460599_at	D19Wsu12e	DNA segment, Chr 19, Wayne State University 12, expressed	-2.1	0.002521477
1435005_at	Cenpe	centromere protein E	-2.1	0.013490259
1437181_at	Peli2	pellino 2	-2.1	0.020406093
1436312_at	Zfpn1a1	zinc finger protein, subfamily 1A, 1 (Ikaros)	-2.1	0.000938266
1428018_a_at	Igsf7	immunoglobulin superfamily, member 7	-2.1	0.011233453
1452836_at	Lpin2	lipin 2	-2.1	0.000170592
1416414_at	Emilin1	elastin microfibril interfacer 1	-2.1	0.023690022
1422468_at	Ppt1	palmitoyl-protein thioesterase 1	-2.1	0.00364974
1454867_at	---	---	-2.1	0.017514793
1430125_s_at	2310009N05Rik	RIKEN cDNA 2310009N05 gene	-2.1	0.011383583
1440355_at	Kctd12b	potassium channel tetramerisation domain containing 12b	-2.1	0.004448164
1435597_at	---	gene model 17, (NCBI)	-2.1	0.011027535
1418655_at	Galgt1	UDP-N-acetyl-alpha-D-galactosamine	-2.1	0.000674231
1448659_at	Casp7	caspase 7	-2.1	0.000226069
1447521_x_at	D15Wsu169e	DNA segment, Chr 15, Wayne State University 169, expressed	-2.1	0.000255611
1424420_at	Ccpg1	cell cycle progression 1	-2.1	0.005173727
1422557_s_at	Mt1	metallothionein 1	-2.1	0.006108405
1424834_s_at	Itpr5	inositol 1,4,5-triphosphate receptor 5	-2.1	0.00013197
1435641_at	9530018I07Rik	RIKEN cDNA 9530018I07 gene	-2.1	0.002696014
1426983_at	Fnbp1	formin binding protein 1	-2.1	0.004935598
1452609_at	1190005I06Rik	RIKEN cDNA 1190005I06 gene	-2.1	0.009560568
1429295_s_at	Trip13	thyroid hormone receptor interactor 13	-2.1	0.026116823
1420658_at	Ucp3	uncoupling protein 3, mitochondrial	-2.1	0.000463196
1429689_at	4932433N03Rik	RIKEN cDNA 4932433N03 gene	-2.1	0.005049493
1434932_at	Adarb1	adenosine deaminase, RNA-specific, B1	-2.1	4.13E-05
1424183_at	Acat1	acetyl-Coenzyme A acetyltransferase 1	-2.1	0.004024241
1422467_at	Ppt1	palmitoyl-protein thioesterase 1	-2.1	0.000207739
1448110_at	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	-2.1	0.000730044
1448686_at	Il16	interleukin 16	-2.1	0.004006478
1439497_at	---	---	-2.1	0.00325095
1436331_at	Vps13d	vacuolar protein sorting 13D (yeast)	-2.1	0.000667842
1452306_at	Zfyve26	zinc finger, FYVE domain containing 26	-2.1	2.14E-05
1434853_x_at	Mkrn1	makorin, ring finger protein, 1	-2.1	0.00012789
1451431_a_at	D2Bwg0891e	DNA segment, Chr 2, Brigham & Womens Genetics 0891 expressed	-2.1	0.007535028
1443579_s_at	Depdc6	DEP domain containing 6	-2.1	0.002121823
1419219_at	Cyp4f18	cytochrome P450, family 4, subfamily f, polypeptide 18	-2.1	0.008290764
1442804_at	Fgr	Gardner-Rasheed feline sarcoma viral (Fgr) oncogene homolog	-2.1	0.00333643
1426546_at	Tesk2	testis-specific kinase 2	-2.1	0.00024375
1419104_at	Abhd6	abhydrolase domain containing 6	-2.1	0.001939092
1436397_at	BC027057	cDNA sequence BC027057	-2.1	0.015854934
1415936_at	Bcar3	breast cancer anti-estrogen resistance 3	-2.1	0.0010581
1450616_at	Ear5	eosinophil-associated, ribonuclease A family, member 5	-2.1	0.030494162
1448208_at	Smad1	MAD homolog 1 (Drosophila)	-2.1	0.001535469
1422499_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.1	0.000546468
1454952_s_at	B130055D15Rik	RIKEN cDNA B130055D15 gene	-2.1	0.020139024
1452241_at	Topbp1	topoisomerase (DNA) II beta binding protein	-2.1	0.002112492
1434572_at	---	---	-2.1	0.04324228
1423883_at	Acsl1	acyl-CoA synthetase long-chain family member 1	-2.1	0.002147059
1434671_at	B230337E12Rik	RIKEN cDNA B230337E12 gene	-2.1	0.00073265
1433582_at	1190002N15Rik	RIKEN cDNA 1190002N15 gene	-2.1	0.02324772
1428762_at	4921526G09Rik	RIKEN cDNA 4921526G09 gene	-2.1	0.006325417
1435078_at	3526402J09Rik	RIKEN cDNA 3526402J09 gene	-2.1	0.003910597
1455164_at	Cdgap	Cdc42 GTPase-activating protein	-2.1	0.001117663
1434815_a_at	MapKapk3	mitogen-activated protein kinase-activated protein kinase 3	-2.1	0.000381039
1450435_at	L1cam	L1 cell adhesion molecule	-2.2	0.009327859
1456590_x_at	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase)	-2.2	0.014999743
1428622_at	Depdc6	DEP domain containing 6	-2.2	1.96E-05
1417113_at	Gcl	germ cell-less homolog (Drosophila)	-2.2	0.000122448
1435818_at	---	---	-2.2	0.000230487
1452796_at	Def6	differentially expressed in FDCP 6	-2.2	0.002577389
1436195_at	BC046404	cDNA sequence BC046404	-2.2	0.002632492
1430388_a_at	Sulf2	sulfatase 2	-2.2	0.003491144
1430693_at	4833426H19Rik	RIKEN cDNA 4833426H19 gene	-2.2	0.003600593
1429192_at	Ski	Sloan-Kettering viral oncogene homolog	-2.2	0.000937525
1435561_at	Erf	Ets2 repressor factor	-2.2	0.010453741
1434895_s_at	Ppp1r13b	protein phosphatase 1, regulatory (inhibitor) subunit 13B	-2.2	0.009860736
1425747_at	Dock5	dedicator of cytokinesis 5	-2.2	0.004785603
1448530_at	Gmpr	guanosine monophosphate reductase	-2.2	0.040295598
1419194_s_at	Gmfg	glia maturation factor, gamma	-2.2	0.006357261
1439485_at	4932417D18Rik	RIKEN cDNA 4932417D18 gene	-2.2	0.000340115
1445574_at	---	---	-2.2	0.005322571
1429144_at	2310032D16Rik	RIKEN cDNA 2310032D16 gene	-2.2	0.000158785
1449061_a_at	Prim1	DNA primase, p49 subunit	-2.2	0.016663151
1424750_at	Zbtb1	zinc finger and BTB domain containing 1	-2.2	0.001816537
1435601_at	---	---	-2.2	3.74E-05
1447899_x_at	Tacstd1	tumor-associated calcium signal transducer 1	-2.2	0.00440118
1423563_at	ORF31	open reading frame 31	-2.2	0.031382221
1434375_at	B930006L02Rik	RIKEN cDNA B930006L02 gene	-2.2	0.000385487
1448635_at	Smc2l1	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	-2.2	0.001287633
1458075_at	---	---	-2.2	0.017795324
1455885_at	6530401C20Rik	RIKEN cDNA 6530401C20 gene	-2.2	0.039506978
1460589_at	---	gene model 1244, (NCBI)	-2.2	0.005584893
1452950_at	0610027B03Rik	RIKEN cDNA 0610027B03 gene	-2.2	0.013576443
1416617_at	Acas2l	acetyl-Coenzyme A synthetase 2 (AMP forming)-like	-2.2	0.004670309
1433738_at	5730445M16Rik	RIKEN cDNA 5730445M16 gene	-2.2	1.24E-05
1420028_s_at	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae)	-2.2	0.016210583
1434158_at	Gmds	GDP-mannose 4, 6-dehydratase	-2.2	0.004703291
1418109_at	Gspt2	G1 to phase transition 2	-2.2	0.034913615
1423809_at	Tcf19	transcription factor 19	-2.2	0.00915106
1426373_at	Ski	Sloan-Kettering viral oncogene homolog	-2.2	0.001003525
1452414_s_at	D19Ertd678e	DNA segment, Chr 19, ERATO Doi 678, expressed	-2.2	0.032624517
1416031_s_at	Mcm7	minichromosome maintenance deficient 7 (S. cerevisiae)	-2.2	0.019823972
1422045_a_at	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	-2.2	0.000781956
1435557_at	Fhod1	formin homology 2 domain containing 1	-2.2	0.012616623
1449095_at	Vps54	vacuolar protein sorting 54 (yeast)	-2.2	0.000565637
1455941_s_at	Map2k5	mitogen activated protein kinase kinase 5	-2.2	0.000188486
1450629_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.2	0.002314759
1459720_x_at	Tipin	timeless interacting protein	-2.2	0.002609175
1460735_at	Svil	supervillin	-2.2	0.000750274
1422432_at	Dbi	diazepam binding inhibitor	-2.2	0.002084446
1440343_at	Rps6ka5	ribosomal protein S6 kinase, polypeptide 5	-2.2	0.000235676
1440220_at	---	---	-2.2	0.003654049
1450065_at	Adcy7	adenylate cyclase 7	-2.2	0.003706317
1435375_at	BC052328	cDNA sequence BC052328	-2.2	0.000723768
1434699_at	6030408C04Rik	RIKEN cDNA 6030408C04 gene	-2.2	0.000610791
1418589_a_at	Mlf1	myeloid leukemia factor 1	-2.2	0.006474144
1446325_at	---	---	-2.2	0.001918053
1455992_at	4631423B10Rik	RIKEN cDNA 4631423B10 gene	-2.2	0.002338275
1455162_at	4922503N01Rik	RIKEN cDNA 4922503N01 gene	-2.2	0.003206333
1431672_at	9430069I07Rik	RIKEN cDNA 9430069I07 gene	-2.2	0.000297914
1434599_a_at	Tjp2	tight junction protein 2	-2.2	0.00657846
1434513_at	---	gene model 542, (NCBI)	-2.2	0.000207768
1430535_at	1810043J12Rik	RIKEN cDNA 1810043J12 gene	-2.2	0.00036675
1437632_at	---	---	-2.2	0.000626204
1427564_at	Diap2	diaphanous homolog 2 (Drosophila)	-2.2	0.000118503
1440882_at	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	-2.2	2.20E-05
1459909_at	Nfix	nuclear factor I/X	-2.2	0.044445564
1452952_at	9030418K01Rik	RIKEN cDNA 9030418K01 gene	-2.3	0.000219527
1435727_s_at	D15Ertd366e	DNA segment, Chr 15, ERATO Doi 366, expressed	-2.3	0.000352605
1441259_s_at	Wdr10	WD repeat domain 10	-2.3	0.005624892
1421709_a_at	Fmo5	flavin containing monooxygenase 5	-2.3	0.026805377
1434903_s_at	Il1rl2	interleukin 1 receptor-like 2	-2.3	6.81E-05
1442957_at	---	---	-2.3	0.001152153
1455326_at	4932416N17Rik	RIKEN cDNA 4932416N17 gene	-2.3	0.002529669
1427161_at	Cenpf	centromere autoantigen F	-2.3	0.00369636
1428900_s_at	0610027B03Rik	RIKEN cDNA 0610027B03 gene	-2.3	0.00032544
1455315_at	---	c(hypothetical gene supported by AK003215,  AK003215)	-2.3	0.000900856
1427025_at	D8Ertd531e	DNA segment, Chr 8, ERATO Doi 531, expressed	-2.3	0.000380191
1417565_at	Abhd5	abhydrolase domain containing 5	-2.3	0.000929793
1436776_x_at	Slc7a4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	-2.3	0.001182212
1429441_at	Fbxo30	F-box protein 30	-2.3	0.003561322
1427923_at	Zmpste24	zinc metalloproteinase, STE24 homolog (S. cerevisiae)	-2.3	1.50E-05
1435389_at	---	---	-2.3	0.002411106
1435990_at	---	---	-2.3	0.000483691
1424629_at	Brca1	breast cancer 1	-2.3	0.0499338
1457058_at	Adamts2	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 2	-2.3	0.000228187
1416698_a_at	Cks1	CDC28 protein kinase 1	-2.3	0.004861502
1427707_a_at	Sil	Tal1 interrupting locus	-2.3	0.03406416
1436550_at	Fbxo30	F-box protein 30	-2.3	0.010035301
1429050_at	Chic2	cysteine-rich hydrophobic domain 2	-2.3	0.001585899
1433428_x_at	Tgm2	transglutaminase 2, C polypeptide	-2.3	0.001283669
1451756_at	Flt1	FMS-like tyrosine kinase 1	-2.3	0.002388418
1425826_a_at	Sorbs1	sorbin and SH3 domain containing 1	-2.3	0.001408913
1437112_at	Pld1	phospholipase D1	-2.3	0.005163813
1424030_at	Tcfcp2l2	transcription factor CP2-like 2	-2.3	5.45E-05
1460584_at	---	---	-2.3	0.000527779
1439381_x_at	---	---	-2.3	0.002131787
1424988_at	Mylip	myosin regulatory light chain interacting protein	-2.3	0.01284317
1445391_at	Diap1	diaphanous homolog 1 (Drosophila)	-2.3	0.00014033
1439034_at	Spn	sialophorin	-2.3	0.024105465
1422016_a_at	Cenph	centromere autoantigen H	-2.3	0.005668714
1434023_at	---	---	-2.3	4.68E-05
1415849_s_at	Stmn1	stathmin 1	-2.3	0.018013121
1442166_at	Cpne5	copine V	-2.3	8.12E-06
1419193_a_at	Gmfg	glia maturation factor, gamma	-2.3	0.001738166
1441963_at	Prosapip1	ProSAPiP1 protein	-2.3	0.000251069
1416246_a_at	Coro1a	coronin, actin binding protein 1A	-2.3	0.003114686
1458634_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	-2.3	0.016913662
1454628_at	A930037G23Rik	RIKEN cDNA A930037G23 gene	-2.3	0.000546505
1428739_at	Dnaic1	dynein, axonemal, intermediate chain 1	-2.3	0.004436658
1429240_at	Stard4	StAR-related lipid transfer (START) domain containing 4	-2.3	0.012250502
1417534_at	Itgb5	integrin beta 5	-2.3	0.003483732
