RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_015892	Homo sapiens B cell RAG associated protein (GALNAC4S-6ST), mRNA.	51363	GALNAC4S-6ST	B cell RAG associated protein	BRAG|DKFZp781H1369|KIAA0598|MGC34346|RP11-47G11.1	10	0.925	0.0000201	4
NM_014612	Homo sapiens family with sequence similarity 120A (FAM120A), mRNA.	23196	FAM120A	family with sequence similarity 120A	C9orf10|DNAPTP1|DNAPTP5|MGC111527|MGC133257	9	0.925	0.00087	4
NM_005619	Homo sapiens reticulon 2 (RTN2), transcript variant 1, mRNA.	6253	RTN2	reticulon 2	NSP2|NSPL1	19	0.925	0.000601	4
NM_206900	Homo sapiens reticulon 2 (RTN2), transcript variant 2, mRNA.	6253	RTN2	reticulon 2	NSP2|NSPL1	19	0.925	0.000601	4
NM_206901	Homo sapiens reticulon 2 (RTN2), transcript variant 3, mRNA.	6253	RTN2	reticulon 2	NSP2|NSPL1	19	0.925	0.000601	4
NM_206902							0.925	0.000601	4
XM_945626							0.924	0.00000799	4
NM_001005340	Homo sapiens glycoprotein (transmembrane) nmb (GPNMB), transcript variant 1, mRNA.	10457	GPNMB	glycoprotein (transmembrane) nmb	HGFIN|NMB	7	0.924	0.000776	4
NM_002510	Homo sapiens glycoprotein (transmembrane) nmb (GPNMB), transcript variant 2, mRNA.	10457	GPNMB	glycoprotein (transmembrane) nmb	HGFIN|NMB	7	0.924	0.000776	4
NM_002972	Homo sapiens SET binding factor 1 (SBF1), transcript variant 1, mRNA.	6305	SBF1	SET binding factor 1	DKFZp761D0422|MGC99700|MTMR5	22	0.923	0.0000482	4
NM_014766	Homo sapiens secernin 1 (SCRN1), mRNA.	9805	SCRN1	secernin 1	KIAA0193|SES1	7	0.922	0.000924	4
XM_945614							0.922	0.000233	4
XM_945618							0.922	0.000233	4
XM_945625							0.922	0.000233	4
NM_052969	Homo sapiens ribosomal protein L39-like (RPL39L), mRNA.	116832	RPL39L	ribosomal protein L39-like	RPL39L1	3	0.921	0.000264	4
NM_002668	Homo sapiens proteolipid protein 2 (colonic epithelium-enriched) (PLP2), mRNA.	5355	PLP2	proteolipid protein 2 (colonic epithelium-enriched)	A4|A4-LSB|MGC126187	X	0.921	0.000256	4
NM_002947	Homo sapiens replication protein A3, 14kDa (RPA3), mRNA.	6119	RPA3	replication protein A3, 14kDa	REPA3	7	0.921	0.00077	4
NM_000535	Homo sapiens PMS2 postmeiotic segregation increased 2 (S. cerevisiae) (PMS2), transcript variant 1, mRNA.	5395	PMS2	PMS2 postmeiotic segregation increased 2 (S. cerevisiae)	HNPCC4|PMS2CL|PMSL2	7	0.92	0.0000157	4
NM_001018040							0.92	0.0000157	4
NM_005040	Homo sapiens prolylcarboxypeptidase (angiotensinase C) (PRCP), transcript variant 1, mRNA.	5547	PRCP	prolylcarboxypeptidase (angiotensinase C)	HUMPCP|MGC2202|PCP	11	0.92	0.000173	4
NM_199418	Homo sapiens prolylcarboxypeptidase (angiotensinase C) (PRCP), transcript variant 2, mRNA.	5547	PRCP	prolylcarboxypeptidase (angiotensinase C)	HUMPCP|MGC2202|PCP	11	0.92	0.000173	4
NM_001398	Homo sapiens enoyl Coenzyme A hydratase 1, peroxisomal (ECH1), mRNA.	1891	ECH1	enoyl Coenzyme A hydratase 1, peroxisomal	HPXEL	19	0.919	0.000195	4
NM_000628	Homo sapiens interleukin 10 receptor, beta (IL10RB), mRNA.	3588	IL10RB	interleukin 10 receptor, beta	CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IL-10R2	21	0.917	0.000418	4
NM_002643	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class F (PIGF), transcript variant 1, mRNA.	5281	PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	MGC32646|MGC33136	2	0.917	0.0000544	4
NM_173074	Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class F (PIGF), transcript variant 2, mRNA.	5281	PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	MGC32646|MGC33136	2	0.917	0.0000544	4
NM_004688	Homo sapiens N-myc (and STAT) interactor (NMI), mRNA.	9111	NMI	N-myc (and STAT) interactor	-	2	0.917	0.0000231	4
NM_002831	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 1, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	0.916	0.000644	4
NM_080548	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 2, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	0.916	0.000644	4
NM_080549	Homo sapiens protein tyrosine phosphatase, non-receptor type 6 (PTPN6), transcript variant 3, mRNA.	5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	0.916	0.000644	4
NM_004345	Homo sapiens cathelicidin antimicrobial peptide (CAMP), mRNA.	820	CAMP	cathelicidin antimicrobial peptide	CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3	0.916	0.0000936	4
XM_945623							0.915	0.00000966	4
NM_002691	Homo sapiens polymerase (DNA directed), delta 1, catalytic subunit 125kDa (POLD1), mRNA.	5424	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	CDC2|POLD	19	0.915	0.000234	4
NM_000320	Homo sapiens quinoid dihydropteridine reductase (QDPR), mRNA.	5860	QDPR	quinoid dihydropteridine reductase	DHPR|FLJ42391|PKU2|SDR33C1	4	0.915	0.000652	4
NM_001018009	Homo sapiens SH3-domain binding protein 5 (BTK-associated) (SH3BP5), transcript variant 2, mRNA.	9467	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	SAB	3	0.914	0.0000723	4
NM_004844	Homo sapiens SH3-domain binding protein 5 (BTK-associated) (SH3BP5), transcript variant 1, mRNA.	9467	SH3BP5	SH3-domain binding protein 5 (BTK-associated)	SAB	3	0.914	0.0000723	4
NM_006750	Homo sapiens syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2) (SNTB2), mRNA.	6645	SNTB2	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)	D16S2531E|EST25263|SNT2B2|SNT3|SNTL	16	0.912	0.000195	4
NM_130845							0.912	0.000195	4
NM_001032296	Homo sapiens serine/threonine kinase 24 (STE20 homolog, yeast) (STK24), transcript variant 2, mRNA.	8428	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	MST-3|MST3|MST3B|STE20|STK3	13	0.911	0.0000542	4
NM_005608	Homo sapiens protein tyrosine phosphatase, receptor type, C-associated protein (PTPRCAP), mRNA.	5790	PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	CD45-AP|LPAP|MGC138602|MGC138603	11	0.909	0.0000774	4
NM_005248	Homo sapiens Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog (FGR), transcript variant 1, mRNA.	2268	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	FLJ43153|MGC75096|SRC2|c-fgr|c-src2|p55c-fgr|p58c-fgr	1	0.909	0.0000025	4
NM_004169	Homo sapiens serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 1, mRNA.	6470	SHMT1	serine hydroxymethyltransferase 1 (soluble)	CSHMT|MGC15229|MGC24556|SHMT	17	0.909	0.000386	4
NM_148918	Homo sapiens serine hydroxymethyltransferase 1 (soluble) (SHMT1), transcript variant 2, mRNA.	6470	SHMT1	serine hydroxymethyltransferase 1 (soluble)	CSHMT|MGC15229|MGC24556|SHMT	17	0.909	0.000386	4
NM_152341	Homo sapiens progestin and adipoQ receptor family member IV (PAQR4), mRNA.	124222	PAQR4	progestin and adipoQ receptor family member IV	FLJ30002	16	0.908	8.02E-08	4
NM_005540	Homo sapiens inositol polyphosphate-5-phosphatase, 75kDa (INPP5B), nuclear gene encoding mitochondrial protein, mRNA.	3633	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	5PTase|MGC65156|MGC71303	1	0.908	0.000418	4
NM_000952	Homo sapiens platelet-activating factor receptor (PTAFR), mRNA.	5724	PTAFR	platelet-activating factor receptor	PAFR	1	0.908	0.000364	4
XM_377962							0.907	0.00000262	4
XM_945616							0.907	0.00000262	4
NM_002413	Homo sapiens microsomal glutathione S-transferase 2 (MGST2), mRNA.	4258	MGST2	microsomal glutathione S-transferase 2	FLJ27438|GST2|MGC14097|MGST-II	4	0.906	0.000362	4
NM_000179	Homo sapiens mutS homolog 6 (E. coli) (MSH6), mRNA.	2956	MSH6	mutS homolog 6 (E. coli)	GTBP|HNPCC5|HSAP	2	0.906	0.000527	4
NM_004315	Homo sapiens N-acylsphingosine amidohydrolase (acid ceramidase) 1 (ASAH1), transcript variant 2, mRNA.	427	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	AC|ASAH|FLJ21558|FLJ22079|PHP|PHP32	8	0.906	0.000494	4
NM_177924	Homo sapiens N-acylsphingosine amidohydrolase (acid ceramidase) 1 (ASAH1), transcript variant 1, mRNA.	427	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	AC|ASAH|FLJ21558|FLJ22079|PHP|PHP32	8	0.906	0.000494	4
NM_002528	Homo sapiens nth endonuclease III-like 1 (E. coli) (NTHL1), mRNA.	4913	NTHL1	nth endonuclease III-like 1 (E. coli)	NTH1|OCTS3	16	0.905	0.000813	4
NM_003634	Homo sapiens nipsnap homolog 1 (C. elegans) (NIPSNAP1), mRNA.	8508	NIPSNAP1	nipsnap homolog 1 (C. elegans)	-	22	0.904	0.00000242	4
NM_005436	Homo sapiens coiled-coil domain containing 6 (CCDC6), mRNA.	8030	CCDC6	coiled-coil domain containing 6	D10S170|FLJ32286|H4|PTC|TPC|TST1	10	0.904	0.000405	4
NM_004341	Homo sapiens carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase (CAD), mRNA.	790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	-	2	0.903	0.000109	4
NM_006739	Homo sapiens minichromosome maintenance complex component 5 (MCM5), mRNA.	4174	MCM5	minichromosome maintenance complex component 5	CDC46|MGC5315|P1-CDC46	22	0.903	0.000338	4
NM_001315	Homo sapiens mitogen-activated protein kinase 14 (MAPK14), transcript variant 1, mRNA.	1432	MAPK14	mitogen-activated protein kinase 14	CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	0.902	0.000012	4
NM_139012	Homo sapiens mitogen-activated protein kinase 14 (MAPK14), transcript variant 2, mRNA.	1432	MAPK14	mitogen-activated protein kinase 14	CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	0.902	0.00000309	4
NM_139014	Homo sapiens mitogen-activated protein kinase 14 (MAPK14), transcript variant 4, mRNA.	1432	MAPK14	mitogen-activated protein kinase 14	CSBP1|CSBP2|CSPB1|EXIP|Mxi2|PRKM14|PRKM15|RK|SAPK2A|p38|p38ALPHA	6	0.902	0.00000258	4
NM_000874	Homo sapiens interferon (alpha, beta and omega) receptor 2 (IFNAR2), transcript variant 2, mRNA.	3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	IFN-R|IFN-alpha-REC|IFNABR|IFNARB	21	0.901	0.000527	4
NM_207584	Homo sapiens interferon (alpha, beta and omega) receptor 2 (IFNAR2), transcript variant 3, mRNA.	3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	IFN-R|IFN-alpha-REC|IFNABR|IFNARB	21	0.901	0.000527	4
NM_015634	Homo sapiens KIAA1279 (KIAA1279), mRNA.	26128	KIAA1279	KIAA1279	DKFZp586B0923|KBP|TTC20	10	0.9	0.000875	4
XM_936643							0.899	0.000948	4
NM_006055	Homo sapiens LanC lantibiotic synthetase component C-like 1 (bacterial) (LANCL1), transcript variant 1, mRNA.	10314	LANCL1	LanC lantibiotic synthetase component C-like 1 (bacterial)	GPR69A|p40	2	0.898	0.000399	4
NM_001018025	Homo sapiens mature T-cell proliferation 1 (MTCP1), nuclear gene encoding mitochondrial protein, transcript variant B1, mRNA.	4515	MTCP1	mature T-cell proliferation 1	C6.1B|P13MTCP1	X	0.897	0.00000284	4
NM_014221	Homo sapiens mature T-cell proliferation 1 (MTCP1), nuclear gene encoding mitochondrial protein, transcript variant B1, mRNA.	4515	MTCP1	mature T-cell proliferation 1	C6.1B|P13MTCP1	X	0.897	0.00000284	4
NM_006848	Homo sapiens coiled-coil domain containing 85B (CCDC85B), mRNA.	11007	CCDC85B	coiled-coil domain containing 85B	DIPA	11	0.896	0.000723	4
NM_000947	Homo sapiens primase, DNA, polypeptide 2 (58kDa) (PRIM2), mRNA.	5558	PRIM2	primase, DNA, polypeptide 2 (58kDa)	MGC75142|PRIM2A|p58	6	0.896	0.000041	4
XM_374461							0.895	0.000365	4
XM_499315							0.895	0.000365	4
XM_935538							0.895	0.000365	4
NM_002468	Homo sapiens myeloid differentiation primary response gene (88) (MYD88), mRNA.	4615	MYD88	myeloid differentiation primary response gene (88)	MYD88D	3	0.895	0.00011	4
NM_014755	Homo sapiens SERTA domain containing 2 (SERTAD2), mRNA.	9792	SERTAD2	SERTA domain containing 2	MGC126688|MGC126690|Sei-2|TRIP-Br2	2	0.895	0.0000251	4
NM_001035230	Homo sapiens RAB GTPase activating protein 1-like (RABGAP1L), transcript variant 2, mRNA.	9910	RABGAP1L	RAB GTPase activating protein 1-like	DKFZp686E1450|HHL|TBC1D18	1	0.895	0.000608	4
NM_014015	Homo sapiens dexamethasone-induced transcript (DEXI), mRNA.	28955	DEXI	dexamethasone-induced transcript	MYLE	16	0.894	0.00000214	4
NM_006888	Homo sapiens calmodulin 1 (phosphorylase kinase, delta) (CALM1), mRNA.	801	CALM1	calmodulin 1 (phosphorylase kinase, delta)	CALML2|CAMI|DD132|PHKD	14	0.893	0.00000103	4
NM_145230	Homo sapiens ATPase, H+ transporting V0 subunit e2 (ATP6V0E2), transcript variant 1, mRNA.	155066	ATP6V0E2	ATPase, H+ transporting V0 subunit e2	ATP6V0E2L|C7orf32	7	0.893	0.000751	4
NM_174930	Homo sapiens postmeiotic segregation increased 2-like 5 (PMS2L5), mRNA.	5383	PMS2L5	postmeiotic segregation increased 2-like 5	MGC34222|PMS7	7	0.892	0.000295	4
XM_933530							0.892	0.000295	4
XM_933533							0.892	0.000295	4
XM_935912							0.892	0.000295	4
XM_935914							0.892	0.000295	4
NM_002679							0.891	0.0000461	4
NM_001151	Homo sapiens solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 (SLC25A4), nuclear gene encoding mitochondrial protein, mRNA.	291	SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	AAC1|ANT|ANT1|PEO2|PEO3|T1	4	0.89	0.0000228	4
NM_005258	Homo sapiens GTP cyclohydrolase I feedback regulator (GCHFR), mRNA.	2644	GCHFR	GTP cyclohydrolase I feedback regulator	GFRP|HsT16933|MGC138467|MGC138469|P35	15	0.889	0.000323	4
NM_006111	Homo sapiens acetyl-Coenzyme A acyltransferase 2 (ACAA2), nuclear gene encoding mitochondrial protein, mRNA.	10449	ACAA2	acetyl-Coenzyme A acyltransferase 2	DSAEC|FLJ35992|FLJ95265	18	0.889	0.000283	4
NM_003689	Homo sapiens aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) (AKR7A2), mRNA.	8574	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	AFAR|AFAR1|AFB1-AR1|AKR7	1	0.887	0.000724	4
NM_006139	Homo sapiens CD28 molecule (CD28), mRNA.	940	CD28	CD28 molecule	MGC138290|Tp44	2	0.885	0.0000321	4
NM_006709	Homo sapiens euchromatic histone-lysine N-methyltransferase 2 (EHMT2), transcript variant NG36/G9a, mRNA.	10919	EHMT2	euchromatic histone-lysine N-methyltransferase 2	BAT8|C6orf30|DKFZp686H08213|FLJ35547|G9A|KMT1C|NG36|NG36/G9a	6	0.883	0.000316	4
NM_025256	Homo sapiens euchromatic histone-lysine N-methyltransferase 2 (EHMT2), transcript variant NG36/G9a-SPI, mRNA.	10919	EHMT2	euchromatic histone-lysine N-methyltransferase 2	BAT8|C6orf30|DKFZp686H08213|FLJ35547|G9A|KMT1C|NG36|NG36/G9a	6	0.883	0.000316	4
NM_014435	Homo sapiens N-acylethanolamine acid amidase (NAAA), transcript variant 1, mRNA.	27163	NAAA	N-acylethanolamine acid amidase	ASAHL|PLT	4	0.883	0.0000178	4
NM_002224	Homo sapiens inositol 1,4,5-triphosphate receptor, type 3 (ITPR3), mRNA.	3710	ITPR3	inositol 1,4,5-triphosphate receptor, type 3	FLJ36205|IP3R|IP3R3	6	0.883	0.00000975	4
NM_004935	Homo sapiens cyclin-dependent kinase 5 (CDK5), mRNA.	1020	CDK5	cyclin-dependent kinase 5	PSSALRE	7	0.882	0.000929	4
XM_928283							0.881	0.0000108	4
XM_928290							0.881	0.0000108	4
XM_929239							0.881	0.0000108	4
XM_935558							0.881	0.0000108	4
XM_935559							0.881	0.0000108	4
XM_935644							0.881	0.0000108	4
NM_001376	Homo sapiens dynein, cytoplasmic 1, heavy chain 1 (DYNC1H1), mRNA.	1778	DYNC1H1	dynein, cytoplasmic 1, heavy chain 1	DHC1|DHC1a|DKFZp686P2245|DNCH1|DNCL|DNECL|DYHC|Dnchc1|HL-3|KIAA0325|p22	14	0.879	0.000398	4
XM_933527							0.879	0.0000279	4
XM_935911							0.879	0.0000279	4
NM_002945	Homo sapiens replication protein A1, 70kDa (RPA1), mRNA.	6117	RPA1	replication protein A1, 70kDa	HSSB|REPA1|RF-A|RP-A|RPA70	17	0.877	0.000952	4
NM_015079	Homo sapiens TBC1 domain family, member 2B (TBC1D2B), transcript variant 2, mRNA.	23102	TBC1D2B	TBC1 domain family, member 2B	FLJ20166|KIAA1055	15	0.872	0.00000621	4
NM_005327	Homo sapiens hydroxyacyl-Coenzyme A dehydrogenase (HADH), nuclear gene encoding mitochondrial protein, mRNA.	3033	HADH	hydroxyacyl-Coenzyme A dehydrogenase	HAD|HADH1|HADHSC|HHF4|M/SCHAD|MGC8392|SCHAD	4	0.869	0.00000564	4
NM_002800	Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2) (PSMB9), transcript variant 1, mRNA.	5698	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	LMP2|MGC70470|PSMB6i|RING12|beta1i	6	0.868	0.00000286	4
NM_148954	Homo sapiens proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2) (PSMB9), transcript variant 2, mRNA.	5698	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	LMP2|MGC70470|PSMB6i|RING12|beta1i	6	0.868	0.00000286	4
NM_020383	Homo sapiens X-prolyl aminopeptidase (aminopeptidase P) 1, soluble (XPNPEP1), mRNA.	7511	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	SAMP|XPNPEP|XPNPEPL|XPNPEPL1	10	0.863	0.00000821	4
NM_000022	Homo sapiens adenosine deaminase (ADA), mRNA.	100	ADA	adenosine deaminase	-	20	0.862	0.00000539	4
NM_001018024	Homo sapiens mature T-cell proliferation 1 (MTCP1), nuclear gene encoding mitochondrial protein, transcript variant A1, mRNA.	4515	MTCP1	mature T-cell proliferation 1	C6.1B|P13MTCP1	X	0.86	0.00000116	4
NM_012383	Homo sapiens osteoclast stimulating factor 1 (OSTF1), mRNA.	26578	OSTF1	osteoclast stimulating factor 1	FLJ20559|OSF|SH3P2|bA235O14.1	9	0.857	0.0000538	4
NM_013233	Homo sapiens serine threonine kinase 39 (STE20/SPS1 homolog, yeast) (STK39), mRNA.	27347	STK39	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	DCHT|DKFZp686K05124|PASK|SPAK	2	0.857	2.53E-08	4
NM_004271	Homo sapiens lymphocyte antigen 86 (LY86), mRNA.	9450	LY86	lymphocyte antigen 86	MD-1|MMD-1|dJ80N2.1	6	0.856	0.00000105	4
NM_005025	Homo sapiens serpin peptidase inhibitor, clade I (neuroserpin), member 1 (SERPINI1), transcript variant 1, mRNA.	5274	SERPINI1	serpin peptidase inhibitor, clade I (neuroserpin), member 1	DKFZp781N13156|PI12|neuroserpin	3	0.855	0.00000664	4
NM_004223	Homo sapiens ubiquitin-conjugating enzyme E2L 6 (UBE2L6), transcript variant 1, mRNA.	9246	UBE2L6	ubiquitin-conjugating enzyme E2L 6	MGC40331|RIG-B|UBCH8	11	0.853	0.00072	4
NM_198183	Homo sapiens ubiquitin-conjugating enzyme E2L 6 (UBE2L6), transcript variant 2, mRNA.	9246	UBE2L6	ubiquitin-conjugating enzyme E2L 6	MGC40331|RIG-B|UBCH8	11	0.853	0.00072	4
NM_033360	Homo sapiens v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog (KRAS), transcript variant a, mRNA.	3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	C-K-RAS|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS3|RASK2	12	0.853	0.00037	4
NM_001624	Homo sapiens absent in melanoma 1 (AIM1), mRNA.	202	AIM1	absent in melanoma 1	CRYBG1|ST4	6	0.85	0.0000777	4
NM_020338	Homo sapiens zinc finger, MIZ-type containing 1 (ZMIZ1), mRNA.	57178	ZMIZ1	zinc finger, MIZ-type containing 1	FLJ13541|KIAA1224|MIZ|RAI17|Zimp10|hZIMP10	10	0.849	0.000136	4
NM_006480	Homo sapiens regulator of G-protein signaling 14 (RGS14), mRNA.	10636	RGS14	regulator of G-protein signaling 14	-	5	0.847	0.0000382	4
NM_001951	Homo sapiens E2F transcription factor 5, p130-binding (E2F5), transcript variant 1, mRNA.	1875	E2F5	E2F transcription factor 5, p130-binding	E2F-5	8	0.843	0.000164	4
NM_003909	Homo sapiens copine III (CPNE3), mRNA.	8895	CPNE3	copine III	CPN3|KIAA0636|PRO1071	8	0.842	0.000017	4
NM_001752	Homo sapiens catalase (CAT), mRNA.	847	CAT	catalase	MGC138422|MGC138424	11	0.841	0.000687	4
NM_004925	Homo sapiens aquaporin 3 (Gill blood group) (AQP3), mRNA.	360	AQP3	aquaporin 3 (Gill blood group)	GIL	9	0.838	0.0000422	4
NM_014865	Homo sapiens non-SMC condensin I complex, subunit D2 (NCAPD2), mRNA.	9918	NCAPD2	non-SMC condensin I complex, subunit D2	CAP-D2|CNAP1|KIAA0159|hCAP-D2	12	0.837	0.00000695	4
NM_004985	Homo sapiens v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog (KRAS), transcript variant b, mRNA.	3845	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	C-K-RAS|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS3|RASK2	12	0.836	0.000454	4
NM_001031682							0.835	1.43E-09	4
NM_005919	Homo sapiens myocyte enhancer factor 2B (MEF2B), transcript variant 2, mRNA.	4207	MEF2B	myocyte enhancer factor 2B	FLJ32599|FLJ46391|MGC189732|MGC189763|RSRFR2	19	0.835	0.00000023	4
NM_016021	Homo sapiens ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast) (UBE2J1), mRNA.	51465	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	CGI-76|HSPC153|HSPC205|HSU93243|MGC12555|NCUBE1|Ubc6p	6	0.834	0.000012	4
NM_173164	Homo sapiens nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3 (NFATC3), transcript variant 4, mRNA.	4775	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFAT4|NFATX	16	0.834	0.000699	4
NM_001505	Homo sapiens G protein-coupled estrogen receptor 1 (GPER), transcript variant 2, mRNA.	2852	GPER	G protein-coupled estrogen receptor 1	CEPR|CMKRL2|DRY12|FEG-1|GPCR-Br|GPR30|LERGU|LERGU2|LyGPR|MGC99678	7	0.832	7.5E-09	4
NM_013296	Homo sapiens G-protein signaling modulator 2 (AGS3-like, C. elegans) (GPSM2), mRNA.	29899	GPSM2	G-protein signaling modulator 2 (AGS3-like, C. elegans)	LGN|Pins	1	0.831	0.000667	4
XM_496907							0.829	0.000157	4
XM_499343							0.829	0.000157	4
XM_928928							0.829	0.000157	4
XM_935587							0.829	0.000157	4
XM_940371							0.829	0.000157	4
XM_940378							0.829	0.000157	4
NM_000889	Homo sapiens integrin, beta 7 (ITGB7), mRNA.	3695	ITGB7	integrin, beta 7	-	12	0.827	0.00000134	4
NM_001540	Homo sapiens heat shock 27kDa protein 1 (HSPB1), mRNA.	3315	HSPB1	heat shock 27kDa protein 1	CMT2F|DKFZp586P1322|HMN2B|HS.76067|HSP27|HSP28|Hsp25|SRP27	7	0.826	0.000072	4
NM_007047	Homo sapiens butyrophilin, subfamily 3, member A2 (BTN3A2), mRNA.	11118	BTN3A2	butyrophilin, subfamily 3, member A2	BT3.2|BT3.3|BTF4	6	0.826	0.000000303	4
NM_015541	Homo sapiens leucine-rich repeats and immunoglobulin-like domains 1 (LRIG1), mRNA.	26018	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1	DKFZp586O1624|LIG-1|LIG1	3	0.815	0.0000209	4
NM_004840	Homo sapiens Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 (ARHGEF6), mRNA.	9459	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	COOL2|Cool-2|KIAA0006|MRX46|PIXA|alpha-PIX|alphaPIX	X	0.812	9.99E-08	4
NM_005896	Homo sapiens isocitrate dehydrogenase 1 (NADP+), soluble (IDH1), mRNA.	3417	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	IDCD|IDH|IDP|IDPC|PICD	2	0.809	0.000697	4
NM_001945	Homo sapiens heparin-binding EGF-like growth factor (HBEGF), mRNA.	1839	HBEGF	heparin-binding EGF-like growth factor	DTR|DTS|DTSF|HEGFL	5	0.807	0.000000216	4
NM_002719	Homo sapiens protein phosphatase 2, regulatory subunit B, gamma isoform (PPP2R5C), transcript variant 1, mRNA.	5527	PPP2R5C	protein phosphatase 2, regulatory subunit B, gamma isoform	B56G|MGC23064|PR61G	14	0.803	0.00000194	4
NM_178586	Homo sapiens protein phosphatase 2, regulatory subunit B, gamma isoform (PPP2R5C), transcript variant 2, mRNA.	5527	PPP2R5C	protein phosphatase 2, regulatory subunit B, gamma isoform	B56G|MGC23064|PR61G	14	0.803	0.00000194	4
NM_000405	Homo sapiens GM2 ganglioside activator (GM2A), mRNA.	2760	GM2A	GM2 ganglioside activator	SAP-3	5	0.802	0.0000456	4
XM_376350							0.8	0.0000017	4
XM_930387							0.8	0.0000017	4
XM_934712							0.8	0.0000017	4
XM_934716							0.8	0.0000017	4
XM_934717							0.8	0.0000017	4
XM_934718							0.8	0.0000017	4
XM_939972							0.8	0.0000017	4
XM_944390							0.8	0.0000017	4
XM_944402							0.8	0.0000017	4
XM_944403							0.8	0.0000017	4
XM_944410							0.8	0.0000017	4
XM_944412							0.8	0.0000017	4
NM_178587	Homo sapiens protein phosphatase 2, regulatory subunit B, gamma isoform (PPP2R5C), transcript variant 3, mRNA.	5527	PPP2R5C	protein phosphatase 2, regulatory subunit B, gamma isoform	B56G|MGC23064|PR61G	14	0.799	0.0000141	4
