rank	accession	p-value	gene description
363	212971_at	0.019	Consensus includes gb:AI769685 /FEA=EST /DB_XREF=gi:5236194 /DB_XREF=est:wj25f08.x1 /CLONE=IMAGE:2403879 /UG=Hs.159604 cysteinyl-tRNA synthetase
364	222263_at	0.019	Consensus includes gb:BE904333 /FEA=EST /DB_XREF=gi:10396479 /DB_XREF=est:601496214F1 /CLONE=IMAGE:3898490 /UG=Hs.281462 ESTs
365	213054_at	0.019	Consensus includes gb:AA845355 /FEA=EST /DB_XREF=gi:2933114 /DB_XREF=est:ak01g08.s1 /CLONE=IMAGE:1404734 /UG=Hs.7426 KIAA0841 protein
366	216834_at	0.019	Consensus includes gb:S59049.1 /DEF=BL34=B cell activation gene human, mRNA, 1398 nt. /FEA=mRNA /GEN=BL34 /DB_XREF=gi:299704 /UG=Hs.75256 regulator of G-protein signalling 1
367	204119_s_at	0.02	gb:U90339.1 /DEF=Human adenosine kinase short form mRNA, complete cds. /FEA=mRNA /PROD=adenosine kinase short form /DB_XREF=gi:1906010 /UG=Hs.94382 adenosine kinase /FL=gb:U50196.1 gb:BC003568.1 gb:U90339.1 gb:NM_001123.1
368	205884_at	0.02	gb:NM_000885.2 /DEF=Homo sapiens integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) (ITGA4), mRNA.  /FEA=mRNA /GEN=ITGA4 /PROD=integrin alpha 4 precursor /DB_XREF=gi:6006032 /UG=Hs.40034 integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) /FL=gb:NM_000885.2 gb:L12002.1
369	207982_at	0.02	gb:NM_005323.2 /DEF=Homo sapiens H1 histone family, member T (testis-specific) (H1FT), mRNA.  /FEA=mRNA /GEN=H1FT /PROD=H1 histone family, member T (testis-specific) /DB_XREF=gi:5579459 /UG=Hs.123064 H1 histone family, member T (testis-specific) /FL=gb:NM_005323.2
370	211174_s_at	0.02	gb:L13605.1 /DEF=Human cholecystokinin A receptor mRNA, complete cds. /FEA=mRNA /PROD=cholecystokinin A receptor /DB_XREF=gi:306490 /UG=Hs.129 cholecystokinin A receptor /FL=gb:L13605.1 gb:L19315.1 gb:NM_000730.1
371	218946_at	0.02	gb:NM_015700.1 /DEF=Homo sapiens HIRIP5 protein (HIRIP5), mRNA. /FEA=mRNA /GEN=HIRIP5 /PROD=HIRIP5 protein /DB_XREF=gi:7661719 /UG=Hs.17368 HIRIP5 protein; HIRA-interacting protein 5 /FL=gb:AF132967.1 gb:NM_015700.1
372	203150_at	0.02	gb:NM_005833.1 /DEF=Homo sapiens Rab9 effector p40 (RAB9P40), mRNA. /FEA=mRNA /GEN=RAB9P40 /PROD=Rab9 effector p40 /DB_XREF=gi:5032014 /UG=Hs.19012 Rab9 effector p40 /FL=gb:BC000503.1 gb:Z97074.1 gb:NM_005833.1
373	204645_at	0.02	gb:NM_001241.1 /DEF=Homo sapiens cyclin T2 (CCNT2), mRNA. /FEA=mRNA /GEN=CCNT2 /PROD=cyclin T2 /DB_XREF=gi:4502628 /UG=Hs.155478 cyclin T2 /FL=gb:AF048731.1 gb:NM_001241.1
374	205134_s_at	0.02	Consensus includes gb:AW593143 /FEA=EST /DB_XREF=gi:7280401 /DB_XREF=est:hg09f10.x1 /CLONE=IMAGE:2945131 /UG=Hs.120247 nuclear fragile X mental retardation protein interacting protein 1 /FL=gb:AF159548.1 gb:NM_012345.1
375	206580_s_at	0.02	gb:NM_016938.1 /DEF=Homo sapiens EGF-containing fibulin-like extracellular matrix protein 2 (EFEMP2), mRNA.  /FEA=mRNA /GEN=EFEMP2 /PROD=EGF-containing fibulin-like extracellular matrixprotein 2 /DB_XREF=gi:8393298 /UG=Hs.6059 EGF-containing fibulin-like extracellular matrix protein 2 /FL=gb:AF093119.1 gb:AF109121.1 gb:NM_016938.1
376	41387_r_at	0.02	Cluster Incl. AB002344:Human mRNA for KIAA0346 gene, partial cds /cds=(0,4852) /gb=AB002344 /gi=2280479 /ug=Hs.103915 /len=6121
377	205290_s_at	0.02	gb:NM_001200.1 /DEF=Homo sapiens bone morphogenetic protein 2 (BMP2), mRNA. /FEA=mRNA /GEN=BMP2 /PROD=bone morphogenetic protein 2 precursor /DB_XREF=gi:4557368 /UG=Hs.73853 bone morphogenetic protein 2 /FL=gb:NM_001200.1
378	209531_at	0.02	gb:BC001453.1 /DEF=Homo sapiens, glutathione transferase zeta 1 (maleylacetoacetate isomerase), clone MGC:2029, mRNA, complete cds.  /FEA=mRNA /PROD=glutathione transferase zeta 1(maleylacetoacetate isomerase) /DB_XREF=gi:12655190 /UG=Hs.26403 glutathione transferase zeta 1 (maleylacetoacetate isomerase) /FL=gb:BC001453.1 gb:U86529.1 gb:NM_001513.1
379	57082_at	0.02	Cluster Incl. AA169780:zp21a04.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-610062 /clone_end=3  /gb=AA169780 /gi=1748115 /ug=Hs.184482 /len=560
380	201163_s_at	0.02	gb:NM_001553.1 /DEF=Homo sapiens insulin-like growth factor binding protein 7 (IGFBP7), mRNA.  /FEA=mRNA /GEN=IGFBP7 /PROD=insulin-like growth factor binding protein 7 /DB_XREF=gi:4504618 /UG=Hs.119206 insulin-like growth factor binding protein 7 /FL=gb:L19182.1 gb:NM_001553.1
381	204060_s_at	0.02	gb:NM_005044.1 /DEF=Homo sapiens protein kinase, X-linked (PRKX), mRNA. /FEA=mRNA /GEN=PRKX /PROD=protein kinase, X-linked /DB_XREF=gi:4826947 /UG=Hs.147996 protein kinase, X-linked /FL=gb:NM_005044.1
382	215091_s_at	0.02	Consensus includes gb:BE542815 /FEA=EST /DB_XREF=gi:9771460 /DB_XREF=est:601067630F1 /CLONE=IMAGE:3453846 /UG=Hs.75113 general transcription factor IIIA
383	201334_s_at	0.02	Consensus includes gb:AB002380.1 /DEF=Human mRNA for KIAA0382 gene, partial cds. /FEA=mRNA /GEN=KIAA0382 /DB_XREF=gi:2224704 /UG=Hs.6582 Rho guanine exchange factor (GEF) 12 /FL=gb:AF180681.1 gb:NM_015313.1
384	207139_at	0.02	gb:NM_000704.1 /DEF=Homo sapiens ATPase, H+K+ exchanging, alpha polypeptide (ATP4A), mRNA.  /FEA=mRNA /GEN=ATP4A /PROD=ATPase, H+K+ exchanging, alpha polypeptide /DB_XREF=gi:4502290 /UG=Hs.36992 ATPase, H+K+ exchanging, alpha polypeptide /FL=gb:NM_000704.1
385	218078_s_at	0.02	gb:NM_016598.1 /DEF=Homo sapiens DHHC1 protein (LOC51304), mRNA. /FEA=mRNA /GEN=LOC51304 /PROD=DHHC1 protein /DB_XREF=gi:7706132 /UG=Hs.14896 DHHC1 protein /FL=gb:AF247703.1 gb:NM_016598.1
386	206866_at	0.02	gb:NM_001794.1 /DEF=Homo sapiens cadherin 4, type 1, R-cadherin (retinal) (CDH4), mRNA. /FEA=mRNA /GEN=CDH4 /PROD=cadherin 4, type 1, R-cadherin (retinal) /DB_XREF=gi:4502724 /UG=Hs.89484 cadherin 4, type 1, R-cadherin (retinal) /FL=gb:NM_001794.1 gb:L34059.1
387	219131_at	0.02	gb:NM_013319.1 /DEF=Homo sapiens transitional epithelia response protein (TERE1), mRNA. /FEA=mRNA /GEN=TERE1 /PROD=transitional epithelia response protein /DB_XREF=gi:7019550 /UG=Hs.40834 transitional epithelia response protein /FL=gb:BC004468.1 gb:AF117064.1 gb:NM_013319.1
388	201016_at	0.02	Consensus includes gb:BE542684 /FEA=EST /DB_XREF=gi:9771329 /DB_XREF=est:601067180F1 /CLONE=IMAGE:3453571 /UG=Hs.4310 eukaryotic translation initiation factor 1A /FL=gb:BC000793.1 gb:L18960.1 gb:NM_001412.1
389	211548_s_at	0.021	gb:J05594.1 /DEF=Homo sapiens NAD+-dependent 15-hydroxyprostaglandin dehydrogenase (PDGH) mRNA, complete cds.  /FEA=mRNA /GEN=PGDH /PROD=NAD+-dependent 15-hydroxyprostaglandindehydrogenase /DB_XREF=gi:1203981 /UG=Hs.77348 hydroxyprostaglandin dehydrogenase 15-(NAD) /FL=gb:J05594.1
390	217975_at	0.021	gb:NM_016303.1 /DEF=Homo sapiens pp21 homolog (LOC51186), mRNA. /FEA=mRNA /GEN=LOC51186 /PROD=pp21 homolog /DB_XREF=gi:10047099 /UG=Hs.15984 pp21 homolog /FL=gb:NM_016303.1 gb:AF125535.1
391	201274_at	0.021	gb:NM_002790.1 /DEF=Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 5 (PSMA5), mRNA.  /FEA=mRNA /GEN=PSMA5 /PROD=proteasome (prosome, macropain) subunit, alphatype, 5 /DB_XREF=gi:4506186 /UG=Hs.76913 proteasome (prosome, macropain) subunit, alpha type, 5 /FL=gb:NM_002790.1
392	218125_s_at	0.021	gb:NM_018246.1 /DEF=Homo sapiens hypothetical protein FLJ10853 (FLJ10853), mRNA. /FEA=mRNA /GEN=FLJ10853 /PROD=hypothetical protein FLJ10853 /DB_XREF=gi:8922717 /UG=Hs.72085 hypothetical protein FLJ10853 /FL=gb:NM_018246.1
393	209196_at	0.022	gb:BC000388.1 /DEF=Homo sapiens, BING4, clone MGC:8435, mRNA, complete cds. /FEA=mRNA /PROD=BING4 /DB_XREF=gi:12653238 /UG=Hs.17930 chromosome 6 open reading frame 11 /FL=gb:BC000388.1 gb:NM_005452.2
394	202302_s_at	0.022	gb:NM_023012.1 /DEF=Homo sapiens hypothetical protein FLJ11021 similar to splicing factor, arginineserine-rich 4 (FLJ11021), mRNA.  /FEA=mRNA /GEN=FLJ11021 /PROD=hypothetical protein FLJ11021 similar tosplicing factor, arginineserine-rich 4 /DB_XREF=gi:12711677 /UG=Hs.81648 hypothetical protein FLJ11021 similar to splicing factor, arginineserine-rich 4 /FL=gb:NM_023012.1
395	216268_s_at	0.022	Consensus includes gb:U77914.1 /DEF=Human soluble protein Jagged mRNA, partial cds. /FEA=mRNA /PROD=soluble protein Jagged /DB_XREF=gi:1684889 /UG=Hs.91143 jagged 1 (Alagille syndrome)
396	211795_s_at	0.022	gb:AF198052.1 /DEF=Homo sapiens EVH1 domain binding protein mRNA, complete cds. /FEA=CDS /PROD=EVH1 domain binding protein /DB_XREF=gi:7416992 /UG=Hs.58435 FYN-binding protein (FYB-120130) /FL=gb:AF198052.1
397	201892_s_at	0.022	gb:NM_000884.1 /DEF=Homo sapiens IMP (inosine monophosphate) dehydrogenase 2 (IMPDH2), mRNA.  /FEA=mRNA /GEN=IMPDH2 /PROD=IMP (inosine monophosphate) dehydrogenase 2 /DB_XREF=gi:4504688 /UG=Hs.75432 IMP (inosine monophosphate) dehydrogenase 2 /FL=gb:J04208.1 gb:NM_000884.1
398	215571_at	0.022	Consensus includes gb:AK021495.1 /DEF=Homo sapiens cDNA FLJ11433 fis, clone HEMBA1001121. /FEA=mRNA /DB_XREF=gi:10432690 /UG=Hs.287415 Homo sapiens cDNA FLJ11433 fis, clone HEMBA1001121
399	201268_at	0.022	gb:NM_002512.1 /DEF=Homo sapiens non-metastatic cells 2, protein (NM23B) expressed in (NME2), nuclear gene encoding mitochondrial protein, mRNA.  /FEA=mRNA /GEN=NME2 /PROD=non-metastatic cells 2, protein (NM23B)expressed in /DB_XREF=gi:4505408 /UG=Hs.275163 non-metastatic cells 2, protein (NM23B) expressed in /FL=gb:BC002476.1 gb:M36981.1 gb:L16785.1 gb:NM_002512.1
400	211136_s_at	0.022	gb:BC004865.1 /DEF=Homo sapiens, cleft lip and palate associated transmembrane protein 1, clone MGC:10593, mRNA, complete cds.  /FEA=mRNA /PROD=cleft lip and palate associated transmembraneprotein 1 /DB_XREF=gi:13436079 /UG=Hs.106671 cleft lip and palate associated transmembrane protein 1 /FL=gb:BC004865.1
401	218208_at	0.022	gb:NM_025078.1 /DEF=Homo sapiens hypothetical protein FLJ22378 (FLJ22378), mRNA. /FEA=mRNA /GEN=FLJ22378 /PROD=hypothetical protein FLJ22378 /DB_XREF=gi:13376629 /UG=Hs.288284 hypothetical protein FLJ22378 /FL=gb:NM_025078.1
402	40225_at	0.022	Cluster Incl. D88435:Homo sapiens mRNA for HsGAK, complete cds /cds=(0,3935) /gb=D88435 /gi=2506079 /ug=Hs.153227 /len=4331
403	211549_s_at	0.022	gb:U63296.1 /DEF=Human 15-hydroxyprostaglandin dehydrogenase mRNA, complete cds. /FEA=mRNA /PROD=15-hydroxyprostaglandin dehydrogenase /DB_XREF=gi:2047312 /UG=Hs.77348 hydroxyprostaglandin dehydrogenase 15-(NAD) /FL=gb:U63296.1
404	201470_at	0.023	gb:NM_004832.1 /DEF=Homo sapiens glutathione-S-transferase like; glutathione transferase omega (GSTTLp28), mRNA.  /FEA=mRNA /GEN=GSTTLp28 /PROD=glutathione-S-transferase like /DB_XREF=gi:4758483 /UG=Hs.11465 glutathione-S-transferase like; glutathione transferase omega /FL=gb:BC000127.1 gb:U90313.1 gb:NM_004832.1 gb:AF212303.1
405	203387_s_at	0.023	gb:NM_014832.1 /DEF=Homo sapiens KIAA0603 gene product (KIAA0603), mRNA. /FEA=mRNA /GEN=KIAA0603 /PROD=KIAA0603 gene product /DB_XREF=gi:7662197 /UG=Hs.173802 KIAA0603 gene product /FL=gb:AB011175.1 gb:NM_014832.1
406	209155_s_at	0.023	gb:BC001595.1 /DEF=Homo sapiens, 5-nucleotidase (purine), cytosolic type B, clone MGC:1109, mRNA, complete cds.  /FEA=mRNA /PROD=5-nucleotidase (purine), cytosolic type B /DB_XREF=gi:12804388 /UG=Hs.138593 5-nucleotidase (purine), cytosolic type B /FL=gb:BC001595.1
407	209568_s_at	0.023	gb:AF186779.1 /DEF=Homo sapiens RGL protein (RGL) mRNA, complete cds. /FEA=mRNA /GEN=RGL /PROD=RGL protein /DB_XREF=gi:7682470 /UG=Hs.79219 RalGDS-like gene; KIAA0959 protein /FL=gb:AF186779.1
408	217942_at	0.023	gb:NM_021821.1 /DEF=Homo sapiens MDS023 protein (MDS023), mRNA. /FEA=mRNA /GEN=MDS023 /PROD=MDS023 protein /DB_XREF=gi:11141894 /UG=Hs.10724 MDS023 protein /FL=gb:AF182422.1 gb:NM_021821.1
409	204129_at	0.023	gb:NM_004326.1 /DEF=Homo sapiens B-cell CLLlymphoma 9 (BCL9), mRNA. /FEA=mRNA /GEN=BCL9 /PROD=B-cell CLLlymphoma 9 /DB_XREF=gi:4757845 /UG=Hs.122607 B-cell CLLlymphoma 9 /FL=gb:NM_004326.1
410	201600_at	0.023	gb:NM_007273.1 /DEF=Homo sapiens B-cell associated protein (REA), mRNA. /FEA=mRNA /GEN=REA /PROD=B-cell associated protein /DB_XREF=gi:6005853 /UG=Hs.7771 B-cell associated protein /FL=gb:AF150962.1 gb:NM_007273.1 gb:AF126021.1 gb:AF178980.1
411	202405_at	0.023	Consensus includes gb:BF432532 /FEA=EST /DB_XREF=gi:11444682 /DB_XREF=est:nac56b07.x1 /CLONE=IMAGE:3406405 /UG=Hs.182741 TIA1 cytotoxic granule-associated RNA-binding protein-like 1 /FL=gb:NM_003252.2 gb:M96954.1
412	212495_at	0.023	Consensus includes gb:BE256900 /FEA=EST /DB_XREF=gi:9127367 /DB_XREF=est:601112063F1 /CLONE=IMAGE:3352887 /UG=Hs.301011 KIAA0876 protein
413	221596_s_at	0.023	gb:AL136619.1 /DEF=Homo sapiens mRNA; cDNA DKFZp564O0523 (from clone DKFZp564O0523); complete cds.  /FEA=mRNA /GEN=DKFZp564O0523 /PROD=hypothetical protein /DB_XREF=gi:12052763 /UG=Hs.21590 Homo sapiens mRNA; cDNA DKFZp564O0523 (from clone DKFZp564O0523); complete cds /FL=gb:AL136619.1
414	204116_at	0.023	gb:NM_000206.1 /DEF=Homo sapiens interleukin 2 receptor, gamma (severe combined immunodeficiency) (IL2RG), mRNA.  /FEA=mRNA /GEN=IL2RG /PROD=interleukin 2 receptor, gamma chain, precursor /DB_XREF=gi:4557881 /UG=Hs.84 interleukin 2 receptor, gamma (severe combined immunodeficiency) /FL=gb:NM_000206.1
415	206589_at	0.023	gb:NM_005263.1 /DEF=Homo sapiens growth factor independent 1 (GFI1), mRNA. /FEA=mRNA /GEN=GFI1 /PROD=growth factor independent 1 /DB_XREF=gi:4885266 /UG=Hs.73172 growth factor independent 1 /FL=gb:U67369.1 gb:NM_005263.1
416	202981_x_at	0.024	gb:NM_003031.1 /DEF=Homo sapiens seven in absentia (Drosophila) homolog 1 (SIAH1), mRNA.  /FEA=mRNA /GEN=SIAH1 /PROD=seven in absentia (Drosophila) homolog 1 /DB_XREF=gi:4506946 /UG=Hs.295923 seven in absentia (Drosophila) homolog 1 /FL=gb:U76247.1 gb:U63295.1 gb:NM_003031.1
417	214438_at	0.024	Consensus includes gb:M60721.1 /DEF=Human homeobox gene, complete cds. /FEA=mRNA /DB_XREF=gi:183789 /UG=Hs.74870 H2.0 (Drosophila)-like homeo box 1 /FL=gb:NM_021958.1 gb:M60721.1
418	219965_s_at	0.024	gb:NM_024859.1 /DEF=Homo sapiens hypothetical protein FLJ21687 (FLJ21687), mRNA. /FEA=mRNA /GEN=FLJ21687 /PROD=hypothetical protein FLJ21687 /DB_XREF=gi:13376285 /UG=Hs.193170 hypothetical protein FLJ21687 /FL=gb:NM_024859.1
419	220741_s_at	0.024	gb:NM_006903.1 /DEF=Homo sapiens inorganic pyrophosphatase (SID6-306), mRNA. /FEA=mRNA /GEN=SID6-306 /PROD=inorganic pyrophosphatase /DB_XREF=gi:13491177 /UG=Hs.5123 inorganic pyrophosphatase /FL=gb:NM_006903.1 gb:AB026722.1
420	219831_at	0.024	gb:NM_016508.1 /DEF=Homo sapiens serine-threonine protein kinase NKIAMRE (LOC51265), mRNA.  /FEA=mRNA /GEN=LOC51265 /PROD=serine-threonine protein kinase NKIAMRE /DB_XREF=gi:7706058 /UG=Hs.118508 cyclin-dependent kinase-like 3 /FL=gb:AF130372.1 gb:NM_016508.1
421	201791_s_at	0.024	gb:NM_001360.1 /DEF=Homo sapiens 7-dehydrocholesterol reductase (DHCR7), mRNA. /FEA=mRNA /GEN=DHCR7 /PROD=7-dehydrocholesterol reductase /DB_XREF=gi:4503320 /UG=Hs.11806 7-dehydrocholesterol reductase /FL=gb:BC000054.1 gb:AF034544.1 gb:AF067127.1 gb:AF096305.1 gb:NM_001360.1
422	220123_at	0.024	gb:NM_025181.1 /DEF=Homo sapiens hypothetical protein FLJ22004 (FLJ22004), mRNA. /FEA=mRNA /GEN=FLJ22004 /PROD=hypothetical protein FLJ22004 /DB_XREF=gi:13376773 /UG=Hs.108812 hypothetical protein FLJ22004 /FL=gb:NM_025181.1
423	204076_at	0.024	Consensus includes gb:AB002390.1 /DEF=Human mRNA for KIAA0392 gene, partial cds. /FEA=mRNA /GEN=KIAA0392 /DB_XREF=gi:2280487 /UG=Hs.201377 apyrase, lysosomal /FL=gb:AF016032.1 gb:NM_004901.1
424	208636_at	0.024	Consensus includes gb:AI082078 /FEA=EST /DB_XREF=gi:3418870 /DB_XREF=est:oz52g10.x1 /CLONE=IMAGE:1679010 /UG=Hs.119000 actinin, alpha 1 /FL=gb:NM_001102.2 gb:BC003576.1
425	218422_s_at	0.024	gb:NM_022118.1 /DEF=Homo sapiens cutaneous T-cell lymphoma tumor antigen se70-2 (SE70-2), mRNA.  /FEA=mRNA /GEN=SE70-2 /PROD=cutaneous T-cell lymphoma tumor antigen se70-2 /DB_XREF=gi:11545836 /UG=Hs.39140 cutaneous T-cell lymphoma tumor antigen se70-2 /FL=gb:AF273052.1 gb:NM_022118.1 gb:BC000791.1
426	205794_s_at	0.024	gb:NM_002515.1 /DEF=Homo sapiens neuro-oncological ventral antigen 1 (NOVA1), transcript variant 1, mRNA.  /FEA=mRNA /GEN=NOVA1 /PROD=neuro-oncological ventral antigen 1, isoform 1 /DB_XREF=gi:4505424 /UG=Hs.214 neuro-oncological ventral antigen 1 /FL=gb:U04840.1 gb:NM_002515.1
427	218017_s_at	0.025	gb:NM_025070.1 /DEF=Homo sapiens hypothetical protein FLJ22242 (FLJ22242), mRNA. /FEA=mRNA /GEN=FLJ22242 /PROD=hypothetical protein FLJ22242 /DB_XREF=gi:13376612 /UG=Hs.288057 hypothetical protein FLJ22242 /FL=gb:NM_025070.1
428	208939_at	0.025	Consensus includes gb:AV682679 /FEA=EST /DB_XREF=gi:10284542 /DB_XREF=est:AV682679 /CLONE=GKBACG02 /UG=Hs.124027 SELENOPHOSPHATE SYNTHETASE ; Human selenium donor protein /FL=gb:BC000941.1
429	212063_at	0.025	Consensus includes gb:BE903880 /FEA=EST /DB_XREF=gi:10395551 /DB_XREF=est:601494678F1 /CLONE=IMAGE:3896970 /UG=Hs.323950 zinc finger protein 6 (CMPX1)
430	220936_s_at	0.025	gb:NM_018267.1 /DEF=Homo sapiens hypothetical protein FLJ10903 (FLJ10903), mRNA. /FEA=mRNA /GEN=FLJ10903 /PROD=hypothetical protein FLJ10903 /DB_XREF=gi:8922757 /UG=Hs.36727 hypothetical protein FLJ10903 /FL=gb:NM_018267.1
431	205227_at	0.025	gb:NM_002182.1 /DEF=Homo sapiens interleukin 1 receptor accessory protein (IL1RAP), mRNA.  /FEA=mRNA /GEN=IL1RAP /PROD=interleukin 1 receptor accessory protein /DB_XREF=gi:4504660 /UG=Hs.173880 interleukin 1 receptor accessory protein /FL=gb:AF029213.1 gb:AB006537.1 gb:NM_002182.1
432	200842_s_at	0.025	Consensus includes gb:AI475965 /FEA=EST /DB_XREF=gi:4329010 /DB_XREF=est:tl96a09.x1 /CLONE=IMAGE:2154904 /UG=Hs.55921 glutamyl-prolyl-tRNA synthetase /FL=gb:NM_004446.1
433	207776_s_at	0.025	gb:NM_000724.1 /DEF=Homo sapiens calcium channel, voltage-dependent, beta 2 subunit (CACNB2), mRNA.  /FEA=mRNA /GEN=CACNB2 /PROD=calcium channel, voltage-dependent, beta 2subunit /DB_XREF=gi:4502532 /UG=Hs.30941 calcium channel, voltage-dependent, beta 2 subunit /FL=gb:U95019.1 gb:NM_000724.1 gb:AF137377.1
434	220576_at	0.025	gb:NM_024989.1 /DEF=Homo sapiens hypothetical protein FLJ12377 (FLJ12377), mRNA. /FEA=mRNA /GEN=FLJ12377 /PROD=hypothetical protein FLJ12377 /DB_XREF=gi:13376493 /UG=Hs.287525 hypothetical protein FLJ12377 /FL=gb:NM_024989.1
435	219547_at	0.025	gb:NM_004376.1 /DEF=Homo sapiens COX15 (yeast) homolog, cytochrome c oxidase assembly protein (COX15), mRNA.  /FEA=mRNA /GEN=COX15 /PROD=COX15 (yeast) homolog, cytochrome c oxidaseassembly protein /DB_XREF=gi:4758035 /UG=Hs.226581 COX15 (yeast) homolog, cytochrome c oxidase assembly protein /FL=gb:AF044323.1 gb:NM_004376.1
436	209201_x_at	0.025	gb:L01639.1 /DEF=Human (clone HSY3RR) neuropeptide Y receptor (NPYR) mRNA, complete cds.  /FEA=mRNA /GEN=NPYR /PROD=neuropeptide Y receptor /DB_XREF=gi:189313 /UG=Hs.89414 chemokine (C-X-C motif), receptor 4 (fusin) /FL=gb:L01639.1 gb:AF025375.1 gb:M99293.1 gb:L06797.1 gb:NM_003467.1 gb:AF147204.1
437	208992_s_at	0.025	gb:BC000627.1 /DEF=Homo sapiens, Signal transducer and activator of transcription 3, clone MGC:1607, mRNA, complete cds.  /FEA=mRNA /PROD=Signal transducer and activator of transcription3 /DB_XREF=gi:12653684 /UG=Hs.321677 signal transducer and activator of transcription 3 (acute-phase response factor) /FL=gb:BC000627.1 gb:NM_003150.1 gb:L29277.1
438	213005_s_at	0.025	Consensus includes gb:D79994.1 /DEF=Human mRNA for KIAA0172 gene, partial cds. /FEA=mRNA /GEN=KIAA0172 /DB_XREF=gi:1136403 /UG=Hs.77546 KIAA0172 protein
439	204324_s_at	0.025	gb:NM_014498.1 /DEF=Homo sapiens type II Golgi membrane protein (GPP130), mRNA. /FEA=mRNA /GEN=GPP130 /PROD=type II Golgi membrane protein /DB_XREF=gi:7657137 /UG=Hs.143600 type II Golgi membrane protein /FL=gb:U55853.1 gb:NM_014498.1
440	213400_s_at	0.025	Consensus includes gb:AV753028 /FEA=EST /DB_XREF=gi:10910876 /DB_XREF=est:AV753028 /CLONE=NPDBCD07 /UG=Hs.76536 transducin (beta)-like 1
441	205627_at	0.026	gb:NM_001785.1 /DEF=Homo sapiens cytidine deaminase (CDA), mRNA. /FEA=mRNA /GEN=CDA /PROD=cytidine deaminase /DB_XREF=gi:11386156 /UG=Hs.72924 cytidine deaminase /FL=gb:NM_001785.1 gb:L27943.1
442	212216_at	0.026	Consensus includes gb:AW000954 /FEA=EST /DB_XREF=gi:5847870 /DB_XREF=est:wr90g09.x1 /CLONE=IMAGE:2495008 /UG=Hs.110 putative L-type neutral amino acid transporter
443	210425_x_at	0.026	gb:AF164622.1 /DEF=Homo sapiens golgin-67 (GOLGA5) mRNA, complete cds. /FEA=mRNA /GEN=GOLGA5 /PROD=golgin-67 /DB_XREF=gi:7211437 /UG=Hs.182982 golgin-67 /FL=gb:AF163441.1 gb:AF164622.1
444	209714_s_at	0.026	gb:AF213033.1 /DEF=Homo sapiens isolate BX-01 cyclin-dependent kinase associated protein phosphatase mRNA, complete cds.  /FEA=mRNA /PROD=cyclin-dependent kinase associated proteinphosphatase /DB_XREF=gi:12734643 /UG=Hs.84113 cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase) /FL=gb:AF213033.1 gb:AF213034.1 gb:AF213035.1 gb:AF213036.1 gb:AF213037.1 gb:AF213038.1 gb:AF213039.1 gb:AF213040.1 gb:AF213041.1 gb:AF213042.1 gb:AF213044.1 gb:AF213046.1 gb:AF213047.1 gb:AF213048.1 gb:AF213049.1 gb:AF213050.1 gb:AF213051.1 gb:AF213052.1 gb:AF213053.1 gb:U02681.1 gb:L25876.1 gb:NM_005192.1 gb:L27711.1
445	214770_at	0.026	Consensus includes gb:AI299239 /FEA=EST /DB_XREF=gi:3958893 /DB_XREF=est:qn33g02.x1 /CLONE=IMAGE:1900082 /UG=Hs.49 macrophage scavenger receptor 1
446	202406_s_at	0.026	gb:NM_003252.2 /DEF=Homo sapiens TIA1 cytotoxic granule-associated RNA-binding protein-like 1 (TIAL1), transcript variant 1, mRNA.  /FEA=mRNA /GEN=TIAL1 /PROD=TIA1 cytotoxic granule-associated RNA-bindingprotein-like 1, isoform 1 /DB_XREF=gi:13435392 /UG=Hs.182741 TIA1 cytotoxic granule-associated RNA-binding protein-like 1 /FL=gb:NM_003252.2 gb:M96954.1
447	204565_at	0.026	gb:NM_018473.1 /DEF=Homo sapiens uncharacterized hypothalamus protein HT012 (HT012), mRNA.  /FEA=mRNA /GEN=HT012 /PROD=uncharacterized hypothalamus protein HT012 /DB_XREF=gi:8923811 /UG=Hs.9676 uncharacterized hypothalamus protein HT012 /FL=gb:BC000894.1 gb:AF274952.1 gb:AF220186.1 gb:NM_018473.1
448	200774_at	0.027	Consensus includes gb:BE963765 /FEA=EST /DB_XREF=gi:11767182 /DB_XREF=est:601657412R1 /CLONE=IMAGE:3875738 /UG=Hs.76666 C9orf10 protein /FL=gb:AF214737.1 gb:NM_014612.1
449	201005_at	0.027	gb:NM_001769.1 /DEF=Homo sapiens CD9 antigen (p24) (CD9), mRNA. /FEA=mRNA /GEN=CD9 /PROD=CD9 antigen (p24) /DB_XREF=gi:4502692 /UG=Hs.1244 CD9 antigen (p24) /FL=gb:M38690.1 gb:NM_001769.1 gb:L34068.1
450	213228_at	0.027	Consensus includes gb:AK023913.1 /DEF=Homo sapiens cDNA FLJ13851 fis, clone THYRO1000926, highly similar to Homo sapiens cAMP-specific phosphodiesterase 8B (PDE8B) mRNA.  /FEA=mRNA /DB_XREF=gi:10435994 /UG=Hs.78106 phosphodiesterase 8B
