Fold change	Acession number	gene symbol	gene
4.806544198	ENSRNOT00000045512	Hist1h2ao_predicted	histone cluster 1, H2ao (predicted)
4.806544198	NM_001109454	Pgm2l1	phosphoglucomutase 2-like 1
4.806544198	---	---	---
4.806544198	NM_001005878	Kifc1	kinesin family member C1
4.839976357	---	---	---
4.890561111	NM_001107698	Hist2h3c2	histone cluster 2, H3c2
4.890561111	NM_001107698	Hist2h3c2	histone cluster 2, H3c2
4.907539909	NM_001033899	Sms	spermine synthase
4.924577653	ENSRNOT00000025889	Ncapd2	non-SMC condensin I complex, subunit D2
4.924577653	NM_133609	Eif2b3	eukaryotic translation initiation factor 2B, subunit 3
4.924577653	NM_001013056	Hist1h2ail	histone cluster 1, H2ai-like
4.924577653	NM_001107873	Mcm2	minichromosome maintenance deficient 2 mitotin (S. cerevisiae)
4.941674549	NM_133546	Myd116	myeloid differentiation primary response gene 116
4.941674549	NM_134453	Lbr	lamin B receptor
4.941674549	NM_021582	Rpa2	replication protein A2
4.941674549	NM_001033899	Sms	spermine synthase
4.976046613	NM_001109417	Hist1h1b	histone cluster 1, H1b
4.976046613	NM_001013882	Dctd	dCMP deaminase
4.976046613	NM_001105878	Polq	polymerase (DNA directed), theta
4.993322196	ENSRNOT00000014859	Ipo5	importin 5
4.993322196	NM_001017449	Dph5	DPH5 homolog (S. cerevisiae)
5.028053498	ENSRNOT00000000674	Ppa1	pyrophosphatase (inorganic) 1
5.028053498	XR_005430	Fam29a	family with sequence similarity 29, member A
5.045509635	NM_001108977	Epha2	Eph receptor A2
5.045509635	NM_001004203	Mcm7	minichromosome maintenance deficient 7 (S. cerevisiae)
5.063026376	NM_001033899	Sms	spermine synthase
5.08060393	NM_053905	Lmnb1	lamin B1
5.08060393	ENSRNOT00000016459	Rad51l1	RAD51-like 1 (S. cerevisiae)
5.098242509	NM_198763	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
5.098242509	XM_235005	Aldh1l2	aldehyde dehydrogenase 1 family, member L2
5.115942325	NM_001106570	Phf19	PHD finger protein 19
5.115942325	NM_001107625	Plekhk1	pleckstrin homology domain containing, family K member 1
5.151526518	BC167069	RGD1564263	similar to Opa-interacting protein 5
5.169411323	NM_001107674	Narg1	NMDA receptor-regulated gene 1
5.205367422	NM_017187	Hmgb2	high mobility group box 2
5.223439148	NM_001109531	LOC689296	similar to expressed sequence C79407
5.241573615	NM_053883	Dusp6	dual specificity phosphatase 6
5.259771041	NM_001012149	Uchl5	ubiquitin carboxyl-terminal esterase L5
5.259771041	NM_001107651	Depdc1b	DEP domain containing 1B
5.296355642	BC162053	RGD1560010	RGD1560010
5.296355642	NM_031633	Foxm1	forkhead box M1
5.314743256	BC082051	LOC361346	similar to chromosome 18 open reading frame 54
5.333194708	ENSRNOT00000017955	RGD1306613	similar to RIKEN cDNA 1600012F09
5.351710219	ENSRNOT00000048748	LOC682649	similar to Histone H2A type 1
5.351710219	ENSRNOT00000019363	RGD1305222	similar to RIKEN cDNA 1810029B16
5.388934307	NM_001107356	RGD1306613	similar to RIKEN cDNA 1600012F09
5.388934307	ENSRNOT00000022012	Gtse1	G two S phase expressed protein 1
5.388934307	NM_001047842	Shmt1	serine hydroxymethyltransferase 1 (soluble)
5.388934307	BC107944	Smc4	structural maintenance of chromosomes 4
5.464161027	NM_001025696	Yars	tyrosyl-tRNA synthetase
5.48313122	NM_001009629	Rfc3	replication factor C (activator 1) 3
5.521269414	NM_172055	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1
5.540437872	ENSRNOT00000020780	Cep72	centrosomal protein 72
5.540437872	ENSRNOT00000018552	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5
5.578974665	---	---	---
5.578974665	NM_001106687	Clspn	claspin homolog (Xenopus laevis)
5.598343462	NM_001025050	Cdca8	cell division cycle associated 8
5.598343462	NM_001108344	Ube2t	ubiquitin-conjugating enzyme E2T (putative)
5.617779503	NM_001108366	Vrk2	vaccinia related kinase 2
5.617779503	NM_153316	Slc35e4	solute carrier family 35, member E4
5.656854249	ENSRNOT00000061370	RGD1306507	similar to RAD54B homolog isoform 1; RAD54, S. cerevisiae, homolog of, B
5.676493425	NM_133572	Cdc25b	cell division cycle 25 homolog B (S. pombe)
5.676493425	ENSRNOT00000013265	Topbp1	topoisomerase (DNA) II binding protein 1
5.676493425	BC129114	LOC689399	hypothetical protein LOC689399
5.696200782	ENSRNOT00000017809	Rps6ka2	ribosomal protein S6 kinase polypeptide 2
5.715976559	NM_021754	Nol5	nucleolar protein 5
5.715976559	NM_001109120	RGD1565561	similar to O-acyltransferase (membrane bound) domain containing 1
5.735820992	NM_001109400	LOC680312	similar to H2B histone family, member T
5.75573432	XM_001061702	Chaf1a	chromatin assembly factor 1, subunit A (p150)
5.75573432	NM_053776	Dnajc2	DnaJ (Hsp40) homolog, subfamily C, member 2
5.795768618	NM_017187	Hmgb2	high mobility group box 2
5.815890069	ENSRNOT00000039794	Ckap2l	cytoskeleton associated protein 2-like
5.815890069	ENSRNOT00000004456	Fancb	Fanconi anemia, complementation group B
5.815890069	NM_017187	Hmgb2	high mobility group box 2
5.836081377	NM_017365	Pdlim1	PDZ and LIM domain 1 (elfin)
5.856342784	---	---	---
5.856342784	NM_053736	Casp4	caspase 4, apoptosis-related cysteine peptidase
5.897076869	NM_024355	Axin2	axin2
5.897076869	NM_053292	Vars2	valyl-tRNA synthetase 2
5.917550037	NM_001029911	Cit	citron (rho-interacting, serine/threonine kinase 21)
5.938094283	NM_001106711	Cenpa	centromere protein A
5.958709852	NM_001024762	Prim2	DNA primase, p58 subunit
5.979396995	NM_173136	Akr1b8	aldo-keto reductase family 1, member B8
6.02098699	NM_001014207	Josd3	Josephin domain containing 3
6.083915013	ENSRNOT00000003981	RGD1563606	similar to cysteine-rich protein 2
6.105036836	NM_022269	Cd55	CD55 antigen
6.105036836	NM_001108945	Trim59	tripartite motif-containing 59
6.126231988	BC099080	E2f8	E2F transcription factor 8
6.126231988	NM_053430	Fen1	flap structure-specific endonuclease 1
6.168843302	EF460314	RGD1311723	similar to KIAA1731 protein
6.211751	ENSRNOT00000010410	Stil	Scl/Tal1 interrupting locus
6.211751	NM_001109203	Prrg4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)
6.254957145	NM_001105779	Nola2	nucleolar protein family A, member 2
6.254957145	NM_001025287	Tipin	timeless interacting protein
6.254957145	ENSRNOT00000003582	Utp18	UTP18, small subunit (SSU) processome component, homolog (yeast)
6.276672783	NM_022501	Crip2	cysteine-rich protein 2
6.276672783	NM_171992	Ccnd1	cyclin D1
6.298463813	---	---	---
6.298463813	NM_030869	Nrp2	neuropilin 2
6.320330495	NM_012924	Cd44	CD44 antigen
6.320330495	NM_022266	Ctgf	connective tissue growth factor
6.342273093	XM_001058413	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
6.342273093	NM_001024282	RGD1564767	Histone H2a
6.36429187	NM_001105883	Pvrl3	poliovirus receptor-related 3
6.386387091	NM_017187	Hmgb2	high mobility group box 2
6.386387091	NM_001014269	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1
6.386387091	---	---	---
6.408559021	BC167102	RGD1310778	similar to Putative protein C21orf45
6.408559021	NM_001106514	Mcm8	minichromosome maintenance deficient 8 (S. cerevisiae)
6.453134074	---	---	---
6.475537732	ENSRNOT00000008201	Rif1	Rap1 interacting factor 1 homolog (yeast)
6.498019171	NM_001014043	Sgms2	sphingomyelin synthase 2
6.520578659	NM_053563	Ddx39	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39
6.543216468	NM_013135	Rasa1	RAS p21 protein activator 1
6.56593287	NM_138848	Podxl	podocalyxin-like
6.588728138	NM_021662	Pold1	polymerase (DNA directed), delta 1, catalytic subunit
6.611602545	NM_001107526	Blm	Bloom syndrome homolog (human)
6.611602545	NM_019357	Ezr	ezrin
6.634556367	ENSRNOT00000031179	Mnd1	meiotic nuclear divisions 1 homolog (S. cerevisiae)
6.657589878	NM_019179	Tyms	thymidylate synthase
6.657589878	NM_001107255	Wdhd1	WD repeat and HMG-box DNA binding protein 1
6.680703355	ENSRNOT00000032560	Sgol1	shugoshin-like 1 (S. pombe)
6.703897077	ENSRNOT00000000438	Dna2	DNA replication helicase 2 homolog (yeast)
6.773962499	NM_001025675	Tubb6	tubulin, beta 6
6.797479993	NM_017000	Nqo1	NAD(P)H dehydrogenase, quinone 1
6.821079134	NM_001100778	E2f1	E2F transcription factor 1
6.868523492	NM_139342	Ripk3	receptor-interacting serine-threonine kinase 3
6.892369278	NM_001108455	Fanca	Fanconi anemia, complementation group A
6.91629785	ENSRNOT00000059330  //  ENSRNOT00000059330	Hist1h2ail  // Hist1h3g	histone cluster 1, H2ai-like  // histone cluster 1, H3g
6.940309497	NM_012514	Brca1	breast cancer 1
6.940309497	ENSRNOT00000002510	Mcm4	minichromosome maintenance deficient 4 homolog (S. cerevisiae)
6.964404506	ENSRNOT00000029354	Mpp6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
6.964404506	NM_138544	Fat3	FAT tumor suppressor homolog 3 (Drosophila)
6.988583167	NM_001108955	Fjx1	four jointed box 1 (Drosophila)
6.988583167	NM_001025768	Dsn1	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)
6.988583167	AF009329	Bhlhb3	basic helix-loop-helix domain containing, class B3
7.012845771	NM_001108462	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
7.012845771	---	---	---
7.037192607	NM_024381	Gyk	glycerol kinase
7.06162397	ENSRNOT00000012595	Mmp1a	matrix metallopeptidase 1a (interstitial collagenase)
7.06162397	NM_022674	H2afz	H2A histone family, member Z
7.06162397	NM_001005543	Nasp	nuclear autoantigenic sperm protein (histone-binding)
7.06162397	NM_001044224	Spag5	sperm associated antigen 5
7.086140153	NM_001107719	Sass6	spindle assembly 6 homolog (C. elegans)
7.110741449	ENSRNOT00000017314	Espl1	extra spindle poles like 1 (S. cerevisiae)
7.160200567	NM_001109403	C1ql3	complement component 1, q subcomponent-like 3
7.160200567	NM_139327	Hmga1	high mobility group AT-hook 1
7.210003701	NM_031753	Alcam	activated leukocyte cell adhesion molecule
7.210003701	NM_053480	Pola2	polymerase (DNA directed), alpha 2
7.23503502	BC162020	LOC680477	similar to EEA1 (Early Endosome Antigen, Rab effector) homolog family member (eea-1)
7.260153243	NM_001024971	Ny-sar-48	sarcoma antigen NY-SAR-48
7.260153243	BC086999	Ppat	phosphoribosyl pyrophosphate amidotransferase
7.310651602	NM_001107396	Cdc25c	cell division cycle 25 homolog C (S. pombe)
7.310651602	NM_013121	Cd28	Cd28 molecule
7.336032346	NM_001039019	Kif18b	kinesin family member 18B
7.336032346	ENSRNOT00000005887	RGD1565672	similar to MDM2 Binding protein
7.336032346	NM_053440	Stmn2	stathmin-like 2
7.361501205	NM_053749	Aurkb	aurora kinase B
7.438439541	NM_012887	Tmpo	thymopoietin
7.464263932	ENSRNOT00000056229	RGD1561205	similar to RIKEN cDNA 2610200G18
7.464263932	NM_017166	Stmn1	stathmin 1
7.568461174	NM_153296	Aurka	aurora kinase A
7.621103984	ENSRNOT00000014762	Lrrcc1	leucine rich repeat and coiled-coil domain containing 1
7.647562541	---	---	---
7.754318535	NM_001015015	Usp1	ubiquitin specific peptdiase 1
7.781239579	NM_001107297	Arhgap22	Rho GTPase activating protein 22
7.944739963	ENSRNOT00000008149	Ezh2	enhancer of zeste homolog 2 (Drosophila)
7.944739963	ENSRNOT00000036917	Cenpm	centromere protein M
7.972322103	ENSRNOT00000041929  //  ENSRNOT00000041929	Hist1h2an  // Hist1h2ai	histone cluster 1, H2an  // histone cluster 1, H2ai
7.972322103	NM_001107273	Cdca2	cell division cycle associated 2
7.972322103	BC158663	LOC684771	similar to cell division cycle associated 5
8.027773988	NM_031340	Timeless	timeless homolog (Drosophila)
8.083611572	NM_012843	Emp1	epithelial membrane protein 1
8.083611572	NM_001106717	Gen1	Gen homolog 1, endonuclease (Drosophila)
8.168097006	NM_001004264	Traf4af1	TRAF4 associated factor 1
8.196454584	ENSRNOT00000012667	Depdc1a	DEP domain containing 1a
8.224910613	NM_022249	Khdrbs3	KH domain containing, RNA binding, signal transduction associated 3
8.224910613	NM_001008322	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)
8.310872826	ENSRNOT00000035642	Atad5	ATPase family, AAA domain containing 5
8.310872826	NM_130400	Dhfr	dihydrofolate reductase
8.310872826	NM_021843	Kitl	kit ligand
8.310872826	NM_022381	Pcna	proliferating cell nuclear antigen
8.485501931	ENSRNOT00000012404	Zwilch	Zwilch, kinetochore associated, homolog (Drosophila)
8.485501931	NM_001106192	Cdt1	chromatin licensing and DNA replication factor 1
8.485501931	---	---	---
8.51496146	NM_022622	Bard1	BRCA1 associated RING domain 1
8.544523264	NM_001106113	Hist1h1a	histone cluster 1, H1a
8.633825892	ENSRNOT00000033123	Gas2l3	growth arrest-specific 2 like 3
8.724061861	NM_001037356	Pak1ip1	PAK1 interacting protein 1
8.724061861	ENSRNOT00000013790	Hist1h2ao_predicted	histone cluster 1, H2ao (predicted)
8.75434961	NM_001105830	Eme1	essential meiotic endonuclease 1 homolog 1 (S. pombe)
8.815240927	NM_001025693	Cdca7	cell division cycle associated 7
8.876555777	ENSRNOT00000015940	Itga2	integrin, alpha 2
8.876555777	ENSRNOT00000016536	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)
9.000467878	NM_001008366	Cenpn	centromere protein N
9.031715238	XM_001075797	Wdr62	WD repeat domain 62
9.126109727	ENSRNOT00000011507	Mmp13	matrix metallopeptidase 13
9.157793285	NM_001012049	Mfap3l	microfibrillar-associated protein 3-like
9.253505471	NM_031022	Cspg4	chondroitin sulfate proteoglycan 4
9.317868692	BC158659	RGD1310784	similar to RIKEN cDNA 2810433K01
9.350217988	NM_031517	Met	met proto-oncogene
9.415253898	ENSRNOT00000018147	Pola1	polymerase (DNA directed), alpha 1
9.415253898	NM_031620	Phgdh	3-phosphoglycerate dehydrogenase
9.415253898	NM_001024257	Cenpt	centromere protein T
9.480742168	NM_001105869	Rfc4	replication factor C (activator 1) 4
9.579829637	NM_001030027	Gins4	GINS complex subunit 4 (Sld5 homolog)
9.579829637	XM_001080790	Casc5	cancer susceptibility candidate 5
9.679952714	NM_017074	Cth	cystathionase (cystathionine gamma-lyase)
9.747282109	ENSRNOT00000024369	Adam8	a disintegrin and metallopeptidase domain 8
9.781122222	NM_012953	Fosl1	fos-like antigen 1
9.781122222	ENSRNOT00000030198	Hist1h2bb	histone cluster 1, H2bb
9.781122222	ENSRNOT00000031974	RGD1559690	similar to hypothetical protein FLJ25416
9.952093226	NM_001008768	Prim1	DNA primase, p49 subunit
10.09101927	ENSRNOT00000037790	Glb1l2	galactosidase, beta 1-like 2
10.12605275	ENSRNOT00000026116	Arl4c	ADP-ribosylation factor-like 4C
10.37471644	ENSRNOT00000004310	Ercc6l	excision repair cross-complementing rodent repair deficiency complementation group 6 - like
10.41073484	NM_031005	Actn1	actinin, alpha 1
10.41073484	NM_001108351	Sertad4	SERTA domain containing 4
10.41073484	NM_181635	Kif15	kinesin family member 15
10.48314723	NM_001107160	Asf1b	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)
10.81528666	NM_001108662	Melk	maternal embryonic leucine zipper kinase
10.81528666	NM_001107609	Mphosph1	M-phase phosphoprotein 1
10.85283462	NM_001009645	Kif22	kinesin family member 22
10.92832205	NM_001109398	LOC680308	similar to Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial precursor
11.00433455	NM_001004424	Tacc3	transforming, acidic coiled-coil containing protein 3
11.11934576	ENSRNOT00000002407	Tfrc	transferrin receptor
11.11934576	NM_001001719	Fancd2	Fanconi anemia, complementation group D2
11.15794933	---	---	---
11.23555901	NM_001108287	Prr11	proline rich 11
11.35298685	NM_001024741	Chaf1b	chromatin assembly factor 1, subunit B (p60)
11.35298685	NM_001106206	Fbxo5	F-box protein 5
11.39240156	NM_171993	Cdc20	cell division cycle 20 homolog (S. cerevisiae)
11.51146864	NM_022391	Pttg1	pituitary tumor-transforming 1
11.55143356	ENSRNOT00000041727	Casc5	cancer susceptibility candidate 5
11.63178014	NM_001107198	Exo1	exonuclease 1
11.67216275	NM_001044287	Evi2a	ecotropic viral integration site 2A
11.67216275	ENSRNOT00000035255	Luzp5	leucine zipper protein 5
11.83510007	NM_181086	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a
11.83510007	ENSRNOT00000040822	Iqgap3	IQ motif containing GTPase activating protein 3
12.00031191	NM_001085369	Kif2c	kinesin family member 2C
12.00031191	ENSRNOT00000010406	Bub1b	budding uninhibited by benzimidazoles 1 homolog, beta (S. cerevisiae)
12.04197398	NM_012620	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1
12.25246398	ENSRNOT00000029266	Ckap2	cytoskeleton associated protein 2
12.3376866	ENSRNOT00000038829	Brip1	BRCA1 interacting protein C-terminal helicase 1
12.38051995	NM_001079890	Gprc5a	G protein-coupled receptor, family C, group 5, member A
12.423502	ENSRNOT00000005618	Stxbp6	syntaxin binding protein 6 (amisyn)
12.50991429	NM_001107762	Nusap1	nucleolar and spindle associated protein 1
12.59692763	NM_001109398	LOC680308	similar to Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial precursor
12.68454619	ENSRNOT00000045384	Spc24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)
12.81711804	NM_001108292	Itga3	integrin alpha 3
12.86161585	NM_001107796	Fam83d	family with sequence similarity 83, member D
12.90626815	BC162031	Dlg7	discs, large homolog 7 (Drosophila)
12.99603834	ENSRNOT00000031783	RGD1308541	hypothetical LOC308768
13.04115732	NM_133578	Dusp5	dual specificity phosphatase 5
13.13186574	ENSRNOT00000043405	Ckap2	cytoskeleton associated protein 2
13.26911273	NM_017287	Mcm6	minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
13.31517976	BC158692	Fam64a	family with sequence similarity 64, member A
13.31517976	NM_001108666	Smc2	structural maintenance of chromosomes 2
13.31517976	ENSRNOT00000022606	LOC683179	similar to CG13745-PA
13.36140671	NM_001105955	Aspm	asp (abnormal spindle)-like, microcephaly associated (Drosophila)
13.45434264	NM_001107673	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11
13.50105274	ENSRNOT00000011351	Dbf4	DBF4 homolog (S. cerevisiae)
13.59495999	ENSRNOT00000006689	Kif18a	kinesin family member 18A
13.64215827	NM_017353	Slc7a5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
13.64215827	NM_177931	Orc1l	origin recognition complex, subunit 1-like (S.cereviaiae)
13.78473856	ENSRNOT00000008508	Atad2	ATPase family, AAA domain containing 2
13.78473856	NM_017100	Plk1	polo-like kinase 1 (Drosophila)
13.88061899	NM_001106632	Mybl1	myeloblastosis oncogene-like 1
14.37011797	NM_001106112	Gmnn	geminin
14.37011797	NM_133401	Abcb1a	ATP-binding cassette, sub-family B (MDR/TAP), member 1A
14.52030649	NM_001107669	Plk4	polo-like kinase 4 (Drosophila)
14.57071734	ENSRNOT00000034565	Cenpe	centromere protein E
14.6213032	NM_001107366	Mcm10	minichromosome maintenance deficient 10 (S. cerevisiae)
14.98035596	NM_012955	Cenpi	centromere protein I
15.18947394	ENSRNOT00000017081	Mcm3	minichromosome maintenance deficient 3 (S. cerevisiae)
15.34822591	ENSRNOT00000004525	Cenpf	centromere protein F
15.72512958	NM_001106594	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)
16	NM_020542	Ccr1	chemokine (C-C motif) receptor 1
16	NM_001007648	Cdca3	cell division cycle associated 3
16.33619401	ENSRNOT00000045394	Itga6	integrin, alpha 6
16.56423878	NM_001108656	Ccne2	cyclin E2
16.56423878	NM_001009470	Ccnb2	cyclin B2
16.56423878	NM_001009470	Ccnb2	cyclin B2
16.56423878	NM_013111	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
16.73735904	NM_001107369	Mastl	microtubule associated serine/threonine kinase-like
16.97100386	ENSRNOT00000010994	Arhgap11a	Rho GTPase activating protein 11A
17.02992292	NM_001109423	LOC680615	similar to histone 2a
17.20791025	NM_001108426	Kif20a	kinesin family member 20A
17.20791025	NM_001109207	Gins1	GINS complex subunit 1 (Psf1 homolog)
17.32760073	ENSRNOT00000048538  //  ENSRNOT00000048538	Hist2h3c2  // Hist1h3f	histone cluster 2, H3c2  // histone cluster 1, H3f
17.44812372	NM_001009654	Spc25	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)
17.50869922	NM_001109163	Fam111a	family with sequence similarity 111, member A
17.50869922	NM_144755	Trib3	tribbles homolog 3 (Drosophila)
17.63048185	NM_001107140	Kntc1	kinetochore associated 1
18.12614216	NM_001111341	LOC690102	similar to histone H2A
18.12614216	NM_080400	Chek1	checkpoint kinase 1 homolog (S. pombe)
18.18907157	NM_001106536	Mybl2	myeloblastosis oncogene-like 2
18.44298155	ENSRNOT00000029526	Sgol2	shugoshin-like 2 (S. pombe)
18.50701094	NM_145096	Zdhhc2	zinc finger, DHHC domain containing 2
18.63573738	NM_001011930	Trip13	thyroid hormone receptor interactor 13
18.76535919	ENSRNOT00000051065	Hjurp	Holliday junction recognition protein
18.8305078	NM_001106371	Hells	helicase, lymphoid specific
19.56224444	NM_147206	Cyp3a9	cytochrome P450, family 3, subfamily a, polypeptide 9
19.63015964	NM_001008882	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1
19.63015964	ENSRNOT00000022555	Kif11	kinesin family member 11
19.63015964	NM_012964	Hmmr	hyaluronan mediated motility receptor (RHAMM)
20.04263102	ENSRNOT00000036399	Dscc1	defective in sister chromatid cohesion 1 homolog (S. cerevisiae)
20.39297004	NM_019296	Cdc2a	cell division cycle 2 homolog A (S. pombe)
20.67764529	ENSRNOT00000033837	RGD1310335	similar to RIKEN cDNA C330027C09
20.82146969	NM_001107152	Pole	polymerase (DNA directed), epsilon
20.89375659	ENSRNOT00000005835	Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit)
20.89375659	NM_171991	Ccnb1	cyclin B1
21.63057333	BC166461	RGD1307201	similar to chromosome 13 open reading frame 3
21.85664411	NM_001105866	Cdc45l	cell division cycle 45 homolog (S. cerevisiae)-like
21.85664411	NM_001108112	Racgap1	Rac GTPase-activating protein 1
22.00866909	NM_001106028	Cdkn3	cyclin-dependent kinase inhibitor 3
22.7059737	NM_001012051	Zfp367	zinc finger protein 367
23.50669813	ENSRNOT00000058839	RGD1562646	similar to chromosome condensation protein G
23.75237713	NM_001106507	Bub1	budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)
24.00062383	ENSRNOT00000006235	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
24.00062383	ENSRNOT00000006235	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2
24.25146506	ENSRNOT00000021320	LOC691979	similar to N-acetyltransferase ESCO2 (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)
24.67537321	NM_001108547	Ect2	ect2 oncogene
25.19385525	ENSRNOT00000025129	LOC684611	similar to centromere autoantigen H
25.36909237	NM_001107529	Prc1	protein regulator of cytokinesis 1
25.36909237	NM_001025646	Cep55	centrosomal protein 55
26.08231464	ENSRNOT00000021320	LOC691979	similar to N-acetyltransferase ESCO2 (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)
26.08231464	NM_198738	Psat1	phosphoserine aminotransferase 1
26.26373148	NM_001107790	Tpx2	TPX2, microtubule-associated protein homolog (Xenopus laevis)
27.47409397	NM_001106407	Cenpk	centromere protein K
27.47409397	BC160888	RGD1304693	similar to CG14803-PA
27.56947711	ENSRNOT00000021320	LOC691979	similar to N-acetyltransferase ESCO2 (Establishment of cohesion 1 homolog 2) (ECO1 homolog 2)
28.14877043	---	---	---
28.4429658	NM_001012028	Nuf2	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)
28.64080227	NM_053702	Ccna2	cyclin A2
29.34412938	NM_001025673	Mlf1ip	myeloid leukemia factor 1 interacting protein
30.80302218	ENSRNOT00000057956	Diap3	diaphanous homolog 3 (Drosophila)
31.12495832	ENSRNOT00000003789	Kif4	kinesin family member 4
32.2225776	NM_201418	Ns5atp9	NS5A (hepatitis C virus) transactivated protein 9
32.33444629	ENSRNOT00000024361	Anln	anillin, actin binding protein (scraps homolog, Drosophila)
32.55935015	NM_001108172	Ttk	Ttk protein kinase
33.47471807	NM_022183	Top2a	topoisomerase (DNA) II alpha
34.7755156	ENSRNOT00000024361	Anln	anillin, actin binding protein (scraps homolog, Drosophila)
36.12686095	NM_001108155	Kif23	kinesin family member 23
37.53071838	ENSRNOT00000005576	Dtl	denticleless homolog (Drosophila)
37.92296867	NM_001108298	Cdc6	cell division cycle 6 homolog (S. cerevisiae)
38.18674378	NM_001079937	Pbk	PDZ binding kinase
38.8542363	NM_001109204	Rad51	RAD51 homolog (S. cerevisiae)
40.78594007	NM_031549	Tagln	transgelin
42.96232009	NM_001106170	Mcm5	minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)
44.7867477	ENSRNOT00000038176	Mki67	antigen identified by monoclonal antibody Ki-67
47.17661495	NM_001126270	Ndc80	NDC80 homolog, kinetochore complex component (S. cerevisiae)
47.17661495	NM_001127689	Il1rl1	interleukin 1 receptor-like 1
246.4241774	NM_133514	Mmp10	matrix metallopeptidase 10
