Fisher score	Gene symbol	Gene name	Reporter	Accession number
1.373854537	ADCY6	Adenylate cyclase 6	H200018519	AK024915
1.372915699	TA-KRP	T-cell activation kelch repeat protein	H200012017	AB058745
1.371732702	KIAA0605	KIAA0605 gene product	H200014889	NM_014694
1.371680334	GGPS1	Geranylgeranyl diphosphate synthase 1	H200005174	AK025139
1.365946869	CD34	CD34 antigen	H200007148	NM_001773
1.36570725	DPEP3	Dipeptidase 3	H200018017	NM_022357
1.364214044	CDH2	Cadherin 2, type 1, N-cadherin (neuronal)	H200000046	NM_001792
1.362588177	GALNT5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (Galc-T5)	H200007774	AK022198
1.361775827	KLC2	Likely ortholog of kinesin light chain 2	H200017578	NM_022822
1.361372731	SCAMP5	Secretory carrier membrane protein 5	H200018385	AL390185
1.360514183	AGTRAP	Angiotensin II receptor-associated protein	H200002197	NM_020350
1.355187771	C6orf33	Chromosome 6 open reading frame 33	H200015658	AK057083
1.35348791	ZNF36	Zinc finger protein 36 (KOX 18)	H200003440	AK056630
1.351536967	DIRC1	Disrupted in renal carcinoma 1	H200007945	NM_052952
1.351522591	H2AFJ	H2A histone family, member J	H200004338	NM_018267
1.348565683	CEACAM5	Carcinoembryonic antigen-related cell adhesion molecule 5	H200015217	NM_004363
1.346283304	CREB3L4	CAMP responsive element binding protein 3-like 4	H300005470	NM_130898
1.345651938	PCDHB5	Protocadherin beta 5	H200012226	NM_015669
1.34108847	MTAC2D1	Membrane targeting (tandem) C2 domain containing 1	H300010030	NM_152332
1.340234131	CSF3R	Colony stimulating factor 3 receptor (granulocyte)	H200000552	NM_000760
1.337828619	GGT2	Gamma-glutamyltransferase 2	H200009485	M30474
1.335629485	PTPRR	Protein tyrosine phosphatase, receptor type, R	H200014802	NM_002849
1.33382163	FLJ21438	Hypothetical protein FLJ21438	H200013230	AK024488
1.32839766	LOC158014	Hypothetical protein LOC158014	H200008235	AK022805
1.327663868	CXCL2	Chemokine (C-X-C motif) ligand 2	H200006191	NM_002089
1.327134814	LRRN1	Leucine rich repeat neuronal 1	H200012598	AB040930
1.326496379	ZNF268	Zinc finger protein 268	H200008656	AF317549
1.325438577	FGF19	Fibroblast growth factor 19	H200016166	NM_005117
1.324985696	KIAA1786	KIAA1786 protein	H200012460	AB058689
1.322467386	SPRED2	Sprouty-related, EVH1 domain containing 2	H200008114	AK056479
1.320201128	USP32	Ubiquitin specific protease 32	H200014110	NM_032582
1.319334852	HOOK1	Hook homolog 1 (Drosophila)	H200016250	NM_015888
1.317094837	ACHE	Acetylcholinesterase (YT blood group)	H200013974	NM_015831
1.316771992	CLDN12	Claudin 12	H200016459	AL136770
1.316696197	KIAA0663	KIAA0663 gene product	H200002694	NM_014827
1.316020771	ETV5	Ets variant gene 5 (ets-related molecule)	H200004645	NM_004454
1.312332053	LAPTM4B	Lysosomal associated protein transmembrane 4 beta	H200009681	AY057051
1.311452183	C19orf6	Chromosome 19 open reading frame 6	H200017575	NM_033420
1.311362727	LDHAL6A	Lactate dehydrogenase A-like 6A	H200020293	BC014340
1.310173982	HOP	Homeodomain-only protein	H200002320	NM_032495
1.310024468	FLJ32001	Hypothetical protein FLJ32001	H200009346	AK056563
1.309986093	ZNF83	Zinc finger protein 83 (HPF1)	H200018197	NM_018300
1.309888842	ZFYVE1	Zinc finger, FYVE domain containing 1	H200002870	AB046809
1.30916028	SLPI	Secretory leukocyte protease inhibitor (antileukoproteinase)	H200016308	NM_003064
1.308861199	ZNF273	Zinc finger protein 273	H200004613	BC007078
1.308085644	FLJ90805	Hypothetical protein FLJ90805	H300002445	NM_173633
1.304334232	MGC16044	Hypothetical protein MGC16044	H200020589	BC016154
1.300971722	TBC1D3	TBC1 domain family, member 3	H200011404	NM_032258
1.295900354	F12	Coagulation factor XII (Hageman factor)	H200000345	NM_000505
1.292165204	SMTN	Smoothelin	H200013648	AF064238
1.289922535	FABP3	Fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	H200004954	NM_004102
1.288336903	RAB33B	RAB33B, member RAS oncogene family	H200014212	NM_031296
1.287661743	ARVCF	Armadillo repeat gene deletes in velocardiofacial syndrome	H200019221	BC005092
1.287238533	COL5A3	Collagen, type V, alpha 3	H200015541	NM_015719
1.286854815	BTBD11	BTB (POZ) domain containing 11	H300004029	NM_152322
1.28508734	GFOD1	Glucose-fructose oxidoreductase domain containing 1	H200005438	NM_018988
1.284901254	CAPN2	Calpain 2, (m/II) large subunit	H200006275	NM_001748
1.281749405	BBC3	BCL2 binding component 3	H200010227	AF332558
1.281468431	KIAA1411	KIAA1411	H200011508	AB037832
1.279988436	FLJ21865	Endo-beta-N-acetylglucosaminidase	H200003910	AL110283
1.279983316	PLEC1	Plectin 1, intermediate filament binding protein 500kDa	H200006713	NM_000445
1.279681456	AQP11	Aquaporin 11	H300001749	NM_173039
1.279009935	KCNJ14	Potassium inwardly-rectifying channel, subfamily J, member 14	H200013441	NM_013348
1.276426331	TCTEL1	T-complex-associated-testis-expressed 1-like 1	H200016583	AK026669
1.27635832	CALN1	Calneuron 1	H200016191	NM_031468
1.275682479	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	H200010936	NM_005194
1.27423792	PROS1	Protein S (alpha)	H200005535	NM_000313
1.27406469	MGC39325	Hypothetical protein MGC39325	H200004257	AK026141
1.270899547	ELA1	Elastase 1, pancreatic	H200020244	NM_001971
1.268416438	JAM3	Junctional adhesion molecule 3	H200019657	BC010690
1.268301744	HNF4G	Hepatocyte nuclear factor 4, gamma	H200015758	NM_004133
1.268024907	LOC148898	Hypothetical protein BC007899	H200005463	BC007899
1.267503676	LIFR	Leukemia inhibitory factor receptor	H200018416	AK021628
1.264406457	GMFG	Glia maturation factor, gamma	H200001012	NM_004877
1.262897434	PB	N-ethylmaleimide-sensitive factor attachment protein, beta	H200002160	AK022817
1.261460991	TMC4	Transmembrane channel-like 4	H300010192	NM_144686
1.26123593	IGFBP1	Insulin-like growth factor binding protein 1	H200011156	NM_000596
1.259637205	PRKCABP	Protein kinase C, alpha binding protein	H200008475	NM_012407
1.259005704	ZFP42	Zinc finger protein 42	H200019757	AK056719
1.258356163	PFDN5	Prefoldin 5	H200009384	NM_002624
1.25824438	SCML2	Sex comb on midleg-like 2 (Drosophila)	H200007975	NM_006089
1.258228093	ZNF608	Zinc finger protein 608	H200010600	AL117587
1.257676058	KIAA0779	KIAA0779 protein	H200008351	AB018322
1.256953853	PPP5C	Protein phosphatase 5, catalytic subunit	H200006019	NM_006247
1.249701044	CHD9	Chromodomain helicase D binding protein 9	H200001906	AB002306
1.247217523	TIP39	Tuberoinfundibular 39 residue protein precursor	H200019887	AY037555
1.247193334	IRF2BP1	Interferon regulatory factor 2 binding protein 1	H200013988	BC005834
1.247015983	GNG13	Guanine nucleotide binding protein (G protein), gamma 13	H200015968	NM_016541
1.244347086	MGC21688	Hypothetical protein MGC21688	H300021433	NM_144635
1.242283138	SQRDL	Sulfide quinone reductase-like (yeast)	H200001615	NM_021199
1.241088996	FBXO10	F-box protein 10	H200020047	BC012155
1.239916336	KIAA1856	KIAA1856 protein	H200020510	AB058759
1.239684383	ESR1	Estrogen receptor 1	H200000435	NM_000125
1.239516586	ATXN3	Ataxin 3	H200020058	U63332
1.23818168	FLJ13614	Hypothetical protein FLJ13614	H200015620	BC016905
1.236139059	BMP5	Bone morphogenetic protein 5	H200009724	AK021486
1.235843251	FLJ13456	Hypothetical protein FLJ13456	H200014218	AB051517
1.234457739	MGC17791	Hypothetical protein MGC17791	H200014410	BC017672
1.231747764	C9orf33	Chromosome 9 open reading frame 33	H200013261	AF072164
1.230846536	C9orf52	Chromosome 9 open reading frame 52	H200004908	AK021570
1.230458007	GLIPR1	GLI pathogenesis-related 1 (glioma)	H200005552	NM_006851
1.230389397	FLJ23554	Hypothetical protein FLJ23554	H200007603	NM_024806
1.2266421	SEC24B	SEC24 related gene family, member B (S. cerevisiae)	H200001394	NM_006323
1.226500265	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	H200008607	NM_005739
1.226386064	KIAA1468	KIAA1468	H200003294	AB040901
1.225706047	ZNF34	Zinc finger protein 34 (KOX 32)	H200014486	NM_030580
1.22291263	POLS	Polymerase (D directed) sigma	H200015308	NM_006999
1.222665406	KIAA0556	KIAA0556 protein	H200004007	AB011128
1.222306467	WDR22	WD repeat domain 22	H200008794	AB058727
1.22166214	TGIF2	TGFB-induced factor 2 (TALE family homeobox)	H200010661	BC012816
1.216931016	WBP1	WW domain binding protein 1	H200001472	BC010012
1.214473677	FLJ25070	U11/U12 snRNP 65K protein	H200002364	AB058742
1.213013924	FLJ10213	Hypothetical protein FLJ10213	H200014435	NM_018029
1.213004838	CPNE5	Copine V	H200008841	AB046819
1.212680046	GDAP1L1	Ganglioside-induced differentiation-associated protein 1-like 1	H200002951	AK056251
1.212340812	HIPK4	Homeodomain interacting protein kinase 4	H200015085	AK057380
1.209760925	DLGAP3	Discs, large (Drosophila) homolog-associated protein 3	H200013506	AF131778
1.209280327	C6orf110	Chromosome 6 open reading frame 110	H200008745	AL353957
1.208858747	CBX8	Chromobox homolog 8 (Pc class homolog, Drosophila)	H200016194	NM_020649
1.205948524	C9orf93	Chromosome 9 open reading frame 93	H300022784	NM_173550
1.20470547	FOS	V-fos FBJ murine osteosarcoma viral oncogene homolog	H200003548	NM_005252
1.201345942	SYNGR1	Synaptogyrin 1	H200001164	NM_004711
1.200437307	VNN1	Vanin 1	H200002071	NM_004666
1.200298663	WNT3A	Wingless-type MMTV integration site family, member 3A	H200019796	NM_033131
1.199319041	GC20	Translation factor sui1 homolog	H200003068	NM_005875
1.198035237	HR	Hairless homolog (mouse)	H200016882	AF039196
1.197430136	PTPN22	Protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	H200010258	NM_015967
1.197136606	PNMA3	Paraneoplastic antigen MA3	H200009689	AL136878
1.196905594	RNF111	Ring finger protein 111	H200002145	NM_017610
1.195324291	CLDN5	Claudin 5 (transmembrane protein deleted in velocardiofacial syndrome)	H200011723	NM_003277
1.191610941	C1QL1	Complement component 1, q subcomponent-like 1	H200013101	NM_006688
1.190865307	KIAA1627	KIAA1627 protein	H200012698	BC007449
1.189870856	COH1	Cohen syndrome 1	H300011889	NM_152564
1.18900794	HH114	Hypothetical protein HH114	H200004869	NM_032499
1.188842943	SCRN1	Secernin 1	H200006013	NM_014766
1.187507926	MDS010	X 010 protein	H200007432	NM_020231
1.187070581	NR1D2	Nuclear receptor subfamily 1, group D, member 2	H200004393	BC015929
1.185774819	FLJ20582	Hypothetical protein FLJ20582	H200001038	NM_014106
1.184450888	SIPA1L3	Signal-induced proliferation-associated 1 like 3	H200018711	BC000772
1.178278379	PEG3	Paternally expressed 3	H200013294	AF208967
1.174386625	LMTK3	Lemur tyrosine kinase 3	H200017585	AB067470
1.173861479	CD3G	CD3G antigen, gamma polypeptide (TiT3 complex)	H200000577	NM_000073
1.172726008	FLJ11383	Hypothetical protein FLJ11383	H200019779	BC008300
1.170962068	EF1	Ephrin-A1	H200000428	NM_004428
1.169123739	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	H200006662	D25304
1.167110619	COL4A1	Collagen, type IV, alpha 1	H200012184	NM_001845
1.166810164	AKAP8L	A kinase (PRKA) anchor protein 8-like	H200011380	AL133576
1.166250862	AVO3	Likely ortholog of mouse TORC2-specific protein AVO3 (S. cerevisiae)	H200001768	AK024327
1.165883392	TNXB	Tenascin XB	H200007873	NM_019105
1.164372174	TCEAL3	Transcription elongation factor A (SII)-like 3	H200004452	NM_032926
1.164112212	CILP	Cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	H200013764	NM_003613
1.163164755	GPR92	G protein-coupled receptor 92	H200019292	NM_020400
1.160275352	RYK	RYK receptor-like tyrosine kinase	H200006672	NM_002958
1.157788817	CLDN15	Claudin 15	H200004444	NM_014343
1.157225707	CIRBP	Cold inducible R binding protein	H200012207	NM_001280
1.156968978	TTC9	Tetratricopeptide repeat domain 9	H200006642	D86980
1.156962982	NCOA7	Nuclear receptor coactivator 7	H200019857	AJ420542
1.154981675	RAB3IP	RAB3A interacting protein (rabin3)	H200011231	NM_022456
1.152811265	ZNF265	Zinc finger protein 265	H200014668	AL136945
1.151810199	PPP2R1B	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	H200009162	AK026914
1.149276916	SUV420H1	Suppressor of variegation 4-20 homolog 1 (Drosophila)	H200019988	NM_017635
1.148000932	PLAGL2	Pleiomorphic adenoma gene-like 2	H200013939	NM_002657
1.145088647	FIBL-6	Hemicentin	H200019530	AF156100
1.144633376	ITPR2	Inositol 1,4,5-triphosphate receptor, type 2	H200015618	NM_002223
1.144578662	MOCOS	Molybdenum cofactor sulfurase	H200007282	NM_017947
1.144269736	PTMS	Parathymosin	H200007993	NM_002824
1.144087735	KIAA0565	KIAA0565 gene product	H200009941	AB011137
1.143815172	KLF5	Kruppel-like factor 5 (intestinal)	H200007119	NM_001730
1.14240337	CUZD1	CUB and zona pellucida-like domains 1	H300003893	NM_152644
1.141219457	SH3MD2	SH3 multiple domains 2	H200017958	AB040927
1.140314272	GPR87	G protein-coupled receptor 87	H200005329	NM_023915
1.139223024	APG5L	APG5 autophagy 5-like (S. cerevisiae)	H200001979	NM_004849
1.136865201	ANKRD28	Ankyrin repeat domain 28	H200004171	AB002377
1.134056856	OR8D1	Olfactory receptor, family 8, subfamily D, member 1	H200021271	AF238489
1.131719583	LRRC27	Leucine rich repeat containing 27	H200013050	AB051461
1.130900022	SYNE1	Spectrin repeat containing, nuclear envelope 1	H200001614	AF444779
1.130777938	LENG1	Leukocyte receptor cluster (LRC) member 1	H200008046	BC014986
1.130100816	FBXL5	F-box and leucine-rich repeat protein 5	H200001073	NM_033535
1.12904872	LRSAM1	Leucine rich repeat and sterile alpha motif containing 1	H200019072	AK056203
1.121314011	RHOT2	Ras homolog gene family, member T2	H200003034	AK024450
1.120862661	FNBP1	Formin binding protein 1	H200017949	AL049935
1.115946949	PKN2	Protein kinase N2	H200005661	NM_006256
1.1135361	FLJ20847	Hypothetical protein FLJ20847	H200018535	AK025010
1.112809442	MOGAT1	Monoacylglycerol O-acyltransferase 1	H200020046	NM_058165
1.11238646	HLA-DPB1	Major histocompatibility complex, class II, DP beta 1	H200000212	NM_002121
1.112154297	LOC51149	Truncated calcium binding protein	H200021199	NM_016175
1.111431416	TULP1	Tubby like protein 1	H200010584	NM_003322
1.111210804	SLC5A2	Solute carrier family 5 (sodium/glucose cotransporter), member 2	H200018796	NM_003041
1.109967798	ZNF366	Zinc finger protein 366	H300003165	NM_152625
1.108142991	PME-1	Protein phosphatase methylesterase-1	H200008701	AF118072
1.100434564	DGKH	Diacylglycerol kinase, eta	H200004825	AK055427
1.098118561	PPAP2A	Phosphatidic acid phosphatase type 2A	H200004524	NM_003711
1.097671984	MGC3020	Hypothetical protein MGC3020	H200005676	NM_024048
1.097566648	LYL1	Lymphoblastic leukemia derived sequence 1	H200004771	NM_005583
1.096701514	LOC201725	Hypothetical protein LOC201725	H200011812	AK027539
1.093920977	ZNF292	Zinc finger protein 292	H200008107	AB011102
1.092673071	PNMA2	Paraneoplastic antigen MA2	H200001497	AB020690
1.092434183	HLA-DPA1	Major histocompatibility complex, class II, DP alpha 1	H200000241	NM_033554
1.092084519	MTMR9	Myotubularin related protein 9	H200004901	AJ297823
1.091195201	KIAA1002	KIAA1002 protein	H200002899	AB023219
1.091191776	RBM9	R binding motif protein 9	H200000976	NM_014309
1.090512738	KIAA0495	KIAA0495	H200004946	AB007964
1.090424803	GULP1	GULP, engulfment adaptor PTB domain containing 1	H200011491	NM_016315
1.089922074	RELB	V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	H200000231	NM_006509
1.089462911	PNMA1	Paraneoplastic antigen MA1	H200014663	NM_006029
1.089429531	LBX1	Transcription factor similar to D. melanogaster homeodomain protein lady bird late	H200004381	NM_006562
1.089399802	DDR2	Discoidin domain receptor family, member 2	H200005762	NM_006182
1.088776866	HAS2	Hyaluronan synthase 2	H200007401	NM_005328
1.087242619	HNMT	Histamine N-methyltransferase	H200002378	BC005907
1.086189312	PAX9	Paired box gene 9	H200013020	NM_006194
1.085106393	HSFY1	Heat shock transcription factor, Y-linked 1	H200007578	NM_033108
1.084068792	C7orf20	Chromosome 7 open reading frame 20	H200011516	AL133014
1.082905698	LU	Lutheran blood group (Auberger b antigen included)	H200014021	NM_005581
1.081082311	KRTAP4-4	Keratin associated protein 4-4	H300001332	NM_032524
1.080713255	TESK1	Testis-specific kinase 1	H200006677	NM_006285
1.074547659	NPIP	Nuclear pore complex interacting protein	H200016310	NM_006985
1.072378189	LTBP4	Latent transforming growth factor beta binding protein 4	H200007134	NM_003573
1.069968871	B3GNTL1	Hypothetical protein LOC146712	H200021006	AK054757
1.06921638	ACRC	Acidic repeat containing	H200013152	NM_052957
1.066899722	KIFC2	Kinesin family member C2	H200010549	BC017311
1.066786422	LEFTB	Left-right determination, factor B	H200017244	NM_020997
1.06403228	PTCH	Patched homolog (Drosophila)	H200007460	U43148
1.063495729	HTRA3	Serine protease HTRA3	H200005403	AY040094
1.062738644	SAMD9	Sterile alpha motif domain containing 9	H200005580	NM_017654
1.061763276	SNCG	Synuclein, gamma (breast cancer-specific protein 1)	H200020441	NM_003087
1.060822771	MGC4549	Hypothetical protein MGC4549	H200019176	NM_032377
1.060370456	HUMMLC2B	Myosin light chain 2	H200005013	NM_013292
1.059058098	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5 (sterolin 1)	H200013064	NM_022436
1.058150285	FLJ23506	Hypothetical protein FLJ23506	H200008429	NM_024833
1.057031175	PFAAP5	Phosphonoformate immuno-associated protein 5	H200003292	NM_014887
1.055910114	MAST1	Microtubule associated serine/threonine kinase 1	H200015386	AB023190
1.054864877	GALNTL2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	H200020302	NM_054110
1.054155015	GCC2	GRIP and coiled-coil domain containing 2	H200019774	AK022838
1.054103091	PTPRU	Protein tyrosine phosphatase, receptor type, U	H200002847	NM_005704
1.05265137	PADI4	Peptidyl arginine deiminase, type IV	H200012044	NM_012387
1.052629166	RPL32	Ribosomal protein L32	H200007858	NM_000994
1.050665688	RBM25	R binding motif protein 25	H200008465	L40392
1.04927319	MGC35366	Hypothetical protein MGC35366	H200007110	AK054617
1.048660841	MAST3	Microtubule associated serine/threonine kinase 3	H200008174	AB011133
1.04701508	MLLT6	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	H200016163	NM_005937
1.046796036	ART5	ADP-ribosyltransferase 5	H200012572	NM_053017
1.046387552	HIG2	Hypoxia-inducible protein 2	H200019772	BC008573
1.046019904	MGC26989	Hypothetical protein MGC26989	H300020823	NM_152763
1.045318583	FGF8	Fibroblast growth factor 8 (androgen-induced)	H200005264	NM_033163
1.042277438	CEPT1	Choline/ethanolaminephosphotransferase	H200012531	NM_006090
1.042266345	MYH10	Myosin, heavy polypeptide 10, non-muscle	H200009821	AK026977
1.04222526	COPA	Coatomer protein complex, subunit alpha	H200006227	NM_004371
1.041182589	C6orf47	Chromosome 6 open reading frame 47	H200015864	NM_021184
1.04089286	USP52	Ubiquitin specific protease 52	H200016989	NM_014871
1.038415472	FLJ35390	Hypothetical protein FLJ35390	H200020351	BC014556
