Unigene	Gene name	Description	Map	Avg tumor/avg mucosa
Hs.95196	MGC3162	hypothetical protein MGC3162 (MGC3162), mRNA.	12q24.33	1.588159588
Hs.144468	MGC3234	hypothetical protein MGC3234 (MGC3234), mRNA.	11p15.5	1.450955414
Hs.323213	MGC3262	hypothetical protein MGC3262 (MGC3262), mRNA.	19p13.2	3.022222222
Hs.460217	MGC35048	hypothetical protein MGC35048 (MGC35048), mRNA.	16p12.3	1.739371534
Hs.516218	MGC41816	hypothetical protein MGC41816 (MGC41816), mRNA.	2q11.2	2.107305936
Hs.514211	MGC4251	hypothetical protein MGC4251 (MGC4251), mRNA.	17q21.31	2.010582011
Hs.504534	MGC4266	hypothetical protein MGC4266 (MGC4266), mRNA.	12p13.32	1.796357616
Hs.280135	MGC4294	Hypothetical protein MGC4294	20q13.32	1.533742331
Hs.155569	MGC4504	hypothetical protein MGC4504 (MGC4504), mRNA.	15q15.1	1.743267504
Hs.488337	MGC45441	Hypothetical protein MGC45441	1p34.1	1.814004376
Hs.321391	MGC4549	hypothetical protein MGC4549 (MGC4549), mRNA.	19p13.2	1.514778325
Hs.531926	MGC45491	Hypothetical protein MGC45491	6p21.1	1.755319149
Hs.549318	MGC52000	CXYorf1-related protein	2q14.1	2.004424779
Hs.521213	MGC5242	hypothetical protein MGC5242 (MGC5242), mRNA.	7q33	1.677922078
Hs.102558	MGC5352	Bcl-XL-binding protein v68 (MGC5352), mRNA.	12q24.33	2.306382979
Hs.6734	MGC61550	Hypothetical protein MGC61550	15q26.1	0.515728477
Hs.507584	MGC9850	hypothetical protein MGC9850 (MGC9850), mRNA.	13q12.2	2.466517857
Hs.501928	MICAL2	Microtubule associated monoxygenase, calponin and LIM domain containing 2	11p15.3	0.559456399
Hs.407995	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	22q11.23	3.97029703
Hs.367842	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	2q14.3	2.584541063
Hs.524500	MLC1SA	myosin light chain 1 slow a (MLC1SA), mRNA.	12q13.13	1.807594937
Hs.258855	MLL	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	11q23	1.642201835
Hs.30385	MLLT10	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	10p12	1.784013605
Hs.91531	MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (MLLT6), mRNA.	17q21	2.349168646
Hs.91531	MLLT6	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	17q21	2.059574468
Hs.501991	MLSTD2	male sterility domain containing 2 (MLSTD2), mRNA.	11p15.2	1.743823147
Hs.2399	MMP14	matrix metalloproteinase 14 (membrane-inserted) (MMP14), mRNA.	14q11-q12	2.208737864
Hs.326387	MORF4L2	mortality factor 4 like 2 (MORF4L2), mRNA.	Xq22	2.184738956
Hs.459596	MPG	N-methylpurine-DNA glycosylase (MPG), mRNA.	16p13.3	1.880733945
Hs.514713	MPPE1	metallophosphoesterase 1 (MPPE1), transcript variant 2, mRNA.	18p11.21	1.61278649
Hs.75659	MPV17	MpV17 transgene, murine homolog, glomerulosclerosis (MPV17), mRNA.	2p23-p21	1.591876209
Hs.493919	MPZL1	myelin protein zero-like 1 (MPZL1), transcript variant 2, mRNA.	1q24.2	1.737354086
Hs.458367	MRP63	mitochondrial ribosomal protein 63 (MRP63), nuclear gene encoding mitochondrial protein, mRNA.	13p11.1-q11	2.184491979
Hs.109059	MRPL12	mitochondrial ribosomal protein L12 (MRPL12), nuclear gene encoding mitochondrial protein, mRNA.	17q25	1.970212766
Hs.333823	MRPL13	mitochondrial ribosomal protein L13 (MRPL13), nuclear gene encoding mitochondrial protein, mRNA.	8q22.1-q22.3	1.898550725
Hs.50252	MRPL32	mitochondrial ribosomal protein L32 (MRPL32), nuclear gene encoding mitochondrial protein, mRNA.	7p14	1.541737649
Hs.476706	MRPL37	mitochondrial ribosomal protein L37 (MRPL37), nuclear gene encoding mitochondrial protein, mRNA.	1p32.1	1.870848708
Hs.279652	MRPL4	mitochondrial ribosomal protein L4 (MRPL4), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	19p13.2	2.575221239
Hs.55847	MRPL51	mitochondrial ribosomal protein L51 (MRPL51), nuclear gene encoding mitochondrial protein, mRNA.	12p13.3-p13.1	1.920168067
Hs.288936	MRPL9	mitochondrial ribosomal protein L9 (MRPL9), nuclear gene encoding mitochondrial protein, mRNA.	1q21	1.908045977
Hs.5836	MRPS23	mitochondrial ribosomal protein S23 (MRPS23), nuclear gene encoding mitochondrial protein, mRNA.	17q22-q23	1.932885906
Hs.469309	MRPS5	mitochondrial ribosomal protein S5 (MRPS5), nuclear gene encoding mitochondrial protein, mRNA.	2p11.2-q11.2	2.342679128
Hs.372579	MRX85	mental retardation, X-linked 85 (MRX85), mRNA.	16p13.3	1.870422535
Hs.272789	MS4A12	membrane-spanning 4-domains, subfamily A, member 12 (MS4A12), mRNA.	11q12	0.153387303
Hs.122514	MSCP	mitochondrial solute carrier protein (MSCP), mRNA.	8p21.2	3.266886326
Hs.134470	MSI2	musashi homolog 2 (Drosophila) (MSI2), transcript variant 1, mRNA.	17q23.2	2.680327869
Hs.502773	MTCBP-1	membrane-type 1 matrix metalloproteinase cytoplasmic tail binding protein-1 (MTCBP-1), mRNA.	2p25.2	1.892929293
Hs.485262	MTCH1	mitochondrial carrier homolog 1 (C. elegans) (MTCH1), nuclear gene encoding mitochondrial protein, mRNA.	6pter-p24.1	1.691256831
Hs.435974	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase (MTHFD1), mRNA.	14q24	1.932
Hs.469030	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase (MTHFD2), nuclear gene encoding mitochondrial protein, mRNA.	2p13.1	2.224137931
Hs.347187	MTMR1	Myotubularin related protein 1	Xq28	0.346613546
Hs.25199	MTP18	mitochondrial protein 18 kDa (MTP18), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	22q	1.618210863
Hs.225836	MTRF1L	mitochondrial translational release factor 1-like (MTRF1L), mRNA.	6q25-q26	0.472910217
Hs.25723	MTVR1	Mouse Mammary Turmor Virus Receptor homolog 1 (MTVR1), mRNA.	11q23	1.518438178
Hs.485527	MUT	methylmalonyl Coenzyme A mutase (MUT), nuclear gene encoding mitochondrial protein, mRNA.	6p21	0.630964467
Hs.252457	MVD	mevalonate (diphospho) decarboxylase (MVD), mRNA.	16q24.3	1.931428571
Hs.501023	MXI1	MAX interactor 1 (MXI1), transcript variant 1, mRNA.	10q24-q25	0.454688731
Hs.528847	MYADML	myeloid-associated differentiation marker-like (MYADML), mRNA.	2p22.3	0.481183932
Hs.445898	MYBL1	V-myb myeloblastosis viral oncogene homolog (avian)-like 1	8q22	0.430656934
Hs.85937	MYBPC2	myosin binding protein C, fast type (MYBPC2), mRNA.	19q13.33	1.490712074
Hs.202453	MYC	v-myc myelocytomatosis viral oncogene homolog (avian) (MYC), mRNA.	8q24.12-q24.13	5.494845361
Hs.505705	MYL6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle (MYL6), transcript variant 2, mRNA.	12q13.2	0.378355705
Hs.86092	MYLK2	myosin light chain kinase 2, skeletal muscle (MYLK2), mRNA.	20q13.31	1.607709751
Hs.181768	MYOD1	myogenic factor 3 (MYOD1), mRNA.	11p15.4	1.927472527
Hs.302051	MYOHD1	myosin head domain containing 1 (MYOHD1), mRNA.	17q12	1.964401294
Hs.7036	NAGK	N-acetylglucosamine kinase (NAGK), mRNA.	2p13.3	1.67061144
Hs.351637	NALP4	NACHT, leucine rich repeat and PYD containing 4 (NALP4), mRNA.	19q13.43	1.566129032
Hs.324271	NAPE-PLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	7q22.1	1.87628866
Hs.503878	NCAM1	Neural cell adhesion molecule 1	11q23.1	2.227683616
Hs.522309	NCBP1	nuclear cap binding protein subunit 1, 80kDa (NCBP1), mRNA.	9q34.1	1.445614035
Hs.79110	NCL	nucleolin (NCL), mRNA.	2q12-qter	4.140740741
Hs.25669	NCOA5	nuclear receptor coactivator 5 (NCOA5), mRNA.	20q12-q13.12	1.519073569
Hs.368971	NCOA6	nuclear receptor coactivator 6 (NCOA6), mRNA.	20q11	2.094339623
Hs.525093	NDFIP2	Nedd4 family interacting protein 2	13q31.1	1.550916497
Hs.277677	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	2q37.3	0.473863153
Hs.515112	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa (NDUFA7), mRNA.	19p13.2	2.328320802
Hs.106529	NDUFAF1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1	15q11.2-q21.3	0.595118449
Hs.521969	NDUFB11	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	Xp11.3	2.224334601
Hs.304613	NDUFB4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa (NDUFB4), nuclear gene encoding mitochondrial protein, mRNA.	3q13.33	1.7375
Hs.173611	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) (NDUFS2), mRNA.	1q23	1.536057692
Hs.211914	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase) (NDUFS7), mRNA.	19p13.3	1.68956743
Hs.7744	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa (NDUFV1), mRNA.	11q13	2.92481203
Hs.7744	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa	11q13	1.702517162
Hs.473937	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa (NDUFV3), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	21q22.3	1.769230769
Hs.532681	NEU2	sialidase 2 (cytosolic sialidase) (NEU2), mRNA.	2q37	1.873417722
Hs.2764	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1 (NFKBIL1), mRNA.	6p21.3	2.213973799
Hs.530539	NFRKB	nuclear factor related to kappaB binding protein (NFRKB), mRNA.	11q24-q25	1.928994083
Hs.10441	NFYA	nuclear transcription factor Y, alpha (NFYA), transcript variant 2, mRNA.	6p21.3	1.551102204
Hs.97316	NGEF	Neuronal guanine nucleotide exchange factor	2q37	1.776081425
Hs.415768	NGFR	nerve growth factor receptor (TNFR superfamily, member 16)	17q21-q22	1.748091603
Hs.288151	NIF3L1BP1	Ngg1 interacting factor 3 like 1 binding protein 1 (NIF3L1BP1), mRNA.	3p14.1	1.609411765
Hs.396740	NIP30	NEFA-interacting nuclear protein NIP30 (NIP30), mRNA.	16q13	0.447069943
Hs.298434	NKD1	naked cuticle homolog 1 (Drosophila) (NKD1), mRNA.	16q12	4.076749436
Hs.502910	NKIRAS2	NFKB inhibitor interacting Ras-like 2, transcript variant 2	17q21.2	1.627208481
Hs.492805	NMD3	NMD3 homolog (S. cerevisiae) (NMD3), mRNA.	3q26.1	2.286290323
Hs.463456	NME2	non-metastatic cells 2, protein (NM23B) expressed in (NME2), mRNA.	17q21.3	3.807142857
Hs.54483	NMI	N-myc (and STAT) interactor (NMI), mRNA.	2p24.3-q21.3	1.876430206
Hs.271695	NOB1P	likely ortholog of mouse nin one binding protein (NOB1P), mRNA.	16q22.3	2.103202847
Hs.173162	NOC4	neighbor of COX4 (NOC4), mRNA.	16q24	1.583769634
Hs.376064	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat) (NOL5A), mRNA.	20p13	3.12
Hs.27222	NOLA2	nucleolar protein family A, member 2 (H/ACA small nucleolar RNPs) (NOLA2), mRNA.	5q35.3	2.077777778
Hs.209113	NOMO1	NODAL modulator 1 (NOMO1), mRNA.	16p13.11	2.357512953
Hs.533282	NONO	non-POU domain containing, octamer-binding (NONO), mRNA.	Xq13.1	3.79389313
Hs.471104	NOP5/NOP58	nucleolar protein NOP5/NOP58 (NOP5/NOP58), mRNA.	2q33.1	2.009328358
Hs.495473	NOTCH1	Notch homolog 1, translocation-associated (Drosophila) (NOTCH1), mRNA.	9q34.3	2.202764977
Hs.495473	NOTCH1	Notch homolog 1, translocation-associated (Drosophila) (NOTCH1), mRNA.	9q34.3	0.594637224
Hs.387255	N-PAC	cytokine-like nuclear factor n-pac (N-PAC), mRNA.	16p13.3	1.942307692
Hs.104555	NPFF	neuropeptide FF-amide peptide precursor (NPFF), mRNA.	12q13.13	1.597902098
Hs.528782	NPIP	nuclear pore complex interacting protein (NPIP), mRNA.	16p13-p11	2.977443609
Hs.519452	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin) (NPM1), mRNA.	5q35	3.739130435
Hs.219140	NPPB	natriuretic peptide precursor B (NPPB), mRNA.	1p36.2	1.3847981
Hs.514556	NPTX1	neuronal pentraxin I (NPTX1), mRNA.	17q25.1-q25.2	1.46215781
Hs.438863	NR1H3	nuclear receptor subfamily 1, group H, member 3 (NR1H3), mRNA.	11p11.2	2.033986928
Hs.282735	NR1H4	nuclear receptor subfamily 1, group H, member 4 (NR1H4), mRNA.	12q23.1	0.711136891
Hs.466148	NR2F6	nuclear receptor subfamily 2, group F, member 6 (NR2F6), mRNA.	19p13.1	1.50882825
Hs.122926	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	5q31	0.36739908
Hs.131704	NRP1	Neuropilin 1	10p12	1.60341556
Hs.372938	NRXN2	neurexin 2 (NRXN2), transcript variant beta, mRNA.	11q13	0.635093168
Hs.57698	NSDHL	NAD(P) dependent steroid dehydrogenase-like (NSDHL), mRNA.	Xq28	2.06122449
Hs.124951	NSE2	breast cancer membrane protein 101 (NSE2), mRNA.	8q24.21	1.697435897
Hs.473583	NSEP1	nuclease sensitive element binding protein 1 (NSEP1), mRNA.	1p34	2.481481481
Hs.284295	NSMCE1	non-SMC element 1 homolog (S. cerevisiae) (NSMCE1), mRNA.	16p12.1	2.096685083
Hs.546405	NSUN5	NOL1/NOP2/Sun domain family, member 5 (NSUN5), transcript variant 2, mRNA.	7q11.23	2.814569536
Hs.158336	NTN2L	netrin 2-like (chicken) (NTN2L), mRNA.	16p13.3	0.582524272
Hs.163642	NTNG2	netrin G2 (NTNG2), mRNA.	9q34	0.527621195
Hs.515524	NUCB1	Nucleobindin 1	19q13.2-q13.4	1.942028986
Hs.140443	NUDCD2	NudC domain containing 2 (NUDCD2), mRNA.	5q34	1.607449857
Hs.200016	NUDT11	nudix (nucleoside diphosphate linked moiety X)-type motif 11 (NUDT11), mRNA.	Xp11.22	0.349811676
Hs.524574	NUP107	nucleoporin 107kDa (NUP107), mRNA.	12q15	2.156479218
Hs.308340	NUP188	Nucleoporin 188kDa	9q34.11	0.656617271
Hs.475525	NUP210	nucleoporin 210kDa (NUP210), mRNA.	3p25.2-p25.1	2.114285714
Hs.511093	NUSAP1	nucleolar and spindle associated protein 1 (NUSAP1), mRNA.	15q15.1	1.882488479
Hs.356630	NUTF2	nuclear transport factor 2 (NUTF2), mRNA.	16q22.1	2.915662651
Hs.497867	NVL	nuclear VCP-like (NVL), transcript variant 2, mRNA.	1q41-q42.2	1.64084507
Hs.527989	NXN	nucleoredoxin (NXN), mRNA.	17p13.3	0.50273224
Hs.143733	NY-REN-41	NY-REN-41 antigen	11p14.1	2.891252955
Hs.310637	NY-SAR-41	Sarcoma antigen NY-SAR-41	1p22.1	1.559016393
Hs.446427	OAZ1	ornithine decarboxylase antizyme 1 (OAZ1), mRNA.	19p13.3	2.296650718
Hs.467701	ODC1	ornithine decarboxylase 1 (ODC1), mRNA.	2p25	3.297619048
Hs.405410	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) (OGT), transcript variant 3, mRNA.	Xq13	2.509433962
	OR10H3	olfactory receptor, family 10, subfamily H, member 3 (OR10H3), mRNA.	19p13.1	1.771626298
Hs.532772	OR3A1	olfactory receptor, family 3, subfamily A, member 1 (OR3A1), mRNA.	17p13.3	0.653889515
	OR51A1P	Olfactory receptor, family 51, subfamily A, member 1 pseudogene		2.025956284
Hs.274460	OR5V1	olfactory receptor, family 5, subfamily V, member 1 (OR5V1), mRNA.	6p22.1	0.336048007
Hs.527861	OS-9	amplified in osteosarcoma (OS-9), mRNA.	12q13	1.848263254
Hs.494192	OSTF1	osteoclast stimulating factor 1 (OSTF1), mRNA.	9q13-q21.2	1.721682848
Hs.352515	OTOP2	Otopetrin 2	17q25.1	0.473783656
Hs.464912	P15RS	Hypothetical protein FLJ10656	18q12.2	0.349382716
Hs.524498	PA2G4	proliferation-associated 2G4, 38kDa (PA2G4), mRNA.	12q13	2.190635452
Hs.458280	PABPC3	poly(A) binding protein, cytoplasmic 3 (PABPC3), mRNA.	13q12-q13	4.586956522
Hs.169900	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form) (PABPC4), mRNA.	1p32-p36	2.743801653
Hs.246590	PABPC5	poly(A) binding protein, cytoplasmic 5 (PABPC5), mRNA.	Xq21.3	0.43128453
Hs.334462	PABPCP2	Similar to PABPCP2 protein	14pter-qter	3.909090909
Hs.466831	PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, gamma subunit 29kDa (PAFAH1B3), mRNA.	19q13.1	1.91283293
Hs.482038	PAIP1	Poly(A) binding protein interacting protein 1	5p12	0.702889447
Hs.253726	PAPOLA	poly(A) polymerase alpha (PAPOLA), mRNA.	14q32.31	2.403990025
Hs.368305	PAQR3	Progestin and adipoQ receptor family member III	4q21.21	0.415616304
Hs.351474	PAQR4	progestin and adipoQ receptor family member IV (PAQR4), mRNA.	16p13.3	2.158362989
Hs.117825	PARP4	poly (ADP-ribose) polymerase family, member 4 (PARP4), mRNA.	13q11	1.873659118
Hs.475074	PARVB	parvin, beta (PARVB), transcript variant 2, mRNA.	22q13.2-q13.33	0.37462952
Hs.406074	PAWR	PRKC, apoptosis, WT1, regulator (PAWR), mRNA.	12q21	1.874233129
Hs.113253	PAX7	paired box gene 7 (PAX7), transcript variant 2, mRNA.	1p36.2-p36.12	2.118421053
Hs.189920	PB1	polybromo 1 (PB1), mRNA.	3p21	1.691056911
Hs.229641	PC4	activated RNA polymerase II transcription cofactor 4 (PC4), mRNA.	5p13.3	2.386243386
Hs.2853	PCBP1	poly(rC) binding protein 1 (PCBP1), mRNA.	2p13-p12	1.699453552
Hs.546271	PCBP2	poly(rC) binding protein 2 (PCBP2), transcript variant 2, mRNA.	12q13.12-q13.13	2.086124402
Hs.79769	PCDH1	protocadherin 1 (cadherin-like 1) (PCDH1), transcript variant 2, mRNA.	5q32-q33	1.93986637
Hs.391781	PCDH20	protocadherin 20 (PCDH20), mRNA.	13q21	0.467939584
Hs.283678	PCDHB14	protocadherin beta 14 (PCDHB14), mRNA.	5q31	0.704697987
Hs.119693	PCDHB5	protocadherin beta 5 (PCDHB5), mRNA.	5q31	0.524536532
Hs.491148	PCM1	Pericentriolar material 1	8p22-p21.3	1.734649123
Hs.147433	PCNA	proliferating cell nuclear antigen (PCNA), transcript variant 2, mRNA.	20pter-p12	3.609195402
Hs.496068	PCTK1	PCTAIRE protein kinase 1	Xp11.3-p11.23	2.044155844
Hs.506415	PCTK2	PCTAIRE protein kinase 2 (PCTK2), mRNA.	12q23.1	1.770419426
Hs.435767	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha isoform (PCYT1A), mRNA.	3q29	0.502272727
Hs.278426	PDAP1	PDGFA associated protein 1 (PDAP1), mRNA.	7q22.1	2.15503876
Hs.239499	PDCD11	Programmed cell death 11	10q24.33	1.69751693
Hs.443831	PDCD5	programmed cell death 5 (PDCD5), mRNA.	19q12-q13.1	2.43115942
Hs.487925	PDE4DIP	Phosphodiesterase 4D interacting protein (myomegalin)	1q12	1.555891239
Hs.516808	PDE6D	phosphodiesterase 6D, cGMP-specific, rod, delta (PDE6D), mRNA.	2q35-q36	1.675052411
Hs.308709	PDIA3	protein disulfide isomerase-associated 3 (PDIA3), mRNA.	15q15	2.064285714
Hs.93659	PDIA4	protein disulfide isomerase-associated 4 (PDIA4), mRNA.	7q35	2.136363636
Hs.66581	PDIP	Protein disulfide isomerase-associated 2	16p13.3	2.636363636
Hs.8364	PDK4	pyruvate dehydrogenase kinase, isoenzyme 4 (PDK4), mRNA.	7q21.3-q22.1	0.460503218
Hs.8364	PDK4	pyruvate dehydrogenase kinase, isoenzyme 4 (PDK4), mRNA.	7q21.3-q22.1	0.365196078
	PDL-108	Periodontal ligament fibroblast protein		2.107816712
Hs.284491	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase (PDXK), mRNA.	21q22.3	1.771309771
Hs.284491	PDXK	pyridoxal (pyridoxine, vitamin B6) kinase (PDXK), mRNA.	21q22.3	1.588709677
Hs.501149	PDZK8	PDZ domain containing 8 (PDZK8), mRNA.	10q26.11	2.696312364
Hs.287717	PEMT	Phosphatidylethanolamine N-methyltransferase	17p11.2	1.515195369
Hs.36473	PEPD	peptidase D (PEPD), mRNA.	19q12-q13.2	1.895781638
Hs.36473	PEPD	Peptidase D	19q12-q13.2	2.175226586
Hs.520421	PERP	PERP, TP53 apoptosis effector (PERP), mRNA.	6q24	3.075060533
Hs.414396	PERQ1	PERQ amino acid rich, with GYF domain 1 (PERQ1), mRNA.	7q22	1.825065274
Hs.517543	PES1	pescadillo homolog 1, containing BRCT domain (zebrafish) (PES1), mRNA.	22q12.1	1.658371041
Hs.164682	PEX1	peroxisome biogenesis factor 1 (PEX1), mRNA.	7q21-q22	1.913043478
Hs.546273	PEX10	peroxisome biogenesis factor 10 (PEX10), transcript variant 2, mRNA.	1p36.32	1.522248244
Hs.528821	PF6	projection protein PF6 (PF6), mRNA.	1p12	1.93902439
Hs.255093	PFKL	Phosphofructokinase, liver	21q22.3	1.605421687
Hs.464071	PGD	phosphogluconate dehydrogenase (PGD), mRNA.	1p36.3-p36.13	3.141025641
Hs.252820	PGF	Placental growth factor, vascular endothelial growth factor-related protein	14q24-q31	0.603694875
Hs.58356	PGLYRP4	peptidoglycan recognition protein 4 (PGLYRP4), mRNA.	1q21	0.538591312
Hs.271224	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase (PH-4), mRNA.	3p21.31	1.623641304
Hs.504620	PHB2	prohibitin 2 (PHB2), mRNA.	12p13	1.958333333
Hs.271954	PHEMX	pan-hematopoietic expression (PHEMX), transcript variant 3, mRNA.	11p15.5	3.377314815
Hs.211441	PHF2	PHD finger protein 2 (PHF2), transcript variant 2, mRNA.	9q22.31	0.547890536
Hs.517044	PHF20	PHD finger protein 20 (PHF20), mRNA.	20q11.22-q11.23	1.915384615
Hs.356501	PHF6	PHD finger protein 6 (PHF6), mRNA.	Xq26	0.635503617
Hs.196177	PHKG2	phosphorylase kinase, gamma 2 (testis) (PHKG2), mRNA.	16p12.1-p11.2	1.915584416
Hs.504062	PHLDB1	Pleckstrin homology-like domain, family B, member 1	11q23.3	1.664556962
Hs.435761	PIAS3	protein inhibitor of activated STAT, 3 (PIAS3), mRNA.	1q21	1.810752688
	PIG6	Proline oxidase homolog		1.752727273
Hs.293653	PIGK	phosphatidylinositol glycan, class K (PIGK), mRNA.	1p31.1	0.513209181
Hs.522099	PIGO	phosphatidylinositol glycan, class O (PIGO), transcript variant 1, mRNA.	9p13.3	1.649072753
Hs.437388	PIGT	phosphatidylinositol glycan, class T (PIGT), mRNA.	20q12-q13.12	2.576719577
Hs.527624	PIK4CB	phosphatidylinositol 4-kinase, catalytic, beta polypeptide (PIK4CB), mRNA.	1q21	0.685520362
Hs.530084	PILRB	paired immunoglobin-like type 2 receptor beta, transcript variant 3	7q22.1	2.2
Hs.372295	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1 (PITPNM1), mRNA.	11q13	1.808219178
Hs.84136	PITX1	paired-like homeodomain transcription factor 1 (PITX1), mRNA.	5q31	1.625
Hs.198281	PKM2	pyruvate kinase, muscle (PKM2), transcript variant 1, mRNA.	15q22	4.860465116
Hs.466044	PKN1	protein kinase N1 (PKN1), transcript variant 1, mRNA.	19p13.1-p12	2.832797428
Hs.440833	PKN2	Protein kinase N2	1p22.2	2.069306931
Hs.534395	PKP3	plakophilin 3 (PKP3), mRNA.	11p15	1.904076739
Hs.170479	PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent) (PLA2G6), transcript variant 1, mRNA.	22q13.1	2.248953975
Hs.546392	PLAC8	placenta-specific 8 (PLAC8), mRNA.	4q21.3	0.219692005
Hs.523761	PLCB3	phospholipase C, beta 3 (phosphatidylinositol-specific) (PLCB3), mRNA.	11q13	1.866213152
Hs.472101	PLCB4	phospholipase C, beta 4 (PLCB4), transcript variant 2, mRNA.	20p12	3.313609467
Hs.472101	PLCB4	phospholipase C, beta 4 (PLCB4), transcript variant 1, mRNA.	20p12	3.653896104
Hs.522568	PLCXD1	phosphatidylinositol-specific phospholipase C, X domain containing 1	Yp11.32	0.480096502
Hs.292419	PLCXD2	Phosphatidylinositol-specific phospholipase C, X domain containing 2	3q13.2	1.444976077
Hs.478230	PLD1	Phospholipase D1, phophatidylcholine-specific	3q26	0.49937578
Hs.469944	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2 (PLEKHB2), mRNA.	2q21.1	0.594195519
Hs.501353	PLEKHJ1	pleckstrin homology domain containing, family J member 1	19p13.3	1.367751061
Hs.329989	PLK1	polo-like kinase 1 (Drosophila) (PLK1), mRNA.	16p12.1	2.6953125
Hs.75093	PLOD1	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1	1p36.3-p36.2	1.849315068
Hs.477866	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 (PLOD2), transcript variant 2, mRNA.	3q23-q24	0.353291186
Hs.153357	PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 (PLOD3), mRNA.	7q22	2.452380952
Hs.549421	PLXNA1	plexin A1 (PLXNA1), mRNA.	3q21.3	2.406504065
Hs.503251	PME-1	protein phosphatase methylesterase-1 (PME-1), mRNA.	11q13.4	1.670658683
Hs.530479	PMF1	polyamine-modulated factor 1 (PMF1), mRNA.	1q12	1.638888889
Hs.75835	PMM1	phosphomannomutase 1 (PMM1), mRNA.	22q13.2	1.845070423
Hs.521466	PNMA2	Paraneoplastic antigen MA2	8p21.2	0.292365999
Hs.409965	PNN	pinin, desmosome associated protein (PNN), mRNA.	14q21.1	1.936363636
Hs.388733	PNPT1	polyribonucleotide nucleotidyltransferase 1 (PNPT1), mRNA.	2p15	1.889748549
Hs.472409	POFUT1	protein O-fucosyltransferase 1 (POFUT1), transcript variant 1, mRNA.	20q11	2.061170213
Hs.201897	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit) (POLA2), mRNA.	11q13.1	2.572192513
Hs.279413	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	19q13.3	2.578313253
Hs.306791	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa , mRNA.	7p13	2.796296296
Hs.505802	POLDIP3	Polymerase (DNA-directed), delta interacting protein 3	22q13.2	1.764214047
Hs.241517	POLQ	polymerase (DNA directed), theta (POLQ), transcript variant 2, mRNA.	3q13.33	1.709302326
Hs.520146	POLR1C	polymerase (RNA) I polypeptide C, 30kDa, transcript variant 2	6p21.1	1.933333333
