Pathway name	Pathway Code	Genbank ID	Gene Title	Gene Symbol	5 h CS vs Air                         FC + SEM	8 d CS vs Air            FC + SEM	8 d Air vs 5 h Air            FC + SEM	1.5 mo CS vs Air                         FC + SEM	1.5 mos Air vs 5 h Air            FC + SEM	6 mos CS vs Air                                  FC + SEM	6 mos Air vs 5 h Air  FC + SEM
ECM	5	BB443585	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 4	Adamts4	7.7 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	AV364944	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9	Adamts9	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_009627	adrenomedullin	Adm	3.9 + 0.5	N.C.	2.7 + 0.4	2.1 + 0.4	N.C.	2.3 + 0.4	N.C.
ECM	5	BG244279	angiopoietin-like 2	Angptl2	N.C.	2.7 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BE290548	procollagen, type XXIII, alpha 1	Col23a1	N.C.	2.7 + 0.8	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BF158638	procollagen, type IV, alpha 1	Col4a1	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BC013560	procollagen, type IV, alpha 2	Col4a2	N.C.	2.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	AV366831	procollagen, type IV, alpha 3	Col4a3	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BB530633	procollagen, type IV, alpha 4	Col4a4	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BM250666	procollagen, type IV, alpha 5	Col4a5	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	M14222	cathepsin B	Ctsb	1.7 + 0.4	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BF580235	cathepsin E /// similar to melanoma antigen /// envelope polyprotein /// envelope polyprotein /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// similar to melanoma antigen /// hypothetical protein LOC670510 /// similar to melanoma antigen	Ctse /// LOC622147 /// Env /// LOC665955 /// LOC666402 /// LOC667328 /// LOC667538 /// LOC668269 /// LOC668639 /// LOC668769 /// LOC668842 /// LOC669176 /// LOC669407 /// LOC669658 /// LOC669821 /// LOC670510 /// LOC671134	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	AK017474	cathepsin F	Ctsf	N.C.	4.9 + 0.7	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_007801	cathepsin H	Ctsh	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_007802	cathepsin K	Ctsk	N.C.	N.C.	N.C.	N.C.	N.C.	1.7 + 0.4	1.6 + 0.4
ECM	5	BB131357	dystroglycan 1	Dag1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_007899	extracellular matrix protein 1	Ecm1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BB229377	elastin	Eln	4.3 + 0.4	N.C.	N.C.	N.C.	N.C.	1.8 + 0.4	N.C.
ECM	5	NM_133918	elastin microfibril interfacer 1	Emilin1	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_011812	fibulin 5	Fbln5	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_133862	fibrinogen, gamma polypeptide	Fgg	N.C.	N.C.	N.C.	N.C.	N.C.	4.8 + 0.8	N.C.
ECM	5	BF136544	fibrinogen-like protein 2	Fgl2	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_008215	hyaluronan synthase1	Has1	3.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	M65143	lysyl oxidase	Lox	4.7 + 0.4	N.C.	N.C.	3.3 + 0.4	N.C.	3.0 + 0.4	N.C.
ECM	5	NM_008608	matrix metallopeptidase 14 (membrane-inserted)	Mmp14	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BB484002	matrix metallopeptidase 15	Mmp15	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_010809	matrix metalloproteinase 3	Mmp3	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_008611	matrix metalloproteinase 8	Mmp8	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BM021767	Naked cuticle 1 homolog (Drosophila)	Nkd1	2.9 + 0.4	N.C.	N.C.	1.6 + 0.3	N.C.	1.5 + 0.4	N.C.
ECM	5	NM_008872	plasminogen activator, tissue	Plat	3.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	X62701	urokinase plasminogen activator receptor	Plaur	2.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BB559067	protease, serine, 11 (Igf binding)	Prss11	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_133731	protease, serine, 22	Prss22	4.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BC003851	protease, serine, 8 (prostasin)	Prss8	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BB530954	RAD18 homolog (S. cerevisiae)	Rad18	3.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BC005556	syndecan binding protein (syntenin) 2	Sdcbp2	2.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_008458	serine (or cysteine) proteinase inhibitor, clade A, member 3C	Serpina3c	3.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BC011158	serine (or cysteine) proteinase inhibitor, clade A, member 3M	Serpina3m	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	NM_009252	serine (or cysteine) proteinase inhibitor, clade A, member 3N	Serpina3n	2.8 + 0.4	N.C.	-1.4	N.C.	N.C.	1.5 + 0.4	N.C.
ECM	5	NM_008871	serine (or cysteine) proteinase inhibitor, clade E, member 1	Serpine1	1.6 + 0.4	1.8 + 0.4	-1.8	N.C.	N.C.	N.C.	N.C.
ECM	5	BC020531	spondin 1, (f-spondin) extracellular matrix protein	Spon1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BC008107	tissue inhibitor of metalloproteinase 1	Timp1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	M93954	tissue inhibitor of metalloproteinase 2	Timp2	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
ECM	5	BI111620	tissue inhibitor of metalloproteinase 3	Timp3	1.6 + 0.4	2.4 + 0.4	N.C.	1.7 + 0.4	2.8 + 0.4	N.C.	1.8 + 0.4
ECM	5	BB530515	vasorin	Vasn	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	BC014291	activin A receptor, type II-like 1	Acvrl1	N.C.	2.4 + 0.4	-1.4	1.5 + 0.4	N.C.	N.C.	N.C.
Growth factors	6	AK015393	artemin	Artn	11.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	AY057913	brain derived neurotrophic factor	Bdnf	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	1.6 + 0.4
Growth factors	6	BM231135	Bone morphogenetic protein 1	Bmp1	2.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_010217	connective tissue growth factor	Ctgf	1.8 + 0.4	1.6 + 0.4	-1.6	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_080837	DNA segment, Chr 17, Wayne State University 104, expressed	D17Wsu104e	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_019397	EGF-like-domain, multiple 6	Egfl6	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	U03425	epidermal growth factor receptor	Egfr	2.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_053208	EGL nine homolog 2 (C. elegans)	Egln2	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_011819	growth differentiation factor 15	Gdf15	3.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_010275	glial cell line derived neurotrophic factor	Gdnf	4.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	AK009736	G protein-coupled receptor 137B /// similar to transmembrane 7 superfamily member 1 /// similar to transmembrane 7 superfamily member 1	Gpr137b /// LOC664862 /// LOC673335	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	AK011784	insulin-like growth factor binding protein 2	Igfbp2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	AF022889	latent transforming growth factor beta binding protein 1	Ltbp1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	BB554226	latent transforming growth factor beta binding protein 4	Ltbp4	N.C.	1.9 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	BE688382	platelet-activating factor acetylhydrolase, isoform 1b, beta1 subunit	Pafah1b1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_019971	platelet-derived growth factor,  C polypeptide	Pdgfc	N.C.	N.C.	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.
Growth factors	6	AW537708	platelet derived growth factor receptor, alpha polypeptide	Pdgfra	1.9 + 0.5	N.C.	N.C.	N.C.	2.5 + 0.4	N.C.	N.C.
Growth factors	6	AA499047	platelet derived growth factor receptor, beta polypeptide	Pdgfrb	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_009024	retinoic acid receptor, alpha	Rara	N.C.	7.3 + 0.6	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_017376	thyrotroph embryonic factor	Tef	N.C.	4.2 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	S69114	transforming growth factor, beta receptor II	Tgfbr2	N.C.	2.3 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	BM122301	transforming growth factor, beta receptor III	Tgfbr3	1.5 + 0.4	1.7 + 0.4	-1.2	N.C.	1.7 + 0.4	N.C.	N.C.
Growth factors	6	NM_009372	TG interacting factor	Tgif	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Growth factors	6	NM_013692	TGFB inducible early growth response 1	Tieg1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	1.5 + 0.4	N.C.
Growth factors	6	U50279	vascular endothelial growth factor A	Vegfa	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BM218697	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	4930438O05Rik	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB362210	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	Arih1	1.8 + 0.4	N.C.	N.C.	N.C.	2.0 + 0.4	N.C.	N.C.
Ubiquitin-Proteasome	7	AW551927	ariadne homolog 2 (Drosophila)	Arih2	2.1 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AI510077	cullin associated and neddylation disassociated 1	Cand1	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AF176910	cullin 1	Cul1	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_029402	cullin 2	Cul2	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV017487	deltex 4 homolog (Drosophila)	Dtx4	1.7 + 0.4	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AK006369	F-box protein 30	Fbxo30	1.6 + 0.4	N.C.	N.C.	1.8 + 0.4	-1.3	N.C.	N.C.
Ubiquitin-Proteasome	7	AF441120	F-box only protein 32	Fbxo32	N.C.	N.C.	-2.4	N.C.	N.C.	1.7 + 0.4	N.C.
Ubiquitin-Proteasome	7	BF455337	F-box only protein 4	Fbxo4	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_022331	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	Herpud1	1.6 + 0.4	2.2 + 0.4	-1.9	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB210666	Huntingtin interacting protein 2	Hip2	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BC025007	IBR domain containing 2	Ibrdc2	4.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_018884	PDZ domain containing RING finger 3	Pdzrn3	1.8 + 0.4	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_011968	proteasome (prosome, macropain) subunit, alpha type 6	Psma6	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AW208944	proteasome (prosome, macropain) 26S subunit, ATPase, 6	Psmc6	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BM225206	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	Psmd1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AK007547	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	Psmd11	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BC004694	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	Psmd12	1.6 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB737833	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	Psmd14	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_009439	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	Psmd3	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AB029145	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	Psmd4	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB034143	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	Psmd7	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BG075584	Proteasome (prosome, macropain) activator subunit 4	Psme4	2.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB441213	Ring finger protein 12	Rnf12	2.7 + 0.4	N.C.	N.C.	N.C.	5.5 + 0.9	N.C.	N.C.
Ubiquitin-Proteasome	7	AV045658	ring finger protein 4	Rnf4	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BI684973	SUMO/sentrin specific protease 2	Senp2	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BG066990	SUMO/sentrin specific protease 6	Senp6	1.7 + 0.4	N.C.	4.1 + 0.4	N.C.	2.6 + 0.4	N.C.	N.C.
Ubiquitin-Proteasome	7	BM232298	sequestosome 1	Sqstm1	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AU043383	ubiquitin A-52 residue ribosomal protein fusion product 1	Uba52	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV132698	ubiquitin-associated protein 1	Ubap1	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BI653033	ubiquitin C	Ubc	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_019912	ubiquitin-conjugating enzyme E2D 2	Ube2d2	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BG070759	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	Ube2d3	2.0 + 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Ubiquitin-Proteasome	7	AW557787	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)	Ube2g1	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AF296657	ubiquitin-conjugating enzyme E2G 2	Ube2g2	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BI694835	ubiquitin-conjugating enzyme E2H	Ube2h	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BM242612	ubiquitin-conjugating enzyme E2I	Ube2i	1.9 + 0.5	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BM242612	ubiquitin-conjugating enzyme E2I /// RIKEN cDNA F830028O17 gene	Ube2i /// F830028O17Rik	2.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_019586	ubiquitin-conjugating enzyme E2, J1	Ube2j1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AF296656	ubiquitin-conjugating enzyme E2, J2 homolog (yeast)	Ube2j2	1.5 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_133777	ubiquitin-conjugating enzyme E2S	Ube2s	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV210814	ubiquitin-like 5	Ubl5	2.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	NM_026842	ubiquilin 1	Ubqln1	1.6 + 0.4	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV171029	ubiquilin 2	Ubqln2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AK012543	ubiquitin fusion degradation 1 like	Ufd1l	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AF441835	ubiquitin specific protease 12	Usp12	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV114800	ubiquitin specific protease 14	Usp14	1.6 + 0.4	N.C.	2.4 + 0.4	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AI553394	ubiquitin specific peptidase 2	Usp2	N.C.	2.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BM936366	ubiquitin specific protease 3	Usp3	1.5 + 0.4	N.C.	N.C.	N.C.	1.6 + 0.4	N.C.	N.C.
Ubiquitin-Proteasome	7	BC026983	ubiquitin specific protease 39	Usp39	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BG071065	ubiquitin specific protease 47	Usp47	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AV320152	ubiquitin specific protease 53	Usp53	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	BB354576	ubiquitin specific protease 7	Usp7	1.5 + 0.3	1.5 + 0.4	-1.2	N.C.	N.C.	N.C.	N.C.
Ubiquitin-Proteasome	7	AW107303	ubiquitin specific peptidase 9, X chromosome	Usp9x	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BB144704	ATP-binding cassette, sub-family A (ABC1), member 1	Abca1	2.2 + 0.4	1.8 + 0.4	N.C.	1.7 + 0.4	2.5 + 0.4	1.5 + 0.4	N.C.
Phase III	8	AK007703	ATP-binding cassette, sub-family A (ABC1), member 3	Abca3	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	M30697	ATP-binding cassette, sub-family B (MDR/TAP), member 1A	Abcb1a	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_023732	ATP-binding cassette, sub-family B (MDR/TAP), member 6	Abcb6	N.C.	N.C.	N.C.	N.C.	N.C.	1.8 + 0.4	N.C.
Phase III	8	NM_008576	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	Abcc1	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BB291885	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	Abcc4	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AV309591	ATP-binding cassette, sub-family F (GCN20), member 1	Abcf1	N.C.	4.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BQ176322	ATP-binding cassette, sub-family G (WHITE), member 1	Abcg1	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_011920	ATP-binding cassette, sub-family G (WHITE), member 2	Abcg2	N.C.	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BC025618	ATPase, Na+/K+ transporting, alpha 1 polypeptide	Atp1a1	1.6 + 0.4	2.0 + 0.4	-1.9	N.C.	N.C.	N.C.	N.C.
Phase III	8	AI845177	ATPase, Na+/K+ transporting, alpha 2 polypeptide, mRNA (cDNA clone MGC:36347 IMAGE:4955003)	Atp1a2	N.C.	N.C.	-1.4	1.5 + 0.4	N.C.	N.C.	-1.1
Phase III	8	NM_009721	ATPase, Na+/K+ transporting, beta 1 polypeptide	Atp1b1	1.5 + 0.4	2.0 + 0.4	-2.1	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_016745	ATPase, Ca++ transporting, ubiquitous	Atp2a3	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BI080417	ATPase, Ca++ transporting, plasma membrane 1	Atp2b1	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_009723	ATPase, Ca++ transporting, plasma membrane 2	Atp2b2	N.C.	N.C.	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.
Phase III	8	BC001995	ATPase, H+ transporting, lysosomal V0 subunit A1	Atp6v0a1	N.C.	2.4 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_007508	ATPase, H+ transporting, lysosomal V1 subunit A	Atp6v1a	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BI154058	ATPase, H+ transporting, V1 subunit G isoform 1	Atp6v1g1	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BB303874	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	Atp8a1	N.C.	1.9 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BC026439	cDNA sequence BC026439	BC026439	N.C.	N.C.	N.C.	7.3 + 0.6	N.C.	N.C.	N.C.
Phase III	8	BB610000	chloride intracellular channel 5	Clic5	N.C.	2.3 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AV239646	gap junction membrane channel protein beta 2	Gjb2	3.2 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BM220576	RIKEN cDNA E430013K19 gene	Gria3	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BG071725	potassium channel modulatory factor 1	Kcmf1	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_021342	potassium voltage-gated channel, Isk-related subfamily, gene 4	Kcne4	6.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_019664	potassium inwardly-rectifying channel, subfamily J, member 15	Kcnj15	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AU043100	potassium channel, subfamily K, member 1	Kcnk1	3.1 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AK017384	potassium channel tetramerisation domain containing 6	Kctd6	1.7 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_134073	potassium channel tetramerisation domain containing 9	Kctd9	1.5 + 0.3	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AJ251462	purinergic receptor P2X, ligand-gated ion channel 4	P2rx4	N.C.	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AI552982	purinergic receptor P2X, ligand-gated ion channel, 7	P2rx7	N.C.	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AF112185	sodium channel, nonvoltage-gated, type I, alpha	Scnn1a	N.C.	2.4 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_011326	sodium channel, nonvoltage-gated 1 gamma	Scnn1g	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AV244484	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	Slc10a6	N.C.	N.C.	N.C.	2.1 + 0.4	N.C.	N.C.	N.C.
Phase III	8	BG069505	solute carrier family 12, member 2	Slc12a2	N.C.	1.6 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	BC018335	solute carrier family 15 (H+/peptide transporter), member 2	Slc15a2	1.8 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_023044	solute carrier family 15, member 3	Slc15a3	1.5 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	NM_011391	solute carrier family 16 (monocarboxylic acid transporters), member 7	Slc16a7	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
Phase III	8	AK015196	solute carrier family 16 (monocarboxylic acid transporters), member 9	Slc16a9	N.C.	2.0 + 0.4	N.C.	N.C.	N.C.	N.C.	N.C.
