ProbeID	Ratio	REF.MACS	WT.MACS	p-value	qvalue	Accession	Symbol	geneID	UniGene	Name	Chr	Pathway
1425457_a_at	-1.74E+00	6.0169	7.7531	5.24E-05	2.11E-03	AF022072	Grb10	14783	Mm.273117	growth factor receptor bound protein 10	chr11 A1|11 8.0 cM	---
1417214_at	1.96E+00	9.9454	7.988	5.36E-05	2.15E-03	BB121269	Rab27b	80718	Mm.246753	RAB27b, member RAS oncogene family	chr18 E2|18 45.0 cM	---
1425351_at	1.31E+00	7.5514	6.2403	5.38E-05	2.16E-03	BC011325	Srxn1	76650	Mm.218639	sulfiredoxin 1 homolog (S. cerevisiae)	chr2 H1	---
1435028_at	1.14E+00	11.1146	9.9772	5.53E-05	2.21E-03	BB795506	Wdr7	104082	Mm.30850	WD repeat domain 7	chr18 D1-E3	---
1428416_at	-1.44E+00	5.3715	6.8155	5.64E-05	2.24E-03	BE198251	3110050N22Rik	67306	Mm.332366	RIKEN cDNA 3110050N22 gene	chr3 A1	---
1433908_a_at	1.24E+00	13.4672	12.2301	5.64E-05	2.24E-03	AV009769	Cttn	13043	Mm.205601	cortactin	chr7 F5	---
1440121_at	1.07E+00	10.644	9.5769	5.64E-05	2.24E-03	BM238086	St6galnac3	20447	Mm.296453	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl	chr3 H4	---
1456122_at	2.03E+00	7.8854	5.8514	5.64E-05	2.24E-03	BM196783	---	---	---	---	---	---
1428736_at	3.79E+00	10.1286	6.3375	5.66E-05	2.25E-03	AV259880	Gramd3	107022	Mm.24356	GRAM domain containing 3	chr18 D2	---
1449127_at	-1.99E+00	7.1327	9.123	5.68E-05	2.25E-03	NM_009151	Selpl	20345	Mm.332590	selectin, platelet (p-selectin) ligand	chr5 F|5 64.0 cM	---
1460172_at	-1.27E+00	7.3653	8.6396	5.68E-05	2.25E-03	NM_025670	5730403B10Rik	66626	Mm.157648	RIKEN cDNA 5730403B10 gene	chr16 A1|16 2.7 cM	---
1440037_at	-1.83E+00	6.7562	8.5884	5.79E-05	2.29E-03	BB480970	Pbx1	18514	Mm.43358	pre B-cell leukemia transcription factor 1	chr1 H2.3|1 88.1 cM	---
1423613_at	-1.65E+00	6.9222	8.5764	5.84E-05	2.30E-03	BB033597	---	---	---	---	---	---
1428535_at	-1.59E+00	7.9758	9.5669	5.91E-05	2.32E-03	AK004276	9430020K01Rik	240185	Mm.33179	RIKEN cDNA 9430020K01 gene	chr18 A1	---
1436073_at	1.39E+00	9.444	8.0532	5.91E-05	2.32E-03	BB370775	A630007B06Rik /// LOC671029	213993 /// 671029	Mm.131555	RIKEN cDNA A630007B06 gene /// similar to oocyte-t	chr19 D2	---
1419286_s_at	-1.27E+00	5.4008	6.6684	5.95E-05	2.33E-03	NM_009879	Ift81	12589	Mm.10125	intraflagellar transport 81 homolog (Chlamydomonas	chr5 F|5 65.0 cM	---
1423072_at	-2.46E+00	5.5144	7.9705	5.94E-05	2.33E-03	AW549928	6720475J19Rik /// LOC670480	670480 /// 68157	Mm.273536	RIKEN cDNA 6720475J19 gene /// similar to putative	chr19 A	---
1449514_at	1.44E+00	8.6569	7.2136	5.95E-05	2.33E-03	BC019379	Gprk5	14773	Mm.279400	G protein-coupled receptor kinase 5	chr19 D3|19 55.0 cM	Calcium_regulation_in_cardiac_cells // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1415846_a_at	1.91E+00	7.1069	5.1938	6.00E-05	2.34E-03	NM_013580	Ldhc	16833	Mm.16563	lactate dehydrogenase C	chr7 B3|7 23.5 cM	Glycolysis_and_Gluconeogenesis // GenMAPP /// Glycolysis_and_Gluconeogenesis // GenMAPP /// Glycolysis_and_Gluconeogenesis // GenMAPP /// Glycolysis_and_Gluconeogenesis // GenMAPP
1438643_at	1.73E+00	9.2073	7.4791	6.03E-05	2.35E-03	BB230839	Camk1d	227541	Mm.191949	Calcium/calmodulin-dependent protein kinase ID	chr2 A1	---
1417602_at	-1.12E+00	7.4017	8.5263	6.06E-05	2.36E-03	AF035830	Per2	18627	Mm.218141	period homolog 2 (Drosophila)	chr1 C5	Circadian_Exercise // GenMAPP /// Circadian_Exercise // GenMAPP /// Circadian_Exercise // GenMAPP /// Circadian_Exercise // GenMAPP
1456901_at	-1.73E+00	5.7539	7.4867	6.10E-05	2.37E-03	AI450842	Adamts20	223838	---	a disintegrin-like and metallopeptidase (reprolysi	chr15 E3|15 44.4 cM	---
1451753_at	-2.19E+00	5.6113	7.8047	6.13E-05	2.38E-03	D86949	Plxna2	18845	Mm.2251	plexin A2	---	---
1458942_at	-1.93E+00	4.9916	6.9244	6.14E-05	2.38E-03	BB384972	C230037E05Rik	30910	---	RIKEN cDNA C230037E05 gene	---	---
1441531_at	-1.88E+00	5.5328	7.4114	6.15E-05	2.38E-03	BB143801	Plcb4	18798	Mm.38009	phospholipase C, beta 4	chr2 F3|2 77.0 cM	Inositol phosphate metabolism // KEGG /// Calcium signaling pathway // KEGG /// Phosphatidylinositol signaling system // KEGG /// Wnt signaling pathway // KEGG /// VEGF signaling pathway // KEGG /// Gap junction // KEGG /// Fc epsilon RI signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Long-term potentiation // KEGG /// Long-term depression // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1455570_x_at	-3.75E+00	8.0371	11.7832	6.21E-05	2.40E-03	BB833102	Cnn3	71994	Mm.275555	calponin 3, acidic	chr3 G1	---
1417894_at	-1.77E+00	6.4989	8.2732	6.25E-05	2.41E-03	NM_025309	Gpr97	54672	Mm.27995	G protein-coupled receptor 97	chr8 D1	---
1428940_at	1.62E+00	8.4446	6.8213	6.26E-05	2.41E-03	W41916	Gnaq	14682	Mm.391165	guanine nucleotide binding protein, alpha q polype	chr19 A|19 9.0 cM	G_Protein_Signaling // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1423315_at	1.82E+00	9.1115	7.2952	6.27E-05	2.41E-03	AW489168	Bbc3	170770	Mm.7660	Bcl-2 binding component 3	chr7 A2	---
1425891_a_at	1.20E+00	8.7915	7.5955	6.30E-05	2.41E-03	AF329833	Grtp1	66790	Mm.34901	GH regulated TBC protein 1	chr8 A1.1	---
1451469_at	-2.29E+00	6.5027	8.7881	6.30E-05	2.41E-03	BC027370	D530005L17Rik	338349	Mm.235934	RIKEN cDNA D530005L17 gene	chr4 C4	---
1449152_at	2.88E+00	7.9663	5.0905	6.31E-05	2.41E-03	AF059567	Cdkn2b	12579	Mm.423094	cyclin-dependent kinase inhibitor 2B (p15, inhibit	chr4 C3-C6|4 42.7 cM	G1_to_S_cell_cycle_Reactome // GenMAPP
1452156_a_at	-1.02E+00	10.3903	11.4073	6.44E-05	2.45E-03	AY032852	Nisch	64652	Mm.298728	nischarin	chr14 B	---
1427891_at	-1.94E+00	5.6553	7.5939	6.50E-05	2.47E-03	BB667753	Gimap6	231931	Mm.321047	GTPase, IMAP family member 6	chr6 B2.3	---
1423222_at	2.37E+00	7.6331	5.2592	6.56E-05	2.49E-03	AV261931	Cap2	67252	Mm.44529	CAP, adenylate cyclase-associated protein, 2 (yeas	chr13 A5	---
1434454_at	1.57E+00	8.6581	7.0882	6.59E-05	2.49E-03	BB795229	D16Wsu65e	28001	Mm.393582	DNA segment, Chr 16, Wayne State University 65, ex	chr16|16 1.7 cM	---
1422741_a_at	1.29E+00	7.5829	6.2907	6.61E-05	2.49E-03	BF319769	Bbx	70508	Mm.28940	bobby sox homolog (Drosophila)	chr16 B5	---
1459464_at	-1.03E+00	6.8958	7.9304	6.61E-05	2.49E-03	BG069189	---	---	Mm.394818	Transcribed locus	---	---
1449037_at	1.77E+00	9.7616	7.9904	6.65E-05	2.50E-03	AI467599	Crem	12916	Mm.5244	cAMP responsive element modulator	chr18 A	---
1417806_at	1.36E+00	9.7656	8.4011	6.78E-05	2.55E-03	NM_022318	Popdc2	64082	Mm.390856	popeye domain containing 2	chr16 B3	---
1437959_at	1.47E+00	8.8543	7.3862	7.04E-05	2.64E-03	BB277175	Zfp324	243834	Mm.133086	zinc finger protein 324	chr7 A1	---
1436750_a_at	-1.96E+00	8.591	10.5534	7.09E-05	2.65E-03	AV213379	Oxct1	67041	Mm.13445	3-oxoacid CoA transferase 1	chr15 A1	Synthesis and degradation of ketone bodies // KEGG /// Valine, leucine and isoleucine degradation // KEGG /// Butanoate metabolism // KEGG
1416416_x_at	-2.01E+00	5.8679	7.8807	7.14E-05	2.67E-03	NM_010358	Gstm1	14862	Mm.37199	glutathione S-transferase, mu 1	chr3 F2.3	Circadian_Exercise // GenMAPP
1428644_at	1.57E+00	9.307	7.7388	7.20E-05	2.69E-03	AK015544	Mgat5	107895	---	mannoside acetylglucosaminyltransferase 5	chr1 E3	---
1442867_at	1.15E+00	7.86	6.7115	7.21E-05	2.69E-03	BQ174216	---	---	---	---	---	---
1450985_a_at	-1.43E+00	6.5738	8.0066	7.22E-05	2.69E-03	NM_011597	Tjp2	21873	Mm.104744	tight junction protein 2	---	---
1442261_at	1.81E+00	6.933	5.1198	7.24E-05	2.69E-03	BB354676	Gpr150	238725	Mm.167172	G protein-coupled receptor 150	chr13 C1	---
1460694_s_at	-2.32E+00	7.981	10.2961	7.28E-05	2.70E-03	BM203457	Svil	225115	Mm.136791	supervillin	chr18 A1	---
1417485_at	1.01E+00	6.3448	5.3312	7.31E-05	2.70E-03	L20232	Ibsp	15891	Mm.4987	integrin binding sialoprotein	chr5 E5|5 56.0 cM	---
1429389_at	-1.33E+00	6.9466	8.2803	7.31E-05	2.70E-03	AK017895	Setmar	74729	Mm.56539	SET domain and mariner transposase fusion gene	chr6 E1	---
1424859_at	1.54E+00	8.3916	6.8516	7.43E-05	2.74E-03	BC005773	Homer3	26558	---	homer homolog 3 (Drosophila)	chr8 C1	---
1437282_at	-1.70E+00	5.5049	7.2084	7.51E-05	2.76E-03	BM239048	Dock2	94176	Mm.380679	Dedicator of cyto-kinesis 2	chr11 A5	---
1449288_at	1.31E+00	11.8569	10.5467	7.51E-05	2.76E-03	NM_008108	Gdf3	14562	Mm.299742	growth differentiation factor 3	chr6 F1|6 60.6 cM	---
1416226_at	-1.36E+00	8.4956	9.8534	7.54E-05	2.77E-03	BE979985	Arpc1b	11867	Mm.30010	actin related protein 2/3 complex, subunit 1B	chr5 G2	---
1433725_at	3.49E+00	10.8673	7.3763	7.62E-05	2.79E-03	BQ043509	Acvr1b	11479	Mm.308467	activin A receptor, type 1B	chr15 F2|15 60.4 cM	---
1448611_at	-1.90E+00	5.9569	7.8572	7.63E-05	2.79E-03	NM_133791	Wwc2	52357	Mm.235074	WW, C2 and coiled-coil domain containing 2	chr8 B1.2|8 30.0 cM	---
1446212_at	-2.02E+00	5.6491	7.672	7.68E-05	2.81E-03	BB204400	Ga17	98221	Mm.336519	Dendritic cell protein GA17	chr2 E2	---
1422610_s_at	-1.73E+00	8.1723	9.9067	7.71E-05	2.81E-03	NM_023670	Igf2bp3	140488	Mm.281018	insulin-like growth factor 2 mRNA binding protein	chr6 B2.3|6 20.3 cM	mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP
1436171_at	-2.01E+00	6.9583	8.9677	7.76E-05	2.83E-03	BM244999	Arhgap30	226652	Mm.251048	Rho GTPase activating protein 30	chr1 H3	---
1423679_at	1.04E+00	11.1401	10.0973	7.81E-05	2.84E-03	BC013800	2810432L12Rik	67063	Mm.24564	RIKEN cDNA 2810432L12 gene	chr4 B1	---
1429300_at	1.95E+00	8.561	6.6142	7.87E-05	2.85E-03	AK010867	Ankrd9	74251	Mm.250989	ankyrin repeat domain 9	chr12 F1	---
1427742_a_at	2.54E+00	9.4409	6.8968	7.90E-05	2.86E-03	AF072403	Klf6	23849	Mm.275036	Kruppel-like factor 6	chr13 A1	---
1417575_at	1.61E+00	9.9826	8.3708	7.91E-05	2.86E-03	AK006346	Otub2	68149	Mm.127378	OTU domain, ubiquitin aldehyde binding 2	chr12 E	---
1455333_at	-3.05E+00	6.337	9.3909	8.03E-05	2.89E-03	AI315031	Tns3	319939	Mm.337820	tensin 3	chr11 A1	---
1422124_a_at	-3.20E+00	7.6059	10.808	8.05E-05	2.90E-03	NM_011210	Ptprc	19264	Mm.130953	protein tyrosine phosphatase, receptor type, C	chr1 E4|1 74.0 cM	Cell adhesion molecules (CAMs) // KEGG /// Adherens junction // KEGG /// Jak-STAT signaling pathway // KEGG /// T cell receptor signaling pathway // KEGG /// B cell receptor signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Insulin signaling pathway // KEGG /// Adipocytokine signaling pathway // KEGG /// Type I diabetes mellitus // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1452239_at	-1.16E+00	8.7288	9.8894	8.09E-05	2.91E-03	U83174	Gt26Sor	14910	Mm.280950	gene trap ROSA 26, Philippe Soriano	chr6|6 48.7 cM	---
1437226_x_at	-2.27E+00	7.1422	9.4115	8.16E-05	2.93E-03	AV110584	Marcksl1	17357	Mm.17918	MARCKS-like 1	chr4 D2.2|4 59.0 cM	---
1450992_a_at	-2.11E+00	5.7137	7.8255	8.28E-05	2.97E-03	AW547821	Meis1	17268	Mm.356578	myeloid ecotropic viral integration site 1	chr11 A3.1|11 11.0 cM	---
1451050_at	1.28E+00	13.2044	11.9248	8.32E-05	2.98E-03	AV037573	Nt5c3	107569	Mm.158936	5-nucleotidase, cytosolic III	chr6 B3	Purine metabolism // KEGG /// Pyrimidine metabolism // KEGG /// Nicotinate and nicotinamide metabolism // KEGG
1419157_at	-2.07E+00	5.6986	7.7688	8.42E-05	3.00E-03	AI428101	Sox4 /// LOC672274	20677 /// 672274	Mm.240627	SRY-box containing gene 4 /// similar to Transcrip	chr13 A3-A5|13 20.0 cM	---
1422977_at	-2.30E+00	5.7348	8.0313	8.41E-05	3.00E-03	NM_010327	Gp1bb	14724	Mm.422874	glycoprotein Ib, beta polypeptide	chr16 A3|16 11.4 cM	---
1455350_at	1.19E+00	8.8562	7.662	8.39E-05	3.00E-03	BB667368	Tmem62	96957	Mm.315212	transmembrane protein 62	chr2 E5	---
1424181_at	-1.13E+00	7.0954	8.2299	8.47E-05	3.01E-03	BC010489	6-Sep	56526	Mm.260036	septin 6	chrX A2	---
1441573_at	-1.79E+00	6.5405	8.3277	8.70E-05	3.09E-03	BB297140	Scmh1	29871	Mm.388903	Sex comb on midleg homolog 1	chr4 D1-D2|4 56.5 cM	---
1429278_at	-1.33E+00	8.5463	9.8761	8.80E-05	3.12E-03	AK010827	Nubpl	76826	Mm.244781	nucleotide binding protein-like	chr12 C1	---
1435771_at	-2.13E+00	7.2136	9.3386	8.89E-05	3.14E-03	BM730668	Plcb4	18798	Mm.38009	phospholipase C, beta 4	chr2 F3|2 77.0 cM	Inositol phosphate metabolism // KEGG /// Calcium signaling pathway // KEGG /// Phosphatidylinositol signaling system // KEGG /// Wnt signaling pathway // KEGG /// VEGF signaling pathway // KEGG /// Gap junction // KEGG /// Fc epsilon RI signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Long-term potentiation // KEGG /// Long-term depression // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1439651_at	-1.57E+00	5.191	6.7584	8.90E-05	3.14E-03	AV370006	Lmo4	16911	Mm.29187	LIM domain only 4	chr3 H2|3 73.1 cM	---
1450069_a_at	-1.84E+00	7.2178	9.0579	8.89E-05	3.14E-03	BB667096	Cugbp2	14007	Mm.147091	CUG triplet repeat, RNA binding protein 2	chr2 A2-A3	mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_binding_Reactome // GenMAPP /// mRNA_processing_Reactome // GenMAPP
1434043_a_at	-2.06E+00	6.3768	8.4333	9.00E-05	3.17E-03	AV286809	---	---	---	---	---	---
1448775_at	-2.00E+00	6.6326	8.634	9.03E-05	3.17E-03	NM_008328	Ifi203	15950	Mm.261270	interferon activated gene 203	chr1 H3|1 95.31 cM	---
1426875_s_at	1.92E+00	9.1939	7.2756	9.15E-05	3.21E-03	BM210600	Srxn1	76650	Mm.218639	sulfiredoxin 1 homolog (S. cerevisiae)	chr2 H1	---
1455451_at	-2.14E+00	6.688	8.8307	9.16E-05	3.21E-03	AW552116	AI449310	101584	---	expressed sequence AI449310	---	---
1457484_at	2.15E+00	11.2056	9.0545	9.14E-05	3.21E-03	BB529208	D930050J11	414326	---	hypothetical D930050J11	---	---
1426893_at	1.75E+00	6.6518	4.8974	9.43E-05	3.29E-03	BC023470	C230093N12Rik	98952	Mm.4065	RIKEN cDNA C230093N12 gene	chr2 B	---
1441071_at	-2.39E+00	5.3386	7.7302	9.60E-05	3.34E-03	BB181225	Kcnq5	226922	Mm.403737	potassium voltage-gated channel, subfamily Q, memb	chr1 A5	---
1451783_a_at	-2.20E+00	6.3313	8.5338	9.61E-05	3.34E-03	D50366	Kifap3	16579	Mm.4651	kinesin-associated protein 3	chr1 H1	---
1425587_a_at	1.62E+00	7.0057	5.3821	9.63E-05	3.34E-03	BI155210	Ptprj	19271	Mm.330393	protein tyrosine phosphatase, receptor type, J	chr2 E1-2|2 49.5 cM	Cell adhesion molecules (CAMs) // KEGG /// Adherens junction // KEGG /// Jak-STAT signaling pathway // KEGG /// T cell receptor signaling pathway // KEGG /// B cell receptor signaling pathway // KEGG /// Leukocyte transendothelial migration // KEGG /// Insulin signaling pathway // KEGG /// Adipocytokine signaling pathway // KEGG /// Type I diabetes mellitus // KEGG /// Epithelial cell signaling in Helicobacter pylori // KEGG
1438036_x_at	-1.76E+00	5.3376	7.1019	9.75E-05	3.37E-03	BB748934	AW061290	381110	Mm.293063	expressed sequence AW061290	chr17 E3	---
1433508_at	2.28E+00	8.9904	6.7078	9.83E-05	3.38E-03	AV025472	Klf6	23849	Mm.275036	Kruppel-like factor 6	chr13 A1	---
1453012_at	1.31E+00	7.8392	6.5341	9.82E-05	3.38E-03	AK017449	Tsc22d2	72033	Mm.218409	TSC22 domain family 2	chr3 D	---
1443467_at	2.03E+00	8.2161	6.191	9.86E-05	3.39E-03	BB068803	Dock11	75974	Mm.32873	dedicator of cytokinesis 11	chrX A3.1-A3.2	---
1431185_at	2.40E+00	8.1235	5.7233	9.94E-05	3.41E-03	AK015685	4930503B20Rik	75015	Mm.250432	RIKEN cDNA 4930503B20 gene	chr3 H2	---
1456634_at	1.06E+00	9.1952	8.1389	9.97E-05	3.42E-03	BB093445	9830001H06Rik	320706	Mm.79466	RIKEN cDNA 9830001H06 gene	chr2 H1	---
1418831_at	2.18E+00	8.8318	6.6535	1.02E-04	3.50E-03	AW475993	Pkp3	56460	Mm.350037	plakophilin 3	chr7 F5	---
1428209_at	1.22E+00	13.3659	12.1455	1.03E-04	3.50E-03	AK010400	Bex4	406217	Mm.336245	brain expressed gene 4	chrXE3	---
1420903_at	1.32E+00	9.0533	7.7302	1.05E-04	3.57E-03	BQ176193	St6galnac3	20447	Mm.296453	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl	chr3 H4	---
1454882_at	-1.94E+00	5.725	7.6678	1.05E-04	3.57E-03	BB022070	L3mbtl3	237339	Mm.338439	l(3)mbt-like 3 (Drosophila)	chr10 A4	---
1430614_at	1.19E+00	9.2947	8.1072	1.05E-04	3.57E-03	BG962576	4632415K11Rik	74347	Mm.358759	RIKEN cDNA 4632415K11 gene	chr8 E1	---
1445546_at	1.97E+00	9.1699	7.1951	1.06E-04	3.58E-03	AI844685	AI844685	106267	---	expressed sequence AI844685	---	---
1417707_at	-2.13E+00	6.621	8.7472	1.07E-04	3.59E-03	NM_133898	B230342M21Rik	100637	Mm.279932	RIKEN cDNA B230342M21 gene	chr5 G3	---
1425571_at	4.52E+00	10.1721	5.6555	1.07E-04	3.59E-03	BB132695	Slamf1	27218	Mm.103648	signaling lymphocytic activation molecule family m	chr1 H3|1 93.3 cM	---
1427890_a_at	-1.25E+00	7.0746	8.3267	1.06E-04	3.59E-03	AW553222	Lrrc56	70552	Mm.45104	leucine rich repeat containing 56	chr7 F5	---
1447869_x_at	-2.06E+00	5.4707	7.533	1.06E-04	3.59E-03	AV047988	Rhobtb3	73296	Mm.276200	Rho-related BTB domain containing 3	chr13 C1	---
1435661_at	-1.27E+00	7.3916	8.6575	1.07E-04	3.59E-03	BB018660	Als2cr4	381259	Mm.261275	amyotrophic lateral sclerosis 2 (juvenile) chromos	chr1 C1.3	---
1422601_at	1.70E+00	9.6567	7.9551	1.07E-04	3.59E-03	NM_009256	Serpinb9	20723	Mm.272569	serine (or cysteine) peptidase inhibitor, clade B,	chr13 A3.2|13 12.4 cM	---
1436953_at	-1.77E+00	7.1486	8.9175	1.09E-04	3.63E-03	C76969	Waspip	215280	Mm.223504	Wiskott-Aldrich syndrome protein interacting prote	chr2 C3|2 43.0 cM	---
1417279_at	-1.49E+00	7.2128	8.7025	1.10E-04	3.64E-03	NM_010585	Itpr1	16438	Mm.227912	inositol 1,4,5-triphosphate receptor 1	chr6 E1-E2|6 48.0 cM	G_Protein_Signaling // GenMAPP /// G_Protein_Signaling // GenMAPP /// G_Protein_Signaling // GenMAPP /// Calcium_regulation_in_cardiac_cells // GenMAPP /// Calcium_regulation_in_cardiac_cells // GenMAPP /// Calcium_regulation_in_cardiac_cells // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1442710_at	1.61E+00	9.6266	8.0141	1.09E-04	3.64E-03	AV352204	Pdlim5	56376	Mm.117709	PDZ and LIM domain 5	chr3 H3	---
1443671_x_at	-1.39E+00	5.7374	7.13	1.10E-04	3.64E-03	AI451392	2010001J22Rik	70113	Mm.247273	RIKEN cDNA 2010001J22 gene	chr15 E3	---
1444260_at	-1.45E+00	5.0899	6.5366	1.09E-04	3.64E-03	BF661746	---	---	Mm.125896	Transcribed locus, weakly similar to XP_573711.1 P	---	---
1446509_at	1.73E+00	7.7436	6.0095	1.09E-04	3.64E-03	BB541614	Smox	228608	Mm.136586	spermine oxidase	chr2 F1	---
1449856_at	-2.88E+00	7.1041	9.9811	1.10E-04	3.66E-03	BB139986	Rgs18	64214	Mm.253927	regulator of G-protein signaling 18	chr1 F|1 78.5 cM	Calcium_regulation_in_cardiac_cells // GenMAPP /// Smooth_muscle_contraction // GenMAPP
1448812_at	-1.76E+00	7.3362	9.1001	1.11E-04	3.67E-03	NM_016677	Hpcal1	53602	Mm.313619	hippocalcin-like 1	chr12 A1.2	---
1434479_at	1.10E+00	11.7241	10.6248	1.11E-04	3.68E-03	AV246911	Col5a1	12831	Mm.7281	Procollagen, type V, alpha 1	chr2 A2-B|2 18.0 cM	---
1436759_x_at	-4.03E+00	7.6757	11.7046	1.12E-04	3.70E-03	AV172168	Cnn3	71994	Mm.275555	calponin 3, acidic	chr3 G1	---
1428604_at	-1.82E+00	5.3132	7.1296	1.12E-04	3.71E-03	AK011986	2610305D13Rik	112422	---	RIKEN cDNA 2610305D13 gene	chr4 E1	---
1460719_a_at	1.57E+00	8.3562	6.784	1.13E-04	3.71E-03	NM_008771	P2rx1	18436	Mm.25722	purinergic receptor P2X, ligand-gated ion channel,	chr11 B4|11 40.0 cM	---
1455672_s_at	2.54E+00	8.6867	6.1441	1.13E-04	3.72E-03	BE946238	Cplx2	12890	Mm.268902	complexin 2	chr13 B1	---
1416008_at	-2.15E+00	5.2425	7.394	1.14E-04	3.74E-03	AV172776	Satb1	20230	Mm.311655	special AT-rich sequence binding protein 1	chr17 C	---
1416382_at	-2.07E+00	8.3579	10.4238	1.14E-04	3.74E-03	NM_009982	Ctsc	13032	Mm.322945	cathepsin C	chr7 D3-E1.1	---
1443184_at	-1.40E+00	5.5457	6.9477	1.14E-04	3.74E-03	BB151822	Cdc14a	229776	Mm.17647	CDC14 cell division cycle 14 homolog A (S. cerevis	chr3 G1	---
1425179_at	-1.22E+00	8.1367	9.3564	1.16E-04	3.80E-03	AF237702	Shmt1	20425	Mm.364956	serine hydroxymethyl transferase 1 (soluble)	chr11 B2	---
1439814_at	-1.51E+00	7.0828	8.5953	1.17E-04	3.82E-03	BM246630	Atp8b4	241633	Mm.222235	ATPase, class I, type 8B, member 4	chr2 F1	---
1424086_at	-2.78E+00	7.5575	10.3413	1.17E-04	3.83E-03	BC025514	D9Ucla1	102644	Mm.246479	DNA segment, Chr 9, University of California at Lo	chr9 A5.1|9 23.0 cM	---
1434714_at	1.57E+00	8.9203	7.354	1.18E-04	3.84E-03	BB234316	Ero1lb	67475	Mm.326609	ERO1-like beta (S. cerevisiae)	chr13 A1	---
1447314_at	-1.53E+00	6.5278	8.0608	1.19E-04	3.85E-03	AI480643	Tgfbr3	21814	Mm.200775	Transforming growth factor, beta receptor III	chr5 E5	TGF_Beta_Signaling_Pathway // GenMAPP
1423489_at	-2.44E+00	6.0915	8.5298	1.19E-04	3.86E-03	BC021914	Mmd	67468	Mm.277518	monocyte to macrophage differentiation-associated	chr11 C	---
1428777_at	-1.34E+00	6.0314	7.3761	1.19E-04	3.86E-03	AK017680	Spred1	114715	Mm.392726	sprouty protein with EVH-1 domain 1, related seque	chr2 E5	---
1428821_at	-2.16E+00	5.8478	8.012	1.22E-04	3.94E-03	AK010891	Agpat2	67512	Mm.24244	1-acylglycerol-3-phosphate O-acyltransferase 2 (ly	chr2 A3	Glycerolipid metabolism // KEGG /// Glycerophospholipid metabolism // KEGG
1436836_x_at	-3.70E+00	9.4356	13.1374	1.29E-04	4.15E-03	BB724741	Cnn3	71994	Mm.275555	calponin 3, acidic	chr3 G1	---
1418003_at	-2.27E+00	9.049	11.3224	1.31E-04	4.21E-03	NM_025427	1190002H23Rik	66214	Mm.29811	RIKEN cDNA 1190002H23 gene	chr14 D3	---
1451314_a_at	2.21E+00	7.388	5.177	1.31E-04	4.22E-03	L08431	Vcam1	22329	Mm.76649	vascular cell adhesion molecule 1	chr3 G1|3 50.8 cM	---
1449256_a_at	1.16E+00	12.1017	10.9425	1.32E-04	4.24E-03	BC010722	Rab11a	53869	Mm.422785	RAB11a, member RAS oncogene family	chr9 C	---
1455257_at	-2.64E+00	5.0644	7.6995	1.33E-04	4.27E-03	AV352983	Itgb3	16416	Mm.392070	integrin beta 3	chr11 E1|11 68.0 cM	---
1455886_at	-1.35E+00	8.946	10.2953	1.34E-04	4.27E-03	BB385581	Cbl	12402	Mm.266871	Casitas B-lineage lymphoma	chr9 A5.2|9 26.0 cM	---
1421943_at	2.70E+00	9.2277	6.5327	1.35E-04	4.30E-03	M92420	---	---	---	---	---	---
1441145_at	1.26E+00	6.7732	5.5138	1.36E-04	4.33E-03	BB448266	D030065N23Rik	399586	---	RIKEN cDNA D030065N23 gene	---	---
1423350_at	-1.63E+00	5.9895	7.6213	1.38E-04	4.39E-03	AA510713	Socs5	56468	Mm.126885	suppressor of cytokine signaling 5	chr17 E4	---
1422576_at	-1.20E+00	9.965	11.1612	1.39E-04	4.41E-03	NM_016843	Atxn10	54138	Mm.248906	ataxin 10	chr15 E2	---
1427646_a_at	1.07E+00	7.8945	6.8261	1.39E-04	4.41E-03	X95761	Arhgef2	16800	Mm.239329	rho/rac guanine nucleotide exchange factor (GEF) 2	chr3 F1	---
1421193_a_at	1.22E+00	9.4391	8.2204	1.41E-04	4.46E-03	NM_016768	Pbx3	18516	Mm.239941	pre B-cell leukemia transcription factor 3	chr2 B|2 22.0 cM	---
1435450_at	-1.32E+00	7.2074	8.5224	1.42E-04	4.48E-03	BB398005	Cpne3	70568	Mm.38390	copine III	chr4 A3	---
1419493_a_at	-1.42E+00	7.2196	8.642	1.43E-04	4.51E-03	BC002036	Tpd52	21985	Mm.371590	tumor protein D52	chr3 A1-A2	---
