Affymetrix ID	Fold Induction	Common name	Description
1383942_at	1.412		UI-R-CX0-bxg-f-12-0-UI.s1 UI-R-CX0 Rattus norvegicus cDNA clone UI-R-CX0-bxg-f-12-0-UI 3, mRNA sequence.
1389010_at	1.412		Similar to Leukotriene A-4 hydrolase (LTA-4 hydrolase) (Leukotriene A(4) hydrolase) (LOC299732), mRNA
1374184_at	1.411		Transcribed sequences
1395595_at	1.411	LOC246042	spermatogenesis-related protein (Srp)
1377103_at	1.411		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1367807_at	1.411	Plod	procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)
1387542_at	1.411	Slc9a3	solute carrier family 9, member 3
1383631_at	1.411		Ac1573 mRNA, complete cds
1381523_at	1.41		Transcribed sequences
1391523_at	1.41		Transcribed sequence with strong similarity to protein sp:Q9UKP5 (H.sapiens) ATS6_HUMAN ADAMTS-6 precursor
1368125_at	1.41	Slc12a4	solute carrier family 12, member 4
1372209_at	1.41		Similar to COP9 (constitutive photomorphogenic), subunit 5; Jun coactivator; COP9 (constitutive photomorphogenic), subunit 5 (Arabidopsis); COP9 complex S5; JUN activation binding protein (LOC312916), mRNA
1371646_at	1.409		Similar to 6-phosphogluconate dehydrogenase, decarboxylating (LOC362660), mRNA
1373732_at	1.409		Similar to START domain containing 7; GTT1-like (LOC296128), mRNA
1367514_at	1.409		Transcribed sequence with moderate similarity to protein ref:NP_064710.2 (H.sapiens)  esophageal cancer associated protein [Homo sapiens]
1384335_at	1.409		Transcribed sequences
1372211_at	1.409		Transcribed sequence with moderate similarity to protein pdb:1JZ5 (E. coli) B Chain B, E. Coli
1372402_at	1.408		Similar to N-acetylneuraminic acid synthase (sialic acid synthase) (LOC298071), mRNA
1368637_at	1.408	LOC64171	caspase recruitment domain protein 9
1391280_at	1.408		Transcribed sequence with strong similarity to protein ref:NP_054779.1 (H.sapiens)  MCT-1 protein [Homo sapiens]
1367744_at	1.408	Maged2	melanoma antigen, family D, 2
1387002_at	1.408	G10	maternal G10 transcript
1383742_at	1.408		UI-R-C0-ho-c-10-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-ho-c-10-0-UI 3, mRNA sequence.
1390419_a_at	1.408		Similar to N33 protein (LOC290783), mRNA
1371981_at	1.408		Transcribed sequence with strong similarity to protein sp:O14972 (H.sapiens) DSR3_HUMAN Down syndrome critical region protein 3
1372895_at	1.407		Similar to RIKEN cDNA 5730469M10 (LOC361118), mRNA
1376136_at	1.407		Similar to 3230401M21Rik protein (LOC287157), mRNA
1394251_x_at	1.407		UI-R-AB1-yt-h-03-0-UI.s1 UI-R-AB1 Rattus norvegicus cDNA clone UI-R-AB1-yt-h-03-0-UI 3, mRNA sequence.
1382734_at	1.407		UI-R-Y0-abs-b-12-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-abs-b-12-0-UI 3, mRNA sequence.
1367621_at	1.407	Dapkl	Death-associated like kinase
1368111_at	1.407	Cca3	Cca3 protein
1377531_at	1.407		Transcribed sequences
1371857_at	1.407		Tumor necrosis factor alpha-induced protein 1-like protein mRNA, complete cds
1390590_at	1.407		Similar to C21ORF80 (LOC309686), mRNA
1383651_a_at	1.407		Similar to RIKEN cDNA 0610008N23; D16Bwg0193e; DNA segment, Chr 16, Brigham & Womens Genetics 0193 expressed (LOC360682), mRNA
1370463_x_at	1.406	RT1-Aw2	RT1 class Ib, locus Aw2
1393060_at	1.406		Similar to KIAA0605 gene product (LOC311827), mRNA
1375936_at	1.406		Transcribed sequences
1369955_at	1.406	Col5a1	collagen, type V, alpha 1
1390107_at	1.406		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1383614_at	1.406		Similar to 1200013B22Rik protein (LOC289419), mRNA
1376459_at	1.406		Transcribed sequences
1377484_at	1.405		Similar to leucine-rich repeat-containing F-box protein  FBL3A (LOC306129), mRNA
1388863_at	1.405		Similar to ubiquitin-conjugating enzyme HR6A (LOC298317), mRNA
1367696_at	1.405	Ifitm3l	interferon induced transmembrane protein 3-like
1385296_at	1.405		Similar to RIKEN cDNA 4632406N01 (LOC314999), mRNA
1380566_at	1.405		Similar to KIAA0285 gene product (LOC300666), mRNA
1389945_at	1.405		EST233481 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVDM32 3 end, mRNA sequence.
1371487_at	1.405		Similar to SH3 domain binding glutamic acid-rich protein-like 3 (LOC298544), mRNA
1390664_at	1.405		Transcribed sequences
1379242_at	1.404		Transcribed sequence with strong similarity to protein ref:NP_079755.1 (M.musculus)  RIKEN cDNA 2810021B07 [Mus musculus]
1384136_at	1.404		UI-R-DK0-cge-g-06-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cge-g-06-0-UI 3, mRNA sequence.
1368001_at	1.404	Apeg1
1387774_at	1.404	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
1398427_at	1.403	Mef2d	myocyte enhancer factor 2D
1374852_at	1.403		LOC362592 (LOC362592), mRNA
1386882_at	1.403	Tctex1	t-complex testis expressed 1
1374503_at	1.403		Similar to pre B-cell leukemia transcription factor 3 (LOC311876), mRNA
1376294_at	1.402		Transcribed sequences
1367752_at	1.402	Crkas	v-crk-associated tyrosine kinase substrate
1380504_at	1.402	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
1378183_at	1.402		Transcribed sequences
1387889_at	1.402	Folr1	folate receptor 1 (adult)
1368156_at	1.402	Camkk1	calcium/calmodulin-dependent protein kinase kinase 1, alpha
1379674_at	1.401		Similar to ETO/MTG8-related protein ETO-2 (LOC361431), mRNA
1387146_a_at	1.401	Ednrb	endothelin receptor type B
1368362_a_at	1.401	Asgr2	asialoglycoprotein receptor 2
1398863_at	1.401	Gnb2	guanine nucleotide binding protein, beta polypeptide 2
1375548_at	1.401		Similar to RIKEN cDNA 4732418C07 (LOC298425), mRNA
1387772_at	1.401	Calm1	calmodulin 1
1376089_at	1.401	Ldlr	low density lipoprotein receptor
1380548_at	1.401		Similar to estrogen-related receptor beta like 1; huntingtin interacting protein-1 interacting protein; HIP1 protein interactor (LOC303968), mRNA
1395375_at	1.401		Similar to hypothetical protein (LOC309196), mRNA
1371343_at	1.4		Transcribed sequences
