Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0439gpr MPP vs LT	0461gpr LT vs MPP	5351gpr MPP vs LT	5352gpr LT vs MPP	5359gpr LT vs MPP	5360gpr MPP vs LT	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG075394		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	Mm.347559	223649; 381013		15	15 D3	-0.484	-1.34	-0.5704	-0.3339		-0.7723	5	0.693719227	1.441505383	-1.164321158	-0.686746667	0.589825807	7.135058957
AV084965	Eps8l2	EPS8-like 2	Mm.27451	98845		7	7 F5	-0.9615	-1.647	-0.3999	-0.2247	-0.4315	-0.954	6	0.617366607	1.619783106	-1.163708288	-0.769766667	0.661477343	7.135058957
AV106041				NA			NA	-0.205	-0.4445	-1.7011	-1.342	-0.9666		5	0.636018861	1.572280417	-1.162232361	-0.814371667	0.700696086	7.135058957
AI385721	Akr1e1	aldo-keto reductase family 1, member E1	Mm.251908	56043		13	13 A1	-0.6885	-1.5346	-0.5305	-0.6593	-0.3608	-0.5241	6	0.627549885	1.593498818	-1.16136304	-0.7163	0.616775268	7.135058957
AI323934	Cyp2j6	cytochrome P450, family 2, subfamily j, polypeptide 6	Mm.98200	13110		4		-0.3449	-1.0696	-0.8134	-0.6264	-0.8484	-0.2793	6	0.64333913	1.554390139	-1.160706555	-0.663666667	0.571778167	7.135058957
BG074377	Hk1	hexokinase 1	Mm.196605	15275		10		-0.9213	-1.7067	-0.2249	-0.2656	-1.3401	-0.4011	6	0.612362335	1.633020097	-1.160018909	-0.80995	0.698221377	7.135058957
BG071327	AI316885	expressed sequence AI316885	Mm.30506	NA			NA	-0.7132	-0.7835	-1.1875	-1.4217	-3.0781	0.6425	6	0.61378359	1.629238734	-1.159905225	-1.09025	0.939947486	7.135058957
AV153374	Snrpn	small nuclear ribonucleoprotein N	Mm.274995	20646; 84704; 386485		7		-1.479	-1.0688	-1.2067	-1.2737	0.1961		5	0.637984372	1.567436513	-1.158808167	-0.836761667	0.722088168	7.135058957
NA	NA	NA	NA		NA			-0.9676		-0.5841	-0.4072	-0.2547	-0.9191	5	0.716584516	1.395508804	-1.15792744	-0.652155	0.563208866	7.135058957
AV087952	Glrx1	glutaredoxin 1 (thioltransferase)	Mm.25844	93692		13		-0.1173	-1.2666	-0.7079	-0.5355	-1.3804	-0.4725	6	0.624084433	1.60234729	-1.156877948	-0.7467	0.64544406	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.429	0.1843	-1.0677	-0.8334	-0.4544	-1.1132	6	0.623003165	1.605128281	-1.153363061	-0.785566667	0.681109612	7.135058957
AV085152				NA	AI481912 EST:mammary gland:Mus musculus		NA	-0.5165	-0.7155	-0.4576	-0.3173	-1.3373	-0.7605	6	0.637479871	1.568676982	-1.153184865	-0.684116667	0.593241108	7.135058957
BG072378	Ell2	elongation factor RNA polymerase II 2	Mm.21288	192657		13	13 C1	0.2884	-0.9196	-1.0355	-1.1636	-1.5773	-0.5011	6	0.620976828	1.610366048	-1.153037261	-0.818116667	0.709531855	7.135058957
AV006368	Ldh2	lactate dehydrogenase 2, B chain	Mm.9745	16832		6		-0.9378	-0.1489	-0.5459	-0.5151	-0.965	-0.8708	6	0.64463276	1.551270835	-1.151248698	-0.663916667	0.576692654	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.7989	-0.8333	-1.1679	-0.9854	0.2076	-0.8684	6	0.631450866	1.58365449	-1.151031122	-0.74105	0.643814043	7.135058957
AV086235	Sec24d	SEC24 related gene family, member D (S. cerevisiae)	Mm.29293	69608		3	3 G1	-0.3046	-1.6362	-1.6869	-1.6749	-0.6682	0.4102	6	0.618885361	1.615808134	-1.149735532	-0.926766667	0.806069431	7.135058957
AA002476	Copz2	coatomer protein complex, subunit zeta 2	Mm.22144	NA			NA	-0.876	-1.3517	-0.6412	-0.8079	-0.2305		5	0.666906281	1.499461061	-1.148308491	-0.704298333	0.613335475	7.135058957
AV011803	Galnt4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4	Mm.314	14426		10	10 C3	-0.6437	-0.5254	-0.4313	-0.5281	-0.8165	-0.5121	6	0.673152538	1.485547396	-1.148223415	-0.576183333	0.501804201	7.135058957
AW215174				NA			NA	-0.8228	-0.2529	-0.6584	-0.4205	-1.0411	-0.6672	6	0.650163692	1.538074199	-1.14795536	-0.643816667	0.56083772	7.135058957
AV017203		11 days pregnant adult female ovary and uterus cDNA, RIKEN full-length enriched library, clone:5033403D15 product:inferred: l-Afadin {Rattus norvegicus}, full insert sequence	Mm.59167					-0.3274	-0.6069	-0.5826	-0.6835	-0.5538	-0.6943	6	0.673870375	1.483964924	-1.147770875	-0.57475	0.500753254	7.135058957
AV087465				NA	AA671974 EST:mammary gland:Mus musculus		NA	-0.0383	-1.2857	-1.0744	-0.7208		-0.4952	5	0.695844368	1.437102958	-1.146585059	-0.717066667	0.625393346	7.135058957
AV094831	Psma5	proteasome (prosome, macropain) subunit, alpha type 5	Mm.208883	26442		3	3 F3	-1.6148		-0.3241	-0.8248	-0.395	-3.1029	5	0.594458585	1.682202974	-1.145140494	-1.047826667	0.915020185	7.135058957
BG073519	Cadps2	Ca2+-dependent activator protein for secretion 2	Mm.259632	320405		6	6 A3.1	-0.2142	-0.8066	-1.0384	-0.9609	-2.1815		5	0.609133597	1.64167599	-1.145013309	-0.868795	0.758764106	7.135058957
AA199552	F2r	coagulation factor II (thrombin) receptor	Mm.24816	14062		13		-0.8785	-0.5939	-0.2637	-1.0484	-0.2382	-1.1248	6	0.638217195	1.566864709	-1.143976938	-0.69125	0.604251692	7.135058957
AV059615	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	Mm.25722	18436		11		-0.6552	-0.6519	-1.8086		-0.7468	-0.433	5	0.648923441	1.541013835	-1.142932609	-0.762356667	0.667018038	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.9356	-1.6918	-0.4489	-0.2835	-0.8268	-0.3516	6	0.622342481	1.6068323	-1.142711217	-0.756366667	0.661905349	7.135058957
AV133616		10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810001G20 product:unknown EST, full insert sequence	Mm.124828					-0.7388	-1.0609	-0.6828	-0.4051	-0.5197	-0.3692	6	0.65473968	1.527324569	-1.141517335	-0.629416667	0.551385991	7.135058957
AV087913		Transcribed sequence with moderate similarity to protein sp:Q02878 (H.sapiens) RL6_HUMAN 60S ribosomal protein L6	Mm.337184					-0.5117	-1.3878	-0.6094		-0.5785	-0.6634	5	0.673343339	1.485126446	-1.141472608	-0.679871667	0.59560927	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.43	-1.6001	-0.9836	-0.7034	-0.0692	-0.7197	6	0.625390904	1.59899991	-1.141041159	-0.751	0.658170824	7.135058957
NA	NA	NA	NA		NA			-0.6516	-0.4611	-1.4188	-1.3161	-0.699	0	6	0.625774599	1.598019482	-1.140646036	-0.757766667	0.664331127	7.135058957
AV084227				NA	AF045741 deoxyribonuclease II precursor::Mus musculus		NA	-0.0424	-1.7855	-0.7572	-0.6565	-0.7397		5	0.681006091	1.468415647	-1.139938801	-0.771226667	0.676550939	7.135058957
AI414560		16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130080N23 product:unknown EST, full insert sequence	Mm.103369	NA			NA	-1.5777	0.3775	-1.1082	-1.1281	-0.6315		5	0.700166589	1.428231533	-1.139377892	-0.818643333	0.718500279	7.135058957
AV088545	Krt1-19	keratin complex 1, acidic, gene 19	Mm.273177	16669		11		-0.5825	-0.4508	-0.5719	-0.488	-0.5065	-0.685	6	0.685186602	1.459456442	-1.139005408	-0.54745	0.480638631	7.135058957
BG073078	2610318I01Rik	RIKEN cDNA 2610318I01 gene	Mm.209491	214459		3	3 G1	-0.6792	-2.3799	-0.3873	-0.6437	-0.5912	-0.4615	6	0.601880661	1.661458932	-1.136429002	-0.857133333	0.754233949	7.135058957
AV104474				NA	W74919 EST:embryo:Mus musculus		NA	-0.8485	-3.0843	-1.0654	-1.3012	0.6538	-0.7398	6	0.621504156	1.608999699	-1.135058252	-1.064233333	0.937602393	7.135058957
AV024177				NA	AI553462 EST:mammary gland:Mus musculus		NA	-1.4048	-0.8208	-0.4308	-0.2779	-0.322	-1.0325	6	0.633210309	1.579254137	-1.134255004	-0.7148	0.630193385	7.135058957
BG067921	Tgtp	T-cell specific GTPase	Mm.338891	21822		11	11 B1.2	-1.1361	-0.9548	-0.8869	-0.981	-0.2891	-0.0239	6	0.636714499	1.570562634	-1.133036391	-0.711966667	0.62837052	7.135058957
BG074823		Clone IMAGE:1446471, mRNA	Mm.245092					-0.6053	-0.8203	-0.6964	-0.8433	-2.504	0.0676	6	0.603732557	1.656362554	-1.132435285	-0.900283333	0.7949976	8.986046829
BG065300	Clstn1	calsyntenin 1	Mm.38993	65945		4		-0.2709	-0.6635	-0.5761	-0.6825	-3.177	-0.6389	6	0.584462723	1.710973105	-1.130540222	-1.001483333	0.885844939	8.986046829
BG065420	Hmgb3	high mobility group box 3	Mm.336087	15354			X A7.1	-1.7402	-1.4499	-0.6044	-0.3523	-0.8289	0.0704	6	0.619903368	1.61315465	-1.130271365	-0.81755	0.723321872	8.986046829
BG072478	Prdx5	peroxiredoxin 5	Mm.279782	NA			NA	-1.3671	-1.5587	-0.046	0.0347	-2.5572	-0.366	6	0.610987395	1.636694977	-1.129524863	-0.976716667	0.864714624	8.986046829
NA	NA	NA	NA		NA			-0.1979	-0.8455	-1.2192	-0.7444	-2.1691	0	6	0.612853801	1.63171053	-1.128626405	-0.862683333	0.764365719	8.986046829
BG073748		15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930008O12 product:unclassifiable, full insert sequence	Mm.208138					-0.3274	-0.676	-1.2994	-1.5604	-3.4412	0.5421	6	0.619396266	1.614475344	-1.126865411	-1.12705	1.000163807	8.986046829
AI840583	Stim1	stromal interaction molecule 1	Mm.645	20866		7		-0.5266	-0.6404	-0.4822	-0.4682	-0.4666	-0.7465	6	0.682365132	1.46549106	-1.125850936	-0.555083333	0.493034482	8.986046829
BG073316	Fstl1	follistatin-like 1	Mm.182434	14314		16		-1.5151	0.4197	-1.7532	-1.84	-0.3238	-0.5262	6	0.626138402	1.597090991	-1.125040106	-0.9231	0.820504082	8.986046829
AV094814				NA	X77588 ARD1 N-acetyl transferase homologue::Homo sapiens		NA	-0.4948	-2.5985	-1.3646	-0.9468	-0.6932	0.3633	6	0.614456589	1.62745427	-1.124494531	-0.955766667	0.849952259	8.986046829
BG068865	Smc1l1	SMC (structural maintenance of chromosomes 1)-like 1 (S. cerevisiae)	Mm.26412	24061			X F3	-3.0714	-2.7174	0.1962	-0.2911	-1.3651	0.2231	6	0.631569051	1.583358144	-1.124263445	-1.17095	1.041526348	8.986046829
NM_008409	Itm2a	integral membrane protein 2A	Mm.193	16431				-0.081	-1.0801	-1.2207	-0.9223	-0.2033	-0.7945	6	0.636707377	1.570580201	-1.123790919	-0.716983333	0.638004206	8.986046829
BG074221	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	Mm.268103	NA			NA	-0.498	-1.0094	-0.6529	-0.5318	-0.2776	-0.7106	6	0.661426749	1.511883215	-1.122528242	-0.613383333	0.546430202	8.986046829
AI847524	D17Ertd288e	DNA segment, Chr 17, ERATO Doi 288, expressed	Mm.196330	80880		17	17 B1	-0.5113	-0.3384	-1.0756	-0.7744	-0.3312	-0.7792	6	0.654863035	1.527036871	-1.121842993	-0.635016667	0.566047718	8.986046829
BG066979	Grtp1	GH regulated TBC protein 1	Mm.34901	66790		8	8 A1.1	-1.8601	-0.9488	-0.7401	-0.7021	-0.2341	-0.1851	6	0.622783065	1.605695556	-1.120012371	-0.778383333	0.694977443	8.986046829
AA210386				NA			NA	-0.6695	-0.5111	-0.6088	-0.2084	-1.2355	-0.6824	6	0.649912223	1.538669324	-1.119435817	-0.652616667	0.582987124	8.986046829
AV103848				NA	proteoglycan, secretory granule		NA	-0.7482	-1.2428	-0.5192	-0.455	-0.5623	-0.3493	6	0.651225499	1.535566408	-1.119314902	-0.646133333	0.577257867	8.986046829
AV081698				NA	peptidase 4		NA	-0.6646	-0.4483	-0.6098	-0.4124	-0.4803	-0.742	6	0.68086132	1.468727875	-1.118602114	-0.559566667	0.500237448	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-1.241	-0.129	-0.736	-0.5196	-0.9316	-0.4953	6	0.644867006	1.550707341	-1.118485288	-0.675416667	0.603867278	8.986046829
AV014918	9430020K01Rik	RIKEN cDNA 9430020K01 gene	Mm.33179	240185		18	18 A1	-0.2966	-1.7552	-1.1372	-1.256	-0.6145	0.1573	6	0.625349944	1.599104644	-1.117195891	-0.817033333	0.731325043	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-2.0775	-1.6135	-0.336	0.0695	-0.9432	-0.3604	6	0.617390589	1.619720187	-1.116820997	-0.87685	0.785130296	8.986046829
AV104293				NA	U34691 uroporphyrinogen decarboxylase::Mus musculus		NA	-1.0951	-1.424	-0.0862	-0.4047	-1.8512	-0.131	6	0.621422548	1.609210999	-1.11576605	-0.832033333	0.745705906	8.986046829
BG071696				NA			NA	-0.7622	-1.1562	-0.3309	-0.3082	-2.2091	-0.2773	6	0.613730255	1.629380322	-1.114969198	-0.84065	0.753967017	8.986046829
AV016011		18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110062M06 product:unknown EST, full insert sequence	Mm.232					-0.892		-0.2711	-0.5954	-0.9821	-0.8321	5	0.682894714	1.464354576	-1.113989314	-0.640136667	0.574634477	8.986046829
AI841331	Igf2	insulin-like growth factor 2	Mm.3862	16002		7		-2.7156	-0.0372	-2.099	-1.6792	0.5833	-0.5303	6	0.6438569	1.553140147	-1.112983244	-1.079666667	0.970065518	8.986046829
AV104531				NA	L04663 :brain:Mus cookii		NA	-0.8877	-1.8959	-0.8918	-0.906	-0.7462		5	0.579659455	1.725150848	-1.111659488	-0.82465	0.741818883	8.986046829
BG075049	9030425C21Rik	RIKEN cDNA 9030425C21 gene	Mm.171334	67727		4	4 B1	-0.4314	-0.5727	-0.5171	-0.6169	-0.5595	-2.8499	6	0.596997972	1.675047566	-1.110943043	-0.924583333	0.832250888	8.986046829
AV011047				NA	AA270831 EST:Liver:Mus musculus		NA	-2.3193		-0.9935	-1.2141	0.2618	-0.7845	5	0.652198531	1.533275457	-1.10943444	-0.89214	0.80413945	8.986046829
BG074576	Slc12a2	solute carrier family 12, member 2	Mm.4168	20496		18		-1.171	-0.1302	-0.6359	-0.5406	-0.3694	-1.6264	6	0.631140355	1.584433624	-1.109089868	-0.745583333	0.672247899	8.986046829
BG074768	Cldn12	claudin 12	Mm.40132	64945		5	5 A1-h	-0.3442	-0.6867	-0.7069	-0.7019	-3.0597	-0.2945	6	0.59528383	1.679870928	-1.10737996	-0.96565	0.872013252	8.986046829
AV006092	Txnip	thioredoxin interacting protein	Mm.271877	56338		3		-1.4778	-1.044	-0.7835	-0.6025	0.4355	-1.3765	6	0.636852617	1.570222015	-1.106791831	-0.808133333	0.730158383	8.986046829
BG074691	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17	Mm.29954	207212		7	7 E1	-0.3539	-0.183	-1.1635	-1.1365	-2.2538	-0.0981	6	0.618093168	1.61787907	-1.104065528	-0.8648	0.783286841	8.986046829
AV006314	Sesn1	sestrin 1	Mm.276226	140742		10			-1.0978	-1.5712	-1.3398	-0.2747	-0.6064	5	0.613714682	1.629421668	-1.101871012	-0.789723333	0.716711235	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.7002	-0.3544	-0.8078	-0.9739	-0.4782	-0.3344	6	0.664841434	1.504118049	-1.100660835	-0.60815	0.552531698	8.986046829
NA	NA	NA	NA		NA			-0.9019	-1.1012	-0.4348	-0.323	-0.5858	-0.4248	6	0.658622328	1.518320831	-1.099273516	-0.628583333	0.571817045	8.986046829
AV068963				NA			NA	-0.9399	-0.7819	-0.3506	-0.1504	-0.7003	-0.8548	6	0.659419003	1.516486476	-1.098522643	-0.62965	0.5731789	8.986046829
NA	NA	NA	NA		NA			-1.0648	-1.0655	-0.5632		-0.7982	-0.6269	5	0.642546312	1.556308053	-1.095231754	-0.676133333	0.617342705	8.986046829
AV006041				NA	D14688 myosin regulatory light chain:ZAP II:Rattus norvegicu		NA	-0.8173	-0.8954	-0.5454	-0.1226	-0.362	-1.3487	6	0.646594037	1.546565453	-1.093546508	-0.6819	0.623567443	8.986046829
AI323948	Gstk1	glutathione S-transferase kappa 1	Mm.267014	76263		6	6 B2.1	-0.242	-1.0446	-0.9274	-0.7871	-0.7519	-0.1558	6	0.654519992	1.527837213	-1.092952314	-0.651466667	0.596061382	8.986046829
AV228503				NA			NA	0.054	-1.0178	-1.4163	-1.3032	-0.6682	-0.1804	6	0.637276026	1.569178753	-1.092724467	-0.755316667	0.69122335	8.986046829
AV033994				NA	proteoglycan, secretory granule		NA	-0.6811	-1.3131	-0.5505	-0.1764	-1.2926	-0.2383	6	0.641632485	1.558524581	-1.091318142	-0.708666667	0.649367622	8.986046829
BG073206	Gtf2b	general transcription factor IIB	Mm.271756	229906		3	3 H1	-0.525	-1.5851	-0.2462	-0.3102	-1.5324	-0.382	6	0.631829947	1.582704341	-1.089527797	-0.763483333	0.700746999	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.6152	-0.4861	-1.6993	-1.2334	0.1055	-0.657	6	0.635017364	1.574760089	-1.088568173	-0.76425	0.702069029	8.986046829
BG072340	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein	Mm.200783	99167		3	3 H2	-1.0556	-0.8386	-0.627	-0.705	-0.4129	-0.1356	6	0.660441705	1.514138179	-1.088012067	-0.629116667	0.578225817	8.986046829
AV009116				NA	1110016P16		NA	0.0706	-0.9983	-0.8708	-0.791	-0.8411	-0.5223	6	0.655001413	1.526714265	-1.087756502	-0.658816667	0.605665574	8.986046829
AV009635	Myct1	myc target 1	Mm.33762	68632		10	10 A1		-0.2779	-1.4785	-1.1914	-0.81	-0.6917	5	0.635172653	1.574375085	-1.085861227	-0.734221667	0.676165285	8.986046829
NA	NA	NA	NA		NA			-2.1987	0.4172	-1.3485	-0.9933	0.1009	-1.5607	6	0.643270611	1.554555707	-1.085531842	-0.930516667	0.857198868	8.986046829
BG073354	F11r	F11 receptor	Mm.294882	16456		1		0.3373	-0.7798	-0.6612	-0.6084	-4.4953	-1.1539	6	0.604643404	1.653867377	-1.085384448	-1.226883333	1.130367526	8.986046829
BG063924	Ndrg3	N-myc downstream regulated gene 3	Mm.279256	NA			NA	0.5471	-0.6502	-0.4318	-0.678	-2.5887	-2.2582	6	0.63999552	1.562510937	-1.084743216	-1.009966667	0.931065207	8.986046829
BG069586	Arhgef12	Rho guanine nucleotide exchange factor (GEF) 12	Mm.275266	69632		9	9 A5.1	0.4906	-0.7325	-1.3614	-1.4206	-2.8809	-0.1194	6	0.637663011	1.568226451	-1.083789783	-1.004033333	0.926409668	8.986046829
BG071683	Cenph	centromere autoantigen H	Mm.273502	26886		13		0	-2.2896	-1.531	-1.3645	-1.515	0.7766	6	0.666987333	1.499278848	-1.082801001	-0.98725	0.911755715	8.986046829
AV040590				NA	sorbitol dehydrogenase 1		NA	-0.9292	-1.1012	-0.7498	-0.7848	0.05	-0.459	6	0.654858627	1.527047151	-1.080138013	-0.662333333	0.613193245	8.986046829
AV109006	2510049I19Rik	RIKEN cDNA 2510049I19 gene	Mm.28327	67922		8	8 B3.3		-0.1935	-1.6271	-0.7692	-0.6357	-0.7504	5	0.670504977	1.491413239	-1.079548659	-0.707621667	0.655479177	8.986046829
AV002462	1600023A02Rik	RIKEN cDNA 1600023A02 gene	Mm.27289	67701		2	2 H3	-0.544	-1.5261	-1.9206	-1.3105	0.0562		5	0.623355113	1.604222022	-1.079500119	-0.857466667	0.794318269	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.8064	-0.5484	-1.0221	-0.7658	-0.0119	-0.6448	6	0.661246355	1.51229567	-1.079071909	-0.633233333	0.58683145	8.986046829
AV004508				NA	AJ001529 MST2 kinase::Rattus norvegicus		NA	0.3505	-0.7428	-0.9264	-1.0694	-1.3617	-0.6895	6	0.647409981	1.544616285	-1.078727269	-0.739883333	0.685885446	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.7125		-0.7246	-0.5749	-0.2955	-0.5589	5	0.730061458	1.369747695	-1.07851392	-0.552938333	0.512685393	8.986046829
AV112708				NA	ubiquintin c-terminal hydrolase related polypeptide		NA	-2.3843	-1.9725	-0.4222	0.0554	-0.2884	-0.5204	6	0.624628302	1.600952113	-1.07846409	-0.922066667	0.854981334	8.986046829
AV134862				NA	Epb4.2, erythrocyte protein band 4.2		NA	-0.9471	-1.9584	-0.9354	-1.4581	0.4428	-0.2769	6	0.641243288	1.559470514	-1.078222441	-0.855516667	0.793450993	8.986046829
AW546550				NA			NA	-0.0885	-1.0449	-0.8919	-0.9138	-1.3281		5	0.648860025	1.541164445	-1.077925237	-0.715728333	0.66398699	8.986046829
AV061168	3930402F23Rik	RIKEN cDNA 3930402F23 gene	Mm.182094	66684			X E3	-0.7398	-1.5303	-0.3759	-0.3879	-0.2999	-0.756	6	0.647389665	1.544664758	-1.075418461	-0.681633333	0.633830791	8.986046829
AA726630	Mmp15	matrix metalloproteinase 15	Mm.217116	17388		8		-0.5243	-0.638	-0.4152	-0.486	-0.4075	-0.8259	6	0.686645991	1.456354531	-1.074415034	-0.549483333	0.511425581	8.986046829
BG065920	Vnn1	vanin 1	Mm.27154	22361		10	10 A1-B2	-0.4676	-0.514	-0.9545	-1.0872	-3.4678	0.2531	6	0.615381273	1.625008827	-1.073462248	-1.039666667	0.968517215	8.986046829
BG072483	4921511K06Rik	RIKEN cDNA 4921511K06 gene	Mm.251303	232664		6	6 A3.3	-1.105	-0.7218	-0.7728	-1.1962		-0.281	5	0.65266117	1.532188594	-1.073092712	-0.68117	0.634772739	8.986046829
AV078332	Ldb2	LIM domain binding 2	Mm.25785	16826		5	5 B3	-0.5428	-0.4501	-1.1205	-1.37	-0.29	-0.298	6	0.64942273	1.539829073	-1.072813509	-0.678566667	0.6325113	8.986046829
AV011766	D6Wsu176e	DNA segment, Chr 6, Wayne State University 176, expressed	Mm.258484	27999		6		-0.7568	-0.9427	-0.2655	-0.4791	-0.9481	-0.2948	6	0.665816869	1.501914485	-1.072354975	-0.6145	0.57303786	8.986046829
NA	NA	NA	NA		NA			-0.7586	-1.7502	-0.3842	-0.7606	-0.1724	-0.4956	6	0.640236111	1.561923769	-1.071859026	-0.720266667	0.671978916	8.986046829
AA124251	Pctk3	PCTAIRE-motif protein kinase 3	Mm.28130	18557		1	1 E4	-0.3776	-0.0315	-1.4148	-1.3996	-1.4144	-0.0602	6	0.639418723	1.563920423	-1.071280288	-0.783016667	0.730916713	8.986046829
AA116410	Stat4	signal transducer and activator of transcription 4	Mm.1550	NA			NA	-0.9901	-0.6169	-0.231	-0.7092	-0.1743	-1.2465	6	0.654480603	1.527929163	-1.071280121	-0.661333333	0.617329978	8.986046829
AV091798		Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C030011D20 product:unknown EST, full insert sequence	Mm.202697	381596; 269587		4	4 D2.3	-0.1412	-1.7727	-1.3383	-1.2966	-0.2634	-0.0219	6	0.636675478	1.57065889	-1.070857844	-0.805683333	0.752371884	8.986046829
NA	NA	NA	NA		NA			-1.4809	0.2988	-0.461	-0.4787	-0.7226	-3.4771	6	0.621383235	1.609312809	-1.070589545	-1.053583333	0.984115097	8.986046829
AU045358		Similar to potassium channel regulator 1 (LOC380959), mRNA	Mm.17853	380959		15	15 E3	-1.0184	-0.8857	-0.9874	-1.0187	-0.4478	0.2057	6	0.653206837	1.530908655	-1.070237366	-0.69205	0.646632253	8.986046829
AV015813	Ms4a6b	membrane-spanning 4-domains, subfamily A, member 6B	Mm.278844	69774		19	19 A	-0.967	-0.2206	-0.6439	-0.7658	-0.7949	-0.2635	6	0.667888743	1.49725536	-1.068924999	-0.609283333	0.569996336	8.986046829
AV009064	Glul	glutamate-ammonia ligase (glutamine synthase)	Mm.210745	14645	glutamine synthetase	1		-0.9014	-2.4325	-0.1102	0.1619	-0.9655	-0.9851	6	0.630520316	1.58599172	-1.068359093	-0.872133333	0.81632977	8.986046829
BG073479	Emilin1	elastin microfibril interfacer 1	Mm.286375	100952		5	5 B1	-0.5318	-0.2914	-0.5008	-0.6714	-1.3847	-0.4786	6	0.657342442	1.521277093	-1.06693166	-0.643116667	0.602772128	8.986046829
AI841247	Pja2	praja 2, RING-H2 motif containing	Mm.41711	224938		17	17 E1.1	-1.7512	-2.0834	-0.3115	-0.291	-0.484	-0.1436	6	0.62940017	1.588814315	-1.066834089	-0.844116667	0.791235184	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.7782	-0.5123	-0.54	-0.2944	-0.881	-0.4222	6	0.679442769	1.471794309	-1.065618687	-0.57135	0.536167399	8.986046829
AV088401				NA	AI322339 EST:Soares mouse p3NMF19.5:Mus musculus		NA	-0.3601	-1.7821	-3.1709	-1.7487	0.3256		5	0.621943631	1.607862755	-1.06551059	-1.078703333	1.012381617	8.986046829
AW701844	Mmp16	matrix metalloproteinase 16	Mm.204820	17389		4		-0.8964	-1.4983	-0.4867	-0.4547	-0.9482	-0.4401	6	0.5983126	1.671367109	-1.062669283	-0.913841667	0.859949263	8.986046829
AA198853	5430406M13Rik	RIKEN cDNA 5430406M13 gene	Mm.63546	71373		18	18 D1	-1.4894		-0.6002	-0.4555	-0.6034	-0.9787	5	0.651786376	1.534245019	-1.060934678	-0.690135	0.650497165	8.986046829
AV037968	Pdxp	pyridoxal (pyridoxine, vitamin B6) phosphatase	Mm.263169	57028		15	15 E1	-0.6165	-1.0858	-0.8716	-0.6952	0.2051	-0.9823	6	0.657747464	1.520340335	-1.060192966	-0.674383333	0.636094895	8.986046829
AV073688				NA	Mus musculus Tat-interacting protein TIP30 mRNA, complete cd		NA	-1.4321	-1.384	-0.5084	-0.1305	-0.4159	-0.4041	6	0.645920307	1.548178605	-1.059746307	-0.7125	0.672330722	8.986046829
