Accession	GENE	TITLE	Median_Cy5	Median_Cy3	case%	Adj_Cy3/Cy5ratio	Log 2 Cy3/Cy5_ratio
AA044825	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	75284	35597	55	0.446231341	-1.164136249
AI732308	NA	ESTs	82459	38412	70	0.446305452	-1.163896663
AF131814	NA	hypothetical protein dJ462O23.2	116817.5	58916	90	0.446384798	-1.1636402
AF107454	C7orf2	chromosome 7 open reading frame 2	337899	120290	100	0.446512487	-1.163227574
R72881	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	38408	4703	70	0.446515776	-1.163216945
AK000581	FLJ20574	hypothetical protein FLJ20574	280595.5	122204.5	100	0.446582788	-1.163000446
N52552	NA	Homo sapiens cDNA FLJ37826 fis, clone BRSSN2006133.	256018.5	107525	90	0.446766691	-1.162406466
X56351	ALAS1	aminolevulinate, delta-, synthase 1	444797.5	231568.5	100	0.446769386	-1.162397763
AI056599	NA	ESTs	342286.5	263131.5	80	0.447032293	-1.161549042
AA581479	FZD10	frizzled homolog 10 (Drosophila)	392985.5	201671.5	80	0.447112891	-1.161288952
AF000984	DBY	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide, Y chromosome	300481	131359	95	0.447289909	-1.160717883
AA532845	ATP6V1C2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C isoform 2	599088.5	215219	100	0.447620284	-1.159652682
M31627	XBP1	X-box binding protein 1	414732	110387.5	95	0.447640291	-1.1595882
AA477929	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	46877.5	19227	55	0.447723215	-1.159320969
AA461314	NA	EST	87876	17850	55	0.44781441	-1.159027142
AF224741	CLCN7	chloride channel 7	1102104	429281.5	100	0.448172828	-1.157872913
AF251038	C5orf5	chromosome 5 open reading frame 5	265399.5	117907.5	70	0.448283181	-1.157517723
AA436318	NA		36789	19242.5	50	0.44837365	-1.1572266
AI028639	NA	ESTs	101166	49725	70	0.448699358	-1.156178975
AA555087	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	71884.5	25806	60	0.449034365	-1.155102234
AA481948	MGC22014	hypothetical protein MGC22014	152761.5	62455	95	0.449200077	-1.154569918
NM_000854	GSTT2	glutathione S-transferase theta 2	276082	81780	95	0.449231831	-1.15446794
AI364974	FCN3	ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen)	197245	71271	95	0.449265383	-1.154360191
AA282200	NA	ESTs	452952	135652	80	0.449549207	-1.153449054
R07879	ZFYVE1	zinc finger, FYVE domain containing 1	249324.5	120314.5	95	0.449576398	-1.153361795
X60188	MAPK3	mitogen-activated protein kinase 3	146908	46486	75	0.449615305	-1.153236949
AI814306	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	45448	16603.5	65	0.449618559	-1.153226508
J05213	IBSP	integrin-binding sialoprotein (bone sialoprotein, bone sialoprotein II)	93087	33595	70	0.449836136	-1.152528534
AB037844	KIAA1423	KIAA1423 protein	25635	13634	55	0.449839389	-1.152518103
AW300356	ATP6V0A2	ATPase, H+ transporting, lysosomal V0 subunit a isoform 2	153312	67510	90	0.450430668	-1.150623038
AF033026	PAPSS1	3-phosphoadenosine 5-phosphosulfate synthase 1	803217.5	328152.5	95	0.450493486	-1.150421849
NM_004327	BCR	breakpoint cluster region	58942.5	5806.5	55	0.450537828	-1.150279853
N47952	NA	EST	99542.5	47615.5	65	0.450589295	-1.150115055
NM_003227	TFR2	transferrin receptor 2	313883	124080	95	0.450683169	-1.149814523
M55268	CSNK2A2	casein kinase 2, alpha prime polypeptide	128902	29386.5	65	0.450696785	-1.149770937
AF064094	TADA2L	transcriptional adaptor 2 (ADA2 homolog, yeast)-like	449263	209653.5	85	0.450801749	-1.149434981
AI963225	TJP3	tight junction protein 3 (zona occludens 3)	381688	244324	100	0.450863011	-1.149238939
AA702686	NA	ESTs	1130522	446122.5	90	0.450879943	-1.14918476
AA001976	NA	ESTs	1446758	564254	95	0.451330207	-1.147744755
BF971825	PLINP-1	papillomavirus L2 interacting nuclear protein 1	73548.5	33194	70	0.45144446	-1.147379586
AI033121	NA	ESTs, Highly similar to 2,3-cyclic nucleotide 3 phosphodiesterase; 2, 3 cyclic nucleotide 3 phosphohydrolase [Homo sapiens] [H.sapiens]	20977.5	5445.5	50	0.451523627	-1.147126614
X98307	HSHUR7SEQ	UV-B repressed sequence, HUR 7	11093.5	13935	55	0.451865226	-1.146035557
R43279	NA	ESTs, Moderately similar to hypothetical protein FLJ20097 [Homo sapiens] [H.sapiens]	117437	40449	90	0.451880577	-1.145986549
AA586930	NA	EST	704902	239360.5	100	0.451938346	-1.145802123
S74221	IK	IK cytokine, down-regulator of HLA II	196017.5	87585	80	0.451951209	-1.14576106
AF195623	CHPT1	choline phosphotransferase 1	36528.5	10943	55	0.451957856	-1.145739845
M93415	ACVR2	activin A receptor, type II	116201.5	60145	65	0.452426281	-1.144245357
D87953	NDRG1	N-myc downstream regulated gene 1	141470.5	63735	70	0.452460055	-1.144137664
AA398971	NA	ESTs	1145115.5	394122.5	100	0.452503375	-1.143999541
NM_001571	IRF3	interferon regulatory factor 3	323106	135313.5	80	0.452544055	-1.143869849
AA522530	RTP801	HIF-1 responsive RTP801	16283.5	4974.5	55	0.452694359	-1.143390765
AI085391	FKBP2	FK506 binding protein 2, 13kDa	318470	179830.5	85	0.452920593	-1.142669958
AA041523	LOC90632	hypothetical protein BC008632	767426.5	693919.5	85	0.452920774	-1.142669382
BF940213	MANBA	mannosidase, beta A, lysosomal	38576	322.5	55	0.45294372	-1.142596294
M59916	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal (acid sphingomyelinase)	763261.5	289206.5	100	0.453195516	-1.141794508
AA678525	LOC286190	hypothetical protein LOC286190	277938.5	150194	90	0.453199034	-1.141783308
W74591	ALS2CR2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2	238417	94117	90	0.453210124	-1.141748007
NM_004785	SLC9A3R2	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 2	56342.5	20525.5	70	0.453211172	-1.14174467
AL137764	LOC64744	hypothetical protein AL133206	48617	2240	55	0.453332888	-1.141357268
AB018259	KIAA0716	KIAA0716 gene product	5391.5	2632	50	0.453363727	-1.141259126
NM_003922	HERC1	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	207204.5	101182.5	90	0.453507917	-1.140800358
NM_000081	CHS1	Chediak-Higashi syndrome 1	159470	67315.5	80	0.453617474	-1.14045188
AF019968	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	83278	23095	60	0.453701382	-1.140185042
AK026098	TSGA14	testis specific, 14	409795	174297.5	95	0.453719113	-1.140128661
M16974	C8A	complement component 8, alpha polypeptide	331907	118464.5	85	0.453741492	-1.140057503
Z29630	SYK	spleen tyrosine kinase	163316	52852	95	0.453744097	-1.140049222
U81602	EYA3	eyes absent homolog 3 (Drosophila)	304858	63112.5	75	0.454118076	-1.13886063
NM_003815	ADAM15	a disintegrin and metalloproteinase domain 15 (metargidin)	48157	15126	55	0.454314377	-1.138237134
U45974	PPI5PIV	phosphatidylinositol polyphosphate 5-phosphatase type IV	139075	67354.5	75	0.454517946	-1.137590838
NM_000059	BRCA2	breast cancer 2, early onset	358951.5	118157	95	0.454785506	-1.136741817
AA661860	MtFMT	methionyl-tRNA formyltransferase, mitochondrial	130353.5	65289.5	70	0.454794802	-1.136712329
AK001135	P125	Sec23-interacting protein p125	63053	25376	80	0.455209465	-1.13539754
AA232990	NA	ESTs	86731.5	30459.5	55	0.455333442	-1.135004672
AB009675	ADAM11	a disintegrin and metalloproteinase domain 11	1568034.5	876906.5	100	0.455333502	-1.135004481
U78093	SRPX	sushi-repeat-containing protein, X chromosome	189301	72538	85	0.455466199	-1.134584102
U53328	CCNG1	cyclin G1	134834	60615	75	0.455512055	-1.134438858
AA025887	NA	ESTs, Weakly similar to Y94H6A.7.p [Caenorhabditis elegans] [C.elegans]	50006.5	29654.5	55	0.455684258	-1.133893563
NM_003363	USP4	ubiquitin specific protease 4 (proto-oncogene)	65384.5	28252	55	0.455701922	-1.13383764
AA527451	NA	Homo sapiens, Similar to hypothetical protein FLJ20378, clone IMAGE:4821851, mRNA	41577.5	20225	55	0.455852334	-1.133361531
AW976314	NT5C3	5-nucleotidase, cytosolic III	159604	71446	80	0.455929758	-1.13311652
R00186	NA	ESTs	575719.5	265759.5	100	0.455961207	-1.133017009
NM_005441	CHAF1B	chromatin assembly factor 1, subunit B (p60)	2506893.5	1022210	100	0.45601328	-1.132852255
AL050090	MYRIP	myosin VIIA and Rab interacting protein	563341	237655	95	0.456111686	-1.132540961
AF040705	FUS2	putative tumor suppressor	34824	9238.5	50	0.456485549	-1.131358904
AB037727	CASKIN1	cask-interacting protein 1	726364	269238.5	100	0.456579662	-1.131061496
AK026232	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	196130.5	83160.5	90	0.456703373	-1.130670649
NM_003186	TAGLN	transgelin	187552.5	84891	90	0.456722325	-1.130610782
S66427	RBBP1	retinoblastoma binding protein 1	69780	34309	60	0.457022243	-1.129663713
AF000994	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome	48278.5	4845	55	0.457132041	-1.129317153
U40763	PPIG	peptidyl-prolyl isomerase G (cyclophilin G)	149967.5	66341.5	70	0.457228936	-1.129011386
J05633	ITGB5	integrin, beta 5	137084.5	59665	75	0.457700133	-1.127525384
AJ222801	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	2743334	1074913	100	0.458223594	-1.12587635
BF445192	JPHL1	junctophilin like 1	447164	201447	100	0.458277324	-1.125707194
AA056427	NA	Human HepG2 3 region MboI cDNA, clone hmd2g07m3.	284570.5	104468.5	75	0.458457103	-1.125141344
N36970	NA	Homo sapiens cDNA FLJ37745 fis, clone BRHIP2022467.	167828	111303	70	0.45855971	-1.124818491
W70200	NA	NA	105660	26633	70	0.45863814	-1.124571761
BE468075	NA	Homo sapiens cDNA FLJ31353 fis, clone MESAN2000264.	37968	20480.5	60	0.458855624	-1.123887805
NM_001205	BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	78301.5	30190.5	60	0.458903533	-1.123737182
AL049783	CG005	hypothetical protein from BCRA2 region	129692.5	48008.5	95	0.458907096	-1.12372598
AF071771	ZNF143	zinc finger protein 143 (clone pHZ-1)	155713	71033.5	75	0.458958271	-1.123565106
M36712	CD8B1	CD8 antigen, beta polypeptide 1 (p37)	382065.5	120084.5	90	0.458979317	-1.123498953
AK027234	FLJ20097	hypothetical protein FLJ20097	202215.5	101052	85	0.459103412	-1.12310894
L23808	MMP12	matrix metalloproteinase 12 (macrophage elastase)	189091.5	113919	90	0.459354117	-1.122321335
BF194913	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	61643	20639.5	65	0.459414236	-1.122132532
T84008	ZNF463	zinc finger protein 463	135237	57871.5	65	0.459458595	-1.12199324
AK001026	NA	Homo sapiens cDNA FLJ10164 fis, clone HEMBA1003581, moderately similar to TALIN.	13135868	5720332.5	100	0.459711697	-1.12119872
L11669	TETRAN	tetracycline transporter-like protein	303075	93328.5	85	0.459900981	-1.12060482
U92978	NUCB1	nucleobindin 1	68532	43507	60	0.46039122	-1.119067773
NM_006202	PDE4A	phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)	859796.5	420874	100	0.460594828	-1.118429885
AA411185	C20orf119	chromosome 20 open reading frame 119	171233.5	79074	65	0.460677073	-1.118172296
AI815825	NA	Homo sapiens, Similar to microtubule-associated protein 6, clone IMAGE:5285139, mRNA	71705	28080	60	0.460981019	-1.117220745
R17702	NA	ESTs	5845129.5	2736751	90	0.461024713	-1.117084007
AL133073	FLJ14904	hypothetical protein FLJ14904	58690	5170.5	55	0.461027539	-1.117075165
AW001035	HOXB6	homeo box B6	199002	85546	95	0.461142133	-1.11671661
R67734	BFAR	bifunctional apoptosis regulator	305598.5	145573.5	95	0.461170425	-1.116628101
M90696	CTSS	cathepsin S	265592.5	125683	95	0.461175822	-1.116611216
X05403	SHBG	sex hormone-binding globulin	4697153.5	1532665	100	0.461187192	-1.116575646
D10523	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	20178	9607	50	0.461270244	-1.116315867
J02783	P4HB	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)	7368461	3673647.5	100	0.461403738	-1.115898404
M34057	LTBP1	latent transforming growth factor beta binding protein 1	303800	143387	90	0.461441431	-1.115780551
AW611958	NA	ESTs	85743.5	365.5	60	0.461531612	-1.115498628
M31899	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	679587	307829.5	100	0.461604549	-1.115270654
BE958101	NA	Homo sapiens, similar to Molybdenum cofactor synthesis protein cinnamon, clone IMAGE:3858121, mRNA, partial cds	198629.5	98007.5	95	0.461711358	-1.114936872
D50310	CCNI	cyclin I	515856	178250.5	100	0.4617547	-1.11480145
AJ243997	TACC3	transforming, acidic coiled-coil containing protein 3	1212302	467230	100	0.461808758	-1.11463256
R39986	NA	ESTs	363037	239378	95	0.461811204	-1.114624921
U86813	LOC93164	serotonin-7 receptor pseudogene	400853.5	157023	90	0.461923909	-1.114272872
AA707049	NA	ESTs	700573	290863.5	100	0.461930183	-1.114253278
NM_004105	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	365666	206351.5	95	0.462001338	-1.114031064
D14533	XPA	xeroderma pigmentosum, complementation group A	18792	3379.5	60	0.462007521	-1.114011758
M69043	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	1117167	642354.5	100	0.462179843	-1.113473753
AW977930	NA	ESTs	517720.5	213757	90	0.462674503	-1.111930499
AA009770	FLJ20203	hypothetical protein FLJ20203	564451	345725.5	90	0.462703943	-1.111838702
AI052546	MGC41939	hypothetical protein MGC41939	997516.5	398880.5	95	0.462708815	-1.11182351
AA759155	LOC285389	hypothetical protein LOC285389	156758.5	100129	70	0.462809897	-1.111508378
NM_000546	TP53	tumor protein p53 (Li-Fraumeni syndrome)	576742	298311.5	95	0.462944502	-1.111088842
AF285167	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	1092321.5	439793	100	0.463324311	-1.10990571
W39642	NA	Homo sapiens full length insert cDNA clone ZC19D07	398249.5	162044.5	100	0.46344208	-1.109539051
AA759326	NA	ESTs	52334	22930	70	0.463499031	-1.109361774
BF724977	ASB13	ankyrin repeat and SOCS box-containing 13	230731	116303	90	0.463552285	-1.109196023
AI192557	ZNF20	zinc finger protein 20 (KOX 13)	142318.5	92482.5	60	0.463764777	-1.108534844
AI340150	SQSTM1	sequestosome 1	408874	291016	90	0.463889935	-1.108145549
AA707880	NA	T cell receptor beta locus	823017.5	415524.5	100	0.46418769	-1.107219832
AI189382	FBI1	HIV-1 inducer of short transcripts binding protein	122043	55985	70	0.464255382	-1.10700946
AI249000	LIM	LIM protein (similar to rat protein kinase C-binding enigma)	869089	303930	100	0.464270517	-1.106962428
AK001020	NA	Homo sapiens cDNA FLJ10158 fis, clone HEMBA1003463.	62625	37888	80	0.464377526	-1.106629941
AI638165	FLJ35779	hypothetical protein FLJ35779	496925	239418	100	0.464389964	-1.1065913
U01824	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	599584.5	217621.5	100	0.464528183	-1.106161968
AA133590	MGC44669	hypothetical protein MGC44669	70299.5	20681.5	70	0.464612822	-1.105899125
AA156297	NA	ESTs	95759	48472.5	60	0.464648767	-1.105787514
AA496112	NA	ESTs, Moderately similar to PRO0478 protein [Homo sapiens] [H.sapiens]	981013	505298	90	0.464668184	-1.105727228
AA523303	DEF6	differentially expressed in FDCP 6 homolog (mouse)	48048.5	1727	60	0.465082439	-1.104441628
U83463	SDCBP	syndecan binding protein (syntenin)	232987	155264.5	90	0.46526356	-1.103879896
X77533	ACVR2B	activin A receptor, type IIB	50555.5	38923.5	65	0.465330142	-1.103673455
AV725705	NA	ESTs, Highly similar to IP3S_HUMAN Inositol 1,4,5-trisphosphate receptor type 2 (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor) (IP3 receptor isoform 2) (InsP3R2) [H.sapiens]	1012587	368758.5	100	0.465426814	-1.103373766
NM_001041	SI	sucrase-isomaltase	661795	409386.5	100	0.465463857	-1.103258946
AI954091	BZRP	benzodiazapine receptor (peripheral)	319132	197665	95	0.465541454	-1.103018456
NM_000844	GRM7	glutamate receptor, metabotropic 7	401272	178639	85	0.465548834	-1.102995587
BE899460	H1F0	H1 histone family, member 0	810414	426181.5	100	0.465629944	-1.102744255
BE503976	NA	Homo sapiens full length insert cDNA clone ZA99C08	49672	20220	70	0.465949584	-1.101754231
AI657069	KIF9	kinesin family member 9	110300	53233.5	65	0.466267601	-1.100769908
AF012108	NCOA3	nuclear receptor coactivator 3	112824.5	44827.5	80	0.466281456	-1.100727041
AF068706	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	175502.5	87710	80	0.466361834	-1.100478368
AA746308	SLC4A1AP	solute carrier family 4 (anion exchanger), member 1, adaptor protein	124512.5	45880	95	0.466481799	-1.100107304
AB041533	HCMOGT-1	sperm antigen HCMOGT-1	30564	3027	60	0.466627726	-1.099656064
AB000409	MKNK1	MAP kinase-interacting serine/threonine kinase 1	68496	35950	65	0.466645152	-1.099602187
AL080220	DKFZP586P0123	DKFZP586P0123 protein	50402	23003.5	60	0.466676534	-1.09950517
AA399673	NA	NA	1557141	518632.5	100	0.466679054	-1.099497378
AF261758	DHCR24	24-dehydrocholesterol reductase	294941	209252.5	90	0.466905141	-1.098798621
AJ132583	NPEPPS	aminopeptidase puromycin sensitive	630700.5	298495	95	0.466991037	-1.098533235
AL110124	DKFZP564A2416	DKFZP564A2416 protein	85765.5	24931.5	60	0.467079962	-1.098258542
N50080	NA	Homo sapiens cDNA: FLJ21930 fis, clone HEP04301, highly similar to HSU90916 Human clone 23815 mRNA sequence.	139867.5	61666.5	85	0.467107528	-1.098173399
R01923	NA	ESTs	515162.5	258850.5	90	0.467396572	-1.097280943
X94323	SGP28	specific granule protein (28 kDa)	390330	178691.5	95	0.467408667	-1.097243608
NM_004525	LRP2	low density lipoprotein-related protein 2	1020263.5	365979	95	0.467558044	-1.096782618
AA770016	NA	ESTs	900534.5	427029	100	0.467694586	-1.096361367
D49742	HABP2	hyaluronan binding protein 2	21273.5	0	50	0.467787828	-1.096073773
AJ005866	SQV7L	nucleotide-sugar transporter similar to C. elegans sqv-7	153207	70959	75	0.467803558	-1.096025261
AA779799	LOC201895	hypothetical protein LOC201895	8206891.5	4277627	100	0.467838872	-1.095916357
AK025708	FLJ22055	hypothetical protein FLJ22055	847132.5	324511	95	0.467861592	-1.095846297
AU148277	FLJ10769	hypothetical protein FLJ10769	171065	65367	80	0.467923233	-1.095656232
BE171478	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	329929.5	166245	100	0.467991387	-1.095446117
M20867	GLUD1	glutamate dehydrogenase 1	90620.5	29250.5	75	0.468377865	-1.094255199
NM_000621	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	611262.5	264873	100	0.468382479	-1.094240986
NM_002737	PRKCA	protein kinase C, alpha	69276	44639	60	0.468664839	-1.093371532
R87502	MGC35285	hypothetical protein MGC35285	95995.5	26918.5	65	0.468686852	-1.093303771
AY008268	SAR1	SAR1 protein	34452.5	22219.5	60	0.468731454	-1.093166484
N30414	SERPINB1	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 1	108687	42644	60	0.468734695	-1.093156509
AW973336	NA	Homo sapiens, clone IMAGE:6195280, mRNA	73367	19698.5	65	0.4693077	-1.091393962
AA993624	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	184142.5	114739	85	0.469311005	-1.091383804
AW299253	CDC14B	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	492598.5	203154.5	85	0.469639144	-1.090375436
AA489247	NA	ESTs, Moderately similar to MAN1_HUMAN Inner nuclear membrane protein Man1 [H.sapiens]	231144.5	88928	90	0.469750793	-1.090032499
AK023253	DNAJB5	DnaJ (Hsp40) homolog, subfamily B, member 5	247277	84407	95	0.469874101	-1.089653846
AK024847	HECTD1	HECT domain containing 1	89700.5	37503.5	90	0.469934096	-1.089469649
AI587281	NA	Homo sapiens cDNA: FLJ21869 fis, clone HEP02442.	48635.5	15065	55	0.46995791	-1.089396543
AF047438	GOSR1	golgi SNAP receptor complex member 1	35516.5	8188	55	0.470150723	-1.088804758
L02547	CSTF1	cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa	66709	23360.5	55	0.470269696	-1.088439725
BE730328	PSK-1	type I transmembrane receptor (seizure-related protein)	166479.5	88345.5	90	0.470326349	-1.088265935
U59912	MADH1	MAD, mothers against decapentaplegic homolog 1 (Drosophila)	357703.5	190959.5	95	0.470594504	-1.087443625
AA679842	NA	NA	654842.5	250822.5	85	0.470666578	-1.087222684
NM_002647	PIK3C3	phosphoinositide-3-kinase, class 3	18085	6654	55	0.470710266	-1.087088776
D26135	DGKG	diacylglycerol kinase, gamma 90kDa	243433.5	87390.5	90	0.470791155	-1.086840878
AA634011	FLJ10747	hypothetical protein FLJ10747	912719	451206.5	95	0.470953905	-1.086342233
NM_005342	HMGB3	high-mobility group box 3	3398930.5	1510616.5	100	0.471097889	-1.085901228
AF034102	SLC29A2	solute carrier family 29 (nucleoside transporters), member 2	335623.5	163802.5	90	0.471104212	-1.085881865
AF007567	IRS4	insulin receptor substrate 4	137110.5	39276.5	70	0.471115808	-1.085846354
X52773	RXRA	retinoid X receptor, alpha	158250	61787	85	0.471142426	-1.085764843
AK025716	NA	Homo sapiens cDNA: FLJ22063 fis, clone HEP10326.	134698.5	52375	70	0.471305071	-1.08526689
AF151869	CGI-111	CGI-111 protein	0	0	50	0.471387856	-1.085013503
H26739	NA	ESTs, Weakly similar to hypothetical protein FLJ20378 [Homo sapiens] [H.sapiens]	209750	85238.5	95	0.47157094	-1.084453277
T29496	HIST1H4H	histone 1, H4h	101411	53679.5	75	0.471806614	-1.08373245
U45285	TCIRG1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein a isoform 3	372525.5	119728.5	100	0.47181065	-1.083720111
AI992073	MGC3103	hypothetical protein MGC3103	137682	61191	85	0.471846675	-1.083609957
AL133033	KIAA1025	KIAA1025 protein	83632.5	39755.5	85	0.471849565	-1.083601122
AI989932	MGC26768	hypothetical protein MGC26768	264787.5	116719.5	100	0.4718678	-1.083545368
AF070648	CAV1	caveolin 1, caveolae protein, 22kDa	1885921	898424	100	0.471880988	-1.083505049
AI261581	AGPS	alkylglycerone phosphate synthase	148407	48063	75	0.4719071	-1.083425217
R44995	NA	ESTs	195197	121436.5	95	0.471930873	-1.083352542
AK000516	FLJ20509	hypothetical protein FLJ20509	163617	69056.5	95	0.472040553	-1.083017287
D63997	GOLGA3	golgi autoantigen, golgin subfamily a, 3	338014	125703	95	0.472045686	-1.083001601
W85695	UBCE7IP5	likely ortholog of mouse ubiquitin conjugating enzyme 7 interacting protein 5	153792	70382	85	0.472072802	-1.082918728
U69566	LATS2	LATS, large tumor suppressor, homolog 2 (Drosophila)	1574023.5	588438.5	100	0.472318714	-1.082167396
AA906579	NA	ESTs, Weakly similar to hypothetical protein FLJ20489 [Homo sapiens] [H.sapiens]	162956	83610.5	70	0.472370211	-1.082010108
X54936	PGF	placental growth factor, vascular endothelial growth factor-related protein	302206.5	214331.5	80	0.472504709	-1.081599387
AI458435	ACYP2	acylphosphatase 2, muscle type	761343	326616.5	100	0.472532789	-1.081513653
X51593	MYH3	myosin, heavy polypeptide 3, skeletal muscle, embryonic	158194.5	62932	80	0.472630385	-1.081215713
BE614999	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	362966	112203	90	0.472921133	-1.080328482
AI089574	NA	ESTs	133779	50088	80	0.47322978	-1.079387229
BF475542	ATP2A1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	242745.5	127667.5	80	0.473272777	-1.079256156
N26029	NA	Homo sapiens, clone MGC:27375 IMAGE:4688423, mRNA, complete cds	940242.5	592332.5	100	0.473371333	-1.078955754
AI671015	LOC202051	hypothetical protein LOC202051	1265501.5	506944.5	95	0.473425221	-1.07879153
AK024267	C9orf12	chromosome 9 open reading frame 12	1177935	598302	90	0.473436779	-1.078756308
H90902	CDC23	CDC23 (cell division cycle 23, yeast, homolog)	245311.5	92753.5	90	0.473484785	-1.078610027
L13939	AP1B1	adaptor-related protein complex 1, beta 1 subunit	260963.5	101353	90	0.473568327	-1.078355501
AV652795	HRG	histidine-rich glycoprotein	102100	32920	70	0.473599501	-1.078260535
AI249169	NA	ESTs	102534	34332.5	65	0.47369609	-1.077966331
AI524057	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	103958	64235.5	60	0.473863502	-1.07745655
AI269516	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)	469314	228821.5	85	0.473972692	-1.077124154
L29349	CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	15297438.5	7104021.5	100	0.474007868	-1.077017089
AA612666	C6orf29	chromosome 6 open reading frame 29	5685509	1805509.5	100	0.474189034	-1.076465796
NM_002996	CX3CL1	chemokine (C-X3-C motif) ligand 1	37576	2205	60	0.474482441	-1.075573396
M16801	NR3C2	nuclear receptor subfamily 3, group C, member 2	167499.5	90189	65	0.474482615	-1.075572868
AA290631	FLJ23861	hypothetical protein FLJ23861	52987	29755.5	60	0.47456706	-1.075316129
AA453356	TNRC6	trinucleotide repeat containing 6	48950.5	10202	60	0.474831926	-1.074511155
AL079838	WDR22	WD repeat domain 22	149836	56467.5	65	0.474965171	-1.074106368
NM_004034	ANXA7	annexin A7	213421.5	96537	95	0.474972662	-1.074083617
AA018217	MGC2628	hypothetical protein MGC2628	689054.5	303025.5	100	0.475101923	-1.07369105
AF191838	TBK1	TANK-binding kinase 1	76164	35302.5	70	0.475112686	-1.073658366
M31606	PHKG2	phosphorylase kinase, gamma 2 (testis)	193929	86845.5	85	0.475190929	-1.073420799
BF511132	PPARBP	PPAR binding protein	1525666	639377.5	100	0.475278886	-1.073153783
NM_017512	HSRTSBETA	rTS beta protein	242593.5	114734	95	0.475292425	-1.073112685
AB023209	KIAA0992	palladin	7819.5	0	55	0.475299507	-1.073091188
AI879381	MGC20727	hypothetical protein MGC20727	498011.5	187666	100	0.475365517	-1.07289084
AA705153	ZNF219	zinc finger protein 219	252879.5	126122	85	0.475449217	-1.072636841
D86640	STAC	src homology three (SH3) and cysteine rich domain	413215	129741.5	90	0.475747978	-1.071730569
AI339041	NA	Homo sapiens cDNA FLJ34038 fis, clone FCBBF2005645.	493067.5	254273.5	95	0.475855396	-1.071404866
AB002293	KIAA0295	KIAA0295 protein	12584.5	440	50	0.475948003	-1.071124127
W23535	NA	NA	44173	26622	55	0.475997091	-1.070975337
X63564	POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	127554	47627.5	70	0.476219595	-1.070301111
AA857991	NA	ESTs	40805.5	3681.5	50	0.476480599	-1.069510623
W38669	ATRX	alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)	0	4943	50	0.476492452	-1.069474734
U04735	STCH	stress 70 protein chaperone, microsome-associated, 60kDa	112703.5	50564	65	0.476537394	-1.069338668
